shipment_id,customer_id,ship_date,weight_kg,carrier
MS-1112,MC-779,2025-08-16,14113,自提
MS-1113,MC-28,10-04-2025,15376,自提
MS-1114,MC-1397,2026-05-28,1848,德邦
MS-1115,MC-347,2026-01-21,6506,德邦
MS-1116,MC-482,2024-04-24,10499,顺丰重货
MS-1117,MC-443,2026-04-21,10241,德邦
MS-1118,MC-762,2024-09-12,19383,德邦
MS-1119,MC-577,13-06-2024,9006,自提
MS-1120,MC-1027,2026-05-21,1766,顺丰重货
MS-1121,MC-1261,08/11/2025,5156,专线物流
MS-1122,MC-1266,2025-09-18,17079,顺丰重货
MS-1123,MC-804,08/26/2026,15014,德邦
MS-1124,MC-1248,2025-08-13,3284,自提
MS-1125,MC-1347,2026-10-19,10705,顺丰重货
MS-1126,MC-848,2024-06-23,8174,专线物流
MS-1127,MC-1034,2025-05-24,3300,顺丰重货
MS-1128,MC-789,2025-04-05,1527,自提
MS-1129,MC-738,22-04-2026,6058,德邦
MS-1130,MC-450,26-02-2024,10449,专线物流
MS-1131,MC-337,2026-05-04,2752,自提
MS-1132,MC-535,2025-10-02,14297,专线物流
MS-1133,MC-416,2024-01-08,5168,自提
MS-1134,MC-13,2025-04-19,14575,顺丰重货
MS-1135,MC-999,2025-04-15,141,顺丰重货
MS-1136,MC-291,2025-04-27,15996,顺丰重货
MS-1137,MC-753,2024-05-18,15076,专线物流
MS-1138,MC-1122,2026-02-07,11476,自提
MS-1139,MC-807,08/10/2026,3785,自提
MS-1140,MC-480,06-04-2025,9817,德邦
MS-1141,MC-417,08/12/2025,14216,自提
MS-1142,MC-329,2025-11-26,11731,专线物流
MS-1143,MC-1365,2024-08-02,5851,顺丰重货
MS-1144,MC-812,2024-04-05,16184,自提
MS-1145,MC-551,2025-10-17,15635,顺丰重货
MS-1146,MC-602,04/16/2024,11749,自提
MS-1147,MC-414,2026-06-06,16996,德邦
MS-1148,MC-461,05/16/2024,18462,德邦
MS-1149,MC-1263,2025-01-02,15521,专线物流
MS-1150,MC-630,12/14/2026,6123,自提
MS-1151,MC-34,2024-09-19,17179,德邦
MS-1152,MC-1079,11/17/2025,574,专线物流
MS-1153,MC-470,2026-06-18,15905,自提
MS-1154,MC-505,08/23/2024,2153,专线物流
MS-1155,MC-1158,01/12/2026,18900,自提
MS-1156,MC-700,2024-08-06,12428,专线物流
MS-1157,MC-1271,11/08/2025,5673,德邦
MS-1158,MC-539,2025-04-02,13537,德邦
MS-1159,MC-517,03/05/2026,2222,德邦
MS-1160,MC-760,2026-06-05,10075,德邦
MS-1161,MC-1266,10-12-2026,14017,专线物流
MS-1162,MC-302,14-06-2024,11654,顺丰重货
MS-1163,MC-1283,04/20/2024,7197,自提
MS-1164,MC-836,2026-06-26,17696,专线物流
MS-1165,MC-1245,06-07-2024,17079,专线物流
MS-1166,MC-882,2025-01-19,15199,专线物流
MS-1167,MC-1342,2024-12-11,6121,自提
MS-1168,MC-123,28-05-2025,2118,顺丰重货
MS-1169,MC-649,2026-09-24,18473,德邦
MS-1170,MC-762,08/05/2024,8649,专线物流
MS-1171,MC-737,03/23/2025,8947,德邦
MS-1172,MC-908,01/07/2025,6458,专线物流
MS-1173,MC-493,2025-09-19,8459,德邦
MS-1174,MC-1018,05/14/2024,627,自提
MS-1175,MC-1146,2024-05-18,10780,德邦
MS-1176,MC-1055,23-02-2026,3662,专线物流
MS-1177,MC-1113,16-11-2026,6830,顺丰重货
MS-1178,MC-1349,2026-08-07,10863,自提
MS-1179,MC-582,2026-09-18,15679,专线物流
MS-1180,MC-1040,08-05-2026,15974,专线物流
MS-1181,MC-547,26-10-2026,9162,德邦
MS-1182,MC-680,2026-01-03,3111,德邦
MS-1183,MC-518,02/24/2026,16248,自提
MS-1184,MC-526,2025-11-27,3073,德邦
MS-1185,MC-825,2024-06-17,3266,德邦
MS-1186,MC-113,2026-06-25,1187,德邦
MS-1187,MC-1246,2024-10-05,18339,德邦
MS-1188,MC-363,2026-06-11,13561,德邦
MS-1189,MC-1151,06/22/2026,16824,自提
MS-1190,MC-966,01/27/2025,11382,德邦
MS-1191,MC-340,2026-02-17,4461,德邦
MS-1192,MC-424,2024-05-25,2955,顺丰重货
MS-1193,MC-1261,2024-01-20,17163,自提
MS-1194,MC-357,05/26/2025,8236,顺丰重货
MS-1195,MC-983,07/17/2025,3474,专线物流
MS-1196,MC-1037,2024-07-13,17576,自提
MS-1197,MC-676,2026-05-02,1184,专线物流
MS-1198,MC-451,2026-07-13,15781,顺丰重货
MS-1199,MC-1103,2025-08-07,18251,顺丰重货
MS-1200,MC-912,12-10-2024,7229,专线物流
MS-1201,MC-12,2025-06-25,17846,专线物流
MS-1202,MC-452,2025-01-16,7148,顺丰重货
MS-1203,MC-864,2025-03-04,16224,自提
MS-1204,MC-319,09/13/2026,12869,专线物流
MS-1205,MC-1175,2026-03-24,18307,德邦
MS-1206,MC-979,06/25/2025,17778,德邦
MS-1207,MC-135,10/11/2026,9119,自提
MS-1208,MC-777,14-02-2025,8319,专线物流
MS-1209,MC-1149,2024-06-19,11005,顺丰重货
MS-1210,MC-1339,2024-01-19,17573,顺丰重货
MS-1211,MC-1233,01/11/2026,14730,自提
MS-1212,MC-960,11/02/2026,1835,专线物流
MS-1213,MC-637,12/10/2024,4781,自提
MS-1214,MC-1245,2026-03-09,14134,自提
MS-1215,MC-1161,02-03-2026,6588,专线物流
MS-1216,MC-518,2025-02-25,11829,顺丰重货
MS-1217,MC-699,2024-03-16,10962,自提
MS-1218,MC-1120,23-05-2026,579,自提
MS-1219,MC-1346,2026-07-14,10961,专线物流
MS-1220,MC-958,2024-02-06,794,自提
MS-1221,MC-953,18-04-2025,18325,自提
MS-1222,MC-1009,2024-02-05,14388,德邦
MS-1223,MC-943,2025-11-04,9454,顺丰重货
MS-1224,MC-343,2024-06-03,9058,顺丰重货
MS-1225,MC-1338,2024-01-03,10313,自提
MS-1226,MC-838,02/05/2025,2076,专线物流
MS-1227,MC-392,2025-02-21,7972,顺丰重货
MS-1228,MC-941,2024-03-17,9144,顺丰重货
MS-1229,MC-690,08/27/2025,2504,专线物流
MS-1230,MC-1289,2026-02-14,11706,自提
MS-1231,MC-303,27-01-2025,7919,顺丰重货
MS-1232,MC-518,2025-05-01,11945,顺丰重货
MS-1233,MC-673,07-04-2026,17928,顺丰重货
MS-1234,MC-481,02-02-2025,12427,专线物流
MS-1235,MC-893,05/28/2026,10443,专线物流
MS-1236,MC-886,12/13/2026,5349,德邦
MS-1237,MC-31,2025-09-19,7618,顺丰重货
MS-1238,MC-310,03/22/2026,9218,顺丰重货
MS-1239,MC-1115,12/05/2024,6889,自提
MS-1240,MC-1006,24-07-2026,6076,德邦
MS-1241,MC-513,09-07-2025,4741,自提
MS-1242,MC-1296,2026-11-09,4171,顺丰重货
MS-1243,MC-427,08-03-2026,1897,自提
MS-1244,MC-527,03/23/2025,2533,专线物流
MS-1245,MC-886,10/25/2026,15984,专线物流
MS-1246,MC-679,24-04-2024,17931,顺丰重货
MS-1247,MC-1341,07/08/2025,6634,德邦
MS-1248,MC-766,04/22/2025,7816,德邦
MS-1249,MC-1097,2025-05-03,10061,德邦
MS-1250,MC-935,2026-01-12,6587,自提
MS-1251,MC-433,11/05/2024,1235,顺丰重货
MS-1252,MC-1193,16-12-2024,5305,专线物流
MS-1253,MC-334,12-08-2026,1918,顺丰重货
MS-1254,MC-805,07/18/2025,12375,专线物流
MS-1255,MC-1003,14-09-2026,319,德邦
MS-1256,MC-1378,03/01/2025,391,顺丰重货
MS-1257,MC-688,12/14/2024,15953,自提
MS-1258,MC-337,2025-06-16,12439,德邦
MS-1259,MC-653,2024-06-15,6310,自提
MS-1260,MC-1111,2024-03-03,9028,顺丰重货
MS-1261,MC-653,2026-03-03,1477,专线物流
MS-1262,MC-920,2026-10-21,2826,专线物流
MS-1263,MC-593,06/10/2026,1588,自提
MS-1264,MC-492,2024-02-02,7083,专线物流
MS-1265,MC-429,24-04-2024,15264,自提
MS-1266,MC-135,12/23/2024,10590,专线物流
MS-1267,MC-611,2024-05-26,7177,德邦
MS-1268,MC-834,12/01/2026,10317,专线物流
MS-1269,MC-354,2025-03-13,2315,专线物流
MS-1270,MC-609,2026-08-04,7409,德邦
MS-1271,MC-315,2025-06-28,3874,专线物流
MS-1272,MC-1185,28-12-2025,6149,德邦
MS-1273,MC-1321,2024-01-05,14182,专线物流
MS-1274,MC-1024,2026-12-25,7581,专线物流
MS-1275,MC-1185,14-01-2024,10877,专线物流
MS-1276,MC-1277,25-04-2026,10328,专线物流
MS-1277,MC-322,13-06-2025,13609,专线物流
MS-1278,MC-1145,2024-06-02,19357,顺丰重货
MS-1279,MC-33,01/04/2025,8368,自提
MS-1280,MC-1296,2025-12-12,6405,自提
MS-1281,MC-111,2025-09-20,8476,德邦
MS-1282,MC-669,2026-11-20,6793,德邦
MS-1283,MC-1104,2025-09-20,19050,顺丰重货
MS-1284,MC-897,2026-06-12,4338,自提
MS-1285,MC-1038,2026-04-21,13176,顺丰重货
MS-1286,MC-503,12-09-2026,10853,顺丰重货
MS-1287,MC-1368,07/10/2026,5761,顺丰重货
MS-1288,MC-1174,2026-04-07,15295,自提
MS-1289,MC-968,09-02-2026,4989,自提
MS-1290,MC-1253,2024-02-15,17068,自提
MS-1291,MC-1136,2026-11-25,15762,专线物流
MS-1292,MC-1106,2025-10-13,13004,自提
MS-1293,MC-757,07-09-2026,63,顺丰重货
MS-1294,MC-1231,21-10-2025,18949,自提
MS-1295,MC-1026,2024-10-02,19164,自提
MS-1296,MC-640,02/25/2024,13224,专线物流
MS-1297,MC-883,2024-11-05,3761,专线物流
MS-1298,MC-16,2024-05-17,6790,专线物流
MS-1299,MC-748,04/21/2024,19182,顺丰重货
MS-1300,MC-1276,03/03/2024,9262,自提
MS-1301,MC-780,2026-06-09,2895,德邦
MS-1302,MC-595,2026-04-09,4743,专线物流
MS-1303,MC-537,2026-05-08,19015,自提
MS-1304,MC-893,2026-01-27,1719,专线物流
MS-1305,MC-24,2025-08-20,2990,自提
MS-1306,MC-1241,2026-12-01,13575,自提
MS-1307,MC-1066,08-09-2025,18786,自提
MS-1308,MC-687,13-05-2025,10123,顺丰重货
MS-1309,MC-337,06/27/2024,16540,自提
MS-1310,MC-1082,01/26/2026,1384,专线物流
MS-1311,MC-1072,2024-01-19,12472,自提
MS-1312,MC-683,2024-11-26,19484,顺丰重货
MS-1313,MC-397,2025-07-24,14278,德邦
MS-1314,MC-811,2025-09-02,9163,顺丰重货
MS-1315,MC-977,2026-07-09,13998,德邦
MS-1316,MC-1358,2026-02-10,17708,专线物流
MS-1317,MC-894,2026-03-27,12088,德邦
MS-1318,MC-921,06/18/2025,14839,自提
MS-1319,MC-621,2025-05-28,3954,德邦
MS-1320,MC-135,07-01-2026,10225,自提
MS-1321,MC-281,2025-02-08,13854,德邦
MS-1322,MC-476,2024-06-18,5610,专线物流
MS-1323,MC-471,2024-03-05,12276,专线物流
MS-1324,MC-785,02/16/2025,9550,专线物流
MS-1325,MC-1066,2024-02-18,19864,德邦
MS-1326,MC-709,04/27/2025,1095,德邦
MS-1327,MC-1060,2025-08-25,11045,自提
MS-1328,MC-1394,2025-09-19,16922,顺丰重货
MS-1329,MC-606,2024-03-16,592,德邦
MS-1330,MC-963,2025-08-14,14139,顺丰重货
MS-1331,MC-841,2026-08-23,1727,自提
MS-1332,MC-1147,2024-12-14,13312,顺丰重货
MS-1333,MC-917,2026-04-08,16242,顺丰重货
MS-1334,MC-976,2026-07-03,7266,专线物流
MS-1335,MC-545,01/08/2026,12389,专线物流
MS-1336,MC-111,07/08/2026,8800,自提
MS-1337,MC-400,07/09/2026,11032,德邦
MS-1338,MC-1325,14-11-2025,14774,顺丰重货
MS-1339,MC-6,2025-07-25,16368,德邦
MS-1340,MC-998,24-10-2025,2352,自提
MS-1341,MC-11,07/23/2024,8121,专线物流
MS-1342,MC-370,18-06-2024,14271,专线物流
MS-1343,MC-1092,2025-11-24,2369,德邦
MS-1344,MC-1202,20-06-2024,5938,自提
MS-1345,MC-435,2026-02-24,9763,德邦
MS-1346,MC-1270,10/11/2024,2132,德邦
MS-1347,MC-115,05/20/2024,11673,自提
MS-1348,MC-365,2026-05-16,10841,顺丰重货
MS-1349,MC-454,2024-05-13,11784,专线物流
MS-1350,MC-8,2025-07-02,264,德邦
MS-1351,MC-523,2024-01-28,4775,德邦
MS-1352,MC-463,2025-03-08,16660,专线物流
MS-1353,MC-509,2024-04-01,3753,顺丰重货
MS-1354,MC-421,2025-03-14,15661,德邦
MS-1355,MC-836,09/21/2024,18448,德邦
MS-1356,MC-28,2025-09-10,15251,专线物流
MS-1357,MC-1221,2024-12-01,12615,德邦
MS-1358,MC-831,01/20/2024,4633,自提
MS-1359,MC-435,18-02-2025,10409,德邦
MS-1360,MC-867,14-06-2026,3950,德邦
MS-1361,MC-1067,2025-05-11,1989,专线物流
MS-1362,MC-1056,2026-06-26,6531,自提
MS-1363,MC-1392,08/13/2024,8096,自提
MS-1364,MC-1367,2025-05-19,4147,自提
MS-1365,MC-993,04-11-2025,17623,德邦
MS-1366,MC-806,2025-01-03,18850,顺丰重货
MS-1367,MC-486,2024-10-05,6273,顺丰重货
MS-1368,MC-1342,2024-05-06,967,德邦
MS-1369,MC-519,2024-06-18,2511,德邦
MS-1370,MC-617,2025-02-19,8330,德邦
MS-1371,MC-1335,2026-04-25,17839,自提
MS-1372,MC-490,2024-10-28,8170,德邦
MS-1373,MC-857,2026-03-08,5580,顺丰重货
MS-1374,MC-515,09/03/2026,5072,专线物流
MS-1375,MC-563,2024-06-10,17819,专线物流
MS-1376,MC-685,2026-06-18,944,自提
MS-1377,MC-1088,2024-10-10,14319,德邦
MS-1378,MC-678,2026-04-16,4412,专线物流
MS-1379,MC-438,12/03/2026,11419,自提
MS-1380,MC-336,2026-04-02,12085,专线物流
MS-1381,MC-385,02/26/2025,13351,顺丰重货
MS-1382,MC-1013,2024-03-13,18420,顺丰重货
MS-1383,MC-670,2025-07-21,18634,顺丰重货
MS-1384,MC-722,03-12-2025,19386,自提
MS-1385,MC-1069,24-12-2024,7542,德邦
MS-1386,MC-1400,13-12-2025,7900,专线物流
MS-1387,MC-1382,02/18/2026,13509,专线物流
MS-1388,MC-1204,2025-06-08,10642,自提
MS-1389,MC-565,2025-06-17,11214,专线物流
MS-1390,MC-773,10/17/2026,14393,专线物流
MS-1391,MC-1044,10-06-2025,16386,德邦
MS-1392,MC-296,05/12/2024,11012,德邦
MS-1393,MC-727,2026-06-02,18158,德邦
MS-1394,MC-775,2024-07-17,15131,自提
MS-1395,MC-592,2024-04-10,3360,德邦
MS-1396,MC-1271,2026-02-02,11358,自提
MS-1397,MC-747,2024-05-27,7809,德邦
MS-1398,MC-1158,2025-08-02,7800,自提
MS-1399,MC-1115,2026-04-26,2179,专线物流
MS-1400,MC-351,2026-09-15,5440,专线物流
MS-1401,MC-348,03-05-2025,3518,专线物流
MS-1402,MC-376,2026-04-19,17151,专线物流
MS-1403,MC-1194,06/08/2025,15422,德邦
MS-1404,MC-532,2026-03-26,16441,顺丰重货
MS-1405,MC-6,2024-05-20,14719,德邦
MS-1406,MC-620,2026-10-26,7600,顺丰重货
MS-1407,MC-1139,12/26/2026,8424,自提
MS-1408,MC-867,2025-04-26,11330,顺丰重货
MS-1409,MC-1270,04-03-2024,4573,专线物流
MS-1410,MC-639,2025-06-11,17130,德邦
MS-1411,MC-419,2024-10-12,6958,专线物流
MS-1412,MC-596,2026-11-27,3271,自提
MS-1413,MC-1081,2024-07-22,6073,专线物流
MS-1414,MC-470,2025-08-20,17080,专线物流
MS-1415,MC-402,2026-02-27,19712,顺丰重货
MS-1416,MC-150,2025-02-14,5798,顺丰重货
MS-1417,MC-1069,2025-10-13,6731,德邦
MS-1418,MC-1270,2024-12-26,15289,自提
MS-1419,MC-843,07/19/2026,6080,顺丰重货
MS-1420,MC-1290,2025-12-28,607,自提
MS-1421,MC-1145,02/08/2025,17036,专线物流
MS-1422,MC-647,13-02-2026,11236,专线物流
MS-1423,MC-1244,20-11-2024,14139,顺丰重货
MS-1424,MC-1116,04-04-2025,11079,顺丰重货
MS-1425,MC-716,2024-04-09,4175,顺丰重货
MS-1426,MC-673,26-06-2026,697,德邦
MS-1427,MC-125,09/22/2025,1589,德邦
MS-1428,MC-593,2024-09-27,6304,专线物流
MS-1429,MC-1069,2026-02-03,14205,专线物流
MS-1430,MC-906,09/08/2024,1331,顺丰重货
MS-1431,MC-873,02/12/2026,2401,德邦
MS-1432,MC-924,06/02/2025,16492,专线物流
MS-1433,MC-16,2024-01-20,3211,德邦
MS-1434,MC-1283,06/18/2024,12016,专线物流
MS-1435,MC-1332,2026-04-06,7050,自提
MS-1436,MC-1035,2025-12-19,3720,专线物流
MS-1437,MC-394,07/18/2024,16657,自提
MS-1438,MC-499,2024-12-04,18117,自提
MS-1439,MC-1027,2025-01-27,1477,德邦
MS-1440,MC-722,01/06/2026,12529,专线物流
MS-1441,MC-1055,2025-11-14,2869,专线物流
MS-1442,MC-648,14-06-2026,7039,顺丰重货
MS-1443,MC-585,2024-04-02,302,自提
MS-1444,MC-1361,2024-12-22,12540,顺丰重货
MS-1445,MC-540,04/22/2026,19021,德邦
MS-1446,MC-1039,12-11-2024,18979,顺丰重货
MS-1447,MC-147,03/02/2024,4396,德邦
MS-1448,MC-343,2025-12-27,7355,德邦
MS-1449,MC-386,2026-08-11,6596,自提
MS-1450,MC-1310,11/03/2026,14043,自提
MS-1451,MC-820,11/04/2025,14948,顺丰重货
MS-1452,MC-1197,2026-08-19,11172,自提
MS-1453,MC-1124,09/12/2025,5443,自提
MS-1454,MC-347,2025-12-22,6639,顺丰重货
MS-1455,MC-491,15-07-2024,9485,德邦
MS-1456,MC-845,06/24/2025,7614,德邦
MS-1457,MC-943,01/08/2024,17951,自提
MS-1458,MC-806,04/05/2025,14622,专线物流
MS-1459,MC-1193,2026-10-06,19471,顺丰重货
MS-1460,MC-1311,2024-08-10,10265,专线物流
MS-1461,MC-777,06/27/2025,16091,德邦
MS-1462,MC-8,2025-09-10,15781,自提
MS-1463,MC-346,2026-07-25,5146,自提
MS-1464,MC-682,12/05/2024,4493,顺丰重货
MS-1465,MC-995,10/24/2026,16466,自提
MS-1466,MC-629,06/09/2025,12166,专线物流
MS-1467,MC-378,16-05-2025,19417,顺丰重货
MS-1468,MC-401,2025-01-15,8325,自提
MS-1469,MC-1104,2025-05-21,6800,专线物流
MS-1470,MC-1271,2025-04-18,11139,自提
MS-1471,MC-803,12-01-2025,17402,专线物流
MS-1472,MC-351,10/24/2026,4530,德邦
MS-1473,MC-757,11/21/2024,6232,专线物流
MS-1474,MC-661,11/18/2026,13362,德邦
MS-1475,MC-980,05/03/2026,4874,自提
MS-1476,MC-1353,2024-10-20,883,自提
MS-1477,MC-547,2026-01-25,10047,德邦
MS-1478,MC-1075,04/02/2024,3623,顺丰重货
MS-1479,MC-457,2026-03-26,18166,德邦
MS-1480,MC-1243,03-10-2025,657,自提
MS-1481,MC-1265,20-01-2026,11534,德邦
MS-1482,MC-1102,04/27/2024,17367,德邦
MS-1483,MC-1261,07/10/2025,12664,德邦
MS-1484,MC-31,2025-03-13,17212,德邦
MS-1485,MC-764,2024-09-09,1639,德邦
MS-1486,MC-481,19-08-2024,2543,顺丰重货
MS-1487,MC-1346,2026-07-02,13204,顺丰重货
MS-1488,MC-648,2025-06-04,9310,自提
MS-1489,MC-1375,2026-04-27,7304,顺丰重货
MS-1490,MC-425,2025-09-20,8532,德邦
MS-1491,MC-853,2024-04-23,13853,专线物流
MS-1492,MC-928,2025-11-13,5879,德邦
MS-1493,MC-968,07/01/2026,14217,德邦
MS-1494,MC-1322,12/27/2024,12085,自提
MS-1495,MC-876,26-02-2026,12283,德邦
MS-1496,MC-889,2024-10-02,17204,顺丰重货
MS-1497,MC-766,24-12-2024,14796,德邦
MS-1498,MC-132,2025-07-28,3621,自提
MS-1499,MC-640,01/09/2025,13378,专线物流
MS-1500,MC-879,2026-12-01,5808,自提
MS-1501,MC-843,09/02/2026,19340,顺丰重货
MS-1502,MC-401,2024-10-07,803,自提
MS-1503,MC-944,07/01/2024,6407,顺丰重货
MS-1504,MC-527,2026-06-08,18760,顺丰重货
MS-1505,MC-714,02/24/2026,11035,顺丰重货
MS-1506,MC-1236,08/16/2024,17039,顺丰重货
MS-1507,MC-789,01/08/2024,11728,自提
MS-1508,MC-1014,2024-10-19,18688,自提
MS-1509,MC-1387,03/25/2026,8137,顺丰重货
MS-1510,MC-1310,2026-03-15,877,自提
MS-1511,MC-1319,2026-09-27,12690,德邦
MS-1512,MC-737,2026-10-15,1158,专线物流
MS-1513,MC-816,2025-09-28,13197,德邦
MS-1514,MC-930,09-04-2024,19497,自提
MS-1515,MC-475,2024-10-25,1244,专线物流
MS-1516,MC-557,2026-10-22,13962,自提
MS-1517,MC-608,2025-03-04,19987,顺丰重货
MS-1518,MC-1109,03/23/2024,6605,顺丰重货
MS-1519,MC-802,2025-07-26,17277,德邦
MS-1520,MC-1365,2025-07-26,4252,专线物流
MS-1521,MC-958,2026-11-23,15672,自提
MS-1522,MC-1334,2026-07-11,5097,专线物流
MS-1523,MC-611,2024-01-03,15739,顺丰重货
MS-1524,MC-926,28-09-2025,1152,顺丰重货
MS-1525,MC-569,04/11/2026,839,专线物流
MS-1526,MC-913,11-08-2024,8649,顺丰重货
MS-1527,MC-1015,05/08/2026,14003,顺丰重货
MS-1528,MC-134,2024-10-09,7792,自提
MS-1529,MC-593,05/12/2025,7972,专线物流
MS-1530,MC-1173,2024-06-04,12372,自提
MS-1531,MC-1029,10/01/2025,11870,德邦
MS-1532,MC-785,17-06-2025,14258,德邦
MS-1533,MC-291,02/13/2026,8886,专线物流
MS-1534,MC-776,11/07/2025,3903,顺丰重货
MS-1535,MC-880,2024-07-12,19942,德邦
MS-1536,MC-1292,2025-02-19,829,自提
MS-1537,MC-649,01/02/2025,14255,自提
MS-1538,MC-978,06/20/2026,9245,专线物流
MS-1539,MC-902,2024-07-25,8464,自提
MS-1540,MC-990,08-11-2025,2387,自提
MS-1541,MC-947,09/24/2026,9705,自提
MS-1542,MC-1045,28-07-2026,6906,顺丰重货
MS-1543,MC-627,2025-05-25,2375,德邦
MS-1544,MC-423,04/15/2024,6340,自提
MS-1545,MC-571,2025-07-12,17618,德邦
MS-1546,MC-112,2026-04-06,11717,顺丰重货
MS-1547,MC-621,09/06/2025,15342,自提
MS-1548,MC-370,09/07/2025,7485,顺丰重货
MS-1549,MC-496,2025-06-27,8409,顺丰重货
MS-1550,MC-1371,05-08-2026,1140,德邦
MS-1551,MC-566,2026-03-20,11018,顺丰重货
MS-1552,MC-590,2024-05-25,11733,顺丰重货
MS-1553,MC-1048,2025-09-18,2981,自提
MS-1554,MC-7,2024-07-24,9629,德邦
MS-1555,MC-1092,2025-10-26,12367,专线物流
MS-1556,MC-765,2025-05-12,16155,自提
MS-1557,MC-11,11-05-2025,19835,德邦
MS-1558,MC-1101,2024-02-08,7676,德邦
MS-1559,MC-1198,2025-06-21,6108,专线物流
MS-1560,MC-141,01-07-2025,17530,德邦
MS-1561,MC-341,13-05-2025,2304,德邦
MS-1562,MC-768,21-08-2026,12278,专线物流
MS-1563,MC-1309,2026-10-26,18078,专线物流
MS-1564,MC-364,09/09/2025,19902,顺丰重货
MS-1565,MC-1129,2025-08-02,11754,德邦
MS-1566,MC-948,10-04-2026,9234,德邦
MS-1567,MC-895,2026-01-28,13657,自提
MS-1568,MC-1296,2026-01-20,18348,专线物流
MS-1569,MC-971,2024-01-22,14577,自提
MS-1570,MC-348,26-12-2026,18683,专线物流
MS-1571,MC-912,2026-05-09,19991,专线物流
MS-1572,MC-856,2026-06-16,16020,专线物流
MS-1573,MC-1100,05/06/2025,7559,顺丰重货
MS-1574,MC-446,07/11/2025,18471,自提
MS-1575,MC-1317,2025-05-05,7478,专线物流
MS-1576,MC-779,2026-05-06,12302,顺丰重货
MS-1577,MC-147,2025-12-19,12122,顺丰重货
MS-1578,MC-1265,08/07/2025,6699,专线物流
MS-1579,MC-1292,09/15/2025,14180,自提
MS-1580,MC-713,2024-06-03,18725,专线物流
MS-1581,MC-602,2024-11-12,880,顺丰重货
MS-1582,MC-424,2024-07-07,19438,专线物流
MS-1583,MC-1140,12/02/2024,8217,顺丰重货
MS-1584,MC-40,01-04-2026,14041,自提
MS-1585,MC-1037,2025-10-17,4274,专线物流
MS-1586,MC-418,2025-12-28,18734,自提
MS-1587,MC-898,2024-12-15,8767,专线物流
MS-1588,MC-295,2025-12-10,13327,顺丰重货
MS-1589,MC-1267,10/13/2024,12116,专线物流
MS-1590,MC-1210,2025-01-20,13567,德邦
MS-1591,MC-843,2025-04-28,16013,专线物流
MS-1592,MC-680,2026-06-10,10119,顺丰重货
MS-1593,MC-1294,2026-09-22,1441,自提
MS-1594,MC-573,01/02/2024,18925,顺丰重货
MS-1595,MC-657,02/25/2024,828,德邦
MS-1596,MC-761,2025-06-19,14010,顺丰重货
MS-1597,MC-526,12/01/2026,16395,专线物流
MS-1598,MC-1221,23-02-2026,7705,德邦
MS-1599,MC-1256,2024-11-01,6852,顺丰重货
MS-1600,MC-524,11-12-2026,792,专线物流
MS-1601,MC-357,10/14/2026,3803,自提
MS-1602,MC-883,2026-11-05,12289,德邦
MS-1603,MC-663,21-08-2026,7026,德邦
MS-1604,MC-1,20-03-2025,18488,自提
MS-1605,MC-833,2024-02-09,4635,自提
MS-1606,MC-314,09/17/2026,12669,自提
MS-1607,MC-345,2025-04-05,5564,专线物流
MS-1608,MC-534,06/25/2026,14071,德邦
MS-1609,MC-868,2025-11-01,8231,专线物流
MS-1610,MC-1220,09-07-2025,4270,专线物流
MS-1611,MC-789,2026-06-05,227,顺丰重货
MS-1612,MC-362,03-07-2024,7604,顺丰重货
MS-1613,MC-431,2026-07-24,11959,德邦
MS-1614,MC-143,12-03-2024,297,顺丰重货
MS-1615,MC-988,02/14/2025,16739,德邦
MS-1616,MC-752,2024-01-21,19457,德邦
MS-1617,MC-640,2024-05-20,3736,专线物流
MS-1618,MC-657,01-10-2026,8737,专线物流
MS-1619,MC-516,2024-03-27,7521,专线物流
MS-1620,MC-1242,05/22/2026,5157,自提
MS-1621,MC-1263,13-05-2024,5862,专线物流
MS-1622,MC-1058,15-04-2025,17738,顺丰重货
MS-1623,MC-338,2025-02-27,6046,专线物流
MS-1624,MC-858,08/20/2025,6790,顺丰重货
MS-1625,MC-887,02-06-2025,17845,专线物流
MS-1626,MC-326,24-03-2025,8129,顺丰重货
MS-1627,MC-1245,2024-01-02,7550,顺丰重货
MS-1628,MC-309,2026-01-28,17439,德邦
MS-1629,MC-463,2026-01-05,3097,自提
MS-1630,MC-944,27-01-2025,7310,顺丰重货
MS-1631,MC-1287,2024-10-22,464,德邦
MS-1632,MC-36,09/11/2026,7350,顺丰重货
MS-1633,MC-693,07/01/2025,4282,顺丰重货
MS-1634,MC-306,09/05/2026,7924,自提
MS-1635,MC-992,05/17/2024,8198,顺丰重货
MS-1636,MC-362,03/26/2026,14126,德邦
MS-1637,MC-1217,01/23/2024,13299,自提
MS-1638,MC-465,01-05-2026,20000,自提
MS-1639,MC-406,2026-04-07,19371,自提
MS-1640,MC-985,08-04-2026,8022,顺丰重货
MS-1641,MC-904,2024-02-17,15526,顺丰重货
MS-1642,MC-1181,08/22/2026,16037,自提
MS-1643,MC-655,11/16/2025,18227,德邦
MS-1644,MC-598,08-05-2025,4776,德邦
MS-1645,MC-751,2024-07-21,17636,专线物流
MS-1646,MC-486,09/05/2026,6068,专线物流
MS-1647,MC-1240,2025-07-04,3741,专线物流
MS-1648,MC-688,05/26/2026,14556,专线物流
MS-1649,MC-694,2026-08-09,2131,德邦
