batch_id,order_id,material_id,start_date,output_qty
BATCH-4244,MO-996,RM-90,2024-07-15,4179
BATCH-4245,MO-5428,RM-111,03/12/2025,3187
BATCH-4246,MO-2023,RM-28,04/21/2025,672
BATCH-4247,MO-131,RM-14,2025-08-07,2724
BATCH-4248,MO-757,RM-104,2026-11-05,4613
BATCH-4249,MO-7985,RM-48,2026-02-22,1202
BATCH-4250,MO-6551,RM-66,12/17/2025,3513
BATCH-4251,MO-6912,RM-17,25-04-2026,4040
BATCH-4252,MO-4841,RM-72,28-03-2025,3248
BATCH-4253,MO-5111,RM-53,2026-04-08,878
BATCH-4254,MO-964,RM-104,2026-11-07,4427
BATCH-4255,MO-811,RM-76,04/08/2025,4233
BATCH-4256,MO-177,RM-67,03/10/2024,1469
BATCH-4257,MO-2650,RM-85,2024-02-21,2822
BATCH-4258,MO-3815,RM-89,02/12/2025,2418
BATCH-4259,MO-4524,RM-35,24-09-2025,3242
BATCH-4260,MO-636,RM-4,2024-02-26,890
BATCH-4261,MO-4155,RM-78,09/07/2024,3084
BATCH-4262,MO-4279,RM-47,2024-04-05,3911
BATCH-4263,MO-495,RM-12,2025-04-16,2461
BATCH-4264,MO-7696,RM-94,02/18/2025,23
BATCH-4265,MO-3463,RM-21,2024-04-26,3326
BATCH-4266,MO-2685,RM-93,02/23/2024,2294
BATCH-4267,MO-6642,RM-88,2024-10-15,4163
BATCH-4268,MO-4056,RM-94,08/05/2024,5
BATCH-4269,MO-84,RM-21,2026-01-01,3793
BATCH-4270,MO-554,RM-30,2025-10-23,3824
BATCH-4271,MO-6687,RM-17,2026-08-02,830
BATCH-4272,MO-5951,RM-106,09/21/2024,3650
BATCH-4273,MO-1492,RM-75,2026-11-08,881
BATCH-4274,MO-6027,RM-70,2025-03-24,3003
BATCH-4275,MO-7724,RM-70,23-09-2025,691
BATCH-4276,MO-328,RM-88,2026-04-27,136
BATCH-4277,MO-2022,RM-6,2025-10-02,125
BATCH-4278,MO-61,RM-80,2025-11-06,2672
BATCH-4279,MO-5676,RM-94,2025-01-13,1129
BATCH-4280,MO-945,RM-84,08/23/2026,2473
BATCH-4281,MO-4605,RM-43,15-03-2025,3747
BATCH-4282,MO-4212,RM-107,2024-02-08,3998
BATCH-4283,MO-2866,RM-35,12/03/2026,572
BATCH-4284,MO-5588,RM-90,2024-08-02,2099
BATCH-4285,MO-3264,RM-109,28-03-2024,967
BATCH-4286,MO-1484,RM-72,11/23/2026,915
BATCH-4287,MO-6057,RM-79,08/16/2025,4251
BATCH-4288,MO-4369,RM-83,2026-05-16,3451
BATCH-4289,MO-5076,RM-44,2026-06-22,2300
BATCH-4290,MO-7018,RM-107,2026-08-08,1511
BATCH-4291,MO-7459,RM-8,07/28/2026,2684
BATCH-4292,MO-3317,RM-96,2024-02-21,2976
BATCH-4293,MO-183,RM-68,06/21/2024,4022
BATCH-4294,MO-5442,RM-93,11/01/2026,1516
BATCH-4295,MO-3089,RM-48,2026-02-12,4079
BATCH-4296,MO-4244,RM-48,05/03/2026,2042
BATCH-4297,MO-451,RM-33,23-08-2025,2913
BATCH-4298,MO-2422,RM-117,2026-11-07,2728
BATCH-4299,MO-4351,RM-46,14-09-2025,107
BATCH-4300,MO-7200,RM-14,12-12-2024,2331
BATCH-4301,MO-5722,RM-26,2025-11-24,4058
BATCH-4302,MO-7615,RM-86,12/16/2025,156
BATCH-4303,MO-6203,RM-88,2024-01-21,3695
BATCH-4304,MO-1911,RM-73,2026-04-06,3215
BATCH-4305,MO-2967,RM-93,2024-03-17,1285
BATCH-4306,MO-7891,RM-37,09-10-2026,1720
BATCH-4307,MO-1632,RM-17,2025-02-09,457
BATCH-4308,MO-4780,RM-18,15-07-2025,4626
BATCH-4309,MO-7575,RM-28,2026-08-28,840
BATCH-4310,MO-7864,RM-29,07-02-2025,1565
BATCH-4311,MO-1901,RM-8,12/04/2024,1243
BATCH-4312,MO-7958,RM-31,06/01/2026,817
BATCH-4313,MO-6866,RM-50,2024-01-28,2589
BATCH-4314,MO-995,RM-5,2026-09-08,1388
BATCH-4315,MO-3380,RM-20,2025-10-19,2020
BATCH-4316,MO-176,RM-62,10/25/2024,3543
BATCH-4317,MO-1634,RM-30,07/19/2024,4683
BATCH-4318,MO-5767,RM-23,28-10-2024,1420
BATCH-4319,MO-2047,RM-89,2024-04-26,924
BATCH-4320,MO-4896,RM-116,07-09-2025,3692
BATCH-4321,MO-4995,RM-22,11-06-2026,4763
BATCH-4322,MO-3721,RM-71,2024-01-25,2603
BATCH-4323,MO-375,RM-58,2025-01-20,646
BATCH-4324,MO-256,RM-9,04/26/2026,624
BATCH-4325,MO-2769,RM-88,2026-10-13,3220
BATCH-4326,MO-6162,RM-1,04/25/2026,780
BATCH-4327,MO-5892,RM-70,03/28/2026,531
BATCH-4328,MO-3602,RM-47,2025-07-05,1379
BATCH-4329,MO-5310,RM-67,2024-11-23,54
BATCH-4330,MO-1273,RM-103,2024-03-22,2971
BATCH-4331,MO-6500,RM-71,10/06/2025,4769
BATCH-4332,MO-5716,RM-40,07-06-2026,3141
BATCH-4333,MO-2174,RM-96,2025-10-05,531
BATCH-4334,MO-3576,RM-100,2026-04-26,1629
BATCH-4335,MO-1078,RM-83,2026-04-11,507
BATCH-4336,MO-825,RM-117,2024-12-11,3635
BATCH-4337,MO-3585,RM-37,06/10/2026,212
BATCH-4338,MO-244,RM-4,09/18/2025,4481
BATCH-4339,MO-1323,RM-74,2025-12-27,185
BATCH-4340,MO-2992,RM-108,2025-10-24,1445
BATCH-4341,MO-700,RM-119,2024-04-02,4510
BATCH-4342,MO-634,RM-83,2026-03-07,1283
BATCH-4343,MO-3700,RM-93,03/22/2024,4144
BATCH-4344,MO-5832,RM-91,2026-07-26,2095
BATCH-4345,MO-4025,RM-97,03/20/2024,1850
BATCH-4346,MO-23,RM-78,01-06-2024,119
BATCH-4347,MO-7448,RM-59,2026-12-23,3498
BATCH-4348,MO-3236,RM-44,01/19/2024,91
BATCH-4349,MO-6207,RM-55,2025-07-28,1484
BATCH-4350,MO-7311,RM-94,2025-12-10,2742
BATCH-4351,MO-6033,RM-74,2024-12-16,4220
BATCH-4352,MO-1189,RM-85,2025-11-05,2522
BATCH-4353,MO-7022,RM-30,2024-08-15,1082
BATCH-4354,MO-4320,RM-100,12-06-2024,663
BATCH-4355,MO-433,RM-47,02/25/2024,3537
BATCH-4356,MO-6288,RM-111,10/17/2024,2294
BATCH-4357,MO-1197,RM-54,2025-06-07,1553
BATCH-4358,MO-4421,RM-13,2026-08-01,2657
BATCH-4359,MO-3138,RM-116,08-02-2024,3003
BATCH-4360,MO-128,RM-119,2024-01-22,4513
BATCH-4361,MO-2620,RM-103,06-04-2026,3940
BATCH-4362,MO-3652,RM-70,2026-04-25,2650
BATCH-4363,MO-3073,RM-39,28-06-2024,3714
BATCH-4364,MO-5572,RM-4,04/13/2024,171
BATCH-4365,MO-3831,RM-101,09/05/2026,347
BATCH-4366,MO-4126,RM-23,10-05-2025,4278
BATCH-4367,MO-3764,RM-36,06/11/2025,4533
BATCH-4368,MO-3964,RM-44,2026-01-12,4556
BATCH-4369,MO-2177,RM-54,2026-05-02,499
BATCH-4370,MO-1444,RM-58,2024-02-02,4714
BATCH-4371,MO-3418,RM-104,06/25/2025,4080
BATCH-4372,MO-4009,RM-65,2024-12-25,101
BATCH-4373,MO-957,RM-18,2026-07-08,1736
BATCH-4374,MO-1353,RM-14,2026-01-16,4614
BATCH-4375,MO-7808,RM-17,2025-04-26,4512
BATCH-4376,MO-1131,RM-11,2024-05-02,1633
BATCH-4377,MO-7466,RM-93,2026-08-01,933
BATCH-4378,MO-609,RM-20,2026-12-20,3471
BATCH-4379,MO-2434,RM-52,09-12-2025,2395
BATCH-4380,MO-2520,RM-104,2024-08-26,4741
BATCH-4381,MO-3478,RM-7,2026-08-06,3284
BATCH-4382,MO-4604,RM-96,05/04/2025,1720
BATCH-4383,MO-1869,RM-106,17-07-2024,3350
BATCH-4384,MO-2802,RM-59,28-01-2024,562
BATCH-4385,MO-992,RM-47,2025-05-05,3308
BATCH-4386,MO-3369,RM-1,04/01/2024,1556
BATCH-4387,MO-2705,RM-41,2024-05-09,2492
BATCH-4388,MO-7981,RM-93,2026-06-22,2985
BATCH-4389,MO-3118,RM-57,10-04-2025,3535
BATCH-4390,MO-1666,RM-112,07/01/2024,4280
BATCH-4391,MO-3565,RM-75,05/09/2026,2153
BATCH-4392,MO-6906,RM-43,2026-04-08,1525
BATCH-4393,MO-3161,RM-116,06/09/2026,4065
BATCH-4394,MO-3236,RM-64,2025-10-12,3513
BATCH-4395,MO-4926,RM-83,2025-01-27,1045
BATCH-4396,MO-6639,RM-83,2025-03-05,1933
BATCH-4397,MO-4984,RM-102,27-11-2026,3745
BATCH-4398,MO-7643,RM-74,03/26/2026,1242
BATCH-4399,MO-5488,RM-93,2025-05-23,3446
BATCH-4400,MO-3085,RM-46,09/20/2026,3422
BATCH-4401,MO-1383,RM-109,10/19/2024,1575
BATCH-4402,MO-1355,RM-103,2026-03-15,3958
BATCH-4403,MO-6880,RM-60,01/23/2024,2924
BATCH-4404,MO-6296,RM-96,11/23/2025,1149
BATCH-4405,MO-4438,RM-115,07/04/2026,3832
BATCH-4406,MO-1281,RM-88,2026-11-18,1078
BATCH-4407,MO-5867,RM-107,2026-11-23,2927
BATCH-4408,MO-6989,RM-33,23-10-2025,86
BATCH-4409,MO-7101,RM-2,04/16/2025,780
BATCH-4410,MO-5844,RM-88,13-10-2024,3608
BATCH-4411,MO-2888,RM-18,2024-05-26,4535
BATCH-4412,MO-7409,RM-49,12-12-2024,4414
BATCH-4413,MO-7603,RM-117,08/04/2026,4539
BATCH-4414,MO-4272,RM-34,09-10-2026,2605
BATCH-4415,MO-1072,RM-32,02/07/2024,4780
BATCH-4416,MO-4564,RM-77,2024-05-23,1766
BATCH-4417,MO-2460,RM-76,2024-11-05,4417
BATCH-4418,MO-3723,RM-87,07/17/2026,3227
BATCH-4419,MO-6089,RM-68,24-04-2025,3648
BATCH-4420,MO-5105,RM-117,02/11/2026,3023
BATCH-4421,MO-4991,RM-39,27-04-2026,1051
BATCH-4422,MO-4391,RM-117,2026-12-19,1019
BATCH-4423,MO-6993,RM-114,2026-04-16,4092
BATCH-4424,MO-3014,RM-81,2024-04-04,2482
BATCH-4425,MO-6853,RM-65,14-05-2026,1725
BATCH-4426,MO-3212,RM-30,23-07-2025,1524
BATCH-4427,MO-2301,RM-62,2026-12-07,1264
BATCH-4428,MO-6714,RM-87,07/02/2024,3014
BATCH-4429,MO-6818,RM-40,2025-12-01,4040
BATCH-4430,MO-1429,RM-40,04/17/2024,434
BATCH-4431,MO-5810,RM-34,03/09/2024,3507
BATCH-4432,MO-1492,RM-92,2026-09-23,3453
BATCH-4433,MO-6354,RM-94,2026-02-22,4516
BATCH-4434,MO-4107,RM-10,2024-09-26,1666
BATCH-4435,MO-5620,RM-115,2024-09-09,2752
BATCH-4436,MO-652,RM-90,11/28/2024,709
BATCH-4437,MO-3334,RM-85,10/06/2024,3425
BATCH-4438,MO-6085,RM-107,01-03-2025,1072
BATCH-4439,MO-1074,RM-9,2025-04-22,69
BATCH-4440,MO-4428,RM-68,02/15/2024,1027
BATCH-4441,MO-6737,RM-100,2026-05-23,3147
BATCH-4442,MO-850,RM-114,11/26/2026,725
BATCH-4443,MO-1268,RM-40,2025-08-01,4499
BATCH-4444,MO-4755,RM-95,12/17/2025,3400
BATCH-4445,MO-4019,RM-5,16-07-2024,849
BATCH-4446,MO-5452,RM-117,01/13/2024,797
BATCH-4447,MO-2202,RM-89,06/17/2024,3139
BATCH-4448,MO-7050,RM-35,26-06-2024,569
BATCH-4449,MO-1647,RM-104,2025-07-22,2724
BATCH-4450,MO-547,RM-50,01/02/2024,124
BATCH-4451,MO-7480,RM-117,06-11-2024,777
BATCH-4452,MO-5399,RM-7,09-04-2026,2013
BATCH-4453,MO-2407,RM-28,2026-03-27,241
BATCH-4454,MO-6153,RM-10,2025-07-07,4330
BATCH-4455,MO-6404,RM-91,2025-05-20,762
BATCH-4456,MO-2593,RM-113,2026-03-15,3209
BATCH-4457,MO-6115,RM-51,01-05-2024,3762
BATCH-4458,MO-4569,RM-18,03/19/2024,2985
BATCH-4459,MO-3602,RM-69,2026-11-14,3251
BATCH-4460,MO-3322,RM-111,12/23/2024,2934
BATCH-4461,MO-2927,RM-24,2026-12-11,4649
BATCH-4462,MO-1678,RM-79,05-11-2024,664
BATCH-4463,MO-2517,RM-86,02/24/2025,3297
BATCH-4464,MO-3483,RM-100,12/23/2026,1346
BATCH-4465,MO-4265,RM-105,08/24/2025,2764
BATCH-4466,MO-6647,RM-41,2025-02-09,673
BATCH-4467,MO-7306,RM-8,26-12-2026,3936
BATCH-4468,MO-2237,RM-85,2024-03-24,1459
BATCH-4469,MO-4175,RM-117,2024-12-18,1559
BATCH-4470,MO-3224,RM-13,01/09/2025,422
BATCH-4471,MO-7121,RM-38,09/08/2024,10
BATCH-4472,MO-7276,RM-86,07/15/2024,321
BATCH-4473,MO-3920,RM-65,2026-05-20,62
BATCH-4474,MO-1120,RM-7,2025-09-15,1738
BATCH-4475,MO-7944,RM-85,07/21/2025,1907
BATCH-4476,MO-6232,RM-107,2026-02-20,2183
BATCH-4477,MO-977,RM-84,09-10-2025,4759
BATCH-4478,MO-6237,RM-110,2026-11-14,3294
BATCH-4479,MO-1691,RM-15,07/05/2026,4683
BATCH-4480,MO-3954,RM-80,02/19/2024,1825
BATCH-4481,MO-2199,RM-32,04/02/2026,4199
BATCH-4482,MO-1241,RM-23,2025-06-09,57
BATCH-4483,MO-3465,RM-22,2025-01-28,683
BATCH-4484,MO-2457,RM-116,11/01/2025,1159
BATCH-4485,MO-7124,RM-92,2026-05-08,397
BATCH-4486,MO-2469,RM-48,02/22/2024,3671
BATCH-4487,MO-4354,RM-92,2026-08-18,4252
BATCH-4488,MO-433,RM-73,2024-01-09,1634
BATCH-4489,MO-7911,RM-115,09-01-2025,429
BATCH-4490,MO-4877,RM-119,09-10-2026,3723
BATCH-4491,MO-870,RM-10,2024-04-13,853
BATCH-4492,MO-6418,RM-50,05/02/2024,266
BATCH-4493,MO-4900,RM-41,2026-10-22,70
BATCH-4494,MO-3575,RM-48,2024-07-24,1005
BATCH-4495,MO-7062,RM-36,2025-04-20,2389
BATCH-4496,MO-5827,RM-85,2024-02-10,2375
BATCH-4497,MO-539,RM-118,01/22/2025,2920
BATCH-4498,MO-7481,RM-42,2024-12-01,1589
BATCH-4499,MO-5985,RM-115,2025-08-08,3761
BATCH-4500,MO-6137,RM-60,01/06/2026,56
BATCH-4501,MO-515,RM-7,05/17/2026,3600
BATCH-4502,MO-736,RM-34,06/01/2025,2629
BATCH-4503,MO-2001,RM-53,2024-09-22,620
BATCH-4504,MO-1383,RM-32,02/25/2026,3357
BATCH-4505,MO-418,RM-37,05/21/2025,3062
BATCH-4506,MO-5642,RM-63,03/09/2026,4506
BATCH-4507,MO-1788,RM-93,10/26/2024,249
BATCH-4508,MO-1117,RM-120,01/21/2026,891
BATCH-4509,MO-7907,RM-50,2025-02-20,3846
BATCH-4510,MO-3417,RM-50,2024-08-15,354
BATCH-4511,MO-7156,RM-10,11/20/2026,787
BATCH-4512,MO-3695,RM-78,13-05-2025,279
BATCH-4513,MO-354,RM-69,01/06/2026,4472
BATCH-4514,MO-2302,RM-7,2025-12-28,4554
BATCH-4515,MO-854,RM-12,01/08/2026,4301
BATCH-4516,MO-5010,RM-117,09/22/2026,1126
BATCH-4517,MO-5577,RM-17,07/24/2026,1647
BATCH-4518,MO-5874,RM-28,17-05-2026,2427
BATCH-4519,MO-3016,RM-51,04/14/2024,3177
BATCH-4520,MO-1121,RM-40,2026-02-18,4174
BATCH-4521,MO-465,RM-8,2025-12-04,98
BATCH-4522,MO-6201,RM-80,2025-11-08,3533
BATCH-4523,MO-4166,RM-46,2025-09-25,563
BATCH-4524,MO-823,RM-30,2025-03-24,2704
BATCH-4525,MO-2398,RM-73,2026-05-07,1061
BATCH-4526,MO-2759,RM-118,2025-10-26,811
BATCH-4527,MO-4039,RM-44,2024-10-14,824
BATCH-4528,MO-7797,RM-62,2026-02-08,4210
BATCH-4529,MO-3614,RM-100,08/27/2025,2137
BATCH-4530,MO-646,RM-103,12/08/2025,1887
BATCH-4531,MO-4906,RM-96,2026-04-19,2540
BATCH-4532,MO-4591,RM-11,28-03-2026,4277
BATCH-4533,MO-1288,RM-105,2025-12-06,3834
BATCH-4534,MO-6402,RM-16,24-04-2025,1648
BATCH-4535,MO-1273,RM-29,2024-10-07,206
BATCH-4536,MO-2033,RM-74,2026-06-15,4134
BATCH-4537,MO-1705,RM-103,07-11-2026,2293
BATCH-4538,MO-5330,RM-111,03/21/2024,754
BATCH-4539,MO-1561,RM-117,09-09-2026,1870
BATCH-4540,MO-7863,RM-79,2026-08-23,116
BATCH-4541,MO-2271,RM-2,11/26/2024,2062
BATCH-4542,MO-3398,RM-44,2025-10-28,4213
BATCH-4543,MO-1580,RM-47,2026-07-28,3147
BATCH-4544,MO-1437,RM-53,2026-02-13,2009
BATCH-4545,MO-5237,RM-15,2024-06-27,2345
BATCH-4546,MO-3843,RM-40,2026-01-23,2160
BATCH-4547,MO-4745,RM-96,02-11-2025,1834
BATCH-4548,MO-2835,RM-17,03/28/2024,1361
BATCH-4549,MO-242,RM-72,03/03/2024,3172
BATCH-4550,MO-6953,RM-32,07/18/2025,2098
BATCH-4551,MO-7698,RM-12,03-07-2024,776
BATCH-4552,MO-3116,RM-69,2026-11-15,4198
BATCH-4553,MO-3055,RM-28,2025-10-15,3626
BATCH-4554,MO-2671,RM-16,2025-04-05,4351
BATCH-4555,MO-3732,RM-17,2026-02-14,1462
BATCH-4556,MO-6564,RM-84,2025-04-12,4691
BATCH-4557,MO-87,RM-78,2025-04-17,1404
BATCH-4558,MO-3833,RM-93,2026-04-06,1491
BATCH-4559,MO-6701,RM-51,14-01-2026,904
BATCH-4560,MO-397,RM-47,2025-05-03,123
BATCH-4561,MO-2030,RM-12,04/15/2025,1890
BATCH-4562,MO-1814,RM-29,2026-04-03,372
BATCH-4563,MO-3236,RM-77,2025-02-27,4642
BATCH-4564,MO-2860,RM-77,04/26/2025,4356
BATCH-4565,MO-4958,RM-99,2024-05-19,3010
BATCH-4566,MO-4500,RM-80,12/05/2026,3920
BATCH-4567,MO-6035,RM-111,12/01/2024,123
BATCH-4568,MO-1744,RM-81,17-04-2024,459
BATCH-4569,MO-1685,RM-21,01-06-2024,4370
BATCH-4570,MO-5268,RM-51,2026-11-17,122
BATCH-4571,MO-2970,RM-42,2024-10-17,3772
BATCH-4572,MO-110,RM-58,05/05/2025,2085
BATCH-4573,MO-2980,RM-4,06/21/2024,1703
BATCH-4574,MO-5832,RM-107,2024-11-13,1702
BATCH-4575,MO-1614,RM-31,01/05/2025,835
BATCH-4576,MO-3507,RM-74,2025-08-08,2644
BATCH-4577,MO-4382,RM-43,11/08/2025,353
BATCH-4578,MO-3056,RM-120,01/23/2026,2793
BATCH-4579,MO-4002,RM-66,05/24/2026,3692
BATCH-4580,MO-336,RM-57,2025-08-12,2682
BATCH-4581,MO-4747,RM-2,2025-12-05,2052
BATCH-4582,MO-30,RM-62,08/07/2025,1506
BATCH-4583,MO-1407,RM-20,2025-01-27,3631
BATCH-4584,MO-5611,RM-118,2024-01-01,923
BATCH-4585,MO-704,RM-38,12/14/2025,792
BATCH-4586,MO-1391,RM-40,2024-04-01,4105
BATCH-4587,MO-4793,RM-102,12/06/2025,2710
BATCH-4588,MO-5896,RM-45,08/13/2026,772
BATCH-4589,MO-4782,RM-62,10/12/2025,1352
BATCH-4590,MO-3549,RM-89,01/13/2026,3756
BATCH-4591,MO-5582,RM-20,2025-12-23,591
BATCH-4592,MO-2051,RM-68,05/07/2026,3145
BATCH-4593,MO-2295,RM-35,2025-06-15,2139
BATCH-4594,MO-2650,RM-29,02/12/2025,4239
BATCH-4595,MO-7329,RM-5,07/16/2025,3950
BATCH-4596,MO-1205,RM-120,2025-03-25,1858
BATCH-4597,MO-1074,RM-69,2024-07-17,3196
BATCH-4598,MO-3455,RM-14,2026-01-01,293
BATCH-4599,MO-6214,RM-30,2025-02-20,728
BATCH-4600,MO-3129,RM-59,05/01/2025,4413
BATCH-4601,MO-439,RM-34,2025-01-21,4234
BATCH-4602,MO-4624,RM-78,01-11-2026,3792
BATCH-4603,MO-6108,RM-120,24-01-2025,592
BATCH-4604,MO-5200,RM-82,2026-06-13,2833
BATCH-4605,MO-637,RM-8,12/25/2026,4416
BATCH-4606,MO-3306,RM-47,03/24/2025,3938
BATCH-4607,MO-7029,RM-48,2026-01-10,3319
BATCH-4608,MO-5178,RM-118,04-11-2024,2428
BATCH-4609,MO-3331,RM-13,06/06/2025,1946
BATCH-4610,MO-900,RM-88,05-06-2026,717
BATCH-4611,MO-5330,RM-57,21-03-2026,285
BATCH-4612,MO-3654,RM-62,2026-03-26,3318
BATCH-4613,MO-1257,RM-84,06/04/2026,4555
BATCH-4614,MO-3393,RM-37,02/26/2025,3318
BATCH-4615,MO-6825,RM-13,03/15/2026,2479
BATCH-4616,MO-4522,RM-60,19-11-2026,1171
BATCH-4617,MO-5729,RM-63,23-09-2024,2576
BATCH-4618,MO-4612,RM-46,2024-10-16,225
BATCH-4619,MO-6012,RM-29,2024-02-24,3367
BATCH-4620,MO-2338,RM-113,2026-08-07,279
BATCH-4621,MO-7378,RM-75,2024-05-18,2003
BATCH-4622,MO-3758,RM-78,15-09-2024,4689
BATCH-4623,MO-2513,RM-114,07/14/2026,363
BATCH-4624,MO-1387,RM-73,02/15/2025,497
BATCH-4625,MO-6851,RM-83,2026-08-18,471
BATCH-4626,MO-1913,RM-19,2026-01-25,1550
BATCH-4627,MO-2960,RM-12,2025-09-04,2999
BATCH-4628,MO-2886,RM-18,12-03-2024,243
BATCH-4629,MO-3037,RM-51,2024-11-24,609
BATCH-4630,MO-485,RM-81,2025-01-08,4062
BATCH-4631,MO-4882,RM-47,2025-07-09,4535
BATCH-4632,MO-6658,RM-60,23-02-2025,60
BATCH-4633,MO-2805,RM-99,03/08/2026,4475
BATCH-4634,MO-4943,RM-81,2025-04-24,2975
BATCH-4635,MO-6602,RM-34,2025-04-08,2355
BATCH-4636,MO-4823,RM-113,2025-10-12,3400
BATCH-4637,MO-4605,RM-32,2026-05-10,643
BATCH-4638,MO-1022,RM-78,2025-06-06,1700
BATCH-4639,MO-6475,RM-41,2025-01-25,2517
BATCH-4640,MO-6218,RM-58,09-03-2025,3385
BATCH-4641,MO-1546,RM-93,2025-04-12,1430
BATCH-4642,MO-4721,RM-67,2024-09-26,180
BATCH-4643,MO-301,RM-63,13-03-2026,2003
BATCH-4644,MO-3330,RM-9,10/15/2025,3909
BATCH-4645,MO-1444,RM-98,08-10-2025,3817
BATCH-4646,MO-6778,RM-60,2026-05-10,1757
BATCH-4647,MO-2061,RM-69,2024-07-07,1062
BATCH-4648,MO-2653,RM-36,15-04-2025,4767
BATCH-4649,MO-4237,RM-87,2025-08-27,3537
BATCH-4650,MO-5338,RM-16,2024-10-16,2682
BATCH-4651,MO-7241,RM-117,05-08-2026,1775
BATCH-4652,MO-6556,RM-50,2026-06-26,1251
BATCH-4653,MO-5418,RM-40,27-03-2024,2067
BATCH-4654,MO-4223,RM-107,2025-05-07,1675
BATCH-4655,MO-181,RM-78,10/14/2026,1742
BATCH-4656,MO-1066,RM-52,2025-02-19,1790
BATCH-4657,MO-6410,RM-92,2024-09-22,3698
BATCH-4658,MO-6462,RM-64,2024-07-02,911
BATCH-4659,MO-7287,RM-13,2024-03-08,2923
BATCH-4660,MO-4821,RM-43,2024-07-03,1306
BATCH-4661,MO-692,RM-110,2024-05-18,3893
BATCH-4662,MO-1843,RM-78,2025-01-01,3942
BATCH-4663,MO-1596,RM-59,23-06-2024,2913
BATCH-4664,MO-6856,RM-65,2024-07-16,3396
BATCH-4665,MO-2525,RM-39,02/22/2025,708
BATCH-4666,MO-2484,RM-45,2024-02-11,3064
BATCH-4667,MO-7227,RM-52,2026-05-09,2841
BATCH-4668,MO-5473,RM-50,16-06-2024,2375
BATCH-4669,MO-3675,RM-87,2025-05-20,1694
BATCH-4670,MO-2708,RM-20,22-08-2026,1620
BATCH-4671,MO-1160,RM-91,2025-11-18,1777
BATCH-4672,MO-698,RM-76,2025-04-19,2774
BATCH-4673,MO-7131,RM-78,2024-05-17,1175
BATCH-4674,MO-3219,RM-44,06/07/2024,4341
BATCH-4675,MO-3997,RM-47,04/04/2026,2479
BATCH-4676,MO-236,RM-69,11-11-2026,68
BATCH-4677,MO-488,RM-62,2025-11-24,1760
BATCH-4678,MO-2996,RM-51,02/02/2025,746
BATCH-4679,MO-6801,RM-95,09/01/2024,2089
BATCH-4680,MO-6190,RM-8,2026-07-19,2232
BATCH-4681,MO-7545,RM-76,2026-10-15,118
BATCH-4682,MO-4271,RM-1,07-02-2026,2832
BATCH-4683,MO-6447,RM-111,05/15/2024,3674
BATCH-4684,MO-6656,RM-64,01/16/2024,1579
BATCH-4685,MO-883,RM-108,02-02-2026,721
BATCH-4686,MO-3127,RM-25,09/22/2024,1783
BATCH-4687,MO-1829,RM-17,23-08-2024,4619
BATCH-4688,MO-7754,RM-65,2025-10-23,3217
BATCH-4689,MO-2642,RM-28,2025-09-09,480
BATCH-4690,MO-1524,RM-22,05/14/2025,1715
BATCH-4691,MO-2805,RM-1,03-11-2025,4251
BATCH-4692,MO-4245,RM-28,11-10-2025,403
BATCH-4693,MO-4676,RM-53,07/17/2026,3670
BATCH-4694,MO-1342,RM-66,2026-11-26,4169
BATCH-4695,MO-1817,RM-9,10/17/2026,2643
BATCH-4696,MO-3710,RM-9,11/14/2026,4630
BATCH-4697,MO-6887,RM-85,04/18/2024,167
BATCH-4698,MO-5529,RM-73,2026-07-12,4015
BATCH-4699,MO-6235,RM-47,2025-05-23,2623
BATCH-4700,MO-2783,RM-52,2025-11-01,2089
BATCH-4701,MO-5633,RM-109,11/17/2024,3582
BATCH-4702,MO-6282,RM-76,2026-07-24,2665
BATCH-4703,MO-7964,RM-5,08/04/2026,805
BATCH-4704,MO-2155,RM-98,2025-05-14,1830
BATCH-4705,MO-7142,RM-96,2024-06-27,2431
BATCH-4706,MO-1047,RM-51,2026-12-10,3302
BATCH-4707,MO-5024,RM-81,14-07-2025,172
BATCH-4708,MO-4361,RM-4,22-08-2026,4297
BATCH-4709,MO-1127,RM-82,09/05/2025,2719
BATCH-4710,MO-1137,RM-86,04/04/2026,4775
BATCH-4711,MO-7523,RM-95,2025-04-24,809
BATCH-4712,MO-3668,RM-53,2026-04-06,2746
BATCH-4713,MO-1754,RM-10,12/22/2026,4266
BATCH-4714,MO-806,RM-69,18-02-2024,4064
BATCH-4715,MO-4045,RM-64,2025-10-05,163
BATCH-4716,MO-7868,RM-90,26-05-2025,4508
BATCH-4717,MO-496,RM-52,04/05/2026,3220
BATCH-4718,MO-2283,RM-107,2024-12-27,2454
BATCH-4719,MO-1161,RM-78,2025-12-16,4787
BATCH-4720,MO-4957,RM-88,26-01-2026,1681
BATCH-4721,MO-7934,RM-66,03-01-2026,3640
BATCH-4722,MO-5786,RM-5,2024-10-18,3123
BATCH-4723,MO-7548,RM-87,2025-09-09,2727
BATCH-4724,MO-6495,RM-37,2024-08-12,3460
BATCH-4725,MO-1165,RM-58,08-11-2024,1977
BATCH-4726,MO-6482,RM-8,2024-11-21,3224
BATCH-4727,MO-6942,RM-18,07/12/2026,1848
BATCH-4728,MO-3823,RM-113,06/07/2024,1022
BATCH-4729,MO-3603,RM-57,04/25/2024,1014
BATCH-4730,MO-6874,RM-43,05/27/2025,2110
BATCH-4731,MO-5488,RM-30,08/25/2025,3451
