po_item_id,po_id,material_id,quantity,unit_cost
PM-1192,PO-924,RM-1,6022,1 450
PM-1193,PO-1229,RM-84,4802,941
PM-1194,PO-416,RM-27,8683,"1 333,00"
PM-1195,PO-1323,RM-108,1443,"$2,232.00"
PM-1196,PO-1968,RM-55,5360,3 903
PM-1197,PO-754,RM-50,1986,"752,00"
PM-1198,PO-1278,RM-5,1455,2610
PM-1199,PO-1490,RM-117,4460,"$3,814.00"
PM-1200,PO-1093,RM-117,5835,3 696
PM-1201,PO-180,RM-77,4879,"1 864,00"
PM-1202,PO-125,RM-101,4921,316
PM-1203,PO-441,RM-96,8303,371
PM-1204,PO-1512,RM-103,5387,3223
PM-1205,PO-1018,RM-101,7608,3345
PM-1206,PO-491,RM-91,2465,"$2,406.00"
PM-1207,PO-639,RM-32,4464,1843
PM-1208,PO-1087,RM-77,3642,"$1,862.00"
PM-1209,PO-958,RM-36,9602,1274
PM-1210,PO-1967,RM-22,5116,2211
PM-1211,PO-1327,RM-81,4301,3992
PM-1212,PO-1347,RM-60,9114,529
PM-1213,PO-1058,RM-6,2120,"$2,109.00"
PM-1214,PO-1200,RM-41,3142,2860
PM-1215,PO-1117,RM-3,8024,"$3,972.00"
PM-1216,PO-1299,RM-53,6194,"3 730,00"
PM-1217,PO-799,RM-27,3494,3038
PM-1218,PO-1409,RM-37,6608,3087
PM-1219,PO-80,RM-33,4878,3554
PM-1220,PO-823,RM-70,5808,252
PM-1221,PO-1556,RM-40,4077,"$3,868.00"
PM-1222,PO-559,RM-111,1553,"$3,218.00"
PM-1223,PO-1691,RM-50,2981,3775
PM-1224,PO-1045,RM-43,4214,3 272
PM-1225,PO-604,RM-87,1042,3500
PM-1226,PO-1351,RM-71,8558,3699
PM-1227,PO-151,RM-71,4317,926
PM-1228,PO-1790,RM-48,6356,3033
PM-1229,PO-19,RM-42,8733,3270
PM-1230,PO-1567,RM-88,4814,2 717
PM-1231,PO-727,RM-35,5475,1023
PM-1232,PO-1375,RM-37,5646,3547
PM-1233,PO-716,RM-49,824,"$3,990.00"
PM-1234,PO-4,RM-10,3399,1780
PM-1235,PO-797,RM-105,4053,1759
PM-1236,PO-1579,RM-23,9574,1263
PM-1237,PO-1181,RM-65,9333,3312
PM-1238,PO-571,RM-38,9143,1 634
PM-1239,PO-1152,RM-9,6117,2314
PM-1240,PO-447,RM-72,7205,1115
PM-1241,PO-1196,RM-87,8656,3302
PM-1242,PO-974,RM-117,7361,1 615
PM-1243,PO-1930,RM-41,4320,1 780
PM-1244,PO-1943,RM-55,4312,"$1,999.00"
PM-1245,PO-1399,RM-88,7898,265
PM-1246,PO-769,RM-73,1842,73
PM-1247,PO-967,RM-103,5776,1868
PM-1248,PO-1239,RM-63,3205,1939
PM-1249,PO-495,RM-8,2543,378
PM-1250,PO-89,RM-106,3768,398
PM-1251,PO-1892,RM-53,6554,"2 586,00"
PM-1252,PO-836,RM-19,1723,2918
PM-1253,PO-1335,RM-115,4805,"883,00"
PM-1254,PO-654,RM-95,706,503
PM-1255,PO-526,RM-49,2845,$863.00
PM-1256,PO-1746,RM-20,8459,"$2,151.00"
PM-1257,PO-650,RM-98,2158,"$2,914.00"
PM-1258,PO-136,RM-56,819,669
PM-1259,PO-374,RM-91,4534,1068
PM-1260,PO-960,RM-101,9449,"$1,567.00"
PM-1261,PO-1924,RM-37,2088,31
PM-1262,PO-1027,RM-25,3323,568
PM-1263,PO-1759,RM-54,2275,"$2,162.00"
PM-1264,PO-956,RM-119,1166,1084
PM-1265,PO-1156,RM-23,7703,"$1,351.00"
PM-1266,PO-333,RM-106,4703,$364.00
PM-1267,PO-1053,RM-98,2808,3199
PM-1268,PO-1014,RM-52,3460,1029
PM-1269,PO-660,RM-45,4590,23
PM-1270,PO-15,RM-85,9321,3147
PM-1271,PO-37,RM-54,8990,$466.00
PM-1272,PO-687,RM-60,5019,804
PM-1273,PO-1170,RM-105,7562,1329
PM-1274,PO-1118,RM-36,4903,"$2,481.00"
PM-1275,PO-532,RM-31,6401,"3 518,00"
PM-1276,PO-909,RM-104,2325,1497
PM-1277,PO-1643,RM-59,5940,"$1,468.00"
PM-1278,PO-519,RM-114,7487,"1 909,00"
PM-1279,PO-493,RM-12,1369,1919
PM-1280,PO-770,RM-120,8162,2739
PM-1281,PO-1006,RM-40,3305,"$2,545.00"
PM-1282,PO-1070,RM-85,9675,1443
PM-1283,PO-970,RM-107,8974,928
PM-1284,PO-860,RM-4,2396,302
PM-1285,PO-90,RM-9,6577,"$2,236.00"
PM-1286,PO-708,RM-61,61,"2 239,00"
PM-1287,PO-1144,RM-9,1898,1064
PM-1288,PO-1653,RM-112,4930,"$1,185.00"
PM-1289,PO-1183,RM-33,6576,"1 429,00"
PM-1290,PO-990,RM-23,8777,1009
PM-1291,PO-1310,RM-7,7495,1467
PM-1292,PO-870,RM-76,4436,3083
PM-1293,PO-497,RM-47,1483,3153
PM-1294,PO-9,RM-58,8114,1813
PM-1295,PO-631,RM-97,1456,"$2,330.00"
PM-1296,PO-554,RM-16,8155,88
PM-1297,PO-716,RM-16,7966,208
PM-1298,PO-183,RM-72,1683,"$3,076.00"
PM-1299,PO-1759,RM-102,4489,1291
PM-1300,PO-371,RM-77,4283,2108
PM-1301,PO-1966,RM-30,8723,1921
PM-1302,PO-843,RM-10,5217,1988
PM-1303,PO-1683,RM-71,9549,"$2,452.00"
PM-1304,PO-1287,RM-9,1545,1441
PM-1305,PO-1183,RM-117,8427,"$1,050.00"
PM-1306,PO-532,RM-72,4686,1162
PM-1307,PO-1819,RM-55,6942,2994
PM-1308,PO-1036,RM-94,9489,1 083
PM-1309,PO-1427,RM-37,1541,"$2,971.00"
PM-1310,PO-1148,RM-49,8834,"$2,182.00"
PM-1311,PO-1194,RM-82,7474,1 707
PM-1312,PO-1155,RM-88,6501,3305
PM-1313,PO-603,RM-120,1434,"2 176,00"
PM-1314,PO-1594,RM-17,5888,"$3,666.00"
PM-1315,PO-211,RM-42,9427,"226,00"
PM-1316,PO-630,RM-78,678,"$3,457.00"
PM-1317,PO-160,RM-15,8748,357
PM-1318,PO-1942,RM-9,7569,3469
PM-1319,PO-310,RM-93,275,"1 963,00"
PM-1320,PO-1794,RM-40,1128,494
PM-1321,PO-1511,RM-27,6810,"$3,000.00"
PM-1322,PO-1051,RM-76,254,"1 163,00"
PM-1323,PO-464,RM-81,909,1761
PM-1324,PO-514,RM-17,4045,$470.00
PM-1325,PO-331,RM-74,1798,$339.00
PM-1326,PO-1179,RM-54,7111,855
PM-1327,PO-1774,RM-59,7893,1373
PM-1328,PO-1404,RM-95,8680,"$2,021.00"
PM-1329,PO-1432,RM-58,612,"$1,349.00"
PM-1330,PO-739,RM-23,4963,1926
PM-1331,PO-868,RM-86,9258,3976
PM-1332,PO-1030,RM-53,2102,3465
PM-1333,PO-738,RM-9,515,"3 701,00"
PM-1334,PO-293,RM-105,8138,317
PM-1335,PO-1285,RM-71,2223,"1 631,00"
PM-1336,PO-1321,RM-50,3029,"1 359,00"
PM-1337,PO-1782,RM-43,264,"$3,058.00"
PM-1338,PO-439,RM-20,651,1436
PM-1339,PO-431,RM-120,742,2924
PM-1340,PO-240,RM-91,8010,3379
PM-1341,PO-1194,RM-56,6590,1401
PM-1342,PO-1215,RM-7,3834,"$3,231.00"
PM-1343,PO-1394,RM-48,3893,"$1,776.00"
PM-1344,PO-238,RM-66,7598,3609
PM-1345,PO-1326,RM-103,1844,835
PM-1346,PO-875,RM-11,2690,1374
PM-1347,PO-1595,RM-55,5926,1042
PM-1348,PO-1161,RM-77,6180,$654.00
PM-1349,PO-512,RM-46,7700,1867
PM-1350,PO-483,RM-109,8227,150
PM-1351,PO-829,RM-78,6149,3567
PM-1352,PO-800,RM-104,4273,$177.00
PM-1353,PO-1611,RM-31,7728,388
PM-1354,PO-457,RM-1,1424,"2 070,00"
PM-1355,PO-322,RM-71,4598,"$2,588.00"
PM-1356,PO-1484,RM-88,6713,575
PM-1357,PO-1822,RM-33,599,3749
PM-1358,PO-175,RM-113,95,780
PM-1359,PO-1873,RM-43,3971,$209.00
PM-1360,PO-762,RM-29,6041,2 211
PM-1361,PO-686,RM-78,3548,2540
PM-1362,PO-1817,RM-96,8883,"$3,216.00"
PM-1363,PO-660,RM-27,9183,1911
PM-1364,PO-1109,RM-28,4540,"$1,692.00"
PM-1365,PO-902,RM-85,2465,1 853
PM-1366,PO-811,RM-100,2175,"$2,296.00"
PM-1367,PO-1102,RM-95,561,1 628
PM-1368,PO-736,RM-46,9411,"$3,308.00"
PM-1369,PO-376,RM-17,7978,3498
PM-1370,PO-13,RM-1,161,45
PM-1371,PO-458,RM-81,4018,"$1,269.00"
PM-1372,PO-230,RM-41,2816,$559.00
PM-1373,PO-904,RM-48,3900,$225.00
PM-1374,PO-543,RM-119,9742,2855
PM-1375,PO-1702,RM-64,3816,"$2,988.00"
PM-1376,PO-677,RM-25,2399,"$2,372.00"
PM-1377,PO-1711,RM-45,5885,2433
PM-1378,PO-453,RM-106,4476,311
PM-1379,PO-931,RM-29,910,2978
PM-1380,PO-1776,RM-118,369,2 342
PM-1381,PO-227,RM-35,9851,"3 803,00"
PM-1382,PO-710,RM-88,4922,"227,00"
PM-1383,PO-898,RM-39,8117,$825.00
PM-1384,PO-1291,RM-96,4482,$796.00
PM-1385,PO-650,RM-59,2568,"$1,191.00"
PM-1386,PO-1060,RM-33,5986,1906
PM-1387,PO-1217,RM-33,6337,"183,00"
PM-1388,PO-974,RM-113,4346,2561
PM-1389,PO-558,RM-19,2048,33
PM-1390,PO-1353,RM-28,8443,3 438
PM-1391,PO-943,RM-114,7754,2 222
PM-1392,PO-904,RM-11,1969,2306
PM-1393,PO-1568,RM-29,4627,1256
PM-1394,PO-1035,RM-15,7214,609
PM-1395,PO-61,RM-14,9145,"2 773,00"
PM-1396,PO-726,RM-118,3024,"$1,496.00"
PM-1397,PO-344,RM-43,5336,"$1,240.00"
PM-1398,PO-677,RM-41,3315,1648
PM-1399,PO-1751,RM-34,3778,2216
PM-1400,PO-1463,RM-87,5248,1496
PM-1401,PO-519,RM-99,1207,"978,00"
PM-1402,PO-1813,RM-77,3171,50
PM-1403,PO-1300,RM-106,2441,917
PM-1404,PO-103,RM-86,4125,"$1,412.00"
PM-1405,PO-1685,RM-26,7836,"1 464,00"
PM-1406,PO-1880,RM-28,8112,1789
PM-1407,PO-394,RM-4,3857,1609
PM-1408,PO-913,RM-66,589,225
PM-1409,PO-1092,RM-37,696,1640
PM-1410,PO-541,RM-19,6965,1 209
PM-1411,PO-1205,RM-91,5383,"$3,687.00"
PM-1412,PO-1827,RM-94,7684,"$3,312.00"
PM-1413,PO-183,RM-70,612,3867
PM-1414,PO-174,RM-115,1852,3 270
PM-1415,PO-1877,RM-73,4992,2559
PM-1416,PO-96,RM-102,8629,"$2,949.00"
PM-1417,PO-1599,RM-97,3779,184
PM-1418,PO-664,RM-103,368,1 816
PM-1419,PO-54,RM-66,9435,950
PM-1420,PO-1187,RM-1,5786,1699
PM-1421,PO-1028,RM-65,5386,1415
PM-1422,PO-1465,RM-7,3641,"$3,775.00"
PM-1423,PO-952,RM-120,2156,3079
PM-1424,PO-243,RM-109,8282,1 078
PM-1425,PO-1760,RM-75,9378,2911
PM-1426,PO-1093,RM-22,8083,"$2,280.00"
PM-1427,PO-656,RM-105,3688,3130
PM-1428,PO-387,RM-27,4016,"$1,372.00"
PM-1429,PO-671,RM-92,8572,2990
PM-1430,PO-567,RM-80,8822,156
PM-1431,PO-1856,RM-7,2337,3463
PM-1432,PO-1048,RM-86,2174,"1 891,00"
PM-1433,PO-1044,RM-50,2832,"311,00"
PM-1434,PO-51,RM-55,6318,"2 235,00"
PM-1435,PO-1743,RM-102,5976,2553
PM-1436,PO-561,RM-7,9286,1535
PM-1437,PO-427,RM-114,1410,$998.00
PM-1438,PO-1344,RM-26,4049,683
PM-1439,PO-1779,RM-73,9257,3686
PM-1440,PO-1644,RM-107,4192,3047
PM-1441,PO-1792,RM-59,8124,3181
PM-1442,PO-1127,RM-2,3782,3 580
PM-1443,PO-457,RM-77,2106,2 725
PM-1444,PO-836,RM-32,9176,"529,00"
PM-1445,PO-1636,RM-21,9112,1920
PM-1446,PO-1935,RM-86,9038,"379,00"
PM-1447,PO-1963,RM-93,4149,"$1,896.00"
PM-1448,PO-689,RM-42,5942,$580.00
PM-1449,PO-1438,RM-107,2992,2 698
PM-1450,PO-845,RM-8,8293,"$3,198.00"
PM-1451,PO-1664,RM-59,330,3395
PM-1452,PO-454,RM-98,2346,3815
PM-1453,PO-1034,RM-20,9937,589
PM-1454,PO-512,RM-8,2619,"$2,992.00"
PM-1455,PO-1828,RM-112,3491,"$2,023.00"
PM-1456,PO-742,RM-99,4257,2 451
PM-1457,PO-1736,RM-78,1259,$959.00
PM-1458,PO-747,RM-60,3764,3122
PM-1459,PO-760,RM-107,4046,3 035
PM-1460,PO-952,RM-82,4332,"$3,700.00"
PM-1461,PO-1007,RM-42,675,2584
PM-1462,PO-1256,RM-64,1206,1271
PM-1463,PO-468,RM-48,4831,1011
PM-1464,PO-1167,RM-48,3236,"$3,182.00"
PM-1465,PO-1421,RM-15,3503,"$1,909.00"
PM-1466,PO-1855,RM-76,5313,331
PM-1467,PO-1230,RM-37,6513,682
PM-1468,PO-353,RM-40,5704,$206.00
PM-1469,PO-1352,RM-14,2922,1608
PM-1470,PO-1448,RM-104,3295,384
PM-1471,PO-1996,RM-12,6556,2282
PM-1472,PO-1241,RM-86,2269,2230
PM-1473,PO-1932,RM-16,3360,3 712
PM-1474,PO-662,RM-14,6550,3213
PM-1475,PO-278,RM-20,3538,971
PM-1476,PO-1325,RM-44,3519,"$2,508.00"
PM-1477,PO-1203,RM-22,719,3847
PM-1478,PO-761,RM-23,1707,1469
PM-1479,PO-690,RM-70,7990,"3 118,00"
PM-1480,PO-17,RM-70,327,3823
PM-1481,PO-1152,RM-63,8038,"$3,912.00"
PM-1482,PO-1919,RM-77,7904,"$1,220.00"
PM-1483,PO-1796,RM-28,6489,$113.00
PM-1484,PO-893,RM-108,9935,"$3,869.00"
PM-1485,PO-675,RM-20,2805,581
PM-1486,PO-1868,RM-81,6603,2587
PM-1487,PO-126,RM-71,9437,$60.00
PM-1488,PO-878,RM-97,4620,206
PM-1489,PO-576,RM-97,1768,1388
PM-1490,PO-276,RM-14,8266,"$3,142.00"
PM-1491,PO-656,RM-102,9718,2653
PM-1492,PO-246,RM-75,686,2568
PM-1493,PO-1266,RM-108,1865,2799
PM-1494,PO-503,RM-48,8047,$299.00
PM-1495,PO-1972,RM-81,886,$536.00
PM-1496,PO-545,RM-20,5518,$790.00
PM-1497,PO-367,RM-120,3276,"$1,028.00"
PM-1498,PO-1843,RM-66,3363,"$2,006.00"
PM-1499,PO-231,RM-47,8561,$416.00
PM-1500,PO-1562,RM-96,6886,"$3,768.00"
PM-1501,PO-998,RM-60,3955,"$2,729.00"
PM-1502,PO-244,RM-81,4817,875
PM-1503,PO-692,RM-22,8096,$588.00
PM-1504,PO-1985,RM-46,6246,2195
PM-1505,PO-378,RM-12,2591,1 265
PM-1506,PO-1753,RM-83,8317,3756
PM-1507,PO-26,RM-36,682,3 269
PM-1508,PO-131,RM-120,956,3170
PM-1509,PO-572,RM-28,8285,"$3,898.00"
PM-1510,PO-492,RM-110,5934,2667
PM-1511,PO-1900,RM-41,4615,2536
PM-1512,PO-139,RM-55,5633,"$2,395.00"
PM-1513,PO-1029,RM-14,8250,"$2,200.00"
PM-1514,PO-1963,RM-2,3509,$538.00
PM-1515,PO-1441,RM-120,9884,2685
PM-1516,PO-2000,RM-25,1561,3 955
PM-1517,PO-410,RM-119,5380,3 153
PM-1518,PO-433,RM-8,1792,1467
PM-1519,PO-1395,RM-68,3440,3426
PM-1520,PO-957,RM-93,1974,2573
PM-1521,PO-637,RM-51,5270,1905
PM-1522,PO-1637,RM-38,5912,908
PM-1523,PO-1877,RM-10,2325,680
PM-1524,PO-1551,RM-53,5188,1 982
PM-1525,PO-885,RM-70,6907,2 723
PM-1526,PO-1539,RM-55,9529,"$3,170.00"
PM-1527,PO-1991,RM-96,1283,2122
PM-1528,PO-92,RM-96,6783,3464
PM-1529,PO-432,RM-22,1416,2591
PM-1530,PO-469,RM-22,4144,2607
PM-1531,PO-924,RM-35,4993,1664
PM-1532,PO-894,RM-78,7622,"$1,849.00"
PM-1533,PO-4,RM-87,4741,2737
PM-1534,PO-674,RM-75,6338,325
PM-1535,PO-326,RM-105,9805,"1 920,00"
PM-1536,PO-194,RM-88,7226,337
PM-1537,PO-1572,RM-76,1374,1666
PM-1538,PO-1559,RM-64,2796,$165.00
PM-1539,PO-1753,RM-19,6756,2335
PM-1540,PO-1314,RM-39,1079,"$3,464.00"
PM-1541,PO-1041,RM-10,8165,"$2,744.00"
PM-1542,PO-1117,RM-12,1845,1881
PM-1543,PO-1223,RM-69,726,1382
PM-1544,PO-1728,RM-77,4164,3 580
PM-1545,PO-170,RM-23,4788,"$2,165.00"
PM-1546,PO-1425,RM-26,6691,3848
PM-1547,PO-937,RM-70,4440,$166.00
PM-1548,PO-10,RM-87,3902,1 951
PM-1549,PO-95,RM-12,431,3725
PM-1550,PO-452,RM-12,6440,1882
PM-1551,PO-1629,RM-117,9938,2010
PM-1552,PO-1393,RM-40,6116,2 071
PM-1553,PO-1441,RM-48,1749,1156
PM-1554,PO-421,RM-57,9424,"203,00"
PM-1555,PO-1730,RM-61,3845,955
PM-1556,PO-1269,RM-62,8191,"606,00"
PM-1557,PO-1194,RM-31,9792,"$2,981.00"
PM-1558,PO-373,RM-35,7084,1 270
PM-1559,PO-732,RM-64,6405,809
PM-1560,PO-1794,RM-54,2848,"$2,605.00"
PM-1561,PO-1595,RM-5,5664,"1 830,00"
PM-1562,PO-335,RM-100,9927,701
PM-1563,PO-1028,RM-109,1658,1041
PM-1564,PO-532,RM-86,8598,"$3,107.00"
PM-1565,PO-1892,RM-110,3749,"$1,587.00"
PM-1566,PO-286,RM-103,2101,2183
PM-1567,PO-632,RM-59,1614,"$3,912.00"
PM-1568,PO-1112,RM-63,5311,"$1,526.00"
PM-1569,PO-1716,RM-7,9480,$665.00
PM-1570,PO-263,RM-100,1826,"$1,049.00"
PM-1571,PO-1450,RM-86,3886,1752
PM-1572,PO-1914,RM-111,4303,15
PM-1573,PO-83,RM-78,9002,2806
PM-1574,PO-1731,RM-110,7928,1 644
PM-1575,PO-1244,RM-59,3935,208
PM-1576,PO-339,RM-9,6565,"1 131,00"
PM-1577,PO-55,RM-22,2559,3316
PM-1578,PO-728,RM-25,9506,$447.00
PM-1579,PO-275,RM-8,6554,1619
PM-1580,PO-741,RM-115,2149,1067
PM-1581,PO-1941,RM-26,2704,"$3,440.00"
PM-1582,PO-535,RM-60,1380,2413
PM-1583,PO-932,RM-90,9755,3 761
PM-1584,PO-1702,RM-30,5290,301
PM-1585,PO-1589,RM-56,4909,"$1,379.00"
PM-1586,PO-1716,RM-117,2298,763
PM-1587,PO-333,RM-109,1625,$650.00
PM-1588,PO-1904,RM-51,6200,"$3,626.00"
PM-1589,PO-1875,RM-83,9786,2795
PM-1590,PO-1583,RM-70,1994,"$1,593.00"
PM-1591,PO-1758,RM-1,200,3536
PM-1592,PO-1611,RM-9,5037,"$1,665.00"
PM-1593,PO-1072,RM-96,7162,"$1,259.00"
PM-1594,PO-710,RM-7,7210,"$3,198.00"
PM-1595,PO-54,RM-112,7089,$429.00
PM-1596,PO-46,RM-118,3088,2360
PM-1597,PO-198,RM-72,3190,1740
PM-1598,PO-304,RM-103,2688,3689
PM-1599,PO-1299,RM-23,9047,439
PM-1600,PO-506,RM-22,4906,"$2,670.00"
PM-1601,PO-1495,RM-80,1666,"$3,418.00"
PM-1602,PO-1943,RM-88,578,1426
PM-1603,PO-926,RM-35,474,3289
PM-1604,PO-1443,RM-73,4426,"3 008,00"
PM-1605,PO-1549,RM-9,4850,3641
PM-1606,PO-1747,RM-56,2576,1572
PM-1607,PO-1970,RM-21,6998,1 916
PM-1608,PO-486,RM-118,5172,"$1,815.00"
PM-1609,PO-1754,RM-6,3813,3583
PM-1610,PO-796,RM-92,2528,333
PM-1611,PO-1829,RM-93,7036,104
PM-1612,PO-1741,RM-51,5343,1278
PM-1613,PO-1103,RM-29,1678,$230.00
PM-1614,PO-805,RM-81,1671,717
PM-1615,PO-724,RM-64,4686,1517
PM-1616,PO-348,RM-114,386,964
PM-1617,PO-995,RM-81,7311,"$2,536.00"
PM-1618,PO-1555,RM-44,5558,"$2,507.00"
PM-1619,PO-218,RM-96,5332,2552
PM-1620,PO-1273,RM-55,9014,2005
PM-1621,PO-1421,RM-68,8908,2530
PM-1622,PO-677,RM-94,4045,813
PM-1623,PO-1528,RM-72,2270,"$2,204.00"
PM-1624,PO-1746,RM-28,1330,3 203
PM-1625,PO-1579,RM-70,4719,3 499
PM-1626,PO-1301,RM-108,4644,654
PM-1627,PO-1715,RM-10,6216,3698
PM-1628,PO-84,RM-4,3244,2652
PM-1629,PO-1764,RM-18,8853,1330
PM-1630,PO-324,RM-61,4835,75
PM-1631,PO-1459,RM-49,5212,$365.00
PM-1632,PO-1576,RM-76,520,2360
PM-1633,PO-1107,RM-11,6746,1899
PM-1634,PO-352,RM-79,9446,2107
PM-1635,PO-59,RM-20,6361,"$1,244.00"
PM-1636,PO-1293,RM-55,6826,3 601
PM-1637,PO-530,RM-55,8761,3484
PM-1638,PO-1794,RM-105,2124,$94.00
PM-1639,PO-1498,RM-29,6237,"$3,819.00"
PM-1640,PO-1598,RM-91,4236,1177
PM-1641,PO-474,RM-61,8210,593
PM-1642,PO-355,RM-33,9922,"2 201,00"
PM-1643,PO-767,RM-92,7919,"$1,896.00"
PM-1644,PO-1149,RM-59,7148,"49,00"
PM-1645,PO-929,RM-6,6009,3573
PM-1646,PO-1357,RM-89,3940,1595
PM-1647,PO-1842,RM-103,9405,$6.00
PM-1648,PO-63,RM-113,2108,"$3,893.00"
PM-1649,PO-1364,RM-15,7990,3564
PM-1650,PO-122,RM-39,3271,"$2,122.00"
PM-1651,PO-1350,RM-44,6346,$594.00
PM-1652,PO-838,RM-95,6941,2503
PM-1653,PO-300,RM-105,8831,$53.00
PM-1654,PO-107,RM-19,5171,$537.00
PM-1655,PO-1192,RM-7,9833,359
PM-1656,PO-909,RM-120,588,1994
PM-1657,PO-1743,RM-44,2616,3269
PM-1658,PO-708,RM-70,8824,"$1,313.00"
PM-1659,PO-579,RM-29,7183,"3 365,00"
PM-1660,PO-1685,RM-102,8577,1 517
PM-1661,PO-898,RM-38,5037,581
PM-1662,PO-1561,RM-16,9093,"$3,119.00"
PM-1663,PO-9,RM-102,5032,"$1,805.00"
PM-1664,PO-706,RM-86,1818,3939
PM-1665,PO-465,RM-27,4234,2 133
PM-1666,PO-1417,RM-27,7165,3598
PM-1667,PO-35,RM-104,5253,$867.00
PM-1668,PO-188,RM-48,2829,"$2,813.00"
PM-1669,PO-480,RM-86,9522,812
PM-1670,PO-196,RM-36,5664,3 796
PM-1671,PO-499,RM-20,4118,3096
PM-1672,PO-798,RM-101,855,164
PM-1673,PO-972,RM-9,2258,3749
PM-1674,PO-145,RM-115,1446,1 144
PM-1675,PO-1701,RM-16,8261,1591
PM-1676,PO-745,RM-84,3846,"$2,689.00"
PM-1677,PO-1848,RM-105,3375,2696
PM-1678,PO-1493,RM-78,773,2556
PM-1679,PO-1076,RM-96,1818,2808
PM-1680,PO-1897,RM-28,3762,3389
PM-1681,PO-281,RM-113,6786,$735.00
PM-1682,PO-1227,RM-21,8863,"$1,518.00"
PM-1683,PO-840,RM-119,1435,$919.00
PM-1684,PO-486,RM-19,5963,1624
PM-1685,PO-1464,RM-50,4621,2633
PM-1686,PO-669,RM-4,547,2906
PM-1687,PO-721,RM-55,7960,152
PM-1688,PO-1369,RM-67,9693,665
PM-1689,PO-84,RM-1,6657,1752
PM-1690,PO-1488,RM-59,76,$887.00
PM-1691,PO-769,RM-86,4749,3650
PM-1692,PO-1446,RM-108,375,1045
PM-1693,PO-1645,RM-92,6020,"3 725,00"
PM-1694,PO-363,RM-36,4272,1701
PM-1695,PO-137,RM-8,6499,$197.00
PM-1696,PO-1696,RM-75,2758,2412
PM-1697,PO-651,RM-29,8406,"$2,678.00"
PM-1698,PO-1555,RM-16,6947,2328
PM-1699,PO-179,RM-4,5187,"$3,533.00"
PM-1700,PO-1729,RM-94,6963,3313
PM-1701,PO-93,RM-39,8687,2503
PM-1702,PO-1636,RM-92,2042,314
PM-1703,PO-1600,RM-69,3165,"$2,406.00"
PM-1704,PO-1138,RM-89,2023,1042
PM-1705,PO-742,RM-110,7183,30
PM-1706,PO-1648,RM-71,4897,$717.00
PM-1707,PO-1727,RM-26,9102,"$3,537.00"
PM-1708,PO-1477,RM-50,6069,3999
PM-1709,PO-1164,RM-107,2721,"$1,384.00"
PM-1710,PO-455,RM-10,9826,"2 499,00"
PM-1711,PO-1755,RM-105,8487,$327.00
PM-1712,PO-1855,RM-78,6203,"$2,817.00"
PM-1713,PO-342,RM-77,7485,448
PM-1714,PO-248,RM-118,3370,"$3,280.00"
PM-1715,PO-952,RM-54,6123,3105
PM-1716,PO-796,RM-35,1876,646
PM-1717,PO-1253,RM-119,4259,$982.00
PM-1718,PO-308,RM-74,9707,2604
PM-1719,PO-743,RM-111,5545,"$1,481.00"
PM-1720,PO-841,RM-119,4676,257
PM-1721,PO-49,RM-45,8554,3273
PM-1722,PO-10,RM-77,4649,1 726
PM-1723,PO-943,RM-66,6829,"1 424,00"
PM-1724,PO-1484,RM-22,6739,3133
PM-1725,PO-439,RM-1,6595,"$1,041.00"
PM-1726,PO-1150,RM-36,1246,"$3,478.00"
PM-1727,PO-769,RM-26,59,"$2,587.00"
PM-1728,PO-1544,RM-47,5004,2 228
PM-1729,PO-1970,RM-66,8307,1842
PM-1730,PO-141,RM-60,7361,908
PM-1731,PO-1974,RM-118,7135,2468
PM-1732,PO-1682,RM-42,6447,"$3,303.00"
PM-1733,PO-230,RM-89,8951,3697
PM-1734,PO-1653,RM-99,5486,3533
PM-1735,PO-1426,RM-95,5588,"1 939,00"
PM-1736,PO-1642,RM-108,6450,2565
PM-1737,PO-375,RM-107,3240,3362
PM-1738,PO-1844,RM-63,6309,"$1,522.00"
PM-1739,PO-1647,RM-74,3246,2 494
PM-1740,PO-1459,RM-55,9321,744
PM-1741,PO-173,RM-109,2661,$648.00
PM-1742,PO-822,RM-83,6445,1652
PM-1743,PO-1605,RM-119,3181,$827.00
PM-1744,PO-1517,RM-110,1036,"$3,237.00"
PM-1745,PO-988,RM-20,9800,"18,00"
PM-1746,PO-1621,RM-83,8043,"808,00"
PM-1747,PO-771,RM-48,595,1269
PM-1748,PO-838,RM-92,7377,1810
PM-1749,PO-1816,RM-27,3163,2613
PM-1750,PO-379,RM-96,6566,"3 666,00"
PM-1751,PO-541,RM-83,9809,$452.00
PM-1752,PO-1589,RM-31,8137,2138
PM-1753,PO-859,RM-101,7109,2158
PM-1754,PO-604,RM-98,1848,"$3,639.00"
PM-1755,PO-1346,RM-105,9002,"$3,920.00"
PM-1756,PO-1217,RM-59,7546,1209
PM-1757,PO-773,RM-6,6701,1476
PM-1758,PO-584,RM-100,2286,"1 207,00"
PM-1759,PO-1520,RM-64,9848,264
PM-1760,PO-851,RM-63,4933,3084
PM-1761,PO-1849,RM-41,4163,"3 301,00"
PM-1762,PO-677,RM-21,1462,1304
PM-1763,PO-1307,RM-72,1025,3678
PM-1764,PO-1476,RM-113,3234,"$1,847.00"
PM-1765,PO-1252,RM-40,7075,256
PM-1766,PO-133,RM-50,108,"3 494,00"
PM-1767,PO-1860,RM-25,2828,3598
PM-1768,PO-964,RM-34,2045,1740
