defect_id,check_id,batch_id,defect_code,quantity
DF-996,QC-349,BATCH-6877,DENT,32
DF-997,QC-7095,BATCH-520,SCRATCH,11
DF-998,QC-2273,BATCH-1526,DENT,49
DF-999,QC-2539,BATCH-2991,DENT,22
DF-1000,QC-4318,BATCH-7691,DENT,2
DF-1001,QC-4637,BATCH-7184,DIM-ERR,37
DF-1002,QC-235,BATCH-5435,COLOR-MISMATCH,23
DF-1003,QC-6137,BATCH-2161,THREAD-BAD,4
DF-1004,QC-291,BATCH-372,THREAD-BAD,38
DF-1005,QC-284,BATCH-4628,未定义,40
DF-1006,QC-5185,BATCH-7637,DENT,39
DF-1007,QC-5305,BATCH-5588,DENT,14
DF-1008,QC-1815,BATCH-3045,SCRATCH,26
DF-1009,QC-4933,BATCH-4740,DENT,7
DF-1010,QC-1210,BATCH-962,未定义,21
DF-1011,QC-2685,BATCH-7703,SCRATCH,50
DF-1012,QC-4933,BATCH-1605,COLOR-MISMATCH,23
DF-1013,QC-5596,BATCH-2084,SCRATCH,43
DF-1014,QC-5745,BATCH-2891,SCRATCH,14
DF-1015,QC-1855,BATCH-2750,COLOR-MISMATCH,14
DF-1016,QC-5940,BATCH-1253,DIM-ERR,28
DF-1017,QC-4792,BATCH-6840,未定义,33
DF-1018,QC-4582,BATCH-435,SCRATCH,8
DF-1019,QC-1829,BATCH-5591,DIM-ERR,46
DF-1020,QC-2361,BATCH-6618,THREAD-BAD,10
DF-1021,QC-4953,BATCH-6641,未定义,25
DF-1022,QC-4018,BATCH-2650,DIM-ERR,50
DF-1023,QC-196,BATCH-7903,未定义,19
DF-1024,QC-6513,BATCH-7307,COLOR-MISMATCH,15
DF-1025,QC-1471,BATCH-860,DENT,37
DF-1026,QC-3934,BATCH-3340,SCRATCH,39
DF-1027,QC-5943,BATCH-6594,SCRATCH,14
DF-1028,QC-591,BATCH-2262,DENT,32
DF-1029,QC-5531,BATCH-1808,SCRATCH,42
DF-1030,QC-1765,BATCH-3106,THREAD-BAD,44
DF-1031,QC-5596,BATCH-2316,DENT,12
DF-1032,QC-7688,BATCH-5110,DIM-ERR,27
DF-1033,QC-2957,BATCH-263,SCRATCH,2
DF-1034,QC-4825,BATCH-215,SCRATCH,7
DF-1035,QC-6997,BATCH-752,COLOR-MISMATCH,30
DF-1036,QC-7831,BATCH-2054,COLOR-MISMATCH,26
DF-1037,QC-2295,BATCH-2613,COLOR-MISMATCH,31
DF-1038,QC-1154,BATCH-2406,DIM-ERR,17
DF-1039,QC-3227,BATCH-1829,DIM-ERR,50
DF-1040,QC-1552,BATCH-3720,未定义,22
DF-1041,QC-1640,BATCH-6694,THREAD-BAD,8
DF-1042,QC-6798,BATCH-7901,COLOR-MISMATCH,38
DF-1043,QC-7922,BATCH-1104,COLOR-MISMATCH,27
DF-1044,QC-2273,BATCH-5953,DENT,19
DF-1045,QC-3041,BATCH-6100,THREAD-BAD,1
DF-1046,QC-1277,BATCH-4463,未定义,1
DF-1047,QC-5185,BATCH-2252,COLOR-MISMATCH,47
DF-1048,QC-7555,BATCH-6524,SCRATCH,16
DF-1049,QC-1072,BATCH-7784,未定义,12
DF-1050,QC-4849,BATCH-7707,DIM-ERR,30
DF-1051,QC-5765,BATCH-5431,未定义,5
DF-1052,QC-841,BATCH-1868,未定义,39
DF-1053,QC-5628,BATCH-2156,COLOR-MISMATCH,30
DF-1054,QC-6549,BATCH-3911,DENT,22
DF-1055,QC-4482,BATCH-1713,未定义,48
DF-1056,QC-5741,BATCH-2677,COLOR-MISMATCH,26
DF-1057,QC-297,BATCH-7072,DIM-ERR,36
DF-1058,QC-1096,BATCH-3514,THREAD-BAD,32
DF-1059,QC-7334,BATCH-1090,未定义,42
DF-1060,QC-5725,BATCH-5162,THREAD-BAD,2
DF-1061,QC-3236,BATCH-1984,THREAD-BAD,38
DF-1062,QC-1552,BATCH-1866,未定义,9
DF-1063,QC-5185,BATCH-3581,THREAD-BAD,42
DF-1064,QC-6586,BATCH-7904,COLOR-MISMATCH,17
DF-1065,QC-7675,BATCH-226,DENT,1
DF-1066,QC-4849,BATCH-6183,THREAD-BAD,31
DF-1067,QC-2981,BATCH-3673,未定义,16
DF-1068,QC-5656,BATCH-7072,THREAD-BAD,14
DF-1069,QC-6437,BATCH-4993,DIM-ERR,36
DF-1070,QC-3504,BATCH-1680,DENT,44
DF-1071,QC-6547,BATCH-3631,DIM-ERR,16
DF-1072,QC-7009,BATCH-4231,COLOR-MISMATCH,19
DF-1073,QC-7791,BATCH-7775,COLOR-MISMATCH,42
DF-1074,QC-1480,BATCH-6981,COLOR-MISMATCH,45
DF-1075,QC-5783,BATCH-7376,DENT,1
DF-1076,QC-4103,BATCH-7427,DENT,46
DF-1077,QC-5246,BATCH-1075,未定义,26
DF-1078,QC-4821,BATCH-6870,DENT,35
DF-1079,QC-6263,BATCH-2346,未定义,5
DF-1080,QC-5647,BATCH-1806,THREAD-BAD,35
DF-1081,QC-2226,BATCH-5452,SCRATCH,48
DF-1082,QC-5120,BATCH-294,COLOR-MISMATCH,16
DF-1083,QC-4436,BATCH-7311,DIM-ERR,41
DF-1084,QC-7081,BATCH-4796,DENT,36
DF-1085,QC-1339,BATCH-812,THREAD-BAD,8
DF-1086,QC-6672,BATCH-4244,未定义,22
DF-1087,QC-235,BATCH-5773,THREAD-BAD,5
DF-1088,QC-5623,BATCH-2704,THREAD-BAD,4
DF-1089,QC-4870,BATCH-5669,THREAD-BAD,37
DF-1090,QC-148,BATCH-1693,DIM-ERR,4
DF-1091,QC-614,BATCH-1216,DENT,35
DF-1092,QC-4807,BATCH-6964,DENT,25
DF-1093,QC-4821,BATCH-5487,未定义,38
DF-1094,QC-5003,BATCH-2638,COLOR-MISMATCH,25
DF-1095,QC-5656,BATCH-5519,SCRATCH,9
DF-1096,QC-7164,BATCH-250,SCRATCH,15
DF-1097,QC-2321,BATCH-5398,未定义,42
DF-1098,QC-5107,BATCH-3123,SCRATCH,25
DF-1099,QC-4594,BATCH-1400,未定义,19
DF-1100,QC-6137,BATCH-5470,DENT,5
DF-1101,QC-3719,BATCH-7265,COLOR-MISMATCH,47
DF-1102,QC-2277,BATCH-1924,COLOR-MISMATCH,34
DF-1103,QC-297,BATCH-5467,COLOR-MISMATCH,11
DF-1104,QC-6798,BATCH-7149,未定义,15
DF-1105,QC-5564,BATCH-6066,未定义,44
DF-1106,QC-4147,BATCH-4895,未定义,27
DF-1107,QC-6816,BATCH-3493,COLOR-MISMATCH,9
DF-1108,QC-6585,BATCH-6400,COLOR-MISMATCH,14
DF-1109,QC-4868,BATCH-5779,DIM-ERR,45
DF-1110,QC-3223,BATCH-359,SCRATCH,37
DF-1111,QC-3934,BATCH-1949,DIM-ERR,45
DF-1112,QC-7555,BATCH-844,DIM-ERR,12
DF-1113,QC-2037,BATCH-4393,未定义,31
DF-1114,QC-3333,BATCH-458,DENT,3
DF-1115,QC-5649,BATCH-3812,THREAD-BAD,28
DF-1116,QC-1391,BATCH-4131,DIM-ERR,33
DF-1117,QC-4144,BATCH-6696,SCRATCH,38
DF-1118,QC-3808,BATCH-1720,SCRATCH,20
DF-1119,QC-3821,BATCH-39,THREAD-BAD,4
DF-1120,QC-1339,BATCH-1956,未定义,27
DF-1121,QC-196,BATCH-4976,SCRATCH,39
DF-1122,QC-7853,BATCH-3845,未定义,8
DF-1123,QC-2424,BATCH-7473,COLOR-MISMATCH,3
DF-1124,QC-5526,BATCH-7351,COLOR-MISMATCH,14
DF-1125,QC-931,BATCH-91,DIM-ERR,20
DF-1126,QC-7810,BATCH-2174,DIM-ERR,46
DF-1127,QC-3669,BATCH-3402,DIM-ERR,43
DF-1128,QC-1509,BATCH-256,DIM-ERR,37
DF-1129,QC-4391,BATCH-3687,DIM-ERR,8
DF-1130,QC-1577,BATCH-5152,DENT,20
DF-1131,QC-1727,BATCH-3816,COLOR-MISMATCH,23
DF-1132,QC-7782,BATCH-1752,THREAD-BAD,21
DF-1133,QC-2099,BATCH-7954,SCRATCH,29
DF-1134,QC-6833,BATCH-7339,SCRATCH,11
DF-1135,QC-4128,BATCH-3180,SCRATCH,15
DF-1136,QC-3425,BATCH-5885,SCRATCH,6
DF-1137,QC-1154,BATCH-7520,COLOR-MISMATCH,41
DF-1138,QC-869,BATCH-769,DENT,38
DF-1139,QC-6732,BATCH-7731,THREAD-BAD,1
DF-1140,QC-3791,BATCH-7189,SCRATCH,6
DF-1141,QC-674,BATCH-2877,SCRATCH,17
DF-1142,QC-2914,BATCH-4181,COLOR-MISMATCH,18
DF-1143,QC-6845,BATCH-722,THREAD-BAD,26
DF-1144,QC-7527,BATCH-3679,THREAD-BAD,10
DF-1145,QC-6378,BATCH-6643,COLOR-MISMATCH,37
DF-1146,QC-6756,BATCH-7073,SCRATCH,30
DF-1147,QC-220,BATCH-767,DIM-ERR,47
DF-1148,QC-6997,BATCH-2899,未定义,22
DF-1149,QC-6941,BATCH-4260,THREAD-BAD,7
DF-1150,QC-1727,BATCH-6984,未定义,48
DF-1151,QC-7634,BATCH-5720,COLOR-MISMATCH,49
DF-1152,QC-3759,BATCH-463,COLOR-MISMATCH,27
DF-1153,QC-1907,BATCH-176,DENT,27
DF-1154,QC-7782,BATCH-1648,COLOR-MISMATCH,29
DF-1155,QC-4446,BATCH-7539,DIM-ERR,15
DF-1156,QC-5459,BATCH-6977,DIM-ERR,6
DF-1157,QC-4037,BATCH-5329,THREAD-BAD,4
DF-1158,QC-5574,BATCH-3156,COLOR-MISMATCH,16
DF-1159,QC-754,BATCH-568,未定义,36
DF-1160,QC-9,BATCH-5784,SCRATCH,30
DF-1161,QC-1118,BATCH-7606,未定义,23
DF-1162,QC-4536,BATCH-3601,THREAD-BAD,16
DF-1163,QC-6710,BATCH-5785,DIM-ERR,42
DF-1164,QC-4825,BATCH-128,COLOR-MISMATCH,20
DF-1165,QC-5267,BATCH-1377,DIM-ERR,7
DF-1166,QC-3223,BATCH-2802,DIM-ERR,20
DF-1167,QC-7936,BATCH-517,未定义,20
DF-1168,QC-7675,BATCH-1618,DENT,45
DF-1169,QC-7030,BATCH-2265,THREAD-BAD,34
DF-1170,QC-3808,BATCH-6694,THREAD-BAD,43
DF-1171,QC-5004,BATCH-7339,SCRATCH,35
DF-1172,QC-1277,BATCH-1492,COLOR-MISMATCH,33
DF-1173,QC-3431,BATCH-2932,SCRATCH,26
DF-1174,QC-4415,BATCH-323,DIM-ERR,14
DF-1175,QC-2483,BATCH-2209,COLOR-MISMATCH,5
DF-1176,QC-148,BATCH-639,SCRATCH,36
DF-1177,QC-68,BATCH-7394,THREAD-BAD,19
DF-1178,QC-7922,BATCH-2887,未定义,30
DF-1179,QC-220,BATCH-7257,DIM-ERR,18
DF-1180,QC-1226,BATCH-4729,未定义,22
DF-1181,QC-1239,BATCH-4386,DENT,31
DF-1182,QC-931,BATCH-2985,SCRATCH,48
DF-1183,QC-7333,BATCH-720,未定义,20
DF-1184,QC-741,BATCH-1490,DENT,13
DF-1185,QC-2424,BATCH-5566,SCRATCH,45
DF-1186,QC-2091,BATCH-1601,未定义,22
DF-1187,QC-2293,BATCH-5469,COLOR-MISMATCH,21
DF-1188,QC-2277,BATCH-924,COLOR-MISMATCH,26
DF-1189,QC-2177,BATCH-2584,未定义,4
DF-1190,QC-7107,BATCH-5213,未定义,32
DF-1191,QC-4128,BATCH-6496,THREAD-BAD,27
DF-1192,QC-4436,BATCH-5057,SCRATCH,26
DF-1193,QC-1137,BATCH-428,SCRATCH,9
DF-1194,QC-7422,BATCH-3974,DENT,18
DF-1195,QC-6634,BATCH-7396,THREAD-BAD,14
DF-1196,QC-1239,BATCH-5409,未定义,28
DF-1197,QC-7243,BATCH-752,COLOR-MISMATCH,41
DF-1198,QC-5741,BATCH-3763,SCRATCH,42
DF-1199,QC-1226,BATCH-695,未定义,30
DF-1200,QC-5294,BATCH-6238,DIM-ERR,9
DF-1201,QC-1239,BATCH-1812,未定义,8
DF-1202,QC-3795,BATCH-223,DENT,22
DF-1203,QC-741,BATCH-1699,SCRATCH,14
DF-1204,QC-4103,BATCH-7844,SCRATCH,16
DF-1205,QC-809,BATCH-1580,THREAD-BAD,40
DF-1206,QC-5633,BATCH-5136,COLOR-MISMATCH,17
DF-1207,QC-362,BATCH-2227,未定义,40
DF-1208,QC-6941,BATCH-4567,COLOR-MISMATCH,12
DF-1209,QC-1480,BATCH-2959,未定义,18
DF-1210,QC-4436,BATCH-3032,SCRATCH,49
DF-1211,QC-971,BATCH-7701,DENT,40
DF-1212,QC-694,BATCH-1311,COLOR-MISMATCH,41
DF-1213,QC-2914,BATCH-2968,THREAD-BAD,33
DF-1214,QC-4335,BATCH-191,DENT,36
DF-1215,QC-1944,BATCH-7596,THREAD-BAD,9
DF-1216,QC-4325,BATCH-7369,THREAD-BAD,6
DF-1217,QC-740,BATCH-383,未定义,36
DF-1218,QC-7933,BATCH-704,SCRATCH,14
DF-1219,QC-301,BATCH-3594,未定义,19
DF-1220,QC-6874,BATCH-1998,未定义,15
DF-1221,QC-3719,BATCH-5480,DIM-ERR,41
DF-1222,QC-1154,BATCH-1436,COLOR-MISMATCH,15
DF-1223,QC-2272,BATCH-660,DIM-ERR,25
DF-1224,QC-7367,BATCH-4383,SCRATCH,42
DF-1225,QC-8,BATCH-6862,COLOR-MISMATCH,43
DF-1226,QC-6504,BATCH-5819,COLOR-MISMATCH,7
DF-1227,QC-48,BATCH-1894,DIM-ERR,49
DF-1228,QC-5760,BATCH-6127,DIM-ERR,6
DF-1229,QC-362,BATCH-2223,DENT,20
DF-1230,QC-895,BATCH-5619,THREAD-BAD,20
DF-1231,QC-2772,BATCH-6838,COLOR-MISMATCH,14
DF-1232,QC-7535,BATCH-1848,DENT,37
DF-1233,QC-1888,BATCH-533,THREAD-BAD,33
DF-1234,QC-6467,BATCH-6678,COLOR-MISMATCH,33
DF-1235,QC-7791,BATCH-1492,DENT,47
DF-1236,QC-6278,BATCH-3164,DENT,22
DF-1237,QC-1307,BATCH-1145,THREAD-BAD,47
DF-1238,QC-1395,BATCH-5272,COLOR-MISMATCH,41
DF-1239,QC-3420,BATCH-3893,DENT,28
DF-1240,QC-5143,BATCH-7727,DENT,41
DF-1241,QC-7509,BATCH-5488,DIM-ERR,36
DF-1242,QC-4770,BATCH-7002,未定义,36
DF-1243,QC-2923,BATCH-1243,未定义,30
DF-1244,QC-1815,BATCH-487,COLOR-MISMATCH,27
DF-1245,QC-374,BATCH-4989,DIM-ERR,1
DF-1246,QC-349,BATCH-2053,COLOR-MISMATCH,6
DF-1247,QC-9,BATCH-6040,DENT,40
DF-1248,QC-3489,BATCH-5516,THREAD-BAD,5
DF-1249,QC-4870,BATCH-3575,THREAD-BAD,36
DF-1250,QC-5424,BATCH-2387,THREAD-BAD,10
DF-1251,QC-6488,BATCH-3646,COLOR-MISMATCH,31
DF-1252,QC-6547,BATCH-5714,SCRATCH,43
DF-1253,QC-686,BATCH-6148,THREAD-BAD,3
DF-1254,QC-6672,BATCH-2619,DENT,48
DF-1255,QC-5564,BATCH-7280,COLOR-MISMATCH,34
DF-1256,QC-3879,BATCH-2762,SCRATCH,10
DF-1257,QC-5424,BATCH-954,COLOR-MISMATCH,17
DF-1258,QC-4928,BATCH-5218,THREAD-BAD,7
DF-1259,QC-5049,BATCH-5397,未定义,14
DF-1260,QC-6147,BATCH-6384,THREAD-BAD,17
DF-1261,QC-7791,BATCH-2258,THREAD-BAD,21
DF-1262,QC-6091,BATCH-6434,未定义,10
DF-1263,QC-2932,BATCH-1675,DIM-ERR,37
DF-1264,QC-3575,BATCH-6009,THREAD-BAD,6
DF-1265,QC-3590,BATCH-5086,DIM-ERR,47
DF-1266,QC-2957,BATCH-7197,DENT,14
DF-1267,QC-6223,BATCH-1378,未定义,8
DF-1268,QC-1944,BATCH-1959,DIM-ERR,23
DF-1269,QC-6549,BATCH-3159,SCRATCH,7
DF-1270,QC-4318,BATCH-7317,未定义,27
DF-1271,QC-2981,BATCH-7818,DIM-ERR,29
DF-1272,QC-7020,BATCH-7082,THREAD-BAD,49
DF-1273,QC-6380,BATCH-5231,COLOR-MISMATCH,7
DF-1274,QC-5158,BATCH-7623,DIM-ERR,9
DF-1275,QC-5745,BATCH-773,COLOR-MISMATCH,36
DF-1276,QC-6833,BATCH-5063,COLOR-MISMATCH,3
DF-1277,QC-7066,BATCH-2431,SCRATCH,41
DF-1278,QC-2424,BATCH-368,COLOR-MISMATCH,47
DF-1279,QC-6050,BATCH-1772,THREAD-BAD,41
DF-1280,QC-4821,BATCH-4234,SCRATCH,47
DF-1281,QC-4943,BATCH-1080,未定义,16
DF-1282,QC-5672,BATCH-1133,DIM-ERR,42
DF-1283,QC-279,BATCH-7511,SCRATCH,50
DF-1284,QC-5143,BATCH-7326,COLOR-MISMATCH,37
DF-1285,QC-6409,BATCH-6352,COLOR-MISMATCH,9
DF-1286,QC-4391,BATCH-7159,未定义,37
DF-1287,QC-5242,BATCH-5239,SCRATCH,1
DF-1288,QC-3420,BATCH-4015,DIM-ERR,9
DF-1289,QC-3972,BATCH-5421,DIM-ERR,13
DF-1290,QC-69,BATCH-6039,SCRATCH,22
DF-1291,QC-5305,BATCH-3121,DENT,27
DF-1292,QC-6035,BATCH-1386,COLOR-MISMATCH,32
DF-1293,QC-4809,BATCH-1957,DENT,39
DF-1294,QC-4184,BATCH-7330,DENT,21
DF-1295,QC-374,BATCH-21,DENT,34
DF-1296,QC-297,BATCH-3943,DENT,1
DF-1297,QC-3842,BATCH-51,THREAD-BAD,3
DF-1298,QC-3382,BATCH-3179,DIM-ERR,49
DF-1299,QC-4493,BATCH-852,DIM-ERR,9
DF-1300,QC-7213,BATCH-6576,COLOR-MISMATCH,38
DF-1301,QC-1740,BATCH-4177,THREAD-BAD,13
DF-1302,QC-5107,BATCH-5120,COLOR-MISMATCH,1
DF-1303,QC-3791,BATCH-6013,未定义,6
DF-1304,QC-7231,BATCH-1563,DENT,39
DF-1305,QC-5741,BATCH-2966,THREAD-BAD,20
DF-1306,QC-591,BATCH-1441,THREAD-BAD,37
DF-1307,QC-6656,BATCH-6093,未定义,12
DF-1308,QC-307,BATCH-5542,SCRATCH,11
DF-1309,QC-5294,BATCH-4306,DIM-ERR,27
DF-1310,QC-7818,BATCH-2146,SCRATCH,12
DF-1311,QC-6035,BATCH-1753,未定义,18
DF-1312,QC-7634,BATCH-4359,DENT,43
DF-1313,QC-2037,BATCH-4614,未定义,45
DF-1314,QC-1944,BATCH-4966,SCRATCH,48
DF-1315,QC-5242,BATCH-773,SCRATCH,22
DF-1316,QC-6572,BATCH-4668,COLOR-MISMATCH,14
DF-1317,QC-5629,BATCH-5457,DENT,18
DF-1318,QC-2623,BATCH-7503,SCRATCH,32
DF-1319,QC-1251,BATCH-3526,SCRATCH,10
DF-1320,QC-6056,BATCH-3957,SCRATCH,6
DF-1321,QC-5505,BATCH-1682,COLOR-MISMATCH,20
DF-1322,QC-3263,BATCH-1623,DENT,16
DF-1323,QC-4958,BATCH-1928,SCRATCH,32
DF-1324,QC-7243,BATCH-3454,THREAD-BAD,1
DF-1325,QC-3748,BATCH-7678,THREAD-BAD,27
DF-1326,QC-4849,BATCH-4,DENT,27
DF-1327,QC-6655,BATCH-2324,THREAD-BAD,20
DF-1328,QC-2442,BATCH-6746,SCRATCH,7
DF-1329,QC-3786,BATCH-4114,THREAD-BAD,49
DF-1330,QC-6194,BATCH-6332,DIM-ERR,21
DF-1331,QC-6147,BATCH-2980,SCRATCH,30
DF-1332,QC-7654,BATCH-373,SCRATCH,46
DF-1333,QC-3236,BATCH-7861,未定义,17
DF-1334,QC-963,BATCH-6447,SCRATCH,33
DF-1335,QC-5267,BATCH-7082,未定义,9
DF-1336,QC-1072,BATCH-2542,SCRATCH,49
DF-1337,QC-7831,BATCH-7517,COLOR-MISMATCH,27
DF-1338,QC-4943,BATCH-1819,未定义,27
DF-1339,QC-5628,BATCH-85,SCRATCH,5
DF-1340,QC-5641,BATCH-4057,DIM-ERR,43
DF-1341,QC-2995,BATCH-3833,SCRATCH,47
DF-1342,QC-5459,BATCH-4739,THREAD-BAD,34
DF-1343,QC-1888,BATCH-6285,未定义,25
DF-1344,QC-5526,BATCH-5136,COLOR-MISMATCH,35
DF-1345,QC-299,BATCH-6683,COLOR-MISMATCH,3
DF-1346,QC-6586,BATCH-2159,DIM-ERR,17
DF-1347,QC-2321,BATCH-4452,DENT,16
DF-1348,QC-5672,BATCH-1571,DENT,45
DF-1349,QC-4318,BATCH-1324,DIM-ERR,38
DF-1350,QC-4325,BATCH-2953,SCRATCH,18
DF-1351,QC-4744,BATCH-2741,COLOR-MISMATCH,4
DF-1352,QC-6488,BATCH-5100,SCRATCH,43
DF-1353,QC-2462,BATCH-2607,COLOR-MISMATCH,41
DF-1354,QC-6091,BATCH-7078,COLOR-MISMATCH,36
DF-1355,QC-5001,BATCH-6289,DIM-ERR,25
DF-1356,QC-4391,BATCH-2063,DENT,42
DF-1357,QC-4958,BATCH-5882,DENT,20
DF-1358,QC-3661,BATCH-1537,COLOR-MISMATCH,26
DF-1359,QC-4929,BATCH-3907,未定义,39
DF-1360,QC-5139,BATCH-1683,SCRATCH,50
DF-1361,QC-3041,BATCH-6572,未定义,47
DF-1362,QC-6673,BATCH-7804,THREAD-BAD,24
DF-1363,QC-5459,BATCH-1059,DIM-ERR,28
DF-1364,QC-256,BATCH-3062,SCRATCH,6
DF-1365,QC-4958,BATCH-561,THREAD-BAD,39
DF-1366,QC-5003,BATCH-2346,DIM-ERR,36
DF-1367,QC-5049,BATCH-5043,DIM-ERR,3
DF-1368,QC-694,BATCH-2817,THREAD-BAD,15
DF-1369,QC-2295,BATCH-1092,未定义,44
DF-1370,QC-2081,BATCH-3014,THREAD-BAD,45
DF-1371,QC-1944,BATCH-1218,THREAD-BAD,30
DF-1372,QC-7102,BATCH-3956,DIM-ERR,7
DF-1373,QC-6625,BATCH-6471,SCRATCH,44
DF-1374,QC-6488,BATCH-5287,DENT,36
DF-1375,QC-5629,BATCH-3397,DENT,22
DF-1376,QC-5688,BATCH-5722,SCRATCH,34
DF-1377,QC-301,BATCH-1922,COLOR-MISMATCH,38
DF-1378,QC-6165,BATCH-4102,DENT,2
DF-1379,QC-7503,BATCH-6505,SCRATCH,22
DF-1380,QC-2091,BATCH-7754,SCRATCH,41
DF-1381,QC-4536,BATCH-5442,THREAD-BAD,47
DF-1382,QC-5987,BATCH-1618,COLOR-MISMATCH,35
DF-1383,QC-4131,BATCH-6037,SCRATCH,36
DF-1384,QC-4486,BATCH-2750,THREAD-BAD,24
DF-1385,QC-2731,BATCH-414,THREAD-BAD,32
DF-1386,QC-6572,BATCH-5432,THREAD-BAD,44
DF-1387,QC-7527,BATCH-1491,THREAD-BAD,36
DF-1388,QC-349,BATCH-2092,DIM-ERR,44
DF-1389,QC-6194,BATCH-6138,SCRATCH,36
DF-1390,QC-7034,BATCH-4019,DENT,4
DF-1391,QC-7782,BATCH-6704,DIM-ERR,37
DF-1392,QC-1226,BATCH-4278,THREAD-BAD,23
DF-1393,QC-93,BATCH-1987,SCRATCH,46
DF-1394,QC-6547,BATCH-2473,DIM-ERR,27
DF-1395,QC-6171,BATCH-5963,SCRATCH,7
DF-1396,QC-1395,BATCH-3429,DENT,18
DF-1397,QC-4173,BATCH-743,COLOR-MISMATCH,47
DF-1398,QC-1713,BATCH-37,SCRATCH,1
DF-1399,QC-4446,BATCH-358,SCRATCH,39
DF-1400,QC-7095,BATCH-3876,DIM-ERR,27
DF-1401,QC-299,BATCH-7461,SCRATCH,17
DF-1402,QC-272,BATCH-3983,COLOR-MISMATCH,48
DF-1403,QC-16,BATCH-5587,DENT,2
DF-1404,QC-3701,BATCH-3626,THREAD-BAD,21
DF-1405,QC-1988,BATCH-388,COLOR-MISMATCH,48
DF-1406,QC-1118,BATCH-7912,THREAD-BAD,28
DF-1407,QC-1009,BATCH-7081,SCRATCH,1
DF-1408,QC-5459,BATCH-7554,COLOR-MISMATCH,23
DF-1409,QC-6547,BATCH-961,SCRATCH,48
DF-1410,QC-263,BATCH-2052,DIM-ERR,37
DF-1411,QC-5242,BATCH-3549,DIM-ERR,34
DF-1412,QC-5628,BATCH-6238,未定义,12
DF-1413,QC-299,BATCH-2919,SCRATCH,7
DF-1414,QC-1815,BATCH-6592,未定义,19
DF-1415,QC-256,BATCH-3520,SCRATCH,32
DF-1416,QC-4929,BATCH-7897,DIM-ERR,45
DF-1417,QC-6774,BATCH-6641,DENT,10
DF-1418,QC-5189,BATCH-3535,COLOR-MISMATCH,45
DF-1419,QC-5835,BATCH-963,未定义,48
DF-1420,QC-3425,BATCH-7862,未定义,23
DF-1421,QC-2361,BATCH-5271,COLOR-MISMATCH,43
DF-1422,QC-1454,BATCH-962,COLOR-MISMATCH,35
DF-1423,QC-4318,BATCH-6449,SCRATCH,13
DF-1424,QC-4653,BATCH-5540,THREAD-BAD,46
DF-1425,QC-5913,BATCH-4226,未定义,15
DF-1426,QC-2879,BATCH-4899,未定义,15
DF-1427,QC-5056,BATCH-716,DIM-ERR,42
DF-1428,QC-674,BATCH-1751,DENT,34
DF-1429,QC-7034,BATCH-4252,SCRATCH,39
DF-1430,QC-2932,BATCH-2243,未定义,43
DF-1431,QC-2264,BATCH-3738,DENT,13
DF-1432,QC-16,BATCH-6504,DIM-ERR,35
DF-1433,QC-7939,BATCH-2550,THREAD-BAD,2
DF-1434,QC-3425,BATCH-3036,DIM-ERR,3
DF-1435,QC-5723,BATCH-7005,未定义,8
DF-1436,QC-2567,BATCH-7513,DENT,49
DF-1437,QC-2272,BATCH-3842,SCRATCH,20
DF-1438,QC-69,BATCH-6281,未定义,30
DF-1439,QC-7535,BATCH-1815,THREAD-BAD,1
DF-1440,QC-6137,BATCH-257,未定义,34
DF-1441,QC-290,BATCH-5193,DENT,17
DF-1442,QC-5760,BATCH-4693,COLOR-MISMATCH,30
DF-1443,QC-1471,BATCH-4857,COLOR-MISMATCH,43
DF-1444,QC-7884,BATCH-7339,DENT,49
DF-1445,QC-2644,BATCH-3023,DENT,1
DF-1446,QC-6263,BATCH-4273,SCRATCH,13
DF-1447,QC-5564,BATCH-4589,未定义,9
DF-1448,QC-7095,BATCH-1160,THREAD-BAD,18
DF-1449,QC-4450,BATCH-2317,DENT,25
DF-1450,QC-6835,BATCH-3159,COLOR-MISMATCH,8
DF-1451,QC-5120,BATCH-3555,COLOR-MISMATCH,30
DF-1452,QC-4752,BATCH-921,未定义,32
DF-1453,QC-869,BATCH-63,COLOR-MISMATCH,13
DF-1454,QC-1009,BATCH-410,COLOR-MISMATCH,8
DF-1455,QC-995,BATCH-3251,DIM-ERR,16
DF-1456,QC-7030,BATCH-4570,DENT,43
DF-1457,QC-220,BATCH-56,未定义,11
DF-1458,QC-1936,BATCH-4653,未定义,28
DF-1459,QC-5189,BATCH-5042,THREAD-BAD,30
DF-1460,QC-4849,BATCH-3503,DENT,6
DF-1461,QC-2932,BATCH-5243,DENT,27
DF-1462,QC-48,BATCH-4693,COLOR-MISMATCH,22
DF-1463,QC-5139,BATCH-7350,DIM-ERR,50
DF-1464,QC-1230,BATCH-5433,未定义,44
DF-1465,QC-6727,BATCH-2088,COLOR-MISMATCH,45
DF-1466,QC-5806,BATCH-7238,未定义,36
DF-1467,QC-2483,BATCH-1645,SCRATCH,16
DF-1468,QC-235,BATCH-4570,THREAD-BAD,47
DF-1469,QC-2272,BATCH-232,未定义,26
DF-1470,QC-5647,BATCH-4043,未定义,34
DF-1471,QC-5520,BATCH-7336,DIM-ERR,27
DF-1472,QC-6035,BATCH-795,COLOR-MISMATCH,32
DF-1473,QC-6050,BATCH-4181,未定义,37
DF-1474,QC-3826,BATCH-3741,COLOR-MISMATCH,16
