check_id,batch_id,check_date,result,defect_count
QC-4064,BATCH-2148,11-11-2025,pass,0
QC-4065,BATCH-171,2026-03-03,pass,0
QC-4066,BATCH-137,2025-09-03,pass,0
QC-4067,BATCH-5376,08-04-2026,pass,0
QC-4068,BATCH-811,2026-12-05,fail,0
QC-4069,BATCH-886,05/05/2024,Pass,0
QC-4070,BATCH-1254,2024-01-10,Pass,0
QC-4071,BATCH-1977,2024-02-10,Pass,0
QC-4072,BATCH-1336,16-12-2025,pass,0
QC-4073,BATCH-1713,15-08-2025,Pass,0
QC-4074,BATCH-459,2026-04-03,pass,0
QC-4075,BATCH-5139,08/23/2025,pass,0
QC-4076,BATCH-1050,16-07-2024,Pass,15
QC-4077,BATCH-4106,2024-06-03,pass,0
QC-4078,BATCH-1054,2025-05-06,pass,0
QC-4079,BATCH-945,04/21/2026,pass,0
QC-4080,BATCH-6394,03/15/2026,pass,9
QC-4081,BATCH-4110,2026-07-05,Pass,18
QC-4082,BATCH-3217,2026-06-23,Pass,0
QC-4083,BATCH-2831,2024-04-13,PASS,0
QC-4084,BATCH-284,2026-06-02,Pass,0
QC-4085,BATCH-1472,2026-03-11,pass,0
QC-4086,BATCH-4634,2024-03-22,Pass,0
QC-4087,BATCH-1397,2025-07-16,PASS,0
QC-4088,BATCH-2232,2025-03-25,pass,0
QC-4089,BATCH-2665,12/25/2026,pass,0
QC-4090,BATCH-4241,2025-05-25,fail,0
QC-4091,BATCH-5553,2025-10-20,PASS,0
QC-4092,BATCH-7803,05/25/2024,Pass,0
QC-4093,BATCH-2225,2024-05-19,Pass,0
QC-4094,BATCH-7650,2026-03-16,Pass,0
QC-4095,BATCH-4551,2026-07-01,Pass,0
QC-4096,BATCH-7812,2025-05-14,pass,0
QC-4097,BATCH-2145,2025-05-09,pass,0
QC-4098,BATCH-4378,2026-05-12,PASS,0
QC-4099,BATCH-5113,08/12/2024,PASS,0
QC-4100,BATCH-5536,2026-07-13,PASS,0
QC-4101,BATCH-3672,06/15/2024,pass,0
QC-4102,BATCH-7162,2024-07-26,PASS,0
QC-4103,BATCH-6812,2025-10-27,PASS,0
QC-4104,BATCH-4001,2024-04-17,pass,0
QC-4105,BATCH-3602,2026-07-27,pass,19
QC-4106,BATCH-7672,07/21/2026,PASS,0
QC-4107,BATCH-3484,04/17/2026,Pass,0
QC-4108,BATCH-5568,05-08-2026,Pass,0
QC-4109,BATCH-2923,02/13/2024,PASS,0
QC-4110,BATCH-1625,07/14/2024,PASS,0
QC-4111,BATCH-5652,2026-08-12,pass,19
QC-4112,BATCH-5645,14-07-2025,pass,0
QC-4113,BATCH-1747,01-06-2026,Pass,0
QC-4114,BATCH-5799,2024-08-26,pass,0
QC-4115,BATCH-805,14-12-2025,PASS,0
QC-4116,BATCH-3777,2025-10-08,PASS,7
QC-4117,BATCH-3560,2024-10-21,pass,0
QC-4118,BATCH-5593,2024-08-20,Pass,0
QC-4119,BATCH-2262,2025-11-02,PASS,0
QC-4120,BATCH-7386,2024-01-17,Pass,0
QC-4121,BATCH-1106,04/21/2024,fail,0
QC-4122,BATCH-7384,2025-10-22,PASS,0
QC-4123,BATCH-478,09/18/2025,pass,0
QC-4124,BATCH-2035,12/21/2024,PASS,0
QC-4125,BATCH-86,09/12/2025,pass,0
QC-4126,BATCH-5211,2024-07-19,Pass,0
QC-4127,BATCH-5554,02/26/2024,Pass,0
QC-4128,BATCH-3000,07-10-2026,PASS,0
QC-4129,BATCH-1263,2026-08-17,PASS,0
QC-4130,BATCH-5899,2025-05-17,Pass,0
QC-4131,BATCH-2613,09/23/2024,pass,0
QC-4132,BATCH-6283,05/27/2024,pass,4
QC-4133,BATCH-2032,2024-06-02,pass,0
QC-4134,BATCH-5096,2026-07-21,pass,0
QC-4135,BATCH-5704,2026-05-19,pass,0
QC-4136,BATCH-1441,12/12/2024,PASS,0
QC-4137,BATCH-3008,12/22/2024,pass,0
QC-4138,BATCH-243,2025-04-16,pass,0
QC-4139,BATCH-899,2024-01-06,pass,0
QC-4140,BATCH-1342,12-05-2026,fail,0
QC-4141,BATCH-4494,2024-08-05,pass,0
QC-4142,BATCH-3667,2024-08-01,pass,0
QC-4143,BATCH-7656,11/13/2025,fail,0
QC-4144,BATCH-6262,04/16/2026,Pass,0
QC-4145,BATCH-574,2024-12-06,pass,0
QC-4146,BATCH-5438,09/18/2025,Pass,0
QC-4147,BATCH-3796,04/14/2024,Pass,0
QC-4148,BATCH-214,2024-12-14,PASS,0
QC-4149,BATCH-6405,27-02-2025,pass,0
QC-4150,BATCH-800,2026-02-02,PASS,0
QC-4151,BATCH-6989,2025-01-05,Pass,0
QC-4152,BATCH-3170,2026-09-06,pass,0
QC-4153,BATCH-2439,07/08/2024,PASS,0
QC-4154,BATCH-4202,2025-05-11,PASS,0
QC-4155,BATCH-68,2024-01-15,PASS,0
QC-4156,BATCH-7834,28-09-2024,PASS,20
QC-4157,BATCH-6220,06/10/2025,PASS,0
QC-4158,BATCH-2381,04/14/2024,PASS,0
QC-4159,BATCH-1192,12/24/2024,fail,0
QC-4160,BATCH-6381,2026-06-24,Pass,0
QC-4161,BATCH-790,2026-05-27,Pass,0
QC-4162,BATCH-7343,27-06-2024,PASS,0
QC-4163,BATCH-4014,2026-07-10,PASS,0
QC-4164,BATCH-7101,2026-07-15,Pass,0
QC-4165,BATCH-155,2025-07-18,Pass,0
QC-4166,BATCH-4781,2025-08-18,Pass,0
QC-4167,BATCH-5417,07/12/2024,pass,0
QC-4168,BATCH-1918,10/19/2025,fail,0
QC-4169,BATCH-4269,12/24/2025,PASS,0
QC-4170,BATCH-3524,28-08-2024,fail,0
QC-4171,BATCH-6691,12/05/2024,PASS,0
QC-4172,BATCH-2810,10/11/2025,Pass,0
QC-4173,BATCH-752,05/04/2024,fail,0
QC-4174,BATCH-6647,07-10-2025,pass,0
QC-4175,BATCH-7157,10/20/2025,Pass,7
QC-4176,BATCH-1136,09/11/2026,fail,4
QC-4177,BATCH-3721,08/20/2024,pass,0
QC-4178,BATCH-6293,11/23/2026,Pass,0
QC-4179,BATCH-6807,08/11/2025,Pass,0
QC-4180,BATCH-2265,2024-03-27,pass,0
QC-4181,BATCH-3483,05/24/2026,pass,0
QC-4182,BATCH-3415,07/22/2024,pass,0
QC-4183,BATCH-6547,2025-10-12,PASS,0
QC-4184,BATCH-392,02/06/2025,PASS,0
QC-4185,BATCH-3166,09-10-2024,pass,0
QC-4186,BATCH-4640,10/05/2026,Pass,0
QC-4187,BATCH-1878,2026-09-05,PASS,0
QC-4188,BATCH-3567,01-08-2026,PASS,0
QC-4189,BATCH-1989,2024-04-24,PASS,0
QC-4190,BATCH-7744,2024-07-27,pass,0
QC-4191,BATCH-6629,2026-04-28,pass,7
QC-4192,BATCH-159,12/13/2026,PASS,0
QC-4193,BATCH-3652,09/17/2026,PASS,0
QC-4194,BATCH-5923,2024-03-19,Pass,0
QC-4195,BATCH-1037,2026-11-28,pass,0
QC-4196,BATCH-5227,2025-05-24,PASS,0
QC-4197,BATCH-7854,07/18/2024,PASS,5
QC-4198,BATCH-5281,04/05/2025,PASS,0
QC-4199,BATCH-6724,2026-11-26,Pass,0
QC-4200,BATCH-1038,2024-01-19,pass,0
QC-4201,BATCH-6795,2025-05-10,Pass,0
QC-4202,BATCH-7931,2026-09-10,PASS,0
QC-4203,BATCH-6364,2026-03-23,Pass,0
QC-4204,BATCH-347,05/13/2025,Pass,0
QC-4205,BATCH-6735,08/15/2026,PASS,0
QC-4206,BATCH-3611,09-05-2024,fail,0
QC-4207,BATCH-4303,2024-06-10,pass,0
QC-4208,BATCH-7493,2024-12-04,Pass,17
QC-4209,BATCH-1909,2026-05-12,pass,0
QC-4210,BATCH-1888,05/02/2026,Pass,0
QC-4211,BATCH-2437,09/09/2025,Pass,5
QC-4212,BATCH-1532,04/10/2024,pass,0
QC-4213,BATCH-4487,16-06-2024,pass,0
QC-4214,BATCH-724,2026-04-27,PASS,0
QC-4215,BATCH-2115,2024-03-22,pass,0
QC-4216,BATCH-2029,2025-04-25,Pass,0
QC-4217,BATCH-6644,04/22/2024,PASS,0
QC-4218,BATCH-1536,06/25/2024,Pass,0
QC-4219,BATCH-3893,2026-12-08,PASS,0
QC-4220,BATCH-5814,12/15/2026,Pass,0
QC-4221,BATCH-6745,2024-09-17,fail,0
QC-4222,BATCH-1035,2024-07-11,Pass,0
QC-4223,BATCH-4438,2025-12-12,Pass,0
QC-4224,BATCH-6438,2024-01-17,Pass,0
QC-4225,BATCH-3505,2024-12-12,fail,0
QC-4226,BATCH-4698,27-12-2024,pass,0
QC-4227,BATCH-5184,2025-05-24,pass,0
QC-4228,BATCH-2591,16-01-2026,PASS,0
QC-4229,BATCH-4927,06/19/2025,Pass,0
QC-4230,BATCH-382,2026-07-28,pass,0
QC-4231,BATCH-7882,05/19/2026,PASS,1
QC-4232,BATCH-3829,2026-11-09,Pass,0
QC-4233,BATCH-4259,02/03/2024,pass,0
QC-4234,BATCH-6140,11/19/2026,Pass,0
QC-4235,BATCH-4357,2025-08-17,PASS,0
QC-4236,BATCH-2640,2025-06-20,PASS,20
QC-4237,BATCH-10,2025-04-16,PASS,0
QC-4238,BATCH-1534,15-04-2026,pass,0
QC-4239,BATCH-6882,09/19/2026,pass,0
QC-4240,BATCH-4732,2024-12-17,Pass,18
QC-4241,BATCH-5161,15-10-2024,Pass,0
QC-4242,BATCH-5114,05/21/2026,pass,0
QC-4243,BATCH-1782,2025-01-13,PASS,0
QC-4244,BATCH-4652,11/02/2025,pass,0
QC-4245,BATCH-7587,2024-04-18,pass,0
QC-4246,BATCH-2416,09/05/2026,pass,0
QC-4247,BATCH-4556,2024-03-01,pass,0
QC-4248,BATCH-7947,02/04/2026,Pass,0
QC-4249,BATCH-1882,2026-11-09,Pass,0
QC-4250,BATCH-3307,12/20/2025,fail,0
QC-4251,BATCH-3253,2025-05-17,PASS,0
QC-4252,BATCH-6961,03/11/2026,Pass,0
QC-4253,BATCH-143,08/09/2025,pass,0
QC-4254,BATCH-1661,08/22/2024,Pass,0
QC-4255,BATCH-7269,01-04-2025,PASS,0
QC-4256,BATCH-2970,2024-03-27,PASS,0
QC-4257,BATCH-4592,2025-05-07,fail,0
QC-4258,BATCH-2140,2024-04-09,Pass,0
QC-4259,BATCH-6003,08/08/2026,Pass,0
QC-4260,BATCH-4483,2024-12-07,pass,0
QC-4261,BATCH-7260,14-01-2024,pass,0
QC-4262,BATCH-60,2025-08-05,Pass,0
QC-4263,BATCH-2914,2024-02-17,pass,0
QC-4264,BATCH-3916,2025-03-01,PASS,0
QC-4265,BATCH-4726,2025-10-15,pass,1
QC-4266,BATCH-7331,10-08-2025,Pass,0
QC-4267,BATCH-4673,26-04-2024,PASS,3
QC-4268,BATCH-5361,11-11-2025,Pass,0
QC-4269,BATCH-6775,03/14/2024,pass,0
QC-4270,BATCH-6703,01-06-2026,PASS,0
QC-4271,BATCH-5972,2026-10-14,PASS,0
QC-4272,BATCH-4116,2026-11-16,Pass,0
QC-4273,BATCH-650,07/05/2024,pass,0
QC-4274,BATCH-2986,14-12-2024,pass,0
QC-4275,BATCH-4198,09-08-2024,Pass,0
QC-4276,BATCH-5319,06/02/2024,Pass,0
QC-4277,BATCH-3919,01/25/2024,PASS,0
QC-4278,BATCH-5039,2024-10-28,Pass,0
QC-4279,BATCH-4302,05/14/2026,Pass,0
QC-4280,BATCH-6418,2024-10-28,PASS,0
QC-4281,BATCH-3078,2025-02-21,Pass,0
QC-4282,BATCH-1158,14-07-2025,PASS,0
QC-4283,BATCH-1974,08/03/2026,pass,0
QC-4284,BATCH-6861,2024-08-02,PASS,0
QC-4285,BATCH-2766,2026-10-18,pass,0
QC-4286,BATCH-1501,2025-06-28,Pass,0
QC-4287,BATCH-7681,09/09/2024,PASS,0
QC-4288,BATCH-3013,10/11/2024,fail,0
QC-4289,BATCH-7686,2024-03-12,Pass,0
QC-4290,BATCH-7634,2024-04-10,pass,0
QC-4291,BATCH-2555,09/08/2025,Pass,0
QC-4292,BATCH-935,2024-04-10,PASS,0
QC-4293,BATCH-6306,05/26/2026,PASS,0
QC-4294,BATCH-3840,12-05-2025,Pass,0
QC-4295,BATCH-1837,07/17/2024,PASS,0
QC-4296,BATCH-6546,06/01/2025,pass,0
QC-4297,BATCH-4649,22-08-2025,pass,0
QC-4298,BATCH-3300,04-06-2026,fail,0
QC-4299,BATCH-7458,09/03/2026,pass,0
QC-4300,BATCH-2952,2025-08-08,Pass,0
QC-4301,BATCH-581,2024-06-27,pass,0
QC-4302,BATCH-3795,2025-12-18,pass,0
QC-4303,BATCH-6413,08/01/2026,pass,9
QC-4304,BATCH-4416,07-04-2026,pass,0
QC-4305,BATCH-7654,2024-07-24,pass,0
QC-4306,BATCH-616,2026-05-22,Pass,0
QC-4307,BATCH-1100,13-03-2026,PASS,0
QC-4308,BATCH-4102,25-07-2026,PASS,0
QC-4309,BATCH-1836,09/10/2026,Pass,0
QC-4310,BATCH-5588,10/28/2026,Pass,0
QC-4311,BATCH-5473,03/01/2025,Pass,0
QC-4312,BATCH-1964,07-09-2026,pass,13
QC-4313,BATCH-7879,2024-05-02,Pass,0
QC-4314,BATCH-172,2024-03-11,pass,0
QC-4315,BATCH-7281,10/13/2025,Pass,0
QC-4316,BATCH-3500,18-01-2026,PASS,0
QC-4317,BATCH-6397,18-12-2024,Pass,0
QC-4318,BATCH-1143,01/26/2025,PASS,0
QC-4319,BATCH-1219,03/19/2024,pass,0
QC-4320,BATCH-109,07/20/2024,PASS,0
QC-4321,BATCH-6916,01/27/2024,Pass,0
QC-4322,BATCH-5072,04/11/2024,PASS,5
QC-4323,BATCH-1744,2026-09-12,pass,0
QC-4324,BATCH-6106,09/09/2026,pass,0
QC-4325,BATCH-4449,2026-08-06,Pass,0
QC-4326,BATCH-6429,2026-04-23,pass,0
QC-4327,BATCH-1378,09-12-2026,PASS,0
QC-4328,BATCH-2008,02/28/2024,PASS,0
QC-4329,BATCH-6817,2024-02-24,pass,0
QC-4330,BATCH-5661,28-12-2025,pass,0
QC-4331,BATCH-5197,09/27/2024,Pass,0
QC-4332,BATCH-7310,2025-09-16,Pass,0
QC-4333,BATCH-4598,2024-08-21,fail,0
QC-4334,BATCH-972,2025-06-05,Pass,0
QC-4335,BATCH-7688,2026-07-02,Pass,0
QC-4336,BATCH-1379,05/24/2026,PASS,0
QC-4337,BATCH-1252,2026-01-17,PASS,0
QC-4338,BATCH-5354,11/13/2025,pass,0
QC-4339,BATCH-3466,01-08-2024,pass,0
QC-4340,BATCH-6009,2025-06-21,Pass,0
QC-4341,BATCH-5370,08/13/2024,pass,0
QC-4342,BATCH-6333,2026-10-27,pass,0
QC-4343,BATCH-3765,17-04-2026,pass,0
QC-4344,BATCH-4941,2026-07-11,Pass,0
QC-4345,BATCH-3042,02/16/2024,pass,14
QC-4346,BATCH-7260,2026-06-02,fail,0
QC-4347,BATCH-1217,2024-05-07,Pass,14
QC-4348,BATCH-3942,10/06/2024,Pass,0
QC-4349,BATCH-4221,2025-11-13,pass,19
QC-4350,BATCH-7896,2026-11-13,pass,0
QC-4351,BATCH-4609,2026-06-22,Pass,0
QC-4352,BATCH-5807,2024-10-26,PASS,0
QC-4353,BATCH-2629,2026-10-17,PASS,0
QC-4354,BATCH-5908,12/23/2026,PASS,0
QC-4355,BATCH-1421,2024-03-13,Pass,0
QC-4356,BATCH-4095,2026-03-23,PASS,0
QC-4357,BATCH-4974,2024-06-01,Pass,0
QC-4358,BATCH-4987,2024-01-20,PASS,0
QC-4359,BATCH-2426,06/15/2025,Pass,0
QC-4360,BATCH-2037,2026-06-20,pass,0
QC-4361,BATCH-2057,04-08-2026,PASS,0
QC-4362,BATCH-3065,2026-09-11,Pass,0
QC-4363,BATCH-6581,08/08/2024,pass,0
QC-4364,BATCH-7040,03/17/2025,pass,0
QC-4365,BATCH-6201,06/25/2025,pass,16
QC-4366,BATCH-6674,2025-11-16,pass,0
QC-4367,BATCH-6186,11/22/2026,pass,0
QC-4368,BATCH-4684,05/13/2025,pass,0
QC-4369,BATCH-2142,08/23/2024,Pass,0
QC-4370,BATCH-2731,11/21/2026,PASS,0
QC-4371,BATCH-332,04/27/2026,PASS,0
QC-4372,BATCH-535,01-12-2025,PASS,10
QC-4373,BATCH-1560,06/22/2026,Pass,0
QC-4374,BATCH-3735,08/20/2026,fail,0
QC-4375,BATCH-3371,2024-08-11,PASS,0
QC-4376,BATCH-4828,2024-05-22,Pass,0
QC-4377,BATCH-7203,2026-01-21,Pass,0
QC-4378,BATCH-445,10-06-2026,pass,20
QC-4379,BATCH-1265,2024-04-25,PASS,0
QC-4380,BATCH-6476,08/14/2025,Pass,0
QC-4381,BATCH-5528,11/02/2025,pass,0
QC-4382,BATCH-4628,10/11/2026,PASS,0
QC-4383,BATCH-2237,12/23/2024,pass,0
QC-4384,BATCH-3191,2026-09-11,Pass,0
QC-4385,BATCH-7900,12/06/2026,fail,0
QC-4386,BATCH-1507,2024-11-24,PASS,0
QC-4387,BATCH-6369,24-04-2025,pass,0
QC-4388,BATCH-2173,04-12-2026,PASS,0
QC-4389,BATCH-7284,04/23/2024,PASS,0
QC-4390,BATCH-6812,21-09-2024,fail,0
QC-4391,BATCH-718,02/25/2026,Pass,0
QC-4392,BATCH-6768,02-08-2024,PASS,16
QC-4393,BATCH-2365,2025-10-11,fail,0
QC-4394,BATCH-7198,02/07/2024,Pass,0
QC-4395,BATCH-7116,15-03-2026,pass,0
QC-4396,BATCH-7942,2025-06-07,PASS,0
QC-4397,BATCH-1628,2026-12-03,fail,0
QC-4398,BATCH-2036,2025-05-20,Pass,0
QC-4399,BATCH-2668,21-12-2026,pass,0
QC-4400,BATCH-1419,2024-06-16,PASS,0
QC-4401,BATCH-1994,17-11-2024,fail,0
QC-4402,BATCH-4162,04-08-2024,pass,0
QC-4403,BATCH-6531,2024-02-09,Pass,0
QC-4404,BATCH-6479,03/05/2025,PASS,0
QC-4405,BATCH-7739,09/12/2025,PASS,0
QC-4406,BATCH-2928,2024-05-10,Pass,0
QC-4407,BATCH-3794,2026-09-27,Pass,6
QC-4408,BATCH-7092,2024-10-06,pass,0
QC-4409,BATCH-2086,20-10-2025,PASS,0
QC-4410,BATCH-527,02/25/2024,Pass,0
QC-4411,BATCH-4257,2025-07-15,fail,0
QC-4412,BATCH-862,2026-01-28,Pass,0
QC-4413,BATCH-2951,2025-11-17,PASS,0
QC-4414,BATCH-3321,08/07/2026,Pass,0
QC-4415,BATCH-6454,11/27/2026,PASS,0
QC-4416,BATCH-3446,07/26/2024,Pass,0
QC-4417,BATCH-177,2025-04-08,PASS,0
QC-4418,BATCH-654,2025-12-20,Pass,0
QC-4419,BATCH-1947,08/13/2026,Pass,0
QC-4420,BATCH-5584,2025-01-12,PASS,0
QC-4421,BATCH-2391,01/16/2024,Pass,0
QC-4422,BATCH-7581,2024-03-12,PASS,0
QC-4423,BATCH-3187,2025-04-02,Pass,0
QC-4424,BATCH-2039,10-09-2024,Pass,0
QC-4425,BATCH-1154,2026-10-11,Pass,0
QC-4426,BATCH-4518,09-10-2024,pass,0
QC-4427,BATCH-3652,06/15/2026,PASS,9
QC-4428,BATCH-5110,03/25/2026,fail,0
QC-4429,BATCH-6283,11/01/2026,PASS,7
QC-4430,BATCH-7121,01/26/2025,Pass,0
QC-4431,BATCH-1981,19-09-2024,pass,0
QC-4432,BATCH-1568,10/19/2025,Pass,0
QC-4433,BATCH-6078,2026-01-26,pass,0
QC-4434,BATCH-5796,08/27/2025,fail,0
QC-4435,BATCH-5145,24-01-2025,PASS,0
QC-4436,BATCH-3494,2025-08-15,Pass,0
QC-4437,BATCH-6455,03/28/2026,pass,0
QC-4438,BATCH-4573,12/19/2024,Pass,0
QC-4439,BATCH-6782,01/15/2024,PASS,0
QC-4440,BATCH-6697,2026-08-22,Pass,0
QC-4441,BATCH-1334,2024-02-13,PASS,0
QC-4442,BATCH-6715,12/20/2025,pass,13
QC-4443,BATCH-1538,2025-07-04,PASS,0
QC-4444,BATCH-5466,13-12-2025,Pass,0
QC-4445,BATCH-2060,12/15/2025,pass,0
QC-4446,BATCH-2145,2025-11-17,pass,0
QC-4447,BATCH-4836,01/28/2026,PASS,0
QC-4448,BATCH-6537,2025-11-24,fail,0
QC-4449,BATCH-5377,2025-06-06,pass,0
QC-4450,BATCH-4804,26-06-2025,Pass,0
QC-4451,BATCH-4381,2024-07-10,Pass,0
QC-4452,BATCH-6999,2025-11-22,Pass,0
QC-4453,BATCH-511,2024-02-14,PASS,0
QC-4454,BATCH-254,06-11-2024,Pass,0
QC-4455,BATCH-2187,2025-12-07,Pass,0
QC-4456,BATCH-1341,05/26/2025,pass,5
QC-4457,BATCH-7596,07-01-2025,Pass,0
QC-4458,BATCH-7418,01-06-2026,pass,0
QC-4459,BATCH-2239,08/08/2026,Pass,0
QC-4460,BATCH-4990,2024-03-02,Pass,0
QC-4461,BATCH-569,10/24/2025,pass,0
QC-4462,BATCH-1418,2024-04-01,pass,0
QC-4463,BATCH-7583,2026-09-06,Pass,0
QC-4464,BATCH-4143,2026-03-13,Pass,0
QC-4465,BATCH-1035,11/27/2024,pass,0
QC-4466,BATCH-5747,2026-12-19,pass,0
QC-4467,BATCH-6985,2025-05-18,pass,0
QC-4468,BATCH-7386,2025-08-27,PASS,0
QC-4469,BATCH-2400,2024-10-19,pass,0
QC-4470,BATCH-1204,2025-10-22,pass,0
QC-4471,BATCH-3898,02/15/2026,Pass,0
QC-4472,BATCH-5313,2024-04-25,pass,0
QC-4473,BATCH-904,2024-05-28,Pass,0
QC-4474,BATCH-2500,2026-10-05,PASS,0
QC-4475,BATCH-7171,05/24/2025,PASS,0
QC-4476,BATCH-1627,2026-07-01,PASS,0
QC-4477,BATCH-4490,2024-08-13,fail,0
QC-4478,BATCH-5237,2024-01-02,Pass,0
QC-4479,BATCH-81,26-07-2024,Pass,0
QC-4480,BATCH-6591,07/07/2024,PASS,0
QC-4481,BATCH-4061,08-11-2026,pass,0
QC-4482,BATCH-3173,02/26/2024,PASS,0
QC-4483,BATCH-91,07/02/2024,PASS,0
QC-4484,BATCH-7624,08/09/2025,fail,0
QC-4485,BATCH-2557,09/24/2025,fail,0
QC-4486,BATCH-4936,24-04-2026,Pass,0
QC-4487,BATCH-6920,05-10-2026,pass,0
QC-4488,BATCH-7984,11/11/2026,PASS,0
QC-4489,BATCH-6469,2024-11-19,pass,0
QC-4490,BATCH-3337,02-07-2024,Pass,0
QC-4491,BATCH-4466,10-12-2026,fail,0
QC-4492,BATCH-6342,2025-01-25,PASS,12
QC-4493,BATCH-270,2024-03-22,PASS,0
QC-4494,BATCH-4054,2026-10-06,Pass,0
QC-4495,BATCH-5917,07/07/2024,PASS,0
QC-4496,BATCH-5154,2025-05-18,pass,0
QC-4497,BATCH-2833,2025-08-25,pass,0
QC-4498,BATCH-2186,2026-03-17,Pass,0
QC-4499,BATCH-7466,06/11/2024,pass,0
QC-4500,BATCH-1975,2024-05-10,Pass,0
QC-4501,BATCH-3529,01/01/2025,PASS,0
QC-4502,BATCH-4348,2026-11-20,pass,0
QC-4503,BATCH-7694,09/16/2026,pass,0
QC-4504,BATCH-344,02/24/2025,pass,0
QC-4505,BATCH-5191,03-09-2024,PASS,0
QC-4506,BATCH-2185,2025-02-07,pass,0
QC-4507,BATCH-3975,2024-11-20,Pass,0
QC-4508,BATCH-2329,2025-10-18,pass,0
QC-4509,BATCH-427,03/16/2024,PASS,0
QC-4510,BATCH-2581,03/07/2026,pass,0
QC-4511,BATCH-7836,22-11-2024,Pass,0
QC-4512,BATCH-3009,2024-09-12,PASS,0
QC-4513,BATCH-7534,2024-08-26,pass,0
QC-4514,BATCH-222,2024-11-07,pass,0
QC-4515,BATCH-682,2024-06-11,fail,0
QC-4516,BATCH-827,10/26/2025,Pass,0
QC-4517,BATCH-5804,2024-03-26,Pass,0
QC-4518,BATCH-4518,2025-06-08,PASS,0
QC-4519,BATCH-6952,05/20/2024,Pass,0
QC-4520,BATCH-5267,09/06/2024,pass,0
QC-4521,BATCH-3370,10/14/2025,Pass,0
QC-4522,BATCH-4248,07/13/2026,PASS,0
QC-4523,BATCH-1976,08/12/2024,pass,0
QC-4524,BATCH-3908,03/04/2026,pass,0
QC-4525,BATCH-6944,2026-12-09,pass,0
QC-4526,BATCH-3250,2026-07-06,PASS,0
QC-4527,BATCH-3606,07/07/2025,Pass,0
QC-4528,BATCH-1948,2026-05-24,pass,0
QC-4529,BATCH-2906,2025-07-11,Pass,0
QC-4530,BATCH-6472,05-06-2026,pass,0
QC-4531,BATCH-1936,2026-12-14,pass,0
QC-4532,BATCH-4855,08/25/2026,pass,0
QC-4533,BATCH-618,2024-06-06,PASS,0
QC-4534,BATCH-6865,11/21/2025,pass,0
QC-4535,BATCH-1381,2024-01-28,Pass,1
QC-4536,BATCH-7364,2025-01-16,PASS,0
QC-4537,BATCH-3352,2024-10-26,PASS,0
QC-4538,BATCH-187,05/03/2024,PASS,0
QC-4539,BATCH-718,2024-11-15,Pass,0
QC-4540,BATCH-7882,18-03-2026,Pass,8
QC-4541,BATCH-5451,25-06-2024,pass,0
QC-4542,BATCH-254,2024-09-24,PASS,0
QC-4543,BATCH-4606,2025-04-13,pass,0
QC-4544,BATCH-5877,02-07-2025,PASS,0
QC-4545,BATCH-7568,2024-09-02,Pass,0
QC-4546,BATCH-3326,2025-12-22,PASS,0
QC-4547,BATCH-4650,2025-08-06,pass,0
QC-4548,BATCH-3404,04/23/2024,pass,0
QC-4549,BATCH-4210,08/01/2024,pass,0
QC-4550,BATCH-2562,2024-08-21,pass,0
QC-4551,BATCH-3908,10/05/2024,Pass,0
QC-4552,BATCH-4787,2024-03-07,PASS,0
QC-4553,BATCH-7167,2025-09-03,Pass,0
QC-4554,BATCH-2932,15-06-2024,PASS,0
QC-4555,BATCH-5893,03/20/2025,fail,0
QC-4556,BATCH-5080,2026-09-19,pass,0
QC-4557,BATCH-6709,2024-07-22,Pass,0
QC-4558,BATCH-4096,02/08/2025,pass,0
QC-4559,BATCH-922,2025-10-23,pass,0
QC-4560,BATCH-6267,26-07-2025,Pass,0
QC-4561,BATCH-5694,08/10/2024,pass,0
QC-4562,BATCH-1295,05/05/2025,PASS,0
QC-4563,BATCH-4124,2024-10-19,pass,0
QC-4564,BATCH-4725,2026-01-22,pass,0
QC-4565,BATCH-4070,08/01/2026,PASS,0
QC-4566,BATCH-5264,04/13/2024,pass,0
QC-4567,BATCH-6229,2024-03-01,PASS,0
QC-4568,BATCH-4669,2024-05-28,Pass,0
QC-4569,BATCH-5732,2026-05-01,Pass,0
QC-4570,BATCH-941,2025-07-27,pass,0
QC-4571,BATCH-1970,2026-07-22,pass,0
QC-4572,BATCH-7446,2025-08-17,PASS,0
QC-4573,BATCH-7902,07/23/2026,pass,0
QC-4574,BATCH-5430,2026-09-21,PASS,0
QC-4575,BATCH-5917,2025-07-07,PASS,0
QC-4576,BATCH-1932,2026-08-26,PASS,7
QC-4577,BATCH-4603,09-01-2025,PASS,20
QC-4578,BATCH-4145,11-06-2025,pass,0
QC-4579,BATCH-3020,01/17/2025,fail,0
QC-4580,BATCH-4072,2026-02-04,Pass,0
QC-4581,BATCH-5203,2026-12-02,PASS,0
QC-4582,BATCH-2822,09/15/2025,pass,0
QC-4583,BATCH-1327,09/09/2025,PASS,0
QC-4584,BATCH-3664,2024-06-28,PASS,0
QC-4585,BATCH-3992,14-11-2026,Pass,0
QC-4586,BATCH-7899,2024-02-11,pass,0
QC-4587,BATCH-1295,2026-07-24,fail,0
QC-4588,BATCH-5536,11/02/2025,fail,0
QC-4589,BATCH-2319,21-09-2025,fail,0
QC-4590,BATCH-6824,2025-05-28,PASS,0
