invoice_id,customer_id,quotation_id,invoice_date,due_date,amount,status
MI-1744,MC-1388,Q-220,2026-06-24,2025-07-19,"$1,965,189.00",overdue
MI-1745,MC-422,Q-327,01/15/2024,2026-02-04,176230,PAID
MI-1746,MC-632,Q-183,2025-05-19,2027-04-12,448128,overdue
MI-1747,MC-495,Q-1439,2025-07-16,03/20/2024,1 637 465,pending
MI-1748,MC-463,Q-1371,2024-02-11,2027-10-02,"$1,650,339.00",overdue
MI-1749,MC-1235,Q-1012,2025-07-11,07/26/2025,1716801,OVERDUE
MI-1750,MC-390,Q-833,12/09/2026,2027-04-20,"$496,221.00",overdue
MI-1751,MC-756,Q-1482,09/07/2024,2026-06-09,"$1,773,817.00",overdue
MI-1752,MC-494,Q-475,2025-08-20,2024-05-01,"$1,496,200.00",PAID
MI-1753,MC-861,Q-1398,21-06-2024,2026-02-02,701595,pending
MI-1754,MC-916,Q-1328,26-07-2024,2024-09-13,"$420,275.00",paid
MI-1755,MC-845,Q-375,13-01-2024,10/07/2026,1923618,overdue
MI-1756,MC-403,Q-612,2026-02-18,10/26/2025,234001,overdue
MI-1757,MC-1025,Q-632,09/02/2024,2027-05-13,"$1,828,644.00",overdue
MI-1758,MC-816,Q-899,2024-08-15,28-04-2025,507295,pending
MI-1759,MC-860,Q-1080,2026-12-10,2027-11-03,1915001,overdue
MI-1760,MC-998,Q-266,21-01-2026,2026-10-28,554974,paid
MI-1761,MC-862,Q-468,03-03-2025,2027-05-21,"813 705,00",overdue
MI-1762,MC-765,Q-1210,2025-12-28,23-06-2024,869282,PAID
MI-1763,MC-496,Q-1145,2024-02-24,20-08-2024,"$556,204.00",PAID
MI-1764,MC-1094,Q-565,10-09-2025,02/26/2024,814409,OVERDUE
MI-1765,MC-710,Q-312,2024-10-20,2025-11-06,"$816,548.00",OVERDUE
MI-1766,MC-308,Q-863,2026-04-12,09/08/2026,541674,pending
MI-1767,MC-6,Q-500,2025-03-05,02/13/2026,"$1,930,152.00",paid
MI-1768,MC-514,Q-1248,2025-11-15,2027-06-14,"$835,875.00",overdue
MI-1769,MC-1,Q-1417,12/02/2024,24-05-2025,"$1,598,616.00",OVERDUE
MI-1770,MC-483,Q-764,16-12-2024,2027-12-04,1217016,overdue
MI-1771,MC-663,Q-687,08/09/2025,10/09/2024,483636,paid
MI-1772,MC-524,Q-110,2025-12-13,2027-06-22,1 642 647,overdue
MI-1773,MC-1138,Q-799,2024-04-01,01-06-2025,694132,PAID
MI-1774,MC-1215,Q-848,2026-02-11,06-01-2024,1554881,paid
MI-1775,MC-775,Q-1294,2025-11-28,2025-04-08,"$539,238.00",PAID
MI-1776,MC-850,Q-568,12/13/2026,26-11-2026,1752808,OVERDUE
MI-1777,MC-903,Q-710,21-03-2025,10/04/2024,515 901,OVERDUE
MI-1778,MC-868,Q-619,2025-05-01,16-05-2026,"$1,741,431.00",PAID
MI-1779,MC-893,Q-783,02/03/2025,2027-07-15,"$457,114.00",overdue
MI-1780,MC-311,Q-50,2024-12-02,2025-02-28,1 207 006,pending
MI-1781,MC-290,Q-1321,03-12-2024,2027-01-05,58 926,overdue
MI-1782,MC-1193,Q-392,03/25/2024,2025-06-10,"$444,078.00",OVERDUE
MI-1783,MC-994,Q-311,02/01/2025,2027-07-23,"$258,425.00",overdue
MI-1784,MC-1250,Q-1198,07/17/2026,03-03-2025,1958166,paid
MI-1785,MC-422,Q-1453,01/25/2025,2024-03-22,770392,overdue
MI-1786,MC-906,Q-341,06/25/2025,2024-11-19,"$1,772,502.00",overdue
MI-1787,MC-667,Q-721,09/03/2024,11/26/2025,1889656,overdue
MI-1788,MC-402,Q-1057,06/18/2026,03-11-2025,"$90,233.00",PAID
MI-1789,MC-472,Q-1256,2026-06-10,10/17/2025,1051255,overdue
MI-1790,MC-300,Q-1394,03-04-2025,2027-08-16,412087,overdue
MI-1791,MC-967,Q-170,06/24/2025,06-06-2026,1138940,OVERDUE
MI-1792,MC-486,Q-1040,06/07/2026,2027-02-06,776 081,overdue
MI-1793,MC-829,Q-916,07-04-2026,2025-09-09,1258807,paid
MI-1794,MC-1354,Q-430,15-04-2024,2027-08-24,"1 980 564,00",overdue
MI-1795,MC-1395,Q-565,03/06/2024,2026-02-20,"1 359 175,00",overdue
MI-1796,MC-120,Q-271,06-01-2024,24-02-2024,107689,paid
MI-1797,MC-1047,Q-268,2026-11-24,07/19/2025,708623,pending
MI-1798,MC-290,Q-919,06/23/2026,2024-08-08,"$1,054,833.00",overdue
MI-1799,MC-1272,Q-1047,2026-11-11,2025-04-16,296065,PAID
MI-1800,MC-399,Q-189,03-06-2026,2026-08-06,346712,OVERDUE
MI-1801,MC-1299,Q-112,2024-04-23,2027-09-17,"$411,953.00",overdue
MI-1802,MC-627,Q-866,04/09/2026,02/18/2026,1369504,paid
MI-1803,MC-491,Q-612,05-03-2024,2027-03-07,801997,overdue
MI-1804,MC-372,Q-309,2024-01-09,08/28/2024,1 827 898,PAID
MI-1805,MC-828,Q-1178,2026-01-04,2027-09-25,1209375,overdue
MI-1806,MC-1072,Q-491,27-02-2026,07/11/2024,422 344,pending
MI-1807,MC-1197,Q-1201,2024-02-18,11-12-2025,"$1,763,341.00",PAID
MI-1808,MC-558,Q-72,06/18/2025,2026-02-06,564 747,PAID
MI-1809,MC-1322,Q-634,03/25/2025,12/12/2026,1 829 919,OVERDUE
MI-1810,MC-314,Q-989,2026-06-23,2024-09-27,179380,overdue
MI-1811,MC-590,Q-123,2026-09-08,05/28/2025,1343660,pending
MI-1812,MC-1201,Q-1417,03/24/2025,2027-10-18,250537,overdue
MI-1813,MC-1369,Q-608,2024-09-12,2025-11-18,30638,overdue
MI-1814,MC-401,Q-97,03-03-2025,2027-04-08,87945,overdue
MI-1815,MC-347,Q-281,2026-06-17,2024-07-27,855 866,OVERDUE
MI-1816,MC-891,Q-513,13-04-2024,2027-10-26,"$1,353,413.00",overdue
MI-1817,MC-879,Q-844,02/14/2024,13-02-2025,204548,PAID
MI-1818,MC-310,Q-87,2024-05-07,03/11/2026,1514718,overdue
MI-1819,MC-528,Q-98,23-06-2026,2026-03-22,"$1,750,146.00",pending
MI-1820,MC-659,Q-113,04-08-2025,17-09-2025,"$1,750,126.00",OVERDUE
MI-1821,MC-757,Q-607,2025-12-10,03/20/2025,222 461,pending
MI-1822,MC-1097,Q-796,2026-12-03,2026-06-10,691514,pending
MI-1823,MC-1286,Q-737,2025-12-02,2027-11-19,289114,overdue
MI-1824,MC-393,Q-1245,2026-05-01,12/08/2026,1 859 634,pending
MI-1825,MC-1242,Q-386,2024-02-24,2027-05-09,1085009,overdue
MI-1826,MC-853,Q-307,07/26/2025,03-04-2026,977 642,OVERDUE
MI-1827,MC-564,Q-1441,2026-05-12,2027-11-27,"$1,797,291.00",overdue
MI-1828,MC-564,Q-420,02-09-2026,2024-10-27,950821,OVERDUE
MI-1829,MC-1074,Q-1145,01-06-2025,2026-01-07,1275533,PAID
MI-1830,MC-662,Q-684,2026-02-07,2025-08-16,327742,paid
MI-1831,MC-747,Q-629,02/14/2024,04/22/2026,"$1,923,024.00",paid
MI-1832,MC-999,Q-163,2025-03-02,07-07-2025,"$760,569.00",OVERDUE
MI-1833,MC-526,Q-1195,2024-09-20,2026-04-09,212453,paid
MI-1834,MC-118,Q-858,2026-11-26,2027-12-20,"1 146 186,00",overdue
MI-1835,MC-535,Q-1033,2024-05-11,2025-09-23,339149,PAID
MI-1836,MC-1039,Q-1123,2026-12-16,2027-06-10,1 047 394,overdue
MI-1837,MC-495,Q-1349,2026-03-13,09/14/2025,1622337,paid
MI-1838,MC-958,Q-1456,04/10/2026,2027-12-28,"46 338,00",overdue
MI-1839,MC-878,Q-740,04/15/2026,01/05/2026,"$1,004,531.00",OVERDUE
MI-1840,MC-1238,Q-241,2024-12-14,2024-08-08,1776607,paid
MI-1841,MC-393,Q-607,04-04-2025,05/01/2024,973376,OVERDUE
MI-1842,MC-1177,Q-820,2026-08-18,06/10/2025,1 546 268,paid
MI-1843,MC-1223,Q-1034,2025-02-14,06/08/2024,354841,overdue
MI-1844,MC-379,Q-665,2025-06-16,12-05-2026,316005,OVERDUE
MI-1845,MC-849,Q-1121,2025-08-06,2027-01-21,1289968,overdue
MI-1846,MC-344,Q-297,2026-01-22,2025-01-26,1989981,pending
MI-1847,MC-337,Q-418,2025-12-07,2027-07-11,487 682,overdue
MI-1848,MC-1027,Q-67,12-12-2025,2025-09-25,"$725,239.00",paid
MI-1849,MC-1364,Q-772,16-01-2025,2027-01-01,"$1,892,001.00",overdue
MI-1850,MC-885,Q-1448,02/05/2026,2025-11-11,"846 940,00",paid
MI-1851,MC-1126,Q-909,2026-03-12,03-02-2024,870680,paid
MI-1852,MC-517,Q-675,02/21/2024,11/22/2026,"$772,162.00",paid
MI-1853,MC-1222,Q-556,10/19/2024,25-09-2024,"$1,691,411.00",PAID
MI-1854,MC-1204,Q-892,2025-11-10,08-12-2025,1424893,PAID
MI-1855,MC-926,Q-1,03/23/2026,2025-06-21,1099553,overdue
MI-1856,MC-467,Q-21,2026-06-22,2027-02-22,"$640,976.00",overdue
MI-1857,MC-717,Q-946,2025-06-15,20-12-2025,"$1,307,942.00",OVERDUE
MI-1858,MC-1112,Q-910,2025-04-01,2027-08-12,"$1,634,769.00",overdue
MI-1859,MC-508,Q-283,22-06-2025,2025-10-27,"$1,151,040.00",OVERDUE
MI-1860,MC-841,Q-19,2026-05-11,2027-02-02,"$1,369,760.00",overdue
MI-1861,MC-1204,Q-1288,02-05-2026,12/11/2026,1097654,overdue
MI-1862,MC-501,Q-495,06/08/2024,02-02-2025,1671945,pending
MI-1863,MC-388,Q-1192,09/05/2024,23-11-2025,"$262,662.00",paid
MI-1864,MC-768,Q-929,11/25/2025,27-04-2025,"$1,487,408.00",PAID
MI-1865,MC-412,Q-96,20-12-2026,2024-06-01,"925 017,00",paid
MI-1866,MC-451,Q-1252,23-01-2024,2024-06-03,"46 986,00",paid
MI-1867,MC-578,Q-210,2026-08-23,2027-03-23,"741 094,00",overdue
MI-1868,MC-970,Q-366,2025-02-12,2025-03-13,1787415,PAID
MI-1869,MC-838,Q-314,2025-02-23,2027-09-13,"$706,486.00",overdue
MI-1870,MC-364,Q-708,2025-03-28,2025-06-09,1 185 615,OVERDUE
MI-1871,MC-1183,Q-585,2025-01-11,2027-03-03,773706,overdue
MI-1872,MC-950,Q-818,2026-08-25,2025-08-22,"$1,319,245.00",paid
MI-1873,MC-954,Q-241,28-11-2026,2025-07-03,653182,pending
MI-1874,MC-1120,Q-136,2025-08-01,2024-10-17,1 477 577,pending
MI-1875,MC-142,Q-1076,2024-03-09,19-10-2026,1251090,PAID
MI-1876,MC-473,Q-1392,2026-03-12,06-10-2025,724212,overdue
MI-1877,MC-1046,Q-460,2026-09-27,2024-03-22,"$163,983.00",pending
MI-1878,MC-352,Q-281,2025-08-23,2027-04-24,"1 073 726,00",overdue
MI-1879,MC-523,Q-1228,01/26/2024,10/09/2026,1262293,paid
MI-1880,MC-1138,Q-664,2025-07-14,2027-10-14,1076153,overdue
MI-1881,MC-602,Q-828,2024-11-21,04-09-2026,"$1,667,488.00",overdue
MI-1882,MC-998,Q-78,01/06/2024,2027-04-04,"$73,889.00",overdue
MI-1883,MC-1085,Q-19,2024-06-17,2025-07-22,1140370,OVERDUE
MI-1884,MC-735,Q-156,2025-12-28,2026-12-20,"$399,693.00",pending
MI-1885,MC-485,Q-1494,2024-01-27,07/05/2025,1290315,OVERDUE
MI-1886,MC-718,Q-1099,04/12/2024,2024-08-10,538676,pending
MI-1887,MC-921,Q-1458,2026-03-08,10/10/2024,1715316,OVERDUE
MI-1888,MC-695,Q-432,05/03/2025,11/25/2025,"$924,431.00",paid
MI-1889,MC-437,Q-1009,2025-03-03,2027-05-25,"1 560 481,00",overdue
MI-1890,MC-954,Q-1236,08/26/2024,2026-05-11,357 606,paid
MI-1891,MC-716,Q-430,16-01-2025,2027-11-15,1675246,overdue
MI-1892,MC-1211,Q-1465,2025-09-11,18-09-2026,"$279,744.00",PAID
MI-1893,MC-630,Q-847,2024-05-22,2027-05-05,1692814,overdue
MI-1894,MC-511,Q-308,04/05/2026,2026-01-12,74 350,PAID
MI-1895,MC-1036,Q-633,04/19/2026,06/04/2025,"$264,579.00",overdue
MI-1896,MC-1297,Q-908,2025-02-20,2026-01-19,"$1,362,511.00",pending
MI-1897,MC-877,Q-398,06/16/2025,18-08-2026,418566,overdue
MI-1898,MC-824,Q-114,2025-09-08,22-08-2025,"$1,494,428.00",PAID
MI-1899,MC-957,Q-1369,02/10/2025,05-09-2024,"$541,117.00",pending
MI-1900,MC-917,Q-1196,2025-06-17,2027-06-26,313314,overdue
MI-1901,MC-447,Q-1155,2024-11-11,08/18/2025,597342,OVERDUE
MI-1902,MC-745,Q-214,2026-08-03,2027-12-16,"$1,100,636.00",overdue
MI-1903,MC-531,Q-1380,08/13/2024,06-03-2025,1 888 367,OVERDUE
MI-1904,MC-513,Q-1012,2024-03-25,2027-06-06,437829,overdue
MI-1905,MC-842,Q-730,09/04/2024,14-10-2024,"1 883 137,00",paid
MI-1906,MC-442,Q-936,12/06/2026,23-04-2026,1 067 912,pending
MI-1907,MC-855,Q-10,2024-09-12,12/02/2024,1115452,PAID
MI-1908,MC-660,Q-532,06/20/2025,2024-09-14,"$344,668.00",PAID
MI-1909,MC-147,Q-331,01/15/2024,10-12-2026,1982855,OVERDUE
MI-1910,MC-853,Q-577,02/18/2026,09/04/2024,"$1,171,547.00",pending
MI-1911,MC-597,Q-83,2024-01-10,2027-07-27,"$254,356.00",overdue
MI-1912,MC-1393,Q-401,06/26/2025,19-05-2026,1 132 238,pending
MI-1913,MC-1302,Q-1438,09/21/2025,2027-01-17,435685,overdue
MI-1914,MC-875,Q-211,09/13/2025,2026-08-09,"48 500,00",PAID
MI-1915,MC-370,Q-553,2024-07-06,2027-07-07,"661 524,00",overdue
MI-1916,MC-9,Q-690,2025-05-24,2025-01-12,"$67,407.00",overdue
MI-1917,MC-768,Q-1254,14-02-2025,2024-01-02,"$63,139.00",PAID
MI-1918,MC-302,Q-1490,04/08/2026,2024-08-27,"$1,394,052.00",paid
MI-1919,MC-729,Q-625,2025-02-11,2026-04-10,1911601,overdue
MI-1920,MC-1356,Q-573,01/12/2026,09/12/2024,897444,overdue
MI-1921,MC-831,Q-1396,2024-02-28,01-01-2024,1960112,overdue
MI-1922,MC-873,Q-1101,01/26/2026,2027-08-28,"52 472,00",overdue
MI-1923,MC-695,Q-862,12/22/2024,11/12/2025,545166,overdue
MI-1924,MC-1171,Q-879,04/14/2024,2027-02-18,69486,overdue
MI-1925,MC-574,Q-1424,2025-06-27,18-06-2026,85443,paid
MI-1926,MC-833,Q-348,2025-12-07,2027-08-08,1916174,overdue
MI-1927,MC-1353,Q-953,2024-05-11,2025-02-23,400614,PAID
MI-1928,MC-732,Q-1087,2026-03-06,2024-11-11,1 722 749,paid
MI-1929,MC-1243,Q-1354,03/03/2024,2026-10-01,"$885,148.00",overdue
MI-1930,MC-548,Q-1457,2025-12-13,06/02/2025,185262,overdue
MI-1931,MC-433,Q-1353,16-05-2024,2025-12-25,1 704 208,OVERDUE
MI-1932,MC-547,Q-1050,26-07-2024,2024-10-25,1665939,paid
MI-1933,MC-1042,Q-98,02/25/2024,2027-09-01,1438460,overdue
MI-1934,MC-435,Q-809,01/23/2024,04/11/2026,1008265,PAID
MI-1935,MC-1203,Q-1039,2025-10-20,2027-03-19,1454834,overdue
MI-1936,MC-1395,Q-801,2024-10-15,2026-09-21,217604,paid
MI-1937,MC-1051,Q-1341,26-02-2026,2027-09-09,1 723 324,overdue
MI-1938,MC-474,Q-1343,02/11/2025,11/02/2024,"540 756,00",paid
MI-1939,MC-1129,Q-90,2025-02-27,2025-02-05,"$412,550.00",OVERDUE
MI-1940,MC-451,Q-251,2025-01-08,2026-02-14,473722,OVERDUE
MI-1941,MC-391,Q-503,2026-05-17,10/16/2025,1698744,PAID
MI-1942,MC-140,Q-247,2025-09-25,2024-11-10,650142,overdue
MI-1943,MC-143,Q-1261,2025-09-04,08/05/2026,1 935 543,paid
MI-1944,MC-618,Q-154,06/02/2024,2027-10-02,"$1,735,570.00",overdue
MI-1945,MC-1293,Q-148,12/27/2025,2026-10-08,320452,paid
MI-1946,MC-1175,Q-36,2026-05-11,2027-04-20,895425,overdue
MI-1947,MC-992,Q-119,2025-02-05,2024-11-14,"$354,080.00",overdue
MI-1948,MC-1143,Q-1488,2024-10-19,2027-10-10,619418,overdue
MI-1949,MC-593,Q-819,2026-05-10,2025-03-23,883 907,PAID
MI-1950,MC-513,Q-423,05/22/2024,2024-06-01,"1 901 968,00",overdue
MI-1951,MC-1123,Q-817,10/08/2024,05/13/2026,"1 275 404,00",PAID
MI-1952,MC-1158,Q-1019,04/07/2025,12-03-2026,"$1,925,938.00",pending
MI-1953,MC-1277,Q-197,05/10/2026,2025-12-24,"$1,237,350.00",OVERDUE
MI-1954,MC-1346,Q-1339,2024-01-04,10/10/2026,"$1,113,827.00",PAID
MI-1955,MC-907,Q-938,2025-08-25,2027-11-03,"$1,993,880.00",overdue
MI-1956,MC-772,Q-121,25-01-2024,2024-03-06,"1 980 803,00",paid
MI-1957,MC-658,Q-542,2024-03-01,2027-05-21,669795,overdue
MI-1958,MC-1276,Q-216,12/04/2024,04-11-2024,1806771,overdue
MI-1959,MC-956,Q-1187,07/20/2026,2027-11-11,473 104,overdue
MI-1960,MC-1062,Q-1089,2025-11-22,2025-04-04,651547,pending
MI-1961,MC-565,Q-294,02/12/2026,10-10-2026,1654542,OVERDUE
MI-1962,MC-730,Q-632,2025-11-21,09-03-2026,455 993,OVERDUE
MI-1963,MC-964,Q-1383,24-09-2025,2025-08-25,"$271,310.00",overdue
MI-1964,MC-540,Q-1242,17-04-2025,2025-10-08,139975,PAID
MI-1965,MC-720,Q-543,01/10/2025,2026-10-15,1887352,PAID
MI-1966,MC-485,Q-460,07/26/2024,2027-12-04,1 046 294,overdue
MI-1967,MC-639,Q-251,19-07-2024,2025-04-28,"1 728 441,00",PAID
MI-1968,MC-837,Q-1006,12/01/2024,2027-06-22,1002553,overdue
MI-1969,MC-1131,Q-824,2025-07-15,03/17/2025,"$1,163,625.00",paid
MI-1970,MC-1076,Q-1133,2024-07-10,2027-12-12,"445 951,00",overdue
MI-1971,MC-1016,Q-257,2024-05-16,2026-06-10,213714,PAID
MI-1972,MC-1250,Q-1062,2024-08-16,09-09-2026,1574372,OVERDUE
MI-1973,MC-981,Q-760,2024-04-25,12/03/2026,657672,pending
MI-1974,MC-1322,Q-134,04-01-2026,2026-10-23,"$1,240,879.00",PAID
MI-1975,MC-899,Q-1080,09/24/2024,2026-02-07,"$1,191,875.00",paid
MI-1976,MC-631,Q-1055,11/17/2024,2024-12-16,1663572,PAID
MI-1977,MC-879,Q-639,2024-05-03,2027-01-05,"$606,264.00",overdue
MI-1978,MC-1225,Q-188,2025-11-09,2025-10-01,"$1,779,947.00",paid
MI-1979,MC-1128,Q-758,03/04/2026,2027-07-23,482064,overdue
MI-1980,MC-1319,Q-749,2024-12-15,08/15/2026,"$1,546,915.00",OVERDUE
MI-1981,MC-751,Q-1424,2024-07-23,2027-01-13,"128 863,00",overdue
MI-1982,MC-374,Q-886,12/01/2024,2024-05-01,1743818,PAID
MI-1983,MC-498,Q-1248,2024-07-04,22-03-2026,"$1,649,660.00",paid
MI-1984,MC-663,Q-120,01/26/2025,2024-06-02,"$1,358,998.00",overdue
MI-1985,MC-410,Q-234,09/12/2025,09/16/2024,"$1,513,094.00",PAID
MI-1986,MC-465,Q-712,2025-11-27,07/23/2025,1126566,paid
MI-1987,MC-388,Q-143,2025-07-07,2025-10-07,"302 022,00",paid
MI-1988,MC-940,Q-939,2025-01-26,2027-02-06,"$835,454.00",overdue
MI-1989,MC-678,Q-1014,19-10-2026,06-02-2025,"163 759,00",overdue
MI-1990,MC-797,Q-874,12/09/2026,2027-08-24,1614609,overdue
MI-1991,MC-133,Q-1079,2026-10-14,2026-07-11,783559,paid
MI-1992,MC-633,Q-926,06-10-2025,2027-02-14,897864,overdue
MI-1993,MC-669,Q-1252,2026-01-25,09/07/2024,1384179,PAID
MI-1994,MC-1371,Q-571,07/25/2024,2024-11-20,"1 271 192,00",OVERDUE
MI-1995,MC-364,Q-1064,2025-01-28,01/04/2026,"1 044 101,00",paid
MI-1996,MC-1350,Q-8,01/13/2025,02/02/2026,495 962,PAID
MI-1997,MC-1250,Q-636,05/20/2026,03/03/2026,"$747,673.00",paid
MI-1998,MC-879,Q-494,2026-10-25,2026-11-23,536123,overdue
MI-1999,MC-493,Q-1432,09/26/2025,2027-03-07,813845,overdue
MI-2000,MC-974,Q-841,04-03-2024,01/12/2025,"$158,750.00",PAID
MI-2001,MC-1105,Q-184,2026-01-01,2027-09-25,30621,overdue
MI-2002,MC-1180,Q-239,06/19/2026,12/15/2025,1 896 208,OVERDUE
MI-2003,MC-756,Q-1146,2024-05-17,2027-03-15,1578459,overdue
MI-2004,MC-751,Q-574,11/18/2026,03/21/2025,"$1,137,781.00",PAID
MI-2005,MC-133,Q-1411,05/14/2025,2024-06-28,1406079,PAID
MI-2006,MC-1387,Q-1468,2026-02-14,2024-12-10,"$995,251.00",overdue
MI-2007,MC-656,Q-752,2025-10-15,02/26/2024,"$1,720,672.00",pending
MI-2008,MC-1039,Q-921,2026-09-07,2025-09-22,1646810,PAID
MI-2009,MC-666,Q-1341,11/24/2024,13-08-2025,"1 724 004,00",overdue
MI-2010,MC-911,Q-1384,2026-03-05,2027-04-08,536240,overdue
MI-2011,MC-371,Q-1193,06/04/2024,08-09-2024,"405 839,00",paid
MI-2012,MC-1229,Q-1233,10/25/2024,2027-10-26,488102,overdue
MI-2013,MC-1236,Q-1038,2025-09-24,02/25/2026,1263356,OVERDUE
MI-2014,MC-370,Q-976,08/06/2024,2027-04-16,"$1,670,629.00",overdue
MI-2015,MC-1039,Q-925,03/19/2024,08-04-2024,"$1,724,286.00",pending
MI-2016,MC-937,Q-1272,03-04-2025,22-01-2025,123 872,PAID
MI-2017,MC-1127,Q-338,02/01/2024,11/21/2026,"$519,185.00",overdue
MI-2018,MC-487,Q-1195,05/05/2025,2026-12-08,1125828,OVERDUE
MI-2019,MC-538,Q-230,14-01-2025,02/18/2024,327538,PAID
MI-2020,MC-938,Q-382,06-06-2026,08-01-2024,1421070,OVERDUE
MI-2021,MC-301,Q-1202,2026-05-16,2027-05-09,"$1,668,076.00",overdue
MI-2022,MC-675,Q-1207,2024-05-19,14-08-2024,141315,pending
MI-2023,MC-1227,Q-360,2025-09-06,2027-11-27,1767832,overdue
MI-2024,MC-366,Q-1177,10/14/2024,2025-02-14,"$1,223,487.00",OVERDUE
MI-2025,MC-131,Q-508,08-08-2025,2027-05-17,809936,overdue
MI-2026,MC-533,Q-811,2024-10-08,13-01-2024,1867096,PAID
MI-2027,MC-115,Q-529,2025-12-20,2024-12-16,"$1,689,816.00",paid
MI-2028,MC-998,Q-1165,04-06-2024,2024-02-23,"$1,800,014.00",OVERDUE
MI-2029,MC-1223,Q-650,2024-08-01,05-10-2026,"$1,162,458.00",OVERDUE
MI-2030,MC-612,Q-627,2024-01-12,2025-09-04,1016987,OVERDUE
MI-2031,MC-986,Q-818,05/26/2026,2024-10-23,1758305,pending
MI-2032,MC-1167,Q-1239,2024-01-18,2027-06-10,333353,overdue
MI-2033,MC-755,Q-539,02/28/2025,2024-01-10,"$1,674,809.00",PAID
MI-2034,MC-1061,Q-459,2025-07-26,2027-12-28,788 125,overdue
MI-2035,MC-1269,Q-1184,04-05-2024,12/05/2024,"$399,149.00",overdue
MI-2036,MC-894,Q-368,24-02-2026,2027-06-18,716500,overdue
MI-2037,MC-460,Q-1472,2024-04-16,02/22/2025,1 119 728,overdue
MI-2038,MC-1200,Q-776,2026-03-27,2024-10-04,1389671,paid
MI-2039,MC-1319,Q-1327,07/24/2025,2025-11-19,737670,OVERDUE
MI-2040,MC-1002,Q-1267,2024-09-10,2024-06-07,800897,PAID
MI-2041,MC-543,Q-960,11/10/2024,02/03/2025,609498,overdue
MI-2042,MC-322,Q-1351,10-04-2024,03-11-2025,"$1,389,151.00",OVERDUE
MI-2043,MC-751,Q-106,2026-07-07,2027-07-11,1400324,overdue
MI-2044,MC-820,Q-886,2025-07-23,2026-09-19,513003,OVERDUE
MI-2045,MC-567,Q-325,2024-01-13,2027-01-01,"862 589,00",overdue
MI-2046,MC-1297,Q-1496,28-11-2024,08/24/2024,1747452,paid
MI-2047,MC-122,Q-779,2025-08-08,2027-07-19,"$81,648.00",overdue
MI-2048,MC-358,Q-1096,2026-09-18,2024-09-15,"$1,237,986.00",overdue
MI-2049,MC-569,Q-435,2026-06-04,11/03/2026,"$1,228,554.00",OVERDUE
MI-2050,MC-396,Q-823,2025-03-13,2026-08-07,1953672,overdue
MI-2051,MC-771,Q-191,2026-01-21,03/03/2024,"532 168,00",PAID
MI-2052,MC-999,Q-494,17-03-2026,01/18/2024,"$1,282,609.00",overdue
MI-2053,MC-698,Q-62,2026-04-14,2024-05-16,"$20,954.00",overdue
MI-2054,MC-350,Q-60,10/25/2026,2027-08-12,1034077,overdue
MI-2055,MC-818,Q-1261,02/03/2025,10/24/2025,1 468 163,OVERDUE
MI-2056,MC-1375,Q-809,2024-06-06,2027-02-02,"$1,052,307.00",overdue
MI-2057,MC-619,Q-337,2026-11-18,2026-12-05,"819 328,00",OVERDUE
MI-2058,MC-957,Q-1094,2025-10-13,2027-08-20,1888504,overdue
MI-2059,MC-488,Q-15,08-05-2025,2025-04-06,"1 338 111,00",OVERDUE
MI-2060,MC-587,Q-779,2025-08-06,2025-06-02,901 024,PAID
MI-2061,MC-765,Q-921,2026-03-01,2024-06-23,"$1,590,932.00",paid
MI-2062,MC-14,Q-1476,2025-07-02,2025-10-14,1452731,pending
MI-2063,MC-833,Q-640,07/17/2026,2025-04-10,771605,paid
MI-2064,MC-559,Q-213,2024-11-15,2026-11-09,1543103,OVERDUE
MI-2065,MC-741,Q-1177,06/27/2025,2027-09-13,1660806,overdue
MI-2066,MC-123,Q-1420,2025-11-07,08/05/2026,1081278,OVERDUE
MI-2067,MC-295,Q-973,2024-05-22,2027-03-03,"$754,193.00",overdue
MI-2068,MC-601,Q-672,2025-05-17,2024-12-27,553570,PAID
MI-2069,MC-427,Q-1303,2025-01-22,2027-09-21,53112,overdue
MI-2070,MC-949,Q-157,04-09-2024,2025-05-26,1329266,overdue
MI-2071,MC-1229,Q-993,04/23/2026,18-11-2026,1923712,overdue
MI-2072,MC-755,Q-1459,2024-06-01,03/07/2025,1617335,OVERDUE
MI-2073,MC-1181,Q-482,2024-03-16,06/06/2025,504 048,OVERDUE
MI-2074,MC-21,Q-783,01-01-2024,01/26/2024,1749950,PAID
MI-2075,MC-1261,Q-1430,2026-11-02,2024-02-21,835731,overdue
MI-2076,MC-1177,Q-293,05/17/2025,2027-10-14,1133927,overdue
MI-2077,MC-861,Q-866,2024-10-16,11/04/2024,1734741,OVERDUE
MI-2078,MC-791,Q-1286,05/06/2026,2027-04-04,974570,overdue
MI-2079,MC-511,Q-1428,08/16/2024,07/17/2024,"$1,403,407.00",pending
MI-2080,MC-288,Q-1237,06/16/2025,2027-10-22,634121,overdue
MI-2081,MC-1270,Q-1283,05/26/2024,03/14/2025,"199 846,00",OVERDUE
MI-2082,MC-18,Q-602,2024-05-12,2026-07-11,1 254 424,PAID
MI-2083,MC-720,Q-536,2026-05-22,14-12-2026,"$1,825,279.00",pending
MI-2084,MC-1389,Q-678,11/03/2025,16-12-2025,"$661,734.00",pending
MI-2085,MC-617,Q-1169,10/20/2025,05/17/2024,183545,paid
