quotation_id,customer_id,quote_date,valid_until,amount,status
Q-825,MC-300,2025-02-17,2025-03-11,"1 463 490,00",expired
Q-826,MC-882,11/09/2025,04/05/2026,1 324 164,rejected
Q-827,MC-1073,26-12-2025,2025-05-03,1074765,converted
Q-828,MC-463,09/28/2026,10/05/2026,1539743,rejected
Q-829,MC-803,2025-01-18,2024-12-20,"$1,350,807.00",CONVERTED
Q-830,MC-321,06/17/2026,2026-03-06,"901 544,00",expired
Q-831,MC-828,06/08/2026,03/06/2026,"$1,715,211.00",converted
Q-832,MC-1358,2024-04-17,08-08-2025,"$135,323.00",CONVERTED
Q-833,MC-895,2026-07-09,2026-09-05,"$1,466,376.00",CONVERTED
Q-834,MC-1307,24-09-2025,20-09-2025,"$981,989.00",CONVERTED
Q-835,MC-386,12-01-2026,03-12-2026,591842,rejected
Q-836,MC-1162,24-01-2024,22-10-2025,846 988,expired
Q-837,MC-38,2026-11-08,2025-01-09,1 706 241,converted
Q-838,MC-1122,2026-06-27,06-03-2026,985773,expired
Q-839,MC-1097,07/06/2024,06/11/2026,841396,converted
Q-840,MC-1256,01/14/2024,03-11-2024,"$1,319,601.00",rejected
Q-841,MC-31,22-02-2026,2025-08-25,"$1,927,801.00",converted
Q-842,MC-1328,2024-06-20,2026-09-16,1649222,CONVERTED
Q-843,MC-1037,2025-08-10,01/28/2024,351 118,CONVERTED
Q-844,MC-355,08/08/2026,2026-10-27,350688,pending
Q-845,MC-939,2024-03-16,2026-02-02,1851370,pending
Q-846,MC-1181,2026-12-24,05/04/2025,92216,pending
Q-847,MC-901,2026-03-18,01/03/2024,1063236,rejected
Q-848,MC-916,09/01/2026,16-11-2026,1 705 823,rejected
Q-849,MC-133,07-05-2025,2026-11-11,"$647,208.00",expired
Q-850,MC-480,2025-07-01,06-03-2024,1822085,pending
Q-851,MC-1395,2026-08-24,04/19/2026,"1 947 462,00",expired
Q-852,MC-1384,2024-07-05,2025-05-21,905409,CONVERTED
Q-853,MC-1305,03/19/2024,2026-12-08,"208 543,00",pending
Q-854,MC-978,02/28/2024,06/15/2025,168316,expired
Q-855,MC-370,12/15/2026,2025-07-14,33918,expired
Q-856,MC-782,04/05/2026,2025-01-21,"1 969 353,00",expired
Q-857,MC-1008,2026-11-23,2025-12-19,1 219 263,converted
Q-858,MC-1374,2026-01-21,2024-01-07,"$639,039.00",expired
Q-859,MC-956,06/18/2024,05/07/2024,30494,CONVERTED
Q-860,MC-338,2026-10-08,09-06-2024,"$1,612,466.00",expired
Q-861,MC-924,08/12/2024,05-02-2025,1102023,CONVERTED
Q-862,MC-1002,2025-08-01,09/02/2026,"$1,475,106.00",converted
Q-863,MC-511,2025-11-02,24-03-2024,1118240,CONVERTED
Q-864,MC-869,2026-11-02,2026-04-12,"$1,466,351.00",expired
Q-865,MC-754,10/23/2025,04-04-2026,"$261,146.00",CONVERTED
Q-866,MC-668,06/23/2026,02-11-2024,518668,converted
Q-867,MC-285,2025-01-18,2025-12-18,349339,converted
Q-868,MC-646,2025-09-28,2024-08-17,"1 622 799,00",CONVERTED
Q-869,MC-150,24-09-2024,06-09-2024,"$711,282.00",rejected
Q-870,MC-504,2026-01-28,2025-05-05,108596,expired
Q-871,MC-323,2026-01-13,02/06/2024,"$1,212,962.00",rejected
Q-872,MC-785,19-04-2025,2025-04-05,"$531,952.00",converted
Q-873,MC-927,2026-02-21,2025-07-16,35551,expired
Q-874,MC-705,07/08/2026,10/10/2025,745 815,expired
Q-875,MC-788,02/02/2025,07/15/2025,"$1,339,771.00",converted
Q-876,MC-979,2026-01-27,13-01-2026,"$663,920.00",CONVERTED
Q-877,MC-692,2026-08-28,09/05/2025,"$1,866,153.00",CONVERTED
Q-878,MC-1182,2026-03-03,2025-12-06,1223523,rejected
Q-879,MC-1008,08-05-2024,2026-10-28,799 783,converted
Q-880,MC-11,07/28/2025,04-09-2024,979 673,pending
Q-881,MC-1383,2024-07-10,2024-02-21,"$728,928.00",expired
Q-882,MC-798,02-06-2026,09/12/2024,28 080,CONVERTED
Q-883,MC-115,2025-03-09,2024-07-10,1 998 709,expired
Q-884,MC-1359,18-12-2025,09/21/2024,"$420,248.00",CONVERTED
Q-885,MC-843,2026-10-13,2024-04-06,"$1,670,661.00",pending
Q-886,MC-512,09/07/2024,26-09-2024,1238851,expired
Q-887,MC-1334,10/20/2025,2026-09-24,"$269,380.00",expired
Q-888,MC-556,02-03-2025,07/05/2024,518661,rejected
Q-889,MC-1327,2026-12-10,01/05/2026,"260 671,00",expired
Q-890,MC-323,2024-04-23,12/06/2025,"$1,931,327.00",expired
Q-891,MC-346,04/04/2024,2024-12-04,1927554,rejected
Q-892,MC-135,17-01-2026,2026-07-01,371943,expired
Q-893,MC-1134,11/19/2024,2026-10-25,"$982,073.00",rejected
Q-894,MC-1236,2024-08-28,2026-02-04,638465,expired
Q-895,MC-16,2025-09-22,2024-11-06,"$42,656.00",expired
Q-896,MC-658,2025-04-26,24-05-2024,1464219,converted
Q-897,MC-299,07-06-2026,09/15/2026,"$1,630,802.00",rejected
Q-898,MC-1185,2024-05-27,2026-06-01,"$389,330.00",converted
Q-899,MC-1382,2024-06-16,2025-03-26,1359310,expired
Q-900,MC-721,06/21/2025,2026-05-12,"$1,190,409.00",rejected
Q-901,MC-588,2025-12-22,2025-02-20,1074422,CONVERTED
Q-902,MC-1198,2026-05-27,2024-06-02,"$1,276,887.00",expired
Q-903,MC-916,2024-09-24,2025-02-07,"1 390 734,00",pending
Q-904,MC-391,2025-09-28,2024-05-01,1705423,expired
Q-905,MC-1311,10-10-2026,04/01/2026,"$1,871,976.00",converted
Q-906,MC-1100,2024-05-14,2026-04-19,1513340,pending
Q-907,MC-675,01/25/2025,17-08-2024,1417370,rejected
Q-908,MC-1361,17-06-2026,08/12/2026,1840048,pending
Q-909,MC-971,2025-09-04,2025-06-11,268305,rejected
Q-910,MC-643,2026-06-13,07/03/2024,"756 290,00",pending
Q-911,MC-617,2025-02-13,2026-07-27,610361,expired
Q-912,MC-580,2025-04-22,2025-05-11,"$362,696.00",rejected
Q-913,MC-544,2025-06-17,2025-07-02,499558,CONVERTED
Q-914,MC-686,11/22/2026,2024-06-17,"$165,801.00",expired
Q-915,MC-1222,28-01-2024,2025-04-15,"$97,841.00",CONVERTED
Q-916,MC-679,2025-03-22,2026-05-01,"$273,252.00",CONVERTED
Q-917,MC-733,2025-04-13,2024-09-21,1571199,expired
Q-918,MC-1398,28-09-2026,2024-05-02,655578,converted
Q-919,MC-1240,06/07/2024,2024-08-22,1 251 525,expired
Q-920,MC-855,2026-11-13,01/28/2024,1 960 366,expired
Q-921,MC-397,04/25/2025,2024-07-07,1246199,expired
Q-922,MC-352,09/28/2024,2025-01-19,1 736 413,CONVERTED
Q-923,MC-436,12-10-2025,2024-12-18,1 082 362,expired
Q-924,MC-821,06/06/2024,12-03-2025,"$1,343,750.00",pending
Q-925,MC-882,08-04-2024,20-12-2026,1640107,CONVERTED
Q-926,MC-1232,2025-02-01,03-05-2024,582750,pending
Q-927,MC-1027,2024-09-26,01/06/2025,"$953,935.00",CONVERTED
Q-928,MC-1235,18-03-2026,03/08/2026,1650088,expired
Q-929,MC-304,15-12-2024,10/24/2025,532048,expired
Q-930,MC-939,2026-06-11,03/03/2026,"1 517 585,00",pending
Q-931,MC-1151,2025-12-08,08/19/2024,"$1,055,594.00",CONVERTED
Q-932,MC-23,2026-04-26,06/13/2025,"$1,112,637.00",expired
Q-933,MC-146,2026-12-08,12/05/2026,1381234,rejected
Q-934,MC-311,2025-07-05,2025-08-12,1177849,CONVERTED
Q-935,MC-1121,2024-09-19,2026-05-21,"$82,812.00",expired
Q-936,MC-501,04/24/2026,08-04-2024,361871,pending
Q-937,MC-609,08/23/2026,24-02-2024,"1 275 347,00",CONVERTED
Q-938,MC-962,2026-06-16,2026-06-06,"1 377 667,00",rejected
Q-939,MC-1323,2025-05-05,08/11/2026,1283757,rejected
Q-940,MC-957,2025-06-09,2025-08-21,"1 534 811,00",converted
Q-941,MC-632,2024-06-22,14-10-2024,1317529,expired
Q-942,MC-15,2025-03-02,2024-08-22,1308313,pending
Q-943,MC-956,05/21/2024,2026-07-25,640248,pending
Q-944,MC-438,01/25/2026,12/15/2024,"$371,756.00",rejected
Q-945,MC-492,2026-12-01,2024-11-20,481862,pending
Q-946,MC-1354,08-08-2026,2024-08-05,"$694,761.00",rejected
Q-947,MC-1106,2026-05-25,2026-04-07,"771 152,00",rejected
Q-948,MC-1393,2025-03-16,16-03-2024,1416021,expired
Q-949,MC-806,15-05-2025,2024-01-26,"$1,696,377.00",pending
Q-950,MC-519,11/20/2026,2024-02-02,461661,expired
Q-951,MC-780,03/03/2024,09/11/2024,"$1,590,165.00",CONVERTED
Q-952,MC-542,2025-05-01,25-04-2026,"$1,306,315.00",CONVERTED
Q-953,MC-1075,04/17/2026,05/28/2024,310061,pending
Q-954,MC-112,2024-09-02,07/06/2026,135346,rejected
Q-955,MC-919,2025-12-19,2024-12-09,"$1,843,694.00",converted
Q-956,MC-907,03/20/2024,04/01/2025,1509630,expired
Q-957,MC-847,04/28/2026,2025-07-24,66945,pending
Q-958,MC-624,18-01-2026,2024-05-25,"$149,239.00",CONVERTED
Q-959,MC-677,2024-11-16,2024-11-19,"1 502 671,00",pending
Q-960,MC-398,2024-05-20,05/01/2026,823056,pending
Q-961,MC-650,12/20/2025,09/06/2026,"$267,220.00",expired
Q-962,MC-1309,12/21/2026,2024-02-26,"1 059 506,00",rejected
Q-963,MC-1193,03/08/2024,2025-07-04,711755,rejected
Q-964,MC-1205,05/16/2026,2026-08-23,"$1,177,667.00",expired
Q-965,MC-851,26-10-2026,07/03/2024,733686,expired
Q-966,MC-558,2026-02-17,2026-04-04,222 464,pending
Q-967,MC-487,2026-07-13,05/28/2025,932079,converted
Q-968,MC-1241,08/25/2024,05/12/2026,1103249,CONVERTED
Q-969,MC-429,06/25/2024,07/08/2026,1158811,pending
Q-970,MC-442,2026-03-11,2026-06-26,"$1,008,119.00",expired
Q-971,MC-285,05/11/2025,06/22/2024,393 192,rejected
Q-972,MC-1398,11/06/2025,2025-10-16,1655741,expired
Q-973,MC-901,2024-12-28,13-08-2026,1109465,CONVERTED
Q-974,MC-590,27-07-2025,25-01-2025,144470,pending
Q-975,MC-1023,2025-11-28,2026-01-15,"$1,899,019.00",expired
Q-976,MC-1176,01-10-2025,2024-12-19,"1 587 922,00",expired
Q-977,MC-125,11/26/2026,12-04-2025,918 072,CONVERTED
Q-978,MC-284,2025-04-23,11/11/2025,729097,pending
Q-979,MC-1360,2026-12-18,20-09-2026,"216 122,00",converted
Q-980,MC-903,2026-09-04,09-03-2026,265895,converted
Q-981,MC-1161,2026-07-15,10/21/2024,506474,expired
Q-982,MC-292,2025-11-04,05-03-2026,270975,CONVERTED
Q-983,MC-455,2026-02-20,2025-05-07,904765,rejected
Q-984,MC-1353,2025-01-06,10/01/2026,"$459,724.00",rejected
Q-985,MC-866,19-10-2024,2025-06-10,"682 218,00",expired
Q-986,MC-645,03-05-2025,2024-09-24,"845 357,00",converted
Q-987,MC-859,2025-11-03,03-06-2025,1469793,pending
Q-988,MC-1376,2025-12-06,25-12-2024,1195297,rejected
Q-989,MC-940,2025-08-22,04/27/2024,1 522 210,pending
Q-990,MC-307,02/12/2025,14-11-2026,"$519,259.00",converted
Q-991,MC-645,07/17/2025,04/19/2024,1471229,rejected
Q-992,MC-1253,2026-10-21,2024-10-13,1996987,pending
Q-993,MC-1399,01/27/2024,2024-06-04,"$1,146,923.00",expired
Q-994,MC-1155,2025-05-13,2026-04-27,"$472,738.00",CONVERTED
Q-995,MC-360,11/05/2024,09/15/2024,"$249,480.00",converted
Q-996,MC-533,11/28/2026,03-11-2025,1301590,converted
Q-997,MC-698,2026-09-28,2024-08-19,"$1,946,963.00",expired
Q-998,MC-457,06/14/2025,2024-01-10,1853427,converted
Q-999,MC-1147,21-05-2025,2026-03-12,"1 087 777,00",pending
Q-1000,MC-22,2024-08-20,17-01-2025,278 297,expired
Q-1001,MC-838,2025-06-14,11/16/2024,721 140,rejected
Q-1002,MC-3,2024-04-28,08-07-2026,756128,pending
Q-1003,MC-792,2026-11-28,19-11-2024,881 518,rejected
Q-1004,MC-115,12/03/2026,2025-05-22,1657820,rejected
Q-1005,MC-995,2025-02-24,11/14/2024,"$339,631.00",converted
Q-1006,MC-1175,18-09-2025,19-02-2024,416164,CONVERTED
Q-1007,MC-285,11/24/2024,03/28/2025,"$1,696,326.00",CONVERTED
Q-1008,MC-1012,2025-01-08,12-05-2025,191421,converted
Q-1009,MC-288,2026-11-03,2025-05-07,1209488,expired
Q-1010,MC-4,2026-03-14,2025-08-28,1754437,expired
Q-1011,MC-118,2024-07-04,09-10-2025,810168,rejected
Q-1012,MC-966,2024-11-22,05/05/2024,1436606,rejected
Q-1013,MC-1362,2024-06-11,2025-05-08,1 632 817,pending
Q-1014,MC-864,2026-01-10,2024-10-12,"797 698,00",expired
Q-1015,MC-683,2024-02-28,10-10-2026,463533,converted
Q-1016,MC-520,10-03-2024,2025-11-26,966402,pending
Q-1017,MC-469,2026-09-07,01/19/2024,"$1,577,989.00",expired
Q-1018,MC-1358,01/07/2026,10/02/2025,188603,expired
Q-1019,MC-625,13-12-2026,2026-07-26,"$1,985,851.00",pending
Q-1020,MC-314,2024-12-22,04/25/2026,762262,CONVERTED
Q-1021,MC-116,03/01/2026,09/17/2026,1533878,pending
Q-1022,MC-679,04/02/2026,2025-10-13,"1 066 486,00",expired
Q-1023,MC-1191,2025-02-03,10/14/2026,67720,rejected
Q-1024,MC-1017,2024-07-05,2025-11-28,1628103,expired
Q-1025,MC-903,2024-02-17,02-02-2024,248805,expired
Q-1026,MC-1282,2026-06-22,07-03-2026,825 702,pending
Q-1027,MC-1106,2026-05-22,04/03/2026,474680,CONVERTED
Q-1028,MC-1351,10/15/2025,16-03-2026,693038,pending
Q-1029,MC-1023,07/26/2024,18-01-2024,1709159,expired
Q-1030,MC-511,2024-09-14,2025-01-20,"$413,145.00",expired
Q-1031,MC-464,27-09-2025,2026-01-22,"$205,615.00",converted
Q-1032,MC-1365,2026-04-04,06/02/2024,"$775,735.00",rejected
Q-1033,MC-358,04/14/2024,03/26/2026,483254,CONVERTED
Q-1034,MC-657,06-02-2025,06/20/2024,1939399,CONVERTED
Q-1035,MC-559,2024-03-05,2026-07-24,796 253,converted
Q-1036,MC-911,2025-05-24,2025-08-06,1 147 556,pending
Q-1037,MC-21,2025-03-10,2025-04-11,"$783,816.00",rejected
Q-1038,MC-1185,2026-11-21,05-01-2024,"$1,308,315.00",CONVERTED
Q-1039,MC-1309,2026-09-14,07/27/2025,979 736,pending
Q-1040,MC-1349,2024-03-14,04/01/2025,"$1,437,560.00",rejected
Q-1041,MC-1014,09/26/2024,02/19/2024,1701077,converted
Q-1042,MC-1290,12/03/2026,2025-12-12,"$1,848,993.00",rejected
Q-1043,MC-1190,2025-01-20,12-04-2025,249097,converted
Q-1044,MC-1192,22-04-2026,08/17/2025,"357 146,00",CONVERTED
Q-1045,MC-475,2024-10-04,2026-10-18,"$91,325.00",converted
Q-1046,MC-15,06/12/2025,2025-08-13,1043036,converted
Q-1047,MC-655,2025-07-23,2025-02-25,247383,pending
Q-1048,MC-1335,02-06-2026,12/07/2024,1 583 369,converted
Q-1049,MC-572,2024-05-21,2026-10-10,"$906,568.00",converted
Q-1050,MC-115,2025-12-12,11-04-2026,"$1,187,216.00",expired
Q-1051,MC-959,2026-04-08,2025-02-28,594125,pending
Q-1052,MC-1281,08-03-2026,10/15/2026,246027,pending
Q-1053,MC-1046,08/15/2026,11-05-2026,"$491,381.00",expired
Q-1054,MC-1337,2025-06-03,2025-09-22,1281365,expired
Q-1055,MC-1068,19-04-2026,2026-11-14,"$595,243.00",expired
Q-1056,MC-1245,12-08-2026,2026-10-13,"$1,184,718.00",CONVERTED
Q-1057,MC-378,2025-05-12,2024-01-22,481079,rejected
Q-1058,MC-761,2025-10-21,2026-10-28,1430817,rejected
Q-1059,MC-389,20-08-2025,02/08/2025,1071921,pending
Q-1060,MC-1152,2026-04-13,2024-07-21,1679238,rejected
Q-1061,MC-1238,2024-09-23,2026-12-01,"$1,374,026.00",pending
Q-1062,MC-565,2024-04-19,2025-02-14,1 211 814,pending
Q-1063,MC-305,2026-03-02,2025-02-08,1581849,converted
Q-1064,MC-517,16-04-2026,2025-06-13,"$1,493,547.00",converted
Q-1065,MC-1221,10/04/2026,2025-04-09,"1 776 801,00",pending
Q-1066,MC-1106,2026-07-02,03/22/2024,"1 484 638,00",expired
Q-1067,MC-965,05-01-2025,2024-10-06,910268,rejected
Q-1068,MC-409,05/04/2026,2025-02-25,1691066,CONVERTED
Q-1069,MC-573,2026-04-10,2024-01-16,"$992,131.00",converted
Q-1070,MC-862,2025-10-28,2024-09-20,1037452,expired
Q-1071,MC-427,2024-04-13,2026-11-28,986718,CONVERTED
Q-1072,MC-791,2025-05-21,14-04-2026,1329067,pending
Q-1073,MC-663,2024-07-13,24-04-2025,"1 821 352,00",rejected
Q-1074,MC-1206,19-04-2026,12-09-2026,"$1,015,238.00",CONVERTED
Q-1075,MC-535,26-03-2026,16-07-2024,183585,expired
Q-1076,MC-890,05-05-2026,2024-04-18,796025,CONVERTED
Q-1077,MC-1172,2026-08-22,2025-04-07,"$1,823,185.00",rejected
Q-1078,MC-653,2026-05-20,05/05/2025,"179 807,00",expired
Q-1079,MC-1166,26-01-2026,09-04-2026,374368,pending
Q-1080,MC-1261,2025-04-06,23-02-2024,1583459,pending
Q-1081,MC-115,17-08-2024,06/17/2026,"$1,855,023.00",converted
Q-1082,MC-819,03/24/2025,2025-07-21,1148628,converted
Q-1083,MC-905,05/02/2024,02/13/2026,1282140,expired
Q-1084,MC-583,05/18/2024,06/03/2026,"$1,852,356.00",pending
Q-1085,MC-448,04/10/2026,09/24/2024,"1 659 878,00",CONVERTED
Q-1086,MC-846,2025-04-20,2024-07-12,1271372,expired
Q-1087,MC-1333,2025-11-28,2024-03-01,"92 331,00",CONVERTED
Q-1088,MC-18,2025-11-05,12/23/2026,1255615,CONVERTED
Q-1089,MC-903,2024-03-09,14-01-2024,"$726,003.00",CONVERTED
Q-1090,MC-1022,2026-10-03,2025-03-20,"$630,151.00",expired
Q-1091,MC-288,18-05-2024,2026-09-15,"$319,797.00",CONVERTED
Q-1092,MC-373,11/12/2024,2026-02-23,1198970,rejected
Q-1093,MC-726,2025-07-22,11/22/2026,209 451,expired
Q-1094,MC-1067,2026-12-19,28-09-2024,"$551,156.00",expired
Q-1095,MC-978,01/12/2026,25-02-2024,"$553,250.00",expired
Q-1096,MC-1203,07/15/2025,09/24/2026,"$1,861,969.00",expired
Q-1097,MC-955,2024-02-23,17-12-2024,1211780,expired
Q-1098,MC-1078,28-11-2025,06-08-2025,"$1,744,957.00",converted
Q-1099,MC-316,28-05-2025,03/05/2024,"$1,199,901.00",pending
Q-1100,MC-797,2026-05-16,2026-05-12,725 841,converted
Q-1101,MC-1371,25-02-2024,26-06-2026,"$1,359,561.00",pending
Q-1102,MC-1056,2026-10-10,22-09-2026,669078,expired
Q-1103,MC-685,2026-08-28,05-10-2026,1855383,rejected
Q-1104,MC-467,2026-03-21,2025-11-04,"$1,024,486.00",expired
Q-1105,MC-388,2026-05-20,2025-12-18,1221699,expired
Q-1106,MC-920,2025-07-16,2025-07-24,"1 435 584,00",rejected
Q-1107,MC-303,03/02/2025,02-11-2024,987 996,expired
Q-1108,MC-1122,01/02/2024,2026-07-06,679 930,expired
Q-1109,MC-1389,04/21/2026,03/21/2024,1570999,CONVERTED
Q-1110,MC-1216,2024-02-01,2026-03-01,1699230,converted
Q-1111,MC-334,2024-10-23,2026-03-08,663635,rejected
Q-1112,MC-1352,2026-04-01,2024-09-01,1266898,converted
Q-1113,MC-1065,25-11-2024,2026-01-24,1 350 821,CONVERTED
Q-1114,MC-1099,10/06/2024,07/09/2026,"680 871,00",expired
Q-1115,MC-1098,2026-09-23,10/14/2025,"$934,833.00",rejected
Q-1116,MC-1205,10-05-2025,2025-09-13,357591,pending
Q-1117,MC-1164,2025-10-16,2026-11-15,1390484,expired
Q-1118,MC-597,2026-03-17,2024-05-04,1425132,pending
Q-1119,MC-1074,2026-03-09,09-09-2026,220129,rejected
Q-1120,MC-961,2026-02-13,07/08/2026,1115354,rejected
Q-1121,MC-767,2025-05-01,2025-03-21,1 660 634,expired
Q-1122,MC-694,2026-07-17,2025-10-21,194643,expired
Q-1123,MC-1157,2024-11-20,2026-01-14,"$1,886,545.00",expired
Q-1124,MC-696,04/11/2026,2024-11-14,"$1,650,705.00",converted
Q-1125,MC-1272,21-09-2024,08/28/2025,871 311,expired
Q-1126,MC-367,01-11-2024,28-11-2025,1964003,rejected
Q-1127,MC-861,2024-04-03,22-12-2024,"620 296,00",CONVERTED
Q-1128,MC-957,2024-04-22,06/20/2024,"$1,737,843.00",expired
Q-1129,MC-120,2026-01-24,07/05/2026,1447713,converted
Q-1130,MC-749,03-08-2026,12/20/2024,"$1,346,578.00",pending
Q-1131,MC-436,2025-11-28,2026-01-04,517217,expired
Q-1132,MC-753,15-09-2026,02/21/2024,1790581,converted
Q-1133,MC-148,2024-09-10,2025-07-11,969684,rejected
Q-1134,MC-747,12-11-2026,12/03/2026,959013,CONVERTED
Q-1135,MC-4,2026-05-09,08/08/2025,1969723,converted
Q-1136,MC-788,10/07/2024,02/22/2025,1327184,expired
Q-1137,MC-403,01/15/2025,2026-02-09,"$1,089,231.00",rejected
Q-1138,MC-1367,2025-01-26,2024-11-08,"1 213 093,00",pending
Q-1139,MC-775,23-05-2025,2025-08-09,"$1,765,924.00",pending
Q-1140,MC-809,08/04/2024,2026-11-06,"$46,728.00",converted
Q-1141,MC-1279,04/16/2024,01/14/2025,160 841,converted
Q-1142,MC-319,2025-12-23,2026-03-27,1 686 392,expired
Q-1143,MC-1063,02/27/2024,12/09/2025,"$230,222.00",CONVERTED
Q-1144,MC-788,04/17/2026,2026-01-13,"$995,508.00",pending
Q-1145,MC-507,01-01-2024,28-01-2026,1 893 132,pending
Q-1146,MC-1317,2026-12-28,07/20/2025,"$1,430,052.00",expired
Q-1147,MC-937,07/28/2026,2024-05-19,170962,expired
Q-1148,MC-1029,04/21/2026,04-03-2025,977532,pending
Q-1149,MC-792,14-10-2025,12/19/2024,992364,expired
Q-1150,MC-452,12-04-2026,2024-08-19,1 616 886,expired
Q-1151,MC-564,2026-06-07,2026-03-17,"$598,518.00",rejected
Q-1152,MC-1266,2025-03-12,2026-04-01,"$1,813,854.00",expired
Q-1153,MC-953,04/20/2026,03-11-2024,388 112,expired
Q-1154,MC-1298,05/10/2025,03/25/2025,1 986 147,expired
Q-1155,MC-767,2024-03-04,06-08-2025,"1 092 612,00",converted
Q-1156,MC-355,2026-07-22,11/23/2024,636438,rejected
Q-1157,MC-137,07/10/2025,02/23/2025,997589,expired
Q-1158,MC-967,2025-11-25,08/13/2026,1810427,rejected
Q-1159,MC-1259,05/23/2024,04-07-2024,1593016,expired
Q-1160,MC-595,2026-11-20,15-09-2025,"1 480 698,00",converted
Q-1161,MC-345,15-12-2025,02/08/2025,1418546,expired
Q-1162,MC-772,13-10-2026,2025-12-18,"$1,326,672.00",rejected
Q-1163,MC-522,2024-11-23,12/05/2024,1259664,CONVERTED
Q-1164,MC-379,01/04/2025,2026-06-21,1 078 781,expired
Q-1165,MC-138,2025-02-02,07/16/2024,"$792,100.00",expired
Q-1166,MC-409,2024-10-14,12/07/2025,1023512,expired
Q-1167,MC-965,04-01-2024,02/25/2026,1802803,converted
Q-1168,MC-307,06-04-2026,03/07/2025,1 022 256,CONVERTED
Q-1169,MC-1285,2025-01-20,2025-10-03,"$1,313,432.00",expired
Q-1170,MC-364,07-02-2024,02/09/2026,"1 401 668,00",CONVERTED
Q-1171,MC-634,26-03-2024,2025-03-08,1994107,converted
Q-1172,MC-406,2025-07-12,03/25/2025,"111 750,00",pending
Q-1173,MC-1135,09/07/2026,2026-07-22,"$1,753,694.00",expired
Q-1174,MC-955,2026-08-17,03/03/2025,772504,CONVERTED
Q-1175,MC-1299,2024-07-18,02-06-2026,95867,pending
Q-1176,MC-381,2026-03-12,2025-10-08,513163,converted
Q-1177,MC-943,2026-04-19,2026-07-01,1743460,converted
Q-1178,MC-1178,05/06/2024,03/04/2026,1495539,CONVERTED
Q-1179,MC-1235,2026-04-04,14-07-2026,"$129,394.00",pending
Q-1180,MC-145,09/20/2026,07/02/2025,1319242,converted
Q-1181,MC-1185,2025-03-26,2025-03-05,1697351,CONVERTED
Q-1182,MC-1190,06/28/2025,2024-12-15,389178,rejected
Q-1183,MC-1191,2026-09-11,27-10-2025,"$866,997.00",pending
Q-1184,MC-1244,01/16/2024,19-02-2025,389838,pending
Q-1185,MC-1232,09/03/2025,03-06-2026,623119,expired
Q-1186,MC-553,2026-07-24,2026-05-02,"$705,559.00",CONVERTED
Q-1187,MC-992,08/05/2026,05/21/2025,1 036 701,converted
Q-1188,MC-1255,09-07-2026,2026-03-21,1 181 160,expired
Q-1189,MC-574,2026-01-26,2024-02-08,92 311,converted
Q-1190,MC-1153,2026-08-25,06/28/2024,"$1,240,619.00",expired
Q-1191,MC-1326,01/03/2025,2024-07-16,1422795,pending
Q-1192,MC-1047,2024-07-26,2026-04-17,670 417,converted
Q-1193,MC-1220,2025-01-04,02/02/2024,428437,expired
Q-1194,MC-870,2026-06-22,2024-07-25,1498210,pending
Q-1195,MC-1179,2024-01-19,2024-02-25,335210,rejected
Q-1196,MC-1040,2025-07-08,08/07/2026,"$1,355,154.00",expired
Q-1197,MC-298,15-08-2024,16-08-2024,879418,converted
Q-1198,MC-366,2025-04-07,02/28/2025,1286967,converted
Q-1199,MC-150,06/15/2026,01/28/2024,"$1,932,048.00",rejected
Q-1200,MC-149,2024-01-20,14-12-2025,"$1,841,065.00",expired
Q-1201,MC-1200,2024-02-26,02/02/2024,796030,expired
Q-1202,MC-1058,2025-01-03,10/03/2025,"$330,739.00",rejected
Q-1203,MC-1022,2025-01-18,2026-08-06,421996,CONVERTED
Q-1204,MC-670,10-08-2025,2024-03-12,"$1,668,058.00",converted
Q-1205,MC-622,2025-09-10,2025-05-01,"$1,531,393.00",pending
Q-1206,MC-1189,26-05-2025,2026-12-04,"$1,302,974.00",CONVERTED
Q-1207,MC-375,2025-07-05,15-06-2025,"$1,206,336.00",CONVERTED
Q-1208,MC-1335,18-01-2025,02/11/2026,1775290,rejected
Q-1209,MC-1250,05/18/2026,05/22/2026,"$512,262.00",CONVERTED
Q-1210,MC-579,11-04-2024,2026-11-26,666723,CONVERTED
Q-1211,MC-816,2026-08-11,2024-08-05,732146,expired
Q-1212,MC-123,12-06-2026,13-06-2024,"$1,799,115.00",converted
Q-1213,MC-374,2025-12-04,05/28/2025,250270,pending
Q-1214,MC-409,11/01/2026,06-09-2026,"458 173,00",rejected
Q-1215,MC-538,2026-01-05,2024-11-07,"$1,350,523.00",expired
Q-1216,MC-548,09/24/2026,2026-07-10,794249,expired
Q-1217,MC-396,2024-07-23,06/27/2025,"$829,355.00",expired
Q-1218,MC-628,10/24/2024,2025-06-06,1 870 608,CONVERTED
Q-1219,MC-545,12-06-2025,2024-10-18,1286686,pending
Q-1220,MC-426,2026-01-04,2025-12-02,495886,rejected
Q-1221,MC-597,2026-08-16,09-08-2025,556498,converted
Q-1222,MC-1019,16-10-2026,24-01-2025,909 064,expired
Q-1223,MC-425,01/23/2025,10/04/2025,498 289,CONVERTED
Q-1224,MC-973,09/17/2024,2024-07-27,39 972,pending
Q-1225,MC-535,2025-05-16,2026-09-28,813233,expired
Q-1226,MC-122,01/24/2025,2025-06-01,269850,rejected
Q-1227,MC-368,20-11-2025,2025-10-14,671049,expired
