order_id,product_id,work_center_id,planned_qty,status,due_date
MO-4614,M-1105,WC-14,1652,OPEN,03/26/2026
MO-4615,M-1145,WC-4,2994,OPEN,11-04-2024
MO-4616,M-1081,WC-9,4500,open,2024-03-09
MO-4617,M-1202,WC-6,3625,RELEASED,16-05-2025
MO-4618,M-1024,WC-2,2635,completed,2026-03-28
MO-4619,M-1226,WC-2,1219,completed,03/18/2025
MO-4620,M-1228,WC-1,3304,OPEN,25-03-2025
MO-4621,M-1125,WC-1,715,completed,2026-03-14
MO-4622,M-1174,WC-10,640,OPEN,10-04-2025
MO-4623,M-1214,WC-7,397,released,24-12-2025
MO-4624,M-1014,WC-8,4321,OPEN,2026-08-15
MO-4625,M-1066,WC-8,773,completed,08/14/2026
MO-4626,M-1153,WC-11,4466,OPEN,06/23/2025
MO-4627,M-1064,WC-2,2479,RELEASED,10-04-2025
MO-4628,M-1226,WC-8,3573,completed,2025-05-05
MO-4629,M-1229,WC-5,1112,RELEASED,08/25/2026
MO-4630,M-1031,WC-6,3952,COMPLETED,2025-08-21
MO-4631,M-1152,WC-15,1028,COMPLETED,07-09-2026
MO-4632,M-1145,WC-12,522,completed,2025-03-08
MO-4633,M-1279,WC-15,3231,completed,2024-09-15
MO-4634,M-1253,WC-14,3983,open,2024-02-17
MO-4635,M-1114,WC-4,3101,COMPLETED,10/02/2025
MO-4636,M-1039,WC-9,4826,completed,2026-01-01
MO-4637,M-1001,WC-2,928,RELEASED,2026-02-17
MO-4638,M-1106,WC-14,286,open,2026-04-17
MO-4639,M-1182,WC-1,3372,completed,2026-02-02
MO-4640,M-1185,WC-9,1472,completed,12/06/2024
MO-4641,M-1061,WC-3,4579,COMPLETED,05/12/2025
MO-4642,M-1091,WC-1,4694,open,2024-01-20
MO-4643,M-1235,WC-6,1253,released,27-07-2024
MO-4644,M-1128,WC-7,2292,released,2024-05-09
MO-4645,M-1125,WC-15,2568,RELEASED,02/27/2025
MO-4646,M-1100,WC-7,980,open,12-05-2026
MO-4647,M-1209,WC-2,3166,COMPLETED,11/01/2026
MO-4648,M-1004,WC-12,3117,completed,04/01/2024
MO-4649,M-1141,WC-11,1050,RELEASED,2025-04-23
MO-4650,M-1132,WC-13,1288,completed,2024-12-01
MO-4651,M-1109,WC-14,2963,open,2026-07-24
MO-4652,M-1169,WC-7,4204,completed,2024-10-15
MO-4653,M-1002,WC-8,1223,OPEN,11/21/2026
MO-4654,M-1116,WC-8,1765,COMPLETED,25-09-2025
MO-4655,M-1024,WC-6,1080,released,01-02-2024
MO-4656,M-1092,WC-8,3008,completed,04/13/2025
MO-4657,M-1247,WC-5,3777,completed,11/22/2025
MO-4658,M-1119,WC-10,1696,OPEN,2024-11-10
MO-4659,M-1141,WC-13,405,COMPLETED,2025-03-21
MO-4660,M-1196,WC-5,2895,released,12/06/2026
MO-4661,M-1166,WC-15,1668,completed,11/26/2025
MO-4662,M-1150,WC-8,4021,RELEASED,2024-05-14
MO-4663,M-1204,WC-3,123,released,01/08/2026
MO-4664,M-1232,WC-12,374,completed,2025-04-07
MO-4665,M-1248,WC-11,1288,released,28-04-2026
MO-4666,M-1217,WC-2,2666,RELEASED,19-08-2025
MO-4667,M-1203,WC-1,4607,OPEN,2025-04-10
MO-4668,M-1163,WC-4,2237,OPEN,08/04/2024
MO-4669,M-1257,WC-10,3456,released,2025-12-27
MO-4670,M-1193,WC-5,4718,completed,21-11-2024
MO-4671,M-1284,WC-11,3302,COMPLETED,09/23/2024
MO-4672,M-1100,WC-3,3892,RELEASED,2026-01-17
MO-4673,M-1031,WC-15,3035,RELEASED,09/13/2026
MO-4674,M-1036,WC-10,97,open,26-02-2026
MO-4675,M-1291,WC-15,4603,released,2024-12-04
MO-4676,M-1131,WC-15,1310,RELEASED,2025-10-04
MO-4677,M-1031,WC-3,3738,released,09/18/2025
MO-4678,M-1185,WC-13,1669,released,2024-10-18
MO-4679,M-1169,WC-13,3061,RELEASED,03/05/2026
MO-4680,M-1061,WC-9,3275,RELEASED,2025-01-05
MO-4681,M-1006,WC-10,3714,open,2026-09-15
MO-4682,M-1289,WC-14,4845,OPEN,2025-10-12
MO-4683,M-1247,WC-14,4951,RELEASED,2026-04-11
MO-4684,M-1071,WC-10,3803,COMPLETED,2026-02-07
MO-4685,M-1184,WC-11,2495,OPEN,06/25/2026
MO-4686,M-1011,WC-3,1811,completed,2026-05-08
MO-4687,M-1146,WC-7,1300,COMPLETED,08-12-2025
MO-4688,M-1253,WC-14,3879,RELEASED,2024-01-24
MO-4689,M-1283,WC-3,45,OPEN,2024-11-08
MO-4690,M-1035,WC-10,2520,open,2025-01-07
MO-4691,M-1281,WC-5,2539,open,2026-07-03
MO-4692,M-1110,WC-14,2928,RELEASED,14-09-2026
MO-4693,M-1083,WC-14,4578,RELEASED,04/24/2024
MO-4694,M-1282,WC-11,3196,completed,2025-02-05
MO-4695,M-1222,WC-9,474,completed,2025-01-25
MO-4696,M-1070,WC-1,3228,OPEN,2025-01-02
MO-4697,M-1013,WC-5,2009,open,2024-05-04
MO-4698,M-1264,WC-9,2154,RELEASED,12/11/2025
MO-4699,M-1165,WC-12,1176,completed,03/01/2025
MO-4700,M-1295,WC-2,1579,open,2026-11-11
MO-4701,M-1022,WC-7,4802,COMPLETED,2025-04-01
MO-4702,M-1156,WC-7,2922,open,26-07-2024
MO-4703,M-1009,WC-14,4412,COMPLETED,02/16/2025
MO-4704,M-1128,WC-15,1766,OPEN,2024-08-11
MO-4705,M-1007,WC-10,3304,OPEN,17-02-2024
MO-4706,M-1013,WC-10,1405,open,2024-11-24
MO-4707,M-1223,WC-2,3359,OPEN,2026-09-07
MO-4708,M-1267,WC-8,1343,OPEN,02/05/2026
MO-4709,M-1243,WC-10,1717,COMPLETED,04/27/2024
MO-4710,M-1005,WC-6,3150,OPEN,25-04-2024
MO-4711,M-1280,WC-5,2157,completed,2025-05-19
MO-4712,M-1235,WC-1,4804,released,2026-06-05
MO-4713,M-1259,WC-4,983,RELEASED,2024-06-25
MO-4714,M-1081,WC-6,2148,open,2024-06-03
MO-4715,M-1183,WC-2,2375,COMPLETED,12/27/2026
MO-4716,M-1152,WC-10,4922,COMPLETED,2026-05-08
MO-4717,M-1175,WC-9,1963,released,2024-10-16
MO-4718,M-1287,WC-4,1050,OPEN,15-08-2025
MO-4719,M-1198,WC-10,768,open,10-09-2024
MO-4720,M-1175,WC-9,475,OPEN,03/27/2024
MO-4721,M-1299,WC-11,3120,open,2026-07-07
MO-4722,M-1039,WC-11,1610,open,2024-01-18
MO-4723,M-1088,WC-1,2517,OPEN,01/17/2024
MO-4724,M-1069,WC-5,4754,OPEN,2024-12-08
MO-4725,M-1246,WC-10,3271,RELEASED,12-11-2025
MO-4726,M-1235,WC-8,3748,completed,03/16/2025
MO-4727,M-1296,WC-14,4093,COMPLETED,2026-12-28
MO-4728,M-1202,WC-1,1756,COMPLETED,2024-04-09
MO-4729,M-1038,WC-1,1758,open,2026-11-28
MO-4730,M-1140,WC-10,2715,open,03/03/2024
MO-4731,M-1009,WC-4,171,RELEASED,2025-02-05
MO-4732,M-1237,WC-6,1520,completed,05/15/2025
MO-4733,M-1051,WC-14,2574,RELEASED,11/27/2024
MO-4734,M-1117,WC-3,243,released,2025-08-11
MO-4735,M-1057,WC-4,809,COMPLETED,02-08-2026
MO-4736,M-1114,WC-2,631,OPEN,08-11-2024
MO-4737,M-1074,WC-12,4664,completed,03/24/2025
MO-4738,M-1188,WC-4,472,COMPLETED,09/01/2026
MO-4739,M-1081,WC-6,336,RELEASED,11/18/2026
MO-4740,M-1059,WC-8,934,OPEN,2026-04-10
MO-4741,M-1081,WC-12,3417,OPEN,2024-10-22
MO-4742,M-1178,WC-8,4010,completed,05/22/2024
MO-4743,M-1191,WC-15,876,completed,2025-11-16
MO-4744,M-1164,WC-14,2678,open,01/26/2025
MO-4745,M-1265,WC-11,885,COMPLETED,17-01-2026
MO-4746,M-1067,WC-3,1893,RELEASED,2026-08-26
MO-4747,M-1278,WC-5,1895,open,2026-08-14
MO-4748,M-1267,WC-12,3204,OPEN,2025-09-13
MO-4749,M-1120,WC-9,1858,COMPLETED,07/12/2025
MO-4750,M-1153,WC-13,3993,completed,2025-11-18
MO-4751,M-1028,WC-4,3037,COMPLETED,2026-01-15
MO-4752,M-1052,WC-15,3166,released,2024-08-03
MO-4753,M-1235,WC-2,4150,RELEASED,05/22/2024
MO-4754,M-1103,WC-15,1690,completed,16-02-2026
MO-4755,M-1187,WC-8,4309,open,10/28/2025
MO-4756,M-1168,WC-4,4681,RELEASED,2025-01-06
MO-4757,M-1176,WC-12,1603,OPEN,11-01-2026
MO-4758,M-1034,WC-2,2719,open,04/10/2024
MO-4759,M-1132,WC-11,3676,RELEASED,2026-08-10
MO-4760,M-1022,WC-9,2662,open,2024-09-26
MO-4761,M-1019,WC-3,3247,OPEN,05/06/2024
MO-4762,M-1104,WC-12,4259,released,2025-03-20
MO-4763,M-1161,WC-9,4362,RELEASED,01/23/2026
MO-4764,M-1182,WC-7,214,COMPLETED,2026-07-08
MO-4765,M-1099,WC-6,343,completed,2026-11-20
MO-4766,M-1061,WC-5,1104,open,2026-07-11
MO-4767,M-1078,WC-13,1683,open,08/01/2026
MO-4768,M-1266,WC-12,2557,released,2025-06-04
MO-4769,M-1096,WC-2,3890,RELEASED,2024-03-03
MO-4770,M-1037,WC-12,4752,completed,2025-01-23
MO-4771,M-1027,WC-7,1281,completed,09/09/2026
MO-4772,M-1101,WC-11,2029,OPEN,22-11-2026
MO-4773,M-1088,WC-9,4370,OPEN,09/08/2026
MO-4774,M-1186,WC-1,3658,COMPLETED,17-05-2024
MO-4775,M-1174,WC-7,4503,COMPLETED,11/27/2025
MO-4776,M-1037,WC-14,3586,RELEASED,13-03-2025
MO-4777,M-1299,WC-11,2417,released,2026-04-18
MO-4778,M-1215,WC-13,3250,COMPLETED,13-03-2026
MO-4779,M-1291,WC-2,538,OPEN,2024-03-26
MO-4780,M-1109,WC-12,2687,released,2024-05-02
MO-4781,M-1143,WC-7,1357,OPEN,2026-12-02
MO-4782,M-1111,WC-5,3032,COMPLETED,04/23/2026
MO-4783,M-1001,WC-7,4735,COMPLETED,2026-02-15
MO-4784,M-1111,WC-13,4084,OPEN,2026-08-09
MO-4785,M-1290,WC-6,2334,completed,08/07/2024
MO-4786,M-1296,WC-8,669,completed,03/24/2024
MO-4787,M-1012,WC-8,2431,COMPLETED,08/04/2024
MO-4788,M-1093,WC-5,3684,RELEASED,2024-01-02
MO-4789,M-1192,WC-11,2589,OPEN,06-09-2025
MO-4790,M-1196,WC-1,674,OPEN,07-01-2024
MO-4791,M-1153,WC-15,3635,completed,2026-12-01
MO-4792,M-1148,WC-1,3440,OPEN,2026-09-04
MO-4793,M-1015,WC-1,627,RELEASED,04-04-2025
MO-4794,M-1031,WC-11,2742,completed,06/22/2026
MO-4795,M-1160,WC-5,1009,RELEASED,2026-06-12
MO-4796,M-1093,WC-15,2525,completed,28-02-2026
MO-4797,M-1071,WC-11,1939,OPEN,2026-04-13
MO-4798,M-1022,WC-13,4349,open,2026-05-05
MO-4799,M-1191,WC-7,1593,released,2026-11-06
MO-4800,M-1165,WC-7,4183,completed,2024-10-06
MO-4801,M-1086,WC-13,2133,completed,2025-12-02
MO-4802,M-1219,WC-3,1077,completed,2026-07-04
MO-4803,M-1273,WC-3,4765,OPEN,2024-12-03
MO-4804,M-1194,WC-11,3420,RELEASED,2025-12-09
MO-4805,M-1008,WC-1,2117,open,2026-03-06
MO-4806,M-1258,WC-15,568,open,15-08-2026
MO-4807,M-1219,WC-2,2634,OPEN,2026-11-25
MO-4808,M-1151,WC-15,2196,RELEASED,2025-08-16
MO-4809,M-1278,WC-12,3239,COMPLETED,2024-05-14
MO-4810,M-1151,WC-7,4338,completed,2025-04-08
MO-4811,M-1105,WC-14,1564,open,2024-04-28
MO-4812,M-1040,WC-11,3052,COMPLETED,25-04-2024
MO-4813,M-1165,WC-1,4142,completed,03-02-2024
MO-4814,M-1047,WC-9,2597,released,2024-04-06
MO-4815,M-1110,WC-3,4063,open,2024-10-28
MO-4816,M-1250,WC-6,1356,RELEASED,2026-10-14
MO-4817,M-1197,WC-13,1962,open,08/16/2025
MO-4818,M-1222,WC-7,1411,completed,05-08-2025
MO-4819,M-1181,WC-2,3049,COMPLETED,01/19/2024
MO-4820,M-1015,WC-14,383,completed,2024-11-23
MO-4821,M-1181,WC-14,822,open,18-05-2025
MO-4822,M-1242,WC-6,3735,released,2024-04-24
MO-4823,M-1110,WC-13,1660,OPEN,2024-06-04
MO-4824,M-1245,WC-3,1202,open,2026-04-28
MO-4825,M-1147,WC-8,724,RELEASED,05/03/2026
MO-4826,M-1151,WC-5,4556,OPEN,2025-12-24
MO-4827,M-1200,WC-12,4027,OPEN,2026-03-15
MO-4828,M-1026,WC-1,560,completed,2026-05-08
MO-4829,M-1183,WC-15,4355,open,2026-07-10
MO-4830,M-1141,WC-1,376,RELEASED,2024-03-10
MO-4831,M-1161,WC-3,2348,COMPLETED,2025-06-02
MO-4832,M-1010,WC-14,3533,open,12-09-2025
MO-4833,M-1143,WC-14,891,COMPLETED,07/04/2025
MO-4834,M-1077,WC-5,3255,open,2024-08-03
MO-4835,M-1277,WC-14,4122,open,11/05/2024
MO-4836,M-1114,WC-2,4158,open,2024-11-16
MO-4837,M-1008,WC-9,3595,completed,2026-04-05
MO-4838,M-1056,WC-10,1695,open,2026-04-21
MO-4839,M-1037,WC-3,794,released,2024-08-03
MO-4840,M-1082,WC-1,3194,open,26-06-2024
MO-4841,M-1216,WC-6,2195,RELEASED,02/03/2026
MO-4842,M-1135,WC-14,2086,completed,2025-09-21
MO-4843,M-1117,WC-9,30,open,2026-02-21
MO-4844,M-1015,WC-10,1278,open,11/08/2026
MO-4845,M-1221,WC-11,4892,COMPLETED,2024-01-28
MO-4846,M-1207,WC-15,1358,OPEN,04/28/2024
MO-4847,M-1234,WC-5,4178,RELEASED,2025-03-06
MO-4848,M-1148,WC-6,833,OPEN,2025-06-12
MO-4849,M-1042,WC-3,1389,RELEASED,18-11-2025
MO-4850,M-1022,WC-11,2901,completed,04/02/2025
MO-4851,M-1287,WC-11,2820,RELEASED,2026-09-08
MO-4852,M-1017,WC-9,3409,completed,2026-03-18
MO-4853,M-1091,WC-11,3632,COMPLETED,2024-11-20
MO-4854,M-1107,WC-5,4316,open,08-10-2024
MO-4855,M-1136,WC-12,3887,RELEASED,11/11/2024
MO-4856,M-1244,WC-3,1221,open,10/05/2025
MO-4857,M-1039,WC-15,2378,open,07/14/2024
MO-4858,M-1231,WC-9,3668,RELEASED,08-12-2024
MO-4859,M-1296,WC-12,848,COMPLETED,2025-09-09
MO-4860,M-1225,WC-12,4719,OPEN,12/06/2024
MO-4861,M-1168,WC-7,1995,completed,2026-12-24
MO-4862,M-1151,WC-10,3589,COMPLETED,2025-12-19
MO-4863,M-1156,WC-13,3961,released,2024-10-14
MO-4864,M-1079,WC-5,4773,released,25-06-2026
MO-4865,M-1065,WC-6,2281,RELEASED,19-01-2024
MO-4866,M-1018,WC-8,2183,completed,2024-10-20
MO-4867,M-1190,WC-9,2229,OPEN,14-01-2025
MO-4868,M-1024,WC-15,349,released,2024-11-09
MO-4869,M-1097,WC-1,3668,RELEASED,2026-01-25
MO-4870,M-1095,WC-12,2110,completed,2024-09-04
MO-4871,M-1182,WC-14,167,completed,09/05/2026
MO-4872,M-1211,WC-2,3046,RELEASED,20-06-2025
MO-4873,M-1097,WC-5,4304,completed,04-10-2025
MO-4874,M-1179,WC-14,818,COMPLETED,2025-07-19
MO-4875,M-1176,WC-4,2135,released,2026-06-08
MO-4876,M-1003,WC-12,917,RELEASED,25-10-2025
MO-4877,M-1237,WC-7,2000,completed,24-09-2026
MO-4878,M-1239,WC-10,1987,open,2025-07-09
MO-4879,M-1017,WC-4,4809,COMPLETED,2025-07-03
MO-4880,M-1136,WC-6,3174,open,2025-11-05
MO-4881,M-1049,WC-12,1324,RELEASED,11/16/2024
MO-4882,M-1122,WC-6,4588,open,04/22/2025
MO-4883,M-1087,WC-13,1377,OPEN,09/24/2026
MO-4884,M-1064,WC-9,3120,completed,2026-12-28
MO-4885,M-1198,WC-3,3315,completed,04-12-2025
MO-4886,M-1258,WC-5,4285,released,06/05/2025
MO-4887,M-1200,WC-9,1035,RELEASED,21-02-2025
MO-4888,M-1081,WC-8,4656,released,2025-10-23
MO-4889,M-1025,WC-14,3025,released,2025-08-02
MO-4890,M-1127,WC-8,25,open,2024-06-26
MO-4891,M-1225,WC-7,2689,completed,11/14/2024
MO-4892,M-1038,WC-12,1959,OPEN,07-01-2024
MO-4893,M-1273,WC-5,1390,open,2026-01-15
MO-4894,M-1247,WC-11,2415,OPEN,09-09-2026
MO-4895,M-1054,WC-13,510,OPEN,05/16/2025
MO-4896,M-1104,WC-5,2246,RELEASED,2024-10-26
MO-4897,M-1241,WC-11,2255,OPEN,04/08/2026
MO-4898,M-1211,WC-5,3070,completed,2024-07-01
MO-4899,M-1221,WC-11,4894,open,2026-07-20
MO-4900,M-1073,WC-14,213,open,22-03-2026
MO-4901,M-1255,WC-1,90,released,03/09/2026
MO-4902,M-1138,WC-10,1800,released,22-12-2026
MO-4903,M-1291,WC-15,4578,COMPLETED,2026-12-05
MO-4904,M-1076,WC-4,3540,OPEN,12-05-2024
MO-4905,M-1159,WC-5,189,COMPLETED,2025-08-07
MO-4906,M-1132,WC-11,353,OPEN,12/15/2024
MO-4907,M-1295,WC-1,2364,completed,14-08-2024
MO-4908,M-1066,WC-14,1030,OPEN,08/24/2026
MO-4909,M-1123,WC-2,144,released,2026-12-27
MO-4910,M-1245,WC-3,4676,released,2025-11-25
MO-4911,M-1043,WC-5,4879,RELEASED,02-06-2026
MO-4912,M-1045,WC-10,205,COMPLETED,2025-07-25
MO-4913,M-1105,WC-10,1141,released,2025-07-21
MO-4914,M-1243,WC-6,4928,COMPLETED,2025-06-25
MO-4915,M-1130,WC-3,4798,COMPLETED,07/17/2024
MO-4916,M-1055,WC-7,1127,completed,11-05-2025
MO-4917,M-1164,WC-6,3271,completed,2024-03-23
MO-4918,M-1189,WC-6,2853,OPEN,2026-01-28
MO-4919,M-1064,WC-1,3863,completed,2025-08-02
MO-4920,M-1263,WC-6,4457,open,2024-02-04
MO-4921,M-1025,WC-10,2405,COMPLETED,2025-10-09
MO-4922,M-1010,WC-10,2977,open,2026-12-04
MO-4923,M-1132,WC-13,2394,completed,2025-11-14
MO-4924,M-1297,WC-1,693,OPEN,2025-06-06
MO-4925,M-1142,WC-1,1628,OPEN,2026-05-01
MO-4926,M-1223,WC-12,3052,OPEN,2024-10-10
MO-4927,M-1212,WC-15,4383,open,09/18/2026
MO-4928,M-1159,WC-15,2361,completed,2024-02-25
MO-4929,M-1087,WC-7,3013,RELEASED,2026-11-21
MO-4930,M-1294,WC-11,4041,RELEASED,05-12-2026
MO-4931,M-1153,WC-12,1992,completed,06/04/2025
MO-4932,M-1227,WC-8,2797,COMPLETED,17-09-2025
MO-4933,M-1273,WC-15,1564,RELEASED,02/04/2024
MO-4934,M-1223,WC-9,196,COMPLETED,2024-06-09
MO-4935,M-1112,WC-11,4689,OPEN,13-07-2026
MO-4936,M-1085,WC-7,1637,OPEN,19-10-2024
MO-4937,M-1244,WC-13,43,COMPLETED,04-12-2024
MO-4938,M-1001,WC-3,1370,COMPLETED,2026-03-23
MO-4939,M-1235,WC-5,626,RELEASED,08/05/2025
MO-4940,M-1251,WC-15,4133,RELEASED,16-10-2024
MO-4941,M-1218,WC-8,251,completed,2025-12-24
MO-4942,M-1210,WC-3,2544,RELEASED,2024-06-13
MO-4943,M-1102,WC-2,2965,RELEASED,24-10-2026
MO-4944,M-1077,WC-1,3393,open,2026-09-06
MO-4945,M-1218,WC-6,3667,open,17-08-2026
MO-4946,M-1004,WC-7,3299,released,2026-07-27
MO-4947,M-1232,WC-15,373,COMPLETED,2025-03-12
MO-4948,M-1089,WC-2,726,released,2026-08-01
MO-4949,M-1177,WC-10,1749,open,2024-03-06
MO-4950,M-1248,WC-4,1743,COMPLETED,06-03-2025
MO-4951,M-1069,WC-7,1223,released,2026-10-01
MO-4952,M-1225,WC-5,2112,RELEASED,2026-02-18
MO-4953,M-1266,WC-4,3218,OPEN,10/22/2026
MO-4954,M-1239,WC-8,4528,completed,02-10-2026
MO-4955,M-1055,WC-2,4829,completed,2025-06-11
MO-4956,M-1075,WC-6,1206,open,2024-05-26
MO-4957,M-1156,WC-1,4124,RELEASED,2024-12-28
MO-4958,M-1258,WC-14,1486,COMPLETED,2024-11-20
MO-4959,M-1178,WC-13,2812,released,11/28/2026
MO-4960,M-1040,WC-12,1575,completed,03/11/2025
MO-4961,M-1051,WC-7,3505,open,05/20/2024
MO-4962,M-1174,WC-5,3095,RELEASED,2025-05-23
MO-4963,M-1031,WC-12,3175,released,2024-04-04
MO-4964,M-1284,WC-9,4455,COMPLETED,2024-07-21
MO-4965,M-1085,WC-13,3052,open,2025-04-14
MO-4966,M-1129,WC-6,4188,completed,22-12-2025
MO-4967,M-1132,WC-8,3295,released,2025-07-19
MO-4968,M-1004,WC-6,1834,open,08-10-2026
MO-4969,M-1118,WC-7,316,released,03-02-2026
MO-4970,M-1266,WC-12,2971,open,2025-04-02
MO-4971,M-1032,WC-1,1053,open,2026-11-23
MO-4972,M-1039,WC-4,2639,RELEASED,2024-10-10
MO-4973,M-1262,WC-15,1688,OPEN,11/10/2025
MO-4974,M-1059,WC-9,244,COMPLETED,2024-01-11
MO-4975,M-1211,WC-5,3846,COMPLETED,02/27/2024
MO-4976,M-1286,WC-5,2753,completed,2025-05-02
MO-4977,M-1297,WC-14,11,COMPLETED,2025-07-07
MO-4978,M-1179,WC-2,4225,OPEN,16-01-2026
MO-4979,M-1129,WC-15,3334,OPEN,2026-02-09
MO-4980,M-1177,WC-2,2776,RELEASED,06/16/2025
MO-4981,M-1266,WC-13,4933,completed,27-09-2025
MO-4982,M-1050,WC-13,1738,released,2024-09-21
MO-4983,M-1036,WC-14,1448,completed,2026-02-20
MO-4984,M-1155,WC-1,1113,open,06-04-2024
MO-4985,M-1124,WC-1,1063,completed,2026-12-03
MO-4986,M-1165,WC-10,4262,completed,2025-01-19
MO-4987,M-1156,WC-1,4223,completed,15-01-2025
MO-4988,M-1193,WC-14,2813,open,27-02-2025
MO-4989,M-1216,WC-10,2047,open,2025-06-20
MO-4990,M-1218,WC-6,892,released,10-04-2024
MO-4991,M-1130,WC-8,4676,RELEASED,2026-01-21
MO-4992,M-1288,WC-3,2004,released,12-04-2024
MO-4993,M-1250,WC-11,4580,released,2024-12-25
MO-4994,M-1120,WC-11,3334,OPEN,2025-06-22
MO-4995,M-1180,WC-12,3637,COMPLETED,2024-01-07
MO-4996,M-1095,WC-12,1527,open,2024-01-24
MO-4997,M-1058,WC-5,3986,RELEASED,10/17/2025
MO-4998,M-1096,WC-1,2516,released,2024-12-01
MO-4999,M-1008,WC-4,2508,OPEN,02-10-2026
MO-5000,M-1001,WC-7,4082,COMPLETED,2024-12-05
MO-5001,M-1142,WC-12,2923,open,2025-03-10
MO-5002,M-1150,WC-14,1435,completed,08/01/2024
MO-5003,M-1016,WC-13,3294,COMPLETED,2026-01-21
MO-5004,M-1018,WC-14,4416,RELEASED,12/16/2026
MO-5005,M-1073,WC-1,1537,OPEN,12/24/2026
MO-5006,M-1278,WC-9,3674,completed,2024-12-18
MO-5007,M-1226,WC-4,1361,released,25-04-2026
MO-5008,M-1110,WC-1,3584,released,2025-07-13
MO-5009,M-1174,WC-11,1405,COMPLETED,2025-11-21
MO-5010,M-1213,WC-11,3763,released,07/12/2026
MO-5011,M-1092,WC-8,4533,COMPLETED,04/20/2024
MO-5012,M-1064,WC-10,3118,completed,2026-04-16
MO-5013,M-1216,WC-11,2730,RELEASED,14-09-2025
MO-5014,M-1267,WC-5,3030,completed,03/15/2026
MO-5015,M-1214,WC-11,4198,OPEN,11/23/2026
MO-5016,M-1289,WC-8,2316,completed,19-09-2025
MO-5017,M-1145,WC-10,1383,OPEN,24-09-2025
MO-5018,M-1221,WC-7,1844,completed,11-11-2024
MO-5019,M-1189,WC-1,609,OPEN,26-09-2026
MO-5020,M-1267,WC-6,2549,released,06-07-2025
MO-5021,M-1271,WC-12,2025,COMPLETED,16-05-2026
MO-5022,M-1275,WC-15,4422,open,10/13/2025
MO-5023,M-1244,WC-3,1899,released,2024-05-11
MO-5024,M-1270,WC-3,2781,released,2025-03-05
MO-5025,M-1201,WC-14,3706,open,01/08/2026
MO-5026,M-1193,WC-7,435,COMPLETED,2024-01-10
MO-5027,M-1091,WC-15,986,released,25-09-2024
MO-5028,M-1190,WC-6,2250,open,01/20/2024
MO-5029,M-1005,WC-15,1406,completed,02/21/2025
MO-5030,M-1066,WC-9,1803,OPEN,2026-05-01
MO-5031,M-1097,WC-14,522,COMPLETED,2026-09-13
MO-5032,M-1164,WC-5,3675,RELEASED,08/16/2026
MO-5033,M-1120,WC-6,4272,released,2025-06-19
MO-5034,M-1020,WC-4,765,released,24-01-2025
MO-5035,M-1250,WC-4,2742,OPEN,2026-05-03
MO-5036,M-1221,WC-6,2890,OPEN,2025-03-27
MO-5037,M-1063,WC-7,577,open,01/24/2025
MO-5038,M-1139,WC-14,1671,open,2024-01-05
MO-5039,M-1077,WC-2,2975,open,09/01/2026
MO-5040,M-1095,WC-15,28,COMPLETED,05/03/2024
MO-5041,M-1081,WC-11,2159,open,07-02-2024
MO-5042,M-1065,WC-2,1241,completed,12/23/2024
MO-5043,M-1103,WC-9,3688,RELEASED,17-09-2025
MO-5044,M-1275,WC-12,886,released,02-07-2026
MO-5045,M-1265,WC-12,3500,RELEASED,2026-07-07
MO-5046,M-1015,WC-5,2874,RELEASED,2026-04-27
MO-5047,M-1164,WC-14,1628,RELEASED,19-03-2026
MO-5048,M-1057,WC-11,512,completed,2024-08-01
MO-5049,M-1050,WC-15,4214,released,07-07-2024
MO-5050,M-1159,WC-6,836,completed,2025-07-11
MO-5051,M-1135,WC-7,2736,open,2025-05-04
MO-5052,M-1270,WC-10,2791,OPEN,2026-04-24
MO-5053,M-1227,WC-3,4980,completed,16-06-2024
MO-5054,M-1200,WC-5,2943,completed,05/02/2025
MO-5055,M-1085,WC-1,3193,OPEN,11/10/2026
MO-5056,M-1209,WC-1,3319,OPEN,2025-06-10
MO-5057,M-1265,WC-8,920,open,01/25/2024
MO-5058,M-1170,WC-2,720,open,06/13/2024
MO-5059,M-1122,WC-14,2699,released,2026-08-16
MO-5060,M-1133,WC-9,3751,COMPLETED,2025-12-14
MO-5061,M-1098,WC-10,2489,released,07/28/2026
MO-5062,M-1055,WC-14,348,RELEASED,2024-09-22
MO-5063,M-1195,WC-6,2763,released,06/01/2024
MO-5064,M-1045,WC-13,2860,OPEN,05-12-2025
MO-5065,M-1087,WC-11,3683,RELEASED,06/20/2024
MO-5066,M-1128,WC-14,2033,completed,2026-01-19
MO-5067,M-1262,WC-8,1883,released,21-03-2025
MO-5068,M-1261,WC-15,1680,OPEN,10/19/2024
MO-5069,M-1262,WC-13,602,COMPLETED,12/18/2026
MO-5070,M-1270,WC-13,4700,completed,2026-01-19
MO-5071,M-1034,WC-12,1095,open,11/10/2026
MO-5072,M-1110,WC-8,3112,completed,05-04-2025
MO-5073,M-1024,WC-11,689,released,2026-01-13
MO-5074,M-1086,WC-9,3411,released,2025-04-08
MO-5075,M-1179,WC-11,2730,RELEASED,13-12-2025
MO-5076,M-1085,WC-11,3617,released,20-04-2025
MO-5077,M-1172,WC-7,1129,OPEN,13-07-2026
MO-5078,M-1264,WC-3,1284,RELEASED,03/08/2026
MO-5079,M-1239,WC-11,4158,RELEASED,2025-03-18
