po_id,supplier_id,order_date,expected_date,status
PO-998,SM-18,06/15/2025,2025-01-12,OPEN
PO-999,SM-17,09-06-2025,2024-03-23,partial
PO-1000,SM-5,2024-02-03,2024-08-02,PARTIAL
PO-1001,SM-21,17-01-2026,11/04/2026,PARTIAL
PO-1002,SM-22,2025-03-14,04/23/2024,open
PO-1003,SM-37,2026-04-01,2024-02-11,OPEN
PO-1004,SM-32,02-12-2024,2024-01-16,open
PO-1005,SM-35,2026-07-25,01/01/2026,OPEN
PO-1006,SM-40,2024-01-02,17-03-2026,open
PO-1007,SM-18,01/16/2026,04-02-2026,closed
PO-1008,SM-16,2024-07-17,2026-07-27,OPEN
PO-1009,SM-26,10-03-2025,2025-03-15,PARTIAL
PO-1010,SM-34,2024-09-27,2024-09-22,partial
PO-1011,SM-27,2025-04-09,08/26/2026,OPEN
PO-1012,SM-15,06/17/2024,2024-01-04,open
PO-1013,SM-33,2025-01-13,04/20/2024,PARTIAL
PO-1014,SM-35,09/18/2025,2026-06-13,partial
PO-1015,SM-26,2024-06-27,06/25/2025,PARTIAL
PO-1016,SM-1,2026-07-14,2024-12-21,partial
PO-1017,SM-10,12/27/2025,02/18/2024,PARTIAL
PO-1018,SM-36,2026-01-06,20-05-2024,OPEN
PO-1019,SM-26,01/15/2026,2024-02-16,open
PO-1020,SM-23,05/02/2024,08/03/2024,closed
PO-1021,SM-3,2024-03-16,09/21/2024,OPEN
PO-1022,SM-16,2025-01-16,06/11/2025,closed
PO-1023,SM-1,12/20/2025,2025-06-25,open
PO-1024,SM-6,01/19/2024,2025-03-03,closed
PO-1025,SM-22,08/21/2024,03/26/2024,open
PO-1026,SM-27,2024-04-25,2026-08-10,open
PO-1027,SM-11,11/28/2025,2025-11-12,open
PO-1028,SM-16,2025-02-20,12/24/2024,PARTIAL
PO-1029,SM-2,2024-10-02,2024-08-16,OPEN
PO-1030,SM-29,09/28/2026,2026-02-21,closed
PO-1031,SM-22,2026-06-13,16-07-2024,partial
PO-1032,SM-13,2024-06-01,13-07-2025,PARTIAL
PO-1033,SM-7,03-08-2025,07/11/2025,PARTIAL
PO-1034,SM-19,2024-07-23,2025-11-09,OPEN
PO-1035,SM-29,11/03/2026,20-10-2024,PARTIAL
PO-1036,SM-32,2024-03-10,12-11-2025,PARTIAL
PO-1037,SM-39,2025-07-05,2025-01-22,closed
PO-1038,SM-10,18-03-2025,10-10-2026,PARTIAL
PO-1039,SM-17,12/22/2026,01/11/2024,OPEN
PO-1040,SM-6,03/07/2024,12/12/2025,OPEN
PO-1041,SM-25,2025-04-10,2024-05-25,PARTIAL
PO-1042,SM-15,2024-05-13,10-11-2024,closed
PO-1043,SM-28,2025-05-05,2025-09-18,PARTIAL
PO-1044,SM-25,2024-01-05,2025-05-11,closed
PO-1045,SM-7,2026-09-28,12/22/2024,open
PO-1046,SM-26,2025-02-07,20-06-2024,OPEN
PO-1047,SM-16,2025-08-13,2026-07-20,OPEN
PO-1048,SM-15,09-08-2025,06/27/2026,PARTIAL
PO-1049,SM-38,2026-08-22,05/15/2025,OPEN
PO-1050,SM-36,09/14/2025,05/18/2025,closed
PO-1051,SM-39,12/24/2024,11/13/2024,open
PO-1052,SM-13,12/23/2024,2024-03-22,closed
PO-1053,SM-40,12/12/2024,2025-12-24,PARTIAL
PO-1054,SM-7,03/26/2026,07/03/2025,partial
PO-1055,SM-1,2025-12-08,2026-07-28,partial
PO-1056,SM-1,2024-01-17,02-11-2024,PARTIAL
PO-1057,SM-37,03-08-2026,2024-05-27,open
PO-1058,SM-32,07/22/2024,08/12/2024,closed
PO-1059,SM-5,10/21/2025,2024-07-06,PARTIAL
PO-1060,SM-19,2024-02-16,26-04-2026,closed
PO-1061,SM-23,05/24/2026,2025-11-15,partial
PO-1062,SM-7,2026-10-09,07/18/2024,closed
PO-1063,SM-29,05-09-2024,2026-07-23,OPEN
PO-1064,SM-34,2024-11-22,06/19/2024,PARTIAL
PO-1065,SM-34,2026-03-25,2024-06-26,closed
PO-1066,SM-11,2025-01-27,10/09/2026,PARTIAL
PO-1067,SM-28,10/11/2026,2025-09-11,partial
PO-1068,SM-8,01/16/2026,2026-10-19,open
PO-1069,SM-20,07/01/2024,2024-11-03,closed
PO-1070,SM-30,12/03/2026,06/26/2026,OPEN
PO-1071,SM-15,02-04-2025,01/17/2024,partial
PO-1072,SM-34,2026-10-27,05/20/2026,OPEN
PO-1073,SM-10,23-02-2026,2026-05-18,OPEN
PO-1074,SM-15,2024-12-16,2026-11-28,OPEN
PO-1075,SM-15,2025-03-22,2025-04-14,OPEN
PO-1076,SM-21,2026-03-02,2025-06-06,OPEN
PO-1077,SM-16,21-12-2024,12/23/2026,OPEN
PO-1078,SM-17,10/05/2026,22-04-2025,open
PO-1079,SM-24,27-04-2024,2025-08-08,open
PO-1080,SM-18,02/19/2025,15-09-2026,closed
PO-1081,SM-32,05-12-2024,09/24/2024,PARTIAL
PO-1082,SM-18,2026-06-14,2026-11-16,OPEN
PO-1083,SM-33,2026-05-20,2025-04-09,closed
PO-1084,SM-30,2024-03-26,2026-06-16,OPEN
PO-1085,SM-14,2026-09-25,2024-08-20,partial
PO-1086,SM-11,11/14/2026,01/25/2026,closed
PO-1087,SM-10,09/13/2024,10/03/2025,partial
PO-1088,SM-7,05/23/2026,03/18/2026,OPEN
PO-1089,SM-8,03/16/2026,05/05/2024,open
PO-1090,SM-7,02/27/2024,05/15/2025,OPEN
PO-1091,SM-8,21-09-2025,10-07-2025,partial
PO-1092,SM-18,19-12-2024,12/13/2024,open
PO-1093,SM-23,2026-01-22,09/22/2026,OPEN
PO-1094,SM-12,2026-07-24,28-07-2024,PARTIAL
PO-1095,SM-35,2026-02-08,04-07-2026,OPEN
PO-1096,SM-7,2025-02-06,2024-10-18,closed
PO-1097,SM-26,09/05/2025,2024-05-20,partial
PO-1098,SM-11,12-05-2026,2025-10-05,partial
PO-1099,SM-1,05/09/2026,04/24/2025,partial
PO-1100,SM-32,05-06-2025,2024-07-24,closed
PO-1101,SM-29,2025-11-21,07/16/2024,closed
PO-1102,SM-10,11/14/2026,10-03-2026,PARTIAL
PO-1103,SM-15,2024-10-22,06/18/2025,partial
PO-1104,SM-24,2025-07-08,2026-06-10,closed
PO-1105,SM-6,19-05-2024,2026-01-04,PARTIAL
PO-1106,SM-13,2024-02-28,2026-02-10,partial
PO-1107,SM-36,2026-11-09,09/09/2026,closed
PO-1108,SM-10,2024-06-21,01/06/2025,OPEN
PO-1109,SM-21,2024-02-28,2026-10-25,PARTIAL
PO-1110,SM-38,05-07-2026,04/15/2026,OPEN
PO-1111,SM-2,2025-07-04,06/04/2026,closed
PO-1112,SM-29,2024-09-12,03-09-2024,closed
PO-1113,SM-26,01/08/2026,2026-02-09,OPEN
PO-1114,SM-31,2025-05-05,10/05/2026,OPEN
PO-1115,SM-31,2025-07-07,04/02/2026,PARTIAL
PO-1116,SM-35,2024-09-23,2024-09-18,OPEN
PO-1117,SM-10,2024-01-18,16-05-2026,closed
PO-1118,SM-25,28-11-2026,2025-05-23,closed
PO-1119,SM-14,09/13/2025,2025-05-08,OPEN
PO-1120,SM-21,2024-08-04,05/25/2026,closed
PO-1121,SM-2,18-10-2026,11/04/2025,PARTIAL
PO-1122,SM-17,11/20/2026,2024-07-21,OPEN
PO-1123,SM-1,08-05-2025,2026-06-24,PARTIAL
PO-1124,SM-31,19-11-2025,2026-05-27,PARTIAL
PO-1125,SM-40,2024-03-14,2024-06-17,closed
PO-1126,SM-27,09-03-2025,08/23/2025,OPEN
PO-1127,SM-16,2026-09-22,21-04-2025,closed
PO-1128,SM-39,22-06-2026,23-12-2025,open
PO-1129,SM-40,2024-04-03,07-07-2026,open
PO-1130,SM-21,2024-05-15,09/28/2025,PARTIAL
PO-1131,SM-16,06/27/2025,2026-05-18,open
PO-1132,SM-23,05-04-2026,01/24/2024,partial
PO-1133,SM-30,2025-11-24,2025-12-07,closed
PO-1134,SM-1,2025-02-01,15-12-2024,open
PO-1135,SM-27,2026-08-04,2025-11-01,PARTIAL
PO-1136,SM-40,07/23/2025,2024-10-04,partial
PO-1137,SM-16,2024-02-15,12/02/2024,partial
PO-1138,SM-32,2025-07-15,2024-01-01,closed
PO-1139,SM-26,07/02/2026,2025-10-12,OPEN
PO-1140,SM-9,04/28/2025,07/12/2025,OPEN
PO-1141,SM-11,2025-08-18,2024-09-10,OPEN
PO-1142,SM-14,02-04-2026,2025-04-09,closed
PO-1143,SM-40,2026-09-18,2026-08-27,open
PO-1144,SM-16,08/23/2025,2025-03-25,OPEN
PO-1145,SM-26,03/27/2024,23-12-2024,PARTIAL
PO-1146,SM-32,2026-03-19,2025-11-04,PARTIAL
PO-1147,SM-19,11-02-2024,08/23/2026,partial
PO-1148,SM-40,26-01-2024,19-08-2026,OPEN
PO-1149,SM-21,2026-01-13,2026-10-20,open
PO-1150,SM-18,2026-04-26,2026-11-14,OPEN
PO-1151,SM-23,07/04/2026,11/03/2024,open
PO-1152,SM-35,2025-09-08,2026-03-03,PARTIAL
PO-1153,SM-15,05/04/2026,2026-05-13,open
PO-1154,SM-3,25-01-2026,08-05-2025,partial
PO-1155,SM-13,18-12-2024,2026-03-15,open
PO-1156,SM-6,2025-04-08,19-11-2024,PARTIAL
PO-1157,SM-25,12/03/2026,2024-07-03,PARTIAL
PO-1158,SM-17,06/05/2024,08/06/2026,open
PO-1159,SM-32,2025-02-22,11-02-2024,open
PO-1160,SM-36,2025-03-10,28-09-2025,OPEN
PO-1161,SM-7,08/25/2026,2024-04-10,PARTIAL
PO-1162,SM-23,2024-07-18,2025-12-04,partial
PO-1163,SM-28,2026-12-09,2024-11-10,closed
PO-1164,SM-8,16-06-2025,2026-01-16,OPEN
PO-1165,SM-3,2026-12-25,02/15/2025,closed
PO-1166,SM-40,2025-08-21,28-07-2026,partial
PO-1167,SM-18,10-07-2025,2025-10-24,open
PO-1168,SM-32,11/25/2026,01/28/2026,partial
PO-1169,SM-15,2026-10-08,2024-12-28,OPEN
PO-1170,SM-30,2025-02-07,01/14/2025,open
PO-1171,SM-26,06/03/2025,2024-02-25,partial
PO-1172,SM-37,2026-09-20,05/01/2025,partial
PO-1173,SM-38,15-01-2025,2024-03-19,OPEN
PO-1174,SM-36,2026-08-08,07/02/2026,OPEN
PO-1175,SM-2,11-04-2026,06/02/2025,open
PO-1176,SM-32,16-12-2024,2024-10-19,closed
PO-1177,SM-18,2026-04-19,2026-08-01,partial
PO-1178,SM-15,12/13/2025,08/16/2026,OPEN
PO-1179,SM-2,2025-06-04,2026-09-16,PARTIAL
PO-1180,SM-38,2026-09-09,02/14/2024,partial
PO-1181,SM-25,2024-08-14,03/05/2024,OPEN
PO-1182,SM-3,2025-01-03,2025-07-21,partial
PO-1183,SM-2,01/19/2025,03/26/2024,closed
PO-1184,SM-33,2025-10-19,04-03-2024,closed
PO-1185,SM-18,2025-01-06,2025-08-09,PARTIAL
PO-1186,SM-17,12/02/2026,2025-09-05,open
PO-1187,SM-11,2024-02-09,2024-09-23,PARTIAL
PO-1188,SM-38,2024-07-04,02-06-2026,PARTIAL
PO-1189,SM-23,2024-01-25,2026-03-09,partial
PO-1190,SM-17,2026-05-03,2024-05-12,closed
PO-1191,SM-8,11-01-2024,12/25/2024,partial
PO-1192,SM-1,06/19/2026,2024-05-02,partial
PO-1193,SM-19,26-09-2026,2024-03-10,open
PO-1194,SM-39,2026-07-20,2024-08-06,OPEN
PO-1195,SM-30,2026-02-19,17-04-2025,open
PO-1196,SM-39,08/03/2026,09/08/2024,PARTIAL
PO-1197,SM-39,2025-08-20,09/11/2025,PARTIAL
PO-1198,SM-26,2024-05-27,2026-07-12,PARTIAL
PO-1199,SM-32,2025-08-23,25-10-2026,PARTIAL
PO-1200,SM-26,10/19/2024,11/02/2024,PARTIAL
PO-1201,SM-37,2024-01-01,10-06-2024,open
PO-1202,SM-4,06/08/2025,2026-12-13,closed
PO-1203,SM-7,04/23/2025,03/16/2026,partial
PO-1204,SM-40,05/01/2025,20-01-2024,partial
PO-1205,SM-26,12/06/2025,2025-10-17,PARTIAL
PO-1206,SM-13,2025-11-24,2025-05-28,partial
PO-1207,SM-26,2024-02-08,04/01/2026,OPEN
PO-1208,SM-33,10/02/2025,15-11-2026,open
PO-1209,SM-8,2024-06-23,04/10/2024,closed
PO-1210,SM-32,08/20/2024,2024-09-27,partial
PO-1211,SM-30,2026-09-25,2024-01-15,OPEN
PO-1212,SM-35,03/22/2024,2024-04-14,partial
PO-1213,SM-4,2024-01-15,11/11/2026,partial
PO-1214,SM-19,09/23/2025,21-12-2026,OPEN
PO-1215,SM-34,2025-05-27,23-11-2025,closed
PO-1216,SM-25,2026-07-17,2026-08-10,closed
PO-1217,SM-1,2024-11-22,2025-10-23,partial
PO-1218,SM-33,01-03-2026,2026-10-08,partial
PO-1219,SM-5,2026-07-03,14-08-2025,partial
PO-1220,SM-13,2026-10-12,2025-03-25,closed
PO-1221,SM-8,17-05-2024,2024-09-08,closed
PO-1222,SM-17,26-10-2025,12/14/2025,closed
PO-1223,SM-27,01/28/2024,01/20/2026,OPEN
PO-1224,SM-11,2026-10-16,2025-07-09,PARTIAL
PO-1225,SM-24,2026-06-27,2024-04-10,open
PO-1226,SM-22,10/19/2025,25-01-2025,partial
PO-1227,SM-20,10-02-2025,02-07-2025,open
PO-1228,SM-32,2026-07-05,2026-08-17,PARTIAL
PO-1229,SM-22,15-04-2026,2026-02-07,open
PO-1230,SM-17,11/24/2025,2024-09-05,PARTIAL
PO-1231,SM-2,2025-09-04,05/17/2025,PARTIAL
PO-1232,SM-1,2024-05-11,2024-03-19,OPEN
PO-1233,SM-9,2025-12-12,2025-03-19,closed
PO-1234,SM-10,2026-11-22,2024-10-28,open
PO-1235,SM-34,2026-02-14,2024-03-12,partial
PO-1236,SM-24,2025-08-01,2026-10-02,PARTIAL
PO-1237,SM-9,19-08-2024,05/26/2025,closed
PO-1238,SM-40,23-01-2025,02/27/2025,open
PO-1239,SM-25,2024-02-17,27-07-2026,partial
PO-1240,SM-25,2026-08-12,2025-03-03,open
PO-1241,SM-38,2026-10-25,03-05-2025,closed
PO-1242,SM-8,10/22/2025,2026-10-08,OPEN
PO-1243,SM-21,20-09-2024,2025-07-07,OPEN
PO-1244,SM-2,23-12-2025,10-06-2025,closed
PO-1245,SM-9,06/02/2024,08-12-2024,open
PO-1246,SM-35,02/18/2026,10/04/2025,partial
PO-1247,SM-30,10/22/2024,15-03-2026,partial
PO-1248,SM-5,2025-07-12,02/08/2025,PARTIAL
PO-1249,SM-19,2025-04-26,2025-07-12,OPEN
PO-1250,SM-3,2024-11-06,03/04/2024,PARTIAL
PO-1251,SM-30,2026-09-10,2026-02-04,PARTIAL
PO-1252,SM-6,2025-06-26,2024-07-05,PARTIAL
PO-1253,SM-17,2024-09-28,12/26/2024,open
PO-1254,SM-11,02/02/2025,2026-05-07,closed
PO-1255,SM-7,01-09-2026,2025-01-12,partial
PO-1256,SM-6,08/16/2025,2025-03-25,OPEN
PO-1257,SM-35,09/19/2026,08-08-2024,PARTIAL
PO-1258,SM-10,2024-02-03,2025-11-19,closed
PO-1259,SM-6,13-12-2024,02/20/2025,OPEN
PO-1260,SM-18,16-06-2025,2025-05-10,closed
PO-1261,SM-37,04/02/2026,2025-07-27,closed
PO-1262,SM-8,2024-10-10,2026-12-12,closed
PO-1263,SM-13,2024-06-12,2024-08-08,open
PO-1264,SM-24,2024-01-25,2026-09-25,OPEN
PO-1265,SM-14,2024-09-14,07-07-2025,open
PO-1266,SM-16,2025-07-23,09/04/2026,PARTIAL
PO-1267,SM-32,07/10/2026,2026-11-06,closed
PO-1268,SM-11,2025-04-27,2025-07-13,PARTIAL
PO-1269,SM-6,2025-10-06,2024-07-17,partial
PO-1270,SM-3,2026-08-08,09/08/2024,partial
PO-1271,SM-27,10/17/2026,10/03/2025,closed
PO-1272,SM-20,2025-07-17,2025-03-18,partial
PO-1273,SM-37,2026-02-22,23-06-2024,closed
PO-1274,SM-20,11-01-2026,26-06-2025,OPEN
PO-1275,SM-21,12/25/2026,07/02/2024,PARTIAL
PO-1276,SM-5,2026-02-24,2026-03-21,closed
PO-1277,SM-39,21-02-2025,01/09/2024,OPEN
PO-1278,SM-25,12/12/2026,2026-12-17,open
PO-1279,SM-38,20-04-2026,2024-08-01,PARTIAL
PO-1280,SM-15,2025-02-10,11/13/2026,partial
PO-1281,SM-29,2026-08-21,2026-06-22,closed
PO-1282,SM-13,2024-01-26,2025-05-08,closed
PO-1283,SM-2,2025-01-22,05-12-2024,partial
PO-1284,SM-16,2026-06-05,2026-03-18,open
PO-1285,SM-36,2025-10-24,03/08/2024,PARTIAL
PO-1286,SM-26,2025-12-19,2025-08-25,closed
PO-1287,SM-31,2025-02-05,2025-10-23,PARTIAL
PO-1288,SM-38,2026-01-27,2024-01-16,closed
PO-1289,SM-10,2026-03-11,2026-03-23,OPEN
PO-1290,SM-19,06/24/2026,2024-04-21,PARTIAL
PO-1291,SM-37,2026-08-14,2025-04-18,closed
PO-1292,SM-31,2026-01-10,11-06-2024,closed
PO-1293,SM-34,2025-02-25,02/01/2024,OPEN
PO-1294,SM-25,06/21/2025,24-05-2025,OPEN
PO-1295,SM-33,02/17/2026,2025-12-16,OPEN
PO-1296,SM-8,2026-03-17,08/22/2025,partial
PO-1297,SM-11,2025-10-13,2026-06-27,partial
PO-1298,SM-16,2026-12-15,10-07-2026,closed
PO-1299,SM-34,20-03-2025,2026-10-20,partial
PO-1300,SM-27,2026-03-22,2025-05-04,PARTIAL
PO-1301,SM-24,2024-09-23,05/07/2026,PARTIAL
PO-1302,SM-12,28-03-2026,2024-12-10,closed
PO-1303,SM-35,10-07-2025,28-08-2025,open
PO-1304,SM-36,02/13/2024,09/07/2024,PARTIAL
PO-1305,SM-24,07/01/2025,22-04-2026,open
PO-1306,SM-25,06/19/2025,2025-11-11,partial
PO-1307,SM-23,19-01-2024,04/25/2024,open
PO-1308,SM-36,05-05-2026,07-01-2024,open
PO-1309,SM-20,2025-07-09,2024-02-09,closed
PO-1310,SM-27,2025-02-04,2025-12-11,closed
PO-1311,SM-39,06/01/2024,2024-06-05,partial
PO-1312,SM-11,05-04-2026,08-04-2024,closed
PO-1313,SM-20,2026-07-12,24-07-2026,PARTIAL
PO-1314,SM-34,2025-03-20,26-01-2024,PARTIAL
PO-1315,SM-17,2024-09-02,2025-04-12,closed
PO-1316,SM-32,06-07-2026,23-12-2024,closed
PO-1317,SM-29,02/23/2025,02/28/2024,closed
PO-1318,SM-40,12/24/2026,2025-10-15,closed
PO-1319,SM-6,2026-08-15,14-05-2024,partial
PO-1320,SM-31,01-05-2025,02/20/2026,closed
PO-1321,SM-16,27-09-2024,2024-04-10,PARTIAL
PO-1322,SM-25,01/02/2024,11-03-2026,open
PO-1323,SM-12,2025-08-25,12/22/2026,OPEN
PO-1324,SM-33,2026-01-09,2026-10-28,OPEN
PO-1325,SM-34,05/27/2024,12-01-2026,OPEN
PO-1326,SM-1,2026-01-19,12-11-2026,PARTIAL
PO-1327,SM-19,2024-05-26,2024-10-07,partial
PO-1328,SM-5,12/24/2024,05-08-2026,partial
PO-1329,SM-30,10/17/2026,06/25/2026,closed
PO-1330,SM-36,2025-01-23,14-05-2026,PARTIAL
PO-1331,SM-34,2024-09-09,2024-08-08,closed
PO-1332,SM-21,2025-10-08,03/08/2024,partial
PO-1333,SM-19,06/07/2024,2025-11-27,partial
PO-1334,SM-33,2026-10-04,01/08/2026,partial
PO-1335,SM-23,2024-08-13,2024-07-10,PARTIAL
PO-1336,SM-40,2025-05-23,2026-04-11,closed
PO-1337,SM-39,01/11/2026,03-04-2026,closed
PO-1338,SM-5,02-07-2025,2025-12-21,partial
PO-1339,SM-22,2026-02-03,06/08/2024,OPEN
PO-1340,SM-15,2024-06-16,26-06-2024,PARTIAL
PO-1341,SM-9,2024-12-07,01/04/2025,open
PO-1342,SM-32,2026-09-21,2026-03-22,open
PO-1343,SM-27,08/28/2026,2024-12-17,OPEN
PO-1344,SM-36,21-10-2025,2025-10-25,OPEN
PO-1345,SM-16,2024-05-10,2026-07-11,OPEN
PO-1346,SM-3,2026-01-12,2024-08-11,closed
PO-1347,SM-2,10/03/2024,03/28/2026,open
PO-1348,SM-4,2025-11-26,2026-08-16,PARTIAL
PO-1349,SM-36,02-03-2025,01/22/2026,PARTIAL
PO-1350,SM-32,04/27/2025,2025-01-25,PARTIAL
PO-1351,SM-13,2026-12-15,2025-12-19,PARTIAL
PO-1352,SM-39,27-02-2026,19-01-2025,OPEN
PO-1353,SM-13,03/13/2026,07/08/2026,OPEN
PO-1354,SM-26,2026-03-02,10/26/2024,open
PO-1355,SM-10,2024-11-28,07/27/2025,PARTIAL
PO-1356,SM-8,2024-04-20,2025-08-05,closed
PO-1357,SM-2,02/21/2026,2026-07-01,OPEN
PO-1358,SM-29,2025-10-24,11/18/2025,PARTIAL
PO-1359,SM-25,2025-03-20,05-09-2026,partial
PO-1360,SM-19,2025-12-20,05/09/2026,PARTIAL
PO-1361,SM-23,02/20/2024,09/08/2024,open
PO-1362,SM-34,2026-01-12,02-08-2025,PARTIAL
PO-1363,SM-12,03/05/2025,2024-09-26,PARTIAL
PO-1364,SM-26,2024-10-08,2025-02-08,open
PO-1365,SM-5,2026-06-14,03-11-2025,partial
PO-1366,SM-17,12-11-2026,2024-12-06,PARTIAL
PO-1367,SM-21,04-11-2026,2026-08-23,OPEN
PO-1368,SM-21,12-04-2024,23-10-2026,partial
PO-1369,SM-11,2026-01-24,10-01-2026,open
PO-1370,SM-11,27-10-2025,2024-05-09,OPEN
PO-1371,SM-21,07/23/2025,08/18/2026,open
PO-1372,SM-38,2024-11-05,05/11/2025,closed
PO-1373,SM-22,04/16/2024,2024-03-25,open
PO-1374,SM-15,2024-03-26,2024-11-07,partial
PO-1375,SM-14,12/21/2026,06-06-2024,closed
PO-1376,SM-26,2024-04-15,10/26/2025,open
PO-1377,SM-18,04/10/2026,2026-04-25,partial
PO-1378,SM-3,08/01/2026,2025-05-01,closed
PO-1379,SM-8,2026-01-18,03/08/2024,PARTIAL
PO-1380,SM-7,2024-11-18,2025-03-02,PARTIAL
PO-1381,SM-13,22-09-2026,06/19/2026,PARTIAL
PO-1382,SM-22,05/14/2025,10/12/2026,partial
PO-1383,SM-18,2024-08-19,2026-03-25,open
PO-1384,SM-31,2025-08-23,11/04/2025,OPEN
PO-1385,SM-27,01/11/2026,2026-10-26,open
PO-1386,SM-32,05-07-2026,2026-01-09,partial
PO-1387,SM-2,2024-06-08,07/02/2026,closed
PO-1388,SM-39,2026-04-11,22-10-2026,partial
PO-1389,SM-29,2024-11-25,08/01/2024,partial
PO-1390,SM-31,2026-11-09,07/12/2025,PARTIAL
PO-1391,SM-24,2024-10-24,2026-05-18,OPEN
PO-1392,SM-35,2026-04-02,2026-07-10,open
PO-1393,SM-20,2024-11-10,2024-09-14,OPEN
PO-1394,SM-26,2026-09-28,2026-10-19,closed
PO-1395,SM-3,2024-02-11,2026-05-28,partial
PO-1396,SM-14,11/04/2026,04/24/2024,OPEN
PO-1397,SM-38,2026-12-21,06-08-2025,closed
PO-1398,SM-34,11/08/2025,2024-07-21,OPEN
PO-1399,SM-14,2026-03-07,16-08-2025,closed
PO-1400,SM-33,2026-03-28,2026-09-22,open
PO-1401,SM-30,2026-09-14,2024-01-25,open
PO-1402,SM-27,01/19/2024,14-02-2026,OPEN
PO-1403,SM-37,2026-04-04,16-10-2024,partial
PO-1404,SM-40,25-02-2024,04/12/2024,OPEN
PO-1405,SM-40,03/25/2024,2024-12-19,partial
PO-1406,SM-19,2024-01-24,19-03-2024,PARTIAL
PO-1407,SM-14,2026-12-06,06/22/2024,PARTIAL
PO-1408,SM-31,16-02-2025,2025-06-02,PARTIAL
PO-1409,SM-24,2026-01-18,2024-01-15,OPEN
PO-1410,SM-32,04/21/2026,2024-06-15,PARTIAL
PO-1411,SM-18,2025-08-05,2026-01-23,PARTIAL
PO-1412,SM-25,05/24/2025,27-02-2026,closed
PO-1413,SM-11,2026-11-21,2025-12-18,PARTIAL
PO-1414,SM-21,23-02-2024,04/18/2024,closed
PO-1415,SM-20,13-06-2024,2025-07-18,partial
PO-1416,SM-3,2025-07-28,14-04-2026,closed
PO-1417,SM-21,02/15/2024,10/13/2026,partial
PO-1418,SM-4,2025-08-02,2024-11-01,OPEN
PO-1419,SM-15,2025-12-16,06/01/2026,closed
PO-1420,SM-32,2026-07-06,02/06/2026,PARTIAL
PO-1421,SM-24,2025-07-13,07/18/2024,OPEN
PO-1422,SM-30,11/01/2025,2026-09-22,PARTIAL
PO-1423,SM-36,08/26/2024,26-12-2025,OPEN
PO-1424,SM-18,2025-07-20,18-04-2025,partial
PO-1425,SM-40,20-07-2025,2024-06-19,OPEN
PO-1426,SM-13,2026-07-23,02/08/2026,PARTIAL
PO-1427,SM-1,05-03-2026,12/08/2026,OPEN
PO-1428,SM-27,15-11-2026,10/23/2026,PARTIAL
PO-1429,SM-17,22-03-2024,2024-11-03,closed
PO-1430,SM-2,2026-08-19,2024-01-09,partial
PO-1431,SM-29,2026-02-07,2024-01-17,partial
PO-1432,SM-30,2026-09-25,2026-04-19,partial
PO-1433,SM-11,2024-04-11,2026-04-22,partial
PO-1434,SM-25,14-08-2024,2024-10-25,partial
PO-1435,SM-2,2025-09-10,2024-04-16,open
PO-1436,SM-2,2025-04-05,19-06-2025,closed
PO-1437,SM-2,17-09-2026,12/28/2024,closed
PO-1438,SM-26,05/17/2025,09/14/2025,PARTIAL
PO-1439,SM-25,2024-06-16,2026-05-26,PARTIAL
PO-1440,SM-28,27-06-2025,12/27/2026,partial
PO-1441,SM-13,04/06/2024,07-05-2024,partial
PO-1442,SM-16,2024-05-03,2026-05-27,partial
PO-1443,SM-22,2024-08-27,2025-06-10,partial
PO-1444,SM-12,01/25/2026,05/02/2025,OPEN
PO-1445,SM-26,2025-03-16,2024-06-26,open
PO-1446,SM-10,2025-11-23,19-10-2026,open
PO-1447,SM-18,2025-10-15,04/11/2026,PARTIAL
PO-1448,SM-31,08/18/2024,2025-03-25,closed
PO-1449,SM-2,2024-06-14,27-01-2025,PARTIAL
PO-1450,SM-9,11/17/2025,04-02-2026,open
PO-1451,SM-17,25-12-2025,2025-04-16,PARTIAL
PO-1452,SM-25,2025-10-02,2024-08-28,PARTIAL
PO-1453,SM-36,03-08-2026,07/16/2024,closed
PO-1454,SM-29,2025-02-06,24-05-2025,partial
PO-1455,SM-1,2024-09-07,2024-11-10,open
PO-1456,SM-30,03/23/2025,01-12-2025,OPEN
PO-1457,SM-16,2026-02-03,06/24/2025,closed
PO-1458,SM-37,08/23/2025,06-01-2026,partial
PO-1459,SM-24,2025-08-28,25-05-2024,partial
PO-1460,SM-30,02/25/2024,2026-12-05,open
PO-1461,SM-3,04/21/2024,2026-05-06,open
PO-1462,SM-40,03/05/2025,07/02/2026,open
PO-1463,SM-7,2026-07-13,07/08/2026,OPEN
PO-1464,SM-3,12/16/2024,03-01-2026,partial
PO-1465,SM-29,2024-12-13,2025-11-13,closed
PO-1466,SM-23,2025-07-06,2024-11-14,PARTIAL
PO-1467,SM-7,04/28/2024,12-07-2024,PARTIAL
PO-1468,SM-27,04/20/2024,12/27/2026,OPEN
PO-1469,SM-6,2026-11-23,2026-03-08,open
PO-1470,SM-26,2025-08-23,09/24/2026,open
PO-1471,SM-35,2024-12-10,08-06-2025,OPEN
PO-1472,SM-9,08/09/2024,07/26/2026,partial
PO-1473,SM-35,2024-06-14,2024-11-17,OPEN
PO-1474,SM-22,2025-10-07,2024-12-22,closed
PO-1475,SM-8,2026-05-09,2026-12-10,OPEN
PO-1476,SM-23,16-04-2024,08/10/2024,PARTIAL
