employee_id,month,base_salary,bonus,deductions
E-2524,2026-09,27984,0,0
E-1732,2026-04,24 665,0,0
E-3207,2024-06,7982,0,0
E-2724,2025-06,47890,0,0
E-2474,04/2026,44845,0,0
E-2074,2025-01,35101,1 317,0
E-2534,2025-03,31101,0,0
E-1561,01/2024,8102,0,0
E-1785,2024-02,49601,0,0
E-1737,2024-09,"$39,074.00",0,0
E-2159,2025-05,"$39,208.00",0,0
E-1036,2024-03,"$33,764.00",0,0
E-1876,2026-08,"$32,436.00",9041,0
E-2743,2026-12,5342,15352,0
E-1018,2025-06,"$53,956.00",0,0
E-2836,2025-01,"$11,231.00",0,0
E-3228,2025-09,36 733,0,0
E-1907,08/2024,"$40,160.00",0,0
E-1581,09/2024,44 492,"14 847,00",0
E-1322,2024-02,57784,0,0
E-2069,2026-11,"$59,900.00",24297,0
E-1175,2025-03,"$40,708.00",0,772
E-1811,05/2024,19686,9911,0
E-2055,2024-04,28009,5380,0
E-2575,2025-02,"47 813,00",0,0
E-1829,2024-01,"36 978,00",0,0
E-2460,2024-06,25144,0,0
E-1175,2026-04,44871,0,0
E-1885,2024-10,19273,0,0
E-2592,06/2026,17384,"$27,790.00",0
E-3422,2025-04,"$53,898.00",0,0
E-2730,2026-11,"$18,875.00",0,0
E-1836,2024-03,20621,0,885
E-1381,2026-05,28154,0,0
E-1310,2025-09,51107,0,0
E-2484,2024-04,58770,0,0
E-3421,2025-07,14156,0,0
E-1090,2024-01,20931,0,0
E-3137,2025-02,7920,0,1659
E-2147,2024-04,8571,0,0
E-1163,2025-06,37573,0,0
E-2701,2025-10,"$13,690.00",29196,0
E-3263,2026-01,"$25,848.00",0,0
E-1808,2024-01,35931,0,0
E-1252,2024-06,58100,0,0
E-2550,02/2026,51619,0,0
E-3439,2025-09,28861,0,0
E-1220,12/2024,38131,0,0
E-1753,2026-10,40528,0,0
E-1683,2026-03,49380,0,0
E-2888,12/2026,"$37,618.00",10971,"$1,977.00"
E-2473,09/2025,45686,0,0
E-2453,2025-04,46264,0,1404
E-2475,06/2025,10 531,0,0
E-2370,2025-06,"$57,066.00",21271,0
E-3238,2025-01,48 268,25448,0
E-2923,2026-10,8811,0,0
E-1180,2025-11,"9 542,00",0,0
E-2880,2025-06,7683,1 064,465
E-2273,2026-05,33117,0,0
E-1289,2024-02,56233,4 244,0
E-3457,2024-01,29 439,0,0
E-1024,2025-05,"8 597,00",0,0
E-2460,05/2024,39808,4888,1564
E-2301,2026-12,43795,0,0
E-1830,2024-07,57 848,0,0
E-1454,2024-12,29526,0,0
E-2769,2025-09,"$19,684.00",29 281,0
E-2034,2025-10,30460,0,"$1,984.00"
E-3104,2026-03,"$22,441.00",0,0
E-1188,2026-02,18500,4819,"1 846,00"
E-3460,2026-02,11105,0,0
E-1591,2025-09,"24 024,00",0,0
E-2769,01/2024,"$31,782.00",0,0
E-1866,2024-04,20077,0,0
E-1129,2025-11,"53 774,00",2 842,0
E-2298,2024-05,45688,0,0
E-2091,2026-09,52701,0,"$1,234.00"
E-1283,2026-11,36111,0,$390.00
E-2245,2024-02,19679,0,0
E-2025,2025-06,27031,0,0
E-3144,2026-01,"$46,330.00",5216,0
E-1258,2026-12,8 191,0,$349.00
E-2438,01/2025,17547,0,0
E-1860,2024-11,48721,"$14,034.00",0
E-2156,11/2024,18200,0,0
E-3208,08/2024,"$49,509.00",10385,"375,00"
E-2113,2026-12,"$39,416.00",0,0
E-1026,2024-09,"57 065,00",0,0
E-3535,2025-05,29790,"$7,158.00",0
E-3171,09/2024,10245,0,0
E-1263,2026-07,43852,0,0
E-1307,2025-01,36279,0,0
E-1768,2024-10,"$9,355.00",0,0
E-2139,2026-10,"$6,936.00",0,0
E-1746,2025-03,"5 945,00",0,0
E-3300,2026-12,17169,0,0
E-1241,2024-06,37938,14 314,0
E-1105,07/2025,"$14,001.00",0,0
E-3212,2024-02,49738,0,$407.00
E-3165,2026-08,17648,0,0
E-2619,2026-08,21924,0,0
E-1145,2026-12,"$32,098.00",0,$710.00
E-2517,2024-12,30181,"$10,742.00",0
E-2054,2025-10,57826,0,"1 612,00"
E-2336,2024-05,37 164,"$24,717.00",0
E-1355,2026-09,"$28,896.00",0,0
E-2438,2026-06,40017,0,0
E-1193,2025-01,39 551,0,0
E-1048,2024-01,"48 237,00",0,0
E-1865,2025-08,31881,"$25,739.00",0
E-3020,05/2024,31505,0,0
E-2666,2024-03,"$9,923.00",0,0
E-1062,2025-07,5929,0,0
E-2129,2026-09,"$28,649.00",0,0
E-1540,2025-02,"$49,068.00",0,0
E-2892,2025-05,21185,0,0
E-2530,2024-07,"$38,465.00",0,0
E-1942,2026-07,16011,0,0
E-1381,2024-12,41741,6594,0
E-2439,2026-03,46908,"11 935,00",0
E-2883,2024-09,57828,0,1055
E-2095,2024-11,7208,0,0
E-2619,2026-10,35890,"$8,381.00",0
E-2827,2024-09,28896,0,0
E-1141,2025-04,"$49,503.00",0,0
E-2481,10/2025,"21 393,00",0,0
E-1689,2026-07,36008,0,0
E-2658,2024-02,60000,0,0
E-2636,2026-05,47819,15873,0
E-2682,02/2026,29 662,"9 345,00",0
E-1568,2025-09,20 829,0,0
E-2922,2025-04,49128,0,0
E-1057,10/2026,36356,0,"$1,945.00"
E-3169,2025-07,45372,0,0
E-3497,2026-10,"$44,240.00",0,0
E-1309,01/2025,9 161,0,0
E-3404,2026-06,45262,0,0
E-2321,2024-07,40861,0,$476.00
E-2904,09/2024,"$23,052.00",0,0
E-3592,2024-02,"$39,206.00",0,0
E-1022,2026-04,"9 777,00",0,0
E-1491,2025-09,"$45,197.00",0,0
E-3060,2024-11,43450,15051,"$1,717.00"
E-2600,2026-07,40513,0,0
E-2102,2026-02,"$27,565.00",0,0
E-2632,2024-08,36868,"$16,843.00",0
E-1164,05/2024,"$31,606.00",0,0
E-2805,2025-10,19809,0,0
E-1377,2024-06,41986,"$22,600.00",0
E-3358,2024-02,"46 080,00",0,0
E-3172,2025-12,56416,0,0
E-1622,08/2025,20082,28232,0
E-3349,2026-04,"$36,416.00",0,0
E-1040,2024-08,56377,0,0
E-1397,2025-06,11449,0,$416.00
E-3597,2024-11,53162,0,0
E-2021,2024-08,"49 405,00",0,0
E-3496,08/2024,"$16,162.00",0,0
E-2549,2025-11,"$9,634.00",0,0
E-1198,2025-04,"$21,745.00",0,0
E-3000,2024-10,38622,0,0
E-2024,2026-04,"$30,781.00",16 636,0
E-1963,2026-07,14 512,0,0
E-2494,2024-05,"$14,961.00",0,0
E-1877,2024-01,58183,27761,0
E-2238,2026-05,"43 846,00",0,$617.00
E-1031,2024-05,"$8,851.00","$22,882.00",0
E-3325,2024-02,24975,0,0
E-2654,2026-10,20645,"$28,552.00",0
E-3058,07/2025,"$48,864.00",0,0
E-1691,2026-11,20097,9395,0
E-3481,2025-07,"$32,755.00",0,0
E-1925,2026-06,"$41,563.00",0,0
E-1369,2026-07,49368,"$26,556.00",0
E-1823,2026-04,5906,0,0
E-3596,2024-06,"$49,430.00",0,0
E-1319,2026-07,32103,0,0
E-2945,05/2024,"$18,648.00",0,0
E-2740,2026-04,"$22,813.00",0,1717
E-3327,2025-03,26416,0,0
E-3070,2024-03,36875,0,0
E-2476,2024-12,"43 894,00",0,0
E-1373,2024-07,"12 879,00",20268,0
E-3278,06/2025,"$30,663.00","$20,254.00",0
E-2791,2026-03,15 082,0,0
E-2758,05/2024,"44 817,00",0,657
E-3255,2026-10,"$46,159.00","$3,447.00",0
E-1076,2024-04,"$20,269.00","$22,123.00",0
E-2037,2024-06,9844,0,0
E-1037,2024-06,35352,0,0
E-1652,2024-05,28890,0,0
E-2434,2024-08,6843,0,0
E-1705,2025-01,32432,5527,0
E-3406,2026-01,54936,0,0
E-2903,2024-02,40865,22538,1850
E-1897,2025-12,"42 164,00","$24,129.00",0
E-1902,2024-09,14133,"$3,012.00",0
E-1009,2024-10,7838,0,0
E-2165,2026-02,"33 004,00",11397,0
E-2939,2026-07,49403,0,0
E-3181,07/2026,"$37,290.00","$11,250.00",0
E-2472,2026-11,58238,20367,0
E-2610,2026-09,"$35,653.00",0,0
E-1511,2024-07,53778,2 743,0
E-2626,2026-01,32340,0,0
E-3042,2024-03,58846,0,0
E-1378,2026-11,"$42,518.00",0,0
E-3470,2026-09,"$39,035.00",0,0
E-1838,2025-02,5 286,0,0
E-1192,2025-07,23215,10866,0
E-2705,2025-05,"6 201,00",0,0
E-1270,2026-10,18957,0,0
E-3292,01/2026,17673,7403,0
E-1311,2025-01,10656,0,0
E-3028,2025-04,54468,0,0
E-2365,2024-01,52438,0,0
E-1901,2024-07,47056,0,1 290
E-3480,2026-09,12931,0,0
E-2068,2024-02,"$28,352.00",0,"$1,252.00"
E-2405,2026-10,"$21,378.00",0,0
E-1462,2024-11,"$10,874.00",27519,0
E-1727,2024-03,56 787,22823,0
E-2052,2025-08,17143,0,0
E-2069,2025-07,16929,0,0
E-2940,2025-12,52975,0,0
E-1834,2025-03,"$9,890.00","$19,635.00",0
E-2221,2025-06,"43 926,00",0,0
E-1169,2026-10,8450,10089,0
E-1528,04/2024,20897,0,"$1,600.00"
E-1776,05/2025,46 777,0,0
E-3460,2025-08,57436,27940,0
E-3405,2026-02,15393,"$25,815.00",0
E-1202,2026-06,"14 148,00",15872,0
E-2183,12/2025,"$13,478.00",0,0
E-2651,2025-08,"54 803,00",0,$300.00
E-3151,2026-04,33789,14751,0
E-1228,2026-12,24 155,0,0
E-2460,2026-08,26109,19684,0
E-1628,2025-04,"$30,289.00",7120,1103
E-2882,12/2024,"$12,958.00",0,0
E-2895,2026-08,"$59,698.00",0,0
E-1915,05/2025,14732,0,0
E-2561,2026-10,"27 336,00","$7,649.00",0
E-2253,2024-02,49632,0,0
E-1139,2026-04,57513,25849,0
E-2274,2024-09,53873,1257,0
E-3454,2026-03,7363,19744,0
E-3001,2025-03,23715,0,0
E-3535,2024-03,28198,0,0
E-1212,2025-02,49142,0,0
E-1177,2025-02,53552,0,0
E-1742,2024-02,48 138,"20 105,00",0
E-3103,2025-11,22049,0,1837
E-2756,2024-07,"$59,283.00","$21,205.00",0
E-3375,06/2024,"$31,130.00","$24,780.00",0
E-3563,01/2024,"$43,233.00",3219,0
E-3055,2024-09,18743,0,0
E-2314,2024-01,"45 283,00",10411,1344
E-1136,2026-12,"$22,700.00",15 169,0
E-2074,2026-09,53547,0,0
E-2643,09/2024,37224,"25 757,00",0
E-3544,04/2026,51818,0,"1 673,00"
E-2349,2024-11,42050,0,0
E-3052,2025-03,"$43,862.00",0,0
E-2973,2024-02,"$28,601.00",0,0
E-3586,04/2024,27063,0,1 712
E-1196,2025-06,"$48,898.00",0,0
E-2038,02/2025,26042,22364,0
E-1992,2025-06,"42 598,00","$8,126.00",0
E-1305,06/2025,"$24,355.00",0,0
E-3451,2026-03,37 338,14563,0
E-1846,2026-12,23287,0,0
E-3495,2024-08,"$34,215.00",0,0
E-3263,2026-01,33796,0,0
E-2750,2025-08,27962,0,0
E-2596,2026-01,"$58,107.00",0,0
E-1740,2025-01,13440,0,331
E-3229,2026-04,27666,17 573,0
E-2103,2024-12,48628,"$18,773.00",0
E-2010,2026-12,"$27,914.00","$15,417.00",0
E-1323,12/2025,14 669,0,0
E-2989,2025-07,"44 526,00",0,0
E-2692,2026-12,11133,23 208,0
E-3570,2025-01,"$34,351.00","$15,756.00",0
E-3338,2026-04,19 052,0,0
E-3462,2025-10,20485,0,1823
E-2720,2024-08,30668,"22 211,00",0
E-3045,2025-10,40334,0,0
E-1349,2026-04,25010,0,0
E-1588,12/2025,"$6,158.00",0,0
E-1053,09/2025,"$29,706.00",0,0
E-2726,2026-06,50790,0,0
E-1698,2026-02,"$28,838.00",0,0
E-1204,2025-08,20 130,0,0
E-3184,2024-06,37 728,0,0
E-2606,2025-09,30 522,0,"$1,180.00"
E-2649,2025-11,"$19,693.00",0,0
E-1941,2026-02,"$16,934.00",0,0
E-1143,2025-01,"$53,839.00",0,0
E-2379,2024-01,"$34,392.00",0,0
E-2636,2025-03,"5 285,00","$3,551.00",0
E-1600,2026-12,6636,0,0
E-1710,2025-12,"34 731,00","$4,915.00",0
E-2167,2025-06,19510,0,0
E-3121,2025-06,38751,0,0
E-3323,2024-10,"$54,139.00",0,0
E-2691,2026-01,"$17,091.00",0,0
E-2956,2024-11,"$18,581.00","$7,075.00",0
E-3182,2025-10,"$18,798.00",25154,0
E-1244,2025-09,"$18,920.00",0,0
E-1747,06/2026,"$24,055.00",0,0
E-3408,2025-03,16219,0,0
E-2386,2024-02,38071,0,0
E-2825,2025-11,"$39,746.00","21 306,00",0
E-3317,2025-11,43789,0,0
E-2803,2025-10,21 422,0,0
E-1577,06/2025,51965,0,0
E-3383,2026-12,34816,0,0
E-1078,2024-01,16311,2649,0
E-3241,2024-03,57764,"$25,300.00",0
E-3235,2025-08,"$9,356.00",27662,0
E-2144,2025-05,"$56,823.00","$25,478.00",0
E-2661,2026-10,53609,0,0
E-2578,2025-11,"43 695,00",0,0
E-2267,02/2025,57250,0,1805
E-3388,2026-11,"27 858,00","$16,851.00",0
E-3449,2025-11,12151,17006,0
E-1920,2026-04,14973,0,0
E-2478,2025-08,57 118,0,$572.00
E-1486,05/2024,24 663,10250,0
E-2053,2025-10,34483,26489,0
E-2148,2026-12,12370,0,0
E-3181,2024-03,"$36,987.00",0,0
E-1334,2025-10,37130,29037,0
E-2853,2024-08,"27 337,00",0,0
E-3194,2024-05,"$19,379.00",23464,1147
E-3277,2025-12,40298,0,0
E-1078,2026-08,32 433,0,0
E-2447,2025-07,50561,0,0
E-3108,2024-06,"14 333,00",0,0
E-1996,2025-02,"$28,338.00",0,0
E-1063,2026-01,"$7,176.00",0,0
E-2289,2025-10,"$30,388.00",0,0
E-1967,2024-08,39 377,0,$159.00
E-1991,2026-05,38376,0,0
E-2725,2025-02,"$13,768.00","$12,448.00",0
E-3516,2025-02,30 097,"$20,708.00",0
E-2726,12/2024,7263,0,0
E-3242,2025-05,"$18,292.00",0,0
E-2229,2025-09,23785,0,0
E-3031,2025-01,8527,25323,0
E-3148,2024-06,33594,0,0
E-3415,2025-06,41 592,0,0
E-3062,2025-09,"$13,756.00",11465,0
E-2177,07/2026,"50 141,00",7252,0
E-3516,2026-10,15695,"$1,048.00",0
E-1296,01/2026,59 046,0,0
E-1583,2025-06,51163,0,0
E-2010,04/2024,"$42,351.00",7 942,0
E-1638,2024-05,29645,0,0
E-3218,2025-12,51838,0,531
E-2951,03/2024,"7 229,00",0,0
E-2358,2026-05,58983,0,0
E-1662,2025-11,"$46,020.00",0,0
E-1516,2024-05,20377,"17 507,00",0
E-3166,2026-02,"29 524,00",11190,0
E-2028,2026-12,"46 106,00",0,0
E-1826,2025-11,51452,0,0
E-1699,2025-08,47573,"8 083,00",0
E-1892,2025-07,"$56,204.00","$10,925.00",0
E-2616,2025-01,"$31,164.00",0,0
E-3217,2024-04,7808,0,0
E-3265,2024-02,15433,9045,0
E-1565,2026-11,"29 667,00",0,0
E-2872,2026-03,"$27,266.00",0,0
E-1170,2026-01,"$15,950.00",0,0
E-2000,01/2024,"$46,194.00",19705,0
E-1023,04/2026,32987,1034,0
E-3427,02/2026,14600,0,0
E-1616,2026-08,29779,0,0
E-2275,2026-02,56441,0,0
E-2370,2024-04,"$36,074.00",0,0
E-1932,2026-05,44129,27666,0
E-1436,2025-04,12329,0,0
E-1660,2025-03,21305,0,0
E-3447,10/2024,"$27,877.00",0,0
E-1078,2026-06,"$56,049.00",0,0
E-2668,2025-10,7730,0,0
E-3193,08/2024,"19 450,00",0,0
E-2279,2024-12,22699,0,0
E-2048,2025-06,"16 910,00","5 715,00",0
E-2373,2024-06,28326,0,0
E-2652,2026-04,"$28,733.00",0,0
E-2265,2024-09,50174,17 746,1307
E-2871,2026-06,14055,0,933
E-2329,2025-12,19 778,0,0
E-3064,2024-03,"19 807,00",0,0
E-1683,2026-11,40 028,0,0
E-1359,2025-08,43861,0,"1 899,00"
E-2236,2026-09,37973,0,0
E-1437,2026-06,49864,0,0
E-1255,02/2024,"$49,365.00",0,448
E-1277,2024-05,"$9,810.00",0,0
E-3101,2024-05,59 350,0,0
E-1337,2026-08,56925,0,0
E-1516,2024-04,"$28,317.00",0,$716.00
E-1078,2025-03,"$32,418.00",20269,0
E-2993,2025-07,37410,25187,0
E-2768,2024-07,14908,0,1886
E-2249,05/2024,51513,0,0
E-2245,2026-04,"$8,191.00",0,0
E-3498,2024-07,30715,0,0
E-3483,2024-12,5 063,0,1074
E-1696,2024-09,"$8,451.00",0,0
E-3463,2025-03,18388,0,"$1,833.00"
E-2689,2025-09,"$41,552.00",10872,0
E-3162,2025-02,28 035,0,0
E-3123,2026-06,35749,0,0
E-1249,2025-11,"$40,475.00",0,0
E-3257,07/2025,47041,0,0
E-2549,2024-01,28 258,0,0
E-1105,2026-11,21128,0,0
E-1200,2025-11,11646,0,0
E-1849,2025-01,42217,0,0
E-1895,2026-08,"$15,873.00",0,0
E-2473,2024-08,"$41,582.00",0,0
E-1046,2025-11,"$39,883.00",0,0
E-1083,2024-08,56468,12619,684
E-1598,2025-09,"$54,284.00",0,0
E-1307,03/2025,26349,0,0
E-1377,2024-12,56960,0,"$1,579.00"
E-3228,09/2026,"$48,080.00",0,0
E-1617,2026-06,13355,0,0
E-2891,11/2025,59766,0,0
E-1436,2024-06,17280,0,0
E-2116,2025-02,40100,0,0
E-2391,2024-01,51740,0,1937
E-3586,11/2026,18 864,0,0
E-2117,2026-02,"50 262,00",0,881
E-2505,2024-04,"$53,124.00",3140,0
E-1812,2025-03,"$8,625.00",0,0
E-3100,2025-05,6421,0,0
E-2909,2025-12,"$14,297.00",0,1953
E-1718,2025-05,52 169,0,0
E-1896,11/2026,"$31,278.00",0,0
E-1184,2026-12,43498,0,0
E-3441,04/2026,40339,"$17,485.00",740
E-1769,2026-09,"$50,518.00",0,0
E-1516,2024-04,47881,"$22,549.00",0
E-1904,2025-02,19451,0,0
E-1190,2026-05,"15 200,00",0,"$1,047.00"
E-2854,2026-03,45381,0,245
E-2929,2026-07,"$59,473.00",27141,1 158
E-2407,2026-12,"16 261,00",0,0
E-3384,2024-04,16858,22726,1687
E-1186,2026-09,40 961,0,0
E-3298,2025-08,"$36,539.00",21496,236
E-1034,10/2025,11043,0,0
E-2035,2024-03,50 497,16053,0
E-2601,2024-08,"$46,115.00",0,0
E-1073,2026-07,"24 962,00",7964,0
E-1229,01/2026,53922,0,0
E-1670,01/2024,39621,0,1 499
E-2998,2026-09,31029,0,992
E-3125,2026-11,"11 277,00",14 911,1145
E-2136,2024-07,"$14,958.00",0,0
E-1068,2024-08,15 418,0,1522
E-3294,2025-04,6001,0,0
E-1599,2026-03,"$41,188.00","5 464,00",0
E-2824,2024-06,"$25,791.00",0,0
E-2910,2025-10,7 933,0,0
E-2395,07/2025,45 014,"6 082,00",0
E-1071,11/2024,"37 213,00",0,0
E-1304,2024-02,"$54,154.00",0,0
E-1541,2025-09,53986,"13 036,00",0
E-2007,2025-08,43176,0,837
E-1614,09/2026,36075,0,0
E-2852,2024-03,55 850,0,0
E-1523,2026-08,"$20,987.00",0,0
E-1353,2025-02,34510,0,0
E-1534,2024-03,48977,0,0
E-2824,2024-04,49602,"$21,981.00",0
E-1524,2025-07,"$32,155.00",0,0
E-3045,2025-10,24108,0,0
E-1102,2024-01,"$54,972.00",0,0
E-2998,2025-05,24963,0,0
E-2113,2026-07,29696,0,0
E-3292,2024-07,19273,"7 889,00",0
E-1412,2026-02,"$16,654.00",0,0
E-1666,2025-06,"$37,719.00","$4,337.00",0
E-2945,2024-04,8273,0,0
E-2499,2025-06,27795,0,0
E-1489,2024-08,"25 226,00",0,0
E-3516,01/2026,23264,0,0
E-2122,2024-09,"$29,204.00",0,0
E-3540,2024-06,53587,0,0
E-3074,2026-05,44541,0,0
E-3325,2024-04,16123,0,0
E-2633,2024-06,44624,0,526
E-1587,2025-04,30815,0,0
E-2908,09/2026,40831,17148,0
E-3093,2026-06,29174,3748,0
E-1918,2026-05,20806,0,0
E-2105,2026-01,"5 301,00",0,0
E-3469,2026-08,8941,0,1048
E-1801,2026-08,9170,"$9,824.00",0
E-2988,2024-11,40 717,"$10,315.00",0
E-1278,02/2025,15310,14571,818
E-2692,2024-04,"$5,387.00","$9,824.00",0
E-2097,2025-05,"35 763,00",0,0
E-2777,2026-02,"$19,836.00",0,0
E-3546,10/2026,32138,0,0
E-2507,2024-10,"$32,588.00",0,$211.00
E-1307,2025-04,"$35,843.00",0,0
E-1100,2024-08,17698,0,297
E-1825,2024-12,27 832,0,$480.00
E-3076,2026-07,"$33,303.00",0,0
E-1602,2026-08,"8 343,00",5667,0
E-1581,01/2026,"$37,297.00",0,0
E-1737,2026-09,11484,0,0
E-3500,2026-01,10 597,0,0
E-2602,05/2024,"$52,702.00",0,0
E-2501,10/2025,41922,27523,0
E-1093,05/2024,11792,"$20,624.00",0
E-2342,2026-01,"$23,030.00",23845,0
E-1930,2025-11,30440,0,292
E-3378,2025-06,47829,2 444,0
E-2712,2024-03,24110,"$10,718.00",0
E-1647,2025-12,14547,0,0
E-3242,2026-01,42354,0,528
E-1736,08/2024,27527,0,0
E-2950,2025-10,"$27,434.00",22 760,0
E-1336,10/2024,31 570,0,1272
E-2265,2024-01,"$58,684.00",13683,0
E-1929,2026-02,11303,0,0
E-1265,2024-10,31484,0,0
E-1420,02/2025,23932,0,0
E-1597,05/2024,"$45,878.00",0,0
E-2049,2024-12,50480,0,0
E-2425,2025-01,15609,0,0
E-1406,2024-04,"$53,803.00",0,0
E-1324,2024-05,"49 982,00",0,0
E-1392,2025-02,"44 319,00",0,0
E-2872,2024-10,24759,0,1874
E-1040,2025-02,"$31,262.00",0,0
E-1016,07/2024,46 284,0,0
E-2261,2024-05,48 072,0,0
E-2910,2025-04,38596,"$16,971.00",0
E-2865,02/2026,"$43,703.00",29 220,0
E-2816,2025-08,"$6,725.00",0,0
E-1192,2025-11,"$22,892.00",0,0
E-1798,2025-12,49293,0,0
E-1907,2025-06,56839,"$6,856.00",0
E-1912,2024-06,9 141,0,1240
E-1622,2026-03,41 091,0,0
E-2815,09/2026,10312,0,0
E-1774,2024-11,38437,"$7,966.00",1034
E-2917,2026-04,31996,0,0
E-3353,2024-07,9430,0,0
E-1357,08/2024,"$50,250.00",0,0
E-1062,2024-03,45775,0,0
E-1712,2026-03,48 489,0,0
E-1290,2025-02,"$51,054.00",0,0
E-1938,2025-07,32179,2298,0
E-3424,2025-07,37345,0,900
E-1388,11/2026,"$48,447.00",0,1853
E-1449,2026-03,50474,0,0
E-1312,2025-06,54709,9434,0
E-2702,2024-06,"$26,541.00",0,0
E-3472,10/2025,49 325,0,0
E-2733,2024-07,57 251,0,0
E-2021,2024-06,51 706,0,0
E-1130,2025-02,58740,"$12,402.00",0
E-2611,02/2024,"$25,601.00","$25,939.00",$995.00
E-3028,2025-06,26267,"$20,492.00",1613
E-1605,09/2024,14285,5525,0
E-3117,2025-12,12715,0,0
E-3042,2024-09,12714,0,0
E-3038,2026-06,22188,24381,"$1,830.00"
E-3013,2024-01,27 988,0,0
E-1248,02/2024,"$58,594.00",0,355
E-1157,08/2025,21 971,0,0
E-2851,2025-02,"$9,856.00",0,854
E-1594,2024-08,"$12,608.00","$26,030.00",1201
E-1236,2025-07,"$46,727.00",0,0
E-3180,2025-09,59194,0,0
E-2189,2024-12,12838,0,0
E-3130,2026-03,"$5,431.00",0,0
E-2187,2026-10,47388,"$11,068.00",0
E-1333,2024-11,9 424,0,0
E-3481,05/2026,38 034,0,0
E-3266,2024-08,38011,0,0
E-1997,2026-03,"10 845,00",0,0
E-1088,2024-12,"$42,974.00",0,"1 375,00"
E-2970,2026-02,49345,0,0
E-3352,2024-07,29042,0,0
E-2903,2024-12,48822,0,0
E-1868,2025-08,"$8,604.00",0,0
E-2095,2025-08,25374,0,0
E-2571,2024-06,10236,0,0
E-1312,05/2026,"$41,168.00","$13,593.00",0
E-1944,2025-10,28074,0,0
E-2482,2026-03,46079,0,0
E-3326,2024-07,47921,9252,0
E-1014,2026-01,"$44,201.00",0,0
E-2199,2026-06,"7 393,00",29 948,$978.00
E-3497,2026-05,23594,0,0
E-2985,2026-12,12967,0,1987
E-2891,07/2024,20 782,28949,0
E-1586,2025-06,52034,0,"$1,542.00"
E-1938,2024-01,"$46,441.00",21035,0
E-3061,2026-06,"$35,821.00","11 948,00",0
E-1998,2026-04,40425,0,0
E-2509,2026-07,15234,0,0
E-2304,2025-12,37962,0,0
E-3096,09/2025,29485,0,0
E-2490,07/2024,42490,0,0
E-3059,2026-08,22 586,0,0
E-1348,2026-03,20717,13086,0
E-2697,2025-07,"$48,605.00",0,0
E-3502,05/2024,22617,0,0
E-3276,2025-11,"20 139,00",0,0
E-1958,2024-03,49118,0,"1 487,00"
E-2163,2026-02,57503,26 364,0
E-2497,01/2024,"$40,149.00",2619,0
E-2188,2026-04,30937,0,0
E-3016,04/2024,25357,0,0
E-2891,2025-03,49 174,0,0
E-1726,01/2025,55368,0,0
E-3556,2026-03,"$36,743.00",0,0
E-1718,2026-02,17831,0,0
E-2148,2024-10,53079,0,0
E-2645,2024-09,19 989,0,0
E-1103,12/2025,26803,0,0
E-3366,2024-02,"$29,717.00",0,0
E-3293,2026-05,39464,0,0
E-3001,2026-06,10375,10 755,1 194
E-1933,2026-07,"$29,842.00",6662,0
E-3063,2026-01,54591,6791,0
E-2679,2025-02,17534,0,0
E-2076,2024-06,56482,0,0
E-1633,2024-02,34468,0,0
E-1462,2024-12,52658,"16 474,00",0
E-2161,09/2024,"$32,812.00",0,0
E-2043,2024-02,"47 876,00",0,0
E-3508,09/2025,21550,"$27,971.00",0
E-3598,12/2025,"58 287,00",0,0
E-3333,2026-08,9263,17 318,0
E-1151,03/2024,"$27,583.00",0,0
E-2006,2025-11,"$15,981.00","$26,088.00",0
E-1332,2025-11,40 068,"$10,527.00",0
E-2086,2024-11,25 368,0,0
E-3304,2026-04,37268,"$7,025.00",0
E-2296,2025-08,50964,0,0
E-3252,2026-07,"52 307,00",0,0
E-3367,09/2026,12827,0,0
E-3540,2024-07,15554,13905,0
E-3085,2025-04,"$50,758.00",0,0
E-3231,2025-10,44936,0,0
E-1277,2024-11,47 486,20027,0
E-2959,2026-07,50746,0,0
E-3095,2026-02,"$17,736.00","9 086,00",0
E-1859,2025-08,8 993,0,0
E-3406,2026-08,49 396,0,0
E-1295,04/2026,"$30,869.00",0,551
E-1615,2024-08,46812,0,0
E-3224,2026-02,"42 144,00",0,0
E-2989,07/2026,"46 182,00",13 555,0
E-1159,2026-09,42012,19877,0
E-3041,2026-03,"$29,543.00",0,0
E-2210,2024-02,5435,0,0
E-2103,2024-12,47057,21891,0
E-1225,05/2024,12780,6362,0
E-1224,2025-09,55 512,0,0
E-1963,2026-10,32620,0,0
E-1097,2024-08,"$11,826.00",0,0
E-3134,2024-04,22043,0,0
E-1827,01/2025,"50 026,00",24636,0
E-2596,06/2025,14514,0,0
E-2213,2026-01,25389,6508,156
E-1061,04/2024,5808,0,0
E-2091,2024-06,47944,15496,0
E-1250,2024-01,"$25,486.00",0,1 531
E-3149,2026-07,5927,0,0
E-1683,2024-12,"43 410,00",0,0
E-1122,2026-08,"$32,342.00",0,0
E-1499,2026-04,50178,0,0
E-2448,2024-01,41550,23 126,0
E-1883,2025-06,"15 797,00","$23,080.00",0
E-3066,2026-05,"29 480,00",0,"408,00"
E-1938,2024-07,30392,"$2,548.00",0
E-2445,2025-11,40863,0,0
E-2924,2025-11,15349,0,"1 671,00"
E-1089,2024-11,11128,0,0
E-1599,2026-02,"$23,526.00",0,$661.00
E-3134,2024-09,57 517,"$7,372.00",0
E-3199,07/2024,28613,0,0
E-1979,2024-10,55838,0,0
