order_id,customer_id,store_id,coupon_id,order_date,status,total_amount
ORD-7507,CUST-1544,ST-19,,2025-09-13,CLOSED,19544
ORD-7508,CUST-360,ST-8,,03-11-2026,pending,7520
ORD-7509,CUST-308,ST-10,CP-75,2025-04-24,CLOSED,10 803
ORD-7510,CUST-789,ST-15,,2025-03-09,closed,16 545
ORD-7511,CUST-4925,ST-12,CP-66,12/22/2024,PENDING,6197
ORD-7512,CUST-3481,ST-21,,2024-08-01,active,"$14,115.00"
ORD-7513,CUST-4347,ST-15,,2024-12-16,pending,"10 282,00"
ORD-7514,CUST-3018,ST-16,,10/05/2025,ACTIVE,16740
ORD-7515,CUST-4290,ST-11,,14-11-2024,ACTIVE,7660
ORD-7516,CUST-1438,ST-11,,07/13/2026,pending,"$8,777.00"
ORD-7517,CUST-3600,ST-9,CP-191,2025-01-27,PENDING,5922
ORD-7518,CUST-2421,ST-14,,2025-01-07,ACTIVE,16837
ORD-7519,CUST-3341,ST-25,,2025-01-03,active,"$11,573.00"
ORD-7520,CUST-991,ST-11,,09/12/2026,closed,3398
ORD-7521,CUST-4709,ST-12,,06/13/2024,pending,$622.00
ORD-7522,CUST-3983,ST-1,CP-26,2026-12-15,active,15395
ORD-7523,CUST-4486,ST-6,,2026-01-17,active,12162
ORD-7524,CUST-145,ST-22,,10/05/2025, Active ,390
ORD-7525,CUST-2941,ST-20,,2025-01-23,closed,"$1,073.00"
ORD-7526,CUST-3521,ST-6,,2026-05-09,pending,"$18,820.00"
ORD-7527,CUST-3327,ST-5,CP-95,08/07/2026, Active ,"806,00"
ORD-7528,CUST-451,ST-2,,09-11-2025,active,17282
ORD-7529,CUST-3601,ST-20,,10/19/2025,PENDING,15289
ORD-7530,CUST-296,ST-18,,2025-11-24,closed,14 918
ORD-7531,CUST-4440,ST-8,CP-18,08/14/2024,closed,5196
ORD-7532,CUST-1305,ST-23,,2026-11-19,PENDING,"15 169,00"
ORD-7533,CUST-108,ST-9,CP-194,07/16/2025,active,"$3,792.00"
ORD-7534,CUST-1189,ST-5,CP-153,2026-05-01,ACTIVE,"$1,417.00"
ORD-7535,CUST-3236,ST-6,,11/26/2026, Active ,6261
ORD-7536,CUST-1318,ST-7,,2025-08-24,active,"18 646,00"
ORD-7537,CUST-4696,ST-4,,21-08-2024,active,12717
ORD-7538,CUST-3933,ST-25,,15-07-2025,ACTIVE,"$4,633.00"
ORD-7539,CUST-3070,ST-6,CP-56,2024-04-20,active,"$6,292.00"
ORD-7540,CUST-2402,ST-8,CP-126,18-11-2024,ACTIVE,4087
ORD-7541,CUST-1139,ST-9,,03/17/2024,closed,19722
ORD-7542,CUST-2605,ST-18,CP-140,28-11-2024,pending,4 823
ORD-7543,CUST-1515,ST-15,CP-86,2024-04-26, Active ,"$1,239.00"
ORD-7544,CUST-1485,ST-9,,2026-06-27,closed,"$12,216.00"
ORD-7545,CUST-2078,ST-6,,2024-06-01,PENDING,"14 782,00"
ORD-7546,CUST-2293,ST-23,,2024-07-15,active,13357
ORD-7547,CUST-4789,ST-15,,12/02/2024,active,"1 530,00"
ORD-7548,CUST-4978,ST-22,,2025-02-19,active,13803
ORD-7549,CUST-3153,ST-18,CP-141,08/25/2024,pending,"1 427,00"
ORD-7550,CUST-89,ST-5,,2025-07-27,closed,19135
ORD-7551,CUST-1084,ST-2,,04-08-2024,pending,2249
ORD-7552,CUST-3996,ST-2,,2026-10-15,CLOSED,"$8,433.00"
ORD-7553,CUST-377,ST-4,,24-07-2026,CLOSED,9964
ORD-7554,CUST-30,ST-12,,26-04-2024,PENDING,11 016
ORD-7555,CUST-433,ST-15,,2026-02-13,active,"$19,007.00"
ORD-7556,CUST-4105,ST-2,,2026-02-09,active,"$3,305.00"
ORD-7557,CUST-4713,ST-14,,2024-04-22,pending,15336
ORD-7558,CUST-3105,ST-17,,01/09/2026,pending,"6 616,00"
ORD-7559,CUST-3559,ST-21,,2024-12-03,ACTIVE,"$13,272.00"
ORD-7560,CUST-2123,ST-5,,2026-04-10,CLOSED,"10 075,00"
ORD-7561,CUST-163,ST-14,CP-131,01/16/2024, Active ,"17 638,00"
ORD-7562,CUST-311,ST-11,,2024-07-22,PENDING,7 356
ORD-7563,CUST-2692,ST-20,,2026-03-18,CLOSED,5526
ORD-7564,CUST-2897,ST-3,,2025-03-28,closed,13858
ORD-7565,CUST-1441,ST-10,,02/08/2024,CLOSED,"$9,126.00"
ORD-7566,CUST-2688,ST-3,,2025-01-18,active,5676
ORD-7567,CUST-3028,ST-10,,12-12-2024,ACTIVE,"3 154,00"
ORD-7568,CUST-2029,ST-21,CP-78,12-11-2025,PENDING,19192
ORD-7569,CUST-1914,ST-24,,2025-02-02,closed,12554
ORD-7570,CUST-3163,ST-19,CP-136,03/05/2024,active,16754
ORD-7571,CUST-2909,ST-21,CP-21,07-09-2025,ACTIVE,13 882
ORD-7572,CUST-872,ST-20,,10/26/2025,active,12440
ORD-7573,CUST-1842,ST-23,,12-03-2025,pending,"$10,587.00"
ORD-7574,CUST-2757,ST-2,CP-54,04/05/2026,ACTIVE,14157
ORD-7575,CUST-2823,ST-11,,16-01-2025,ACTIVE,18112
ORD-7576,CUST-3574,ST-21,,23-09-2026, Active ,"$10,366.00"
ORD-7577,CUST-4603,ST-15,CP-179,2024-06-05,closed,7436
ORD-7578,CUST-2305,ST-6,,24-07-2026,ACTIVE,"$3,637.00"
ORD-7579,CUST-4839,ST-6,CP-144,2024-08-04,active,18 058
ORD-7580,CUST-1738,ST-12,,06/01/2024,PENDING,19692
ORD-7581,CUST-3810,ST-19,,2025-04-21,CLOSED,10472
ORD-7582,CUST-2454,ST-4,,2024-05-10,closed,1438
ORD-7583,CUST-2333,ST-3,,04/05/2024,PENDING,629
ORD-7584,CUST-700,ST-15,,06/16/2025,closed,"928,00"
ORD-7585,CUST-4059,ST-11,CP-138,2024-02-01, Active ,3597
ORD-7586,CUST-4007,ST-4,CP-143,04-09-2025,ACTIVE,14 990
ORD-7587,CUST-1142,ST-13,,02/01/2024,pending,16513
ORD-7588,CUST-988,ST-21,,11/04/2024,ACTIVE,6058
ORD-7589,CUST-1230,ST-23,CP-139,07/06/2026,active,2876
ORD-7590,CUST-4396,ST-13,CP-173,2025-03-04,PENDING,"$6,456.00"
ORD-7591,CUST-2461,ST-4,CP-96,2025-05-05,closed,7 182
ORD-7592,CUST-1228,ST-10,,17-11-2026,PENDING,"1 927,00"
ORD-7593,CUST-1579,ST-3,,06/09/2026,CLOSED,"16 527,00"
ORD-7594,CUST-2011,ST-9,CP-118,2024-04-28,PENDING,12375
ORD-7595,CUST-1865,ST-22,,2024-07-09,pending,4264
ORD-7596,CUST-1436,ST-18,,12-01-2025, Active ,"$15,406.00"
ORD-7597,CUST-3915,ST-13,,2026-01-16,closed,"2 617,00"
ORD-7598,CUST-3729,ST-11,CP-193,23-07-2026,pending,"704,00"
ORD-7599,CUST-3846,ST-12,,2024-02-03,active,482
ORD-7600,CUST-4361,ST-4,CP-147,02/25/2026,CLOSED,13 944
ORD-7601,CUST-4686,ST-20,,01-10-2024,active,13657
ORD-7602,CUST-530,ST-17,CP-29,24-11-2025, Active ,13105
ORD-7603,CUST-2399,ST-22,,2024-12-21,active,9106
ORD-7604,CUST-219,ST-1,,04/14/2024,pending,12881
ORD-7605,CUST-2073,ST-14,,2025-03-28,pending,"15 912,00"
ORD-7606,CUST-1811,ST-19,,19-10-2025,PENDING,10813
ORD-7607,CUST-1406,ST-15,CP-83,20-09-2024,CLOSED,"$18,884.00"
ORD-7608,CUST-182,ST-11,,2024-06-02,CLOSED,"$5,716.00"
ORD-7609,CUST-1155,ST-18,,05-09-2024,closed,12201
ORD-7610,CUST-2836,ST-21,,01/07/2024,pending,"$17,094.00"
ORD-7611,CUST-1769,ST-6,,2025-11-23,CLOSED,7 779
ORD-7612,CUST-3362,ST-23,,2025-06-14,active,"$4,580.00"
ORD-7613,CUST-3284,ST-6,,10/26/2025,closed,"$4,115.00"
ORD-7614,CUST-3119,ST-8,,05/18/2025,active,2 414
ORD-7615,CUST-711,ST-21,,12/19/2026,closed,17 183
ORD-7616,CUST-1417,ST-8,CP-117,22-11-2026,active,"$8,379.00"
ORD-7617,CUST-2697,ST-17,,2024-08-06, Active ,"17 214,00"
ORD-7618,CUST-4337,ST-2,,27-07-2025,active,12783
ORD-7619,CUST-4285,ST-16,,2025-01-03,active,"$2,573.00"
ORD-7620,CUST-3400,ST-14,CP-74,2024-09-03,active,15024
ORD-7621,CUST-1258,ST-20,,2024-11-24,ACTIVE,12358
ORD-7622,CUST-1555,ST-17,CP-5,2025-08-10,pending,"$1,105.00"
ORD-7623,CUST-1746,ST-19,,2025-07-27,CLOSED,18014
ORD-7624,CUST-1784,ST-25,,08/02/2024,CLOSED,"$14,657.00"
ORD-7625,CUST-3264,ST-11,,2025-05-04,pending,"$4,314.00"
ORD-7626,CUST-1956,ST-18,,01/21/2026,closed,"$1,012.00"
ORD-7627,CUST-1233,ST-7,,2025-01-14,closed,"$13,302.00"
ORD-7628,CUST-559,ST-21,,05/14/2025,ACTIVE,"$6,685.00"
ORD-7629,CUST-809,ST-18,CP-67,08/28/2025,pending,"15 760,00"
ORD-7630,CUST-2395,ST-24,,2024-04-08,ACTIVE,"$2,896.00"
ORD-7631,CUST-3242,ST-23,,01/25/2025, Active ,"15 404,00"
ORD-7632,CUST-4224,ST-4,,11-06-2024,closed,15601
ORD-7633,CUST-296,ST-7,,2026-06-04, Active ,9599
ORD-7634,CUST-1581,ST-17,,11/24/2026, Active ,4138
ORD-7635,CUST-4926,ST-11,,08/22/2026, Active ,16040
ORD-7636,CUST-1063,ST-4,CP-81,2024-01-05,PENDING,6563
ORD-7637,CUST-1929,ST-24,,25-12-2026,pending,3499
ORD-7638,CUST-4981,ST-13,,27-12-2026, Active ,"$19,963.00"
ORD-7639,CUST-4197,ST-5,,2025-04-09,closed,3138
ORD-7640,CUST-1475,ST-24,,04/27/2025,closed,"$4,881.00"
ORD-7641,CUST-2991,ST-12,,2025-11-03,CLOSED,17209
ORD-7642,CUST-225,ST-21,,2026-11-13,pending,16453
ORD-7643,CUST-460,ST-14,,2026-07-18,pending,17366
ORD-7644,CUST-825,ST-14,,18-01-2026,CLOSED,5019
ORD-7645,CUST-4120,ST-25,,08/26/2026,closed,13151
ORD-7646,CUST-1468,ST-24,,2024-02-22,CLOSED,8269
ORD-7647,CUST-60,ST-13,CP-80,08/11/2024,pending,9724
ORD-7648,CUST-4958,ST-14,,2026-08-02,closed,16604
ORD-7649,CUST-601,ST-6,CP-120,2026-07-01,pending,16168
ORD-7650,CUST-2691,ST-25,,07/21/2024, Active ,"3 659,00"
ORD-7651,CUST-4683,ST-14,,07/26/2025,closed,"18 759,00"
ORD-7652,CUST-1568,ST-11,CP-16,28-01-2024,CLOSED,419
ORD-7653,CUST-4192,ST-8,CP-109,2025-09-25,closed,"$3,194.00"
ORD-7654,CUST-4704,ST-11,,2025-11-12, Active ,"$6,157.00"
ORD-7655,CUST-1854,ST-9,,08/17/2026,pending,9330
ORD-7656,CUST-3914,ST-24,,2024-11-03,ACTIVE,15163
ORD-7657,CUST-3758,ST-7,,05-11-2026, Active ,625
ORD-7658,CUST-2850,ST-2,CP-166,2026-11-23,CLOSED,"6 612,00"
ORD-7659,CUST-2611,ST-15,,22-09-2026,ACTIVE,"$2,218.00"
ORD-7660,CUST-2782,ST-10,,14-10-2024,ACTIVE,9808
ORD-7661,CUST-3720,ST-18,,03-05-2026,ACTIVE,"$11,778.00"
ORD-7662,CUST-2854,ST-19,,12/24/2025,PENDING,"$15,570.00"
ORD-7663,CUST-2928,ST-24,CP-103,2026-06-11,pending,"$2,229.00"
ORD-7664,CUST-1016,ST-25,,2025-12-17,PENDING,10917
ORD-7665,CUST-2753,ST-5,,22-07-2024,ACTIVE,8002
ORD-7666,CUST-4146,ST-15,,2026-07-12,ACTIVE,"14 238,00"
ORD-7667,CUST-2055,ST-17,,10-11-2026, Active ,"$14,241.00"
ORD-7668,CUST-1564,ST-10,,14-06-2026,pending,"$7,516.00"
ORD-7669,CUST-4638,ST-8,,2024-06-22,active,"$16,916.00"
ORD-7670,CUST-1945,ST-11,,02-03-2026,active,14008
ORD-7671,CUST-3311,ST-6,,24-04-2024,PENDING,11421
ORD-7672,CUST-1964,ST-7,,01/12/2024,pending,11718
ORD-7673,CUST-3836,ST-4,,03-08-2025,ACTIVE,12345
ORD-7674,CUST-2237,ST-10,,2025-05-15,ACTIVE,"$4,175.00"
ORD-7675,CUST-4186,ST-10,,04-04-2026,active,"18 553,00"
ORD-7676,CUST-2984,ST-6,,12/26/2026,ACTIVE,12830
ORD-7677,CUST-681,ST-16,,07/03/2024,closed,17151
ORD-7678,CUST-797,ST-3,,03/21/2025, Active ,10410
ORD-7679,CUST-432,ST-11,,11/27/2025,PENDING,"$14,076.00"
ORD-7680,CUST-381,ST-2,,2026-07-24,CLOSED,2785
ORD-7681,CUST-3617,ST-14,,2024-08-01,closed,5447
ORD-7682,CUST-4537,ST-19,CP-115,11/27/2024,closed,12739
ORD-7683,CUST-964,ST-8,,2026-10-22,pending,13930
ORD-7684,CUST-2579,ST-10,CP-114,05-04-2024,active,2408
ORD-7685,CUST-3442,ST-25,,11/10/2026,closed,"$15,624.00"
ORD-7686,CUST-1607,ST-25,CP-71,2025-02-01,PENDING,"$2,482.00"
ORD-7687,CUST-4690,ST-12,,03/17/2025,pending,16833
ORD-7688,CUST-4365,ST-18,CP-25,11-09-2026,pending,9520
ORD-7689,CUST-4609,ST-5,,04/24/2025,closed,9012
ORD-7690,CUST-3170,ST-4,,2025-08-07,ACTIVE,"$16,939.00"
ORD-7691,CUST-321,ST-11,,2024-02-04,closed,10350
ORD-7692,CUST-976,ST-9,,2026-02-05, Active ,"$9,401.00"
ORD-7693,CUST-602,ST-4,CP-109,2026-06-13,active,"$4,545.00"
ORD-7694,CUST-108,ST-2,,10/14/2024,ACTIVE,"$7,186.00"
ORD-7695,CUST-2506,ST-24,,2025-09-28,CLOSED,19 843
ORD-7696,CUST-3411,ST-22,,27-04-2025, Active ,19956
ORD-7697,CUST-2285,ST-12,,03/08/2026,ACTIVE,$378.00
ORD-7698,CUST-29,ST-25,,04/09/2024,pending,126
ORD-7699,CUST-68,ST-6,,2026-04-08,active,10913
ORD-7700,CUST-3505,ST-24,,25-11-2024, Active ,5896
ORD-7701,CUST-3601,ST-24,,06/25/2025,closed,"$4,577.00"
ORD-7702,CUST-2562,ST-21,CP-146,2026-09-08,ACTIVE,"11 481,00"
ORD-7703,CUST-3858,ST-14,,2026-05-14,pending,15272
ORD-7704,CUST-90,ST-17,,09/13/2024,pending,"$5,929.00"
ORD-7705,CUST-462,ST-5,,21-05-2025,CLOSED,"$10,766.00"
ORD-7706,CUST-1928,ST-11,,2025-09-18,active,12 480
ORD-7707,CUST-2125,ST-20,CP-109,25-11-2025,ACTIVE,424
ORD-7708,CUST-2980,ST-25,,09/16/2026,ACTIVE,12 276
ORD-7709,CUST-3467,ST-8,,2024-06-09,PENDING,"$6,850.00"
ORD-7710,CUST-2234,ST-13,,2024-11-03,PENDING,"10 623,00"
ORD-7711,CUST-1136,ST-6,,2025-12-28,PENDING,"$4,095.00"
ORD-7712,CUST-65,ST-4,CP-78,05/28/2026,pending,1057
ORD-7713,CUST-301,ST-15,,2025-11-08,pending,15 366
ORD-7714,CUST-2892,ST-19,CP-30,2026-02-02,pending,1 503
ORD-7715,CUST-1639,ST-5,CP-58,11/28/2024,ACTIVE,"15 642,00"
ORD-7716,CUST-2261,ST-13,,2024-08-02,CLOSED,19 598
ORD-7717,CUST-3940,ST-7,,11/28/2026,CLOSED,13641
ORD-7718,CUST-3197,ST-25,,12-01-2025,pending,9084
ORD-7719,CUST-2803,ST-16,CP-72,05/07/2025,CLOSED,15677
ORD-7720,CUST-4027,ST-4,CP-150,2026-01-25,active,3111
ORD-7721,CUST-1071,ST-8,,10/23/2026,active,"$2,235.00"
ORD-7722,CUST-4819,ST-9,CP-119,06/10/2025,pending,"9 015,00"
ORD-7723,CUST-3015,ST-11,,2024-08-20,PENDING,365
ORD-7724,CUST-3217,ST-20,CP-37,2024-02-28,ACTIVE,"$10,048.00"
ORD-7725,CUST-1342,ST-1,,01/11/2026,PENDING,11474
ORD-7726,CUST-2241,ST-10,,2024-12-11,CLOSED,"$14,805.00"
ORD-7727,CUST-4142,ST-18,,03/24/2024, Active ,"$12,637.00"
ORD-7728,CUST-3423,ST-17,,11-04-2025, Active ,19604
ORD-7729,CUST-223,ST-13,,06/02/2026,pending,7760
ORD-7730,CUST-262,ST-23,CP-67,2025-09-26,CLOSED,19573
ORD-7731,CUST-2420,ST-10,,25-10-2025,active,"17 080,00"
ORD-7732,CUST-4876,ST-5,CP-136,10/14/2026, Active ,13331
ORD-7733,CUST-3927,ST-24,,2025-12-28,CLOSED,11284
ORD-7734,CUST-1256,ST-12,CP-100,2026-02-19,closed,5530
ORD-7735,CUST-4892,ST-19,,2024-01-11,CLOSED,"$10,630.00"
ORD-7736,CUST-3870,ST-10,CP-78,2025-11-06,closed,17560
ORD-7737,CUST-4378,ST-21,,11/20/2026, Active ,13246
ORD-7738,CUST-1587,ST-9,CP-28,13-10-2024,closed,"$1,208.00"
ORD-7739,CUST-2150,ST-23,,2025-05-17,ACTIVE,5565
ORD-7740,CUST-2372,ST-18,,2026-07-15,ACTIVE,"$1,537.00"
ORD-7741,CUST-3205,ST-22,,2025-08-10,closed,17817
ORD-7742,CUST-1088,ST-6,,2026-08-28,PENDING,"$15,759.00"
ORD-7743,CUST-3829,ST-18,,12/11/2026, Active ,8 878
ORD-7744,CUST-3661,ST-7,CP-177,2025-06-27,CLOSED,"10 416,00"
ORD-7745,CUST-2921,ST-11,,11/05/2025,PENDING,11738
ORD-7746,CUST-1671,ST-23,,2024-02-13,closed,4723
ORD-7747,CUST-603,ST-20,,20-05-2026,active,8 610
ORD-7748,CUST-3912,ST-25,CP-154,11/20/2025, Active ,"$17,090.00"
ORD-7749,CUST-3748,ST-18,,2024-02-03,active,"$18,324.00"
ORD-7750,CUST-738,ST-5,,09-01-2026,closed,"$3,972.00"
ORD-7751,CUST-491,ST-24,,12/12/2024,closed,4 624
ORD-7752,CUST-3007,ST-10,CP-157,2024-09-20,pending,4842
ORD-7753,CUST-1325,ST-13,,2026-05-27,closed,9 057
ORD-7754,CUST-4372,ST-3,,12/08/2024, Active ,"1 758,00"
ORD-7755,CUST-3021,ST-12,,06-11-2026, Active ,"$6,361.00"
ORD-7756,CUST-3702,ST-2,,2026-06-22, Active ,4035
ORD-7757,CUST-923,ST-19,CP-163,2024-11-27,CLOSED,8820
ORD-7758,CUST-1936,ST-6,,10/02/2026, Active ,19292
ORD-7759,CUST-4131,ST-7,,13-07-2026,PENDING,17792
ORD-7760,CUST-1641,ST-9,,12/24/2024,PENDING,6341
ORD-7761,CUST-916,ST-24,,2025-08-27,PENDING,"11 092,00"
ORD-7762,CUST-1975,ST-5,,2026-06-22,PENDING,"$3,136.00"
ORD-7763,CUST-606,ST-21,,12/18/2025,CLOSED,"18 023,00"
ORD-7764,CUST-341,ST-19,,26-02-2026,CLOSED,"$6,064.00"
ORD-7765,CUST-4345,ST-20,,2024-08-27,PENDING,2635
ORD-7766,CUST-3992,ST-23,,2025-02-08,closed,8062
ORD-7767,CUST-4841,ST-17,CP-194,01/04/2024,ACTIVE,"$7,963.00"
ORD-7768,CUST-1875,ST-17,,2026-04-10,CLOSED,13188
ORD-7769,CUST-4659,ST-2,,15-11-2024,pending,"$2,148.00"
ORD-7770,CUST-4250,ST-1,CP-126,2025-09-19,pending,19040
ORD-7771,CUST-62,ST-18,,26-09-2025,ACTIVE,6056
ORD-7772,CUST-4741,ST-19,,2026-05-25,closed,"8 681,00"
ORD-7773,CUST-1880,ST-17,,2025-12-21,CLOSED,8 955
ORD-7774,CUST-2652,ST-13,,02/13/2025,closed,18234
ORD-7775,CUST-1725,ST-25,CP-8,2024-06-21, Active ,14 003
ORD-7776,CUST-74,ST-5,CP-144,10/27/2025,CLOSED,"$3,787.00"
ORD-7777,CUST-3460,ST-11,CP-196,2025-10-13,ACTIVE,"$9,617.00"
ORD-7778,CUST-1743,ST-12,,2025-01-09,CLOSED,19483
ORD-7779,CUST-2000,ST-8,,10/08/2024, Active ,4597
ORD-7780,CUST-1097,ST-9,,25-05-2026, Active ,"$16,751.00"
ORD-7781,CUST-3889,ST-13,,2024-03-23,ACTIVE,16273
ORD-7782,CUST-3497,ST-4,CP-62,01/15/2026,closed,"10 342,00"
ORD-7783,CUST-1205,ST-7,,2025-12-21,pending,"19 915,00"
ORD-7784,CUST-4640,ST-23,,06/24/2024,active,7833
ORD-7785,CUST-2911,ST-20,,24-01-2026, Active ,13 791
ORD-7786,CUST-2562,ST-23,CP-192,2026-09-21,pending,7036
ORD-7787,CUST-3413,ST-12,CP-191,2026-12-08,active,"$13,089.00"
ORD-7788,CUST-173,ST-12,,2025-08-12,closed,18676
ORD-7789,CUST-3944,ST-3,,2025-07-11, Active ,14733
ORD-7790,CUST-2220,ST-18,,2024-01-10,closed,15 196
ORD-7791,CUST-2857,ST-18,,06/15/2025,active,"$18,538.00"
ORD-7792,CUST-1377,ST-13,CP-179,2026-10-19,PENDING,"14 934,00"
ORD-7793,CUST-1199,ST-15,,2026-02-10, Active ,2867
ORD-7794,CUST-2839,ST-8,,05/21/2026,pending,9607
ORD-7795,CUST-249,ST-17,,10/16/2024,closed,"$16,754.00"
ORD-7796,CUST-4996,ST-15,,10-12-2025,closed,7141
ORD-7797,CUST-3077,ST-22,,07/09/2024,PENDING,"$10,825.00"
ORD-7798,CUST-4315,ST-8,CP-143,28-08-2024,CLOSED,609
ORD-7799,CUST-2865,ST-25,,2024-02-19,pending,"$8,036.00"
ORD-7800,CUST-4815,ST-25,,05/06/2026,pending,12325
ORD-7801,CUST-624,ST-23,,2026-04-26,pending,10853
ORD-7802,CUST-1386,ST-17,CP-77,02/11/2026,ACTIVE,"$18,440.00"
ORD-7803,CUST-3216,ST-3,CP-105,2025-11-24,ACTIVE,12934
ORD-7804,CUST-1936,ST-25,,2025-08-13,ACTIVE,2406
ORD-7805,CUST-892,ST-18,,2026-02-19,closed,19604
ORD-7806,CUST-995,ST-13,,01-01-2024,pending,17 135
ORD-7807,CUST-1283,ST-16,CP-101,18-11-2026,closed,4409
ORD-7808,CUST-4679,ST-3,,2024-04-21,closed,"$19,191.00"
ORD-7809,CUST-3416,ST-8,CP-165,2026-11-18,active,8063
ORD-7810,CUST-1939,ST-21,,2026-03-20,active,"$11,044.00"
ORD-7811,CUST-3885,ST-15,,03-07-2024,PENDING,"$3,331.00"
ORD-7812,CUST-3541,ST-16,,11-07-2026,ACTIVE,"$9,203.00"
ORD-7813,CUST-4695,ST-18,,2026-11-06,active,16182
ORD-7814,CUST-1250,ST-12,,05/26/2025,closed,4313
ORD-7815,CUST-4843,ST-10,,20-02-2024,PENDING,"$18,434.00"
ORD-7816,CUST-456,ST-6,,2026-06-01,ACTIVE,19 131
ORD-7817,CUST-586,ST-16,,2026-08-17,active,9296
ORD-7818,CUST-4060,ST-15,,2026-09-16,pending,"15 400,00"
ORD-7819,CUST-4699,ST-24,CP-200,2026-03-07,CLOSED,19752
ORD-7820,CUST-3360,ST-24,,08/24/2024,pending,4032
ORD-7821,CUST-4746,ST-19,,02-05-2025,closed,"$10,776.00"
ORD-7822,CUST-2585,ST-6,,2026-09-05,ACTIVE,2619
ORD-7823,CUST-3291,ST-7,,11/02/2026,PENDING,1 038
ORD-7824,CUST-756,ST-14,CP-70,2025-11-08,closed,"$2,317.00"
ORD-7825,CUST-1775,ST-9,,2024-04-26,CLOSED,"11 301,00"
ORD-7826,CUST-4469,ST-5,,03/18/2026,pending,"2 619,00"
ORD-7827,CUST-1425,ST-14,CP-44,05/02/2025,pending,"$5,697.00"
ORD-7828,CUST-4156,ST-7,,10/25/2026,closed,11350
ORD-7829,CUST-2555,ST-24,,2024-08-02,closed,"$8,472.00"
ORD-7830,CUST-4984,ST-1,,05/28/2024,ACTIVE,19111
ORD-7831,CUST-3002,ST-25,,2026-08-08,pending,5725
ORD-7832,CUST-1682,ST-19,,01/17/2025,pending,"$18,025.00"
ORD-7833,CUST-2502,ST-6,,04-11-2025,CLOSED,5312
ORD-7834,CUST-1875,ST-14,,01/14/2026,CLOSED,17910
ORD-7835,CUST-932,ST-12,,2024-01-04, Active ,5240
ORD-7836,CUST-1924,ST-13,,2024-04-11,CLOSED,13 785
ORD-7837,CUST-2472,ST-18,,2025-07-20,pending,"18 534,00"
ORD-7838,CUST-1210,ST-6,CP-129,2026-06-01,pending,385
ORD-7839,CUST-2191,ST-5,,11/13/2025,closed,4028
ORD-7840,CUST-4869,ST-10,,2025-07-13,pending,10640
ORD-7841,CUST-4185,ST-22,,04/21/2026,closed,3 737
ORD-7842,CUST-3451,ST-11,,2025-10-18,closed,"$11,588.00"
ORD-7843,CUST-4682,ST-23,CP-12,07/03/2025,PENDING,"$5,297.00"
ORD-7844,CUST-4569,ST-16,,06/22/2026,ACTIVE,10196
ORD-7845,CUST-1472,ST-14,,2026-11-11,closed,1603
ORD-7846,CUST-765,ST-25,,2024-02-02,CLOSED,"$10,951.00"
ORD-7847,CUST-2939,ST-12,CP-68,2026-12-20, Active ,7517
ORD-7848,CUST-2018,ST-22,,06/13/2025, Active ,"$16,494.00"
ORD-7849,CUST-3803,ST-15,,02-12-2024,pending,6 246
ORD-7850,CUST-3468,ST-20,,2025-06-12, Active ,13163
ORD-7851,CUST-1009,ST-9,CP-164,07-01-2026,CLOSED,17313
ORD-7852,CUST-2671,ST-5,CP-82,24-08-2026,active,"$4,644.00"
ORD-7853,CUST-2666,ST-7,CP-104,2026-03-18,PENDING,15 655
ORD-7854,CUST-2413,ST-4,,2026-01-09,pending,17689
ORD-7855,CUST-2179,ST-18,,2025-01-18,closed,"$13,914.00"
ORD-7856,CUST-1913,ST-6,,08/02/2025,pending,278
ORD-7857,CUST-4034,ST-18,,09/17/2026,active,"$8,215.00"
ORD-7858,CUST-3851,ST-25,,08/13/2025,ACTIVE,"$9,839.00"
ORD-7859,CUST-1891,ST-8,,08-10-2026,PENDING,17011
ORD-7860,CUST-4138,ST-6,,2026-07-27,ACTIVE,13234
ORD-7861,CUST-4270,ST-15,,03/11/2025,CLOSED,19820
ORD-7862,CUST-3228,ST-20,CP-120,2025-12-08,CLOSED,1918
ORD-7863,CUST-2704,ST-24,,2026-07-02,ACTIVE,10701
ORD-7864,CUST-2288,ST-15,CP-168,2025-03-21, Active ,1871
ORD-7865,CUST-3492,ST-21,CP-39,2026-07-21,pending,"$16,572.00"
ORD-7866,CUST-1924,ST-8,CP-162,2024-04-04,CLOSED,3219
ORD-7867,CUST-923,ST-15,,2026-05-03,ACTIVE,18421
ORD-7868,CUST-1892,ST-7,CP-192,11-09-2026, Active ,"$4,502.00"
ORD-7869,CUST-1219,ST-14,,2026-06-17,PENDING,"$13,600.00"
ORD-7870,CUST-2188,ST-19,,19-03-2024,closed,"$11,565.00"
ORD-7871,CUST-926,ST-15,,2024-07-15,PENDING,"$11,875.00"
ORD-7872,CUST-23,ST-5,CP-7,2025-01-15,closed,"$13,417.00"
ORD-7873,CUST-3210,ST-2,,2025-08-25,pending,"14 609,00"
ORD-7874,CUST-1015,ST-25,,27-08-2026,PENDING,"$7,050.00"
ORD-7875,CUST-488,ST-20,CP-48,2026-08-24,PENDING,13457
ORD-7876,CUST-4583,ST-14,CP-176,2024-08-07,active,$70.00
ORD-7877,CUST-952,ST-23,,12/20/2026,pending,15 037
ORD-7878,CUST-3218,ST-18,,2025-03-12,pending,1185
ORD-7879,CUST-3763,ST-22,,04-06-2025,active,"12 142,00"
