purchase_item_id,purchase_id,product_id,quantity,unit_cost
PI-2940,PC-56,SKU1469,386,398
PI-2941,PC-213,R-1751,937,1635
PI-2942,PC-668,MD-1625,193,181
PI-2943,PC-226,REF-1008,1522,"551,00"
PI-2944,PC-1071,REF-1699,421,1907
PI-2945,PC-596,MD-1434,267,"$1,091.00"
PI-2946,PC-1466,REF-1338,1438,"$1,574.00"
PI-2947,PC-703,REF-1483,326,2 799
PI-2948,PC-434,SKU1201,1779,"1 389,00"
PI-2949,PC-320,MD-1181,1172,1026
PI-2950,PC-933,SKU1332,11,2 666
PI-2951,PC-27,R-1468,710,1851
PI-2952,PC-452,REF-1292,699,$378.00
PI-2953,PC-904,R-1562,267,2616
PI-2954,PC-670,REF-1611,469,124
PI-2955,PC-1269,SKU1490,1538,1568
PI-2956,PC-265,REF-1695,1476,"$2,630.00"
PI-2957,PC-535,MD-1417,1841,$410.00
PI-2958,PC-196,R-1586,1536,2 173
PI-2959,PC-200,REF-1510,287,2243
PI-2960,PC-772,SKU1370,170,771
PI-2961,PC-867,REF-1429,1067,1 110
PI-2962,PC-723,R-1577,872,2414
PI-2963,PC-1344,SKU1144,743,1852
PI-2964,PC-121,MD-1154,1995,"$1,132.00"
PI-2965,PC-639,R-1448,554,"2 640,00"
PI-2966,PC-491,R-1179,1427,2431
PI-2967,PC-1164,REF-1669,384,"$1,469.00"
PI-2968,PC-672,REF-1783,1290,2481
PI-2969,PC-115,REF-1738,964,"2 678,00"
PI-2970,PC-525,SKU1198,1515,1146
PI-2971,PC-637,MD-1746,390,405
PI-2972,PC-400,MD-1080,593,"$1,274.00"
PI-2973,PC-1314,R-1112,70,"$1,310.00"
PI-2974,PC-1483,R-1146,1700,"$1,253.00"
PI-2975,PC-1307,MD-1647,712,1841
PI-2976,PC-1173,R-1731,929,"$2,141.00"
PI-2977,PC-5,R-1430,529,"$1,032.00"
PI-2978,PC-1040,SKU1623,1010,568
PI-2979,PC-1062,SKU1260,107,"226,00"
PI-2980,PC-1300,SKU1329,1154,$894.00
PI-2981,PC-86,R-1532,1686,"$1,596.00"
PI-2982,PC-1260,SKU1192,947,1458
PI-2983,PC-1088,REF-1073,1772,"$1,422.00"
PI-2984,PC-744,REF-1530,466,"2 447,00"
PI-2985,PC-1284,MD-1107,792,"$2,414.00"
PI-2986,PC-1470,SKU1658,1171,"$1,195.00"
PI-2987,PC-727,MD-1682,941,112
PI-2988,PC-104,SKU1744,1943,"$2,198.00"
PI-2989,PC-623,MD-1433,1997,2416
PI-2990,PC-389,SKU1722,1963,2566
PI-2991,PC-624,REF-1057,1164,"2 728,00"
PI-2992,PC-1043,SKU1462,739,"2 790,00"
PI-2993,PC-1249,R-1408,865,$502.00
PI-2994,PC-924,REF-1608,439,2420
PI-2995,PC-465,REF-1331,767,$889.00
PI-2996,PC-766,MD-1399,379,1346
PI-2997,PC-971,MD-1041,1263,2023
PI-2998,PC-1319,SKU1575,1774,"853,00"
PI-2999,PC-1097,SKU1691,1263,629
PI-3000,PC-1277,MD-1689,1065,239
PI-3001,PC-671,SKU1280,909,2746
PI-3002,PC-1349,REF-1609,1993,1 130
PI-3003,PC-1008,R-1385,318,"$1,062.00"
PI-3004,PC-1191,MD-1493,233,1605
PI-3005,PC-758,REF-1012,977,408
PI-3006,PC-760,R-1460,1041,"2 594,00"
PI-3007,PC-850,MD-1125,241,$131.00
PI-3008,PC-453,MD-1380,477,1982
PI-3009,PC-1304,REF-1054,1917,"2 897,00"
PI-3010,PC-810,MD-1616,1616,"2 631,00"
PI-3011,PC-155,SKU1723,643,$781.00
PI-3012,PC-1224,R-1112,1329,2108
PI-3013,PC-1154,MD-1064,1100,"$1,627.00"
PI-3014,PC-155,MD-1358,1237,131
PI-3015,PC-1133,SKU1668,1281,"$1,039.00"
PI-3016,PC-1342,REF-1217,1686,1534
PI-3017,PC-717,R-1499,237,2844
PI-3018,PC-195,SKU1060,513,"2 346,00"
PI-3019,PC-1123,SKU1713,593,$22.00
PI-3020,PC-511,SKU1413,1447,2283
PI-3021,PC-620,REF-1775,745,"$2,474.00"
PI-3022,PC-1264,REF-1432,1933,226
PI-3023,PC-517,MD-1410,683,62
PI-3024,PC-1312,REF-1294,597,"$2,667.00"
PI-3025,PC-529,REF-1695,1251,1274
PI-3026,PC-852,REF-1560,1634,2767
PI-3027,PC-375,SKU1002,764,$953.00
PI-3028,PC-889,SKU1794,587,820
PI-3029,PC-1099,MD-1761,1022,"$1,432.00"
PI-3030,PC-289,R-1130,981,"1 939,00"
PI-3031,PC-131,SKU1055,905,"$1,819.00"
PI-3032,PC-479,MD-1502,88,"976,00"
PI-3033,PC-98,REF-1319,1430,$717.00
PI-3034,PC-1465,SKU1640,1208,113
PI-3035,PC-827,R-1475,1741,2076
PI-3036,PC-307,REF-1054,466,"1 220,00"
PI-3037,PC-852,SKU1762,1101,287
PI-3038,PC-916,MD-1049,1783,627
PI-3039,PC-672,MD-1122,1061,1154
PI-3040,PC-840,SKU1525,626,605
PI-3041,PC-1350,SKU1020,1013,530
PI-3042,PC-1292,MD-1061,1588,2940
PI-3043,PC-75,REF-1515,709,2 491
PI-3044,PC-227,REF-1138,1461,$297.00
PI-3045,PC-1453,REF-1372,1859,1955
PI-3046,PC-1025,SKU1010,37,574
PI-3047,PC-2,R-1430,671,"1 827,00"
PI-3048,PC-819,R-1602,1356,"$2,153.00"
PI-3049,PC-912,REF-1163,1422,"$1,635.00"
PI-3050,PC-665,R-1267,36,2 906
PI-3051,PC-1160,MD-1716,1568,7
PI-3052,PC-1346,MD-1505,242,1426
PI-3053,PC-230,REF-1483,10,"$2,423.00"
PI-3054,PC-641,REF-1566,815,119
PI-3055,PC-600,MD-1041,1190,2047
PI-3056,PC-83,REF-1537,1115,2598
PI-3057,PC-36,REF-1256,189,2273
PI-3058,PC-1390,REF-1552,1712,2006
PI-3059,PC-1033,SKU1277,1948,600
PI-3060,PC-1024,SKU1395,1532,"$1,779.00"
PI-3061,PC-967,SKU1192,638,2548
PI-3062,PC-1264,R-1674,1871,1612
PI-3063,PC-456,R-1132,534,884
PI-3064,PC-127,R-1602,46,2710
PI-3065,PC-1089,SKU1076,884,337
PI-3066,PC-1050,SKU1106,1432,2422
PI-3067,PC-1179,SKU1084,1916,"2 141,00"
PI-3068,PC-1073,MD-1041,1734,"$1,307.00"
PI-3069,PC-159,SKU1280,1023,351
PI-3070,PC-1258,REF-1135,532,762
PI-3071,PC-836,REF-1552,803,434
PI-3072,PC-422,MD-1411,1249,2853
PI-3073,PC-969,REF-1519,404,"$2,389.00"
PI-3074,PC-486,REF-1352,1257,2985
PI-3075,PC-1081,R-1751,746,1493
PI-3076,PC-1381,REF-1171,1579,431
PI-3077,PC-370,SKU1555,1259,"$2,448.00"
PI-3078,PC-520,REF-1111,105,"449,00"
PI-3079,PC-207,REF-1393,555,"2 981,00"
PI-3080,PC-1183,REF-1540,419,762
PI-3081,PC-203,SKU1774,1737,1271
PI-3082,PC-31,MD-1517,1675,985
PI-3083,PC-431,MD-1548,424,704
PI-3084,PC-1068,R-1117,1846,"2 692,00"
PI-3085,PC-1082,MD-1062,1993,"$1,575.00"
PI-3086,PC-626,SKU1332,900,2876
PI-3087,PC-818,SKU1687,502,$978.00
PI-3088,PC-603,SKU1152,1406,1968
PI-3089,PC-1167,SKU1612,1096,1748
PI-3090,PC-20,SKU1271,1666,2858
PI-3091,PC-1461,R-1595,1282,1 334
PI-3092,PC-1084,SKU1272,529,917
PI-3093,PC-834,MD-1682,1332,"$1,489.00"
PI-3094,PC-549,R-1288,1810,432
PI-3095,PC-206,R-1419,642,$236.00
PI-3096,PC-41,SKU1326,831,135
PI-3097,PC-855,SKU1484,347,1447
PI-3098,PC-793,SKU1396,946,"$2,247.00"
PI-3099,PC-933,R-1520,888,"$2,404.00"
PI-3100,PC-8,REF-1287,1717,"2 366,00"
PI-3101,PC-617,R-1533,164,1402
PI-3102,PC-361,SKU1281,1430,2625
PI-3103,PC-1005,MD-1033,973,"$1,968.00"
PI-3104,PC-1205,SKU1218,1922,711
PI-3105,PC-457,MD-1636,1129,"$2,021.00"
PI-3106,PC-279,REF-1450,403,"2 337,00"
PI-3107,PC-636,REF-1081,251,1561
PI-3108,PC-290,REF-1325,293,"$1,085.00"
PI-3109,PC-159,MD-1131,762,"1 601,00"
PI-3110,PC-432,REF-1058,1052,"$2,583.00"
PI-3111,PC-593,REF-1217,600,$971.00
PI-3112,PC-690,R-1330,1056,2257
PI-3113,PC-1146,REF-1391,139,"$1,405.00"
PI-3114,PC-476,REF-1785,942,1 451
PI-3115,PC-1353,REF-1694,1336,2788
PI-3116,PC-729,MD-1689,1849,1440
PI-3117,PC-171,MD-1387,91,"2 856,00"
PI-3118,PC-36,SKU1406,1325,2089
PI-3119,PC-1490,MD-1049,287,$152.00
PI-3120,PC-814,SKU1059,957,"$1,235.00"
PI-3121,PC-501,SKU1462,1413,$532.00
PI-3122,PC-291,REF-1797,706,1245
PI-3123,PC-1242,SKU1423,1471,689
PI-3124,PC-183,REF-1045,1581,2895
PI-3125,PC-299,SKU1742,678,937
PI-3126,PC-1,R-1189,354,324
PI-3127,PC-1432,R-1355,24,"$1,020.00"
PI-3128,PC-150,REF-1788,1951,"$2,619.00"
PI-3129,PC-1286,REF-1785,1388,2072
PI-3130,PC-265,REF-1560,749,$551.00
PI-3131,PC-673,SKU1607,973,691
PI-3132,PC-981,SKU1402,598,"$1,167.00"
PI-3133,PC-1064,SKU1395,311,496
PI-3134,PC-151,MD-1436,632,$793.00
PI-3135,PC-217,MD-1553,1928,2904
PI-3136,PC-294,R-1228,1562,$963.00
PI-3137,PC-1164,SKU1742,591,"$2,819.00"
PI-3138,PC-298,REF-1011,640,2620
PI-3139,PC-460,SKU1310,1473,1470
PI-3140,PC-634,REF-1276,246,"$1,400.00"
PI-3141,PC-641,R-1013,1934,383
PI-3142,PC-586,R-1019,1486,978
PI-3143,PC-295,SKU1368,256,789
PI-3144,PC-904,R-1473,1895,1528
PI-3145,PC-540,SKU1201,155,249
PI-3146,PC-83,REF-1743,50,31
PI-3147,PC-1251,MD-1686,341,"$2,681.00"
PI-3148,PC-1198,REF-1684,795,88
PI-3149,PC-292,MD-1489,808,"1 489,00"
PI-3150,PC-1440,MD-1489,1644,1949
PI-3151,PC-767,R-1577,174,$251.00
PI-3152,PC-954,R-1355,823,2828
PI-3153,PC-308,MD-1299,1484,"734,00"
PI-3154,PC-531,R-1748,1068,590
PI-3155,PC-520,SKU1451,912,"$1,738.00"
PI-3156,PC-1247,R-1105,121,$255.00
PI-3157,PC-693,MD-1720,226,2258
PI-3158,PC-175,REF-1294,331,1 193
PI-3159,PC-589,R-1787,102,2642
PI-3160,PC-582,MD-1097,843,$985.00
PI-3161,PC-1063,REF-1012,1257,"$1,037.00"
PI-3162,PC-633,R-1124,1861,393
PI-3163,PC-59,SKU1784,741,"1 982,00"
PI-3164,PC-105,MD-1538,1818,2 332
PI-3165,PC-572,REF-1701,425,"$2,794.00"
PI-3166,PC-236,R-1164,23,"$1,664.00"
PI-3167,PC-975,SKU1693,410,479
PI-3168,PC-199,MD-1643,1689,1082
PI-3169,PC-419,R-1618,259,2144
PI-3170,PC-819,R-1674,1807,1580
PI-3171,PC-20,REF-1715,1592,2462
PI-3172,PC-1405,SKU1144,1296,1949
PI-3173,PC-616,REF-1507,1543,343
PI-3174,PC-1413,SKU1612,162,88
PI-3175,PC-464,R-1730,771,"1 752,00"
PI-3176,PC-866,SKU1242,182,2909
PI-3177,PC-1130,R-1123,1341,2280
PI-3178,PC-1491,R-1278,325,1788
PI-3179,PC-356,REF-1102,1958,$351.00
PI-3180,PC-384,MD-1638,831,$390.00
PI-3181,PC-1057,MD-1534,832,1 133
PI-3182,PC-183,SKU1619,1275,"$2,463.00"
PI-3183,PC-727,MD-1504,682,$68.00
PI-3184,PC-967,REF-1576,1550,922
PI-3185,PC-765,R-1584,1806,"$2,990.00"
PI-3186,PC-219,MD-1169,791,2960
PI-3187,PC-188,SKU1603,1547,88
PI-3188,PC-848,REF-1783,591,$651.00
PI-3189,PC-1116,SKU1426,738,"301,00"
PI-3190,PC-690,REF-1170,138,2860
PI-3191,PC-1125,R-1430,449,1 909
PI-3192,PC-1001,R-1564,1308,1155
PI-3193,PC-329,SKU1750,625,$65.00
PI-3194,PC-46,SKU1031,884,874
PI-3195,PC-140,SKU1424,1721,588
PI-3196,PC-395,R-1630,1537,$729.00
PI-3197,PC-725,SKU1527,1290,2 426
PI-3198,PC-263,R-1350,502,"$1,048.00"
PI-3199,PC-731,REF-1135,492,"$2,434.00"
PI-3200,PC-554,REF-1405,616,2958
PI-3201,PC-575,R-1188,165,2 461
PI-3202,PC-554,MD-1466,22,1590
PI-3203,PC-406,REF-1401,652,456
PI-3204,PC-657,REF-1655,670,1711
PI-3205,PC-1298,MD-1489,1558,"$2,619.00"
PI-3206,PC-1218,SKU1585,1523,$691.00
PI-3207,PC-536,REF-1414,673,1310
PI-3208,PC-927,REF-1071,778,1 157
PI-3209,PC-447,R-1003,840,"$1,159.00"
PI-3210,PC-314,REF-1776,731,$922.00
PI-3211,PC-83,MD-1404,1741,2 444
PI-3212,PC-1427,R-1578,1015,"$2,144.00"
PI-3213,PC-923,SKU1594,1310,292
PI-3214,PC-1148,MD-1729,1120,"$2,295.00"
PI-3215,PC-607,REF-1738,446,"1 398,00"
PI-3216,PC-725,SKU1691,925,$535.00
PI-3217,PC-543,REF-1190,232,2076
PI-3218,PC-381,MD-1362,432,2639
PI-3219,PC-509,MD-1729,209,2845
PI-3220,PC-868,R-1595,199,572
PI-3221,PC-210,MD-1033,389,1374
PI-3222,PC-504,REF-1331,1805,"$1,917.00"
PI-3223,PC-1142,SKU1750,149,766
PI-3224,PC-1328,REF-1629,439,2 787
PI-3225,PC-1198,SKU1172,616,"$2,267.00"
PI-3226,PC-369,R-1034,989,1951
PI-3227,PC-67,SKU1397,1491,461
PI-3228,PC-127,R-1657,1527,"2 175,00"
PI-3229,PC-1327,REF-1714,179,1296
PI-3230,PC-422,REF-1688,1617,786
PI-3231,PC-1428,R-1337,1395,308
PI-3232,PC-476,MD-1761,611,2 510
PI-3233,PC-358,MD-1517,1109,"928,00"
PI-3234,PC-660,REF-1554,1868,1851
PI-3235,PC-561,MD-1165,912,$606.00
PI-3236,PC-662,REF-1256,1719,$253.00
PI-3237,PC-1054,MD-1197,68,1418
PI-3238,PC-792,SKU1376,584,2 133
PI-3239,PC-335,SKU1704,1204,165
PI-3240,PC-585,R-1544,205,1 173
PI-3241,PC-917,R-1000,123,1331
PI-3242,PC-880,REF-1781,1397,2008
PI-3243,PC-1377,REF-1211,180,400
PI-3244,PC-1289,MD-1291,813,588
PI-3245,PC-601,REF-1788,1663,"$1,759.00"
PI-3246,PC-858,REF-1155,1781,444
PI-3247,PC-96,REF-1068,1378,2602
PI-3248,PC-1377,REF-1644,622,2431
PI-3249,PC-863,R-1440,1209,2954
PI-3250,PC-425,MD-1142,1994,881
PI-3251,PC-595,REF-1026,678,"2 825,00"
PI-3252,PC-1228,REF-1185,705,$146.00
PI-3253,PC-132,SKU1755,1338,"$1,135.00"
PI-3254,PC-1157,MD-1636,388,2712
PI-3255,PC-1190,R-1312,917,$667.00
PI-3256,PC-1170,R-1209,1534,231
PI-3257,PC-711,REF-1269,1386,2 208
PI-3258,PC-338,MD-1387,1986,2483
PI-3259,PC-279,MD-1305,1484,"1 073,00"
PI-3260,PC-667,MD-1379,746,"$2,970.00"
PI-3261,PC-76,MD-1169,1088,512
PI-3262,PC-226,SKU1569,121,454
PI-3263,PC-650,MD-1716,215,2910
PI-3264,PC-1171,MD-1098,1063,2578
PI-3265,PC-84,MD-1551,1247,$187.00
PI-3266,PC-671,SKU1318,1289,356
PI-3267,PC-819,MD-1181,263,"$2,441.00"
PI-3268,PC-285,SKU1231,204,"$1,663.00"
PI-3269,PC-687,SKU1756,924,"$1,501.00"
PI-3270,PC-421,REF-1783,1419,309
PI-3271,PC-390,REF-1081,819,2537
PI-3272,PC-131,R-1039,198,412
PI-3273,PC-462,R-1377,1989,1214
PI-3274,PC-908,REF-1021,877,583
PI-3275,PC-780,REF-1199,878,473
PI-3276,PC-714,SKU1580,1283,1160
PI-3277,PC-446,REF-1654,1531,"1 072,00"
PI-3278,PC-1264,REF-1633,1343,"651,00"
PI-3279,PC-854,MD-1729,1223,1897
PI-3280,PC-1075,MD-1133,260,1 978
PI-3281,PC-1122,REF-1081,278,2865
PI-3282,PC-910,R-1188,232,2260
PI-3283,PC-888,R-1193,1696,2191
PI-3284,PC-689,REF-1779,1098,2451
PI-3285,PC-89,MD-1133,599,$862.00
PI-3286,PC-32,R-1598,838,2604
PI-3287,PC-211,REF-1439,1659,1934
PI-3288,PC-217,MD-1284,1871,"$2,818.00"
PI-3289,PC-268,REF-1313,1851,650
PI-3290,PC-363,R-1667,435,$416.00
PI-3291,PC-379,SKU1031,246,2297
PI-3292,PC-112,MD-1202,674,2616
PI-3293,PC-53,R-1159,765,1144
PI-3294,PC-894,MD-1542,1538,1662
PI-3295,PC-995,SKU1574,393,"2 062,00"
PI-3296,PC-1372,MD-1504,1272,"$1,282.00"
PI-3297,PC-234,MD-1553,1260,2 743
PI-3298,PC-1350,REF-1103,1880,2773
PI-3299,PC-657,MD-1220,1808,2250
PI-3300,PC-320,R-1637,1887,$986.00
PI-3301,PC-814,REF-1137,155,1704
PI-3302,PC-973,R-1315,482,"$2,083.00"
PI-3303,PC-874,MD-1220,1281,116
PI-3304,PC-477,R-1003,1654,"1 947,00"
PI-3305,PC-168,SKU1675,65,669
PI-3306,PC-1360,R-1567,1688,"$2,381.00"
PI-3307,PC-912,SKU1183,1728,1300
PI-3308,PC-958,REF-1214,649,"2 574,00"
PI-3309,PC-146,MD-1374,723,$730.00
PI-3310,PC-267,R-1386,1092,327
PI-3311,PC-635,REF-1535,1047,280
PI-3312,PC-642,SKU1128,212,2554
PI-3313,PC-904,SKU1381,1756,2232
PI-3314,PC-1337,REF-1331,1989,2358
PI-3315,PC-919,REF-1005,621,"278,00"
PI-3316,PC-464,SKU1513,1097,2472
PI-3317,PC-608,R-1577,1256,517
PI-3318,PC-1041,SKU1251,1655,"$2,560.00"
PI-3319,PC-1091,REF-1213,485,785
PI-3320,PC-971,R-1130,1339,$866.00
PI-3321,PC-1323,SKU1750,1142,"1 665,00"
PI-3322,PC-401,REF-1058,1912,1692
PI-3323,PC-12,REF-1135,1962,"$1,297.00"
PI-3324,PC-1423,R-1422,1185,324
PI-3325,PC-1197,MD-1282,107,"$2,330.00"
PI-3326,PC-540,REF-1221,1181,2408
PI-3327,PC-370,MD-1151,1103,2567
PI-3328,PC-373,R-1320,537,1177
PI-3329,PC-207,MD-1639,442,$109.00
PI-3330,PC-1335,REF-1439,1420,1027
PI-3331,PC-1480,MD-1493,1059,"$1,789.00"
PI-3332,PC-385,SKU1066,175,2287
PI-3333,PC-249,SKU1610,1531,667
PI-3334,PC-673,MD-1442,1170,1566
PI-3335,PC-1326,SKU1070,870,"1 418,00"
PI-3336,PC-1401,MD-1284,1993,707
PI-3337,PC-923,MD-1792,1391,"969,00"
PI-3338,PC-814,MD-1224,1116,"2 762,00"
PI-3339,PC-65,MD-1682,1856,2044
PI-3340,PC-1097,REF-1263,1099,913
PI-3341,PC-351,REF-1478,108,180
PI-3342,PC-832,R-1573,888,2173
PI-3343,PC-115,R-1340,83,$844.00
PI-3344,PC-752,R-1521,668,1179
PI-3345,PC-805,SKU1076,217,"$1,956.00"
PI-3346,PC-573,REF-1609,1235,"1 272,00"
PI-3347,PC-237,MD-1351,635,168
PI-3348,PC-345,REF-1552,1339,"714,00"
PI-3349,PC-61,MD-1202,1630,1292
PI-3350,PC-309,R-1206,1818,1201
PI-3351,PC-250,MD-1390,1983,1560
PI-3352,PC-156,SKU1750,1327,$167.00
PI-3353,PC-827,SKU1356,1028,132
PI-3354,PC-64,REF-1699,962,2564
PI-3355,PC-588,SKU1055,407,305
PI-3356,PC-396,REF-1373,289,$150.00
PI-3357,PC-996,MD-1683,1287,"$2,983.00"
PI-3358,PC-111,MD-1639,956,757
PI-3359,PC-170,REF-1669,1352,907
PI-3360,PC-1075,R-1014,539,969
PI-3361,PC-967,REF-1257,1645,2018
PI-3362,PC-363,SKU1773,68,2 260
PI-3363,PC-170,SKU1406,1743,1865
PI-3364,PC-1387,SKU1508,610,"$2,413.00"
PI-3365,PC-43,REF-1745,1246,1 332
PI-3366,PC-312,REF-1163,1612,"2 395,00"
PI-3367,PC-477,MD-1427,1156,316
PI-3368,PC-113,R-1229,1247,"1 634,00"
PI-3369,PC-410,REF-1266,1611,1160
PI-3370,PC-724,MD-1726,732,1612
PI-3371,PC-74,MD-1205,156,803
PI-3372,PC-1459,SKU1472,389,"375,00"
PI-3373,PC-725,SKU1326,1352,"867,00"
PI-3374,PC-759,SKU1085,305,$825.00
PI-3375,PC-1086,SKU1424,657,1229
PI-3376,PC-970,MD-1583,1580,1919
PI-3377,PC-576,MD-1479,1603,2137
PI-3378,PC-536,MD-1664,1617,2 773
PI-3379,PC-187,MD-1041,819,2295
PI-3380,PC-1389,R-1736,1215,1845
PI-3381,PC-418,R-1690,257,1 015
PI-3382,PC-1500,REF-1622,1937,977
PI-3383,PC-1394,REF-1364,1517,2 714
PI-3384,PC-1480,R-1667,291,"$1,409.00"
PI-3385,PC-637,REF-1195,1471,387
PI-3386,PC-480,MD-1485,52,"$1,419.00"
PI-3387,PC-912,REF-1028,1405,2668
PI-3388,PC-1140,REF-1536,1555,553
PI-3389,PC-1020,R-1385,186,$369.00
PI-3390,PC-722,SKU1691,1732,1708
PI-3391,PC-1196,REF-1063,1053,77
PI-3392,PC-1218,MD-1634,636,"1 680,00"
PI-3393,PC-1103,MD-1471,1081,627
PI-3394,PC-524,R-1523,1514,2104
PI-3395,PC-460,SKU1656,1565,"$2,585.00"
PI-3396,PC-374,SKU1556,269,418
PI-3397,PC-840,MD-1220,788,$859.00
PI-3398,PC-973,SKU1395,1538,2062
PI-3399,PC-619,SKU1585,568,519
PI-3400,PC-863,R-1532,749,"$1,377.00"
PI-3401,PC-891,MD-1643,1234,2848
PI-3402,PC-707,MD-1131,1109,1180
PI-3403,PC-132,MD-1732,1104,256
PI-3404,PC-391,R-1602,1516,284
PI-3405,PC-467,R-1430,746,"1 656,00"
PI-3406,PC-565,REF-1697,352,101
PI-3407,PC-264,REF-1211,1077,"$2,313.00"
PI-3408,PC-218,SKU1038,761,607
PI-3409,PC-552,MD-1240,348,1465
PI-3410,PC-1024,MD-1358,1048,2971
PI-3411,PC-1299,R-1120,756,"$1,634.00"
PI-3412,PC-1299,SKU1774,434,1451
PI-3413,PC-1023,REF-1269,219,1280
PI-3414,PC-1471,REF-1094,369,2955
PI-3415,PC-179,SKU1280,1865,"2 877,00"
PI-3416,PC-407,R-1289,128,"$2,848.00"
PI-3417,PC-1348,SKU1002,396,439
PI-3418,PC-1357,R-1130,570,"2 597,00"
PI-3419,PC-194,MD-1235,1699,1026
PI-3420,PC-934,REF-1292,1863,2751
PI-3421,PC-1284,REF-1344,741,66
PI-3422,PC-603,R-1105,1748,"$1,110.00"
PI-3423,PC-1307,R-1117,1748,2262
PI-3424,PC-1241,REF-1491,458,2362
PI-3425,PC-219,R-1108,539,2428
PI-3426,PC-813,SKU1671,1447,$245.00
PI-3427,PC-433,R-1278,1112,2529
PI-3428,PC-655,REF-1743,775,"$1,535.00"
PI-3429,PC-224,MD-1080,1982,1630
PI-3430,PC-481,MD-1174,1106,1471
PI-3431,PC-537,R-1481,986,2616
PI-3432,PC-342,SKU1722,1473,1575
PI-3433,PC-1007,R-1014,1289,2667
PI-3434,PC-1325,R-1563,1944,865
PI-3435,PC-423,REF-1354,1484,45
PI-3436,PC-885,SKU1676,1675,"$1,571.00"
PI-3437,PC-387,REF-1255,385,$682.00
PI-3438,PC-1155,SKU1084,97,"$2,568.00"
PI-3439,PC-835,REF-1529,1759,"$1,655.00"
PI-3440,PC-189,REF-1727,1517,711
PI-3441,PC-400,R-1278,755,"2 716,00"
PI-3442,PC-819,R-1588,174,672
PI-3443,PC-236,REF-1238,140,2 297
PI-3444,PC-711,SKU1100,1121,"$2,179.00"
PI-3445,PC-1285,R-1771,687,1670
PI-3446,PC-258,MD-1127,1618,"405,00"
PI-3447,PC-500,MD-1133,747,1631
PI-3448,PC-1136,REF-1391,604,2571
PI-3449,PC-47,R-1568,1712,2765
PI-3450,PC-857,REF-1719,1895,1 059
PI-3451,PC-762,REF-1429,569,140
PI-3452,PC-1014,SKU1571,1379,"$2,744.00"
PI-3453,PC-845,REF-1719,337,"$2,038.00"
PI-3454,PC-790,REF-1161,1547,1669
PI-3455,PC-476,REF-1073,35,1014
PI-3456,PC-603,R-1563,1955,436
PI-3457,PC-1061,REF-1195,541,2002
PI-3458,PC-997,MD-1643,273,746
PI-3459,PC-485,R-1203,1008,709
PI-3460,PC-1006,R-1666,558,794
PI-3461,PC-1403,R-1631,46,1028
PI-3462,PC-964,SKU1356,1744,2289
PI-3463,PC-747,R-1159,1856,"$1,604.00"
PI-3464,PC-177,R-1565,1420,"$2,125.00"
PI-3465,PC-1037,SKU1589,1155,2374
PI-3466,PC-692,MD-1250,493,2838
PI-3467,PC-1230,SKU1677,543,"$1,802.00"
PI-3468,PC-663,SKU1324,342,1033
PI-3469,PC-383,SKU1321,694,836
PI-3470,PC-1268,SKU1368,273,"$1,340.00"
PI-3471,PC-321,REF-1629,807,"$1,000.00"
PI-3472,PC-107,MD-1380,606,897
PI-3473,PC-19,R-1317,1486,385
PI-3474,PC-140,REF-1037,714,1961
PI-3475,PC-1220,R-1215,474,$44.00
PI-3476,PC-480,MD-1169,1594,"$2,651.00"
PI-3477,PC-879,R-1562,526,2071
PI-3478,PC-287,R-1353,269,"2 021,00"
PI-3479,PC-1474,R-1637,1272,"$1,424.00"
PI-3480,PC-1196,R-1444,748,1107
PI-3481,PC-674,R-1631,1227,50
PI-3482,PC-19,SKU1778,1330,2835
PI-3483,PC-1458,R-1209,1140,"$2,642.00"
PI-3484,PC-1005,R-1533,1892,1057
PI-3485,PC-884,SKU1750,1861,1860
PI-3486,PC-786,MD-1404,1965,2254
PI-3487,PC-772,R-1468,690,1637
PI-3488,PC-240,SKU1673,278,2763
PI-3489,PC-1281,MD-1246,788,190
PI-3490,PC-100,MD-1410,1959,"$1,471.00"
PI-3491,PC-1106,SKU1260,90,"$1,295.00"
PI-3492,PC-716,MD-1458,271,"$2,566.00"
PI-3493,PC-1379,R-1592,982,"141,00"
PI-3494,PC-1134,SKU1572,1725,"1 219,00"
PI-3495,PC-151,REF-1429,30,$431.00
PI-3496,PC-674,REF-1797,789,2605
PI-3497,PC-1319,REF-1566,944,$443.00
PI-3498,PC-446,R-1598,224,"$1,900.00"
PI-3499,PC-85,SKU1265,833,"$2,953.00"
PI-3500,PC-945,SKU1327,1410,1292
PI-3501,PC-1348,R-1130,733,661
PI-3502,PC-128,SKU1402,735,2 529
PI-3503,PC-694,REF-1093,695,193
PI-3504,PC-327,REF-1176,717,1281
PI-3505,PC-1086,SKU1486,1547,"$1,620.00"
PI-3506,PC-945,SKU1651,1666,914
PI-3507,PC-741,SKU1341,434,"$2,438.00"
PI-3508,PC-725,R-1476,1806,"1 648,00"
PI-3509,PC-346,REF-1537,776,664
PI-3510,PC-460,REF-1361,796,131
PI-3511,PC-110,SKU1704,188,278
PI-3512,PC-788,SKU1794,1589,2 709
PI-3513,PC-340,R-1463,102,$690.00
PI-3514,PC-275,MD-1551,91,435
PI-3515,PC-83,R-1631,598,"$2,593.00"
PI-3516,PC-1374,REF-1461,1427,2257
PI-3517,PC-1162,SKU1281,1597,"$1,189.00"
