movement_id,product_id,store_id,quantity,movement_date,type
MV-8801,MD-1466,ST-3,119,03-02-2025,In
MV-8802,R-1532,ST-17,-140,2025-10-01,ADJUST
MV-8803,SKU1178,ST-13,-47,2025-01-18,adjust
MV-8804,MD-1181,ST-13,4,2026-08-12,ADJUST
MV-8805,SKU1582,ST-25,-79,2025-07-22,OUT
MV-8806,REF-1405,ST-17,81,02-10-2026,OUT
MV-8807,REF-1793,ST-1,-69,2026-10-22,OUT
MV-8808,MD-1006,ST-15,-88,12/26/2025,In
MV-8809,R-1039,ST-19,28,06/21/2025,In
MV-8810,R-1752,ST-12,-118,07/06/2026,in
MV-8811,MD-1702,ST-8,107,2025-05-21,OUT
MV-8812,MD-1208,ST-19,-24,2026-01-19,In
MV-8813,REF-1161,ST-2,191,12/05/2025,ADJUST
MV-8814,REF-1079,ST-11,-8,2025-02-01,ADJUST
MV-8815,SKU1070,ST-4,-60,08/17/2026,In
MV-8816,REF-1655,ST-20,-116,2025-12-09,in
MV-8817,MD-1258,ST-12,-166,2026-07-20,ADJUST
MV-8818,MD-1449,ST-9,-169,2025-10-07,in
MV-8819,SKU1713,ST-15,-90,12-03-2025,ADJUST
MV-8820,MD-1746,ST-12,-45,03/14/2025,OUT
MV-8821,MD-1299,ST-8,-191,2026-09-24,OUT
MV-8822,SKU1248,ST-13,54,06/28/2026,ADJUST
MV-8823,REF-1313,ST-8,174,2025-12-22,in
MV-8824,MD-1089,ST-25,130,07-01-2025,ADJUST
MV-8825,MD-1169,ST-21,140,2025-02-07,in
MV-8826,MD-1210,ST-18,-136,09/20/2026,adjust
MV-8827,MD-1434,ST-8,-54,04/05/2026,in
MV-8828,R-1180,ST-13,-83,04/09/2025,in
MV-8829,REF-1608,ST-13,-172,10/11/2025,ADJUST
MV-8830,R-1565,ST-5,-107,05/12/2026,OUT
MV-8831,SKU1676,ST-25,-80,02/20/2026,In
MV-8832,R-1124,ST-15,56,2026-08-16,adjust
MV-8833,SKU1601,ST-6,80,24-07-2025,ADJUST
MV-8834,R-1444,ST-6,-142,2025-03-09,ADJUST
MV-8835,REF-1092,ST-17,-57,09/14/2026,OUT
MV-8836,R-1567,ST-18,27,2025-03-28,in
MV-8837,MD-1458,ST-8,-197,2026-04-24,adjust
MV-8838,MD-1194,ST-18,63,01/21/2025,in
MV-8839,SKU1572,ST-16,57,2026-10-10,OUT
MV-8840,R-1440,ST-8,99,09/27/2025,ADJUST
MV-8841,REF-1360,ST-20,-82,2026-09-19,adjust
MV-8842,R-1771,ST-6,-57,2026-11-01,OUT
MV-8843,SKU1277,ST-2,30,2026-11-04,OUT
MV-8844,R-1587,ST-1,42,2025-05-27,In
MV-8845,SKU1036,ST-18,28,2025-06-09,In
MV-8846,SKU1231,ST-25,109,2025-03-05,adjust
MV-8847,REF-1286,ST-9,-148,2026-05-24,in
MV-8848,REF-1540,ST-15,80,10/26/2025,In
MV-8849,SKU1490,ST-17,154,2026-03-15,adjust
MV-8850,MD-1753,ST-23,-30,02/05/2025,adjust
MV-8851,MD-1052,ST-10,108,2025-12-18,ADJUST
MV-8852,R-1328,ST-12,-23,2026-01-03,in
MV-8853,SKU1192,ST-19,179,07-06-2026,adjust
MV-8854,SKU1032,ST-25,-174,11-11-2026,adjust
MV-8855,REF-1325,ST-12,181,2025-07-18,adjust
MV-8856,SKU1589,ST-20,79,09/08/2025,in
MV-8857,MD-1282,ST-15,35,2025-09-21,OUT
MV-8858,REF-1354,ST-1,195,2026-11-25,adjust
MV-8859,R-1110,ST-13,104,2025-07-04,ADJUST
MV-8860,SKU1332,ST-3,-170,2025-10-12,in
MV-8861,R-1182,ST-3,-117,2025-01-02,adjust
MV-8862,MD-1249,ST-9,-34,2026-03-23,OUT
MV-8863,REF-1255,ST-1,101,2025-05-21,In
MV-8864,SKU1621,ST-14,-72,04-07-2025,adjust
MV-8865,SKU1277,ST-11,-74,2026-11-24,adjust
MV-8866,MD-1235,ST-4,95,12/12/2025,In
MV-8867,MD-1202,ST-19,135,11-07-2026,ADJUST
MV-8868,MD-1030,ST-23,115,2026-04-24,OUT
MV-8869,SKU1508,ST-3,-125,2025-11-17,in
MV-8870,REF-1099,ST-19,-12,01/10/2025,ADJUST
MV-8871,REF-1785,ST-14,-185,04/20/2025,in
MV-8872,SKU1055,ST-12,23,2026-01-16,adjust
MV-8873,MD-1782,ST-8,-47,2025-05-13,adjust
MV-8874,SKU1367,ST-10,-154,2026-09-25,ADJUST
MV-8875,SKU1574,ST-8,-159,10/17/2026,In
MV-8876,R-1586,ST-11,-145,2025-05-20,in
MV-8877,SKU1302,ST-15,186,2025-02-12,OUT
MV-8878,REF-1213,ST-2,180,2025-11-13,OUT
MV-8879,REF-1170,ST-8,22,12/13/2025,ADJUST
MV-8880,R-1119,ST-15,-56,06/24/2025,adjust
MV-8881,REF-1775,ST-14,94,01/06/2026,ADJUST
MV-8882,REF-1161,ST-9,159,19-09-2026,ADJUST
MV-8883,SKU1302,ST-14,-91,2026-11-02,ADJUST
MV-8884,R-1488,ST-14,-135,2026-10-09,In
MV-8885,R-1438,ST-14,25,05/12/2026,In
MV-8886,R-1657,ST-4,199,11-03-2026,adjust
MV-8887,R-1082,ST-13,133,08/14/2025,in
MV-8888,SKU1617,ST-14,166,2025-02-23,adjust
MV-8889,SKU1277,ST-22,9,2025-03-19,adjust
MV-8890,R-1334,ST-21,-139,19-08-2026,ADJUST
MV-8891,MD-1729,ST-2,-37,01/18/2025,ADJUST
MV-8892,REF-1799,ST-5,46,2026-09-15,OUT
MV-8893,R-1383,ST-21,-59,12-03-2026,adjust
MV-8894,REF-1790,ST-17,-55,2026-07-17,in
MV-8895,R-1377,ST-16,-19,2026-07-15,In
MV-8896,MD-1212,ST-3,-109,10/03/2026,ADJUST
MV-8897,R-1468,ST-5,-22,23-08-2026,In
MV-8898,MD-1772,ST-18,118,2025-10-27,ADJUST
MV-8899,MD-1235,ST-4,8,2026-06-02,adjust
MV-8900,REF-1605,ST-24,-128,15-09-2026,in
MV-8901,REF-1257,ST-3,23,2026-02-02,ADJUST
MV-8902,REF-1696,ST-14,-161,2026-07-03,in
MV-8903,SKU1755,ST-18,-89,19-02-2025,in
MV-8904,REF-1360,ST-12,-38,2025-03-01,in
MV-8905,REF-1186,ST-22,-45,13-07-2026,in
MV-8906,REF-1694,ST-6,164,2026-06-22,adjust
MV-8907,SKU1477,ST-1,-151,10/10/2025,In
MV-8908,REF-1734,ST-17,58,2026-07-07,adjust
MV-8909,MD-1240,ST-23,-142,2026-06-05,adjust
MV-8910,R-1209,ST-7,-55,2026-03-11,In
MV-8911,R-1295,ST-25,8,01/22/2025,In
MV-8912,SKU1603,ST-8,-36,2025-03-14,In
MV-8913,MD-1210,ST-24,-164,2025-08-19,OUT
MV-8914,SKU1341,ST-1,-113,13-03-2026,adjust
MV-8915,MD-1200,ST-11,11,07/10/2026,OUT
MV-8916,REF-1269,ST-10,84,2026-10-11,In
MV-8917,R-1019,ST-4,-182,2025-10-17,OUT
MV-8918,REF-1322,ST-21,116,2025-06-14,adjust
MV-8919,R-1189,ST-4,-187,01/08/2026,ADJUST
MV-8920,MD-1147,ST-1,-75,2025-12-10,ADJUST
MV-8921,SKU1100,ST-15,-159,05/23/2026,In
MV-8922,MD-1428,ST-4,52,2025-12-10,ADJUST
MV-8923,R-1602,ST-4,-13,2025-12-15,ADJUST
MV-8924,R-1488,ST-22,-183,25-07-2026,OUT
MV-8925,R-1652,ST-14,-135,2026-12-09,ADJUST
MV-8926,REF-1257,ST-21,113,04/25/2025,ADJUST
MV-8927,R-1112,ST-14,75,03/24/2025,ADJUST
MV-8928,MD-1627,ST-13,-23,07/14/2025,in
MV-8929,REF-1457,ST-10,179,05-12-2025,OUT
MV-8930,SKU1271,ST-23,-170,11/17/2025,OUT
MV-8931,SKU1251,ST-5,66,2026-11-13,ADJUST
MV-8932,R-1027,ST-14,194,2026-11-13,ADJUST
MV-8933,R-1385,ST-4,186,11/12/2026,OUT
MV-8934,REF-1450,ST-15,-142,10-03-2026,In
MV-8935,R-1630,ST-14,3,2025-10-12,OUT
MV-8936,MD-1489,ST-12,155,18-12-2026,adjust
MV-8937,R-1408,ST-24,-114,2025-01-17,In
MV-8938,MD-1634,ST-15,-171,2026-10-20,ADJUST
MV-8939,SKU1218,ST-1,-55,07-11-2025,OUT
MV-8940,R-1016,ST-3,159,05/26/2025,ADJUST
MV-8941,SKU1072,ST-7,-151,03/18/2026,OUT
MV-8942,REF-1103,ST-20,199,24-06-2025,in
MV-8943,REF-1715,ST-3,40,07/22/2025,OUT
MV-8944,SKU1056,ST-2,186,2025-09-08,adjust
MV-8945,MD-1089,ST-21,178,2026-09-26,in
MV-8946,SKU1423,ST-16,-17,2026-06-20,adjust
MV-8947,SKU1326,ST-11,-110,2025-11-16,adjust
MV-8948,SKU1371,ST-1,-115,2025-02-16,In
MV-8949,R-1077,ST-16,2,2026-06-13,in
MV-8950,R-1532,ST-6,70,21-04-2026,OUT
MV-8951,SKU1069,ST-8,-22,2025-04-09,in
MV-8952,MD-1702,ST-16,53,09-01-2026,OUT
MV-8953,REF-1550,ST-5,-118,2026-08-21,in
MV-8954,R-1209,ST-9,3,2025-08-28,ADJUST
MV-8955,R-1446,ST-15,155,2026-02-04,ADJUST
MV-8956,MD-1041,ST-24,38,2026-03-22,OUT
MV-8957,R-1663,ST-17,3,2025-03-13,in
MV-8958,REF-1213,ST-20,70,07/03/2026,ADJUST
MV-8959,REF-1294,ST-5,-41,2026-09-28,in
MV-8960,REF-1655,ST-13,-157,05-10-2025,In
MV-8961,REF-1382,ST-24,42,2026-04-28,OUT
MV-8962,R-1736,ST-23,-68,2025-12-04,In
MV-8963,SKU1406,ST-5,-137,08/19/2026,In
MV-8964,R-1545,ST-13,26,05/14/2026,adjust
MV-8965,SKU1036,ST-1,43,2026-08-02,adjust
MV-8966,MD-1487,ST-12,-25,13-04-2025,ADJUST
MV-8967,R-1711,ST-4,61,2026-02-25,adjust
MV-8968,REF-1737,ST-5,-179,2026-06-05,OUT
MV-8969,SKU1242,ST-22,-118,07/10/2025,adjust
MV-8970,SKU1677,ST-24,81,2025-02-06,adjust
MV-8971,R-1752,ST-14,-178,2025-08-16,ADJUST
MV-8972,R-1377,ST-2,-20,2026-03-13,in
MV-8973,R-1739,ST-6,4,2025-01-14,adjust
MV-8974,REF-1268,ST-15,-185,02-09-2026,adjust
MV-8975,REF-1665,ST-22,-17,2025-05-03,In
MV-8976,R-1203,ST-1,7,07-01-2026,adjust
MV-8977,R-1500,ST-8,-84,01/07/2025,adjust
MV-8978,MD-1149,ST-20,58,2026-05-19,in
MV-8979,MD-1306,ST-5,88,08/11/2025,In
MV-8980,R-1494,ST-5,174,2026-12-20,OUT
MV-8981,MD-1375,ST-18,-40,07-12-2025,adjust
MV-8982,REF-1256,ST-12,-40,2026-03-27,adjust
MV-8983,R-1001,ST-18,-12,07/08/2025,adjust
MV-8984,SKU1582,ST-24,-194,20-10-2025,ADJUST
MV-8985,MD-1369,ST-25,76,16-01-2026,ADJUST
MV-8986,SKU1055,ST-16,-20,2026-04-28,OUT
MV-8987,MD-1023,ST-11,-55,2025-07-02,OUT
MV-8988,REF-1783,ST-11,39,2026-02-14,In
MV-8989,R-1520,ST-21,185,2025-05-28,adjust
MV-8990,SKU1115,ST-4,-62,19-07-2025,in
MV-8991,SKU1368,ST-14,-17,2025-03-19,In
MV-8992,REF-1655,ST-18,-53,2026-03-22,adjust
MV-8993,MD-1174,ST-23,184,2025-06-14,In
MV-8994,R-1301,ST-12,125,2025-05-19,OUT
MV-8995,SKU1555,ST-18,-190,2026-07-17,adjust
MV-8996,REF-1560,ST-13,-105,09/11/2025,OUT
MV-8997,R-1499,ST-11,-54,2025-02-13,in
MV-8998,MD-1639,ST-25,81,21-08-2025,OUT
MV-8999,REF-1540,ST-5,-195,02/13/2026,In
MV-9000,R-1736,ST-6,-140,2026-07-24,OUT
MV-9001,REF-1255,ST-8,-164,17-06-2026,ADJUST
MV-9002,R-1039,ST-16,-56,2025-10-02,in
MV-9003,SKU1766,ST-1,191,05-07-2026,in
MV-9004,MD-1041,ST-3,64,24-04-2026,OUT
MV-9005,SKU1298,ST-21,-63,2025-02-15,In
MV-9006,R-1435,ST-4,-88,2025-03-20,In
MV-9007,MD-1282,ST-5,-172,12/07/2026,In
MV-9008,REF-1519,ST-11,-176,26-05-2026,ADJUST
MV-9009,MD-1410,ST-17,69,2025-10-14,In
MV-9010,MD-1409,ST-17,60,2025-06-05,in
MV-9011,REF-1560,ST-13,34,2026-09-03,in
MV-9012,SKU1072,ST-14,-144,07/23/2025,In
MV-9013,MD-1064,ST-15,-94,2026-04-28,ADJUST
MV-9014,R-1443,ST-23,-143,04-01-2026,in
MV-9015,MD-1150,ST-24,-124,02/01/2025,adjust
MV-9016,R-1648,ST-24,-7,10/10/2026,ADJUST
MV-9017,MD-1362,ST-8,-15,2025-02-07,adjust
MV-9018,SKU1044,ST-20,-93,01/09/2025,OUT
MV-9019,R-1725,ST-17,-167,08-06-2026,OUT
MV-9020,R-1336,ST-6,51,2026-08-13,ADJUST
MV-9021,MD-1551,ST-2,-7,11/21/2025,ADJUST
MV-9022,SKU1599,ST-8,117,05-04-2026,in
MV-9023,REF-1491,ST-14,146,2025-07-04,In
MV-9024,REF-1608,ST-13,-120,2025-08-01,adjust
MV-9025,REF-1576,ST-19,59,09/08/2025,In
MV-9026,MD-1041,ST-4,179,09/13/2026,in
MV-9027,SKU1601,ST-12,56,11/14/2026,OUT
MV-9028,REF-1394,ST-17,-29,25-06-2025,in
MV-9029,SKU1470,ST-18,118,07/25/2025,adjust
MV-9030,SKU1470,ST-22,-136,2026-02-06,adjust
MV-9031,SKU1183,ST-22,100,2025-05-12,ADJUST
MV-9032,REF-1741,ST-15,-178,2026-09-17,In
MV-9033,SKU1198,ST-2,148,22-05-2026,In
MV-9034,MD-1174,ST-22,-56,2025-11-24,In
MV-9035,MD-1627,ST-17,110,2026-02-11,In
MV-9036,REF-1311,ST-18,-102,04-04-2025,In
MV-9037,MD-1113,ST-15,138,10/22/2025,ADJUST
MV-9038,MD-1041,ST-24,-131,08/24/2026,in
MV-9039,SKU1327,ST-16,77,2026-03-01,ADJUST
MV-9040,REF-1266,ST-19,75,03/26/2025,in
MV-9041,R-1105,ST-22,116,12/15/2026,OUT
MV-9042,SKU1677,ST-22,-102,15-10-2026,ADJUST
MV-9043,R-1330,ST-17,-152,2025-09-26,In
MV-9044,REF-1170,ST-14,-76,2025-05-03,ADJUST
MV-9045,MD-1717,ST-2,-136,07/15/2025,adjust
MV-9046,SKU1642,ST-19,-143,2025-10-08,in
MV-9047,R-1533,ST-12,-80,2026-03-07,adjust
MV-9048,SKU1424,ST-8,55,2026-10-01,In
MV-9049,MD-1150,ST-15,-35,09/17/2026,in
MV-9050,R-1600,ST-19,126,2026-04-07,OUT
MV-9051,SKU1513,ST-14,-198,2025-11-01,ADJUST
MV-9052,MD-1548,ST-21,-132,2026-08-27,adjust
MV-9053,R-1564,ST-8,-1,03/10/2025,In
MV-9054,SKU1201,ST-10,-168,04/28/2026,adjust
MV-9055,R-1759,ST-1,-125,2026-02-07,OUT
MV-9056,SKU1555,ST-7,1,2025-05-18,adjust
MV-9057,SKU1527,ST-8,-63,05/06/2025,In
MV-9058,SKU1556,ST-8,-27,05/10/2025,OUT
MV-9059,SKU1248,ST-6,-36,03/18/2026,OUT
MV-9060,R-1663,ST-21,13,2026-08-19,In
MV-9061,REF-1546,ST-21,35,10-09-2026,ADJUST
MV-9062,MD-1616,ST-10,101,06-01-2025,In
MV-9063,R-1448,ST-16,47,2026-01-22,in
MV-9064,REF-1063,ST-11,130,2026-08-08,adjust
MV-9065,REF-1011,ST-20,116,09/17/2025,OUT
MV-9066,R-1104,ST-4,125,2025-06-24,adjust
MV-9067,REF-1695,ST-21,-26,06/09/2025,OUT
MV-9068,REF-1126,ST-6,-69,04/18/2026,In
MV-9069,REF-1185,ST-21,-43,12/03/2025,OUT
MV-9070,SKU1397,ST-20,141,27-05-2026,ADJUST
MV-9071,MD-1492,ST-19,-98,01/20/2026,adjust
MV-9072,REF-1161,ST-8,-64,26-12-2026,adjust
MV-9073,MD-1720,ST-22,135,2026-10-03,in
MV-9074,R-1739,ST-2,-147,2025-04-04,in
MV-9075,REF-1344,ST-3,-118,2026-11-20,ADJUST
MV-9076,R-1203,ST-16,124,2026-10-06,adjust
MV-9077,MD-1062,ST-25,-137,2026-01-18,adjust
MV-9078,MD-1707,ST-14,-75,2026-03-23,ADJUST
MV-9079,MD-1772,ST-16,-70,2025-05-23,In
MV-9080,MD-1165,ST-25,69,08/25/2026,ADJUST
MV-9081,R-1437,ST-21,123,2026-07-09,in
MV-9082,MD-1517,ST-7,-171,2026-11-05,OUT
MV-9083,R-1435,ST-4,132,08-01-2025,adjust
MV-9084,REF-1391,ST-14,164,2025-09-10,adjust
MV-9085,REF-1531,ST-9,-45,24-01-2025,ADJUST
MV-9086,R-1180,ST-2,-167,01/08/2026,OUT
MV-9087,REF-1429,ST-3,126,2026-04-08,In
MV-9088,SKU1134,ST-10,-194,20-10-2026,OUT
MV-9089,R-1019,ST-1,-141,2026-02-02,in
MV-9090,MD-1409,ST-3,-139,04/11/2026,ADJUST
MV-9091,SKU1744,ST-7,-73,05/10/2026,OUT
MV-9092,R-1175,ST-11,-26,2025-12-09,ADJUST
MV-9093,SKU1484,ST-24,-18,11/28/2025,adjust
MV-9094,SKU1658,ST-6,109,2025-12-14,In
MV-9095,SKU1445,ST-3,6,12-04-2026,in
MV-9096,R-1708,ST-14,129,02/03/2025,OUT
MV-9097,R-1034,ST-17,38,02/26/2026,in
MV-9098,R-1001,ST-20,-187,2026-11-06,In
MV-9099,REF-1622,ST-11,-84,2026-09-06,in
MV-9100,MD-1683,ST-7,111,05/03/2025,in
MV-9101,R-1123,ST-25,-107,2026-01-25,ADJUST
MV-9102,SKU1556,ST-6,121,2025-10-22,OUT
MV-9103,SKU1343,ST-23,-30,20-02-2026,in
MV-9104,REF-1697,ST-16,-120,2025-10-15,ADJUST
MV-9105,MD-1142,ST-18,110,2025-04-03,adjust
MV-9106,MD-1493,ST-14,-21,2026-01-16,OUT
MV-9107,REF-1511,ST-25,1,2025-07-17,OUT
MV-9108,SKU1356,ST-25,62,09/13/2026,in
MV-9109,REF-1747,ST-7,148,14-12-2026,In
MV-9110,MD-1579,ST-10,162,2026-12-07,adjust
MV-9111,REF-1075,ST-2,134,24-10-2026,adjust
MV-9112,MD-1497,ST-2,166,2026-07-01,OUT
MV-9113,SKU1139,ST-23,131,2026-11-12,adjust
MV-9114,REF-1079,ST-2,-54,2026-03-11,in
MV-9115,R-1117,ST-4,-24,2026-04-14,In
MV-9116,MD-1542,ST-7,23,05/10/2026,ADJUST
MV-9117,REF-1604,ST-12,55,03/27/2025,adjust
MV-9118,SKU1456,ST-22,39,28-05-2025,ADJUST
MV-9119,REF-1166,ST-22,125,2025-12-01,ADJUST
MV-9120,SKU1178,ST-10,-172,2025-12-12,adjust
MV-9121,SKU1571,ST-5,-51,2025-01-11,In
MV-9122,MD-1746,ST-6,123,2025-08-09,in
MV-9123,MD-1091,ST-22,126,03-08-2026,In
MV-9124,REF-1096,ST-10,93,2026-03-14,In
MV-9125,REF-1045,ST-10,-173,04/08/2026,OUT
MV-9126,REF-1307,ST-6,-32,09/24/2025,in
MV-9127,SKU1454,ST-24,27,02/26/2026,in
MV-9128,MD-1682,ST-1,83,26-08-2026,In
MV-9129,MD-1235,ST-25,78,2025-09-18,in
MV-9130,SKU1649,ST-4,35,10/20/2025,adjust
MV-9131,MD-1339,ST-21,79,2026-01-10,ADJUST
MV-9132,R-1278,ST-23,72,2025-05-07,In
MV-9133,SKU1310,ST-20,-40,2026-06-17,in
MV-9134,REF-1783,ST-1,171,2026-12-23,In
MV-9135,MD-1493,ST-5,151,04/08/2026,In
MV-9136,REF-1560,ST-11,-130,2026-12-15,OUT
MV-9137,MD-1442,ST-13,-120,07/22/2025,in
MV-9138,REF-1345,ST-16,-69,2025-09-08,in
MV-9139,SKU1459,ST-11,152,2025-08-02,in
MV-9140,R-1520,ST-16,41,07/11/2026,in
MV-9141,REF-1394,ST-25,97,04/28/2026,in
MV-9142,SKU1768,ST-17,-192,2025-04-08,adjust
MV-9143,SKU1653,ST-14,-189,07/15/2025,ADJUST
MV-9144,SKU1416,ST-17,23,2025-10-23,ADJUST
MV-9145,R-1288,ST-3,147,06/14/2026,OUT
MV-9146,REF-1344,ST-4,-1,04/09/2025,adjust
MV-9147,REF-1541,ST-5,56,2026-03-25,adjust
MV-9148,REF-1364,ST-14,-119,07/21/2025,In
MV-9149,MD-1156,ST-16,28,12/11/2026,in
MV-9150,REF-1461,ST-23,-110,11/12/2026,OUT
MV-9151,R-1175,ST-4,-29,07/03/2026,In
MV-9152,MD-1246,ST-19,66,06/17/2025,OUT
MV-9153,REF-1644,ST-3,-12,2026-10-27,OUT
MV-9154,MD-1061,ST-5,34,2026-03-11,In
MV-9155,SKU1623,ST-19,-181,06/18/2026,in
MV-9156,R-1645,ST-25,120,08/10/2026,adjust
MV-9157,REF-1576,ST-9,-145,02/14/2025,in
MV-9158,SKU1462,ST-14,-198,2026-01-02,ADJUST
MV-9159,REF-1269,ST-16,162,2025-12-27,in
MV-9160,SKU1247,ST-3,-117,2025-09-20,In
MV-9161,SKU1570,ST-18,-5,2025-01-24,OUT
MV-9162,SKU1589,ST-25,-134,12/02/2026,ADJUST
MV-9163,R-1748,ST-22,-47,2025-11-15,In
MV-9164,SKU1455,ST-3,17,06/04/2025,ADJUST
MV-9165,SKU1462,ST-9,27,09/13/2025,ADJUST
MV-9166,REF-1378,ST-18,-155,19-04-2025,In
MV-9167,MD-1230,ST-15,1,2026-08-20,In
MV-9168,SKU1718,ST-11,-192,2026-05-16,OUT
MV-9169,REF-1650,ST-25,-143,01/06/2026,adjust
MV-9170,SKU1474,ST-18,-83,2025-11-22,ADJUST
MV-9171,MD-1509,ST-12,-31,2026-11-01,OUT
MV-9172,REF-1576,ST-13,-83,10/03/2026,adjust
MV-9173,MD-1449,ST-11,-154,05/20/2025,in
MV-9174,REF-1300,ST-11,133,2025-12-08,adjust
MV-9175,REF-1137,ST-24,-130,2026-09-08,adjust
MV-9176,SKU1445,ST-6,12,2025-08-06,In
MV-9177,R-1565,ST-5,166,2025-05-10,ADJUST
MV-9178,REF-1560,ST-18,-140,04/21/2026,ADJUST
MV-9179,SKU1585,ST-16,-5,15-11-2026,ADJUST
MV-9180,SKU1095,ST-12,193,12-02-2026,In
MV-9181,SKU1693,ST-9,43,06/04/2026,OUT
MV-9182,SKU1139,ST-5,-81,24-02-2025,OUT
MV-9183,REF-1257,ST-12,80,2026-11-17,ADJUST
MV-9184,MD-1208,ST-22,-141,2026-01-14,ADJUST
MV-9185,SKU1222,ST-18,133,19-11-2026,in
MV-9186,REF-1232,ST-21,-46,23-08-2026,OUT
MV-9187,SKU1346,ST-7,71,2026-11-28,ADJUST
MV-9188,SKU1490,ST-4,-22,2025-10-17,ADJUST
MV-9189,R-1500,ST-17,-38,11/06/2026,In
MV-9190,REF-1155,ST-13,78,2026-05-27,OUT
MV-9191,MD-1333,ST-5,15,2025-07-10,OUT
MV-9192,SKU1766,ST-10,-24,2026-04-14,OUT
MV-9193,MD-1362,ST-15,195,07/16/2026,in
MV-9194,MD-1634,ST-24,-63,02/21/2026,In
MV-9195,REF-1400,ST-3,-9,07/25/2025,adjust
MV-9196,REF-1529,ST-4,-127,11/13/2025,ADJUST
MV-9197,REF-1715,ST-14,-177,17-08-2026,OUT
MV-9198,MD-1487,ST-22,-94,2026-06-05,adjust
MV-9199,MD-1366,ST-21,-172,05/20/2025,In
MV-9200,MD-1064,ST-8,-169,2025-06-06,in
MV-9201,MD-1670,ST-20,-109,05/22/2026,ADJUST
MV-9202,R-1223,ST-10,-116,2026-06-04,in
MV-9203,REF-1171,ST-17,-29,2026-03-13,OUT
MV-9204,MD-1464,ST-6,-7,2025-03-14,in
MV-9205,R-1500,ST-17,1,23-07-2026,ADJUST
MV-9206,REF-1083,ST-16,-197,2026-02-25,adjust
MV-9207,MD-1089,ST-22,11,24-06-2025,adjust
MV-9208,REF-1536,ST-22,125,2025-12-27,in
MV-9209,SKU1396,ST-19,-59,27-03-2026,OUT
MV-9210,R-1013,ST-7,143,2026-05-26,ADJUST
MV-9211,R-1518,ST-18,-80,2025-01-02,in
MV-9212,REF-1012,ST-9,58,04-02-2025,in
MV-9213,REF-1311,ST-19,-66,2026-02-17,ADJUST
MV-9214,REF-1550,ST-12,-44,2025-03-02,adjust
MV-9215,MD-1409,ST-13,98,05/18/2025,OUT
MV-9216,SKU1160,ST-17,123,2026-09-28,adjust
MV-9217,REF-1221,ST-19,166,2025-06-07,ADJUST
MV-9218,REF-1608,ST-22,170,2025-03-07,ADJUST
MV-9219,R-1130,ST-1,62,10/22/2025,In
MV-9220,REF-1737,ST-18,192,2026-07-05,adjust
MV-9221,MD-1181,ST-11,-80,05/14/2026,In
MV-9222,REF-1008,ST-17,114,22-10-2025,adjust
MV-9223,SKU1452,ST-22,-39,2026-06-13,in
MV-9224,REF-1028,ST-20,126,2025-02-24,ADJUST
MV-9225,REF-1307,ST-7,144,13-01-2026,OUT
MV-9226,REF-1373,ST-18,-22,2026-07-06,ADJUST
MV-9227,SKU1406,ST-10,-41,2025-02-16,in
MV-9228,REF-1714,ST-14,152,03/15/2026,ADJUST
MV-9229,MD-1249,ST-20,-86,03-04-2025,In
MV-9230,R-1105,ST-4,16,01/25/2025,ADJUST
MV-9231,REF-1300,ST-23,-9,15-04-2026,OUT
MV-9232,R-1132,ST-3,108,2025-02-01,adjust
MV-9233,SKU1060,ST-11,-20,2026-07-21,OUT
MV-9234,MD-1526,ST-24,-195,2025-07-28,In
MV-9235,MD-1091,ST-2,-98,2026-01-07,in
MV-9236,REF-1372,ST-24,23,2025-07-09,ADJUST
MV-9237,R-1441,ST-24,-41,2026-07-16,In
MV-9238,R-1003,ST-13,-13,2026-02-02,adjust
MV-9239,SKU1318,ST-6,-40,02/15/2025,ADJUST
MV-9240,MD-1707,ST-17,-152,2025-10-05,OUT
MV-9241,R-1348,ST-13,95,07/22/2025,OUT
MV-9242,R-1495,ST-3,70,2025-03-04,adjust
MV-9243,MD-1428,ST-16,-95,2025-12-20,adjust
MV-9244,SKU1774,ST-3,-58,2026-09-21,in
MV-9245,REF-1166,ST-12,-150,2026-03-14,in
MV-9246,SKU1575,ST-21,199,04/09/2025,OUT
MV-9247,REF-1323,ST-19,43,2025-05-01,in
MV-9248,R-1721,ST-4,49,19-06-2025,OUT
MV-9249,REF-1655,ST-9,153,2026-12-26,In
MV-9250,R-1425,ST-22,15,2026-10-24,adjust
MV-9251,MD-1017,ST-5,-3,2025-06-05,OUT
MV-9252,SKU1076,ST-10,-191,2026-01-13,OUT
MV-9253,R-1188,ST-25,-162,2025-11-26,In
MV-9254,SKU1031,ST-15,-174,09/02/2025,In
MV-9255,SKU1424,ST-18,-22,2025-09-15,ADJUST
MV-9256,SKU1314,ST-19,-49,01/02/2025,adjust
MV-9257,SKU1367,ST-20,-172,18-06-2025,In
MV-9258,R-1518,ST-9,194,28-02-2025,adjust
MV-9259,R-1228,ST-12,-197,05/25/2026,In
MV-9260,REF-1714,ST-6,176,06-02-2026,adjust
MV-9261,R-1444,ST-21,183,2025-03-24,adjust
MV-9262,SKU1693,ST-1,-168,2025-07-06,adjust
MV-9263,SKU1750,ST-6,182,2025-09-12,adjust
MV-9264,REF-1176,ST-13,-123,21-12-2025,In
MV-9265,R-1473,ST-12,-25,2026-09-08,ADJUST
MV-9266,REF-1199,ST-22,131,2026-10-24,In
