return_id,order_id,product_id,return_date,reason,refund_amount
RT-801,ORD-2630,SKU1722,2024-04-07,破损,103.00
RT-802,ORD-7625,REF-1585,11/26/2024,破损,"$3,041.00"
RT-803,ORD-490,R-1333,2024-05-08,破损,3674
RT-804,ORD-1863,R-1211,03/05/2026,尺寸不符,1227
RT-805,ORD-3264,R-1314,2026-10-04,不喜欢,770
RT-806,ORD-7807,MD-1163,04-03-2024,发错货,$784.00
RT-807,ORD-13123,R-1615,08/17/2025,尺寸不符,4774
RT-808,ORD-14840,R-1625,2025-01-07,不喜欢,$554.00
RT-809,ORD-8694,MD-1597,26-04-2026,尺寸不符,2193
RT-810,ORD-6848,SKU1212,2026-02-19,尺寸不符,"2,347.00"
RT-811,ORD-10371,R-1315,12/23/2024,质量问题,2210
RT-812,ORD-5916,REF-1645,2025-04-15,尺寸不符,552.00
RT-813,ORD-14221,SKU1214,11/15/2024,破损,2626
RT-814,ORD-6518,R-1707,2025-03-04,尺寸不符,4233
RT-815,ORD-9279,REF-1592,2024-05-12,发错货,4603
RT-816,ORD-3208,MD-1779,14-01-2026,质量问题,1217
RT-817,ORD-9262,SKU1068,2024-08-03,破损,2324
RT-818,ORD-12114,SKU1018,06/26/2024,破损,344.00
RT-819,ORD-1910,SKU1761,06/04/2025,尺寸不符,"$4,830.00"
RT-820,ORD-8794,REF-1426,05/12/2024,尺寸不符,832
RT-821,ORD-353,R-1636,03/02/2026,不喜欢,$472.00
RT-822,ORD-727,SKU1330,2024-11-12,发错货,"2,621.00"
RT-823,ORD-14828,MD-1455,02/25/2025,质量问题,"$1,326.00"
RT-824,ORD-14891,REF-1384,10-11-2025,发错货,1654
RT-825,ORD-10681,MD-1731,2024-05-12,破损,436
RT-826,ORD-6233,MD-1564,2025-07-05,发错货,"1,228.00"
RT-827,ORD-14561,R-1323,2025-12-18,破损,1876
RT-828,ORD-14714,R-1314,06/28/2024,发错货,2603
RT-829,ORD-9028,REF-1106,10/09/2025,质量问题,"$1,521.00"
RT-830,ORD-4251,SKU1068,04/07/2024,尺寸不符,3175
RT-831,ORD-6937,R-1751,2026-12-23,破损,4533
RT-832,ORD-1779,REF-1299,2025-01-24,破损,1513
RT-833,ORD-5223,R-1282,2025-03-09,质量问题,$74.00
RT-834,ORD-5924,SKU1468,01-02-2024,破损,"4,877.00"
RT-835,ORD-604,SKU1361,2024-04-14,破损,1647
RT-836,ORD-13675,SKU1060,2026-01-24,不喜欢,3006
RT-837,ORD-13141,MD-1047,09/28/2026,质量问题,4104
RT-838,ORD-3469,REF-1364,2024-01-26,破损,3668
RT-839,ORD-6097,SKU1462,09/24/2025,尺寸不符,"$2,834.00"
RT-840,ORD-4979,R-1482,2025-05-18,尺寸不符,769
RT-841,ORD-8215,MD-1006,08-11-2025,发错货,"1,545.00"
RT-842,ORD-13179,R-1121,2024-01-11,破损,"2,016.00"
RT-843,ORD-11961,REF-1280,2024-03-02,质量问题,357
RT-844,ORD-11303,MD-1224,2026-12-17,发错货,"$1,659.00"
RT-845,ORD-14623,REF-1745,10/14/2025,发错货,2206
RT-846,ORD-7298,SKU1760,02/22/2026,不喜欢,"$3,011.00"
RT-847,ORD-7030,R-1115,14-11-2025,质量问题,761
RT-848,ORD-14940,R-1748,25-04-2025,发错货,1363
RT-849,ORD-9748,R-1794,02/19/2024,发错货,4781
RT-850,ORD-5268,SKU1424,06/08/2026,质量问题,"$4,717.00"
RT-851,ORD-8055,SKU1568,05/08/2025,发错货,1204
RT-852,ORD-4693,MD-1497,2026-11-25,尺寸不符,"3,305.00"
RT-853,ORD-6456,MD-1771,24-11-2026,质量问题,"$1,247.00"
RT-854,ORD-13124,REF-1454,07/15/2025,不喜欢,"$1,073.00"
RT-855,ORD-9133,MD-1163,08/03/2025,不喜欢,2504
RT-856,ORD-4345,R-1333,10/19/2024,破损,"1,525.00"
RT-857,ORD-14254,SKU1036,10/01/2025,尺寸不符,"4,826.00"
RT-858,ORD-11589,R-1567,2025-02-28,破损,"$1,156.00"
RT-859,ORD-5529,REF-1600,2025-10-11,破损,1239
RT-860,ORD-10312,MD-1641,06/24/2025,不喜欢,"$2,950.00"
RT-861,ORD-12816,R-1410,08/25/2026,发错货,"$1,364.00"
RT-862,ORD-2395,MD-1457,2026-08-12,尺寸不符,"$2,796.00"
RT-863,ORD-289,SKU1050,08-02-2026,发错货,2951
RT-864,ORD-9751,R-1286,2026-11-18,发错货,"$2,097.00"
RT-865,ORD-6189,SKU1447,07/02/2025,不喜欢,"$2,684.00"
RT-866,ORD-14045,REF-1588,2024-03-22,不喜欢,"3,994.00"
RT-867,ORD-4226,MD-1573,12/22/2025,发错货,$391.00
RT-868,ORD-9878,SKU1453,02/07/2026,质量问题,826
RT-869,ORD-8527,MD-1564,2026-02-17,质量问题,"1,191.00"
RT-870,ORD-12901,REF-1217,2026-05-05,尺寸不符,806
RT-871,ORD-8327,R-1583,2024-02-02,质量问题,"1,947.00"
RT-872,ORD-9410,SKU1424,2025-09-13,不喜欢,4064
RT-873,ORD-8997,SKU1589,02/11/2024,尺寸不符,2556
RT-874,ORD-6809,R-1388,11-07-2024,不喜欢,4420
RT-875,ORD-10740,MD-1473,2026-09-03,不喜欢,"$1,979.00"
RT-876,ORD-6853,MD-1261,2024-01-24,不喜欢,"3,788.00"
RT-877,ORD-353,MD-1458,2025-07-23,质量问题,960
RT-878,ORD-4517,REF-1796,08/10/2024,不喜欢,2622
RT-879,ORD-11967,SKU1740,2025-08-14,质量问题,"2,173.00"
RT-880,ORD-7540,REF-1778,2025-11-28,破损,1294
RT-881,ORD-1588,R-1259,2025-02-02,尺寸不符,1342
RT-882,ORD-13032,R-1211,2026-05-15,破损,4237
RT-883,ORD-515,R-1340,2024-11-16,破损,1740
RT-884,ORD-9902,MD-1501,05/12/2026,破损,"$1,343.00"
RT-885,ORD-4760,R-1795,2024-06-07,破损,"$1,090.00"
RT-886,ORD-4728,REF-1663,03/01/2024,破损,"$4,541.00"
RT-887,ORD-8696,REF-1585,2026-08-02,尺寸不符,$601.00
RT-888,ORD-8242,R-1314,2025-04-19,不喜欢,$130.00
RT-889,ORD-3948,REF-1130,06-12-2025,尺寸不符,"$3,915.00"
RT-890,ORD-10491,REF-1635,2026-12-12,发错货,"$3,603.00"
RT-891,ORD-5056,MD-1149,2026-05-24,尺寸不符,"$4,855.00"
RT-892,ORD-13502,R-1227,06/04/2025,尺寸不符,$876.00
RT-893,ORD-89,R-1619,02/16/2025,发错货,"3,958.00"
RT-894,ORD-6750,SKU1552,05/05/2026,质量问题,3497
RT-895,ORD-8651,MD-1537,17-11-2026,不喜欢,"1,392.00"
RT-896,ORD-10849,R-1553,2026-03-24,发错货,1261
RT-897,ORD-9928,SKU1539,08/16/2026,质量问题,610
RT-898,ORD-847,REF-1307,2024-02-12,质量问题,3357
RT-899,ORD-10681,R-1673,11-05-2024,质量问题,303
RT-900,ORD-3818,R-1555,07-12-2024,发错货,1977
RT-901,ORD-76,REF-1678,2026-05-15,发错货,3149
RT-902,ORD-9621,MD-1046,03/05/2025,发错货,3350
RT-903,ORD-14748,REF-1044,2024-08-22,尺寸不符,1331
RT-904,ORD-9235,SKU1589,05-02-2025,尺寸不符,"3,780.00"
RT-905,ORD-6542,SKU1654,21-08-2025,尺寸不符,361
RT-906,ORD-14094,MD-1436,2024-06-21,不喜欢,"$2,540.00"
RT-907,ORD-9882,REF-1125,09/07/2025,破损,2772
RT-908,ORD-3081,SKU1262,01/09/2024,质量问题,"4,549.00"
RT-909,ORD-4739,MD-1641,2024-08-08,破损,"$2,935.00"
RT-910,ORD-2904,SKU1145,09/13/2025,不喜欢,$144.00
RT-911,ORD-317,REF-1223,24-04-2024,发错货,"3,995.00"
RT-912,ORD-14736,REF-1796,13-03-2025,破损,3723
RT-913,ORD-6723,SKU1538,2026-04-21,发错货,$292.00
RT-914,ORD-12779,SKU1382,26-10-2024,尺寸不符,931
RT-915,ORD-14839,R-1175,02/11/2026,发错货,"$3,349.00"
RT-916,ORD-7323,R-1199,2024-07-11,发错货,3515
RT-917,ORD-10190,R-1337,2026-09-11,破损,"$4,247.00"
RT-918,ORD-12490,R-1718,2024-06-03,不喜欢,$682.00
RT-919,ORD-7027,R-1558,2024-06-14,发错货,4108
RT-920,ORD-11323,SKU1574,11/23/2025,发错货,132
RT-921,ORD-1637,R-1412,13-10-2024,发错货,"$2,264.00"
RT-922,ORD-6688,REF-1570,2024-10-08,不喜欢,579
RT-923,ORD-4264,REF-1349,01/10/2026,发错货,"$3,983.00"
RT-924,ORD-8311,SKU1265,09/16/2025,尺寸不符,2233
RT-925,ORD-10634,SKU1579,2025-10-07,发错货,1303
RT-926,ORD-4641,MD-1027,08/15/2024,破损,451.00
RT-927,ORD-9033,REF-1246,2026-01-11,破损,"$4,756.00"
RT-928,ORD-4610,SKU1187,06-04-2024,不喜欢,1207
RT-929,ORD-11764,MD-1234,2024-06-08,尺寸不符,"3,240.00"
RT-930,ORD-11200,MD-1028,12-09-2024,破损,4622
RT-931,ORD-8064,MD-1207,08-02-2024,质量问题,"$2,224.00"
RT-932,ORD-6044,R-1276,05/08/2024,质量问题,"$3,653.00"
RT-933,ORD-12555,MD-1210,2026-12-23,破损,58
RT-934,ORD-3482,MD-1006,2025-08-25,不喜欢,"$2,621.00"
RT-935,ORD-4073,MD-1237,17-04-2026,破损,1003
RT-936,ORD-10705,REF-1236,2026-10-04,不喜欢,4986
RT-937,ORD-14834,REF-1275,06/04/2026,不喜欢,4290
RT-938,ORD-12618,R-1194,2025-08-08,破损,1886
RT-939,ORD-14912,MD-1543,2026-05-25,发错货,660
RT-940,ORD-5310,SKU1033,2025-02-15,破损,2011
RT-941,ORD-13455,REF-1021,2026-09-15,不喜欢,4020
RT-942,ORD-4931,REF-1545,16-09-2024,尺寸不符,4448
RT-943,ORD-10194,SKU1654,2024-01-14,质量问题,214.00
RT-944,ORD-4033,REF-1580,2025-05-01,不喜欢,3488
RT-945,ORD-6199,R-1194,2024-10-15,发错货,4796
RT-946,ORD-6812,R-1738,2026-09-25,质量问题,114
RT-947,ORD-14631,SKU1126,03/26/2026,发错货,"$4,849.00"
RT-948,ORD-11045,MD-1762,2026-02-07,发错货,3490
RT-949,ORD-4388,REF-1191,11/18/2025,质量问题,77.00
RT-950,ORD-8237,SKU1341,20-05-2026,质量问题,"$2,042.00"
RT-951,ORD-5409,SKU1151,2025-02-12,质量问题,"$3,800.00"
RT-952,ORD-9211,REF-1672,26-09-2024,不喜欢,3397
RT-953,ORD-12064,REF-1509,20-11-2024,发错货,4814
RT-954,ORD-5960,R-1739,08-04-2025,尺寸不符,"$3,026.00"
RT-955,ORD-1507,R-1707,2025-03-16,尺寸不符,2390
RT-956,ORD-5470,MD-1160,27-07-2025,发错货,403
RT-957,ORD-6560,SKU1258,2025-05-14,不喜欢,"2,093.00"
RT-958,ORD-5054,MD-1027,03/26/2026,质量问题,"$3,465.00"
RT-959,ORD-14980,MD-1107,08/27/2026,尺寸不符,2314
RT-960,ORD-13562,SKU1292,10-09-2025,质量问题,136
RT-961,ORD-8322,R-1409,10/10/2026,尺寸不符,"4,704.00"
RT-962,ORD-1809,REF-1618,2026-01-22,破损,2944
RT-963,ORD-5599,MD-1496,20-07-2025,破损,"$2,644.00"
RT-964,ORD-2786,SKU1775,05/08/2026,发错货,"$3,810.00"
RT-965,ORD-11282,MD-1439,22-10-2025,质量问题,1550
RT-966,ORD-4155,R-1322,2026-11-26,破损,"$3,891.00"
RT-967,ORD-12417,R-1352,2026-07-24,发错货,$583.00
RT-968,ORD-5640,R-1534,2026-06-10,不喜欢,552
RT-969,ORD-8282,R-1000,2025-04-07,尺寸不符,470
RT-970,ORD-5379,R-1230,12/20/2025,质量问题,1462
RT-971,ORD-6900,REF-1688,2024-02-07,尺寸不符,2641
RT-972,ORD-7383,MD-1686,03/14/2025,质量问题,1889
RT-973,ORD-316,REF-1793,2025-09-07,破损,554.00
RT-974,ORD-12201,R-1513,2024-10-25,发错货,"2,226.00"
RT-975,ORD-4548,MD-1301,2025-07-10,破损,"$3,782.00"
RT-976,ORD-93,SKU1526,22-08-2024,尺寸不符,3064
RT-977,ORD-10260,R-1227,2026-02-02,尺寸不符,1546
RT-978,ORD-7295,R-1184,17-04-2024,尺寸不符,670
RT-979,ORD-7456,REF-1054,08/07/2025,不喜欢,"$4,155.00"
RT-980,ORD-8375,REF-1470,2025-06-14,质量问题,978
RT-981,ORD-4769,R-1356,05-03-2026,发错货,2400
RT-982,ORD-2070,R-1352,2024-06-23,不喜欢,991
RT-983,ORD-5065,SKU1488,06/27/2026,尺寸不符,917.00
RT-984,ORD-14477,R-1653,09/17/2024,发错货,"4,670.00"
RT-985,ORD-13627,REF-1086,2026-08-13,质量问题,2687
RT-986,ORD-11164,SKU1465,17-01-2024,不喜欢,$647.00
RT-987,ORD-8556,R-1448,11/02/2024,发错货,4887
RT-988,ORD-1462,REF-1562,03/21/2026,发错货,381.00
RT-989,ORD-10170,REF-1186,2024-11-12,尺寸不符,522.00
RT-990,ORD-10164,R-1718,2024-06-28,尺寸不符,"$4,050.00"
RT-991,ORD-4323,MD-1342,2026-11-15,不喜欢,3522
RT-992,ORD-13797,REF-1770,03-06-2026,不喜欢,2982
RT-993,ORD-10968,SKU1472,06/18/2025,发错货,"$4,809.00"
RT-994,ORD-753,MD-1529,24-04-2026,不喜欢,3649
RT-995,ORD-308,MD-1497,2024-07-11,尺寸不符,"$4,550.00"
RT-996,ORD-11136,SKU1536,08/25/2026,尺寸不符,"1,338.00"
RT-997,ORD-14159,REF-1556,01/11/2025,质量问题,"2,963.00"
RT-998,ORD-12038,SKU1435,13-12-2024,尺寸不符,1275
RT-999,ORD-2217,MD-1554,2024-04-24,尺寸不符,3439
RT-1000,ORD-11556,REF-1076,25-05-2026,破损,"1,136.00"
RT-1001,ORD-12761,MD-1417,05/27/2025,破损,1849
RT-1002,ORD-2219,REF-1378,01/18/2025,质量问题,3528
RT-1003,ORD-5453,R-1636,12/12/2025,破损,"$2,842.00"
RT-1004,ORD-2891,SKU1060,09-07-2026,质量问题,3583
RT-1005,ORD-11716,SKU1348,2025-02-06,破损,4046
RT-1006,ORD-10816,REF-1618,01/10/2025,尺寸不符,4138
RT-1007,ORD-6152,REF-1246,2026-01-12,破损,"2,958.00"
RT-1008,ORD-9935,R-1123,01/17/2026,发错货,753.00
RT-1009,ORD-6274,MD-1345,05-09-2026,尺寸不符,3668
RT-1010,ORD-4708,SKU1297,18-02-2024,发错货,1807
RT-1011,ORD-14610,MD-1413,08/16/2026,尺寸不符,3116
RT-1012,ORD-11869,SKU1084,11/09/2024,发错货,817.00
RT-1013,ORD-3499,SKU1361,2024-08-08,破损,498
RT-1014,ORD-3256,REF-1546,12/10/2026,破损,1862
RT-1015,ORD-12329,SKU1453,01/10/2025,发错货,$321.00
RT-1016,ORD-4361,REF-1299,2024-09-22,尺寸不符,"1,000.00"
RT-1017,ORD-14194,R-1391,2025-04-17,不喜欢,"3,029.00"
RT-1018,ORD-4471,R-1502,17-09-2025,尺寸不符,18
RT-1019,ORD-4247,SKU1431,2024-06-14,尺寸不符,"$4,587.00"
RT-1020,ORD-13826,R-1791,2026-10-08,尺寸不符,"$3,724.00"
RT-1021,ORD-12547,SKU1400,2025-03-10,破损,3884
RT-1022,ORD-12731,MD-1540,09/28/2026,发错货,4657
RT-1023,ORD-6016,R-1661,2025-02-08,尺寸不符,1544
RT-1024,ORD-14971,SKU1165,2026-12-17,破损,1337
RT-1025,ORD-8416,MD-1202,2024-07-13,质量问题,"$3,442.00"
RT-1026,ORD-9055,MD-1224,28-05-2025,尺寸不符,341
RT-1027,ORD-6570,R-1653,2026-01-06,尺寸不符,$851.00
RT-1028,ORD-682,REF-1071,10/25/2024,质量问题,236.00
RT-1029,ORD-14600,R-1277,05/02/2024,破损,"$3,973.00"
RT-1030,ORD-3804,SKU1462,2025-09-21,发错货,"$3,373.00"
RT-1031,ORD-5561,SKU1646,04/22/2026,尺寸不符,4019
RT-1032,ORD-12804,REF-1320,2024-08-05,尺寸不符,$762.00
RT-1033,ORD-889,MD-1028,05/16/2024,破损,$531.00
RT-1034,ORD-10107,REF-1796,14-08-2025,质量问题,4545
RT-1035,ORD-8285,R-1121,05/24/2025,发错货,"$2,097.00"
RT-1036,ORD-10825,MD-1202,2024-12-12,发错货,3188
RT-1037,ORD-4779,MD-1357,01/25/2025,尺寸不符,2207
RT-1038,ORD-5355,SKU1499,2024-06-20,发错货,"$1,792.00"
RT-1039,ORD-8542,MD-1712,06/16/2024,尺寸不符,"$2,930.00"
RT-1040,ORD-12494,SKU1369,2024-03-25,发错货,"3,833.00"
RT-1041,ORD-2505,SKU1435,2024-01-24,尺寸不符,"4,848.00"
RT-1042,ORD-9243,R-1754,10/20/2026,质量问题,"2,127.00"
RT-1043,ORD-13840,MD-1379,2026-01-04,质量问题,681
RT-1044,ORD-1327,MD-1731,2026-09-24,质量问题,"$4,021.00"
RT-1045,ORD-13830,REF-1178,2024-12-02,不喜欢,$601.00
RT-1046,ORD-6503,REF-1639,2025-05-12,质量问题,"4,817.00"
RT-1047,ORD-8008,MD-1411,02/14/2026,发错货,"$3,454.00"
RT-1048,ORD-6043,REF-1148,2024-10-09,发错货,"$4,276.00"
RT-1049,ORD-7693,REF-1614,2025-03-03,发错货,4054
RT-1050,ORD-8761,MD-1073,13-02-2025,质量问题,"$2,396.00"
RT-1051,ORD-14154,REF-1059,01/10/2026,不喜欢,"1,278.00"
RT-1052,ORD-14277,R-1415,05/12/2024,发错货,"$2,272.00"
RT-1053,ORD-14775,MD-1335,2025-12-12,质量问题,"$1,265.00"
RT-1054,ORD-6822,R-1273,2026-09-09,质量问题,"$4,504.00"
RT-1055,ORD-5702,REF-1178,2026-04-05,尺寸不符,4797
RT-1056,ORD-385,REF-1076,2026-12-09,破损,3020
RT-1057,ORD-8013,SKU1542,2026-09-07,发错货,4183
RT-1058,ORD-5280,REF-1716,25-07-2025,不喜欢,3476
RT-1059,ORD-1542,SKU1420,11/11/2026,破损,"$1,612.00"
RT-1060,ORD-988,SKU1190,12-03-2026,尺寸不符,"4,256.00"
RT-1061,ORD-13475,REF-1671,04/09/2024,质量问题,1092
RT-1062,ORD-3149,SKU1306,2025-06-21,质量问题,"$2,136.00"
RT-1063,ORD-13108,REF-1668,19-05-2025,发错货,"3,559.00"
RT-1064,ORD-14615,MD-1300,11/07/2024,发错货,4096
RT-1065,ORD-14283,R-1211,2024-10-08,发错货,"$2,764.00"
RT-1066,ORD-12230,MD-1473,2024-03-20,破损,4974
RT-1067,ORD-10670,SKU1542,12-06-2024,尺寸不符,$664.00
RT-1068,ORD-11430,SKU1018,2025-11-04,不喜欢,1552
RT-1069,ORD-3909,REF-1677,2025-08-20,质量问题,3298
RT-1070,ORD-6681,MD-1529,2024-03-22,尺寸不符,573
RT-1071,ORD-14483,R-1676,08/20/2025,发错货,$31.00
RT-1072,ORD-4300,REF-1677,12/05/2025,不喜欢,3619
RT-1073,ORD-1160,SKU1572,2026-04-01,发错货,"1,508.00"
RT-1074,ORD-11976,MD-1685,2025-02-09,发错货,2035
RT-1075,ORD-13972,REF-1100,10/17/2025,不喜欢,"$1,747.00"
RT-1076,ORD-12373,R-1482,2026-12-28,尺寸不符,1524
RT-1077,ORD-11891,REF-1281,2025-07-02,尺寸不符,"$4,287.00"
RT-1078,ORD-5456,R-1173,2026-07-26,破损,2901
RT-1079,ORD-5992,REF-1059,2025-06-03,破损,4588
RT-1080,ORD-333,R-1661,10/27/2026,破损,"$1,493.00"
RT-1081,ORD-3392,REF-1295,15-12-2024,不喜欢,"$2,382.00"
RT-1082,ORD-11416,MD-1417,05/12/2025,发错货,3093
RT-1083,ORD-12410,SKU1510,01/25/2024,破损,2696
RT-1084,ORD-2388,SKU1045,2024-02-03,尺寸不符,2873
RT-1085,ORD-6554,R-1324,2025-09-21,尺寸不符,1576
RT-1086,ORD-12081,REF-1437,2025-05-07,不喜欢,1299
RT-1087,ORD-6035,REF-1474,2024-08-21,破损,"2,865.00"
RT-1088,ORD-14042,REF-1509,05/03/2024,尺寸不符,"1,725.00"
RT-1089,ORD-7778,REF-1694,2025-11-24,尺寸不符,"1,377.00"
RT-1090,ORD-6037,REF-1463,2025-12-06,不喜欢,682
RT-1091,ORD-3707,SKU1203,01/09/2025,尺寸不符,"$4,223.00"
RT-1092,ORD-5065,R-1132,11/01/2024,不喜欢,28
RT-1093,ORD-2533,MD-1028,04/01/2026,质量问题,1715
RT-1094,ORD-2825,REF-1777,05/11/2025,质量问题,"1,991.00"
RT-1095,ORD-11693,R-1404,2024-09-20,质量问题,"$1,433.00"
RT-1096,ORD-7213,REF-1729,02/13/2026,不喜欢,"$3,011.00"
RT-1097,ORD-4789,SKU1441,2026-02-21,不喜欢,"2,515.00"
RT-1098,ORD-3400,MD-1163,2025-01-09,尺寸不符,"$1,811.00"
RT-1099,ORD-3944,R-1795,2025-04-18,不喜欢,$843.00
RT-1100,ORD-1091,REF-1039,01/18/2026,质量问题,"1,271.00"
RT-1101,ORD-3085,R-1383,2026-09-24,发错货,"$2,924.00"
RT-1102,ORD-13115,R-1769,2024-05-21,尺寸不符,3981
RT-1103,ORD-7972,R-1725,01-06-2026,尺寸不符,"$2,656.00"
RT-1104,ORD-852,REF-1770,18-08-2026,破损,$349.00
RT-1105,ORD-2605,MD-1112,2024-02-13,不喜欢,290.00
RT-1106,ORD-12054,REF-1515,2026-01-08,不喜欢,33
RT-1107,ORD-6444,SKU1151,2025-12-28,质量问题,"$1,755.00"
RT-1108,ORD-8528,MD-1377,2026-11-23,发错货,"2,922.00"
RT-1109,ORD-10590,REF-1479,11/21/2025,不喜欢,$510.00
RT-1110,ORD-280,REF-1024,10/09/2025,尺寸不符,"$3,091.00"
RT-1111,ORD-9674,MD-1164,2026-11-21,发错货,$550.00
RT-1112,ORD-8983,R-1322,2024-07-20,发错货,"$1,058.00"
RT-1113,ORD-12151,MD-1101,19-04-2025,发错货,206
RT-1114,ORD-11807,SKU1579,2025-06-13,质量问题,$552.00
RT-1115,ORD-3698,SKU1761,02/01/2026,尺寸不符,$716.00
RT-1116,ORD-13506,SKU1603,2025-10-16,质量问题,"$1,469.00"
RT-1117,ORD-4135,R-1257,27-02-2024,破损,2954
RT-1118,ORD-11418,REF-1797,2026-04-09,质量问题,122
RT-1119,ORD-1547,SKU1574,09/24/2025,不喜欢,"$4,576.00"
RT-1120,ORD-6093,R-1289,11/07/2025,尺寸不符,138
RT-1121,ORD-3554,MD-1164,2024-10-01,发错货,3881
RT-1122,ORD-13519,R-1230,06/08/2024,不喜欢,"3,427.00"
RT-1123,ORD-7825,SKU1170,15-07-2024,破损,"3,958.00"
RT-1124,ORD-9356,SKU1763,02-08-2026,破损,"$3,925.00"
RT-1125,ORD-7606,R-1375,2026-01-19,尺寸不符,"$3,876.00"
RT-1126,ORD-14033,MD-1771,2025-11-09,质量问题,3218
RT-1127,ORD-8051,SKU1005,2025-08-13,破损,"$4,467.00"
RT-1128,ORD-3325,REF-1086,2024-09-15,破损,"4,122.00"
RT-1129,ORD-5063,MD-1093,14-06-2026,发错货,"2,163.00"
RT-1130,ORD-13122,REF-1319,12-10-2024,破损,183
RT-1131,ORD-9714,REF-1798,2025-11-04,尺寸不符,272
RT-1132,ORD-9208,MD-1267,2024-02-09,发错货,520.00
RT-1133,ORD-3747,REF-1745,04/18/2026,质量问题,1206
RT-1134,ORD-10543,MD-1037,2024-01-20,发错货,"1,896.00"
RT-1135,ORD-10994,SKU1347,2025-09-20,破损,2414
RT-1136,ORD-2927,REF-1514,08/01/2026,破损,"4,880.00"
RT-1137,ORD-8005,MD-1658,16-12-2024,发错货,2714
RT-1138,ORD-8426,SKU1642,2025-10-17,发错货,"1,204.00"
RT-1139,ORD-3072,SKU1752,22-03-2026,尺寸不符,"4,485.00"
RT-1140,ORD-9031,MD-1762,2026-04-07,发错货,"$3,224.00"
RT-1141,ORD-6688,R-1583,07/05/2025,发错货,"$4,754.00"
RT-1142,ORD-7299,R-1451,02/10/2024,破损,509
RT-1143,ORD-11503,MD-1345,02/24/2026,发错货,"3,929.00"
RT-1144,ORD-11783,MD-1101,2026-04-27,尺寸不符,2899
RT-1145,ORD-13092,SKU1552,2026-03-20,不喜欢,"$3,665.00"
RT-1146,ORD-2269,SKU1536,09-08-2025,不喜欢,2188
RT-1147,ORD-9603,MD-1112,2026-06-10,尺寸不符,1987
RT-1148,ORD-1255,REF-1154,02/03/2025,质量问题,3217
RT-1149,ORD-10475,R-1227,2024-05-08,不喜欢,"$2,804.00"
RT-1150,ORD-11204,SKU1517,2026-05-22,尺寸不符,1236
RT-1151,ORD-856,REF-1618,10/03/2024,质量问题,"2,997.00"
RT-1152,ORD-6795,R-1079,2026-02-12,破损,3659
RT-1153,ORD-4059,SKU1400,02-10-2025,发错货,746.00
RT-1154,ORD-7365,REF-1611,2026-10-27,质量问题,4746
RT-1155,ORD-8474,R-1399,07/25/2025,质量问题,2483
RT-1156,ORD-13585,R-1721,09/06/2026,破损,698
RT-1157,ORD-7923,R-1022,2026-05-19,质量问题,2097
RT-1158,ORD-14610,MD-1357,09/07/2025,不喜欢,"1,446.00"
RT-1159,ORD-9206,R-1090,2026-11-03,破损,"2,169.00"
RT-1160,ORD-2522,MD-1229,2026-08-10,尺寸不符,3013
RT-1161,ORD-3166,REF-1290,19-04-2025,质量问题,"$2,400.00"
RT-1162,ORD-3722,REF-1755,2025-10-06,发错货,935
RT-1163,ORD-6865,SKU1486,2026-01-01,发错货,2899
RT-1164,ORD-14205,R-1169,08/15/2026,不喜欢,3263
RT-1165,ORD-12062,MD-1469,2025-02-13,质量问题,4916
RT-1166,ORD-13311,REF-1105,23-05-2026,破损,3556
RT-1167,ORD-8143,REF-1426,08/05/2025,破损,"$3,720.00"
RT-1168,ORD-7437,REF-1713,2024-08-15,尺寸不符,1068
RT-1169,ORD-4483,R-1704,2026-12-17,破损,"2,244.00"
RT-1170,ORD-1468,SKU1156,05/20/2026,质量问题,4118
RT-1171,ORD-4807,SKU1228,2026-02-20,质量问题,"$3,837.00"
RT-1172,ORD-11936,REF-1463,2025-03-26,破损,4086
RT-1173,ORD-10517,REF-1076,2026-05-21,破损,1056
RT-1174,ORD-1601,R-1283,2024-02-27,尺寸不符,3241
RT-1175,ORD-7144,REF-1188,15-12-2025,尺寸不符,3989
RT-1176,ORD-14889,SKU1296,08-12-2025,尺寸不符,1820
RT-1177,ORD-3522,SKU1775,07-07-2025,发错货,4848
RT-1178,ORD-4888,REF-1421,2024-09-08,破损,4721
RT-1179,ORD-6641,R-1587,06/18/2024,尺寸不符,$594.00
RT-1180,ORD-12511,REF-1368,2026-01-16,发错货,4828
RT-1181,ORD-13672,SKU1151,2024-07-18,尺寸不符,4381
RT-1182,ORD-1225,R-1132,2025-07-18,尺寸不符,4743
RT-1183,ORD-33,MD-1457,15-10-2026,破损,853
RT-1184,ORD-174,MD-1270,01/17/2024,质量问题,$187.00
RT-1185,ORD-7546,SKU1422,05/15/2025,不喜欢,4096
RT-1186,ORD-5159,REF-1392,2025-07-06,破损,"$2,686.00"
RT-1187,ORD-2105,REF-1236,2026-04-04,不喜欢,"$4,842.00"
RT-1188,ORD-6221,REF-1474,21-07-2025,尺寸不符,4048
RT-1189,ORD-233,REF-1044,2026-02-26,破损,"1,865.00"
RT-1190,ORD-6287,MD-1234,13-05-2025,不喜欢,$59.00
RT-1191,ORD-6354,REF-1719,03/09/2025,不喜欢,592.00
RT-1192,ORD-11526,REF-1376,09-02-2024,破损,130
RT-1193,ORD-8195,REF-1719,10/06/2024,尺寸不符,3575
RT-1194,ORD-4539,R-1622,13-12-2026,破损,4462
