inventory_id,product_id,store_id,stock,reorder_level,last_updated
INV-1037,MD-1037,ST-12,10276,50,09/10/2025
INV-1038,SKU1786,ST-21,161,28,2025-06-03
INV-1039,MD-1511,ST-19,424,52,04/28/2025
INV-1040,MD-1564,ST-14,22,56,03-08-2026
INV-1041,MD-1172,ST-16,297,48,2026-10-11
INV-1042,SKU1468,ST-12,16,52,06/24/2026
INV-1043,REF-1253,ST-8,461,41,04-11-2025
INV-1044,SKU1269,ST-13,10413,16,25-07-2025
INV-1045,REF-1394,ST-22,43,76,2026-08-07
INV-1046,MD-1342,ST-2,432,52,2025-06-08
INV-1047,REF-1077,ST-16,455,69,2026-05-10
INV-1048,REF-1076,ST-17,3,42,06/22/2025
INV-1049,MD-1336,ST-14,364,13,08-06-2026
INV-1050,REF-1155,ST-14,298,65,10/25/2025
INV-1051,R-1615,ST-22,10550,58,04-09-2025
INV-1052,MD-1724,ST-9,190,39,08/17/2025
INV-1053,REF-1793,ST-13,137,72,08/25/2026
INV-1054,REF-1088,ST-22,323,45,08/13/2025
INV-1055,MD-1197,ST-5,126,21,2025-01-23
INV-1056,SKU1201,ST-9,161,62,2025-10-25
INV-1057,REF-1551,ST-7,465,65,2025-08-13
INV-1058,R-1794,ST-14,10687,77,09-01-2026
INV-1059,REF-1030,ST-17,174,84,16-07-2025
INV-1060,SKU1170,ST-1,240,43,2025-07-16
INV-1061,REF-1559,ST-25,459,76,2025-01-16
INV-1062,MD-1037,ST-5,438,43,2026-05-26
INV-1063,SKU1170,ST-7,348,99,05-09-2025
INV-1064,REF-1592,ST-3,252,25,04-11-2026
INV-1065,MD-1511,ST-7,10824,17,03-09-2026
INV-1066,R-1695,ST-18,343,24,2026-10-09
INV-1067,R-1225,ST-22,426,70,2026-04-24
INV-1068,MD-1497,ST-2,327,40,01-11-2026
INV-1069,R-1695,ST-18,167,91,2026-12-10
INV-1070,REF-1378,ST-8,194,68,04/23/2025
INV-1071,REF-1281,ST-23,150,27,2026-04-09
INV-1072,REF-1605,ST-8,10961,78,2025-08-06
INV-1073,SKU1060,ST-14,149,36,06-02-2026
INV-1074,SKU1249,ST-19,487,59,2025-12-22
INV-1075,SKU1165,ST-23,467,68,19-09-2026
INV-1076,R-1225,ST-8,149,87,2025-10-04
INV-1077,R-1733,ST-24,235,31,2025-09-02
INV-1078,SKU1354,ST-25,186,97,2026-11-04
INV-1079,R-1383,ST-6,11098,66,08-05-2025
INV-1080,MD-1110,ST-13,249,51,2026-08-15
INV-1081,R-1132,ST-19,298,90,2025-10-04
INV-1082,MD-1669,ST-23,121,78,11/28/2025
INV-1083,SKU1213,ST-20,148,40,2026-11-10
INV-1084,MD-1037,ST-25,485,65,21-03-2025
INV-1085,MD-1308,ST-12,113,80,2026-11-08
INV-1086,R-1250,ST-23,11235,93,2026-01-15
INV-1087,SKU1133,ST-25,372,73,2025-08-09
INV-1088,MD-1633,ST-4,247,15,10/04/2025
INV-1089,R-1383,ST-10,118,44,2025-03-14
INV-1090,REF-1545,ST-8,262,45,02-12-2026
INV-1091,REF-1100,ST-6,152,65,2026-07-03
INV-1092,REF-1287,ST-16,323,69,02/15/2026
INV-1093,MD-1681,ST-17,11372,87,2026-12-21
INV-1094,R-1490,ST-18,317,29,2025-07-12
INV-1095,REF-1191,ST-25,103,74,12/22/2025
INV-1096,REF-1600,ST-5,221,83,02-12-2025
INV-1097,R-1194,ST-17,451,25,10/19/2025
INV-1098,REF-1235,ST-19,108,34,11/28/2025
INV-1099,R-1795,ST-19,192,16,12-04-2025
INV-1100,R-1215,ST-8,11509,38,22-07-2026
INV-1101,SKU1056,ST-15,224,95,2025-06-21
INV-1102,REF-1138,ST-9,478,31,2026-04-15
INV-1103,REF-1326,ST-4,53,69,10/20/2026
INV-1104,R-1690,ST-13,194,49,04-06-2025
INV-1105,R-1315,ST-23,137,59,11/01/2026
INV-1106,MD-1210,ST-9,80,91,18-10-2026
INV-1107,R-1113,ST-11,11646,71,14-03-2026
INV-1108,R-1695,ST-25,489,78,04/14/2026
INV-1109,MD-1425,ST-6,6,97,04/04/2025
INV-1110,SKU1252,ST-3,108,82,2025-08-28
INV-1111,R-1448,ST-13,46,92,08-11-2026
INV-1112,REF-1585,ST-8,243,92,2026-02-10
INV-1113,R-1620,ST-1,381,45,11/15/2026
INV-1114,MD-1411,ST-2,11783,46,2025-12-02
INV-1115,R-1619,ST-9,151,22,2026-03-01
INV-1116,MD-1161,ST-1,132,36,11/06/2026
INV-1117,SKU1702,ST-3,304,30,03/09/2025
INV-1118,R-1173,ST-22,232,89,2026-08-21
INV-1119,R-1211,ST-15,300,54,2026-12-15
INV-1120,R-1123,ST-11,357,30,01/18/2026
INV-1121,REF-1450,ST-3,11920,75,2025-07-05
INV-1122,REF-1268,ST-20,46,94,2026-07-12
INV-1123,REF-1321,ST-1,146,55,24-11-2025
INV-1124,REF-1556,ST-16,396,99,2025-08-28
INV-1125,REF-1039,ST-19,314,89,2025-12-12
INV-1126,REF-1116,ST-24,72,72,2026-10-07
INV-1127,SKU1306,ST-2,106,47,2025-03-04
INV-1128,SKU1504,ST-17,12057,34,01/26/2025
INV-1129,MD-1234,ST-23,487,19,11/13/2026
INV-1130,SKU1705,ST-6,150,84,2025-08-27
INV-1131,SKU1279,ST-12,115,54,11/23/2025
INV-1132,SKU1156,ST-14,436,39,04/24/2025
INV-1133,SKU1374,ST-4,286,97,12/03/2026
INV-1134,MD-1549,ST-22,287,74,2026-04-12
INV-1135,R-1391,ST-3,12194,10,2026-07-24
INV-1136,R-1198,ST-8,197,20,2025-01-28
INV-1137,MD-1780,ST-4,346,30,13-07-2025
INV-1138,REF-1326,ST-2,402,86,24-04-2025
INV-1139,REF-1039,ST-19,188,10,2026-07-04
INV-1140,SKU1486,ST-17,1,53,2025-10-13
INV-1141,MD-1779,ST-16,58,62,2025-03-26
INV-1142,REF-1479,ST-17,12331,27,04/17/2025
INV-1143,SKU1462,ST-6,294,54,10/10/2025
INV-1144,SKU1209,ST-9,308,99,24-12-2026
INV-1145,R-1359,ST-16,17,57,2025-07-04
INV-1146,SKU1091,ST-3,367,52,2025-09-17
INV-1147,R-1500,ST-20,488,48,2026-06-04
INV-1148,R-1255,ST-13,248,41,2026-07-23
INV-1149,MD-1681,ST-7,12468,93,2026-01-16
INV-1150,SKU1607,ST-12,86,72,25-11-2025
INV-1151,SKU1382,ST-23,243,79,2025-02-11
INV-1152,REF-1004,ST-16,94,11,08/25/2026
INV-1153,R-1500,ST-22,16,26,22-09-2026
INV-1154,R-1475,ST-2,267,54,02-03-2026
INV-1155,SKU1297,ST-23,358,98,14-01-2025
INV-1156,REF-1726,ST-9,12605,15,2025-06-06
INV-1157,REF-1155,ST-25,165,77,2025-03-26
INV-1158,REF-1764,ST-3,85,69,2025-01-12
INV-1159,REF-1117,ST-1,123,29,10/20/2026
INV-1160,REF-1580,ST-3,463,93,2025-08-09
INV-1161,MD-1266,ST-21,73,75,2025-11-16
INV-1162,SKU1007,ST-18,275,57,08/23/2025
INV-1163,SKU1015,ST-4,12742,24,2025-04-04
INV-1164,SKU1374,ST-1,261,31,08/10/2026
INV-1165,MD-1590,ST-10,382,90,2026-11-17
INV-1166,MD-1576,ST-19,250,88,04/07/2026
INV-1167,SKU1710,ST-10,411,41,2026-12-10
INV-1168,SKU1094,ST-15,386,86,2026-07-22
INV-1169,REF-1024,ST-15,128,85,25-05-2025
INV-1170,REF-1114,ST-11,12879,57,2026-10-04
INV-1171,MD-1272,ST-25,493,27,11/17/2025
INV-1172,R-1225,ST-19,453,84,12/05/2026
INV-1173,REF-1106,ST-20,78,10,17-11-2025
INV-1174,MD-1732,ST-12,114,30,2025-02-04
INV-1175,SKU1151,ST-15,330,50,2025-10-19
INV-1176,MD-1104,ST-12,52,78,05/04/2025
INV-1177,MD-1650,ST-6,13016,10,03/10/2026
INV-1178,R-1025,ST-21,103,99,02/06/2026
INV-1179,SKU1351,ST-7,491,53,12-02-2025
INV-1180,R-1475,ST-5,254,89,2026-11-04
INV-1181,SKU1424,ST-12,107,82,20-01-2026
INV-1182,SKU1420,ST-20,420,34,06/17/2025
INV-1183,MD-1540,ST-5,339,30,2025-07-06
INV-1184,R-1391,ST-18,13153,47,12/28/2025
INV-1185,MD-1370,ST-17,462,92,2026-05-15
INV-1186,SKU1126,ST-13,308,30,02-04-2025
INV-1187,SKU1209,ST-18,399,23,11-08-2025
INV-1188,R-1023,ST-3,123,17,2026-09-01
INV-1189,REF-1030,ST-4,190,96,02/26/2025
INV-1190,R-1563,ST-6,262,14,26-01-2025
INV-1191,REF-1592,ST-16,13290,37,07/07/2025
INV-1192,SKU1756,ST-16,311,33,06/19/2026
INV-1193,R-1489,ST-12,94,37,07/14/2025
INV-1194,SKU1589,ST-5,121,38,2025-02-20
INV-1195,REF-1130,ST-23,484,62,2026-09-16
INV-1196,MD-1711,ST-6,391,50,2025-09-19
INV-1197,REF-1240,ST-1,15,13,05/06/2025
INV-1198,R-1124,ST-12,13427,54,2025-11-01
INV-1199,MD-1366,ST-19,69,90,2025-10-07
INV-1200,REF-1044,ST-10,366,37,2026-03-23
INV-1201,MD-1601,ST-9,288,68,01/02/2026
INV-1202,R-1615,ST-13,313,78,2026-01-18
INV-1203,R-1739,ST-23,363,36,2026-10-11
INV-1204,REF-1588,ST-9,259,66,05/28/2026
INV-1205,SKU1256,ST-12,13564,42,2025-03-23
INV-1206,SKU1126,ST-8,409,39,10-01-2026
INV-1207,R-1608,ST-15,30,75,19-11-2025
INV-1208,REF-1596,ST-4,157,38,2026-06-13
INV-1209,R-1788,ST-20,253,32,2026-10-05
INV-1210,R-1232,ST-25,408,58,14-11-2026
INV-1211,R-1698,ST-22,373,32,2026-11-08
INV-1212,SKU1709,ST-16,13701,24,2026-10-11
INV-1213,REF-1030,ST-10,310,34,03/17/2026
INV-1214,SKU1499,ST-9,98,62,2025-03-15
INV-1215,R-1315,ST-25,294,66,2025-01-14
INV-1216,REF-1166,ST-10,303,52,04/11/2026
INV-1217,SKU1034,ST-24,336,52,02/15/2025
INV-1218,MD-1700,ST-21,245,27,15-04-2026
INV-1219,REF-1559,ST-4,13838,92,2025-11-20
INV-1220,MD-1160,ST-2,124,87,2026-12-03
INV-1221,SKU1247,ST-5,335,88,2025-04-08
INV-1222,REF-1665,ST-10,320,68,2025-03-03
INV-1223,REF-1551,ST-19,311,99,06/01/2026
INV-1224,R-1340,ST-19,423,17,2026-03-07
INV-1225,REF-1778,ST-25,105,19,2025-01-06
INV-1226,SKU1488,ST-4,13975,54,2026-02-25
INV-1227,MD-1182,ST-16,8,42,08-04-2025
INV-1228,SKU1298,ST-4,329,86,05/07/2025
INV-1229,REF-1196,ST-5,255,81,01/18/2026
INV-1230,REF-1076,ST-7,168,50,2025-06-21
INV-1231,SKU1060,ST-11,101,48,01/27/2026
INV-1232,R-1311,ST-12,364,86,2025-10-08
INV-1233,R-1273,ST-1,14112,49,2026-05-03
INV-1234,R-1274,ST-2,103,45,04/08/2026
INV-1235,R-1620,ST-8,410,37,2025-10-11
INV-1236,R-1738,ST-16,253,16,03-02-2025
INV-1237,SKU1271,ST-5,299,76,09-07-2025
INV-1238,MD-1110,ST-25,368,72,11/13/2025
INV-1239,R-1634,ST-19,68,39,2025-05-01
INV-1240,MD-1097,ST-13,14249,73,02/05/2026
INV-1241,MD-1658,ST-25,149,20,06-07-2025
INV-1242,MD-1650,ST-7,334,100,16-01-2026
INV-1243,R-1720,ST-11,9,63,2026-06-02
INV-1244,REF-1043,ST-24,61,37,26-07-2026
INV-1245,SKU1298,ST-16,191,50,10-02-2025
INV-1246,R-1558,ST-17,104,65,2026-07-23
INV-1247,REF-1745,ST-19,14386,42,22-01-2025
INV-1248,MD-1027,ST-15,452,77,10-06-2026
INV-1249,MD-1237,ST-13,141,92,03-12-2026
INV-1250,R-1790,ST-15,65,48,15-12-2025
INV-1251,R-1582,ST-11,155,40,01/02/2026
INV-1252,R-1692,ST-8,451,70,03/19/2025
INV-1253,MD-1565,ST-5,295,84,2026-10-16
INV-1254,MD-1762,ST-9,14523,48,02-03-2026
INV-1255,MD-1379,ST-19,255,81,2025-05-21
INV-1256,REF-1463,ST-18,443,38,23-06-2026
INV-1257,REF-1562,ST-22,263,48,08/27/2025
INV-1258,R-1025,ST-23,80,42,2025-10-16
INV-1259,REF-1364,ST-11,463,74,10/21/2026
INV-1260,R-1527,ST-6,368,73,2026-01-28
INV-1261,R-1147,ST-11,14660,76,11/09/2025
INV-1262,MD-1370,ST-9,228,15,04/20/2026
INV-1263,MD-1081,ST-23,197,100,2026-01-18
INV-1264,MD-1569,ST-17,211,50,2026-04-09
INV-1265,SKU1472,ST-25,44,30,2026-12-09
INV-1266,REF-1295,ST-8,89,63,2025-01-07
INV-1267,SKU1089,ST-13,81,95,2026-10-28
INV-1268,R-1064,ST-13,14797,74,2026-02-20
INV-1269,MD-1118,ST-25,52,63,2025-11-07
INV-1270,MD-1205,ST-15,318,38,2025-08-04
INV-1271,SKU1492,ST-16,16,31,06-06-2026
INV-1272,MD-1442,ST-2,423,83,06-04-2025
INV-1273,REF-1398,ST-12,22,49,04/25/2026
INV-1274,R-1023,ST-11,418,61,2026-05-26
INV-1275,SKU1351,ST-24,14934,52,2025-12-27
INV-1276,MD-1197,ST-9,266,94,2025-10-23
INV-1277,R-1725,ST-25,190,12,11-08-2025
INV-1278,MD-1163,ST-4,274,26,2025-01-23
INV-1279,REF-1086,ST-13,193,90,26-09-2025
INV-1280,R-1478,ST-20,440,39,16-12-2026
INV-1281,MD-1554,ST-2,459,89,11/12/2026
INV-1282,MD-1771,ST-9,15071,37,2026-11-22
INV-1283,SKU1126,ST-2,47,40,08-01-2025
INV-1284,R-1757,ST-11,289,81,2026-11-03
INV-1285,R-1194,ST-21,347,10,12/23/2025
INV-1286,SKU1431,ST-24,255,49,07/08/2026
INV-1287,R-1080,ST-5,179,68,03/25/2025
INV-1288,REF-1058,ST-14,352,50,03-01-2026
INV-1289,R-1048,ST-14,15208,22,2026-12-04
INV-1290,SKU1400,ST-21,370,62,2025-11-24
INV-1291,R-1402,ST-19,326,68,2025-11-18
INV-1292,REF-1119,ST-5,60,39,2025-10-21
INV-1293,R-1701,ST-4,472,60,08/08/2026
INV-1294,R-1333,ST-9,225,11,2025-08-16
INV-1295,R-1451,ST-11,421,97,2026-06-26
INV-1296,R-1721,ST-17,15345,42,06-02-2026
INV-1297,REF-1430,ST-17,407,26,13-08-2026
INV-1298,R-1587,ST-9,42,94,2026-03-07
INV-1299,R-1283,ST-13,404,38,06/21/2025
INV-1300,REF-1596,ST-6,86,99,2026-08-25
INV-1301,R-1080,ST-16,125,55,2026-02-15
INV-1302,MD-1681,ST-19,496,67,2025-12-07
INV-1303,R-1387,ST-18,15482,61,2026-03-12
INV-1304,SKU1057,ST-8,339,26,23-04-2026
INV-1305,SKU1176,ST-9,61,27,2025-12-16
INV-1306,SKU1763,ST-6,154,38,2025-12-19
INV-1307,SKU1517,ST-7,167,13,2025-04-03
INV-1308,R-1090,ST-11,312,77,2026-10-23
INV-1309,R-1674,ST-4,408,52,12-03-2026
INV-1310,SKU1203,ST-25,15619,91,2026-01-23
INV-1311,R-1738,ST-23,39,97,05/01/2026
INV-1312,REF-1645,ST-19,204,17,2026-06-12
INV-1313,REF-1665,ST-10,446,59,12-03-2026
INV-1314,REF-1605,ST-15,177,95,2026-01-15
INV-1315,R-1758,ST-24,413,55,2025-08-14
INV-1316,MD-1706,ST-2,147,48,06/14/2026
INV-1317,R-1064,ST-10,15756,61,03/02/2026
INV-1318,SKU1145,ST-22,353,17,14-10-2026
INV-1319,SKU1151,ST-25,390,75,2026-11-25
INV-1320,SKU1472,ST-23,204,18,26-07-2025
INV-1321,REF-1162,ST-6,27,16,10/26/2026
INV-1322,SKU1050,ST-14,121,21,05/08/2026
INV-1323,R-1471,ST-6,307,40,2026-03-20
INV-1324,REF-1380,ST-12,15893,10,17-02-2026
INV-1325,REF-1483,ST-18,204,75,2026-03-25
INV-1326,R-1128,ST-19,191,24,2026-10-05
INV-1327,MD-1732,ST-23,188,56,2026-02-22
INV-1328,REF-1188,ST-10,414,66,2026-08-10
INV-1329,SKU1213,ST-21,181,10,2025-08-23
INV-1330,MD-1439,ST-17,54,72,02-11-2026
INV-1331,SKU1507,ST-5,16030,90,08/09/2025
INV-1332,MD-1617,ST-19,51,15,2025-03-11
INV-1333,MD-1540,ST-13,105,96,2026-09-22
INV-1334,R-1356,ST-9,152,58,2025-07-05
INV-1335,SKU1499,ST-15,190,96,08/14/2025
INV-1336,R-1273,ST-17,159,78,05/02/2025
INV-1337,SKU1233,ST-13,229,83,20-06-2025
INV-1338,R-1657,ST-23,16167,60,2026-02-12
INV-1339,REF-1570,ST-4,320,29,07-06-2026
INV-1340,R-1098,ST-15,41,24,08/01/2025
INV-1341,SKU1781,ST-13,34,100,02/04/2026
INV-1342,MD-1403,ST-17,35,53,2026-07-07
INV-1343,R-1782,ST-8,352,81,2026-01-10
INV-1344,SKU1085,ST-3,76,51,2026-10-10
INV-1345,R-1587,ST-10,16304,57,11/17/2025
INV-1346,SKU1144,ST-25,55,70,15-05-2026
INV-1347,SKU1539,ST-15,111,24,2025-06-19
INV-1348,REF-1394,ST-6,135,47,11/19/2025
INV-1349,SKU1056,ST-17,452,20,2025-02-21
INV-1350,MD-1266,ST-8,423,68,2025-06-09
INV-1351,MD-1438,ST-8,84,42,2026-05-02
INV-1352,REF-1125,ST-9,16441,12,08/23/2026
INV-1353,R-1375,ST-20,49,83,2025-03-16
INV-1354,REF-1687,ST-3,353,53,12/15/2026
INV-1355,R-1169,ST-3,99,72,18-12-2025
INV-1356,SKU1249,ST-7,63,73,2025-09-20
INV-1357,MD-1540,ST-12,295,48,04/07/2025
INV-1358,MD-1575,ST-17,446,34,2026-05-18
INV-1359,SKU1752,ST-4,16578,63,2026-12-07
INV-1360,R-1072,ST-15,61,57,10/07/2026
INV-1361,R-1316,ST-2,237,16,2026-04-10
INV-1362,SKU1331,ST-16,153,49,20-06-2026
INV-1363,SKU1453,ST-4,361,41,28-04-2025
INV-1364,REF-1744,ST-11,394,42,2025-06-24
INV-1365,MD-1149,ST-21,78,62,2026-06-10
INV-1366,MD-1207,ST-3,16715,67,13-02-2026
INV-1367,SKU1347,ST-11,67,15,2025-04-21
INV-1368,R-1534,ST-24,497,94,2025-01-13
INV-1369,R-1407,ST-21,387,85,01/06/2025
INV-1370,REF-1280,ST-12,368,82,21-02-2025
INV-1371,SKU1354,ST-2,48,38,09/21/2026
INV-1372,MD-1501,ST-2,189,51,2026-04-25
INV-1373,REF-1588,ST-5,16852,12,2026-12-19
INV-1374,R-1276,ST-12,293,44,20-02-2025
INV-1375,REF-1418,ST-19,371,27,2026-01-22
INV-1376,MD-1041,ST-2,268,99,09/24/2025
INV-1377,R-1489,ST-9,299,63,02-01-2025
INV-1378,REF-1055,ST-10,323,65,07/05/2025
INV-1379,SKU1208,ST-10,213,89,2025-10-05
INV-1380,R-1718,ST-6,16989,39,2025-08-28
INV-1381,REF-1664,ST-7,429,92,2026-02-11
INV-1382,R-1696,ST-17,131,40,08/09/2025
INV-1383,REF-1593,ST-19,279,83,21-11-2025
INV-1384,R-1147,ST-8,250,32,06/24/2025
INV-1385,MD-1177,ST-1,194,71,04/15/2025
INV-1386,REF-1280,ST-23,193,50,2026-05-08
INV-1387,R-1558,ST-2,8126,98,2025-08-11
INV-1388,REF-1290,ST-6,45,38,2026-07-07
INV-1389,REF-1281,ST-10,477,24,03-08-2026
INV-1390,R-1734,ST-6,36,32,2025-08-23
INV-1391,REF-1479,ST-14,445,88,2026-11-28
INV-1392,SKU1358,ST-24,316,41,13-10-2025
INV-1393,REF-1687,ST-10,296,77,2026-11-25
INV-1394,MD-1035,ST-8,8263,94,22-08-2025
INV-1395,REF-1430,ST-24,234,49,11/28/2025
INV-1396,REF-1645,ST-12,495,67,2026-07-24
INV-1397,MD-1591,ST-12,400,54,18-03-2026
INV-1398,R-1636,ST-19,425,99,07-10-2025
INV-1399,R-1692,ST-10,149,31,11/03/2026
INV-1400,REF-1380,ST-21,294,98,05/15/2025
INV-1401,MD-1708,ST-3,8400,96,01/22/2026
INV-1402,MD-1210,ST-2,184,30,2026-09-03
INV-1403,MD-1343,ST-19,107,33,07-03-2026
INV-1404,MD-1554,ST-11,152,36,2025-01-28
INV-1405,R-1667,ST-12,141,43,2025-01-12
INV-1406,REF-1191,ST-15,130,56,2026-11-01
INV-1407,REF-1393,ST-10,285,29,01/08/2025
INV-1408,MD-1731,ST-15,8537,78,10/25/2025
INV-1409,SKU1050,ST-20,195,91,09-06-2026
INV-1410,SKU1654,ST-9,238,28,2025-06-28
INV-1411,R-1310,ST-22,248,20,2025-06-14
INV-1412,SKU1603,ST-23,355,53,05-12-2025
INV-1413,REF-1467,ST-10,390,92,08-09-2025
INV-1414,SKU1029,ST-6,345,10,01/19/2025
INV-1415,SKU1262,ST-6,8674,46,10/11/2026
INV-1416,R-1795,ST-19,246,54,12-01-2026
INV-1417,MD-1300,ST-17,388,12,2026-07-11
INV-1418,MD-1425,ST-13,416,65,2026-11-05
INV-1419,REF-1150,ST-8,393,64,2025-01-03
INV-1420,REF-1367,ST-12,314,56,14-02-2025
INV-1421,SKU1208,ST-4,102,39,10/06/2025
INV-1422,R-1748,ST-14,8811,36,2025-09-21
INV-1423,MD-1313,ST-4,478,64,12/03/2025
INV-1424,REF-1727,ST-11,33,50,2026-05-04
INV-1425,MD-1229,ST-6,68,46,04/20/2026
INV-1426,REF-1290,ST-16,94,85,09/11/2026
INV-1427,R-1193,ST-11,384,32,10/17/2026
INV-1428,R-1489,ST-3,58,35,2025-01-23
INV-1429,SKU1018,ST-1,8948,66,2026-09-12
INV-1430,R-1282,ST-7,204,53,26-05-2026
INV-1431,MD-1650,ST-3,397,54,11/19/2026
INV-1432,REF-1119,ST-13,41,75,2025-12-22
INV-1433,REF-1385,ST-16,465,70,02/14/2026
INV-1434,REF-1386,ST-19,40,70,2026-11-11
INV-1435,MD-1403,ST-14,90,72,05/11/2026
INV-1436,MD-1511,ST-14,9085,87,07/09/2026
INV-1437,R-1567,ST-4,20,50,2026-12-18
INV-1438,REF-1295,ST-3,253,84,2025-12-25
INV-1439,REF-1713,ST-3,354,36,2026-11-17
INV-1440,R-1242,ST-7,380,29,2026-02-26
INV-1441,R-1286,ST-14,56,77,12-06-2026
INV-1442,MD-1038,ST-11,445,80,23-05-2025
INV-1443,R-1232,ST-23,9222,97,08/27/2025
INV-1444,SKU1291,ST-12,266,62,2026-10-17
INV-1445,REF-1293,ST-17,317,24,21-05-2025
INV-1446,R-1016,ST-4,17,42,2026-03-05
INV-1447,R-1584,ST-5,380,89,12/05/2025
INV-1448,R-1168,ST-2,260,52,03/25/2025
INV-1449,MD-1564,ST-19,369,58,11/16/2026
INV-1450,SKU1760,ST-6,9359,73,05/27/2025
INV-1451,R-1449,ST-16,339,79,2025-12-26
INV-1452,REF-1059,ST-20,233,20,2025-09-15
INV-1453,R-1171,ST-15,105,92,2026-12-03
INV-1454,REF-1166,ST-19,205,33,2026-07-09
INV-1455,MD-1425,ST-20,113,83,16-04-2026
INV-1456,REF-1299,ST-20,385,65,2026-05-21
INV-1457,SKU1382,ST-1,9496,99,08-04-2026
INV-1458,REF-1268,ST-9,68,58,18-09-2025
INV-1459,R-1113,ST-6,283,35,2025-09-03
INV-1460,SKU1552,ST-5,241,49,2026-09-07
INV-1461,R-1480,ST-22,155,100,28-06-2025
INV-1462,REF-1392,ST-23,306,52,01/22/2025
INV-1463,R-1790,ST-4,372,39,06/18/2025
INV-1464,MD-1377,ST-20,9633,59,02/26/2025
INV-1465,R-1753,ST-22,195,20,07/03/2026
INV-1466,SKU1589,ST-5,42,94,2026-11-11
INV-1467,REF-1768,ST-7,367,47,09/20/2026
INV-1468,REF-1580,ST-18,91,32,01/05/2025
INV-1469,R-1282,ST-7,228,74,2026-02-18
INV-1470,R-1132,ST-5,265,16,2026-07-12
INV-1471,REF-1450,ST-8,9770,19,2025-06-07
INV-1472,REF-1185,ST-14,103,57,03-08-2025
INV-1473,REF-1585,ST-4,379,12,2026-10-09
INV-1474,R-1128,ST-1,402,38,21-12-2026
INV-1475,REF-1329,ST-6,351,47,05/17/2025
INV-1476,R-1003,ST-7,189,64,15-02-2026
INV-1477,REF-1280,ST-22,444,100,02/11/2026
INV-1478,REF-1445,ST-20,9907,14,05/07/2026
INV-1479,SKU1007,ST-24,116,82,2025-08-23
INV-1480,MD-1224,ST-23,341,96,03/28/2026
INV-1481,REF-1719,ST-21,463,12,11/14/2025
INV-1482,SKU1294,ST-22,156,12,2026-05-19
INV-1483,R-1098,ST-18,131,77,06/08/2026
INV-1484,REF-1367,ST-25,464,77,22-12-2026
INV-1485,R-1259,ST-13,10044,84,08/05/2026
INV-1486,R-1337,ST-20,77,55,22-05-2025
INV-1487,REF-1737,ST-21,246,78,05/21/2026
INV-1488,R-1383,ST-20,191,62,07/15/2025
INV-1489,MD-1476,ST-18,24,88,05/22/2025
INV-1490,R-1563,ST-1,314,12,2026-05-01
INV-1491,R-1169,ST-2,317,91,09/16/2026
INV-1492,REF-1509,ST-15,10181,99,2026-04-09
INV-1493,SKU1201,ST-2,33,90,15-05-2026
INV-1494,SKU1330,ST-17,255,37,2025-04-15
INV-1495,REF-1334,ST-25,465,34,11/04/2026
INV-1496,REF-1768,ST-23,440,61,2026-06-26
INV-1497,MD-1476,ST-5,151,50,04/13/2026
INV-1498,R-1254,ST-3,161,47,2025-07-06
INV-1499,SKU1466,ST-14,10318,26,07/06/2025
INV-1500,R-1199,ST-8,252,52,09/19/2026
INV-1501,REF-1684,ST-17,273,65,11-03-2026
INV-1502,SKU1005,ST-17,403,33,2026-01-07
INV-1503,R-1108,ST-2,433,62,2025-04-24
INV-1504,SKU1759,ST-1,18,71,08/23/2026
INV-1505,MD-1779,ST-22,96,85,2026-12-24
INV-1506,SKU1626,ST-17,10455,54,2025-09-20
INV-1507,REF-1452,ST-8,423,95,07/17/2026
INV-1508,R-1230,ST-19,495,37,08/10/2026
INV-1509,MD-1706,ST-14,424,35,2026-01-21
INV-1510,MD-1780,ST-25,466,64,03-03-2025
INV-1511,R-1072,ST-11,185,84,11/16/2025
INV-1512,R-1587,ST-17,18,69,2026-03-01
INV-1513,R-1414,ST-1,10592,72,2025-06-03
INV-1514,MD-1011,ST-3,496,81,09/18/2025
INV-1515,REF-1058,ST-11,432,58,2026-11-16
INV-1516,REF-1777,ST-14,455,28,2025-01-08
INV-1517,MD-1373,ST-11,19,16,19-10-2025
INV-1518,R-1264,ST-7,313,64,05/24/2025
INV-1519,R-1799,ST-6,281,72,15-05-2025
INV-1520,MD-1001,ST-15,10729,37,03/07/2026
INV-1521,REF-1599,ST-7,347,96,05/13/2025
INV-1522,REF-1105,ST-10,346,14,01/11/2025
INV-1523,R-1250,ST-24,138,55,07-08-2026
INV-1524,REF-1321,ST-2,77,75,07/26/2025
INV-1525,MD-1164,ST-10,105,83,02-05-2026
INV-1526,SKU1057,ST-1,323,99,11-08-2026
INV-1527,MD-1413,ST-21,10866,61,26-12-2026
INV-1528,R-1758,ST-1,437,29,2025-12-17
INV-1529,SKU1642,ST-25,424,47,12/26/2025
INV-1530,R-1795,ST-7,447,66,2026-07-01
INV-1531,MD-1038,ST-15,119,54,03-07-2026
INV-1532,REF-1596,ST-2,473,17,2025-10-11
INV-1533,MD-1455,ST-20,216,40,02/14/2026
INV-1534,SKU1306,ST-13,11003,54,02-11-2025
INV-1535,MD-1037,ST-11,120,10,2025-11-02
INV-1536,REF-1463,ST-1,375,24,2026-11-16
INV-1537,SKU1209,ST-25,123,36,2026-07-21
