ticket_id,customer_id,subject,status,created_at,closed_at
TK-864,CUST-414,物流查询,closed,2025-10-20,2026-11-17
TK-865,CUST-3736,投诉,OPEN,2025-11-23,12/15/2026
TK-866,CUST-4717,售后维修,closed,05/19/2025,
TK-867,CUST-2359,投诉,resolved,04/23/2025,11/17/2025
TK-868,CUST-2052,投诉,open,2026-12-01,17-03-2026
TK-869,CUST-1694,投诉,open,01/03/2026,2025-10-26
TK-870,CUST-1734,投诉,open,12/21/2026,2026-04-22
TK-871,CUST-4431,发票问题,resolved,09/04/2026,2026-11-26
TK-872,CUST-1332,发票问题,resolved,2026-03-07,02-08-2025
TK-873,CUST-2818,售后维修,resolved,19-11-2025,01/24/2025
TK-874,CUST-2735,售后维修,resolved,25-01-2025,2026-08-10
TK-875,CUST-3285,退换货,OPEN,01/22/2025,2026-12-11
TK-876,CUST-861,投诉,pending,2025-10-26,11/18/2026
TK-877,CUST-2080,售后维修,resolved,04/06/2026,
TK-878,CUST-4756,退换货,pending,2026-09-03,
TK-879,CUST-1229,投诉,open,01/15/2025,07/20/2025
TK-880,CUST-3707,售后维修,resolved,08/03/2026,07-12-2025
TK-881,CUST-3914,退换货,OPEN,2026-11-17,2026-06-22
TK-882,CUST-1922,发票问题,pending,19-01-2026,08/09/2025
TK-883,CUST-1424,投诉,open,04/05/2025,04/04/2025
TK-884,CUST-4925,发票问题,open,10/24/2026,2025-10-17
TK-885,CUST-656,售后维修,pending,17-07-2025,
TK-886,CUST-4609,发票问题,open,2025-06-17,2025-09-17
TK-887,CUST-984,售后维修,closed,13-10-2025,11-09-2025
TK-888,CUST-560,退换货,closed,2026-08-20,2025-09-11
TK-889,CUST-3274,投诉,open,03-02-2025,2025-03-14
TK-890,CUST-3578,退换货,closed,2026-05-05,
TK-891,CUST-850,发票问题,closed,2026-04-22,07-01-2025
TK-892,CUST-4774,售后维修,pending,2026-04-14,
TK-893,CUST-835,投诉,closed,2026-06-10,13-06-2026
TK-894,CUST-2102,投诉,OPEN,2025-10-20,01/20/2026
TK-895,CUST-241,退换货,OPEN,04/08/2026,2026-01-15
TK-896,CUST-2398,投诉,closed,04/05/2025,
TK-897,CUST-4586,投诉,resolved,2026-03-06,2025-10-26
TK-898,CUST-4952,物流查询,resolved,2026-04-22,2025-11-04
TK-899,CUST-4480,售后维修,resolved,11/01/2026,22-05-2025
TK-900,CUST-4329,退换货,OPEN,2025-06-21,2025-07-25
TK-901,CUST-117,退换货,resolved,2026-06-12,2025-07-01
TK-902,CUST-3030,投诉,closed,05/25/2025,2026-10-23
TK-903,CUST-4490,退换货,pending,2025-10-15,06/24/2026
TK-904,CUST-3721,退换货,OPEN,01/15/2025,2026-11-01
TK-905,CUST-539,售后维修,OPEN,08-06-2026,2026-04-26
TK-906,CUST-4832,发票问题,OPEN,28-03-2026,10/10/2026
TK-907,CUST-3284,发票问题,closed,2025-10-11,15-03-2025
TK-908,CUST-257,投诉,closed,2025-12-25,28-04-2026
TK-909,CUST-4197,售后维修,open,25-07-2026,
TK-910,CUST-198,售后维修,OPEN,03-08-2025,
TK-911,CUST-3525,发票问题,resolved,24-08-2025,2025-01-15
TK-912,CUST-3537,发票问题,pending,11/16/2025,2026-05-21
TK-913,CUST-4477,投诉,OPEN,02-04-2026,03-04-2025
TK-914,CUST-3215,售后维修,resolved,2026-07-07,09/21/2025
TK-915,CUST-2966,物流查询,open,07/12/2025,09-03-2026
TK-916,CUST-588,物流查询,OPEN,2026-04-08,08-02-2026
TK-917,CUST-3069,退换货,resolved,2025-01-28,03-12-2025
TK-918,CUST-546,投诉,OPEN,05/14/2026,
TK-919,CUST-336,售后维修,open,18-11-2025,28-11-2026
TK-920,CUST-836,退换货,resolved,08/16/2026,06/17/2026
TK-921,CUST-3462,发票问题,pending,2026-09-06,2026-10-27
TK-922,CUST-4235,投诉,pending,2026-11-27,
TK-923,CUST-177,退换货,resolved,2026-10-21,2025-08-23
TK-924,CUST-766,发票问题,resolved,05-10-2026,2025-12-28
TK-925,CUST-2309,售后维修,closed,2025-10-15,04/07/2026
TK-926,CUST-3494,物流查询,closed,02/04/2025,
TK-927,CUST-726,物流查询,pending,2025-03-11,2025-11-16
TK-928,CUST-4424,投诉,OPEN,2025-07-21,
TK-929,CUST-2279,物流查询,resolved,24-11-2026,12/19/2025
TK-930,CUST-469,退换货,open,08/01/2026,2025-06-25
TK-931,CUST-1154,投诉,pending,2025-01-26,06/12/2026
TK-932,CUST-3728,退换货,pending,2025-10-16,08/04/2025
TK-933,CUST-3993,物流查询,OPEN,2025-03-24,2025-10-14
TK-934,CUST-2015,售后维修,OPEN,2025-02-04,2025-06-02
TK-935,CUST-4609,售后维修,open,11/26/2025,2026-07-26
TK-936,CUST-1006,退换货,pending,2026-06-26,07/20/2026
TK-937,CUST-3272,退换货,OPEN,2025-06-28,2025-02-10
TK-938,CUST-288,退换货,OPEN,2026-08-28,
TK-939,CUST-3257,发票问题,OPEN,2025-06-11,2025-03-20
TK-940,CUST-3921,投诉,open,05-11-2025,2025-02-17
TK-941,CUST-3806,售后维修,open,2026-10-08,2026-02-23
TK-942,CUST-1365,投诉,pending,2026-12-12,28-01-2025
TK-943,CUST-2455,退换货,OPEN,2025-02-12,01/24/2026
TK-944,CUST-343,售后维修,open,2025-06-25,2025-06-14
TK-945,CUST-2187,售后维修,OPEN,2025-06-14,2026-07-02
TK-946,CUST-331,退换货,closed,2026-12-04,2025-05-23
TK-947,CUST-4548,投诉,open,2026-08-25,10/14/2025
TK-948,CUST-2376,投诉,pending,04-06-2025,10/11/2026
TK-949,CUST-424,投诉,open,2026-09-26,2025-05-25
TK-950,CUST-665,退换货,resolved,10/24/2025,26-06-2025
TK-951,CUST-2371,物流查询,resolved,03/02/2025,13-09-2026
TK-952,CUST-3783,售后维修,closed,03/25/2025,
TK-953,CUST-2512,售后维修,resolved,08-07-2026,2026-05-03
TK-954,CUST-1512,发票问题,open,23-09-2026,
TK-955,CUST-854,售后维修,closed,2025-11-02,10/24/2026
TK-956,CUST-3917,售后维修,resolved,2026-11-19,03/13/2026
TK-957,CUST-773,物流查询,OPEN,2026-02-22,
TK-958,CUST-1727,物流查询,closed,21-03-2026,2025-07-10
TK-959,CUST-2169,售后维修,resolved,2026-11-04,
TK-960,CUST-589,物流查询,closed,2026-10-04,2026-08-07
TK-961,CUST-1544,物流查询,closed,2026-01-27,04/10/2026
TK-962,CUST-4934,物流查询,pending,2026-07-07,2026-12-21
TK-963,CUST-3751,退换货,resolved,2026-08-07,2025-07-03
TK-964,CUST-3926,投诉,pending,05/04/2026,03-04-2026
TK-965,CUST-666,投诉,OPEN,01/04/2026,10/26/2025
TK-966,CUST-4404,物流查询,pending,13-06-2025,2025-01-12
TK-967,CUST-2137,投诉,closed,01/26/2025,2025-03-27
TK-968,CUST-1354,物流查询,closed,05/23/2025,04/11/2025
TK-969,CUST-4730,投诉,OPEN,24-07-2026,
TK-970,CUST-248,发票问题,pending,2026-02-10,
TK-971,CUST-2587,退换货,closed,08/03/2026,10/07/2025
TK-972,CUST-1642,退换货,closed,09-09-2026,2025-10-10
TK-973,CUST-4776,投诉,resolved,13-12-2026,05/01/2026
TK-974,CUST-2655,物流查询,open,22-02-2026,
TK-975,CUST-961,售后维修,open,2026-10-24,08/08/2025
TK-976,CUST-1934,物流查询,open,2026-12-15,2026-12-04
TK-977,CUST-4237,投诉,OPEN,2025-10-06,2026-04-10
TK-978,CUST-2379,售后维修,pending,2025-01-23,2026-01-26
TK-979,CUST-2142,投诉,open,09/20/2026,11/19/2026
TK-980,CUST-4984,售后维修,open,06/03/2026,08/09/2025
TK-981,CUST-891,发票问题,resolved,08/09/2025,21-02-2025
TK-982,CUST-172,发票问题,OPEN,2026-04-23,04-01-2025
TK-983,CUST-1302,物流查询,OPEN,01/09/2025,2025-12-22
TK-984,CUST-1355,投诉,pending,2026-12-02,
TK-985,CUST-3471,投诉,closed,08/22/2025,2025-01-06
TK-986,CUST-2002,退换货,open,2026-10-01,
TK-987,CUST-2621,发票问题,closed,07/27/2025,2026-11-28
TK-988,CUST-3668,退换货,resolved,12/20/2025,02-01-2025
TK-989,CUST-39,投诉,closed,2026-12-26,16-08-2025
TK-990,CUST-1087,发票问题,open,2026-10-23,2026-01-05
TK-991,CUST-1301,物流查询,pending,05/16/2025,16-05-2025
TK-992,CUST-4779,退换货,pending,01/03/2025,
TK-993,CUST-3977,发票问题,resolved,27-12-2026,07/11/2026
TK-994,CUST-2981,售后维修,closed,2025-04-04,02/26/2025
TK-995,CUST-3385,退换货,pending,06-12-2025,03-02-2026
TK-996,CUST-3451,发票问题,resolved,10-09-2025,08-05-2025
TK-997,CUST-3486,退换货,pending,2026-12-23,2026-01-11
TK-998,CUST-4602,退换货,OPEN,03/02/2025,2025-01-11
TK-999,CUST-1995,发票问题,pending,2025-11-02,2026-07-12
TK-1000,CUST-4516,售后维修,open,06/15/2025,10-06-2025
TK-1001,CUST-4089,发票问题,open,2025-07-14,
TK-1002,CUST-1440,物流查询,resolved,2025-07-07,
TK-1003,CUST-3410,投诉,pending,01/21/2025,2025-03-26
TK-1004,CUST-88,物流查询,resolved,2025-11-23,2025-03-04
TK-1005,CUST-4908,发票问题,closed,2025-03-14,07/24/2025
TK-1006,CUST-3935,物流查询,pending,27-08-2025,02/10/2025
TK-1007,CUST-994,售后维修,closed,06/05/2026,2026-09-24
TK-1008,CUST-90,退换货,closed,09/10/2025,2025-10-24
TK-1009,CUST-848,售后维修,pending,2025-12-01,2026-04-14
TK-1010,CUST-1376,退换货,closed,16-08-2026,07/07/2025
TK-1011,CUST-2243,物流查询,open,2026-07-19,04/03/2026
TK-1012,CUST-3657,物流查询,closed,2026-11-21,07/10/2025
TK-1013,CUST-1606,发票问题,pending,09/19/2025,2026-07-18
TK-1014,CUST-1913,投诉,pending,2026-10-05,05/03/2026
TK-1015,CUST-816,投诉,pending,2025-05-28,2026-12-12
TK-1016,CUST-601,投诉,OPEN,12/13/2025,
TK-1017,CUST-2598,投诉,OPEN,2025-05-03,12/22/2026
TK-1018,CUST-625,投诉,open,2026-11-05,
TK-1019,CUST-3543,退换货,OPEN,10-06-2026,02-05-2026
TK-1020,CUST-3782,退换货,closed,2026-04-14,19-12-2025
TK-1021,CUST-59,发票问题,pending,2026-05-25,20-12-2025
TK-1022,CUST-1275,发票问题,resolved,27-07-2025,2026-04-26
TK-1023,CUST-3325,售后维修,open,2025-05-26,2026-08-28
TK-1024,CUST-2460,退换货,resolved,12/26/2026,03/09/2025
TK-1025,CUST-878,退换货,resolved,11/28/2025,03/04/2026
TK-1026,CUST-151,发票问题,open,07/04/2026,2025-10-09
TK-1027,CUST-3658,退换货,open,2025-02-09,06/11/2026
TK-1028,CUST-3554,发票问题,closed,2026-08-06,08/06/2025
TK-1029,CUST-1038,售后维修,resolved,10/11/2025,2026-11-28
TK-1030,CUST-3752,售后维修,closed,26-06-2025,08/11/2025
TK-1031,CUST-3124,投诉,resolved,2026-01-24,
TK-1032,CUST-2104,投诉,open,18-06-2026,2026-10-03
TK-1033,CUST-2142,退换货,open,14-08-2026,2026-04-12
TK-1034,CUST-76,发票问题,open,25-05-2025,2026-12-22
TK-1035,CUST-2297,售后维修,open,01/13/2025,01/14/2026
TK-1036,CUST-2856,投诉,closed,2025-12-05,07-03-2026
TK-1037,CUST-1917,发票问题,OPEN,06-02-2025,2025-04-19
TK-1038,CUST-1853,售后维修,OPEN,02/08/2026,2025-06-07
TK-1039,CUST-773,物流查询,OPEN,2025-06-28,
TK-1040,CUST-3150,发票问题,pending,24-09-2026,2025-09-16
TK-1041,CUST-3135,物流查询,resolved,17-11-2025,12-03-2025
TK-1042,CUST-55,投诉,OPEN,2025-02-13,12-06-2025
TK-1043,CUST-849,物流查询,closed,2025-06-21,25-05-2025
TK-1044,CUST-4030,投诉,OPEN,05/07/2026,2026-03-07
TK-1045,CUST-908,物流查询,OPEN,10/24/2025,03/23/2026
TK-1046,CUST-2051,发票问题,open,07-03-2025,03-11-2025
TK-1047,CUST-4233,售后维修,closed,02/19/2025,04/02/2025
TK-1048,CUST-3608,发票问题,OPEN,2026-05-04,05-05-2026
TK-1049,CUST-3394,物流查询,OPEN,10-03-2025,07/05/2025
TK-1050,CUST-1579,投诉,open,09/13/2026,23-01-2026
TK-1051,CUST-3374,发票问题,resolved,15-05-2025,2025-10-07
TK-1052,CUST-1583,发票问题,resolved,2025-08-21,2025-12-12
TK-1053,CUST-2430,物流查询,open,19-10-2025,05-11-2025
TK-1054,CUST-3646,售后维修,resolved,07-01-2025,
TK-1055,CUST-919,退换货,open,2025-04-09,
TK-1056,CUST-3820,退换货,OPEN,2025-12-20,2025-08-13
TK-1057,CUST-2609,发票问题,pending,02/12/2025,
TK-1058,CUST-2655,发票问题,OPEN,2025-06-06,09/02/2025
TK-1059,CUST-941,物流查询,pending,2025-04-21,21-11-2025
TK-1060,CUST-1443,退换货,pending,2026-08-17,
TK-1061,CUST-2497,退换货,OPEN,2026-04-13,12/21/2026
TK-1062,CUST-4047,售后维修,open,26-04-2026,27-09-2025
TK-1063,CUST-1779,售后维修,resolved,2025-10-20,2025-07-07
TK-1064,CUST-91,退换货,pending,2026-09-01,
TK-1065,CUST-3522,发票问题,resolved,2025-12-26,07/15/2025
TK-1066,CUST-3342,退换货,resolved,04/26/2025,
TK-1067,CUST-10,物流查询,pending,28-04-2026,
TK-1068,CUST-624,退换货,resolved,06-06-2025,2026-04-16
TK-1069,CUST-3822,退换货,closed,2025-12-17,2026-09-11
TK-1070,CUST-3609,投诉,OPEN,05-05-2026,2026-04-06
TK-1071,CUST-4729,发票问题,resolved,11-09-2026,2025-05-18
TK-1072,CUST-4480,退换货,resolved,2025-07-22,2025-01-13
TK-1073,CUST-2317,物流查询,OPEN,2026-07-22,2025-10-12
TK-1074,CUST-1975,投诉,resolved,2025-09-13,07/18/2025
TK-1075,CUST-3911,退换货,pending,2026-04-17,
TK-1076,CUST-1082,发票问题,resolved,05-11-2026,2025-07-12
TK-1077,CUST-3164,退换货,open,2026-01-04,11/09/2025
TK-1078,CUST-1009,退换货,resolved,2025-03-17,
TK-1079,CUST-4032,物流查询,closed,04-07-2025,25-06-2026
TK-1080,CUST-4149,售后维修,closed,2026-02-20,12/22/2026
TK-1081,CUST-1533,退换货,OPEN,2026-09-23,
TK-1082,CUST-2707,发票问题,OPEN,2025-10-10,2025-09-24
TK-1083,CUST-4667,投诉,OPEN,07/02/2025,
TK-1084,CUST-952,物流查询,open,09-08-2025,05/21/2025
TK-1085,CUST-4824,发票问题,OPEN,01/17/2025,12/18/2026
TK-1086,CUST-3949,发票问题,open,12/08/2025,2026-05-03
TK-1087,CUST-976,投诉,OPEN,2025-12-25,14-11-2025
TK-1088,CUST-1854,投诉,OPEN,11/11/2026,02-12-2025
TK-1089,CUST-633,售后维修,pending,2025-09-02,
TK-1090,CUST-194,物流查询,resolved,12-08-2026,05/03/2026
TK-1091,CUST-4760,投诉,open,2026-06-25,04/05/2025
TK-1092,CUST-4471,退换货,open,2025-06-16,2026-11-20
TK-1093,CUST-4652,退换货,OPEN,11/27/2025,2025-01-01
TK-1094,CUST-4198,退换货,resolved,2025-07-28,2026-03-16
TK-1095,CUST-3222,投诉,open,09-07-2026,12/08/2026
TK-1096,CUST-300,投诉,resolved,12-03-2025,07/22/2026
TK-1097,CUST-1368,发票问题,open,2025-06-15,2025-04-10
TK-1098,CUST-244,投诉,closed,2025-12-21,2026-10-25
TK-1099,CUST-3293,投诉,pending,2025-01-12,07/19/2025
TK-1100,CUST-2713,投诉,resolved,2025-04-23,2026-07-04
TK-1101,CUST-2078,投诉,open,2026-01-18,25-11-2026
TK-1102,CUST-3102,物流查询,resolved,26-03-2025,2025-10-27
TK-1103,CUST-901,投诉,pending,19-08-2026,2025-02-16
TK-1104,CUST-1033,售后维修,closed,2026-07-06,2025-09-24
TK-1105,CUST-493,物流查询,resolved,05/24/2026,2026-08-09
TK-1106,CUST-2199,发票问题,pending,2026-01-06,05/19/2025
TK-1107,CUST-3845,物流查询,open,05/09/2025,2025-08-15
TK-1108,CUST-4966,投诉,OPEN,2025-03-23,2026-04-08
TK-1109,CUST-105,售后维修,OPEN,18-07-2026,2026-06-23
TK-1110,CUST-1861,退换货,pending,2025-08-01,21-02-2025
TK-1111,CUST-1488,发票问题,closed,04/15/2025,
TK-1112,CUST-630,发票问题,pending,19-12-2025,05/18/2025
TK-1113,CUST-2338,物流查询,resolved,23-09-2026,10/27/2025
TK-1114,CUST-1869,发票问题,open,24-04-2026,12/08/2025
TK-1115,CUST-1697,退换货,resolved,2026-10-15,2026-04-21
TK-1116,CUST-839,物流查询,pending,2026-11-05,2026-10-03
TK-1117,CUST-4718,投诉,pending,04/07/2026,06/25/2026
TK-1118,CUST-3770,物流查询,resolved,10/25/2026,10-12-2026
TK-1119,CUST-1807,发票问题,closed,2025-10-21,2025-04-11
TK-1120,CUST-2364,投诉,OPEN,11/10/2025,
TK-1121,CUST-251,售后维修,open,06/14/2025,
TK-1122,CUST-1355,发票问题,pending,10/27/2025,2026-06-03
TK-1123,CUST-499,退换货,resolved,04/06/2026,2026-08-20
TK-1124,CUST-2167,投诉,OPEN,09/12/2025,
TK-1125,CUST-1371,退换货,open,04/19/2026,2025-03-13
TK-1126,CUST-2331,退换货,open,2025-10-05,
TK-1127,CUST-4717,售后维修,OPEN,2026-02-26,
TK-1128,CUST-498,投诉,closed,2026-05-23,2026-10-11
TK-1129,CUST-2901,投诉,OPEN,2026-05-11,
TK-1130,CUST-4117,售后维修,open,2026-11-18,12/02/2025
TK-1131,CUST-1326,物流查询,OPEN,01/08/2025,2026-08-07
TK-1132,CUST-540,售后维修,OPEN,2025-03-06,10/07/2025
TK-1133,CUST-674,发票问题,pending,16-01-2025,
TK-1134,CUST-4888,物流查询,open,2025-04-19,2026-07-20
TK-1135,CUST-4890,物流查询,OPEN,12/11/2025,2026-01-22
TK-1136,CUST-2770,物流查询,OPEN,11/06/2026,01/08/2026
TK-1137,CUST-3806,退换货,closed,02/20/2026,2026-04-02
TK-1138,CUST-2495,退换货,pending,07/18/2026,02/07/2026
TK-1139,CUST-2406,售后维修,resolved,2025-03-11,09/14/2025
TK-1140,CUST-2964,发票问题,pending,2025-10-27,2026-08-05
TK-1141,CUST-1922,投诉,closed,09-02-2025,13-07-2025
TK-1142,CUST-4706,物流查询,resolved,2026-06-16,2026-01-25
TK-1143,CUST-138,售后维修,pending,11/03/2025,12/02/2026
TK-1144,CUST-4227,物流查询,closed,05/22/2026,
TK-1145,CUST-2257,售后维修,open,03/05/2026,
TK-1146,CUST-3324,售后维修,closed,2026-12-18,2025-07-20
TK-1147,CUST-2860,退换货,pending,2025-11-25,2026-01-25
TK-1148,CUST-4198,投诉,pending,08-04-2026,26-12-2026
TK-1149,CUST-3695,发票问题,open,2026-07-25,02/12/2025
TK-1150,CUST-2996,投诉,closed,20-09-2026,08/02/2026
TK-1151,CUST-3156,物流查询,OPEN,08-08-2025,2025-08-03
TK-1152,CUST-635,退换货,OPEN,2025-01-10,02-11-2026
TK-1153,CUST-3009,投诉,pending,2025-02-01,2026-03-12
TK-1154,CUST-3851,投诉,pending,2025-04-14,2026-12-17
TK-1155,CUST-1665,发票问题,pending,04/06/2025,2025-02-04
TK-1156,CUST-4997,发票问题,open,03-07-2025,11/04/2025
TK-1157,CUST-2856,投诉,resolved,27-10-2026,
TK-1158,CUST-2576,物流查询,pending,2026-11-11,02-07-2026
TK-1159,CUST-4837,发票问题,closed,2026-02-13,2026-05-19
TK-1160,CUST-2511,发票问题,pending,07/25/2026,2026-07-22
TK-1161,CUST-2571,投诉,OPEN,01/09/2026,
TK-1162,CUST-642,投诉,resolved,03/16/2025,08/12/2025
TK-1163,CUST-676,发票问题,closed,2025-09-06,
TK-1164,CUST-3623,售后维修,OPEN,2025-08-19,2025-12-03
TK-1165,CUST-3942,退换货,open,2026-03-20,
TK-1166,CUST-3555,物流查询,open,2025-09-16,2026-09-20
TK-1167,CUST-4746,退换货,resolved,07/19/2025,12/25/2025
TK-1168,CUST-4466,售后维修,pending,2026-05-12,13-08-2025
TK-1169,CUST-1690,投诉,open,2026-03-16,
TK-1170,CUST-4739,退换货,closed,11/10/2025,06-07-2026
TK-1171,CUST-3344,投诉,closed,11/22/2025,2026-11-01
TK-1172,CUST-3777,发票问题,OPEN,2025-04-11,
TK-1173,CUST-4936,退换货,open,2025-01-05,2025-04-22
TK-1174,CUST-346,物流查询,OPEN,2026-12-24,05-07-2025
TK-1175,CUST-3932,物流查询,open,11/21/2025,2026-03-10
TK-1176,CUST-2628,物流查询,OPEN,2025-06-23,02/01/2025
TK-1177,CUST-2759,投诉,open,2025-11-06,09-09-2026
TK-1178,CUST-2370,发票问题,OPEN,2026-01-14,07/19/2025
TK-1179,CUST-4801,物流查询,OPEN,2026-10-11,09/21/2025
TK-1180,CUST-1216,投诉,pending,12/06/2025,2025-07-06
TK-1181,CUST-2649,退换货,pending,03/04/2026,2025-10-28
TK-1182,CUST-4947,退换货,OPEN,02-09-2025,2026-12-07
TK-1183,CUST-4175,发票问题,open,2026-05-20,2025-12-17
TK-1184,CUST-2063,发票问题,closed,2025-11-16,
TK-1185,CUST-4815,投诉,OPEN,11/10/2025,12/13/2025
TK-1186,CUST-921,物流查询,pending,2026-07-27,2026-08-07
TK-1187,CUST-4274,售后维修,open,03/08/2025,12/13/2025
TK-1188,CUST-3134,退换货,resolved,2025-05-12,2026-08-06
TK-1189,CUST-4474,发票问题,closed,2026-07-22,2025-03-27
TK-1190,CUST-4100,售后维修,open,14-12-2026,2025-09-13
TK-1191,CUST-3890,退换货,OPEN,10/25/2025,04/23/2026
TK-1192,CUST-1639,退换货,closed,2025-01-02,06-09-2025
TK-1193,CUST-2574,退换货,resolved,2026-02-18,11/10/2025
TK-1194,CUST-514,投诉,resolved,24-02-2025,2026-07-16
TK-1195,CUST-4552,投诉,closed,2026-05-19,2025-03-04
TK-1196,CUST-379,售后维修,OPEN,2025-05-08,
TK-1197,CUST-2768,退换货,resolved,07/04/2025,08/20/2026
TK-1198,CUST-4862,物流查询,resolved,22-07-2025,
TK-1199,CUST-3049,售后维修,open,2025-11-14,21-06-2026
TK-1200,CUST-3676,退换货,open,08/09/2025,05/07/2025
TK-1201,CUST-2666,物流查询,resolved,26-02-2025,17-11-2025
TK-1202,CUST-123,退换货,open,2026-08-24,04/26/2026
TK-1203,CUST-202,退换货,resolved,2025-06-02,2025-04-11
TK-1204,CUST-2617,发票问题,OPEN,2026-10-14,2026-03-27
TK-1205,CUST-3065,投诉,open,2025-01-01,15-09-2026
TK-1206,CUST-544,退换货,closed,17-02-2026,2025-05-09
TK-1207,CUST-80,投诉,pending,11/25/2026,2025-10-28
TK-1208,CUST-3469,退换货,closed,12-07-2026,10/21/2026
TK-1209,CUST-3894,投诉,open,2026-04-17,
TK-1210,CUST-1394,发票问题,closed,01/22/2025,2025-09-08
TK-1211,CUST-3033,退换货,closed,20-09-2025,
TK-1212,CUST-1165,物流查询,resolved,2025-02-15,25-08-2026
TK-1213,CUST-757,退换货,OPEN,02/15/2025,
TK-1214,CUST-4990,退换货,closed,2026-12-07,
TK-1215,CUST-2062,投诉,pending,2025-10-02,04/19/2026
TK-1216,CUST-3930,物流查询,open,2026-05-07,01/06/2026
TK-1217,CUST-571,售后维修,OPEN,12/16/2026,2025-02-23
TK-1218,CUST-2191,退换货,OPEN,2025-10-16,2025-06-22
TK-1219,CUST-3942,退换货,OPEN,14-11-2025,2025-08-11
TK-1220,CUST-398,投诉,open,07/02/2026,
TK-1221,CUST-1622,退换货,closed,09/05/2026,2025-02-18
TK-1222,CUST-4304,发票问题,OPEN,2025-12-06,2025-02-21
TK-1223,CUST-1262,退换货,resolved,07/07/2025,2026-12-07
TK-1224,CUST-3685,售后维修,pending,2026-11-02,2026-04-06
TK-1225,CUST-3775,退换货,resolved,05-12-2026,2025-02-09
TK-1226,CUST-3661,发票问题,OPEN,2026-11-14,2026-07-26
TK-1227,CUST-388,物流查询,closed,2025-07-13,
TK-1228,CUST-537,物流查询,open,2025-02-13,
TK-1229,CUST-3591,物流查询,resolved,24-02-2025,2025-01-01
TK-1230,CUST-4853,发票问题,OPEN,2026-10-04,09-01-2025
TK-1231,CUST-2278,发票问题,pending,04/01/2025,2025-10-11
TK-1232,CUST-2155,发票问题,pending,2025-12-04,09/20/2025
TK-1233,CUST-597,发票问题,open,05/06/2025,01/27/2026
TK-1234,CUST-724,物流查询,closed,2026-03-04,2025-08-08
TK-1235,CUST-3814,投诉,closed,2025-03-27,12/15/2025
TK-1236,CUST-4643,售后维修,open,10/28/2026,21-02-2026
TK-1237,CUST-2768,售后维修,pending,2026-11-07,
TK-1238,CUST-2901,发票问题,resolved,17-03-2026,2025-04-01
TK-1239,CUST-3627,投诉,open,01-02-2026,02/08/2026
TK-1240,CUST-3931,发票问题,closed,07-04-2026,04/03/2026
TK-1241,CUST-2564,投诉,OPEN,2025-12-12,2025-07-06
TK-1242,CUST-3149,发票问题,open,2026-03-13,02/08/2025
TK-1243,CUST-205,退换货,resolved,08/19/2025,2026-05-10
TK-1244,CUST-4672,售后维修,open,10/27/2025,2025-01-11
TK-1245,CUST-3111,退换货,closed,2025-12-02,2026-05-19
TK-1246,CUST-4641,投诉,pending,06/16/2026,2026-12-12
TK-1247,CUST-556,发票问题,open,03-10-2026,2026-06-14
TK-1248,CUST-4034,物流查询,pending,04/07/2026,2025-04-19
TK-1249,CUST-3875,售后维修,OPEN,2026-04-23,22-07-2026
TK-1250,CUST-2668,售后维修,closed,2025-07-24,
TK-1251,CUST-2730,退换货,resolved,05-11-2026,07/19/2025
TK-1252,CUST-225,退换货,OPEN,02/06/2026,2025-09-18
TK-1253,CUST-679,发票问题,closed,04/22/2026,01-09-2026
TK-1254,CUST-1422,发票问题,OPEN,02-08-2026,2025-07-10
TK-1255,CUST-4384,投诉,OPEN,2025-11-27,16-03-2026
TK-1256,CUST-2587,发票问题,OPEN,05-05-2026,
TK-1257,CUST-4927,投诉,OPEN,21-04-2025,
TK-1258,CUST-1686,物流查询,resolved,2026-09-05,2025-01-21
TK-1259,CUST-3239,退换货,OPEN,27-07-2025,2026-03-02
TK-1260,CUST-1586,退换货,closed,06/16/2025,08-10-2026
TK-1261,CUST-4452,发票问题,pending,10/17/2026,04/16/2026
TK-1262,CUST-1836,投诉,closed,10/12/2025,11/26/2025
TK-1263,CUST-2069,售后维修,resolved,2025-05-12,2025-07-12
TK-1264,CUST-245,退换货,OPEN,11/06/2026,2026-06-24
TK-1265,CUST-2467,物流查询,open,2025-02-12,
TK-1266,CUST-1039,物流查询,OPEN,21-11-2026,02-03-2025
TK-1267,CUST-3873,投诉,closed,2026-05-14,2026-03-10
TK-1268,CUST-1398,退换货,OPEN,03/03/2026,08-10-2025
TK-1269,CUST-2340,售后维修,resolved,2026-02-10,
TK-1270,CUST-3940,投诉,open,10/18/2025,
TK-1271,CUST-2235,退换货,open,18-07-2026,2025-09-11
TK-1272,CUST-4808,投诉,OPEN,01/05/2026,2026-03-14
TK-1273,CUST-159,售后维修,OPEN,2025-03-04,2026-09-25
TK-1274,CUST-3962,发票问题,resolved,2025-06-18,02-07-2026
TK-1275,CUST-377,售后维修,closed,2025-02-12,12-07-2025
TK-1276,CUST-1841,物流查询,open,05/16/2026,
TK-1277,CUST-767,发票问题,resolved,05/08/2025,28-11-2025
TK-1278,CUST-2151,发票问题,resolved,2025-05-09,12-12-2026
TK-1279,CUST-2723,发票问题,OPEN,2026-04-11,08/09/2026
TK-1280,CUST-1807,售后维修,OPEN,2026-06-28,2025-10-21
TK-1281,CUST-3982,退换货,pending,2025-04-07,2026-08-01
TK-1282,CUST-3429,物流查询,closed,2025-12-23,2025-09-17
