payment_id,order_id,amount,method,status,paid_date
PAY-8733,ORD-8440,"17,131.00",alipay,success,04/11/2024
PAY-8734,ORD-7691,18819,alipay,SUCCESS,2025-01-15
PAY-8735,ORD-13804,"$13,842.00",COD,SUCCESS,11-02-2026
PAY-8736,ORD-12230,"14,706.00",card,SUCCESS,10/11/2026
PAY-8737,ORD-4166,"16,826.00",wechat,success,14-11-2024
PAY-8738,ORD-4675,11270,card,SUCCESS,2024-01-15
PAY-8739,ORD-8074,14925,alipay,success,09-01-2026
PAY-8740,ORD-7885,7272,wechat,success,06/10/2026
PAY-8741,ORD-5771,8943,alipay,SUCCESS,2024-01-28
PAY-8742,ORD-2585,"$18,697.00",alipay,pending,2025-10-23
PAY-8743,ORD-121,11256,alipay,success,2025-09-23
PAY-8744,ORD-13964,"11,983.00",alipay,SUCCESS,09/18/2026
PAY-8745,ORD-8071,"$3,453.00",card,success,08/21/2025
PAY-8746,ORD-14767,"1,543.00",alipay,SUCCESS,2024-09-21
PAY-8747,ORD-1716,7143,COD,success,2024-06-23
PAY-8748,ORD-9939,"5,322.00",wechat,pending,12/03/2025
PAY-8749,ORD-94,"$18,032.00",COD,success,04/21/2025
PAY-8750,ORD-8462,15504,card,SUCCESS,04/17/2026
PAY-8751,ORD-12119,17295,COD,success,10/25/2025
PAY-8752,ORD-3725,18806,alipay,success,09/23/2024
PAY-8753,ORD-1243,"$11,948.00",alipay,pending,2024-03-06
PAY-8754,ORD-12622,"$16,196.00",alipay,success,02/02/2025
PAY-8755,ORD-1794,4323,wechat,pending,23-03-2026
PAY-8756,ORD-366,14535,wechat,success,13-10-2025
PAY-8757,ORD-11119,"$1,545.00",card,pending,11/09/2026
PAY-8758,ORD-2749,10185,alipay,pending,2025-07-15
PAY-8759,ORD-5239,5027,alipay,success,2026-09-16
PAY-8760,ORD-13183,"2,486.00",card,pending,12/03/2026
PAY-8761,ORD-501,"$18,358.00",alipay,pending,2026-02-14
PAY-8762,ORD-9075,4391,alipay,success,2024-05-03
PAY-8763,ORD-6478,11622,alipay,SUCCESS,2024-02-19
PAY-8764,ORD-1738,18900,wechat,SUCCESS,05/04/2025
PAY-8765,ORD-5194,2272,wechat,success,24-01-2025
PAY-8766,ORD-14253,"$3,387.00",COD,success,2025-06-06
PAY-8767,ORD-3725,3895,alipay,pending,01/19/2025
PAY-8768,ORD-12793,11592,COD,SUCCESS,2025-03-19
PAY-8769,ORD-1745,"$14,975.00",COD,pending,2024-12-22
PAY-8770,ORD-7430,19734,alipay,success,25-04-2025
PAY-8771,ORD-12939,18249,wechat,pending,08/01/2024
PAY-8772,ORD-11468,12636,wechat,pending,2026-05-01
PAY-8773,ORD-7884,"$1,844.00",alipay,SUCCESS,2026-02-16
PAY-8774,ORD-5947,15150,alipay,pending,2025-10-25
PAY-8775,ORD-11819,6103,COD,SUCCESS,11/26/2025
PAY-8776,ORD-8951,"$9,028.00",card,pending,2024-01-27
PAY-8777,ORD-7321,622,wechat,pending,2024-02-04
PAY-8778,ORD-12163,"16,423.00",card,SUCCESS,2026-01-27
PAY-8779,ORD-6649,17718,alipay,pending,19-04-2026
PAY-8780,ORD-6213,5042,COD,success,11-02-2025
PAY-8781,ORD-9664,10979,wechat,success,02/28/2025
PAY-8782,ORD-2967,"15,920.00",wechat,pending,2024-01-09
PAY-8783,ORD-2975,8387,card,success,01/11/2024
PAY-8784,ORD-13500,18086,COD,SUCCESS,2024-08-14
PAY-8785,ORD-1076,$162.00,COD,SUCCESS,2026-01-13
PAY-8786,ORD-3965,3276,alipay,pending,2025-05-13
PAY-8787,ORD-1293,91.00,card,SUCCESS,09/10/2024
PAY-8788,ORD-8838,"$15,694.00",card,SUCCESS,2026-07-04
PAY-8789,ORD-4843,8147,alipay,SUCCESS,2026-07-28
PAY-8790,ORD-4609,14678,wechat,success,03/26/2026
PAY-8791,ORD-8889,"$2,588.00",alipay,SUCCESS,2025-07-22
PAY-8792,ORD-1222,"$7,178.00",wechat,success,2025-06-14
PAY-8793,ORD-4426,"18,272.00",wechat,success,05/10/2026
PAY-8794,ORD-1582,18124,wechat,pending,12/17/2025
PAY-8795,ORD-7456,"$2,481.00",alipay,pending,2025-09-09
PAY-8796,ORD-6513,"1,392.00",COD,success,2024-06-27
PAY-8797,ORD-11405,15046,COD,SUCCESS,2024-06-17
PAY-8798,ORD-2470,"1,693.00",wechat,SUCCESS,20-12-2024
PAY-8799,ORD-685,3248,card,success,05-12-2025
PAY-8800,ORD-10481,"$19,389.00",alipay,success,16-06-2026
PAY-8801,ORD-11036,19882,card,SUCCESS,08/22/2025
PAY-8802,ORD-6751,17414,alipay,success,09-06-2024
PAY-8803,ORD-6802,19472,COD,success,21-10-2025
PAY-8804,ORD-3659,3346,COD,pending,2025-03-22
PAY-8805,ORD-8702,13586,card,SUCCESS,25-06-2025
PAY-8806,ORD-1904,7900,card,pending,03/14/2025
PAY-8807,ORD-1553,14875,COD,success,05/24/2024
PAY-8808,ORD-14617,"$4,096.00",card,SUCCESS,2025-03-21
PAY-8809,ORD-10166,"$14,757.00",card,pending,2025-08-09
PAY-8810,ORD-14893,4805,wechat,pending,2024-03-18
PAY-8811,ORD-2176,15483,alipay,pending,2024-10-03
PAY-8812,ORD-12560,"$13,212.00",wechat,failed,2024-10-27
PAY-8813,ORD-10571,"$17,178.00",COD,success,2026-04-26
PAY-8814,ORD-3713,15034,card,pending,2024-07-05
PAY-8815,ORD-7397,6715,COD,pending,2025-10-25
PAY-8816,ORD-3899,464.00,card,pending,14-09-2025
PAY-8817,ORD-10847,13050,card,SUCCESS,04/24/2025
PAY-8818,ORD-14791,5985,card,success,02/21/2026
PAY-8819,ORD-13309,6949,card,pending,2026-08-20
PAY-8820,ORD-993,"$17,753.00",wechat,failed,2024-10-06
PAY-8821,ORD-10765,"$15,909.00",card,pending,2025-04-06
PAY-8822,ORD-1244,"$8,847.00",card,pending,01/20/2025
PAY-8823,ORD-13753,378,wechat,pending,2026-05-01
PAY-8824,ORD-12542,"$1,869.00",COD,SUCCESS,07/22/2025
PAY-8825,ORD-2712,"$17,926.00",wechat,pending,04/02/2024
PAY-8826,ORD-8975,9929,alipay,success,11/18/2026
PAY-8827,ORD-984,"19,155.00",card,SUCCESS,2024-06-02
PAY-8828,ORD-8577,18910,wechat,SUCCESS,20-12-2026
PAY-8829,ORD-3020,"$2,581.00",COD,success,12/17/2024
PAY-8830,ORD-10812,"18,751.00",alipay,SUCCESS,08/09/2025
PAY-8831,ORD-12268,3312,alipay,SUCCESS,26-01-2024
PAY-8832,ORD-10880,16187,card,SUCCESS,2025-02-05
PAY-8833,ORD-5815,"$6,046.00",card,success,2025-02-24
PAY-8834,ORD-3790,"2,335.00",COD,SUCCESS,04/27/2024
PAY-8835,ORD-10728,2215,card,success,2026-09-01
PAY-8836,ORD-9666,15842,wechat,pending,10/24/2024
PAY-8837,ORD-1828,"$11,479.00",card,pending,05-06-2026
PAY-8838,ORD-13885,"10,116.00",alipay,SUCCESS,2024-03-28
PAY-8839,ORD-3946,4269,COD,pending,11/25/2025
PAY-8840,ORD-1317,6004,COD,success,2026-03-02
PAY-8841,ORD-10364,12890,wechat,success,2026-11-17
PAY-8842,ORD-1148,7909,wechat,pending,08/16/2026
PAY-8843,ORD-12251,16290,card,success,2026-05-22
PAY-8844,ORD-9520,"$2,294.00",wechat,pending,01/01/2025
PAY-8845,ORD-13763,12574,COD,failed,08/12/2024
PAY-8846,ORD-10689,2375,wechat,pending,27-11-2024
PAY-8847,ORD-766,$832.00,card,pending,2025-08-15
PAY-8848,ORD-6031,4484,wechat,success,2025-12-24
PAY-8849,ORD-13719,16189,card,SUCCESS,02/02/2024
PAY-8850,ORD-2121,1868,card,pending,01/24/2026
PAY-8851,ORD-13346,"6,620.00",COD,success,2025-10-08
PAY-8852,ORD-5357,"$4,514.00",card,SUCCESS,2024-03-06
PAY-8853,ORD-5097,"$15,583.00",alipay,success,09-09-2024
PAY-8854,ORD-12896,17928,alipay,pending,04/16/2026
PAY-8855,ORD-8193,"13,172.00",wechat,success,2025-11-23
PAY-8856,ORD-10191,18799,wechat,pending,02/22/2025
PAY-8857,ORD-6772,"2,828.00",COD,pending,10/14/2024
PAY-8858,ORD-12100,"$4,437.00",alipay,pending,01/13/2026
PAY-8859,ORD-1707,"$3,740.00",alipay,failed,12/03/2024
PAY-8860,ORD-13488,13646,COD,success,2026-07-11
PAY-8861,ORD-5076,6357,card,SUCCESS,2026-04-23
PAY-8862,ORD-6278,7120,card,SUCCESS,28-08-2024
PAY-8863,ORD-855,11907,card,failed,2024-06-15
PAY-8864,ORD-4955,"$14,775.00",alipay,pending,06/17/2026
PAY-8865,ORD-3699,"$12,332.00",alipay,success,16-02-2025
PAY-8866,ORD-5370,17808,COD,pending,14-02-2025
PAY-8867,ORD-11854,16488,card,SUCCESS,28-11-2026
PAY-8868,ORD-1640,18145,wechat,success,05-01-2025
PAY-8869,ORD-2191,"18,537.00",COD,SUCCESS,18-09-2025
PAY-8870,ORD-6458,7028,alipay,SUCCESS,2024-02-27
PAY-8871,ORD-4908,12967,wechat,pending,08-10-2024
PAY-8872,ORD-9638,13943,wechat,SUCCESS,07-04-2026
PAY-8873,ORD-5014,1804,wechat,pending,24-01-2025
PAY-8874,ORD-2680,2908,alipay,success,04/12/2025
PAY-8875,ORD-7425,"$6,943.00",card,pending,05/16/2026
PAY-8876,ORD-7586,"$17,025.00",COD,pending,2026-10-06
PAY-8877,ORD-212,"7,736.00",card,success,08/22/2024
PAY-8878,ORD-12482,"$18,288.00",wechat,SUCCESS,02/05/2025
PAY-8879,ORD-4584,"$8,956.00",wechat,success,04/17/2026
PAY-8880,ORD-14566,"8,365.00",card,pending,2025-12-25
PAY-8881,ORD-9424,6653,COD,success,2025-04-25
PAY-8882,ORD-8553,"$7,406.00",alipay,success,2026-12-20
PAY-8883,ORD-4745,796.00,card,pending,2024-11-11
PAY-8884,ORD-50,13835,wechat,success,02-01-2024
PAY-8885,ORD-5636,5893,alipay,success,2025-12-18
PAY-8886,ORD-8674,7364,alipay,success,28-01-2024
PAY-8887,ORD-5091,17389,wechat,pending,07/10/2025
PAY-8888,ORD-4452,13743,card,pending,2025-01-10
PAY-8889,ORD-809,"$9,697.00",card,SUCCESS,11/22/2024
PAY-8890,ORD-1429,"$4,619.00",wechat,SUCCESS,01/10/2025
PAY-8891,ORD-9414,5407,wechat,success,2025-07-17
PAY-8892,ORD-2319,"$1,559.00",card,success,2024-11-13
PAY-8893,ORD-11774,188.00,card,SUCCESS,26-09-2025
PAY-8894,ORD-14695,991,alipay,SUCCESS,09/08/2026
PAY-8895,ORD-6399,"2,809.00",alipay,pending,2026-11-06
PAY-8896,ORD-14457,"$8,632.00",wechat,pending,20-07-2026
PAY-8897,ORD-4897,6245,alipay,pending,01/06/2026
PAY-8898,ORD-5593,"$1,220.00",wechat,success,05/24/2024
PAY-8899,ORD-394,"$4,275.00",card,success,11-11-2026
PAY-8900,ORD-7931,8776,COD,success,2025-01-23
PAY-8901,ORD-3494,725,alipay,SUCCESS,06/27/2024
PAY-8902,ORD-13034,17911,COD,SUCCESS,2025-03-16
PAY-8903,ORD-8468,"$9,476.00",alipay,success,10-10-2025
PAY-8904,ORD-13749,8897,COD,pending,23-04-2026
PAY-8905,ORD-9464,"2,642.00",COD,pending,2026-01-05
PAY-8906,ORD-1645,7412,card,SUCCESS,18-05-2026
PAY-8907,ORD-5897,"$4,341.00",card,success,19-06-2025
PAY-8908,ORD-12811,10884,alipay,failed,2026-04-06
PAY-8909,ORD-13501,10419,alipay,pending,2025-08-15
PAY-8910,ORD-4878,"4,343.00",card,pending,01/23/2025
PAY-8911,ORD-2020,"$7,442.00",alipay,SUCCESS,2025-05-28
PAY-8912,ORD-12764,"4,854.00",COD,success,06/16/2025
PAY-8913,ORD-12966,6591,alipay,success,2024-12-26
PAY-8914,ORD-6798,"14,416.00",COD,pending,2026-05-28
PAY-8915,ORD-7815,"$12,212.00",card,SUCCESS,2025-06-04
PAY-8916,ORD-10957,10134,alipay,pending,03-03-2025
PAY-8917,ORD-3350,2870,wechat,success,17-12-2026
PAY-8918,ORD-3083,"$7,297.00",card,SUCCESS,09/11/2026
PAY-8919,ORD-4491,19012,wechat,pending,2026-12-02
PAY-8920,ORD-2840,"$18,349.00",alipay,success,01/26/2025
PAY-8921,ORD-7930,2379,card,success,11/14/2025
PAY-8922,ORD-8656,"10,933.00",card,SUCCESS,11-12-2026
PAY-8923,ORD-5669,7314,card,SUCCESS,2026-02-02
PAY-8924,ORD-1176,"$19,612.00",alipay,pending,2025-06-21
PAY-8925,ORD-7341,"15,592.00",wechat,success,03/15/2024
PAY-8926,ORD-8708,16994,COD,SUCCESS,2025-08-11
PAY-8927,ORD-10348,"1,265.00",COD,pending,06/17/2025
PAY-8928,ORD-10481,14174,alipay,success,06/15/2025
PAY-8929,ORD-11506,"$17,561.00",card,pending,05/18/2024
PAY-8930,ORD-4263,"11,610.00",alipay,SUCCESS,11/01/2026
PAY-8931,ORD-3908,"$2,622.00",card,success,2025-02-18
PAY-8932,ORD-1765,787,card,pending,11/21/2025
PAY-8933,ORD-2453,"$2,568.00",card,success,2024-11-26
PAY-8934,ORD-4083,1706,COD,success,27-02-2024
PAY-8935,ORD-1191,7616,wechat,SUCCESS,2026-02-28
PAY-8936,ORD-6000,"$3,931.00",COD,success,11-06-2025
PAY-8937,ORD-12916,"$7,727.00",wechat,pending,2024-11-20
PAY-8938,ORD-1405,$686.00,card,SUCCESS,2025-03-13
PAY-8939,ORD-933,9536,alipay,SUCCESS,2025-10-02
PAY-8940,ORD-5082,10154,wechat,success,2026-12-17
PAY-8941,ORD-5828,6530,COD,SUCCESS,12-09-2026
PAY-8942,ORD-9,"$3,064.00",alipay,pending,2024-10-22
PAY-8943,ORD-65,"$10,823.00",wechat,pending,2026-12-22
PAY-8944,ORD-11123,"$7,549.00",card,success,17-10-2024
PAY-8945,ORD-6551,"$7,780.00",COD,success,08/07/2024
PAY-8946,ORD-9208,11178,wechat,pending,2026-01-11
PAY-8947,ORD-8091,"$10,975.00",wechat,pending,2026-05-08
PAY-8948,ORD-13855,"$19,883.00",alipay,success,05/22/2025
PAY-8949,ORD-5949,"$5,245.00",COD,pending,04/07/2025
PAY-8950,ORD-14562,8088,card,success,2024-09-12
PAY-8951,ORD-6405,"$10,426.00",card,success,2025-12-11
PAY-8952,ORD-1735,13021,card,success,2024-02-14
PAY-8953,ORD-6040,12322,wechat,success,2025-05-27
PAY-8954,ORD-5576,9844,card,failed,07-05-2025
PAY-8955,ORD-6692,6095,wechat,pending,2024-08-15
PAY-8956,ORD-9718,5481,alipay,success,2024-11-09
PAY-8957,ORD-3534,"$17,451.00",wechat,pending,2026-12-03
PAY-8958,ORD-13912,13734,COD,SUCCESS,16-12-2024
PAY-8959,ORD-4665,"$3,535.00",wechat,pending,11/16/2025
PAY-8960,ORD-7273,1948,card,SUCCESS,10-09-2024
PAY-8961,ORD-13888,"$15,438.00",wechat,SUCCESS,09/23/2025
PAY-8962,ORD-7562,7785,alipay,SUCCESS,09/01/2026
PAY-8963,ORD-6459,"4,537.00",alipay,pending,13-02-2024
PAY-8964,ORD-6293,"18,892.00",wechat,pending,10-11-2025
PAY-8965,ORD-14999,614.00,alipay,success,2025-04-10
PAY-8966,ORD-7029,"$17,840.00",wechat,pending,11-03-2026
PAY-8967,ORD-7328,"$8,668.00",card,success,2024-03-07
PAY-8968,ORD-8303,15113,alipay,pending,07-08-2025
PAY-8969,ORD-4424,"4,184.00",card,success,2025-08-15
PAY-8970,ORD-13859,"2,832.00",card,SUCCESS,07/20/2024
PAY-8971,ORD-10785,16058,card,pending,03/06/2025
PAY-8972,ORD-13258,"5,245.00",card,pending,2024-11-08
PAY-8973,ORD-6763,"13,894.00",COD,success,01/15/2026
PAY-8974,ORD-6332,"7,106.00",alipay,SUCCESS,06/27/2024
PAY-8975,ORD-11133,15347,alipay,success,10/13/2025
PAY-8976,ORD-8335,15182,wechat,pending,06-09-2026
PAY-8977,ORD-7999,"$6,173.00",wechat,pending,06-01-2024
PAY-8978,ORD-119,"6,927.00",alipay,SUCCESS,09/17/2024
PAY-8979,ORD-8336,5712,card,pending,2024-02-28
PAY-8980,ORD-10468,"14,878.00",card,pending,02/14/2025
PAY-8981,ORD-14248,"$1,297.00",alipay,SUCCESS,2024-01-26
PAY-8982,ORD-8110,"$17,109.00",wechat,pending,2026-02-23
PAY-8983,ORD-13889,11155,card,success,2025-05-04
PAY-8984,ORD-3628,"3,514.00",alipay,success,2024-01-22
PAY-8985,ORD-1194,"$11,999.00",COD,success,2026-05-04
PAY-8986,ORD-1377,"$13,009.00",COD,pending,2026-07-17
PAY-8987,ORD-708,"$13,773.00",card,failed,2026-03-13
PAY-8988,ORD-6275,16731,wechat,pending,2025-11-12
PAY-8989,ORD-1041,11742,alipay,SUCCESS,2025-12-07
PAY-8990,ORD-13326,"19,781.00",COD,success,20-09-2026
PAY-8991,ORD-10879,"3,758.00",alipay,pending,07-04-2024
PAY-8992,ORD-1437,"$15,208.00",wechat,success,04/11/2024
PAY-8993,ORD-4926,"$19,924.00",wechat,success,11/03/2024
PAY-8994,ORD-1604,"$13,611.00",alipay,pending,2025-07-06
PAY-8995,ORD-2513,"17,726.00",alipay,pending,25-09-2026
PAY-8996,ORD-12285,"2,208.00",COD,success,01/17/2026
PAY-8997,ORD-2724,"9,929.00",card,pending,12/09/2026
PAY-8998,ORD-11514,13518,alipay,success,2025-07-11
PAY-8999,ORD-10656,"$14,992.00",card,pending,05/11/2024
PAY-9000,ORD-6149,5368,alipay,pending,02/01/2025
PAY-9001,ORD-13867,1936,wechat,pending,2025-05-13
PAY-9002,ORD-12604,537,COD,success,01/22/2025
PAY-9003,ORD-6529,9299,COD,pending,2025-09-04
PAY-9004,ORD-9623,19203,COD,failed,27-09-2024
PAY-9005,ORD-1895,9268,alipay,pending,01-01-2026
PAY-9006,ORD-8720,12481,card,success,04/09/2026
PAY-9007,ORD-7389,3902,COD,SUCCESS,2025-10-26
PAY-9008,ORD-11554,"$19,565.00",alipay,SUCCESS,12/21/2026
PAY-9009,ORD-12076,17076,card,SUCCESS,2024-03-28
PAY-9010,ORD-12865,10548,COD,success,12-12-2024
PAY-9011,ORD-12824,"5,886.00",COD,SUCCESS,05/01/2024
PAY-9012,ORD-1211,12977,wechat,SUCCESS,03/13/2025
PAY-9013,ORD-4459,18652,card,pending,2024-01-12
PAY-9014,ORD-7199,"18,424.00",alipay,pending,2024-03-20
PAY-9015,ORD-14276,"4,342.00",COD,SUCCESS,10/24/2026
PAY-9016,ORD-109,"$8,664.00",wechat,SUCCESS,2024-08-05
PAY-9017,ORD-2352,"$5,708.00",card,SUCCESS,13-05-2025
PAY-9018,ORD-1476,"$2,861.00",alipay,pending,2026-07-13
PAY-9019,ORD-4227,984.00,wechat,pending,2025-09-06
PAY-9020,ORD-11794,"$18,529.00",wechat,SUCCESS,02/15/2026
PAY-9021,ORD-2027,"$14,228.00",alipay,success,2024-07-27
PAY-9022,ORD-13899,"17,401.00",COD,success,2025-07-13
PAY-9023,ORD-10266,4540,alipay,SUCCESS,01/18/2026
PAY-9024,ORD-3623,"13,806.00",card,success,18-06-2024
PAY-9025,ORD-8122,"4,253.00",alipay,success,09/05/2025
PAY-9026,ORD-8898,7523,COD,SUCCESS,2024-07-03
PAY-9027,ORD-2168,"$10,910.00",COD,SUCCESS,13-10-2026
PAY-9028,ORD-2868,15516,wechat,SUCCESS,11-04-2024
PAY-9029,ORD-9153,"2,337.00",alipay,failed,2026-01-25
PAY-9030,ORD-4941,"19,498.00",wechat,SUCCESS,2026-08-24
PAY-9031,ORD-14038,"1,241.00",card,success,21-04-2026
PAY-9032,ORD-8806,4864,wechat,failed,13-09-2025
PAY-9033,ORD-10537,3417,wechat,SUCCESS,2025-11-11
PAY-9034,ORD-11963,1360,COD,success,2025-08-04
PAY-9035,ORD-5839,13651,wechat,SUCCESS,05-09-2024
PAY-9036,ORD-3196,"$19,658.00",card,success,2025-12-09
PAY-9037,ORD-10790,"$2,667.00",wechat,SUCCESS,05/28/2024
PAY-9038,ORD-3786,"$14,538.00",card,SUCCESS,01/15/2025
PAY-9039,ORD-12381,1282,wechat,pending,2026-01-17
PAY-9040,ORD-3127,"$14,968.00",COD,success,2025-07-27
PAY-9041,ORD-6380,"$13,333.00",card,SUCCESS,2026-06-10
PAY-9042,ORD-2039,17883,card,success,2024-08-17
PAY-9043,ORD-12991,"$18,481.00",COD,pending,28-08-2026
PAY-9044,ORD-6524,13481,alipay,SUCCESS,08/06/2024
PAY-9045,ORD-8267,"$11,663.00",COD,SUCCESS,2026-07-17
PAY-9046,ORD-3204,$436.00,wechat,SUCCESS,02/15/2026
PAY-9047,ORD-638,19083,card,SUCCESS,2025-06-08
PAY-9048,ORD-3562,"$6,942.00",wechat,success,2026-01-18
PAY-9049,ORD-6869,9164,COD,success,2025-11-16
PAY-9050,ORD-1370,"12,465.00",wechat,SUCCESS,2024-07-03
PAY-9051,ORD-13038,"$6,250.00",wechat,SUCCESS,09-02-2026
PAY-9052,ORD-7322,13262,card,success,07/09/2025
PAY-9053,ORD-5432,"$7,185.00",COD,success,07/23/2025
PAY-9054,ORD-10173,608.00,card,SUCCESS,04/22/2024
PAY-9055,ORD-6383,514,card,success,2025-09-25
PAY-9056,ORD-9473,19375,card,success,05/28/2024
PAY-9057,ORD-10898,"$11,539.00",alipay,SUCCESS,05/24/2024
PAY-9058,ORD-5530,"$5,004.00",wechat,pending,2026-11-25
PAY-9059,ORD-13046,3331,alipay,pending,27-08-2024
PAY-9060,ORD-12015,$949.00,alipay,success,04/19/2025
PAY-9061,ORD-11212,17462,alipay,success,2024-08-18
PAY-9062,ORD-6861,6990,COD,failed,09/05/2026
PAY-9063,ORD-8273,"17,134.00",alipay,SUCCESS,2026-10-03
PAY-9064,ORD-3397,7926,alipay,failed,01-01-2025
PAY-9065,ORD-14071,"2,105.00",COD,pending,2026-06-03
PAY-9066,ORD-1183,"9,424.00",COD,SUCCESS,2026-07-16
PAY-9067,ORD-10699,$776.00,wechat,success,10/13/2024
PAY-9068,ORD-13894,16452,alipay,pending,06/09/2024
PAY-9069,ORD-6519,"$8,543.00",COD,success,2026-03-20
PAY-9070,ORD-10993,"$12,870.00",COD,pending,02/20/2026
PAY-9071,ORD-14743,"$3,028.00",COD,success,02/23/2025
PAY-9072,ORD-5469,"$8,595.00",COD,pending,2024-10-25
PAY-9073,ORD-1606,9370,wechat,pending,2026-08-07
PAY-9074,ORD-11374,19028,alipay,pending,08/24/2026
PAY-9075,ORD-13366,16517,card,success,12-01-2024
PAY-9076,ORD-7525,"$7,491.00",card,success,12/01/2024
PAY-9077,ORD-8420,"$3,631.00",card,pending,07/17/2024
PAY-9078,ORD-11431,6941,card,pending,2025-05-13
PAY-9079,ORD-14867,"$18,011.00",wechat,pending,06/16/2025
PAY-9080,ORD-6956,"19,716.00",card,pending,2026-08-19
PAY-9081,ORD-714,6874,wechat,pending,07-04-2026
PAY-9082,ORD-8943,16358,COD,success,2026-01-13
PAY-9083,ORD-8480,"$15,162.00",COD,SUCCESS,2025-01-25
PAY-9084,ORD-927,"15,650.00",card,success,21-05-2026
PAY-9085,ORD-4404,2353,card,success,2025-11-19
PAY-9086,ORD-12315,8928,COD,pending,04/13/2026
PAY-9087,ORD-11705,9562,COD,SUCCESS,01-01-2026
PAY-9088,ORD-4609,10386,card,pending,10/16/2025
PAY-9089,ORD-14343,16146,card,pending,2025-06-28
PAY-9090,ORD-2710,"3,124.00",alipay,success,06/13/2026
PAY-9091,ORD-6683,"$2,739.00",card,pending,24-12-2024
PAY-9092,ORD-5939,71,card,success,05/03/2025
PAY-9093,ORD-7820,"1,127.00",COD,SUCCESS,2025-12-10
PAY-9094,ORD-5308,4944,alipay,SUCCESS,10/12/2026
PAY-9095,ORD-14816,11638,card,success,2026-12-06
PAY-9096,ORD-7582,"$4,305.00",wechat,pending,2025-09-13
PAY-9097,ORD-8295,8811,card,success,2024-07-07
PAY-9098,ORD-13887,5599,card,pending,12-03-2024
PAY-9099,ORD-3949,987,wechat,pending,2025-03-11
PAY-9100,ORD-11760,"$10,331.00",alipay,SUCCESS,2024-10-09
PAY-9101,ORD-6143,"$5,745.00",alipay,SUCCESS,23-01-2025
PAY-9102,ORD-14606,"$18,428.00",wechat,pending,16-08-2024
PAY-9103,ORD-1837,3450,COD,success,2024-05-10
PAY-9104,ORD-4293,17682,COD,success,28-04-2025
PAY-9105,ORD-5812,"$16,165.00",card,pending,2026-11-16
PAY-9106,ORD-4449,12511,COD,success,2026-09-10
PAY-9107,ORD-3619,19114,card,success,01/28/2024
PAY-9108,ORD-7389,5589,COD,pending,2024-02-01
PAY-9109,ORD-1221,"$6,681.00",card,pending,10/05/2024
PAY-9110,ORD-3382,"$14,647.00",card,pending,16-03-2026
PAY-9111,ORD-2904,"$12,083.00",COD,SUCCESS,09/25/2024
PAY-9112,ORD-9123,"$1,812.00",COD,pending,04/28/2025
PAY-9113,ORD-5678,11273,alipay,SUCCESS,2024-01-25
PAY-9114,ORD-3592,"9,646.00",card,success,2025-04-27
PAY-9115,ORD-5874,13332,alipay,success,03/05/2024
PAY-9116,ORD-3890,12754,wechat,pending,2025-10-16
PAY-9117,ORD-7255,"18,852.00",COD,success,2025-02-02
PAY-9118,ORD-7120,"6,213.00",alipay,success,2025-12-07
PAY-9119,ORD-3459,2581,COD,success,2024-04-12
PAY-9120,ORD-8937,"$5,812.00",COD,SUCCESS,2026-02-23
PAY-9121,ORD-13060,"17,103.00",alipay,pending,2024-02-23
PAY-9122,ORD-12047,"5,340.00",alipay,SUCCESS,11/03/2026
PAY-9123,ORD-11024,"17,111.00",wechat,SUCCESS,2026-10-13
PAY-9124,ORD-2685,1957,COD,success,2026-08-17
PAY-9125,ORD-8742,"$3,245.00",wechat,success,12/26/2025
PAY-9126,ORD-2824,1058,COD,pending,10/01/2025
PAY-9127,ORD-12883,"13,127.00",COD,SUCCESS,09/24/2026
PAY-9128,ORD-13356,10725,card,pending,03/24/2024
PAY-9129,ORD-5663,13271,COD,SUCCESS,2025-10-17
PAY-9130,ORD-7130,6162,COD,SUCCESS,10/04/2025
PAY-9131,ORD-11008,8031,card,SUCCESS,2025-05-05
PAY-9132,ORD-6446,13317,COD,SUCCESS,06/09/2025
PAY-9133,ORD-6485,9093,alipay,success,11/22/2024
PAY-9134,ORD-8993,"16,279.00",COD,success,2024-08-16
PAY-9135,ORD-3578,7129,alipay,pending,08/17/2026
PAY-9136,ORD-2853,5871,COD,pending,01/19/2026
PAY-9137,ORD-11817,"$8,239.00",alipay,failed,2025-02-25
PAY-9138,ORD-14727,5208,card,success,07/26/2026
PAY-9139,ORD-1274,"15,754.00",card,SUCCESS,13-10-2026
PAY-9140,ORD-12178,5609,alipay,success,27-01-2024
PAY-9141,ORD-11925,$249.00,COD,success,02-02-2026
PAY-9142,ORD-1607,11973,wechat,SUCCESS,2026-06-06
PAY-9143,ORD-12312,"8,112.00",wechat,pending,20-02-2026
PAY-9144,ORD-8567,5140,COD,success,06/07/2025
PAY-9145,ORD-14454,"8,352.00",COD,success,04/23/2024
PAY-9146,ORD-10457,"$14,207.00",COD,SUCCESS,2025-02-09
PAY-9147,ORD-9586,15501,card,SUCCESS,23-10-2026
PAY-9148,ORD-2448,"14,091.00",wechat,SUCCESS,2026-02-18
PAY-9149,ORD-12295,14376,wechat,SUCCESS,2024-07-28
PAY-9150,ORD-5034,"$4,429.00",wechat,SUCCESS,07/21/2024
PAY-9151,ORD-5666,5340,card,success,01/04/2025
PAY-9152,ORD-3820,"6,595.00",alipay,pending,07/13/2024
PAY-9153,ORD-7773,17602,card,success,19-10-2024
