review_id,product_id,customer_id,rating,comment,review_date
RV-957,R-1468,CUST-2420,★4,性价比高,2026-11-07
RV-958,SKU1036,CUST-1105,5,,2024-05-07
RV-959,REF-1083,CUST-3439,★4,,06/23/2024
RV-960,R-1034,CUST-458,4,,2025-12-21
RV-961,REF-1161,CUST-3870,4,性价比高,2025-01-07
RV-962,MD-1299,CUST-124,1,,2024-01-03
RV-963,R-1441,CUST-4386,1,,04/26/2025
RV-964,R-1771,CUST-2317,1,,07/20/2026
RV-965,REF-1185,CUST-1392,2,差评,2025-04-28
RV-966,SKU1452,CUST-412,★4,性价比高,2025-07-10
RV-967,R-1614,CUST-4835,3,物流慢,2025-11-10
RV-968,MD-1682,CUST-4082,1,,2024-10-10
RV-969,REF-1788,CUST-193,4,一般,2026-07-18
RV-970,MD-1634,CUST-4830,4,,2024-01-22
RV-971,R-1562,CUST-1075,★4,,2025-08-16
RV-972,MD-1174,CUST-603,1,,2025-06-10
RV-973,MD-1707,CUST-3251,5,,2025-08-03
RV-974,R-1460,CUST-1358,2,很好,07/14/2025
RV-975,R-1383,CUST-4858,2,性价比高,08/25/2026
RV-976,MD-1542,CUST-1914,★5,物流慢,02/25/2026
RV-977,R-1035,CUST-1032,5,,2026-07-15
RV-978,R-1602,CUST-4130,3,,06/17/2024
RV-979,R-1193,CUST-3734,★5,,04/26/2025
RV-980,REF-1195,CUST-821,★5,性价比高,06/26/2025
RV-981,R-1635,CUST-1534,★5,很好,11/10/2025
RV-982,REF-1785,CUST-4983,★5,,07/15/2024
RV-983,MD-1133,CUST-1073,5,性价比高,04-10-2024
RV-984,MD-1639,CUST-507,★4,,23-10-2024
RV-985,R-1498,CUST-4565,1,,02/24/2025
RV-986,REF-1045,CUST-4447,★5,,2024-08-19
RV-987,R-1739,CUST-2249,5,物流慢,21-06-2024
RV-988,REF-1769,CUST-4670,★4,,06/27/2025
RV-989,R-1108,CUST-2489,1,物流慢,2025-11-13
RV-990,REF-1510,CUST-4729,4,差评,2026-03-09
RV-991,MD-1390,CUST-3275,4,,02/18/2026
RV-992,MD-1207,CUST-4711,★4,物流慢,04/04/2024
RV-993,REF-1261,CUST-298,1,差评,2025-11-19
RV-994,R-1577,CUST-4874,4,一般,27-06-2026
RV-995,REF-1779,CUST-4597,2,差评,2024-09-16
RV-996,R-1641,CUST-404,2,,12/28/2025
RV-997,REF-1214,CUST-648,★5,,16-06-2024
RV-998,SKU1740,CUST-4474,5,,12/13/2025
RV-999,SKU1402,CUST-1592,1,性价比高,04/09/2025
RV-1000,MD-1551,CUST-2440,2,,2025-08-23
RV-1001,REF-1243,CUST-2618,2,,19-12-2026
RV-1002,R-1602,CUST-760,4,物流慢,2024-09-25
RV-1003,SKU1048,CUST-10,3,物流慢,2024-12-01
RV-1004,SKU1784,CUST-3962,3,一般,2025-10-13
RV-1005,MD-1757,CUST-1939,★5,,2025-10-19
RV-1006,R-1034,CUST-4121,★5,差评,2025-08-01
RV-1007,SKU1248,CUST-1713,4,一般,2024-02-24
RV-1008,R-1520,CUST-14,2,,06/14/2026
RV-1009,R-1112,CUST-308,★5,性价比高,2025-09-07
RV-1010,REF-1322,CUST-3440,3,,12/04/2024
RV-1011,R-1437,CUST-1205,1,,2025-10-04
RV-1012,R-1468,CUST-4997,1,差评,28-11-2024
RV-1013,MD-1616,CUST-993,2,,06/03/2024
RV-1014,SKU1762,CUST-99,3,,2024-01-15
RV-1015,MD-1375,CUST-4226,★4,,10/27/2026
RV-1016,SKU1272,CUST-4327,1,,2024-05-28
RV-1017,REF-1319,CUST-1442,5,差评,05-12-2024
RV-1018,REF-1795,CUST-852,★5,,2025-01-19
RV-1019,MD-1798,CUST-888,4,一般,2026-06-12
RV-1020,SKU1713,CUST-2155,4,,03/21/2024
RV-1021,R-1019,CUST-4710,5,,2024-08-19
RV-1022,SKU1547,CUST-3765,2,很好,11/01/2024
RV-1023,R-1748,CUST-2125,2,差评,2025-02-06
RV-1024,REF-1323,CUST-3846,2,一般,03-12-2024
RV-1025,REF-1037,CUST-2169,★4,,2025-02-22
RV-1026,R-1568,CUST-4993,3,,26-08-2025
RV-1027,MD-1522,CUST-2271,4,差评,07/21/2024
RV-1028,REF-1045,CUST-1824,5,,2025-02-22
RV-1029,R-1660,CUST-3929,2,,11-07-2026
RV-1030,SKU1036,CUST-3457,2,性价比高,2026-12-02
RV-1031,R-1562,CUST-3958,★4,差评,2024-12-22
RV-1032,R-1123,CUST-3445,4,差评,2025-03-03
RV-1033,MD-1681,CUST-1870,★5,一般,2025-10-28
RV-1034,R-1025,CUST-4833,1,物流慢,2024-03-16
RV-1035,REF-1226,CUST-3530,5,很好,2025-11-24
RV-1036,SKU1766,CUST-3131,1,,2026-08-24
RV-1037,MD-1006,CUST-4458,3,,2024-11-22
RV-1038,SKU1555,CUST-1793,5,,2025-05-09
RV-1039,REF-1737,CUST-3233,2,差评,09-09-2025
RV-1040,SKU1454,CUST-2125,★5,物流慢,04/27/2024
RV-1041,MD-1792,CUST-1279,3,物流慢,2026-12-24
RV-1042,SKU1271,CUST-3707,★5,,2024-07-22
RV-1043,SKU1144,CUST-1330,4,性价比高,2026-01-26
RV-1044,REF-1292,CUST-4146,2,很好,2024-02-11
RV-1045,REF-1344,CUST-4732,★5,一般,2026-05-19
RV-1046,SKU1402,CUST-4036,2,,2025-01-02
RV-1047,SKU1178,CUST-3725,★5,很好,2024-04-07
RV-1048,SKU1183,CUST-4992,★4,,20-06-2024
RV-1049,SKU1192,CUST-2036,★5,,03/20/2025
RV-1050,REF-1316,CUST-2756,5,,2024-10-07
RV-1051,SKU1603,CUST-3318,4,性价比高,02-05-2026
RV-1052,REF-1116,CUST-663,2,差评,09/10/2024
RV-1053,MD-1303,CUST-2020,★4,物流慢,02-04-2025
RV-1054,MD-1204,CUST-332,1,性价比高,08/06/2024
RV-1055,SKU1424,CUST-4172,2,,08/25/2025
RV-1056,SKU1462,CUST-3058,2,,12-12-2025
RV-1057,REF-1269,CUST-3710,2,,2025-05-28
RV-1058,R-1184,CUST-951,5,差评,10/27/2024
RV-1059,R-1614,CUST-386,4,,01/22/2024
RV-1060,REF-1624,CUST-2700,★5,,08/12/2026
RV-1061,MD-1041,CUST-2270,5,,2026-09-27
RV-1062,REF-1140,CUST-1682,2,物流慢,2024-04-27
RV-1063,R-1590,CUST-416,★4,,2026-01-04
RV-1064,R-1315,CUST-3624,★4,,11/24/2025
RV-1065,R-1377,CUST-557,3,很好,2026-01-27
RV-1066,MD-1615,CUST-3687,4,,2024-11-11
RV-1067,MD-1627,CUST-4029,2,物流慢,03/03/2025
RV-1068,REF-1322,CUST-349,4,,04/09/2026
RV-1069,R-1348,CUST-2581,★5,,06/27/2026
RV-1070,R-1444,CUST-1958,★5,差评,10/02/2025
RV-1071,MD-1428,CUST-528,2,性价比高,2025-07-27
RV-1072,REF-1101,CUST-4021,1,,2025-03-22
RV-1073,REF-1786,CUST-1744,2,,02/08/2026
RV-1074,SKU1513,CUST-4850,5,差评,01/24/2026
RV-1075,REF-1345,CUST-209,★4,差评,2024-12-13
RV-1076,R-1129,CUST-53,★4,差评,04/03/2024
RV-1077,R-1223,CUST-789,1,,2024-02-09
RV-1078,MD-1613,CUST-4531,5,,26-12-2025
RV-1079,SKU1556,CUST-4432,1,,2026-05-15
RV-1080,R-1577,CUST-317,4,,2026-10-25
RV-1081,SKU1469,CUST-2620,4,,07/13/2025
RV-1082,R-1791,CUST-3928,2,物流慢,2024-11-01
RV-1083,MD-1225,CUST-4116,3,,2024-06-25
RV-1084,REF-1135,CUST-1900,5,性价比高,19-09-2024
RV-1085,R-1419,CUST-3423,2,,2026-05-18
RV-1086,REF-1431,CUST-3409,1,,2026-08-20
RV-1087,R-1512,CUST-2832,3,物流慢,07/25/2026
RV-1088,MD-1145,CUST-4744,1,差评,11/21/2025
RV-1089,R-1518,CUST-2584,5,,2025-12-25
RV-1090,MD-1625,CUST-2784,1,物流慢,2024-09-07
RV-1091,SKU1329,CUST-311,5,性价比高,04/27/2024
RV-1092,REF-1629,CUST-4034,★4,一般,2025-01-14
RV-1093,R-1598,CUST-2077,2,,2025-12-14
RV-1094,MD-1434,CUST-4269,4,,2025-03-22
RV-1095,MD-1616,CUST-2864,4,,2025-06-14
RV-1096,REF-1608,CUST-1540,3,,02-01-2026
RV-1097,SKU1649,CUST-3745,2,很好,02/17/2025
RV-1098,SKU1490,CUST-2276,4,物流慢,08/14/2026
RV-1099,MD-1224,CUST-4599,★4,,03/15/2026
RV-1100,REF-1611,CUST-2802,4,一般,2024-07-20
RV-1101,MD-1579,CUST-2430,5,,2026-11-15
RV-1102,SKU1066,CUST-4480,3,性价比高,13-01-2025
RV-1103,MD-1485,CUST-4977,1,,09-12-2026
RV-1104,REF-1294,CUST-1258,3,,2025-11-24
RV-1105,MD-1753,CUST-3082,2,性价比高,08-12-2026
RV-1106,MD-1524,CUST-3573,4,性价比高,01/07/2025
RV-1107,R-1184,CUST-3889,1,一般,08/01/2024
RV-1108,REF-1776,CUST-3730,★5,,2024-07-15
RV-1109,R-1499,CUST-3903,3,一般,02/03/2026
RV-1110,R-1383,CUST-2608,5,物流慢,2025-04-12
RV-1111,MD-1428,CUST-2470,4,差评,27-08-2026
RV-1112,SKU1651,CUST-2157,★4,物流慢,2026-11-04
RV-1113,R-1473,CUST-3411,4,一般,02/21/2024
RV-1114,MD-1798,CUST-1305,★5,性价比高,2026-04-14
RV-1115,SKU1718,CUST-2117,2,性价比高,07/26/2025
RV-1116,REF-1414,CUST-2096,2,性价比高,2026-06-22
RV-1117,R-1500,CUST-2917,5,一般,09/07/2024
RV-1118,SKU1556,CUST-4939,★4,一般,2024-12-04
RV-1119,MD-1692,CUST-3990,5,,2024-05-12
RV-1120,R-1532,CUST-4072,2,,05/28/2025
RV-1121,R-1259,CUST-3824,1,差评,2026-10-25
RV-1122,R-1771,CUST-4976,★5,差评,05/04/2026
RV-1123,MD-1502,CUST-827,★5,,2025-05-16
RV-1124,SKU1134,CUST-3831,★4,一般,12-06-2025
RV-1125,SKU1376,CUST-2734,3,性价比高,2024-01-16
RV-1126,REF-1199,CUST-3469,★4,,12/08/2025
RV-1127,SKU1095,CUST-3203,5,性价比高,06/19/2024
RV-1128,REF-1715,CUST-2372,★4,很好,2024-04-02
RV-1129,MD-1131,CUST-4088,4,,2026-09-20
RV-1130,REF-1554,CUST-731,2,很好,03-02-2025
RV-1131,SKU1580,CUST-4434,3,,06/04/2026
RV-1132,R-1598,CUST-1835,★4,很好,2025-11-16
RV-1133,SKU1642,CUST-106,★5,性价比高,23-06-2025
RV-1134,SKU1128,CUST-4197,★5,差评,2024-07-09
RV-1135,MD-1098,CUST-982,1,,2024-12-09
RV-1136,SKU1649,CUST-3676,★5,物流慢,2026-09-18
RV-1137,REF-1373,CUST-829,1,,02/12/2026
RV-1138,R-1468,CUST-1571,5,,2026-04-07
RV-1139,SKU1744,CUST-4009,★4,,10/10/2025
RV-1140,MD-1482,CUST-753,1,,2026-03-11
RV-1141,REF-1126,CUST-882,2,性价比高,07/13/2025
RV-1142,R-1377,CUST-4012,4,很好,2025-07-28
RV-1143,REF-1536,CUST-2237,1,,18-03-2026
RV-1144,REF-1176,CUST-246,2,很好,15-11-2026
RV-1145,MD-1202,CUST-3557,2,差评,2024-11-14
RV-1146,MD-1522,CUST-64,★5,,2026-11-24
RV-1147,R-1521,CUST-1504,1,,02/15/2026
RV-1148,REF-1514,CUST-343,5,,01/28/2024
RV-1149,R-1646,CUST-2620,1,,2026-03-14
RV-1150,R-1503,CUST-624,★4,,03/19/2025
RV-1151,SKU1055,CUST-4690,1,,02/12/2026
RV-1152,R-1448,CUST-1300,★4,,2025-09-18
RV-1153,MD-1309,CUST-96,3,差评,2024-05-15
RV-1154,R-1184,CUST-2800,5,,2026-09-25
RV-1155,REF-1338,CUST-3520,2,,2025-09-19
RV-1156,REF-1325,CUST-321,3,差评,2026-09-15
RV-1157,SKU1356,CUST-3487,1,性价比高,2025-10-21
RV-1158,REF-1747,CUST-171,3,性价比高,18-07-2026
RV-1159,MD-1142,CUST-3325,1,很好,15-04-2026
RV-1160,SKU1066,CUST-4860,5,差评,2026-06-02
RV-1161,MD-1230,CUST-3318,★5,差评,2026-12-05
RV-1162,REF-1217,CUST-4832,★4,,03/12/2024
RV-1163,REF-1325,CUST-962,3,,10/01/2024
RV-1164,R-1328,CUST-3121,4,物流慢,2026-04-18
RV-1165,MD-1761,CUST-4617,1,,25-07-2024
RV-1166,MD-1258,CUST-3797,4,,09/03/2026
RV-1167,R-1164,CUST-2049,★4,,09-04-2025
RV-1168,MD-1707,CUST-2874,5,,04/25/2026
RV-1169,REF-1243,CUST-3106,★5,很好,10-02-2025
RV-1170,REF-1074,CUST-289,5,,2024-11-04
RV-1171,R-1460,CUST-4626,2,,2024-03-18
RV-1172,R-1288,CUST-4985,4,很好,06-01-2025
RV-1173,SKU1254,CUST-3902,5,,2024-11-26
RV-1174,REF-1319,CUST-2175,3,,2025-11-06
RV-1175,MD-1143,CUST-2370,★4,很好,2025-01-18
RV-1176,REF-1728,CUST-619,★5,,2024-12-22
RV-1177,MD-1145,CUST-4629,1,,01/21/2025
RV-1178,R-1312,CUST-2171,★5,很好,2025-09-20
RV-1179,SKU1470,CUST-362,1,,04/15/2026
RV-1180,SKU1675,CUST-4068,3,,2025-10-08
RV-1181,REF-1005,CUST-3464,2,一般,27-12-2025
RV-1182,REF-1552,CUST-3938,2,很好,2025-08-18
RV-1183,REF-1011,CUST-1825,1,,05/07/2026
RV-1184,SKU1778,CUST-3628,★4,性价比高,08/14/2026
RV-1185,SKU1547,CUST-34,1,物流慢,2025-04-09
RV-1186,SKU1327,CUST-4950,★5,很好,02/19/2026
RV-1187,REF-1313,CUST-809,5,,2025-08-12
RV-1188,SKU1603,CUST-2820,3,,19-04-2024
RV-1189,REF-1432,CUST-4303,★4,,18-07-2025
RV-1190,R-1577,CUST-4835,5,很好,2026-11-28
RV-1191,R-1078,CUST-4381,3,,08/15/2026
RV-1192,R-1013,CUST-2604,4,性价比高,05/07/2025
RV-1193,REF-1294,CUST-4809,5,差评,14-02-2026
RV-1194,SKU1676,CUST-3835,★5,一般,2024-09-21
RV-1195,MD-1517,CUST-3517,3,物流慢,03/26/2024
RV-1196,REF-1737,CUST-3354,2,,2026-08-01
RV-1197,REF-1769,CUST-920,3,很好,2024-09-04
RV-1198,R-1674,CUST-3881,2,性价比高,2025-09-12
RV-1199,R-1296,CUST-2511,★4,很好,2026-05-25
RV-1200,SKU1381,CUST-2968,2,差评,2024-02-20
RV-1201,REF-1709,CUST-1881,★5,一般,2025-10-22
RV-1202,SKU1335,CUST-1593,★5,一般,2026-04-10
RV-1203,SKU1691,CUST-4976,4,性价比高,06-08-2025
RV-1204,SKU1555,CUST-4594,5,,2024-05-21
RV-1205,R-1584,CUST-3010,1,,2025-07-19
RV-1206,SKU1038,CUST-2597,5,差评,20-05-2025
RV-1207,R-1337,CUST-3115,4,,11/20/2026
RV-1208,R-1419,CUST-1852,★4,一般,2024-09-01
RV-1209,SKU1594,CUST-1141,2,一般,11/28/2026
RV-1210,MD-1122,CUST-2486,5,,2026-04-09
RV-1211,R-1290,CUST-2244,1,一般,10/13/2026
RV-1212,REF-1714,CUST-2887,3,,11/16/2024
RV-1213,REF-1092,CUST-1215,★5,差评,2026-03-22
RV-1214,REF-1257,CUST-7,3,一般,2026-04-10
RV-1215,REF-1011,CUST-218,1,一般,07/15/2024
RV-1216,R-1110,CUST-4867,★4,性价比高,04/17/2025
RV-1217,SKU1024,CUST-1542,1,一般,2024-01-08
RV-1218,R-1441,CUST-48,4,一般,08/25/2025
RV-1219,SKU1649,CUST-1703,1,,2025-07-07
RV-1220,REF-1067,CUST-1211,★4,,2024-11-27
RV-1221,SKU1056,CUST-3112,2,物流慢,2026-06-16
RV-1222,SKU1281,CUST-3558,★4,一般,2024-10-02
RV-1223,MD-1122,CUST-716,5,,01-11-2026
RV-1224,SKU1480,CUST-2876,★5,,11/01/2025
RV-1225,REF-1057,CUST-3440,2,性价比高,12/22/2026
RV-1226,SKU1046,CUST-4392,★5,,12/27/2026
RV-1227,MD-1049,CUST-3225,2,,2025-10-22
RV-1228,R-1415,CUST-4333,3,,06-03-2026
RV-1229,REF-1292,CUST-2625,★4,差评,05/12/2024
RV-1230,MD-1181,CUST-2739,5,很好,12/14/2025
RV-1231,REF-1604,CUST-1799,2,,2026-01-16
RV-1232,MD-1017,CUST-4775,2,差评,2024-02-22
RV-1233,R-1430,CUST-4075,2,,08-03-2026
RV-1234,R-1481,CUST-4971,★4,,11/21/2026
RV-1235,REF-1781,CUST-4940,2,差评,2024-01-16
RV-1236,MD-1732,CUST-4507,★4,,2024-01-10
RV-1237,SKU1398,CUST-934,5,很好,2024-05-10
RV-1238,REF-1325,CUST-3965,★5,,2024-01-07
RV-1239,REF-1783,CUST-3286,★5,差评,20-04-2026
RV-1240,REF-1457,CUST-2498,1,,10-07-2026
RV-1241,REF-1566,CUST-98,★4,性价比高,04/05/2024
RV-1242,MD-1220,CUST-3478,5,,10/16/2025
RV-1243,SKU1455,CUST-791,1,,2025-12-10
RV-1244,REF-1688,CUST-2864,3,,02/26/2026
RV-1245,R-1234,CUST-3675,1,物流慢,28-03-2026
RV-1246,SKU1036,CUST-2603,5,一般,15-09-2025
RV-1247,REF-1780,CUST-4740,3,,2026-07-13
RV-1248,MD-1761,CUST-2612,2,,2026-04-24
RV-1249,REF-1799,CUST-4304,3,,2026-08-12
RV-1250,R-1317,CUST-2680,5,,2026-04-21
RV-1251,SKU1723,CUST-3181,3,物流慢,01/24/2024
RV-1252,REF-1101,CUST-2660,★5,,03/22/2024
RV-1253,REF-1211,CUST-1889,3,,28-09-2025
RV-1254,REF-1688,CUST-903,2,,06/11/2024
RV-1255,R-1512,CUST-975,1,,20-09-2026
RV-1256,REF-1126,CUST-2165,2,性价比高,05/14/2025
RV-1257,REF-1111,CUST-2296,1,差评,2024-09-16
RV-1258,MD-1496,CUST-3186,2,一般,2026-11-05
RV-1259,MD-1303,CUST-1038,4,物流慢,26-06-2024
RV-1260,R-1383,CUST-4772,4,差评,2025-07-13
RV-1261,R-1430,CUST-3376,5,,2026-12-24
RV-1262,REF-1510,CUST-1970,2,差评,05-01-2026
RV-1263,REF-1372,CUST-2057,5,,2026-03-11
RV-1264,SKU1031,CUST-4249,5,差评,2026-06-18
RV-1265,REF-1255,CUST-374,1,,04/01/2025
RV-1266,SKU1594,CUST-2077,★5,,2024-08-19
RV-1267,REF-1219,CUST-226,3,,2025-09-06
RV-1268,MD-1447,CUST-4492,1,物流慢,01/06/2026
RV-1269,MD-1240,CUST-4045,3,,2024-05-20
RV-1270,SKU1673,CUST-1641,4,,2025-08-27
RV-1271,SKU1076,CUST-556,5,物流慢,2024-07-12
RV-1272,R-1637,CUST-4578,3,性价比高,2024-10-09
RV-1273,R-1632,CUST-2945,★4,,2026-10-16
RV-1274,REF-1058,CUST-758,4,,2025-04-02
RV-1275,REF-1519,CUST-1034,5,,01/12/2026
RV-1276,SKU1750,CUST-4647,★4,很好,10/03/2025
RV-1277,R-1595,CUST-4273,2,一般,2025-08-13
RV-1278,R-1787,CUST-3562,3,差评,2025-02-07
RV-1279,SKU1424,CUST-2270,3,,11/04/2026
RV-1280,R-1158,CUST-731,1,,20-02-2025
RV-1281,MD-1516,CUST-2550,1,,04/21/2024
RV-1282,REF-1515,CUST-4658,★5,,08/22/2026
RV-1283,REF-1170,CUST-2706,★4,很好,2026-06-13
RV-1284,SKU1357,CUST-1251,5,物流慢,2026-01-04
RV-1285,REF-1394,CUST-4891,★5,,09/23/2024
RV-1286,R-1050,CUST-2794,1,差评,2024-07-24
RV-1287,SKU1718,CUST-6,★5,,05-05-2025
RV-1288,REF-1068,CUST-331,2,,2024-10-20
RV-1289,MD-1165,CUST-1672,5,,2025-10-04
RV-1290,MD-1479,CUST-4390,1,一般,27-06-2026
RV-1291,REF-1554,CUST-3679,★5,很好,01/26/2025
RV-1292,REF-1300,CUST-4696,3,,2024-08-07
RV-1293,REF-1439,CUST-1759,2,很好,05/11/2026
RV-1294,R-1229,CUST-987,2,,03/15/2025
RV-1295,SKU1649,CUST-1464,4,,10/20/2024
RV-1296,R-1312,CUST-733,2,,2025-03-04
RV-1297,MD-1151,CUST-3008,5,,2024-04-25
RV-1298,R-1355,CUST-4456,★5,物流慢,2026-11-18
RV-1299,REF-1063,CUST-1396,★5,,01/10/2026
RV-1300,MD-1390,CUST-430,5,,2026-08-05
RV-1301,MD-1539,CUST-4836,2,,2024-04-12
RV-1302,R-1077,CUST-4020,4,,07/18/2025
RV-1303,R-1330,CUST-3316,4,,2026-05-21
RV-1304,MD-1707,CUST-2764,2,物流慢,2024-06-20
RV-1305,R-1425,CUST-4000,3,差评,10-02-2024
RV-1306,R-1435,CUST-3259,4,一般,2024-12-17
RV-1307,REF-1361,CUST-195,★5,物流慢,2026-02-14
RV-1308,REF-1391,CUST-2424,★5,,2025-12-17
RV-1309,SKU1693,CUST-3796,★4,差评,05/15/2026
RV-1310,SKU1321,CUST-4710,5,物流慢,09-09-2024
RV-1311,REF-1058,CUST-3494,4,,09/17/2024
RV-1312,MD-1191,CUST-4958,3,很好,16-01-2025
RV-1313,REF-1665,CUST-2495,★4,差评,09/22/2026
RV-1314,R-1117,CUST-1464,★4,很好,07/28/2026
RV-1315,REF-1141,CUST-1155,★5,,12/04/2024
RV-1316,MD-1524,CUST-2149,5,,04/06/2026
RV-1317,SKU1341,CUST-3984,2,性价比高,05/01/2025
RV-1318,R-1193,CUST-4871,3,,01/10/2025
RV-1319,REF-1005,CUST-1525,3,,06/26/2025
RV-1320,MD-1240,CUST-3611,4,,2024-01-21
RV-1321,MD-1720,CUST-4203,5,很好,06/07/2025
RV-1322,MD-1597,CUST-2049,2,,2024-02-07
RV-1323,MD-1421,CUST-1680,2,一般,2026-03-14
RV-1324,R-1708,CUST-4195,5,,05/10/2026
RV-1325,REF-1268,CUST-3607,2,物流慢,2025-12-21
RV-1326,REF-1696,CUST-4053,★4,一般,07/01/2026
RV-1327,MD-1436,CUST-2409,1,,03-06-2024
RV-1328,MD-1404,CUST-2154,★5,,2024-06-27
RV-1329,MD-1220,CUST-3398,★4,,17-09-2025
RV-1330,REF-1322,CUST-4221,★4,,2025-04-16
RV-1331,MD-1664,CUST-4596,2,,2024-10-07
RV-1332,REF-1170,CUST-4441,2,物流慢,2025-04-05
RV-1333,REF-1531,CUST-556,★4,,2025-10-17
RV-1334,SKU1231,CUST-3364,1,,03/05/2026
RV-1335,SKU1332,CUST-1071,5,物流慢,2025-02-06
RV-1336,REF-1530,CUST-3452,2,,11/26/2026
RV-1337,MD-1086,CUST-3936,★5,差评,2026-07-06
RV-1338,REF-1706,CUST-1174,5,性价比高,2025-11-12
RV-1339,MD-1717,CUST-1741,★5,,09/28/2025
RV-1340,MD-1004,CUST-2,1,,20-02-2026
RV-1341,REF-1439,CUST-4119,★4,物流慢,2024-03-28
RV-1342,REF-1199,CUST-4398,★4,差评,2025-05-02
RV-1343,R-1545,CUST-2081,3,,03/08/2025
RV-1344,MD-1399,CUST-2078,2,性价比高,09/06/2025
RV-1345,SKU1580,CUST-2236,4,很好,2024-01-13
RV-1346,REF-1008,CUST-3493,★5,,06-03-2025
RV-1347,SKU1784,CUST-4818,★5,物流慢,2025-11-06
RV-1348,R-1328,CUST-3443,★4,一般,06-05-2024
RV-1349,R-1259,CUST-4802,1,性价比高,2026-08-19
RV-1350,SKU1059,CUST-3260,5,,2025-04-24
RV-1351,MD-1542,CUST-603,2,,05/01/2024
RV-1352,R-1120,CUST-4940,★4,很好,2025-02-19
RV-1353,R-1430,CUST-1273,1,,18-11-2024
RV-1354,SKU1265,CUST-2515,★5,很好,03/15/2025
RV-1355,R-1418,CUST-3576,4,,2024-01-07
RV-1356,SKU1059,CUST-3056,2,差评,2025-06-18
RV-1357,SKU1750,CUST-1125,3,,2025-03-10
RV-1358,MD-1746,CUST-1572,★4,性价比高,14-01-2026
RV-1359,REF-1079,CUST-2427,1,,2024-05-18
RV-1360,SKU1118,CUST-782,★4,差评,11/01/2025
RV-1361,SKU1733,CUST-1948,★4,,01/05/2024
RV-1362,MD-1122,CUST-853,2,,03/27/2024
RV-1363,MD-1410,CUST-1644,5,,2026-07-22
RV-1364,R-1468,CUST-3293,★4,,10/24/2025
RV-1365,R-1420,CUST-3514,★5,一般,26-05-2025
RV-1366,MD-1442,CUST-4486,1,,07/28/2026
RV-1367,REF-1068,CUST-4116,4,差评,2026-12-07
RV-1368,R-1415,CUST-3217,3,性价比高,2025-05-23
RV-1369,R-1532,CUST-3601,★5,,2024-08-12
RV-1370,REF-1546,CUST-2915,★5,物流慢,2024-07-10
RV-1371,REF-1715,CUST-4297,3,很好,01/19/2026
RV-1372,MD-1702,CUST-487,★5,,2026-08-08
RV-1373,MD-1052,CUST-2794,5,,04/02/2025
RV-1374,SKU1242,CUST-987,★4,,2025-01-17
RV-1375,MD-1634,CUST-4254,5,,2024-01-10
RV-1376,R-1646,CUST-3868,★4,物流慢,2026-04-03
RV-1377,R-1119,CUST-1845,★4,一般,2024-08-09
RV-1378,REF-1213,CUST-4017,★5,很好,2026-04-21
RV-1379,R-1422,CUST-4635,★4,差评,11/13/2024
RV-1380,SKU1324,CUST-1137,★4,性价比高,2026-08-13
RV-1381,SKU1651,CUST-2620,1,一般,11/24/2025
RV-1382,MD-1798,CUST-3064,4,,01/16/2025
RV-1383,REF-1429,CUST-4080,5,,2026-07-06
RV-1384,MD-1496,CUST-1666,2,,10-02-2025
RV-1385,R-1602,CUST-3791,1,,02/04/2024
RV-1386,REF-1264,CUST-1136,5,一般,2025-06-24
RV-1387,SKU1248,CUST-4009,4,,2025-04-19
RV-1388,R-1386,CUST-4099,5,一般,2025-08-07
RV-1389,MD-1442,CUST-2563,2,性价比高,2025-08-06
RV-1390,R-1013,CUST-385,2,,2024-01-25
RV-1391,SKU1527,CUST-757,★5,一般,2024-12-21
RV-1392,MD-1485,CUST-3203,3,性价比高,2026-03-26
RV-1393,MD-1052,CUST-1003,★4,,23-07-2024
RV-1394,R-1711,CUST-2041,2,,07-09-2026
RV-1395,REF-1307,CUST-558,1,物流慢,19-06-2025
RV-1396,MD-1524,CUST-1543,2,很好,2025-09-03
RV-1397,REF-1552,CUST-1766,4,差评,2025-02-21
RV-1398,SKU1318,CUST-2969,1,,2025-08-01
RV-1399,R-1047,CUST-270,3,,2026-04-11
RV-1400,REF-1244,CUST-1473,4,,11/20/2024
RV-1401,REF-1211,CUST-4751,4,很好,2024-04-13
RV-1402,SKU1398,CUST-1344,1,差评,2026-09-08
RV-1403,R-1495,CUST-4596,★4,很好,2026-06-13
RV-1404,SKU1416,CUST-313,★5,,2026-07-11
RV-1405,REF-1696,CUST-1872,5,,20-01-2025
RV-1406,MD-1670,CUST-3174,1,性价比高,21-02-2026
RV-1407,R-1637,CUST-3094,1,,2025-09-24
RV-1408,REF-1515,CUST-3571,2,性价比高,2024-01-05
RV-1409,R-1520,CUST-1555,★4,一般,2026-03-23
RV-1410,MD-1299,CUST-2907,2,,2025-08-14
RV-1411,MD-1561,CUST-4904,4,,14-09-2025
RV-1412,REF-1176,CUST-4582,2,一般,2025-10-15
RV-1413,MD-1539,CUST-1778,★4,,25-07-2024
RV-1414,REF-1292,CUST-4442,3,,2025-08-25
RV-1415,MD-1399,CUST-494,5,,04/16/2025
RV-1416,REF-1706,CUST-2894,1,一般,12/26/2026
RV-1417,SKU1222,CUST-2434,2,性价比高,10/18/2024
RV-1418,REF-1400,CUST-141,4,很好,2025-09-02
RV-1419,SKU1594,CUST-48,★4,,2026-09-06
