item_id,order_id,product_id,quantity,unit_price,subtotal
OI-27667,ORD-2264,R-1203,1,1316,"$24,329.00"
OI-27668,ORD-3895,MD-1207,6,3110,17 313
OI-27669,ORD-4731,REF-1745,3,"$5,010.00",46980
OI-27670,ORD-1350,MD-1246,8,4387,"$16,452.00"
OI-27671,ORD-12042,REF-1053,2,3979,43 508
OI-27672,ORD-4374,SKU1060,9,"$4,798.00","$29,830.00"
OI-27673,ORD-7407,R-1751,10,2809,21020
OI-27674,ORD-8194,MD-1558,3,3513,"$9,441.00"
OI-27675,ORD-7649,SKU1547,2,"$2,993.00","$24,481.00"
OI-27676,ORD-9981,MD-1485,9,"1 806,00","$38,257.00"
OI-27677,ORD-5076,SKU1095,2,3907,34451
OI-27678,ORD-13842,R-1109,6,4688,"27 652,00"
OI-27679,ORD-743,R-1564,7,1 801,11934
OI-27680,ORD-1613,MD-1142,6,1 640,"44 710,00"
OI-27681,ORD-13996,MD-1208,5,"$1,450.00",29720
OI-27682,ORD-14720,MD-1306,3,1059,"$23,585.00"
OI-27683,ORD-3306,MD-1427,5,4 848,"$42,738.00"
OI-27684,ORD-14923,MD-1467,-5,1867,49833
OI-27685,ORD-13565,REF-1510,1,555,37382
OI-27686,ORD-4856,REF-1199,9,"$3,010.00","$24,904.00"
OI-27687,ORD-1688,R-1350,1,2053,1147
OI-27688,ORD-13462,R-1340,5,3 099,"40 700,00"
OI-27689,ORD-3139,MD-1467,5,585,48689
OI-27690,ORD-5622,R-1182,8,"2 969,00",1885
OI-27691,ORD-13386,MD-1208,1,3786,32 925
OI-27692,ORD-3599,REF-1058,10,$454.00,"$28,804.00"
OI-27693,ORD-10473,REF-1633,3,4366,47728
OI-27694,ORD-3940,SKU1649,6,"$2,202.00",39944
OI-27695,ORD-9230,R-1120,1,2940,35176
OI-27696,ORD-7367,R-1025,7,4030,13 126
OI-27697,ORD-3995,REF-1414,1,2 413,"$15,603.00"
OI-27698,ORD-9306,REF-1550,1,4744,"$46,396.00"
OI-27699,ORD-14335,R-1123,8,"4 859,00",4171
OI-27700,ORD-270,REF-1155,5,4557,26206
OI-27701,ORD-9827,SKU1357,2,1 423,"37 454,00"
OI-27702,ORD-7404,REF-1515,4,1394,1353
OI-27703,ORD-7064,REF-1788,9,"$5,084.00",26158
OI-27704,ORD-11120,REF-1186,1,"$2,878.00",15280
OI-27705,ORD-12582,REF-1378,6,4532,"40 768,00"
OI-27706,ORD-14140,R-1206,-4,$291.00,"5 764,00"
OI-27707,ORD-9822,MD-1390,1,2834,"$7,469.00"
OI-27708,ORD-5869,REF-1779,1,"$2,335.00",19229
OI-27709,ORD-5649,R-1124,6,"$3,354.00",10 439
OI-27710,ORD-13738,SKU1506,8,2394,"20 595,00"
OI-27711,ORD-14046,REF-1412,4,"$1,253.00",40785
OI-27712,ORD-3943,MD-1145,7,"$2,465.00",14 997
OI-27713,ORD-7601,SKU1416,3,"$2,510.00",16793
OI-27714,ORD-7504,SKU1619,2,1151,34937
OI-27715,ORD-5965,REF-1037,10,3881,42420
OI-27716,ORD-10699,R-1438,2,2647,20500
OI-27717,ORD-9026,SKU1506,10,984,29853
OI-27718,ORD-7540,R-1228,2,562,"$11,275.00"
OI-27719,ORD-10655,REF-1063,10,4635,19238
OI-27720,ORD-13961,SKU1452,6,"$1,075.00","$4,064.00"
OI-27721,ORD-10406,SKU1242,-1,"$4,603.00","$28,382.00"
OI-27722,ORD-11627,R-1317,1,"$5,140.00","9 583,00"
OI-27723,ORD-10733,R-1334,1,"$3,614.00","$40,201.00"
OI-27724,ORD-11769,MD-1369,7,"$3,079.00",40398
OI-27725,ORD-11658,MD-1399,7,4266,20442
OI-27726,ORD-11548,REF-1099,2,4030,33345
OI-27727,ORD-11544,REF-1719,7,980,"31 217,00"
OI-27728,ORD-12275,MD-1366,9,"4 951,00",33 777
OI-27729,ORD-9894,REF-1535,1,3283,"$16,747.00"
OI-27730,ORD-13337,R-1446,7,5186,23193
OI-27731,ORD-5644,MD-1022,7,4006,"9 217,00"
OI-27732,ORD-6895,MD-1682,9,2 525,"$47,892.00"
OI-27733,ORD-12152,R-1027,9,2 322,26351
OI-27734,ORD-5170,R-1278,6,"3 734,00",10491
OI-27735,ORD-5990,MD-1212,3,$359.00,"$25,148.00"
OI-27736,ORD-13084,R-1500,4,"$1,229.00","$31,083.00"
OI-27737,ORD-1763,MD-1686,10,2 423,44434
OI-27738,ORD-3222,MD-1379,10,2042,11019
OI-27739,ORD-9734,R-1731,3,"$2,062.00","$48,068.00"
OI-27740,ORD-2809,R-1475,4,$736.00,41157
OI-27741,ORD-7116,REF-1186,7,310,23807
OI-27742,ORD-5805,R-1499,4,"$3,807.00","$49,634.00"
OI-27743,ORD-5240,REF-1273,9,"$4,636.00",22735
OI-27744,ORD-10481,R-1015,6,"$3,172.00",42585
OI-27745,ORD-5258,SKU1572,4,112,27690
OI-27746,ORD-1721,MD-1526,4,"$3,998.00",8 832
OI-27747,ORD-9113,R-1252,10,2 932,"$16,296.00"
OI-27748,ORD-702,SKU1603,1,$594.00,5490
OI-27749,ORD-9396,R-1573,2,$871.00,36 001
OI-27750,ORD-3059,R-1422,6,"$4,946.00",16953
OI-27751,ORD-8452,SKU1277,8,"$4,273.00","$26,287.00"
OI-27752,ORD-4224,MD-1627,1,940,212
OI-27753,ORD-7961,SKU1332,8,4732,"$18,873.00"
OI-27754,ORD-1256,REF-1190,10,3 627,43482
OI-27755,ORD-5687,MD-1692,9,688,"$45,189.00"
OI-27756,ORD-6285,REF-1079,10,4401,"$16,691.00"
OI-27757,ORD-8442,REF-1319,9,3817,8884
OI-27758,ORD-12099,R-1389,5,"$2,048.00",48866
OI-27759,ORD-11749,MD-1410,5,4880,4727
OI-27760,ORD-13840,MD-1638,4,5132,"39 492,00"
OI-27761,ORD-3501,R-1350,4,"$2,142.00",25931
OI-27762,ORD-8076,REF-1255,3,2956,34853
OI-27763,ORD-13487,MD-1212,7,2932,42497
OI-27764,ORD-11801,R-1600,10,"$3,465.00","$4,091.00"
OI-27765,ORD-13684,R-1657,5,4759,26 884
OI-27766,ORD-5319,MD-1299,2,"$2,659.00",19632
OI-27767,ORD-8787,R-1383,9,"$1,193.00",42666
OI-27768,ORD-3939,SKU1713,6,4750,20539
OI-27769,ORD-4124,SKU1343,1,3043,45045
OI-27770,ORD-10522,REF-1099,9,4 239,23527
OI-27771,ORD-2399,R-1157,1,3221,28540
OI-27772,ORD-5305,R-1606,5,1422,"21 012,00"
OI-27773,ORD-294,SKU1036,8,"$1,979.00",12004
OI-27774,ORD-3285,REF-1287,6,1954,"28 749,00"
OI-27775,ORD-4401,MD-1399,10,355,20015
OI-27776,ORD-12504,R-1182,3,"$4,448.00","$38,435.00"
OI-27777,ORD-5683,MD-1647,3,"$1,504.00","$1,399.00"
OI-27778,ORD-11863,R-1015,1,32,"22 380,00"
OI-27779,ORD-12016,MD-1464,8,"994,00",36781
OI-27780,ORD-13963,MD-1246,8,4 936,"$14,838.00"
OI-27781,ORD-9899,SKU1642,10,"$4,927.00",36 946
OI-27782,ORD-1524,REF-1102,3,"$3,433.00",25961
OI-27783,ORD-766,REF-1054,10,4623,6820
OI-27784,ORD-13373,R-1641,2,3140,"$6,526.00"
OI-27785,ORD-7025,REF-1728,3,1621,"6 404,00"
OI-27786,ORD-12282,SKU1750,3,2845,"2 846,00"
OI-27787,ORD-4045,MD-1225,8,1830,"$34,887.00"
OI-27788,ORD-1871,SKU1733,10,"$1,573.00",28937
OI-27789,ORD-12042,R-1545,2,4 448,650
OI-27790,ORD-7362,R-1680,8,"$3,716.00",25359
OI-27791,ORD-14136,R-1383,6,"$1,084.00",21480
OI-27792,ORD-5422,SKU1406,4,2190,43 120
OI-27793,ORD-9284,SKU1069,3,"$5,088.00","31 097,00"
OI-27794,ORD-12284,MD-1538,9,3356,12219
OI-27795,ORD-4694,SKU1357,1,1075,10611
OI-27796,ORD-11769,R-1748,8,2719,20 609
OI-27797,ORD-8464,R-1301,1,"$2,073.00","$28,413.00"
OI-27798,ORD-10061,REF-1786,-5,591,"$5,831.00"
OI-27799,ORD-14246,REF-1457,8,"$1,200.00",19 805
OI-27800,ORD-9631,REF-1688,6,836,47208
OI-27801,ORD-11364,SKU1280,2,"$4,629.00","11 580,00"
OI-27802,ORD-7689,R-1027,6,"1 758,00","$44,570.00"
OI-27803,ORD-4222,SKU1242,4,"38,00","9 590,00"
OI-27804,ORD-10748,R-1025,4,1861,"$1,719.00"
OI-27805,ORD-11171,MD-1627,10,"464,00",30674
OI-27806,ORD-2059,MD-1379,1,4869,37541
OI-27807,ORD-5760,REF-1053,1,4142,"$23,199.00"
OI-27808,ORD-4005,REF-1111,9,"$4,574.00",46 604
OI-27809,ORD-3390,MD-1131,8,"$3,857.00","7 329,00"
OI-27810,ORD-9199,MD-1030,10,"1 617,00",43211
OI-27811,ORD-5619,REF-1728,1,347,15 387
OI-27812,ORD-5348,MD-1549,8,3273,"$31,934.00"
OI-27813,ORD-14966,R-1015,10,29,25585
OI-27814,ORD-1604,SKU1346,3,132,30807
OI-27815,ORD-7992,SKU1310,2,253,33635
OI-27816,ORD-5211,REF-1655,2,3673,"1 287,00"
OI-27817,ORD-9496,SKU1742,8,1960,31 639
OI-27818,ORD-3671,REF-1140,6,1424,"16 547,00"
OI-27819,ORD-12008,REF-1776,4,2 267,13898
OI-27820,ORD-3370,R-1035,9,1 426,12726
OI-27821,ORD-2936,REF-1163,6,4225,27162
OI-27822,ORD-13436,R-1157,2,2 262,"$7,780.00"
OI-27823,ORD-5443,MD-1528,9,"$1,110.00",8518
OI-27824,ORD-9892,SKU1060,10,1783,7 740
OI-27825,ORD-7201,MD-1107,3,4485,44096
OI-27826,ORD-8977,R-1425,4,1150,"2 181,00"
OI-27827,ORD-4486,MD-1729,1,"$1,164.00",23512
OI-27828,ORD-7257,MD-1625,8,"$3,058.00","$34,755.00"
OI-27829,ORD-2183,R-1027,5,2 836,"1 316,00"
OI-27830,ORD-8352,REF-1311,9,3926,45 023
OI-27831,ORD-13991,REF-1554,2,"1 738,00",2895
OI-27832,ORD-12638,SKU1318,1,"$3,522.00","$6,251.00"
OI-27833,ORD-92,R-1108,8,2528,36 983
OI-27834,ORD-8634,MD-1197,5,"910,00",20719
OI-27835,ORD-6798,MD-1387,1,"$4,227.00",3034
OI-27836,ORD-7549,MD-1492,10,"4 946,00","$25,828.00"
OI-27837,ORD-1473,REF-1075,2,3811,13475
OI-27838,ORD-6715,R-1187,1,714,"$48,062.00"
OI-27839,ORD-6977,R-1027,2,2916,"$49,215.00"
OI-27840,ORD-10892,REF-1093,6,1631,48959
OI-27841,ORD-13856,MD-1191,2,1 975,"$22,562.00"
OI-27842,ORD-10962,REF-1412,8,3834,46507
OI-27843,ORD-12104,REF-1699,6,1564,"$22,340.00"
OI-27844,ORD-1275,REF-1141,8,$137.00,"$49,235.00"
OI-27845,ORD-11668,REF-1706,9,588,"$1,424.00"
OI-27846,ORD-9831,SKU1582,5,"$1,684.00","36 506,00"
OI-27847,ORD-2968,REF-1075,10,2209,36150
OI-27848,ORD-13934,R-1315,3,"$4,682.00",29065
OI-27849,ORD-2191,REF-1644,2,4496,13534
OI-27850,ORD-1794,SKU1756,3,3970,"47 012,00"
OI-27851,ORD-14391,SKU1571,5,862,6034
OI-27852,ORD-9905,REF-1737,9,2187,"$49,413.00"
OI-27853,ORD-8286,R-1104,1,697,"6 338,00"
OI-27854,ORD-12072,R-1129,8,"$4,399.00",7955
OI-27855,ORD-2363,SKU1675,2,2304,20816
OI-27856,ORD-5396,REF-1777,8,"2 576,00","$14,078.00"
OI-27857,ORD-8589,MD-1197,7,"$1,732.00",14124
OI-27858,ORD-768,R-1543,1,2504,"$31,323.00"
OI-27859,ORD-5002,REF-1232,5,3014,22920
OI-27860,ORD-475,MD-1638,4,952,"$10,844.00"
OI-27861,ORD-7491,R-1132,10,1919,"29 060,00"
OI-27862,ORD-5030,REF-1684,5,"4 519,00",2381
OI-27863,ORD-14419,R-1350,10,3906,"$37,744.00"
OI-27864,ORD-14725,SKU1059,7,2848,31310
OI-27865,ORD-3762,MD-1303,2,4964,"$47,890.00"
OI-27866,ORD-456,REF-1307,1,3697,19412
OI-27867,ORD-2614,SKU1687,9,$319.00,29 912
OI-27868,ORD-5700,SKU1356,7,$286.00,"4 697,00"
OI-27869,ORD-9857,REF-1256,3,"1 096,00","$26,419.00"
OI-27870,ORD-3010,R-1587,3,917,1646
OI-27871,ORD-7860,SKU1020,9,3 283,26981
OI-27872,ORD-795,MD-1465,6,"3 354,00",11678
OI-27873,ORD-8185,R-1320,9,1409,"$11,361.00"
OI-27874,ORD-13516,SKU1070,-3,"$4,515.00",19257
OI-27875,ORD-5057,R-1388,5,"$4,836.00","$30,451.00"
OI-27876,ORD-3706,REF-1797,7,391,"25 378,00"
OI-27877,ORD-6644,R-1468,4,2508,7005
OI-27878,ORD-13863,REF-1138,2,3831,"$39,864.00"
OI-27879,ORD-2581,SKU1675,9,4693,"$16,135.00"
OI-27880,ORD-5623,SKU1723,1,1860,39337
OI-27881,ORD-5093,MD-1522,-3,"$4,476.00",5161
OI-27882,ORD-5972,MD-1347,4,579,29073
OI-27883,ORD-6265,SKU1740,10,"$4,866.00",38950
OI-27884,ORD-5624,REF-1195,-4,2576,"$4,980.00"
OI-27885,ORD-3239,SKU1756,1,4134,"$27,050.00"
OI-27886,ORD-6970,MD-1207,9,265,"$34,845.00"
OI-27887,ORD-371,SKU1183,7,"937,00","$28,556.00"
OI-27888,ORD-963,REF-1140,10,3816,"9 541,00"
OI-27889,ORD-4804,MD-1246,4,"4 781,00","$5,548.00"
OI-27890,ORD-14850,R-1119,7,604,"$32,116.00"
OI-27891,ORD-6171,MD-1517,5,"$2,396.00",42864
OI-27892,ORD-14026,REF-1008,8,"$1,194.00","$4,963.00"
OI-27893,ORD-12419,SKU1277,1,875,31 012
OI-27894,ORD-1184,SKU1367,6,$356.00,11508
OI-27895,ORD-8252,R-1443,8,2705,"$19,573.00"
OI-27896,ORD-9939,REF-1715,7,3926,14733
OI-27897,ORD-4452,REF-1141,5,4758,"38 326,00"
OI-27898,ORD-9563,SKU1332,10,3592,"44 133,00"
OI-27899,ORD-1829,R-1588,1,"$1,573.00",2221
OI-27900,ORD-6195,MD-1080,2,657,"$30,354.00"
OI-27901,ORD-5422,SKU1642,1,1383,28798
OI-27902,ORD-4317,SKU1480,10,"1 722,00",$476.00
OI-27903,ORD-13575,R-1440,8,3484,16258
OI-27904,ORD-14826,R-1441,10,"$2,778.00",25053
OI-27905,ORD-7880,REF-1780,2,285,39499
OI-27906,ORD-4265,MD-1006,5,3 841,"$21,341.00"
OI-27907,ORD-11868,R-1595,1,2 005,49786
OI-27908,ORD-5626,SKU1402,3,4087,4422
OI-27909,ORD-6444,SKU1368,5,2213,"4 283,00"
OI-27910,ORD-14013,REF-1073,7,"$3,849.00",25 012
OI-27911,ORD-588,REF-1695,9,"1 351,00",3116
OI-27912,ORD-10197,REF-1531,5,473,"$47,126.00"
OI-27913,ORD-10210,SKU1406,9,3857,48483
OI-27914,ORD-584,MD-1204,8,"$3,992.00",43933
OI-27915,ORD-8232,REF-1045,9,"3 881,00","$34,379.00"
OI-27916,ORD-9750,R-1518,2,3822,35415
OI-27917,ORD-1250,REF-1786,2,3261,"36 425,00"
OI-27918,ORD-6217,R-1771,7,"$3,330.00",46795
OI-27919,ORD-14664,SKU1490,9,1231,49322
OI-27920,ORD-11563,R-1383,9,1470,"$28,534.00"
OI-27921,ORD-7805,SKU1416,7,1329,"$37,681.00"
OI-27922,ORD-10163,MD-1387,4,3 165,36 308
OI-27923,ORD-10761,MD-1746,10,$873.00,49390
OI-27924,ORD-13864,R-1631,3,"$1,739.00","$15,162.00"
OI-27925,ORD-4483,REF-1609,10,"$1,481.00",40610
OI-27926,ORD-6613,MD-1433,4,$332.00,9226
OI-27927,ORD-4410,REF-1609,5,"2 631,00",24274
OI-27928,ORD-1472,SKU1506,1,"$1,534.00","$44,084.00"
OI-27929,ORD-1193,MD-1436,10,2456,42498
OI-27930,ORD-4620,REF-1535,10,1222,40507
OI-27931,ORD-8263,R-1129,7,"$1,759.00",35418
OI-27932,ORD-4889,SKU1395,6,3349,22 649
OI-27933,ORD-14549,R-1680,8,4244,19 791
OI-27934,ORD-9831,SKU1656,3,1 671,"$4,068.00"
OI-27935,ORD-12660,MD-1122,6,"$2,047.00","$32,296.00"
OI-27936,ORD-14244,SKU1640,10,1281,"8 778,00"
OI-27937,ORD-3769,SKU1480,7,"$4,655.00",46 242
OI-27938,ORD-8926,SKU1106,9,1644,48701
OI-27939,ORD-7920,SKU1623,3,4942,28081
OI-27940,ORD-9727,MD-1516,1,4163,40210
OI-27941,ORD-1838,MD-1732,10,"4 585,00",1919
OI-27942,ORD-1924,R-1521,4,"$1,015.00",27853
OI-27943,ORD-14985,R-1340,7,2230,23599
OI-27944,ORD-3371,MD-1089,2,"3 104,00","18 687,00"
OI-27945,ORD-1108,R-1236,3,1552,6087
OI-27946,ORD-12923,REF-1058,9,"$5,070.00",16645
OI-27947,ORD-5861,SKU1486,8,852,34668
OI-27948,ORD-10553,MD-1682,1,2557,11 829
OI-27949,ORD-14532,REF-1405,9,438,"130,00"
OI-27950,ORD-4999,R-1386,1,5195,"40 985,00"
OI-27951,ORD-14967,MD-1782,5,"2 971,00","42 860,00"
OI-27952,ORD-4384,SKU1555,2,3 565,"$6,633.00"
OI-27953,ORD-13087,REF-1294,4,807,27 354
OI-27954,ORD-9816,R-1711,2,3089,35100
OI-27955,ORD-3158,R-1488,10,2903,33356
OI-27956,ORD-4067,REF-1217,1,3137,19988
OI-27957,ORD-7615,REF-1094,4,3957,"31 154,00"
OI-27958,ORD-2399,R-1120,5,3 143,19 206
OI-27959,ORD-3230,SKU1778,7,3531,39658
OI-27960,ORD-14338,REF-1633,5,318,5121
OI-27961,ORD-8850,R-1223,4,"$1,014.00",37819
OI-27962,ORD-8180,R-1437,4,2736,21683
OI-27963,ORD-5481,REF-1217,3,2593,19346
OI-27964,ORD-2797,REF-1734,7,"3 440,00",36113
OI-27965,ORD-10121,R-1648,7,4865,"$15,044.00"
OI-27966,ORD-10830,MD-1509,1,1025,42 224
OI-27967,ORD-3198,SKU1248,5,5142,22 953
OI-27968,ORD-3126,MD-1052,8,"$2,367.00",26992
OI-27969,ORD-13499,R-1646,8,"1 535,00",15864
OI-27970,ORD-1044,SKU1326,9,175,1448
OI-27971,ORD-9905,SKU1455,-4,287,7605
OI-27972,ORD-5266,SKU1594,1,"2 138,00",23233
OI-27973,ORD-14497,SKU1342,2,"$3,524.00","36 619,00"
OI-27974,ORD-7452,MD-1789,10,"$1,301.00",36852
OI-27975,ORD-8856,MD-1689,5,1795,"$32,091.00"
OI-27976,ORD-4638,REF-1352,2,2975,"$18,928.00"
OI-27977,ORD-14820,R-1386,2,"5 174,00","$41,160.00"
OI-27978,ORD-8879,SKU1484,8,2780,"$3,947.00"
OI-27979,ORD-626,R-1437,4,2867,"$42,702.00"
OI-27980,ORD-7026,R-1274,6,"2 016,00","$48,416.00"
OI-27981,ORD-6831,REF-1491,5,3 370,6 289
OI-27982,ORD-3003,SKU1445,4,"2 982,00",1986
OI-27983,ORD-8773,MD-1428,9,3168,"25 558,00"
OI-27984,ORD-11227,MD-1613,8,"4 992,00",3334
OI-27985,ORD-4020,REF-1344,9,"$1,201.00","$38,734.00"
OI-27986,ORD-1451,R-1544,1,1 730,"$42,892.00"
OI-27987,ORD-532,R-1312,7,"$1,722.00","1 934,00"
OI-27988,ORD-2306,REF-1788,10,2737,33680
OI-27989,ORD-11772,R-1159,6,"609,00","$10,717.00"
OI-27990,ORD-12595,R-1488,5,1715,21 256
OI-27991,ORD-11555,REF-1696,2,"$4,511.00",38491
OI-27992,ORD-987,MD-1339,5,$162.00,"$44,052.00"
OI-27993,ORD-2774,R-1584,6,"$4,810.00","$25,358.00"
OI-27994,ORD-8021,R-1336,2,"$2,261.00",3003
OI-27995,ORD-4551,MD-1224,5,731,8652
OI-27996,ORD-11814,REF-1068,7,$551.00,29953
OI-27997,ORD-4186,REF-1665,2,"$4,906.00","14 830,00"
OI-27998,ORD-5127,SKU1766,2,2112,7964
OI-27999,ORD-10457,R-1468,9,"$2,200.00",39541
OI-28000,ORD-6972,REF-1005,4,"$2,398.00",44429
OI-28001,ORD-123,REF-1256,9,"$4,233.00",37606
OI-28002,ORD-13838,SKU1653,3,"399,00",45659
OI-28003,ORD-1533,R-1635,1,3515,28 586
OI-28004,ORD-12537,MD-1052,6,"$1,878.00","$40,208.00"
OI-28005,ORD-1728,MD-1516,8,4671,26582
OI-28006,ORD-8676,MD-1006,5,3142,27611
OI-28007,ORD-6582,SKU1484,7,517,26687
OI-28008,ORD-8247,R-1796,8,2488,"$21,248.00"
OI-28009,ORD-7930,MD-1551,3,1755,26416
OI-28010,ORD-3385,MD-1210,1,4504,36761
OI-28011,ORD-10829,R-1383,7,"$4,918.00",25551
OI-28012,ORD-10127,REF-1777,5,236,46 146
OI-28013,ORD-14545,REF-1655,10,2201,30918
OI-28014,ORD-1022,SKU1693,5,"$3,188.00",22083
OI-28015,ORD-7267,SKU1601,6,"$1,686.00",12 438
OI-28016,ORD-13314,MD-1374,2,$882.00,"$49,689.00"
OI-28017,ORD-371,R-1013,9,1852,"16 603,00"
OI-28018,ORD-3116,R-1289,9,$641.00,20 261
OI-28019,ORD-9200,REF-1540,2,3196,12199
OI-28020,ORD-5766,REF-1775,1,"286,00",41975
OI-28021,ORD-3476,SKU1462,6,"$4,020.00","$10,964.00"
OI-28022,ORD-8688,REF-1412,6,"$3,333.00",47354
OI-28023,ORD-14740,SKU1332,5,2 460,35350
OI-28024,ORD-11183,R-1267,8,5130,"$23,656.00"
OI-28025,ORD-11209,REF-1745,1,"$2,792.00","12 288,00"
OI-28026,ORD-4379,REF-1294,6,2503,24685
OI-28027,ORD-6114,SKU1763,2,913,41114
OI-28028,ORD-12283,SKU1570,4,4777,22076
OI-28029,ORD-12427,R-1700,8,2608,25707
OI-28030,ORD-1798,SKU1413,3,1 157,16 980
OI-28031,ORD-6240,MD-1726,9,2032,27509
OI-28032,ORD-7752,MD-1089,8,$424.00,37 431
OI-28033,ORD-10447,REF-1008,5,3977,"32 063,00"
OI-28034,ORD-3624,R-1047,1,$196.00,6106
OI-28035,ORD-188,SKU1794,6,"1 751,00",23 212
OI-28036,ORD-13463,R-1680,7,4106,41791
OI-28037,ORD-11029,REF-1378,5,4801,12425
OI-28038,ORD-4122,R-1503,5,2965,43
OI-28039,ORD-13336,MD-1464,9,"$2,246.00","$39,624.00"
OI-28040,ORD-6718,SKU1231,1,4279,40956
OI-28041,ORD-11292,R-1019,3,"$1,147.00",34657
OI-28042,ORD-6101,SKU1668,4,"$1,804.00",24739
OI-28043,ORD-8805,R-1419,5,5017,"$40,205.00"
OI-28044,ORD-452,MD-1482,4,2503,30491
OI-28045,ORD-13053,R-1109,9,2955,37356
OI-28046,ORD-4905,REF-1099,6,2545,"$26,844.00"
OI-28047,ORD-12349,MD-1151,5,2736,25853
OI-28048,ORD-10494,R-1348,2,322,10367
OI-28049,ORD-6388,REF-1075,4,2639,25037
OI-28050,ORD-12368,R-1481,2,2078,"$10,844.00"
OI-28051,ORD-211,REF-1101,-1,394,"$13,870.00"
OI-28052,ORD-4125,R-1565,2,4 390,35 996
OI-28053,ORD-4734,MD-1131,7,"$2,832.00","$46,715.00"
OI-28054,ORD-5643,MD-1501,5,908,"1 249,00"
OI-28055,ORD-1351,REF-1709,9,505,26463
OI-28056,ORD-13061,R-1078,5,"$2,483.00",35 266
OI-28057,ORD-605,R-1711,6,"$1,947.00","$27,216.00"
OI-28058,ORD-14869,MD-1561,6,331,12769
OI-28059,ORD-12216,REF-1111,5,2109,39070
OI-28060,ORD-5631,REF-1094,6,2709,31754
OI-28061,ORD-2314,MD-1358,10,"$1,269.00",15 105
OI-28062,ORD-9406,MD-1581,1,"$4,064.00","$22,744.00"
OI-28063,ORD-4983,MD-1250,5,3 660,"18 700,00"
OI-28064,ORD-8348,R-1295,5,"$1,939.00",32915
OI-28065,ORD-10704,REF-1697,9,3035,"46 046,00"
OI-28066,ORD-10383,REF-1263,5,"1 818,00",17113
OI-28067,ORD-223,MD-1761,5,1 284,22591
OI-28068,ORD-12724,SKU1668,5,2675,8431
OI-28069,ORD-8428,R-1725,9,4823,31 313
OI-28070,ORD-4205,REF-1166,4,36,32889
OI-28071,ORD-4395,R-1703,5,3689,40 154
OI-28072,ORD-60,SKU1031,10,1848,45497
OI-28073,ORD-10428,MD-1551,4,2671,"$29,819.00"
OI-28074,ORD-4271,MD-1467,7,751,"$8,881.00"
OI-28075,ORD-3648,SKU1617,9,2106,25516
OI-28076,ORD-5863,SKU1423,9,"3 650,00","$24,813.00"
OI-28077,ORD-7340,REF-1644,1,3004,"26 011,00"
OI-28078,ORD-14005,R-1189,10,"5 063,00",23285
OI-28079,ORD-1511,MD-1526,3,4032,12861
OI-28080,ORD-6293,SKU1723,7,3714,13125
OI-28081,ORD-3796,MD-1204,9,1410,"$37,859.00"
OI-28082,ORD-4023,REF-1244,10,"$1,482.00","$35,240.00"
OI-28083,ORD-10778,REF-1401,9,3 777,"24 822,00"
OI-28084,ORD-11204,R-1050,6,3548,$527.00
OI-28085,ORD-7248,SKU1277,10,"$3,852.00","$18,167.00"
OI-28086,ORD-10366,SKU1192,4,4969,12859
OI-28087,ORD-12932,REF-1514,10,"$3,724.00",32195
OI-28088,ORD-11747,REF-1213,1,928,"$31,768.00"
OI-28089,ORD-13601,SKU1095,5,"$2,738.00",3251
OI-28090,ORD-213,MD-1724,4,530,36724
OI-28091,ORD-3407,R-1446,8,"$2,307.00","48 209,00"
OI-28092,ORD-4542,REF-1529,4,$41.00,"$10,235.00"
OI-28093,ORD-8977,REF-1765,9,2034,32
OI-28094,ORD-12460,R-1614,3,"$1,062.00","46 718,00"
OI-28095,ORD-12278,R-1660,4,"$3,767.00",15 321
OI-28096,ORD-8560,REF-1126,3,2462,1093
OI-28097,ORD-4941,R-1567,9,1664,"$14,367.00"
OI-28098,ORD-12670,R-1164,6,4 995,36951
OI-28099,ORD-14993,SKU1183,9,1624,"$24,068.00"
OI-28100,ORD-2372,R-1013,2,1 827,36807
OI-28101,ORD-2,REF-1313,3,1354,"20 137,00"
OI-28102,ORD-5733,R-1110,1,947,23 325
OI-28103,ORD-9210,SKU1601,10,2241,"11 822,00"
OI-28104,ORD-5146,R-1193,7,"$4,376.00","$29,460.00"
OI-28105,ORD-3867,SKU1280,6,"$3,875.00","$30,450.00"
OI-28106,ORD-12314,R-1448,9,2149,$967.00
OI-28107,ORD-6508,REF-1777,1,3500,"$23,640.00"
OI-28108,ORD-8838,R-1498,7,"$2,372.00","10 300,00"
OI-28109,ORD-1096,REF-1737,8,5080,"$28,898.00"
OI-28110,ORD-8025,MD-1464,5,"$1,162.00","$2,528.00"
OI-28111,ORD-353,SKU1603,5,"$1,578.00","$27,530.00"
OI-28112,ORD-1733,MD-1282,3,4518,27199
OI-28113,ORD-5819,REF-1401,6,4281,"$20,354.00"
OI-28114,ORD-13874,REF-1483,5,"$1,663.00","$19,348.00"
OI-28115,ORD-13054,REF-1232,5,"$3,314.00","$15,735.00"
OI-28116,ORD-4310,MD-1458,1,3725,"35 078,00"
OI-28117,ORD-8432,REF-1560,9,"$2,877.00","$31,488.00"
OI-28118,ORD-9575,R-1602,10,968,27842
OI-28119,ORD-263,REF-1697,5,$823.00,"$45,351.00"
OI-28120,ORD-7830,R-1252,6,"2 859,00","$35,683.00"
OI-28121,ORD-14226,MD-1250,2,"$2,635.00",49 883
OI-28122,ORD-965,R-1666,7,$36.00,"$46,340.00"
