shipment_id,order_id,shipped_date,delivered_date,carrier,delivery_days
SH-5389,ORD-9646,08/18/2024,2025-08-09,圆通,1
SH-5390,ORD-13623,07/18/2025,2026-05-18,顺丰,7
SH-5391,ORD-8110,01-09-2026,2025-03-15,圆通,18
SH-5392,ORD-1949,09/15/2024,22-01-2026,京东物流,1
SH-5393,ORD-561,2025-05-25,10/25/2026,圆通,4
SH-5394,ORD-689,09/26/2025,05-09-2025,邮政,2
SH-5395,ORD-9860,07/11/2024,2026-08-25,中通,8
SH-5396,ORD-14475,08-01-2025,2024-01-04,邮政,2
SH-5397,ORD-1056,17-10-2025,2024-03-23,邮政,4
SH-5398,ORD-6819,06/27/2024,2024-02-17,邮政,7
SH-5399,ORD-11442,14-04-2026,09/19/2024,中通,2
SH-5400,ORD-11783,03/01/2026,2026-01-04,顺丰,7
SH-5401,ORD-3518,16-07-2026,12-04-2025,圆通,2
SH-5402,ORD-14913,01/15/2024,2025-03-17,中通,5
SH-5403,ORD-13156,05/22/2024,2025-06-05,圆通,7
SH-5404,ORD-6127,2025-08-25,02/13/2026,中通,5
SH-5405,ORD-5623,2024-03-23,2026-02-25,邮政,1
SH-5406,ORD-8984,2026-04-02,2024-09-04,邮政,1
SH-5407,ORD-7730,2025-11-24,11/02/2025,顺丰,3
SH-5408,ORD-4078,03/13/2025,05/27/2026,邮政,4
SH-5409,ORD-7493,10-02-2026,03/10/2025,邮政,2
SH-5410,ORD-3968,2025-12-26,11/25/2025,顺丰,4
SH-5411,ORD-13301,2025-12-13,02/08/2026,中通,4
SH-5412,ORD-14631,2024-01-17,12-05-2024,顺丰,6
SH-5413,ORD-7935,2025-06-26,06/04/2024,顺丰,7
SH-5414,ORD-11357,07/02/2026,2026-05-14,京东物流,1
SH-5415,ORD-12351,12/02/2025,2024-10-22,圆通,29
SH-5416,ORD-13022,2026-10-25,2024-03-19,京东物流,2
SH-5417,ORD-1058,2026-03-21,2026-10-13,顺丰,3
SH-5418,ORD-5316,2025-04-07,2026-01-20,中通,7
SH-5419,ORD-5203,11/06/2026,2026-06-10,圆通,5
SH-5420,ORD-437,2025-10-26,2025-05-23,京东物流,5
SH-5421,ORD-2188,22-09-2025,11-11-2025,圆通,3
SH-5422,ORD-13174,2025-02-13,2026-09-06,圆通,3
SH-5423,ORD-3297,2024-01-17,2026-02-21,圆通,5
SH-5424,ORD-14606,2026-05-08,01/12/2025,顺丰,2
SH-5425,ORD-10024,07/06/2024,12-09-2026,邮政,2
SH-5426,ORD-2087,12-03-2026,01/22/2025,顺丰,4
SH-5427,ORD-11088,2025-01-27,2024-02-28,顺丰,5
SH-5428,ORD-5557,04/26/2025,2025-01-25,中通,2
SH-5429,ORD-1398,2024-04-28,2024-06-09,邮政,1
SH-5430,ORD-3332,2026-06-24,2026-06-25,京东物流,5
SH-5431,ORD-14233,2024-05-19,27-09-2024,圆通,1
SH-5432,ORD-9211,2025-03-13,2025-03-20,邮政,6
SH-5433,ORD-401,2025-02-08,2024-07-03,邮政,3
SH-5434,ORD-5752,22-09-2024,2025-06-27,中通,6
SH-5435,ORD-6571,2025-12-22,09-06-2026,京东物流,1
SH-5436,ORD-4044,11/04/2026,2025-12-01,顺丰,5
SH-5437,ORD-11630,11-01-2026,08/05/2026,京东物流,6
SH-5438,ORD-14904,2026-03-19,25-05-2026,中通,7
SH-5439,ORD-11224,2024-01-23,08/06/2024,圆通,24
SH-5440,ORD-14936,2025-04-13,2026-09-20,中通,28
SH-5441,ORD-13723,2024-05-11,2026-05-13,顺丰,3
SH-5442,ORD-7936,21-08-2026,2025-01-04,中通,5
SH-5443,ORD-1107,19-09-2026,2025-04-13,邮政,5
SH-5444,ORD-8857,2024-02-25,03/24/2025,邮政,7
SH-5445,ORD-14486,2026-08-27,2025-01-24,京东物流,5
SH-5446,ORD-8342,2025-04-13,09-05-2025,中通,12
SH-5447,ORD-2968,08/17/2026,2025-10-12,中通,4
SH-5448,ORD-606,2024-05-23,12/10/2025,邮政,6
SH-5449,ORD-10763,2026-04-02,04/08/2026,邮政,5
SH-5450,ORD-6034,11/24/2026,23-02-2026,顺丰,4
SH-5451,ORD-627,27-03-2024,01/24/2025,中通,7
SH-5452,ORD-8801,2025-03-06,05/26/2025,京东物流,5
SH-5453,ORD-881,2024-11-12,13-04-2024,邮政,2
SH-5454,ORD-7449,09-06-2025,28-04-2025,京东物流,3
SH-5455,ORD-1465,04/13/2024,2024-10-20,邮政,2
SH-5456,ORD-5242,2024-03-16,16-12-2025,圆通,3
SH-5457,ORD-4388,2024-10-12,2024-01-21,邮政,4
SH-5458,ORD-9958,2024-07-25,20-02-2025,京东物流,1
SH-5459,ORD-8519,04/19/2025,26-09-2024,京东物流,1
SH-5460,ORD-12452,2025-01-26,2025-05-07,中通,21
SH-5461,ORD-3692,2026-05-04,24-02-2025,邮政,3
SH-5462,ORD-14703,2025-07-21,2025-05-07,邮政,5
SH-5463,ORD-2532,2025-12-22,2025-02-08,邮政,5
SH-5464,ORD-8286,23-02-2026,2024-08-16,中通,6
SH-5465,ORD-7034,11-11-2026,2025-10-22,京东物流,7
SH-5466,ORD-7433,2024-03-23,05/12/2025,京东物流,4
SH-5467,ORD-10656,2026-08-23,2024-09-03,京东物流,3
SH-5468,ORD-7532,2024-02-24,04-12-2025,圆通,5
SH-5469,ORD-14448,2025-11-21,2025-04-15,圆通,2
SH-5470,ORD-8812,2024-11-27,05/14/2024,中通,5
SH-5471,ORD-14450,2025-11-12,2026-12-11,邮政,1
SH-5472,ORD-3354,2024-05-07,2026-10-08,京东物流,4
SH-5473,ORD-4598,11/16/2026,2025-03-11,圆通,6
SH-5474,ORD-6547,10/24/2024,2026-02-11,中通,6
SH-5475,ORD-7299,2024-03-01,01/04/2025,顺丰,7
SH-5476,ORD-11807,06/03/2025,10/26/2024,顺丰,7
SH-5477,ORD-7751,03/24/2024,01/06/2024,邮政,4
SH-5478,ORD-10359,2026-08-24,16-03-2026,中通,1
SH-5479,ORD-5527,07-04-2024,08/18/2024,顺丰,4
SH-5480,ORD-6963,10/15/2024,13-02-2024,邮政,2
SH-5481,ORD-57,10-04-2025,06/16/2026,圆通,4
SH-5482,ORD-7630,09/24/2026,2025-01-13,中通,6
SH-5483,ORD-5053,08/08/2024,2026-12-26,邮政,1
SH-5484,ORD-12718,01/04/2024,11/12/2026,顺丰,3
SH-5485,ORD-3373,2026-08-28,04/19/2024,中通,5
SH-5486,ORD-10610,2026-11-06,21-12-2024,中通,1
SH-5487,ORD-9934,01/07/2025,11/03/2026,邮政,5
SH-5488,ORD-5809,2026-03-15,06/09/2026,邮政,2
SH-5489,ORD-8615,2025-02-15,2024-03-24,邮政,5
SH-5490,ORD-11993,2024-01-06,08-11-2026,邮政,3
SH-5491,ORD-8618,01/17/2026,2026-03-16,顺丰,3
SH-5492,ORD-10476,02/12/2025,12/10/2024,邮政,5
SH-5493,ORD-1034,2025-10-03,10/07/2025,京东物流,6
SH-5494,ORD-8598,07/20/2024,2026-09-16,圆通,1
SH-5495,ORD-14222,2024-06-26,2025-05-24,京东物流,5
SH-5496,ORD-10840,2025-07-23,20-07-2024,中通,4
SH-5497,ORD-8690,03/11/2026,04/24/2025,邮政,7
SH-5498,ORD-11334,2024-09-09,2026-06-19,京东物流,4
SH-5499,ORD-2238,2025-10-02,08-12-2025,京东物流,11
SH-5500,ORD-9328,2025-09-22,2025-11-08,顺丰,5
SH-5501,ORD-4426,2026-06-23,05/27/2025,京东物流,5
SH-5502,ORD-7783,02/09/2025,06/23/2025,顺丰,4
SH-5503,ORD-10909,2025-11-18,19-07-2025,圆通,25
SH-5504,ORD-2968,06/20/2024,2024-10-14,邮政,2
SH-5505,ORD-13742,2024-06-26,2025-10-03,中通,1
SH-5506,ORD-5443,11/25/2024,2024-05-22,京东物流,5
SH-5507,ORD-9,07/19/2026,28-07-2024,中通,5
SH-5508,ORD-3896,03-10-2026,2025-09-17,邮政,2
SH-5509,ORD-9037,07/18/2025,2024-07-14,顺丰,4
SH-5510,ORD-3862,03-05-2024,2024-11-04,圆通,7
SH-5511,ORD-7150,04/04/2026,05/06/2026,京东物流,4
SH-5512,ORD-14588,13-03-2024,04-02-2025,中通,7
SH-5513,ORD-11592,2024-01-10,05/11/2025,邮政,6
SH-5514,ORD-14515,2024-08-08,2024-04-10,京东物流,7
SH-5515,ORD-10562,2024-02-02,2026-03-24,顺丰,4
SH-5516,ORD-2242,2025-08-24,2024-02-09,顺丰,4
SH-5517,ORD-5861,04-12-2024,20-02-2024,中通,2
SH-5518,ORD-1289,2024-06-13,2025-08-21,京东物流,4
SH-5519,ORD-1512,08/11/2026,07-03-2026,顺丰,5
SH-5520,ORD-7139,09/12/2026,01/08/2026,顺丰,6
SH-5521,ORD-8187,2025-12-14,21-06-2026,顺丰,1
SH-5522,ORD-9005,07/16/2026,2025-12-16,中通,3
SH-5523,ORD-9191,2026-03-21,2024-06-03,顺丰,7
SH-5524,ORD-7086,2026-02-23,08/20/2025,京东物流,2
SH-5525,ORD-7903,2026-06-20,2024-09-23,圆通,6
SH-5526,ORD-12714,06-08-2025,2026-07-26,圆通,5
SH-5527,ORD-2754,08/07/2026,2026-01-02,中通,7
SH-5528,ORD-6806,04-09-2024,12/20/2026,圆通,2
SH-5529,ORD-3664,2026-02-14,2026-03-14,京东物流,5
SH-5530,ORD-8650,06-05-2025,11/24/2026,京东物流,5
SH-5531,ORD-387,07-08-2025,01/28/2024,圆通,1
SH-5532,ORD-14150,2026-07-11,2025-11-08,圆通,1
SH-5533,ORD-12603,19-12-2024,2025-05-23,中通,4
SH-5534,ORD-14175,21-06-2024,08/16/2024,京东物流,2
SH-5535,ORD-470,01/25/2026,2026-09-26,圆通,3
SH-5536,ORD-13015,05-05-2025,05/11/2024,邮政,4
SH-5537,ORD-2236,2025-08-08,08/09/2025,邮政,5
SH-5538,ORD-3085,10/08/2025,2025-05-19,顺丰,3
SH-5539,ORD-8945,2026-02-17,26-08-2024,邮政,5
SH-5540,ORD-5742,06-06-2025,2024-03-28,邮政,6
SH-5541,ORD-549,06/05/2026,2024-12-15,京东物流,10
SH-5542,ORD-11917,2025-02-28,02/09/2025,中通,5
SH-5543,ORD-1198,2026-12-16,2026-08-17,邮政,1
SH-5544,ORD-2609,09/08/2024,01/28/2026,中通,4
SH-5545,ORD-1694,16-03-2025,2025-07-24,圆通,1
SH-5546,ORD-13897,10/26/2024,2026-06-18,京东物流,3
SH-5547,ORD-12087,10/23/2026,03/24/2026,京东物流,2
SH-5548,ORD-1606,07/23/2026,2025-08-17,圆通,1
SH-5549,ORD-6391,13-05-2026,11/27/2024,圆通,2
SH-5550,ORD-12424,11/18/2024,05/09/2024,圆通,3
SH-5551,ORD-3767,2024-06-01,2025-04-22,圆通,6
SH-5552,ORD-4092,2026-09-26,2026-01-08,中通,14
SH-5553,ORD-11633,01/13/2025,2024-12-14,中通,5
SH-5554,ORD-725,08/02/2026,2026-02-06,顺丰,28
SH-5555,ORD-9755,07-06-2024,2024-03-28,邮政,10
SH-5556,ORD-5881,2024-11-25,2024-10-18,中通,1
SH-5557,ORD-14826,10/19/2025,20-08-2026,京东物流,4
SH-5558,ORD-5083,11/27/2024,2025-06-21,京东物流,4
SH-5559,ORD-12915,2025-12-14,12/21/2025,圆通,2
SH-5560,ORD-6946,05/06/2026,2026-11-08,顺丰,1
SH-5561,ORD-5170,03-06-2024,2024-10-17,顺丰,6
SH-5562,ORD-1237,2026-06-10,2024-02-05,中通,6
SH-5563,ORD-3175,10/07/2024,09/02/2024,顺丰,1
SH-5564,ORD-8290,05-09-2025,2024-02-07,中通,12
SH-5565,ORD-7867,2025-05-05,12/18/2025,邮政,7
SH-5566,ORD-12367,2025-01-25,2026-07-07,京东物流,1
SH-5567,ORD-11113,2025-08-16,01-01-2024,圆通,4
SH-5568,ORD-1913,2024-06-17,2026-09-12,中通,7
SH-5569,ORD-10063,01/13/2026,05-11-2025,顺丰,2
SH-5570,ORD-5298,2024-11-08,2025-01-08,邮政,3
SH-5571,ORD-14228,2024-02-17,07-11-2025,京东物流,1
SH-5572,ORD-7191,04-04-2025,03/25/2026,圆通,5
SH-5573,ORD-1456,2025-08-06,04/28/2026,中通,7
SH-5574,ORD-6945,2026-09-17,02/18/2024,顺丰,17
SH-5575,ORD-12518,2024-05-10,2024-02-08,顺丰,11
SH-5576,ORD-7485,10/28/2024,2025-10-07,顺丰,4
SH-5577,ORD-14435,01/15/2025,27-02-2025,顺丰,6
SH-5578,ORD-11747,2025-02-11,2025-10-25,中通,3
SH-5579,ORD-10316,20-09-2025,26-05-2026,中通,6
SH-5580,ORD-3286,03/19/2025,2024-02-20,邮政,4
SH-5581,ORD-3084,16-01-2026,2025-11-05,顺丰,7
SH-5582,ORD-2248,2026-11-08,12/17/2025,邮政,5
SH-5583,ORD-13261,19-03-2024,14-05-2026,圆通,4
SH-5584,ORD-8070,2026-11-15,01/26/2025,中通,4
SH-5585,ORD-11807,08/10/2026,2025-04-02,圆通,5
SH-5586,ORD-13753,2024-06-12,18-04-2024,顺丰,3
SH-5587,ORD-14456,07/06/2026,19-04-2025,邮政,1
SH-5588,ORD-3771,02-12-2025,07-01-2025,邮政,26
SH-5589,ORD-10387,20-07-2025,2025-07-25,圆通,1
SH-5590,ORD-4725,02/06/2024,02/27/2024,圆通,10
SH-5591,ORD-3635,2024-10-21,2026-02-27,京东物流,3
SH-5592,ORD-14818,20-01-2026,06/10/2024,中通,9
SH-5593,ORD-5233,23-05-2026,09-07-2024,中通,4
SH-5594,ORD-5864,2025-08-13,13-11-2025,京东物流,5
SH-5595,ORD-1025,2026-12-08,16-12-2024,顺丰,3
SH-5596,ORD-11366,2024-11-22,09/23/2026,顺丰,4
SH-5597,ORD-1548,11-07-2025,2025-06-15,邮政,16
SH-5598,ORD-5901,12/23/2026,02/07/2024,顺丰,4
SH-5599,ORD-6148,2025-03-14,25-01-2024,顺丰,4
SH-5600,ORD-11887,02/26/2024,2024-03-28,中通,1
SH-5601,ORD-3080,2026-07-01,2025-03-20,邮政,5
SH-5602,ORD-4992,14-11-2026,09-10-2026,顺丰,5
SH-5603,ORD-7228,2026-05-16,06/06/2024,京东物流,7
SH-5604,ORD-13695,2025-12-15,2024-04-20,圆通,7
SH-5605,ORD-9394,11-04-2025,2025-06-22,中通,6
SH-5606,ORD-10662,03-11-2025,2026-09-10,京东物流,3
SH-5607,ORD-12626,21-08-2025,25-02-2025,圆通,3
SH-5608,ORD-5830,26-06-2024,06-03-2024,京东物流,4
SH-5609,ORD-14057,2024-10-19,2026-06-23,顺丰,2
SH-5610,ORD-1556,01/16/2025,2026-09-19,中通,6
SH-5611,ORD-5007,2024-01-04,05/19/2025,顺丰,5
SH-5612,ORD-5029,2026-07-04,12/11/2025,顺丰,7
SH-5613,ORD-1564,09-10-2024,2025-07-26,圆通,7
SH-5614,ORD-6333,2026-04-20,07/13/2024,顺丰,6
SH-5615,ORD-9938,2025-09-11,2025-05-10,圆通,5
SH-5616,ORD-3277,2025-10-20,04/05/2024,邮政,3
SH-5617,ORD-11023,2024-11-28,2026-04-12,京东物流,3
SH-5618,ORD-642,2025-07-23,21-03-2024,京东物流,5
SH-5619,ORD-8265,2024-10-08,11/10/2024,圆通,3
SH-5620,ORD-6145,03/15/2024,2024-07-03,邮政,2
SH-5621,ORD-659,2025-09-03,2025-05-08,顺丰,1
SH-5622,ORD-6032,27-03-2026,04/07/2026,邮政,3
SH-5623,ORD-10275,01/01/2024,02/17/2026,圆通,6
SH-5624,ORD-4096,14-01-2026,2025-12-01,京东物流,7
SH-5625,ORD-13748,12/15/2026,2025-11-01,京东物流,2
SH-5626,ORD-4657,2025-09-12,2024-05-16,京东物流,5
SH-5627,ORD-7508,2026-11-07,2024-05-11,京东物流,1
SH-5628,ORD-13492,03/14/2026,17-06-2025,京东物流,7
SH-5629,ORD-8219,06/23/2024,02/28/2026,邮政,11
SH-5630,ORD-9429,04/07/2025,2024-07-17,圆通,5
SH-5631,ORD-12869,18-11-2026,01/28/2024,顺丰,1
SH-5632,ORD-12301,18-07-2026,2024-05-07,中通,4
SH-5633,ORD-11266,28-09-2025,2026-01-09,中通,2
SH-5634,ORD-7630,06/19/2025,20-01-2025,邮政,2
SH-5635,ORD-3499,23-09-2024,18-02-2025,顺丰,3
SH-5636,ORD-1012,2024-08-02,2025-02-19,京东物流,4
SH-5637,ORD-14538,2026-04-13,12-09-2026,顺丰,4
SH-5638,ORD-14595,02/11/2024,09-06-2024,京东物流,4
SH-5639,ORD-4875,2025-05-14,2025-03-23,顺丰,6
SH-5640,ORD-1758,2026-10-04,05/26/2026,圆通,22
SH-5641,ORD-368,2025-08-26,2026-11-20,邮政,2
SH-5642,ORD-13675,05/26/2024,24-11-2026,圆通,5
SH-5643,ORD-19,2024-11-01,2024-01-11,中通,7
SH-5644,ORD-7354,09/03/2024,06-08-2024,京东物流,18
SH-5645,ORD-4688,2026-11-07,2024-10-01,京东物流,3
SH-5646,ORD-6405,01-03-2026,2026-10-07,顺丰,1
SH-5647,ORD-11539,2026-12-18,2025-04-02,圆通,6
SH-5648,ORD-12404,08-01-2026,2025-05-07,圆通,9
SH-5649,ORD-8796,10-01-2026,2024-02-28,顺丰,2
SH-5650,ORD-4578,2026-03-04,07/22/2024,顺丰,2
SH-5651,ORD-6540,2026-05-01,2026-02-17,圆通,5
SH-5652,ORD-10311,2025-09-11,12-03-2024,京东物流,6
SH-5653,ORD-9921,19-12-2026,2024-07-18,京东物流,1
SH-5654,ORD-7499,19-11-2024,2025-02-13,京东物流,7
SH-5655,ORD-1523,2025-07-08,2026-12-12,京东物流,5
SH-5656,ORD-7612,2026-02-23,08/17/2026,中通,7
SH-5657,ORD-3899,2026-03-22,2026-09-16,京东物流,1
SH-5658,ORD-5085,11/24/2026,09-10-2025,圆通,2
SH-5659,ORD-353,2025-05-28,11/13/2026,京东物流,6
SH-5660,ORD-10199,2026-06-15,2026-10-27,京东物流,7
SH-5661,ORD-9366,23-02-2024,12/05/2024,京东物流,1
SH-5662,ORD-8127,2025-06-19,05/09/2025,中通,7
SH-5663,ORD-4938,09/19/2025,2025-10-25,京东物流,3
SH-5664,ORD-2480,2025-10-05,2025-04-25,京东物流,7
SH-5665,ORD-9514,2025-03-19,2024-11-26,顺丰,28
SH-5666,ORD-6484,13-08-2025,07/27/2025,邮政,6
SH-5667,ORD-5190,10/11/2026,20-08-2025,圆通,3
SH-5668,ORD-2458,2024-06-26,2025-10-09,邮政,3
SH-5669,ORD-3250,2025-10-12,07/09/2026,圆通,5
SH-5670,ORD-10091,2024-03-22,08/13/2025,京东物流,1
SH-5671,ORD-11764,06-04-2026,2026-10-24,顺丰,3
SH-5672,ORD-13552,2026-03-20,2026-01-21,顺丰,2
SH-5673,ORD-3416,03/23/2026,2026-06-19,京东物流,6
SH-5674,ORD-636,2024-04-21,2025-04-22,中通,2
SH-5675,ORD-14047,08/12/2026,05/09/2026,中通,7
SH-5676,ORD-2032,12/23/2026,2026-07-04,顺丰,6
SH-5677,ORD-4961,2024-03-20,05/10/2025,京东物流,3
SH-5678,ORD-1609,2025-09-02,2026-09-01,京东物流,4
SH-5679,ORD-3848,03/21/2025,2024-02-07,中通,4
SH-5680,ORD-11290,2025-08-01,01/14/2026,邮政,2
SH-5681,ORD-9222,06/28/2024,10-04-2026,顺丰,13
SH-5682,ORD-8688,24-12-2025,03/05/2026,顺丰,7
SH-5683,ORD-13169,2024-09-14,08-02-2024,邮政,3
SH-5684,ORD-10005,10/09/2024,2026-02-10,圆通,1
SH-5685,ORD-1553,08/28/2025,01-08-2025,中通,2
SH-5686,ORD-10000,04/27/2024,09/26/2025,顺丰,1
SH-5687,ORD-5875,2025-09-14,2025-01-12,顺丰,6
SH-5688,ORD-7750,2026-09-13,2026-08-12,中通,6
SH-5689,ORD-12707,2024-04-25,2025-12-07,顺丰,2
SH-5690,ORD-12493,13-05-2025,06-01-2026,圆通,7
SH-5691,ORD-12904,2026-05-15,09/23/2026,邮政,7
SH-5692,ORD-337,12/04/2024,02/17/2026,中通,15
SH-5693,ORD-8220,12/26/2026,2025-11-05,顺丰,1
SH-5694,ORD-10882,11/14/2025,10/01/2024,顺丰,2
SH-5695,ORD-10960,2026-02-01,08/26/2025,中通,7
SH-5696,ORD-2857,17-01-2025,07-02-2025,顺丰,23
SH-5697,ORD-7317,02-03-2025,27-09-2024,京东物流,1
SH-5698,ORD-8374,2024-02-21,12/04/2026,顺丰,5
SH-5699,ORD-4947,11/26/2024,05/23/2024,邮政,3
SH-5700,ORD-9117,2025-05-02,04/03/2024,圆通,3
SH-5701,ORD-5823,2025-12-09,03-11-2024,邮政,3
SH-5702,ORD-11662,10/15/2024,2026-03-01,顺丰,17
SH-5703,ORD-5114,2025-11-28,08/26/2026,邮政,7
SH-5704,ORD-6102,2026-07-22,2025-08-26,圆通,6
SH-5705,ORD-10691,2024-05-07,2025-04-16,京东物流,1
SH-5706,ORD-7726,04/13/2024,15-04-2025,京东物流,29
SH-5707,ORD-14785,2024-06-26,2024-04-27,中通,6
SH-5708,ORD-8180,2024-05-22,05-03-2026,邮政,8
SH-5709,ORD-13855,2026-10-12,07/09/2024,邮政,6
SH-5710,ORD-8935,2026-11-22,2025-01-06,中通,3
SH-5711,ORD-2490,2026-07-25,2024-04-09,中通,3
SH-5712,ORD-11073,2026-04-19,06/24/2026,中通,7
SH-5713,ORD-1892,2024-01-09,09/26/2025,圆通,3
SH-5714,ORD-762,2026-07-28,2026-11-25,京东物流,5
SH-5715,ORD-11207,2026-04-10,10-02-2024,圆通,7
SH-5716,ORD-2998,10/07/2026,06/01/2026,顺丰,7
SH-5717,ORD-10051,04/13/2026,2025-12-14,京东物流,6
SH-5718,ORD-4101,07-10-2025,2026-11-07,京东物流,2
SH-5719,ORD-615,12/23/2025,05/13/2024,中通,2
SH-5720,ORD-14718,09-10-2026,2024-06-04,邮政,4
SH-5721,ORD-12024,2026-02-26,2025-10-05,邮政,1
SH-5722,ORD-576,05-11-2024,22-12-2025,邮政,3
SH-5723,ORD-11925,2024-09-08,25-05-2024,圆通,4
SH-5724,ORD-2030,04/06/2025,2024-06-17,中通,5
SH-5725,ORD-12935,2025-04-18,11-08-2026,京东物流,7
SH-5726,ORD-5050,2025-10-18,2025-03-13,中通,7
SH-5727,ORD-10101,01/05/2025,07/21/2026,中通,3
SH-5728,ORD-12686,10/16/2025,26-01-2026,邮政,3
SH-5729,ORD-11159,05/13/2026,07/10/2024,圆通,12
SH-5730,ORD-4622,2026-01-01,2024-04-20,邮政,5
SH-5731,ORD-7129,09/06/2025,01/16/2024,京东物流,4
SH-5732,ORD-9113,05/15/2026,24-05-2026,中通,5
SH-5733,ORD-7625,2024-02-16,09-03-2025,中通,2
SH-5734,ORD-12485,2024-10-21,20-07-2026,顺丰,27
SH-5735,ORD-2354,2024-02-19,12/08/2024,顺丰,4
SH-5736,ORD-11101,11-05-2026,2025-02-27,圆通,6
SH-5737,ORD-155,2026-12-07,2026-02-28,圆通,6
SH-5738,ORD-3241,09/14/2026,2026-11-09,顺丰,7
SH-5739,ORD-4401,2024-06-14,2026-01-16,京东物流,14
SH-5740,ORD-13648,2024-11-19,2026-05-25,圆通,4
SH-5741,ORD-4275,07/02/2024,10/14/2024,圆通,7
SH-5742,ORD-8279,2025-09-12,09/01/2026,圆通,4
SH-5743,ORD-411,2026-11-14,05/11/2026,圆通,5
SH-5744,ORD-5437,03-04-2025,2024-06-22,京东物流,2
SH-5745,ORD-11498,2025-12-13,2024-03-10,邮政,1
SH-5746,ORD-8680,2026-09-19,15-08-2024,京东物流,1
SH-5747,ORD-9714,2026-02-12,11-07-2025,圆通,4
SH-5748,ORD-7884,08-06-2024,09/25/2024,中通,5
SH-5749,ORD-7575,25-05-2024,12/22/2026,中通,1
SH-5750,ORD-13303,12-06-2026,06/03/2025,顺丰,1
SH-5751,ORD-12712,27-07-2026,2026-01-23,邮政,3
SH-5752,ORD-10652,02/25/2024,09/09/2024,邮政,4
SH-5753,ORD-3145,07/26/2026,26-01-2026,顺丰,3
SH-5754,ORD-4844,06/24/2026,08-01-2024,顺丰,1
SH-5755,ORD-4651,20-12-2025,03-05-2025,邮政,4
SH-5756,ORD-11402,16-03-2026,2026-01-24,中通,1
SH-5757,ORD-13784,2024-01-19,2024-11-02,中通,7
SH-5758,ORD-13146,04/14/2024,2026-06-01,顺丰,2
SH-5759,ORD-638,11/13/2024,01/05/2026,中通,2
SH-5760,ORD-10502,2026-10-23,2024-08-28,邮政,4
SH-5761,ORD-1818,02-11-2025,2025-02-22,顺丰,6
SH-5762,ORD-2552,2026-05-23,05/24/2026,京东物流,1
SH-5763,ORD-8560,12/18/2024,08-06-2026,京东物流,7
SH-5764,ORD-2412,2026-07-13,05/28/2026,顺丰,4
SH-5765,ORD-8189,2025-09-17,2026-05-02,圆通,7
SH-5766,ORD-6983,07/28/2024,2026-02-09,顺丰,15
SH-5767,ORD-13935,2024-10-18,2024-09-05,邮政,1
SH-5768,ORD-98,2025-01-04,2025-05-05,圆通,4
SH-5769,ORD-405,2026-09-25,2024-08-11,顺丰,7
SH-5770,ORD-5825,06-02-2024,05-03-2025,邮政,2
SH-5771,ORD-11695,2024-02-20,09/10/2024,顺丰,7
SH-5772,ORD-6857,15-01-2025,2025-08-05,中通,2
SH-5773,ORD-10725,04-07-2024,2025-09-23,顺丰,7
SH-5774,ORD-1213,05/24/2024,12/01/2024,京东物流,1
SH-5775,ORD-9785,2024-10-09,01/10/2024,邮政,1
SH-5776,ORD-9725,04/14/2025,24-03-2025,邮政,6
SH-5777,ORD-3443,05/21/2025,2024-12-13,中通,2
SH-5778,ORD-6073,01/08/2025,12/22/2025,京东物流,3
SH-5779,ORD-6032,19-04-2026,2026-12-16,圆通,5
SH-5780,ORD-12775,2025-08-17,22-08-2025,圆通,1
SH-5781,ORD-2349,2025-01-20,09/02/2025,京东物流,3
SH-5782,ORD-253,2024-04-07,04/13/2026,圆通,4
SH-5783,ORD-4351,2026-07-22,2025-04-16,京东物流,2
SH-5784,ORD-12011,12/21/2026,2026-10-06,邮政,1
SH-5785,ORD-2702,11-05-2025,2026-10-23,中通,4
SH-5786,ORD-6622,14-05-2026,2026-08-18,圆通,7
SH-5787,ORD-9609,2026-03-08,2024-03-24,京东物流,17
SH-5788,ORD-3046,09/15/2025,07/23/2024,中通,2
SH-5789,ORD-11239,2025-03-05,2024-10-05,圆通,24
SH-5790,ORD-7872,10/03/2025,2024-12-20,邮政,2
SH-5791,ORD-14268,11-06-2025,20-11-2024,圆通,2
SH-5792,ORD-9908,11-03-2026,09-12-2024,顺丰,6
SH-5793,ORD-12690,10/24/2026,04/06/2026,顺丰,2
SH-5794,ORD-8716,12/08/2024,06/07/2026,顺丰,6
SH-5795,ORD-3103,2026-07-21,2024-03-27,京东物流,4
SH-5796,ORD-10465,2026-05-16,2024-12-15,邮政,1
SH-5797,ORD-5997,09/25/2026,2025-05-20,京东物流,7
SH-5798,ORD-2745,2026-05-12,26-06-2026,京东物流,11
SH-5799,ORD-12923,18-04-2024,2026-11-17,中通,4
SH-5800,ORD-10268,2024-05-04,24-04-2025,中通,7
SH-5801,ORD-2305,2025-10-11,18-06-2025,顺丰,1
SH-5802,ORD-6937,2026-08-27,2026-02-22,中通,4
SH-5803,ORD-5151,02-02-2026,2025-10-01,京东物流,4
SH-5804,ORD-11816,09-11-2025,2024-09-13,邮政,4
SH-5805,ORD-3488,04-04-2026,2026-08-24,邮政,7
SH-5806,ORD-8315,03/04/2026,2025-12-14,京东物流,19
SH-5807,ORD-1466,08/26/2024,2024-12-19,顺丰,3
SH-5808,ORD-12979,02/15/2024,03/10/2024,中通,2
SH-5809,ORD-2964,2025-11-06,2025-06-27,邮政,7
