subscription_id,account_id,product,quantity,unit_price,start_date,end_date,status
SUB-1501,SAAS-270,modules,29,499.21,2020-04-15,2024-05-06,cancelled
SUB-1502,SAAS-4,api,14,89,17-04-2021,05-09-2024,past_due
SUB-1503,SAAS-379,modules,5,394.38,2023-04-26,2021-07-17,cancelled
SUB-1504,SAAS-212,modules,21,440,11-05-2024,2024-04-11,active
SUB-1505,SAAS-294,modules,16,302,2024-02-17,2020-06-23,cancelled
SUB-1506,SAAS-57,modules,17,156,2024-08-02,2022-07-21,cancelled
SUB-1507,SAAS-63,api,29,245.01,2024-04-12,2023-07-24,active
SUB-1508,SAAS-144,api,-1,372,2022-03-22,11/05/2024,active
SUB-1509,SAAS-174,platform,39,217.74,24-06-2024,26-11-2020,active
SUB-1510,SAAS-154,platform,26,251.03,06-03-2020,2020-02-27,past_due
SUB-1511,SAAS-366,support,33,445,14-11-2020,2023-10-09,active
SUB-1512,SAAS-368,modules,26,396.4,2022-11-22,2021-04-06,past_due
SUB-1513,SAAS-128,modules,-1,508,2023-09-03,02/05/2024,active
SUB-1514,SAAS-169,platform,30,496.39,2020-07-27,07/02/2020,past_due
SUB-1515,SAAS-66,platform,-7,124.63,2021-09-13,08/12/2024,active
SUB-1516,SAAS-373,api,8,140.43,18-04-2021,2021-02-27,active
SUB-1517,SAAS-359,support,14,408.01,2021-10-06,2023-05-19,active
SUB-1518,SAAS-200,platform,8,58,17-11-2020,05/10/2021,cancelled
SUB-1519,SAAS-188,modules,43,296,2023-10-26,02-01-2020,past_due
SUB-1520,SAAS-175,api,24,472.67,2020-06-08,11/10/2022,active
SUB-1521,SAAS-322,api,10,419,2021-10-05,2022-12-11,active
SUB-1522,SAAS-398,modules,48,448,2022-01-23,2023-03-02,active
SUB-1523,SAAS-282,platform,25,117.17,2024-04-25,2020-11-03,active
SUB-1524,SAAS-353,platform,17,462.45,08-09-2024,16-11-2020,past_due
SUB-1525,SAAS-149,modules,25,244.84,2023-04-22,08-04-2022,active
SUB-1526,SAAS-304,modules,28,451.31,2021-09-14,04-01-2020,cancelled
SUB-1527,SAAS-111,platform,44,301.06,2024-05-07,2024-02-27,past_due
SUB-1528,SAAS-370,support,35,266.8,2021-07-15,2022-01-22,active
SUB-1529,SAAS-272,api,42,188.28,06-09-2021,2020-08-20,active
SUB-1530,SAAS-398,modules,26,389.71,2023-07-14,01/03/2023,past_due
SUB-1531,SAAS-93,support,9,16,2020-07-05,2021-03-28,active
SUB-1532,SAAS-57,api,4,410.35,19-11-2022,2023-04-01,cancelled
SUB-1533,SAAS-370,modules,29,506,2024-12-14,2024-09-12,active
SUB-1534,SAAS-148,api,35,429.05,2023-07-25,2020-01-15,past_due
SUB-1535,SAAS-7,modules,2,253.27,2024-06-04,08/05/2023,past_due
SUB-1536,SAAS-254,platform,28,194.82,2021-11-25,2023-06-22,past_due
SUB-1537,SAAS-286,api,4,333,12-06-2023,2024-10-15,active
SUB-1538,SAAS-296,api,16,240.02,2024-09-12,2023-08-15,active
SUB-1539,SAAS-344,platform,42,474.3,2023-01-10,20-01-2023,cancelled
SUB-1540,SAAS-213,platform,9,153,2020-07-01,04/26/2020,cancelled
SUB-1541,SAAS-51,platform,34,121.29,2020-05-01,10/04/2020,active
SUB-1542,SAAS-111,modules,50,428,2020-01-06,2023-11-12,past_due
SUB-1543,SAAS-19,modules,27,239,2020-01-16,2024-06-24,past_due
SUB-1544,SAAS-382,api,7,263.72,2020-06-08,09-12-2021,past_due
SUB-1545,SAAS-114,modules,14,92.54,2021-08-16,07-03-2020,active
SUB-1546,SAAS-392,platform,50,443.31,2021-03-03,01/13/2023,active
SUB-1547,SAAS-191,platform,29,330.91,2022-09-20,2021-04-05,cancelled
SUB-1548,SAAS-190,modules,21,74.59,2022-09-18,11/01/2023,active
SUB-1549,SAAS-205,modules,32,114,2024-09-16,08-03-2023,cancelled
SUB-1550,SAAS-369,modules,33,132.88,16-12-2022,2020-04-06,past_due
SUB-1551,SAAS-172,support,5,212.47,12-02-2021,13-09-2024,past_due
SUB-1552,SAAS-274,support,-1,104,11-07-2022,27-07-2020,cancelled
SUB-1553,SAAS-127,support,15,38.1,2023-09-14,01/15/2023,past_due
SUB-1554,SAAS-389,api,14,133,11-09-2024,2023-12-23,past_due
SUB-1555,SAAS-142,platform,7,168,2022-01-21,07/02/2022,active
SUB-1556,SAAS-370,support,20,278.05,2022-11-14,2024-07-06,active
SUB-1557,SAAS-66,support,7,195.77,2023-10-18,2020-06-13,past_due
SUB-1558,SAAS-115,modules,50,351.13,2022-01-14,07/10/2020,cancelled
SUB-1559,SAAS-199,api,11,233.42,2022-02-27,01/20/2022,past_due
SUB-1560,SAAS-137,modules,23,429,2022-01-17,02/23/2023,cancelled
SUB-1561,SAAS-304,modules,33,10,12-03-2021,2020-02-11,past_due
SUB-1562,SAAS-323,modules,-5,38,2023-02-08,2024-06-13,active
SUB-1563,SAAS-201,platform,39,438,2021-02-19,2024-10-26,active
SUB-1564,SAAS-42,api,32,172.82,2024-04-28,2023-09-22,past_due
SUB-1565,SAAS-45,platform,-3,275.27,11-09-2023,2020-02-12,active
SUB-1566,SAAS-265,platform,36,90,02-04-2020,21-02-2022,active
SUB-1567,SAAS-121,modules,20,436.71,2020-03-09,2024-06-10,active
SUB-1568,SAAS-385,platform,33,505,2024-08-28,2022-07-01,active
SUB-1569,SAAS-35,platform,35,279.25,2023-03-19,2024-10-28,past_due
SUB-1570,SAAS-214,platform,46,370,24-01-2024,2023-11-18,past_due
SUB-1571,SAAS-210,api,35,303.34,2023-07-15,2024-01-01,past_due
SUB-1572,SAAS-30,api,2,400.08,26-11-2020,04/20/2020,active
SUB-1573,SAAS-103,platform,35,478,2024-04-24,07/03/2020,active
SUB-1574,SAAS-371,support,28,150.67,2023-07-24,02-04-2023,cancelled
SUB-1575,SAAS-31,api,21,477,2021-07-17,2022-10-07,active
SUB-1576,SAAS-342,modules,28,30,2020-03-13,2021-09-10,active
SUB-1577,SAAS-125,modules,19,24.11,2024-02-04,16-08-2024,cancelled
SUB-1578,SAAS-126,api,34,385.46,2020-04-01,11/02/2021,past_due
SUB-1579,SAAS-124,platform,1,106.25,2020-08-20,2024-02-22,active
SUB-1580,SAAS-191,api,10,339,2021-01-05,2020-04-19,active
SUB-1581,SAAS-246,modules,15,17.6,2021-04-18,2024-12-09,active
SUB-1582,SAAS-225,modules,40,106.85,2021-01-26,2024-09-07,past_due
SUB-1583,SAAS-20,api,43,350.85,2024-01-11,08-12-2022,past_due
SUB-1584,SAAS-108,api,49,423.08,2022-09-08,08/22/2023,active
SUB-1585,SAAS-155,api,3,205.04,2024-12-05,05/01/2022,active
SUB-1586,SAAS-264,support,30,61.77,2021-06-17,2023-08-11,cancelled
SUB-1587,SAAS-363,support,46,383.01,2024-11-18,2021-06-07,active
SUB-1588,SAAS-110,platform,18,74,2024-11-21,09/25/2021,cancelled
SUB-1589,SAAS-36,support,31,218.6,2024-10-16,18-10-2024,past_due
SUB-1590,SAAS-35,support,5,180.11,2020-04-16,2020-09-13,cancelled
SUB-1591,SAAS-95,support,45,351,18-06-2021,26-05-2024,active
SUB-1592,SAAS-126,api,4,318.21,2020-02-23,2022-03-16,active
SUB-1593,SAAS-357,platform,47,407,2021-12-08,2021-04-18,past_due
SUB-1594,SAAS-189,modules,12,296.99,19-05-2024,03/17/2024,active
SUB-1595,SAAS-396,support,40,326,2021-08-18,01/04/2024,active
SUB-1596,SAAS-257,api,-6,160.5,2023-09-22,2024-05-26,active
SUB-1597,SAAS-49,api,6,437.77,2021-07-19,10-01-2020,past_due
SUB-1598,SAAS-385,support,29,183,2021-06-28,2020-04-19,active
SUB-1599,SAAS-390,api,44,137,2024-01-26,12/27/2021,cancelled
SUB-1600,SAAS-305,modules,2,449.39,2023-10-25,2022-11-13,active
SUB-1601,SAAS-247,api,18,410.67,2021-05-12,28-05-2021,active
SUB-1602,SAAS-230,api,43,127,2023-04-11,05-11-2024,past_due
SUB-1603,SAAS-382,support,5,275,2020-01-11,24-12-2023,active
SUB-1604,SAAS-208,modules,42,413.87,2021-04-13,08-12-2020,past_due
SUB-1605,SAAS-130,platform,50,52.7,2023-03-10,2021-05-16,past_due
SUB-1606,SAAS-305,support,9,404,16-08-2022,10/09/2020,active
SUB-1607,SAAS-130,modules,34,54.33,2021-07-20,11/22/2022,past_due
SUB-1608,SAAS-46,platform,12,119,2024-05-05,03/12/2021,active
SUB-1609,SAAS-177,platform,42,426.46,2024-01-28,2022-11-17,active
SUB-1610,SAAS-61,platform,41,386.6,2021-01-14,11/19/2020,active
SUB-1611,SAAS-339,modules,10,167,21-10-2023,12-12-2022,active
SUB-1612,SAAS-335,api,28,232.01,2021-03-16,2020-03-14,active
SUB-1613,SAAS-208,api,47,479,16-09-2020,03/13/2022,active
SUB-1614,SAAS-30,api,27,201.21,2020-03-03,24-11-2020,past_due
SUB-1615,SAAS-272,support,-9,113.39,2021-09-23,2021-12-07,cancelled
SUB-1616,SAAS-368,modules,11,10.58,2022-11-16,2023-10-26,past_due
SUB-1617,SAAS-272,support,18,470.88,16-08-2020,12/15/2022,active
SUB-1618,SAAS-134,api,11,322.15,2024-12-16,09/14/2023,cancelled
SUB-1619,SAAS-193,support,10,430,23-06-2021,25-05-2020,past_due
SUB-1620,SAAS-205,support,13,17.61,2023-05-25,20-05-2022,cancelled
SUB-1621,SAAS-73,support,44,48.71,03-01-2021,2021-05-27,cancelled
SUB-1622,SAAS-373,platform,16,115,2021-04-02,2023-05-24,past_due
SUB-1623,SAAS-207,platform,20,60.03,2021-05-25,2024-01-27,active
SUB-1624,SAAS-319,api,50,90,2022-02-15,18-06-2023,past_due
SUB-1625,SAAS-312,platform,5,330.73,2023-11-27,23-11-2023,cancelled
SUB-1626,SAAS-10,modules,46,303.53,2024-08-14,2020-08-27,cancelled
SUB-1627,SAAS-279,support,9,116,2021-12-21,03/07/2023,active
SUB-1628,SAAS-260,modules,48,395.91,2024-03-21,2024-04-22,past_due
SUB-1629,SAAS-72,support,4,255.79,2020-11-11,2023-09-04,active
SUB-1630,SAAS-316,api,36,150.47,2022-06-05,26-01-2024,past_due
SUB-1631,SAAS-68,api,50,333,2020-11-14,25-11-2024,past_due
SUB-1632,SAAS-357,platform,23,169.72,2023-05-10,04/24/2024,cancelled
SUB-1633,SAAS-126,modules,26,297.11,2022-10-11,2021-09-13,past_due
SUB-1634,SAAS-186,api,18,277,2024-01-25,2023-02-12,active
SUB-1635,SAAS-396,platform,7,425.85,2020-11-09,2023-12-05,active
SUB-1636,SAAS-98,platform,47,236,2021-07-14,07/27/2022,active
SUB-1637,SAAS-394,api,10,248.08,2020-09-21,2020-12-19,cancelled
SUB-1638,SAAS-362,modules,-7,114.05,2020-08-21,07/23/2023,active
SUB-1639,SAAS-309,api,10,36.16,2021-10-13,05-11-2023,cancelled
SUB-1640,SAAS-38,support,5,137.31,17-11-2021,2021-02-02,active
SUB-1641,SAAS-336,modules,29,214.04,2022-07-27,2024-02-11,cancelled
SUB-1642,SAAS-121,platform,32,173.91,25-04-2022,2022-05-18,past_due
SUB-1643,SAAS-34,platform,38,345.06,2022-06-01,11/16/2024,active
SUB-1644,SAAS-337,platform,22,256.33,2022-10-28,11/27/2021,active
SUB-1645,SAAS-88,api,6,505.82,2024-06-21,2020-07-14,active
SUB-1646,SAAS-15,modules,13,285.56,2022-09-04,2023-07-12,active
SUB-1647,SAAS-304,modules,21,172.03,2024-08-22,2021-06-11,active
SUB-1648,SAAS-193,platform,13,162.49,2022-02-28,2020-12-23,active
SUB-1649,SAAS-132,support,47,452.96,2021-09-10,16-07-2023,active
SUB-1650,SAAS-123,support,16,78.05,06-11-2022,2022-08-19,active
SUB-1651,SAAS-43,support,9,61,2020-04-03,02/26/2020,cancelled
SUB-1652,SAAS-360,support,34,106,2021-12-23,2024-01-14,past_due
SUB-1653,SAAS-315,api,27,268.22,2023-12-15,20-11-2020,active
SUB-1654,SAAS-214,modules,7,143.25,16-07-2021,2024-02-23,active
SUB-1655,SAAS-80,modules,41,86.64,01-08-2024,2023-08-18,cancelled
SUB-1656,SAAS-281,support,1,393.11,2020-01-10,11/16/2022,active
SUB-1657,SAAS-53,api,25,479.27,2020-11-12,2023-01-11,past_due
SUB-1658,SAAS-282,platform,7,12,2022-05-23,26-12-2021,past_due
SUB-1659,SAAS-388,support,29,35.11,2022-06-08,2024-01-21,active
SUB-1660,SAAS-28,support,5,438.62,2024-05-17,2021-11-28,active
SUB-1661,SAAS-371,modules,-5,14.25,2024-09-07,2021-04-07,past_due
SUB-1662,SAAS-228,modules,20,502.27,2022-10-13,2021-09-09,active
SUB-1663,SAAS-82,modules,19,476,14-08-2023,24-02-2024,active
SUB-1664,SAAS-289,platform,5,287,2022-01-25,09/17/2022,active
SUB-1665,SAAS-397,support,15,252.57,2024-08-03,2021-08-27,active
SUB-1666,SAAS-233,platform,15,343,2020-06-04,05-11-2022,past_due
SUB-1667,SAAS-20,modules,38,409.27,2024-05-19,2020-04-13,active
SUB-1668,SAAS-66,support,3,275.14,2024-08-14,2023-09-08,past_due
SUB-1669,SAAS-56,modules,34,12,2021-05-11,2020-03-27,past_due
SUB-1670,SAAS-155,platform,9,398.23,2022-08-14,07-02-2022,active
SUB-1671,SAAS-11,support,36,383.66,2024-12-13,05/08/2023,past_due
SUB-1672,SAAS-155,modules,35,201.33,2024-05-17,11/28/2023,past_due
SUB-1673,SAAS-342,platform,22,496.37,2020-10-17,11/18/2023,past_due
SUB-1674,SAAS-236,api,22,163.82,2024-08-05,06-09-2022,cancelled
SUB-1675,SAAS-356,modules,40,461.38,24-12-2023,2021-09-14,past_due
SUB-1676,SAAS-337,api,6,363,2020-06-25,2022-01-25,past_due
SUB-1677,SAAS-319,support,41,340.09,19-04-2022,08-08-2021,active
SUB-1678,SAAS-298,api,45,252.34,2024-10-10,2023-03-26,active
SUB-1679,SAAS-24,platform,5,129,2023-03-27,13-02-2023,active
SUB-1680,SAAS-67,support,47,416,2024-07-21,07-06-2022,cancelled
SUB-1681,SAAS-236,modules,8,26.78,2021-08-17,2020-10-11,active
SUB-1682,SAAS-11,support,12,363.56,2020-05-24,2020-03-14,active
SUB-1683,SAAS-10,api,24,105.79,28-08-2023,10/16/2023,active
SUB-1684,SAAS-390,platform,35,296.22,2024-10-05,2021-12-12,cancelled
SUB-1685,SAAS-206,support,43,158,2020-09-09,04/14/2023,active
SUB-1686,SAAS-303,api,20,227.68,2023-10-05,2020-09-15,cancelled
SUB-1687,SAAS-48,support,25,342.11,18-03-2022,2020-01-14,cancelled
SUB-1688,SAAS-100,support,48,216.92,24-05-2021,2023-01-02,cancelled
SUB-1689,SAAS-55,platform,47,510,2024-09-28,2024-07-22,active
SUB-1690,SAAS-140,api,29,92,05-09-2024,2024-04-01,active
SUB-1691,SAAS-326,api,3,298.74,2021-09-07,15-10-2022,active
SUB-1692,SAAS-14,platform,50,410.04,2020-12-23,11/17/2020,cancelled
SUB-1693,SAAS-237,support,48,462.29,2022-01-21,12-11-2020,active
SUB-1694,SAAS-193,modules,8,482,2023-05-22,28-02-2024,cancelled
SUB-1695,SAAS-7,platform,18,65.11,2021-05-23,05/10/2020,past_due
SUB-1696,SAAS-17,modules,44,440.73,2023-12-23,04-10-2023,active
SUB-1697,SAAS-8,api,31,508.4,2022-04-08,2021-11-06,past_due
SUB-1698,SAAS-42,support,50,20.99,2024-04-05,2022-09-16,active
SUB-1699,SAAS-290,api,39,499,2022-03-15,17-04-2023,active
SUB-1700,SAAS-157,platform,11,489.32,2023-12-22,08/20/2022,past_due
SUB-1701,SAAS-222,support,-5,474,2021-07-15,22-11-2022,active
SUB-1702,SAAS-256,support,13,402,2024-07-28,2020-03-15,active
SUB-1703,SAAS-60,modules,44,372.43,01-04-2022,2020-07-13,past_due
SUB-1704,SAAS-168,modules,3,277,26-04-2024,11/03/2020,past_due
SUB-1705,SAAS-353,modules,2,316,2024-09-18,26-02-2020,active
SUB-1706,SAAS-332,modules,35,234.62,2021-03-21,02/22/2022,active
SUB-1707,SAAS-281,api,4,174.24,2023-09-18,2021-08-04,cancelled
SUB-1708,SAAS-128,platform,25,304,2022-11-16,12/26/2023,active
SUB-1709,SAAS-74,platform,11,413,02-04-2021,2023-01-10,active
SUB-1710,SAAS-325,api,34,334.61,16-10-2023,2024-07-28,past_due
SUB-1711,SAAS-87,modules,27,351.55,04-10-2023,2021-10-09,active
SUB-1712,SAAS-348,api,33,463.13,16-01-2022,2021-04-18,past_due
SUB-1713,SAAS-202,modules,45,283.51,2021-04-11,08/17/2024,past_due
SUB-1714,SAAS-24,modules,37,80,2022-10-18,2020-04-28,past_due
SUB-1715,SAAS-219,modules,35,251,2023-02-12,22-06-2024,past_due
SUB-1716,SAAS-123,api,22,170.33,2023-03-02,02-10-2020,past_due
SUB-1717,SAAS-333,support,16,310.59,2021-11-11,2023-04-20,past_due
SUB-1718,SAAS-35,support,13,213.73,2020-04-25,2021-04-24,cancelled
SUB-1719,SAAS-188,platform,15,489,23-08-2023,15-05-2024,active
SUB-1720,SAAS-298,platform,25,462.78,11-06-2023,11/15/2023,active
SUB-1721,SAAS-383,support,3,482,2020-07-19,2020-08-13,active
SUB-1722,SAAS-346,modules,24,316.46,2020-01-10,20-03-2022,past_due
SUB-1723,SAAS-126,modules,21,328.21,2022-02-21,2024-02-08,active
SUB-1724,SAAS-43,api,8,80,2022-07-12,09/15/2024,active
SUB-1725,SAAS-67,platform,10,131.52,2021-10-06,02/05/2020,active
SUB-1726,SAAS-369,modules,18,498.03,2023-08-11,06-07-2021,cancelled
SUB-1727,SAAS-246,modules,25,84.25,2022-09-27,2022-11-24,active
SUB-1728,SAAS-307,support,48,46,2022-12-20,2021-11-02,active
SUB-1729,SAAS-185,api,1,153.6,2023-12-20,2021-03-05,active
SUB-1730,SAAS-245,api,12,63.81,2020-03-10,2020-08-03,past_due
SUB-1731,SAAS-32,platform,12,256.01,2022-04-07,01/19/2024,past_due
SUB-1732,SAAS-341,support,48,46,2021-10-18,11/19/2021,cancelled
SUB-1733,SAAS-293,modules,26,202,2024-02-24,2020-03-04,past_due
SUB-1734,SAAS-128,support,5,448.8,03-10-2021,2022-01-06,active
SUB-1735,SAAS-216,platform,26,478.31,20-09-2024,2021-07-20,active
SUB-1736,SAAS-153,modules,19,498.42,25-11-2024,2023-04-24,active
SUB-1737,SAAS-147,support,34,100.82,2024-04-23,2023-08-08,cancelled
SUB-1738,SAAS-289,api,31,391,13-12-2021,04/13/2024,cancelled
SUB-1739,SAAS-66,modules,37,410.75,2024-05-12,2021-03-22,cancelled
SUB-1740,SAAS-226,modules,6,104.93,2020-08-08,2021-06-07,past_due
SUB-1741,SAAS-122,api,-6,493.27,2024-02-02,09/10/2020,past_due
SUB-1742,SAAS-399,modules,33,291.93,2024-07-20,2023-02-25,past_due
SUB-1743,SAAS-313,support,5,110,2024-10-10,2021-01-13,active
SUB-1744,SAAS-129,support,41,271,18-08-2022,2023-10-02,active
SUB-1745,SAAS-56,api,18,399.23,2020-05-28,2022-06-04,past_due
SUB-1746,SAAS-30,support,25,244.15,2021-02-03,2023-04-17,active
SUB-1747,SAAS-140,support,10,402,2020-03-16,2024-06-27,past_due
SUB-1748,SAAS-247,platform,43,72.55,28-05-2024,2023-12-19,active
SUB-1749,SAAS-15,platform,8,357.56,2024-05-18,05-05-2022,active
SUB-1750,SAAS-334,platform,12,172.36,2023-09-22,24-12-2021,past_due
SUB-1751,SAAS-206,api,32,446.27,2022-03-09,21-08-2020,active
SUB-1752,SAAS-44,platform,50,59,2021-06-28,2021-11-06,active
SUB-1753,SAAS-79,support,31,119.6,04-01-2022,2022-11-25,active
SUB-1754,SAAS-214,modules,19,53,19-06-2023,2023-05-07,active
SUB-1755,SAAS-128,support,11,227.91,2024-09-09,2022-09-05,cancelled
SUB-1756,SAAS-15,modules,3,193,2021-04-13,2022-08-13,active
SUB-1757,SAAS-301,api,37,299,2021-12-12,2023-07-22,active
SUB-1758,SAAS-260,api,13,96,2024-07-08,04/02/2023,active
SUB-1759,SAAS-280,support,18,436,2024-03-22,2023-05-03,cancelled
SUB-1760,SAAS-326,modules,12,351.7,2023-06-15,2022-09-01,active
SUB-1761,SAAS-369,api,30,266.6,16-03-2021,02/03/2022,active
SUB-1762,SAAS-197,platform,44,162.54,2023-04-18,2021-03-20,active
SUB-1763,SAAS-304,modules,13,133.55,2024-10-23,2020-05-11,active
SUB-1764,SAAS-343,platform,40,473,2021-01-15,2021-06-19,active
SUB-1765,SAAS-104,api,26,275,2021-06-20,2020-04-15,active
SUB-1766,SAAS-141,platform,39,486.17,03-09-2022,2024-12-06,past_due
SUB-1767,SAAS-50,modules,43,201.89,2022-03-22,2021-11-05,active
SUB-1768,SAAS-364,platform,22,158.19,2020-10-23,2024-01-07,cancelled
SUB-1769,SAAS-68,platform,49,306.89,2023-11-20,03/18/2020,active
SUB-1770,SAAS-162,support,40,116,2021-08-19,11/22/2023,cancelled
SUB-1771,SAAS-379,support,3,316.44,2023-01-01,2023-10-18,active
SUB-1772,SAAS-103,api,-3,348,07-05-2022,2024-02-21,active
SUB-1773,SAAS-356,support,15,132.65,2020-12-21,2021-07-03,cancelled
SUB-1774,SAAS-223,api,12,251.82,2021-12-06,2024-07-15,active
SUB-1775,SAAS-71,platform,9,474.83,2020-05-10,27-01-2020,past_due
SUB-1776,SAAS-285,support,21,224.49,2023-10-27,2024-10-10,past_due
SUB-1777,SAAS-13,api,23,424.72,2024-11-16,06/03/2023,active
SUB-1778,SAAS-122,support,13,425.29,2020-10-26,12/26/2020,cancelled
SUB-1779,SAAS-242,api,38,121.54,12-02-2022,2022-10-17,active
SUB-1780,SAAS-15,support,13,415.04,06-02-2023,02/13/2023,cancelled
SUB-1781,SAAS-60,platform,7,88.32,2023-05-13,11/04/2022,active
SUB-1782,SAAS-165,platform,26,447.26,2020-05-14,01-12-2022,cancelled
SUB-1783,SAAS-258,support,46,222.71,04-07-2022,2021-08-02,past_due
SUB-1784,SAAS-283,api,9,453.97,2022-09-17,08/03/2020,active
SUB-1785,SAAS-263,platform,1,241.14,11-06-2020,2021-04-22,active
SUB-1786,SAAS-152,support,44,226.91,2024-02-15,01/04/2022,past_due
SUB-1787,SAAS-141,modules,33,206.63,2021-03-28,17-06-2023,active
SUB-1788,SAAS-118,api,33,366.63,2022-04-21,09/14/2020,active
SUB-1789,SAAS-308,support,44,91.75,2022-10-07,12-07-2024,active
SUB-1790,SAAS-164,modules,29,69.61,2020-06-24,2021-12-01,cancelled
SUB-1791,SAAS-356,api,15,203,21-04-2023,19-05-2021,cancelled
SUB-1792,SAAS-193,support,44,154,07-12-2021,2020-04-03,cancelled
SUB-1793,SAAS-195,api,4,154.94,04-08-2020,2023-09-11,active
SUB-1794,SAAS-21,api,17,31,2022-10-26,06-02-2022,active
SUB-1795,SAAS-140,api,5,242,2021-07-08,05/13/2023,cancelled
SUB-1796,SAAS-304,support,14,243.58,2022-04-24,06/13/2023,active
SUB-1797,SAAS-357,support,21,342.18,15-02-2022,10/17/2020,active
SUB-1798,SAAS-150,platform,40,465,2023-07-05,09/22/2021,active
SUB-1799,SAAS-223,api,29,272.75,2021-05-03,06/05/2024,past_due
SUB-1800,SAAS-86,modules,37,80,2023-06-12,2024-07-13,active
SUB-1801,SAAS-2,support,31,390,2021-02-13,2020-10-22,active
SUB-1802,SAAS-102,support,-9,63.21,2020-06-24,2021-12-01,past_due
SUB-1803,SAAS-276,support,44,485.72,2022-02-25,2023-01-11,active
SUB-1804,SAAS-286,platform,33,75,2024-01-24,2023-05-08,past_due
SUB-1805,SAAS-318,api,47,450.03,2020-01-11,2020-09-14,active
SUB-1806,SAAS-333,modules,45,84.23,2020-01-19,01-06-2022,active
SUB-1807,SAAS-297,support,50,157.5,2023-09-01,2021-10-03,active
SUB-1808,SAAS-280,api,49,393,2022-11-01,2022-09-23,active
SUB-1809,SAAS-162,support,46,400.81,2021-03-21,09/28/2021,active
SUB-1810,SAAS-255,modules,24,504.88,2021-02-11,2021-08-04,active
SUB-1811,SAAS-276,api,32,288.03,2024-06-12,2021-01-19,cancelled
SUB-1812,SAAS-32,modules,2,356.59,28-08-2021,2020-04-12,cancelled
SUB-1813,SAAS-118,api,13,373,11-10-2023,2024-12-23,active
SUB-1814,SAAS-244,modules,6,361,2022-06-10,2023-09-11,active
SUB-1815,SAAS-72,support,42,327,2023-11-11,01/28/2021,active
SUB-1816,SAAS-61,modules,1,488.92,11-09-2023,2023-12-03,past_due
SUB-1817,SAAS-168,modules,43,122.95,03-02-2022,09/15/2021,past_due
SUB-1818,SAAS-221,modules,21,263.91,26-08-2021,18-04-2023,active
SUB-1819,SAAS-294,modules,41,85.38,2020-04-11,2021-01-10,active
SUB-1820,SAAS-146,platform,29,126.81,12-11-2022,2024-10-04,active
SUB-1821,SAAS-110,support,26,108,07-09-2020,2023-01-02,active
SUB-1822,SAAS-309,api,10,261.92,09-05-2021,2022-07-09,active
SUB-1823,SAAS-185,modules,46,300,2020-02-24,2022-05-16,active
SUB-1824,SAAS-287,platform,26,422,2020-12-27,2020-10-21,past_due
SUB-1825,SAAS-56,modules,16,416.82,02-10-2020,2021-05-19,cancelled
SUB-1826,SAAS-382,support,15,221.7,2021-02-08,10-10-2022,cancelled
SUB-1827,SAAS-49,platform,35,148,07-12-2021,2021-10-24,active
SUB-1828,SAAS-370,support,50,27.96,2020-06-01,02-04-2021,active
SUB-1829,SAAS-329,support,13,192.82,23-12-2022,12-06-2022,cancelled
SUB-1830,SAAS-123,modules,32,147.27,2020-10-23,15-05-2020,past_due
SUB-1831,SAAS-323,modules,40,225.64,2024-05-12,2020-06-18,past_due
SUB-1832,SAAS-373,modules,48,422.05,2024-03-04,2024-02-03,active
SUB-1833,SAAS-24,modules,39,418.93,2020-02-18,2024-04-07,active
SUB-1834,SAAS-57,platform,29,255,19-06-2021,2020-06-10,past_due
SUB-1835,SAAS-223,modules,17,362,2021-01-09,14-12-2022,active
SUB-1836,SAAS-242,support,32,246,2024-10-01,20-03-2023,active
SUB-1837,SAAS-138,api,19,251,2022-07-12,2020-06-21,active
SUB-1838,SAAS-150,modules,35,195.36,25-06-2024,10/18/2022,active
SUB-1839,SAAS-33,support,15,294,2024-07-01,2022-04-14,cancelled
SUB-1840,SAAS-9,modules,37,391.35,2021-09-26,05-08-2024,past_due
SUB-1841,SAAS-72,modules,35,449.5,2023-09-03,07-12-2024,active
SUB-1842,SAAS-360,api,39,422.86,18-10-2022,2021-03-14,active
SUB-1843,SAAS-40,modules,37,140,13-05-2020,11/23/2020,cancelled
SUB-1844,SAAS-299,platform,2,205.65,2022-08-12,2022-02-11,active
SUB-1845,SAAS-141,modules,17,99,2023-03-26,2021-07-16,cancelled
SUB-1846,SAAS-311,api,14,341.44,2022-03-25,2020-10-04,active
SUB-1847,SAAS-389,support,46,166,2023-06-18,2023-04-04,active
SUB-1848,SAAS-192,support,49,332.29,2024-10-07,02/22/2021,active
SUB-1849,SAAS-249,platform,43,495.94,2023-03-23,2024-04-16,active
SUB-1850,SAAS-236,api,47,77.9,2023-11-26,2024-09-23,cancelled
SUB-1851,SAAS-291,support,1,101,2022-11-04,2023-12-02,active
SUB-1852,SAAS-93,support,29,345.12,07-01-2020,2022-09-13,active
SUB-1853,SAAS-302,modules,43,310,2020-05-20,2021-11-11,active
SUB-1854,SAAS-134,support,8,171,2020-08-09,2020-01-25,active
SUB-1855,SAAS-239,modules,49,185.93,23-01-2024,2021-04-11,past_due
SUB-1856,SAAS-240,platform,48,155.74,2020-05-02,2020-05-12,past_due
SUB-1857,SAAS-38,support,10,278.65,2021-05-02,10-08-2022,cancelled
SUB-1858,SAAS-43,modules,36,198.42,2023-02-25,2020-11-22,cancelled
