invoice_id,subscription_id,invoice_date,amount,status
SI-3134,SUB-4080,04/19/2026,4456,PAID
SI-3135,SUB-848,2024-09-17,"$3,500.00",PAID
SI-3136,SUB-3471,2026-08-22,2 140,paid
SI-3137,SUB-5462,2024-01-17,1789,pending
SI-3138,SUB-2620,06/20/2026,"$4,802.00",paid
SI-3139,SUB-686,2025-12-17,1254,OVERDUE
SI-3140,SUB-3953,2025-10-07,"$4,734.00",OVERDUE
SI-3141,SUB-3755,2024-04-04,"$4,977.00",paid
SI-3142,SUB-3139,04/06/2025,"4 233,00",paid
SI-3143,SUB-4587,05/08/2026,3462,pending
SI-3144,SUB-5598,2024-10-10,2520,pending
SI-3145,SUB-2778,06-06-2026,"$4,434.00",paid
SI-3146,SUB-5677,2024-12-10,1865,overdue
SI-3147,SUB-4954,24-08-2024,1 747,overdue
SI-3148,SUB-2880,03/01/2024,2 610,overdue
SI-3149,SUB-3043,27-10-2025,4105,OVERDUE
SI-3150,SUB-1970,06/07/2026,4002,pending
SI-3151,SUB-5751,06/02/2026,"3 388,00",pending
SI-3152,SUB-2170,2024-09-21,3131,PAID
SI-3153,SUB-4492,06/23/2024,"$2,631.00",PAID
SI-3154,SUB-4219,06/18/2026,3891,PAID
SI-3155,SUB-4112,03-06-2024,1258,PAID
SI-3156,SUB-3111,2025-05-05,$387.00,paid
SI-3157,SUB-4875,2025-06-26,546,overdue
SI-3158,SUB-611,09-07-2025,"3 413,00",overdue
SI-3159,SUB-4610,2024-12-02,$759.00,pending
SI-3160,SUB-4620,21-05-2026,1572,pending
SI-3161,SUB-1985,2025-04-18,3 903,PAID
SI-3162,SUB-339,2026-09-06,"$4,779.00",PAID
SI-3163,SUB-1313,08/26/2026,"$2,135.00",overdue
SI-3164,SUB-5938,2025-04-24,4903,overdue
SI-3165,SUB-4834,09/26/2026,4444,overdue
SI-3166,SUB-3575,2024-05-05,3 365,paid
SI-3167,SUB-1426,2024-06-01,3497,paid
SI-3168,SUB-603,2025-06-08,3 152,overdue
SI-3169,SUB-1136,09/25/2026,"$3,704.00",paid
SI-3170,SUB-1547,2024-11-09,189,overdue
SI-3171,SUB-117,17-08-2026,3567,paid
SI-3172,SUB-4369,2026-11-07,3295,overdue
SI-3173,SUB-2345,01/02/2024,2496,overdue
SI-3174,SUB-1142,2025-02-07,$355.00,PAID
SI-3175,SUB-3939,2024-02-05,$604.00,overdue
SI-3176,SUB-2388,2025-10-16,"1 236,00",overdue
SI-3177,SUB-5609,11-04-2026,"$4,690.00",PAID
SI-3178,SUB-2985,11/01/2025,2537,overdue
SI-3179,SUB-4139,2024-01-25,4755,pending
SI-3180,SUB-1069,05/07/2026,307,overdue
SI-3181,SUB-1931,2025-04-19,500,overdue
SI-3182,SUB-4089,16-01-2026,4170,overdue
SI-3183,SUB-4199,09/22/2026,"1 006,00",OVERDUE
SI-3184,SUB-3837,28-10-2026,1004,PAID
SI-3185,SUB-2399,2026-01-02,2273,pending
SI-3186,SUB-2296,28-02-2025,"$1,539.00",paid
SI-3187,SUB-209,01/18/2026,"$3,549.00",pending
SI-3188,SUB-3568,11/05/2026,"$3,539.00",paid
SI-3189,SUB-4156,21-03-2024,"3 142,00",PAID
SI-3190,SUB-49,2025-04-27,4740,pending
SI-3191,SUB-2730,22-11-2025,1575,PAID
SI-3192,SUB-3165,2024-11-23,3793,pending
SI-3193,SUB-2161,2026-10-08,2028,PAID
SI-3194,SUB-3024,2025-08-10,4089,paid
SI-3195,SUB-3887,2025-07-22,"$2,912.00",OVERDUE
SI-3196,SUB-5917,2026-01-01,$961.00,paid
SI-3197,SUB-2249,2024-06-27,838,overdue
SI-3198,SUB-5386,2024-07-06,1896,overdue
SI-3199,SUB-3563,2026-08-20,4733,overdue
SI-3200,SUB-1827,11/19/2025,$369.00,overdue
SI-3201,SUB-1390,2026-12-02,587,pending
SI-3202,SUB-5915,2024-10-13,"$1,448.00",paid
SI-3203,SUB-3020,07/13/2025,938,paid
SI-3204,SUB-4326,07/19/2024,2137,PAID
SI-3205,SUB-859,26-01-2026,4 457,OVERDUE
SI-3206,SUB-1992,12/05/2024,"$2,667.00",pending
SI-3207,SUB-4095,2026-08-28,3378,pending
SI-3208,SUB-5866,2025-07-27,"2 036,00",pending
SI-3209,SUB-1914,2025-11-15,"$3,591.00",paid
SI-3210,SUB-680,2026-12-16,"$2,133.00",PAID
SI-3211,SUB-3130,09/02/2024,3566,pending
SI-3212,SUB-629,2025-10-24,1944,paid
SI-3213,SUB-3772,2024-02-04,1643,OVERDUE
SI-3214,SUB-1714,2026-06-09,3941,overdue
SI-3215,SUB-2427,01/23/2025,660,overdue
SI-3216,SUB-2064,2025-03-15,"$2,439.00",overdue
SI-3217,SUB-2854,2025-05-25,496,pending
SI-3218,SUB-1656,22-04-2025,1622,OVERDUE
SI-3219,SUB-2382,2024-05-11,3585,PAID
SI-3220,SUB-1907,02/25/2024,2967,paid
SI-3221,SUB-1959,2025-05-11,882,paid
SI-3222,SUB-2633,2024-04-27,"4 145,00",pending
SI-3223,SUB-3746,05/19/2025,1 405,OVERDUE
SI-3224,SUB-3362,2024-09-08,"$2,568.00",pending
SI-3225,SUB-1307,02/16/2026,4309,PAID
SI-3226,SUB-5470,26-01-2024,"$3,886.00",paid
SI-3227,SUB-4846,25-11-2024,$348.00,overdue
SI-3228,SUB-1,2024-09-12,2578,overdue
SI-3229,SUB-256,2025-05-25,1144,pending
SI-3230,SUB-5116,2025-03-25,"$1,480.00",OVERDUE
SI-3231,SUB-2952,2025-09-20,316,overdue
SI-3232,SUB-5293,2024-11-08,4274,overdue
SI-3233,SUB-2893,04/04/2025,4640,overdue
SI-3234,SUB-4421,01/14/2025,"2 763,00",OVERDUE
SI-3235,SUB-2009,2024-01-14,257,paid
SI-3236,SUB-4036,2024-12-16,4980,OVERDUE
SI-3237,SUB-2049,2025-04-02,3154,PAID
SI-3238,SUB-1512,2026-10-03,1716,paid
SI-3239,SUB-3653,2024-01-15,"$3,526.00",PAID
SI-3240,SUB-4757,2025-01-03,"$2,888.00",overdue
SI-3241,SUB-4231,02/17/2026,109,PAID
SI-3242,SUB-3862,2026-01-26,"646,00",PAID
SI-3243,SUB-5959,2026-08-23,"3 632,00",paid
SI-3244,SUB-2439,2025-04-07,2031,OVERDUE
SI-3245,SUB-3727,2024-07-01,3671,paid
SI-3246,SUB-5731,2024-06-08,4759,pending
SI-3247,SUB-2596,02/27/2026,2257,PAID
SI-3248,SUB-3447,2024-11-11,1728,overdue
SI-3249,SUB-772,23-10-2026,4452,overdue
SI-3250,SUB-588,2026-02-14,"$1,604.00",overdue
SI-3251,SUB-2539,2025-06-24,$381.00,overdue
SI-3252,SUB-4870,02/07/2026,4141,PAID
SI-3253,SUB-38,06/27/2025,2 958,OVERDUE
SI-3254,SUB-5348,2026-09-05,$331.00,overdue
SI-3255,SUB-2039,2025-03-12,"$2,041.00",overdue
SI-3256,SUB-2437,28-10-2024,3562,overdue
SI-3257,SUB-5453,25-12-2025,483,PAID
SI-3258,SUB-1615,2024-01-18,1721,overdue
SI-3259,SUB-4537,14-08-2024,2 475,pending
SI-3260,SUB-3018,2025-01-18,2705,paid
SI-3261,SUB-3463,2025-02-05,$369.00,paid
SI-3262,SUB-541,06/25/2026,831,PAID
SI-3263,SUB-4872,02-09-2025,"$1,497.00",PAID
SI-3264,SUB-5214,2025-08-18,514,OVERDUE
SI-3265,SUB-1403,2026-04-21,3 213,overdue
SI-3266,SUB-818,2025-02-16,1156,overdue
SI-3267,SUB-763,2026-06-21,2231,overdue
SI-3268,SUB-2675,06/16/2026,3575,overdue
SI-3269,SUB-1810,17-01-2024,3726,pending
SI-3270,SUB-1539,2026-08-17,578,paid
SI-3271,SUB-3953,11/06/2024,1813,PAID
SI-3272,SUB-5390,2024-10-15,2555,PAID
SI-3273,SUB-5078,2024-04-11,2421,OVERDUE
SI-3274,SUB-1737,08-11-2025,1716,paid
SI-3275,SUB-5173,2024-08-22,1498,PAID
SI-3276,SUB-5229,07-01-2026,"$3,792.00",paid
SI-3277,SUB-3036,12/15/2024,"4 818,00",paid
SI-3278,SUB-205,05-08-2025,4696,overdue
SI-3279,SUB-487,11/19/2025,3 548,paid
SI-3280,SUB-398,2025-11-20,2820,overdue
SI-3281,SUB-3388,2024-01-01,4467,PAID
SI-3282,SUB-3119,2024-02-23,2467,overdue
SI-3283,SUB-5342,10/25/2026,"1 618,00",overdue
SI-3284,SUB-4053,14-07-2025,885,overdue
SI-3285,SUB-5407,2026-08-22,"$2,526.00",overdue
SI-3286,SUB-1732,2024-11-02,1353,pending
SI-3287,SUB-4314,2024-03-23,4500,PAID
SI-3288,SUB-1405,2024-06-16,2416,paid
SI-3289,SUB-5384,2025-04-21,"$2,556.00",OVERDUE
SI-3290,SUB-1444,2024-04-12,1298,overdue
SI-3291,SUB-931,25-10-2025,1270,PAID
SI-3292,SUB-3141,27-01-2026,2559,OVERDUE
SI-3293,SUB-3600,2025-08-17,"$4,465.00",pending
SI-3294,SUB-4937,04/09/2026,1921,pending
SI-3295,SUB-4813,2026-01-10,1289,OVERDUE
SI-3296,SUB-1144,2024-07-27,4946,overdue
SI-3297,SUB-4057,01/07/2026,2997,PAID
SI-3298,SUB-46,2024-12-12,$246.00,pending
SI-3299,SUB-3268,2026-07-26,917,overdue
SI-3300,SUB-1425,2024-09-22,"500,00",overdue
SI-3301,SUB-1486,2025-01-06,4990,overdue
SI-3302,SUB-4371,2025-06-22,"$2,003.00",paid
SI-3303,SUB-203,2026-05-08,1702,pending
SI-3304,SUB-2706,12-07-2024,4 908,pending
SI-3305,SUB-5350,01/13/2025,3613,pending
SI-3306,SUB-5079,2024-02-16,"$3,099.00",PAID
SI-3307,SUB-3753,2025-11-01,3889,paid
SI-3308,SUB-3877,2026-01-28,3388,paid
SI-3309,SUB-313,2026-11-27,"$1,314.00",pending
SI-3310,SUB-3143,2025-09-09,"$2,900.00",PAID
SI-3311,SUB-2542,22-08-2024,"2 176,00",pending
SI-3312,SUB-2909,08/24/2025,4 146,overdue
SI-3313,SUB-3807,07/10/2025,4606,pending
SI-3314,SUB-1745,2026-10-16,"$4,928.00",overdue
SI-3315,SUB-715,2024-11-27,2549,OVERDUE
SI-3316,SUB-5464,11/24/2026,"$2,142.00",overdue
SI-3317,SUB-2931,06/22/2026,4179,overdue
SI-3318,SUB-2560,23-01-2026,1044,overdue
SI-3319,SUB-3309,08/21/2026,1047,PAID
SI-3320,SUB-306,2026-05-15,"$1,595.00",OVERDUE
SI-3321,SUB-3380,2024-09-10,3902,paid
SI-3322,SUB-1765,11-11-2024,"2 407,00",pending
SI-3323,SUB-3208,06/11/2024,2616,paid
SI-3324,SUB-3747,2024-12-16,3826,OVERDUE
SI-3325,SUB-1177,24-02-2025,3640,OVERDUE
SI-3326,SUB-4677,2024-04-19,1220,overdue
SI-3327,SUB-2178,12/05/2026,4506,paid
SI-3328,SUB-4965,2025-12-25,2306,PAID
SI-3329,SUB-493,12-02-2026,1322,paid
SI-3330,SUB-3877,09/15/2024,"$1,922.00",PAID
SI-3331,SUB-3366,2025-11-04,4051,paid
SI-3332,SUB-5777,2024-09-25,"$3,351.00",pending
SI-3333,SUB-2731,05-06-2026,1 941,overdue
SI-3334,SUB-1260,2026-04-21,845,overdue
SI-3335,SUB-3814,2026-11-06,"$2,792.00",overdue
SI-3336,SUB-197,06/28/2024,1370,paid
SI-3337,SUB-4345,2025-05-25,1478,PAID
SI-3338,SUB-5745,2024-06-27,"$4,656.00",OVERDUE
SI-3339,SUB-1446,01/17/2025,2186,overdue
SI-3340,SUB-1497,2026-11-27,2 973,paid
SI-3341,SUB-1237,16-09-2024,4081,paid
SI-3342,SUB-884,11/11/2024,323,overdue
SI-3343,SUB-3524,2024-11-13,1917,overdue
SI-3344,SUB-5771,2024-09-28,"254,00",paid
SI-3345,SUB-3737,11/28/2026,4265,pending
SI-3346,SUB-4336,01-12-2025,"$2,981.00",pending
SI-3347,SUB-1360,2024-06-27,"1 608,00",pending
SI-3348,SUB-4429,2026-12-04,322,OVERDUE
SI-3349,SUB-4017,14-08-2024,"$2,885.00",OVERDUE
SI-3350,SUB-5446,2026-06-13,"$2,811.00",overdue
SI-3351,SUB-5320,2024-08-14,1936,overdue
SI-3352,SUB-4882,2025-08-06,1983,overdue
SI-3353,SUB-563,15-01-2026,"$4,922.00",pending
SI-3354,SUB-3141,09/21/2024,1462,OVERDUE
SI-3355,SUB-2237,04-08-2024,4702,pending
SI-3356,SUB-3500,2025-12-03,132,overdue
SI-3357,SUB-5660,06/05/2026,"$2,835.00",OVERDUE
SI-3358,SUB-5005,2025-10-28,$457.00,OVERDUE
SI-3359,SUB-987,2026-04-18,1344,pending
SI-3360,SUB-2195,28-06-2024,192,OVERDUE
SI-3361,SUB-2028,04/06/2026,2710,paid
SI-3362,SUB-1295,03-07-2024,3078,paid
SI-3363,SUB-5328,2024-06-25,1509,OVERDUE
SI-3364,SUB-1055,2025-03-06,195,paid
SI-3365,SUB-2035,11/04/2025,"$1,451.00",overdue
SI-3366,SUB-130,07/04/2025,"$3,947.00",paid
SI-3367,SUB-2393,2025-02-19,3364,overdue
SI-3368,SUB-1846,2024-06-23,4832,overdue
SI-3369,SUB-5919,2025-12-15,"681,00",overdue
SI-3370,SUB-4737,23-09-2024,4103,paid
SI-3371,SUB-131,2026-12-20,"$2,941.00",pending
SI-3372,SUB-180,2024-04-20,"$3,966.00",OVERDUE
SI-3373,SUB-2939,13-05-2026,4236,paid
SI-3374,SUB-1635,07/20/2024,"515,00",overdue
SI-3375,SUB-2518,09/25/2025,263,overdue
SI-3376,SUB-4183,2024-09-22,"$1,245.00",PAID
SI-3377,SUB-5269,11/27/2024,3082,paid
SI-3378,SUB-1569,2025-10-12,1442,overdue
SI-3379,SUB-1082,2026-03-18,4340,overdue
SI-3380,SUB-551,27-07-2026,1336,OVERDUE
SI-3381,SUB-2379,28-12-2025,2882,PAID
SI-3382,SUB-179,2024-02-14,"$2,136.00",pending
SI-3383,SUB-5196,2026-06-16,"2 754,00",paid
SI-3384,SUB-112,2026-06-02,3806,overdue
SI-3385,SUB-2471,11/15/2026,289,overdue
SI-3386,SUB-3418,2026-01-07,"$4,327.00",overdue
SI-3387,SUB-5836,2025-06-13,2808,PAID
SI-3388,SUB-2817,13-12-2024,332,PAID
SI-3389,SUB-2521,2024-02-20,3 626,OVERDUE
SI-3390,SUB-1765,2026-06-19,1231,pending
SI-3391,SUB-3125,11/12/2026,2600,pending
SI-3392,SUB-3293,2024-12-14,"$3,050.00",PAID
SI-3393,SUB-4312,2024-06-19,"2 545,00",PAID
SI-3394,SUB-4171,06/05/2025,2480,paid
SI-3395,SUB-1217,08/01/2024,"$1,894.00",paid
SI-3396,SUB-1302,21-05-2024,265,overdue
SI-3397,SUB-2512,2024-01-27,202,paid
SI-3398,SUB-2668,2024-06-06,512,overdue
SI-3399,SUB-2958,2025-08-05,3674,paid
SI-3400,SUB-4599,2024-10-08,1 027,paid
SI-3401,SUB-3113,2026-12-07,4528,overdue
SI-3402,SUB-3413,10/14/2026,2 222,overdue
SI-3403,SUB-198,02/08/2025,4679,overdue
SI-3404,SUB-4665,2026-01-19,423,overdue
SI-3405,SUB-4091,12/19/2026,4 459,OVERDUE
SI-3406,SUB-994,2025-08-04,"$2,811.00",paid
SI-3407,SUB-348,2024-04-19,"$4,651.00",paid
SI-3408,SUB-5168,2024-02-11,1432,PAID
SI-3409,SUB-1181,2024-12-21,$963.00,pending
SI-3410,SUB-4494,2024-12-28,3704,PAID
SI-3411,SUB-5808,23-01-2025,493,overdue
SI-3412,SUB-978,02-12-2026,1 240,OVERDUE
SI-3413,SUB-5148,08/14/2024,495,OVERDUE
SI-3414,SUB-3314,2024-12-18,"$3,179.00",PAID
SI-3415,SUB-5014,11/07/2026,3504,paid
SI-3416,SUB-5983,04/19/2024,4376,pending
SI-3417,SUB-1444,2026-06-24,$682.00,PAID
SI-3418,SUB-421,2026-05-16,$152.00,overdue
SI-3419,SUB-2734,2025-08-01,2304,overdue
SI-3420,SUB-546,19-09-2026,"$4,083.00",overdue
SI-3421,SUB-4566,2024-07-01,"$2,368.00",PAID
SI-3422,SUB-3689,2024-09-19,2668,pending
SI-3423,SUB-1620,2025-03-17,"$2,018.00",paid
SI-3424,SUB-1357,2026-03-03,3613,overdue
SI-3425,SUB-5737,2025-12-22,2681,OVERDUE
SI-3426,SUB-2804,17-11-2025,2023,paid
SI-3427,SUB-2801,05-12-2026,2373,overdue
SI-3428,SUB-3191,12/11/2024,$464.00,pending
SI-3429,SUB-1865,03-04-2024,990,OVERDUE
SI-3430,SUB-4051,2024-07-26,517,OVERDUE
SI-3431,SUB-2542,27-01-2025,1527,pending
SI-3432,SUB-3839,2024-07-05,3 995,overdue
SI-3433,SUB-751,2026-05-04,"$2,366.00",pending
SI-3434,SUB-4048,2024-03-18,"3 136,00",PAID
SI-3435,SUB-5657,08/25/2025,399,overdue
SI-3436,SUB-1038,2024-11-09,4254,overdue
SI-3437,SUB-5086,25-10-2025,4668,overdue
SI-3438,SUB-4039,09/07/2025,4624,PAID
SI-3439,SUB-2315,2026-05-03,1801,overdue
SI-3440,SUB-1481,2026-12-16,1695,PAID
SI-3441,SUB-3956,06/04/2025,3297,PAID
SI-3442,SUB-3048,2026-04-16,"$2,636.00",pending
SI-3443,SUB-271,11/08/2024,"$2,372.00",PAID
SI-3444,SUB-4391,2024-11-18,1367,overdue
SI-3445,SUB-4820,23-07-2026,$683.00,pending
SI-3446,SUB-3259,2024-05-11,"$3,614.00",OVERDUE
SI-3447,SUB-713,09/25/2025,"$4,222.00",PAID
SI-3448,SUB-893,06/06/2025,826,OVERDUE
SI-3449,SUB-1777,11/08/2024,"$2,256.00",PAID
SI-3450,SUB-2917,09/07/2024,"$4,634.00",overdue
SI-3451,SUB-2653,2025-11-05,"$2,243.00",paid
SI-3452,SUB-1158,2024-04-04,3167,overdue
SI-3453,SUB-1649,2026-08-21,1507,overdue
SI-3454,SUB-2751,04/20/2025,1947,overdue
SI-3455,SUB-2514,2026-02-21,3534,PAID
SI-3456,SUB-1055,20-04-2026,"$2,388.00",pending
SI-3457,SUB-5883,2025-03-17,3358,PAID
SI-3458,SUB-3025,23-11-2024,2672,overdue
SI-3459,SUB-141,10/09/2025,"$2,305.00",overdue
SI-3460,SUB-1942,01-11-2025,3 423,PAID
SI-3461,SUB-2896,2025-07-09,726,pending
SI-3462,SUB-491,08/10/2024,3979,paid
SI-3463,SUB-889,2025-08-05,2015,OVERDUE
SI-3464,SUB-726,10/05/2025,2505,overdue
SI-3465,SUB-2865,19-10-2025,"$1,953.00",PAID
SI-3466,SUB-4635,28-09-2024,1345,pending
SI-3467,SUB-5192,11/11/2025,4617,PAID
SI-3468,SUB-5062,2026-09-14,3 517,OVERDUE
SI-3469,SUB-562,2025-05-01,1122,overdue
SI-3470,SUB-1036,08/04/2024,2943,overdue
SI-3471,SUB-2890,07/13/2025,2 440,overdue
SI-3472,SUB-2124,10-07-2024,2309,pending
SI-3473,SUB-4625,23-08-2026,3008,PAID
SI-3474,SUB-5532,2026-09-10,2054,pending
SI-3475,SUB-5227,08/04/2025,"415,00",overdue
SI-3476,SUB-4289,2024-12-27,733,overdue
SI-3477,SUB-3221,05/03/2026,"$4,651.00",paid
SI-3478,SUB-1963,2024-05-17,$694.00,pending
SI-3479,SUB-4904,2026-02-16,$370.00,overdue
SI-3480,SUB-3325,2026-03-18,"2 865,00",PAID
SI-3481,SUB-2823,09/23/2024,"$1,288.00",paid
SI-3482,SUB-4410,2026-02-17,713,pending
SI-3483,SUB-967,2026-12-22,3924,PAID
SI-3484,SUB-2681,04/21/2025,"$4,853.00",overdue
SI-3485,SUB-3940,19-08-2026,3 215,paid
SI-3486,SUB-5156,04/24/2025,4592,overdue
SI-3487,SUB-2285,06/03/2024,"2 407,00",overdue
SI-3488,SUB-567,09/28/2024,"$1,242.00",overdue
SI-3489,SUB-4826,06/28/2024,527,pending
SI-3490,SUB-1343,01-12-2024,"$1,462.00",overdue
SI-3491,SUB-1752,2024-09-02,2 118,paid
SI-3492,SUB-2527,12/07/2026,1951,paid
SI-3493,SUB-4258,19-04-2026,2318,PAID
SI-3494,SUB-1538,04-09-2024,742,PAID
SI-3495,SUB-2347,2024-01-17,152,PAID
SI-3496,SUB-1973,2025-09-02,$424.00,pending
SI-3497,SUB-3955,02/28/2025,632,paid
SI-3498,SUB-301,07/17/2024,4724,overdue
SI-3499,SUB-1405,18-01-2026,"$3,537.00",OVERDUE
SI-3500,SUB-5599,2025-04-15,$864.00,PAID
SI-3501,SUB-4296,2025-04-04,"$2,545.00",overdue
SI-3502,SUB-2709,08/24/2024,"$2,959.00",OVERDUE
SI-3503,SUB-1448,2026-11-06,526,overdue
SI-3504,SUB-939,03/01/2024,"$2,075.00",overdue
SI-3505,SUB-2407,01-03-2024,"$4,768.00",overdue
SI-3506,SUB-3545,07/28/2024,1131,pending
SI-3507,SUB-975,2026-05-07,"$1,301.00",OVERDUE
SI-3508,SUB-1797,14-06-2024,2261,paid
SI-3509,SUB-1564,02-11-2026,$493.00,overdue
SI-3510,SUB-1086,11/08/2024,3659,paid
SI-3511,SUB-1827,05/08/2026,$717.00,pending
SI-3512,SUB-1234,08/26/2024,4634,paid
SI-3513,SUB-5253,2024-02-24,755,overdue
SI-3514,SUB-5563,2024-07-19,"$1,037.00",OVERDUE
SI-3515,SUB-3840,22-03-2024,4641,pending
SI-3516,SUB-429,04/10/2026,3114,pending
SI-3517,SUB-2366,2024-06-18,4 619,overdue
SI-3518,SUB-5562,07/07/2026,3162,pending
SI-3519,SUB-2127,09/14/2025,1619,pending
SI-3520,SUB-5519,04/13/2025,2 312,overdue
SI-3521,SUB-1024,03/19/2025,4722,overdue
SI-3522,SUB-3597,2026-05-14,"$4,118.00",overdue
SI-3523,SUB-3775,2024-10-26,"$1,216.00",OVERDUE
SI-3524,SUB-618,2025-09-12,2031,PAID
SI-3525,SUB-5171,12/09/2026,"$1,859.00",overdue
SI-3526,SUB-2135,2024-04-09,"$3,077.00",PAID
SI-3527,SUB-2926,2024-02-23,"$4,745.00",paid
SI-3528,SUB-1236,2025-10-12,4895,overdue
SI-3529,SUB-2321,19-12-2024,2558,pending
SI-3530,SUB-4124,01/11/2025,4907,overdue
SI-3531,SUB-3710,18-03-2024,"$3,653.00",pending
SI-3532,SUB-2264,23-06-2025,1490,pending
SI-3533,SUB-3848,2024-09-14,"2 062,00",OVERDUE
SI-3534,SUB-4725,15-12-2025,288,overdue
SI-3535,SUB-3562,2026-09-07,4418,OVERDUE
SI-3536,SUB-2758,02/07/2026,3554,pending
SI-3537,SUB-584,26-09-2025,2379,overdue
SI-3538,SUB-1774,08/17/2024,1209,overdue
SI-3539,SUB-2914,2025-08-09,"$3,229.00",overdue
SI-3540,SUB-48,04/10/2025,"4 338,00",OVERDUE
SI-3541,SUB-5827,16-09-2024,3893,PAID
SI-3542,SUB-4644,2026-10-27,3 805,overdue
SI-3543,SUB-744,2025-01-15,2429,pending
SI-3544,SUB-2285,14-03-2024,$791.00,PAID
SI-3545,SUB-4940,25-10-2026,4 338,overdue
SI-3546,SUB-5628,2025-08-19,1257,paid
SI-3547,SUB-1244,04/14/2024,"$4,032.00",pending
SI-3548,SUB-5039,04/08/2026,"$4,551.00",pending
SI-3549,SUB-4618,2026-11-06,3 636,OVERDUE
SI-3550,SUB-1160,11/27/2026,1188,overdue
SI-3551,SUB-1083,05/25/2025,830,overdue
SI-3552,SUB-982,06/02/2024,2522,pending
SI-3553,SUB-2885,2025-01-14,4035,PAID
SI-3554,SUB-737,2025-03-27,3550,overdue
SI-3555,SUB-5269,2024-08-25,"$2,747.00",overdue
SI-3556,SUB-612,2025-11-05,"$2,129.00",overdue
SI-3557,SUB-4461,2024-04-24,$423.00,pending
SI-3558,SUB-4786,11-11-2026,"$2,549.00",PAID
SI-3559,SUB-832,03-05-2024,"2 744,00",paid
SI-3560,SUB-2154,23-12-2024,4234,overdue
SI-3561,SUB-1572,2024-10-16,4262,paid
SI-3562,SUB-4065,11/09/2026,801,paid
SI-3563,SUB-5032,2025-08-11,"$4,390.00",overdue
SI-3564,SUB-2636,2025-05-09,"$3,482.00",overdue
SI-3565,SUB-4938,2026-04-17,"$3,252.00",pending
SI-3566,SUB-3167,2025-06-10,606,PAID
SI-3567,SUB-5713,2026-10-28,1 652,PAID
SI-3568,SUB-3300,10/23/2025,3789,PAID
SI-3569,SUB-5837,2026-04-09,2 905,OVERDUE
SI-3570,SUB-5146,24-09-2025,1522,overdue
SI-3571,SUB-3585,2025-10-21,2843,overdue
SI-3572,SUB-3732,2026-12-08,3659,overdue
SI-3573,SUB-82,07-08-2026,3911,overdue
SI-3574,SUB-813,09-04-2026,3348,pending
SI-3575,SUB-271,2024-09-10,2 644,PAID
SI-3576,SUB-191,2024-02-19,3485,pending
SI-3577,SUB-1161,04/28/2024,729,overdue
SI-3578,SUB-419,2025-10-12,"$2,892.00",OVERDUE
SI-3579,SUB-1605,2026-07-15,2 471,paid
SI-3580,SUB-1492,2024-03-20,2584,paid
SI-3581,SUB-4125,01/05/2026,571,PAID
SI-3582,SUB-2185,2024-01-15,"$4,526.00",overdue
SI-3583,SUB-622,10/25/2025,2996,OVERDUE
SI-3584,SUB-2378,2026-07-09,719,PAID
SI-3585,SUB-2195,11/20/2025,"4 686,00",PAID
SI-3586,SUB-2444,10-10-2026,1504,PAID
SI-3587,SUB-1621,01/05/2026,4535,pending
SI-3588,SUB-4186,02/27/2024,402,overdue
SI-3589,SUB-838,2024-10-15,2256,overdue
SI-3590,SUB-3101,2024-05-22,4265,overdue
SI-3591,SUB-5813,11/09/2024,"$3,762.00",pending
SI-3592,SUB-3355,16-02-2024,2839,overdue
SI-3593,SUB-695,06/27/2024,704,overdue
SI-3594,SUB-3250,07/05/2024,1470,paid
SI-3595,SUB-1736,02/17/2024,4384,overdue
SI-3596,SUB-4481,09/14/2026,990,overdue
SI-3597,SUB-2894,2025-06-14,$443.00,PAID
SI-3598,SUB-5038,2024-08-01,3750,overdue
SI-3599,SUB-4472,2024-07-26,4094,PAID
SI-3600,SUB-156,2025-02-26,3471,pending
SI-3601,SUB-3397,24-06-2026,531,paid
SI-3602,SUB-2131,06-11-2026,447,PAID
SI-3603,SUB-4702,10/17/2024,$462.00,overdue
SI-3604,SUB-4178,2024-04-20,539,OVERDUE
SI-3605,SUB-4596,2025-09-06,455,overdue
SI-3606,SUB-4257,08/22/2026,3900,overdue
SI-3607,SUB-2723,04/20/2025,4767,overdue
SI-3608,SUB-3320,2026-01-22,2836,OVERDUE
SI-3609,SUB-3658,09-09-2024,3738,overdue
SI-3610,SUB-587,12/27/2024,1301,overdue
SI-3611,SUB-2190,10-02-2026,"924,00",paid
SI-3612,SUB-3583,2026-01-24,1810,OVERDUE
SI-3613,SUB-4717,19-04-2025,643,overdue
SI-3614,SUB-5510,2024-02-15,898,paid
SI-3615,SUB-197,2025-03-01,4982,pending
SI-3616,SUB-2232,2026-06-01,"$3,380.00",OVERDUE
SI-3617,SUB-330,13-05-2026,3051,paid
SI-3618,SUB-4080,2026-05-14,1887,OVERDUE
SI-3619,SUB-1388,2024-12-26,$629.00,OVERDUE
SI-3620,SUB-1765,11/21/2024,"4 922,00",OVERDUE
SI-3621,SUB-305,04/14/2024,4 748,PAID
SI-3622,SUB-3991,19-02-2025,"2 306,00",overdue
SI-3623,SUB-3017,2026-05-24,"$3,841.00",overdue
SI-3624,SUB-5536,09/01/2025,2 251,overdue
SI-3625,SUB-1999,2024-05-22,2964,PAID
SI-3626,SUB-2893,2026-09-19,4 919,pending
SI-3627,SUB-1960,2024-08-07,2811,overdue
