usage_id,subscription_id,week,value
US-25024,SUB-191,21,283
US-25025,SUB-2404,34,471
US-25026,SUB-1388,16,286
US-25027,SUB-4036,15,201
US-25028,SUB-682,18,867
US-25029,SUB-3788,8,938
US-25030,SUB-1227,6,837
US-25031,SUB-2868,14,892
US-25032,SUB-3570,9,152
US-25033,SUB-2203,7,302
US-25034,SUB-2328,24,877
US-25035,SUB-1110,13,874
US-25036,SUB-1842,34,904
US-25037,SUB-1657,28,460
US-25038,SUB-2525,1,592
US-25039,SUB-3537,14,100
US-25040,SUB-4613,36,894
US-25041,SUB-4192,4,507
US-25042,SUB-393,18,594
US-25043,SUB-3830,27,189
US-25044,SUB-2809,18,979
US-25045,SUB-2616,16,132
US-25046,SUB-2487,38,786
US-25047,SUB-3573,3,792
US-25048,SUB-1033,18,109
US-25049,SUB-5966,15,132
US-25050,SUB-4451,15,47
US-25051,SUB-1760,34,562
US-25052,SUB-2347,31,964
US-25053,SUB-978,28,56
US-25054,SUB-4890,17,531
US-25055,SUB-5219,2,255
US-25056,SUB-2266,4,210
US-25057,SUB-5225,9,856
US-25058,SUB-3927,36,739
US-25059,SUB-4916,5,397
US-25060,SUB-4771,24,476
US-25061,SUB-309,16,166
US-25062,SUB-5375,40,538
US-25063,SUB-3052,1,740
US-25064,SUB-839,22,897
US-25065,SUB-4013,11,798
US-25066,SUB-487,30,386
US-25067,SUB-1481,4,277
US-25068,SUB-1266,27,468
US-25069,SUB-5677,30,721
US-25070,SUB-2803,35,584
US-25071,SUB-3735,13,621
US-25072,SUB-1219,30,140
US-25073,SUB-2381,8,208
US-25074,SUB-5218,39,502
US-25075,SUB-5500,14,895
US-25076,SUB-798,5,832
US-25077,SUB-5992,39,817
US-25078,SUB-161,14,468
US-25079,SUB-4123,21,960
US-25080,SUB-923,22,50
US-25081,SUB-7,9,863
US-25082,SUB-2501,14,96
US-25083,SUB-1508,35,301
US-25084,SUB-449,28,139
US-25085,SUB-4099,32,807
US-25086,SUB-2871,34,319
US-25087,SUB-5903,23,74
US-25088,SUB-2095,26,395
US-25089,SUB-3563,25,726
US-25090,SUB-4651,23,68
US-25091,SUB-2007,4,494
US-25092,SUB-5884,40,114
US-25093,SUB-2443,8,375
US-25094,SUB-4970,16,917
US-25095,SUB-2415,25,589
US-25096,SUB-1354,10,201
US-25097,SUB-5533,28,210
US-25098,SUB-712,38,997
US-25099,SUB-5886,30,232
US-25100,SUB-5388,38,57
US-25101,SUB-2752,10,120
US-25102,SUB-2357,20,246
US-25103,SUB-559,24,114
US-25104,SUB-5106,37,174
US-25105,SUB-3557,34,98
US-25106,SUB-1209,1,673
US-25107,SUB-1575,5,784
US-25108,SUB-3971,15,652
US-25109,SUB-3369,4,457
US-25110,SUB-4393,39,657
US-25111,SUB-5245,19,957
US-25112,SUB-1202,38,281
US-25113,SUB-549,29,499
US-25114,SUB-2185,34,141
US-25115,SUB-4580,8,773
US-25116,SUB-1754,30,691
US-25117,SUB-5927,3,768
US-25118,SUB-1553,9,987
US-25119,SUB-5016,20,156
US-25120,SUB-5254,23,292
US-25121,SUB-38,20,123
US-25122,SUB-5772,17,682
US-25123,SUB-4334,38,116
US-25124,SUB-2979,8,765
US-25125,SUB-5422,14,718
US-25126,SUB-3012,40,15
US-25127,SUB-2713,31,134
US-25128,SUB-3183,40,609
US-25129,SUB-397,2,421
US-25130,SUB-1025,7,93
US-25131,SUB-5176,38,447
US-25132,SUB-4043,8,907
US-25133,SUB-4274,37,819
US-25134,SUB-5459,31,97
US-25135,SUB-3543,18,374
US-25136,SUB-1725,25,454
US-25137,SUB-5816,15,631
US-25138,SUB-1837,11,881
US-25139,SUB-806,18,284
US-25140,SUB-4554,20,906
US-25141,SUB-3144,27,463
US-25142,SUB-5617,35,517
US-25143,SUB-1420,38,616
US-25144,SUB-4580,26,616
US-25145,SUB-5946,26,174
US-25146,SUB-3546,20,93
US-25147,SUB-5281,22,537
US-25148,SUB-2974,21,37
US-25149,SUB-2786,5,448
US-25150,SUB-668,27,235
US-25151,SUB-1848,39,721
US-25152,SUB-1845,30,100
US-25153,SUB-2141,21,758
US-25154,SUB-2682,33,970
US-25155,SUB-137,15,994
US-25156,SUB-4174,30,698
US-25157,SUB-5727,30,149
US-25158,SUB-1688,32,9
US-25159,SUB-2606,30,814
US-25160,SUB-2990,16,128
US-25161,SUB-4845,5,553
US-25162,SUB-5979,23,901
US-25163,SUB-2168,37,473
US-25164,SUB-312,38,459
US-25165,SUB-3037,25,51
US-25166,SUB-4330,5,345
US-25167,SUB-3727,24,28
US-25168,SUB-4977,13,400
US-25169,SUB-3843,40,762
US-25170,SUB-4760,35,452
US-25171,SUB-1270,4,305
US-25172,SUB-581,35,511
US-25173,SUB-243,4,163
US-25174,SUB-1353,5,271
US-25175,SUB-1057,13,437
US-25176,SUB-1722,34,833
US-25177,SUB-3887,21,555
US-25178,SUB-3788,4,176
US-25179,SUB-4182,11,861
US-25180,SUB-1760,15,945
US-25181,SUB-5333,12,894
US-25182,SUB-5715,2,161
US-25183,SUB-1025,28,570
US-25184,SUB-4768,21,818
US-25185,SUB-2504,33,627
US-25186,SUB-5555,24,493
US-25187,SUB-361,14,533
US-25188,SUB-3422,20,629
US-25189,SUB-3008,37,926
US-25190,SUB-5993,1,862
US-25191,SUB-676,8,632
US-25192,SUB-1013,13,679
US-25193,SUB-150,35,212
US-25194,SUB-3922,36,327
US-25195,SUB-2476,12,476
US-25196,SUB-21,38,955
US-25197,SUB-1998,26,821
US-25198,SUB-3336,34,401
US-25199,SUB-3052,24,922
US-25200,SUB-3943,23,822
US-25201,SUB-350,21,781
US-25202,SUB-2319,31,158
US-25203,SUB-551,13,732
US-25204,SUB-1889,9,601
US-25205,SUB-661,28,907
US-25206,SUB-3554,2,55
US-25207,SUB-5350,29,540
US-25208,SUB-5541,29,895
US-25209,SUB-5193,24,199
US-25210,SUB-1663,23,183
US-25211,SUB-423,18,101
US-25212,SUB-5567,30,244
US-25213,SUB-4894,36,579
US-25214,SUB-5020,18,21
US-25215,SUB-4161,24,259
US-25216,SUB-5569,33,441
US-25217,SUB-2692,21,21
US-25218,SUB-3869,31,867
US-25219,SUB-4734,23,48
US-25220,SUB-5537,33,921
US-25221,SUB-2745,21,507
US-25222,SUB-1249,10,774
US-25223,SUB-1850,30,78
US-25224,SUB-3195,35,94
US-25225,SUB-1219,26,874
US-25226,SUB-98,18,809
US-25227,SUB-5585,34,113
US-25228,SUB-42,39,26
US-25229,SUB-5050,5,584
US-25230,SUB-3926,31,97
US-25231,SUB-3948,29,50
US-25232,SUB-1571,40,46
US-25233,SUB-5092,19,410
US-25234,SUB-5800,27,401
US-25235,SUB-3719,40,826
US-25236,SUB-28,26,85
US-25237,SUB-3109,22,655
US-25238,SUB-5022,38,139
US-25239,SUB-4450,35,109
US-25240,SUB-330,3,987
US-25241,SUB-924,27,339
US-25242,SUB-5280,22,25
US-25243,SUB-506,39,181
US-25244,SUB-370,26,477
US-25245,SUB-2822,40,274
US-25246,SUB-4172,20,608
US-25247,SUB-4099,1,823
US-25248,SUB-5589,29,669
US-25249,SUB-5989,29,431
US-25250,SUB-416,18,572
US-25251,SUB-2156,17,610
US-25252,SUB-5952,11,577
US-25253,SUB-3828,6,717
US-25254,SUB-4986,34,977
US-25255,SUB-2752,22,819
US-25256,SUB-4817,13,851
US-25257,SUB-4945,22,475
US-25258,SUB-5946,4,674
US-25259,SUB-3847,15,237
US-25260,SUB-5884,37,121
US-25261,SUB-4970,9,110
US-25262,SUB-1604,30,392
US-25263,SUB-2746,37,78
US-25264,SUB-1644,31,307
US-25265,SUB-5377,25,609
US-25266,SUB-1204,36,617
US-25267,SUB-2007,8,418
US-25268,SUB-2344,40,632
US-25269,SUB-5121,38,855
US-25270,SUB-2406,29,767
US-25271,SUB-1479,5,237
US-25272,SUB-5287,20,243
US-25273,SUB-1302,34,730
US-25274,SUB-883,36,102
US-25275,SUB-2466,37,390
US-25276,SUB-1024,16,250
US-25277,SUB-5092,12,899
US-25278,SUB-3735,33,66
US-25279,SUB-5772,10,658
US-25280,SUB-2761,19,660
US-25281,SUB-5871,33,831
US-25282,SUB-2969,10,454
US-25283,SUB-3210,35,265
US-25284,SUB-4010,36,810
US-25285,SUB-1194,10,386
US-25286,SUB-1889,33,361
US-25287,SUB-5269,1,889
US-25288,SUB-1860,16,148
US-25289,SUB-5946,33,916
US-25290,SUB-5640,31,565
US-25291,SUB-1249,10,854
US-25292,SUB-4744,39,378
US-25293,SUB-4950,22,342
US-25294,SUB-2493,2,607
US-25295,SUB-551,16,523
US-25296,SUB-4018,2,243
US-25297,SUB-2488,21,354
US-25298,SUB-2155,16,270
US-25299,SUB-5982,38,477
US-25300,SUB-1614,38,267
US-25301,SUB-3856,1,183
US-25302,SUB-2518,11,186
US-25303,SUB-4670,2,366
US-25304,SUB-5299,33,497
US-25305,SUB-2578,29,450
US-25306,SUB-140,37,311
US-25307,SUB-5817,37,938
US-25308,SUB-3956,38,920
US-25309,SUB-4319,27,465
US-25310,SUB-3675,21,472
US-25311,SUB-5729,9,115
US-25312,SUB-5306,6,479
US-25313,SUB-3656,32,748
US-25314,SUB-1430,4,629
US-25315,SUB-1840,24,460
US-25316,SUB-905,6,874
US-25317,SUB-3411,7,591
US-25318,SUB-5530,11,794
US-25319,SUB-3744,1,366
US-25320,SUB-5698,29,123
US-25321,SUB-365,34,90
US-25322,SUB-5387,1,109
US-25323,SUB-2065,12,671
US-25324,SUB-5651,40,947
US-25325,SUB-4934,21,353
US-25326,SUB-5891,19,87
US-25327,SUB-5723,3,562
US-25328,SUB-3265,7,169
US-25329,SUB-2101,37,510
US-25330,SUB-5276,32,685
US-25331,SUB-2809,2,80
US-25332,SUB-4573,2,349
US-25333,SUB-587,31,129
US-25334,SUB-5195,21,138
US-25335,SUB-4990,23,709
US-25336,SUB-2590,2,550
US-25337,SUB-2631,35,73
US-25338,SUB-4750,25,931
US-25339,SUB-3453,30,755
US-25340,SUB-3242,28,127
US-25341,SUB-2763,5,184
US-25342,SUB-5548,40,125
US-25343,SUB-5888,3,441
US-25344,SUB-2189,12,897
US-25345,SUB-1142,29,353
US-25346,SUB-5133,28,724
US-25347,SUB-279,36,692
US-25348,SUB-1991,10,317
US-25349,SUB-1904,11,943
US-25350,SUB-1107,40,560
US-25351,SUB-942,31,765
US-25352,SUB-4641,34,892
US-25353,SUB-1008,39,918
US-25354,SUB-5268,19,288
US-25355,SUB-4244,30,519
US-25356,SUB-4797,21,273
US-25357,SUB-3064,11,206
US-25358,SUB-5027,1,241
US-25359,SUB-2697,9,869
US-25360,SUB-57,14,645
US-25361,SUB-4133,22,299
US-25362,SUB-3306,28,689
US-25363,SUB-1064,29,594
US-25364,SUB-2884,13,216
US-25365,SUB-4455,4,337
US-25366,SUB-5238,25,301
US-25367,SUB-2079,10,901
US-25368,SUB-141,16,536
US-25369,SUB-5328,10,230
US-25370,SUB-1829,37,152
US-25371,SUB-3582,3,88
US-25372,SUB-5635,37,358
US-25373,SUB-2850,32,981
US-25374,SUB-363,15,586
US-25375,SUB-1412,28,55
US-25376,SUB-5634,39,290
US-25377,SUB-2339,21,284
US-25378,SUB-396,12,74
US-25379,SUB-1635,37,57
US-25380,SUB-2862,3,925
US-25381,SUB-2664,28,702
US-25382,SUB-53,19,354
US-25383,SUB-3267,23,127
US-25384,SUB-4505,16,536
US-25385,SUB-2425,8,504
US-25386,SUB-1861,40,905
US-25387,SUB-1042,5,339
US-25388,SUB-3843,13,602
US-25389,SUB-749,2,385
US-25390,SUB-4099,29,851
US-25391,SUB-755,3,677
US-25392,SUB-5988,14,744
US-25393,SUB-5757,27,884
US-25394,SUB-3806,5,887
US-25395,SUB-2424,24,214
US-25396,SUB-1071,37,308
US-25397,SUB-127,13,32
US-25398,SUB-4546,40,825
US-25399,SUB-2681,8,902
US-25400,SUB-4610,36,113
US-25401,SUB-2007,18,566
US-25402,SUB-783,3,407
US-25403,SUB-2795,37,656
US-25404,SUB-3850,23,791
US-25405,SUB-2740,19,803
US-25406,SUB-5812,28,153
US-25407,SUB-3944,33,934
US-25408,SUB-4306,25,58
US-25409,SUB-4324,40,519
US-25410,SUB-1122,30,187
US-25411,SUB-4954,32,80
US-25412,SUB-2973,14,636
US-25413,SUB-2007,21,313
US-25414,SUB-4669,34,443
US-25415,SUB-428,17,938
US-25416,SUB-967,4,912
US-25417,SUB-2859,16,484
US-25418,SUB-2269,12,498
US-25419,SUB-1127,39,135
US-25420,SUB-292,36,271
US-25421,SUB-1303,2,713
US-25422,SUB-3873,22,277
US-25423,SUB-4852,35,197
US-25424,SUB-1752,32,896
US-25425,SUB-3606,12,473
US-25426,SUB-3220,6,314
US-25427,SUB-4454,18,541
US-25428,SUB-714,2,538
US-25429,SUB-2970,23,500
US-25430,SUB-5014,40,245
US-25431,SUB-3182,33,38
US-25432,SUB-162,1,859
US-25433,SUB-3569,11,392
US-25434,SUB-4184,28,262
US-25435,SUB-4043,7,897
US-25436,SUB-2359,13,761
US-25437,SUB-3344,33,56
US-25438,SUB-1995,30,273
US-25439,SUB-1532,29,831
US-25440,SUB-2847,23,730
US-25441,SUB-3884,24,693
US-25442,SUB-4679,21,746
US-25443,SUB-5747,8,388
US-25444,SUB-2624,34,455
US-25445,SUB-4146,3,831
US-25446,SUB-4451,1,527
US-25447,SUB-5814,35,247
US-25448,SUB-2194,15,481
US-25449,SUB-651,39,778
US-25450,SUB-4193,32,487
US-25451,SUB-2055,36,597
US-25452,SUB-4282,1,146
US-25453,SUB-1778,5,922
US-25454,SUB-5338,31,498
US-25455,SUB-5909,35,803
US-25456,SUB-5250,5,355
US-25457,SUB-2208,11,970
US-25458,SUB-1784,18,123
US-25459,SUB-2060,28,573
US-25460,SUB-464,36,566
US-25461,SUB-150,36,742
US-25462,SUB-5713,10,685
US-25463,SUB-3465,30,340
US-25464,SUB-1901,33,769
US-25465,SUB-5114,9,998
US-25466,SUB-3138,3,734
US-25467,SUB-2976,11,592
US-25468,SUB-5755,15,71
US-25469,SUB-3421,17,479
US-25470,SUB-373,40,56
US-25471,SUB-874,39,67
US-25472,SUB-4936,5,585
US-25473,SUB-3497,18,937
US-25474,SUB-3182,23,988
US-25475,SUB-1086,38,745
US-25476,SUB-2945,33,471
US-25477,SUB-990,22,949
US-25478,SUB-480,17,428
US-25479,SUB-5398,16,185
US-25480,SUB-3844,34,556
US-25481,SUB-3238,12,441
US-25482,SUB-2353,3,125
US-25483,SUB-1534,36,554
US-25484,SUB-5679,8,695
US-25485,SUB-1135,15,926
US-25486,SUB-2906,19,972
US-25487,SUB-2096,34,1000
US-25488,SUB-3842,37,402
US-25489,SUB-4291,40,909
US-25490,SUB-5780,32,720
US-25491,SUB-3750,5,872
US-25492,SUB-408,26,882
US-25493,SUB-4350,33,170
US-25494,SUB-3591,2,625
US-25495,SUB-3771,4,166
US-25496,SUB-5255,7,937
US-25497,SUB-2995,11,170
US-25498,SUB-5077,17,963
US-25499,SUB-3651,26,875
US-25500,SUB-922,17,634
US-25501,SUB-558,33,466
US-25502,SUB-2155,1,193
US-25503,SUB-3120,29,234
US-25504,SUB-4731,8,721
US-25505,SUB-4246,15,877
US-25506,SUB-5406,40,438
US-25507,SUB-3585,16,592
US-25508,SUB-5077,35,372
US-25509,SUB-182,39,319
US-25510,SUB-3280,31,539
US-25511,SUB-4365,30,465
US-25512,SUB-4724,7,220
US-25513,SUB-271,16,216
US-25514,SUB-444,35,763
US-25515,SUB-3005,31,604
US-25516,SUB-4775,2,661
US-25517,SUB-3920,32,754
US-25518,SUB-3282,30,588
US-25519,SUB-1759,14,179
US-25520,SUB-2729,25,609
US-25521,SUB-2078,34,129
US-25522,SUB-3703,27,992
US-25523,SUB-2151,25,467
US-25524,SUB-2217,23,150
US-25525,SUB-5658,24,224
US-25526,SUB-813,26,607
US-25527,SUB-173,40,498
US-25528,SUB-1375,39,907
US-25529,SUB-2254,31,508
US-25530,SUB-3289,5,420
US-25531,SUB-869,27,765
US-25532,SUB-3419,8,317
US-25533,SUB-2253,32,73
US-25534,SUB-3328,1,87
US-25535,SUB-3833,11,689
US-25536,SUB-4834,36,636
US-25537,SUB-3560,27,514
US-25538,SUB-4079,4,724
US-25539,SUB-4774,32,425
US-25540,SUB-3791,4,520
US-25541,SUB-464,37,231
US-25542,SUB-1285,11,224
US-25543,SUB-2783,32,119
US-25544,SUB-3509,8,759
US-25545,SUB-5054,28,708
US-25546,SUB-4108,29,969
US-25547,SUB-2738,40,621
US-25548,SUB-5195,9,688
US-25549,SUB-2289,37,481
US-25550,SUB-1262,33,482
US-25551,SUB-2980,6,457
US-25552,SUB-1053,34,930
US-25553,SUB-1500,17,1000
US-25554,SUB-4951,30,879
US-25555,SUB-708,3,84
US-25556,SUB-2893,25,453
US-25557,SUB-1265,28,841
US-25558,SUB-4324,29,111
US-25559,SUB-5061,15,560
US-25560,SUB-5033,27,688
US-25561,SUB-1087,12,234
US-25562,SUB-194,1,669
US-25563,SUB-5016,40,406
US-25564,SUB-4412,39,42
US-25565,SUB-3330,9,773
US-25566,SUB-1650,4,727
US-25567,SUB-144,34,810
US-25568,SUB-2185,1,598
US-25569,SUB-2876,31,586
US-25570,SUB-4245,28,485
US-25571,SUB-4721,30,471
US-25572,SUB-3262,17,77
US-25573,SUB-3979,14,817
US-25574,SUB-5481,22,315
US-25575,SUB-1648,36,409
US-25576,SUB-4405,14,881
US-25577,SUB-5078,23,60
US-25578,SUB-1551,40,38
US-25579,SUB-2068,18,843
US-25580,SUB-3061,3,273
US-25581,SUB-323,27,630
US-25582,SUB-1346,38,634
US-25583,SUB-266,17,855
US-25584,SUB-3760,26,121
US-25585,SUB-533,8,783
US-25586,SUB-319,9,158
US-25587,SUB-66,23,178
US-25588,SUB-3094,34,696
US-25589,SUB-3104,8,978
US-25590,SUB-4573,5,375
US-25591,SUB-4548,12,181
US-25592,SUB-341,19,35
US-25593,SUB-3317,21,830
US-25594,SUB-2367,22,976
US-25595,SUB-3624,13,574
US-25596,SUB-3863,14,688
US-25597,SUB-5928,32,59
US-25598,SUB-3663,14,333
US-25599,SUB-2570,40,941
US-25600,SUB-5160,10,864
US-25601,SUB-22,28,502
US-25602,SUB-4718,31,133
US-25603,SUB-558,28,559
US-25604,SUB-5712,26,627
US-25605,SUB-3257,16,883
US-25606,SUB-2020,6,957
US-25607,SUB-915,12,530
US-25608,SUB-2312,36,968
US-25609,SUB-2464,30,638
US-25610,SUB-1004,16,248
US-25611,SUB-320,19,65
US-25612,SUB-1204,12,833
US-25613,SUB-1426,21,505
US-25614,SUB-1971,40,148
US-25615,SUB-1013,30,617
US-25616,SUB-4080,3,347
US-25617,SUB-4018,15,835
US-25618,SUB-3479,27,356
US-25619,SUB-1239,15,177
US-25620,SUB-2180,25,575
US-25621,SUB-1849,3,683
US-25622,SUB-618,2,863
US-25623,SUB-2549,3,387
US-25624,SUB-612,1,598
US-25625,SUB-231,13,575
US-25626,SUB-1565,32,954
US-25627,SUB-5610,14,720
US-25628,SUB-5883,7,489
US-25629,SUB-2510,14,279
US-25630,SUB-1914,31,814
US-25631,SUB-4989,9,121
US-25632,SUB-2693,28,841
US-25633,SUB-2287,16,553
US-25634,SUB-3173,7,727
US-25635,SUB-1640,17,73
US-25636,SUB-3530,6,411
US-25637,SUB-4039,6,502
US-25638,SUB-213,31,796
US-25639,SUB-4053,4,285
US-25640,SUB-2065,20,239
US-25641,SUB-5962,11,806
US-25642,SUB-2356,12,484
US-25643,SUB-3357,15,944
US-25644,SUB-5518,3,127
US-25645,SUB-5887,27,914
US-25646,SUB-5562,16,579
US-25647,SUB-1262,18,546
US-25648,SUB-3076,22,467
US-25649,SUB-2210,25,130
US-25650,SUB-3310,18,396
US-25651,SUB-455,12,986
US-25652,SUB-643,37,142
US-25653,SUB-2080,2,858
US-25654,SUB-2649,25,859
US-25655,SUB-5207,33,539
US-25656,SUB-740,4,379
US-25657,SUB-4465,4,160
US-25658,SUB-2576,36,327
US-25659,SUB-5965,11,522
US-25660,SUB-1020,18,490
US-25661,SUB-1554,26,259
US-25662,SUB-1257,13,541
US-25663,SUB-3965,11,75
US-25664,SUB-2802,13,94
US-25665,SUB-2921,20,912
US-25666,SUB-4349,30,674
US-25667,SUB-524,13,382
US-25668,SUB-2126,18,365
US-25669,SUB-2993,13,691
US-25670,SUB-3982,39,721
US-25671,SUB-2859,23,993
US-25672,SUB-613,7,85
US-25673,SUB-448,21,689
US-25674,SUB-2127,1,989
US-25675,SUB-3973,16,817
US-25676,SUB-2510,32,85
US-25677,SUB-5025,26,385
US-25678,SUB-3380,31,843
US-25679,SUB-5138,30,687
US-25680,SUB-893,32,74
US-25681,SUB-507,36,491
US-25682,SUB-1966,36,845
US-25683,SUB-5182,14,82
US-25684,SUB-1592,28,341
US-25685,SUB-545,7,487
US-25686,SUB-1560,6,599
US-25687,SUB-3340,3,337
US-25688,SUB-4280,14,498
US-25689,SUB-1608,5,848
US-25690,SUB-3010,4,732
US-25691,SUB-1321,11,70
US-25692,SUB-501,6,406
US-25693,SUB-524,36,349
US-25694,SUB-2182,31,682
US-25695,SUB-4271,26,71
US-25696,SUB-4317,34,862
US-25697,SUB-3656,1,774
US-25698,SUB-784,10,263
US-25699,SUB-894,20,882
US-25700,SUB-4103,1,508
US-25701,SUB-2374,31,158
US-25702,SUB-2050,17,69
US-25703,SUB-1906,30,844
US-25704,SUB-3265,4,726
US-25705,SUB-4464,9,355
US-25706,SUB-4019,22,946
US-25707,SUB-5621,16,516
US-25708,SUB-5012,7,523
US-25709,SUB-4219,36,255
US-25710,SUB-1694,15,184
US-25711,SUB-3541,34,891
US-25712,SUB-4932,22,210
US-25713,SUB-3650,23,697
US-25714,SUB-4950,24,357
US-25715,SUB-4510,15,57
US-25716,SUB-5934,24,289
US-25717,SUB-5991,9,208
US-25718,SUB-4973,12,591
US-25719,SUB-4275,30,146
US-25720,SUB-5609,25,718
US-25721,SUB-3914,34,432
US-25722,SUB-1109,20,797
US-25723,SUB-4330,20,15
US-25724,SUB-408,30,235
US-25725,SUB-1047,36,519
US-25726,SUB-4759,31,59
US-25727,SUB-4204,18,795
US-25728,SUB-5052,5,696
US-25729,SUB-3922,22,989
US-25730,SUB-4233,21,489
US-25731,SUB-5668,25,717
US-25732,SUB-1038,26,96
US-25733,SUB-340,31,543
US-25734,SUB-5367,3,930
US-25735,SUB-4507,18,699
US-25736,SUB-1286,35,371
US-25737,SUB-1903,24,30
US-25738,SUB-2476,3,385
US-25739,SUB-4184,24,405
US-25740,SUB-2325,9,692
US-25741,SUB-4281,20,556
US-25742,SUB-5649,34,88
US-25743,SUB-2216,36,661
US-25744,SUB-5526,39,52
US-25745,SUB-5637,27,776
US-25746,SUB-635,1,760
US-25747,SUB-5873,26,173
US-25748,SUB-3665,34,63
US-25749,SUB-5656,26,550
US-25750,SUB-5632,24,585
US-25751,SUB-3397,11,478
US-25752,SUB-3673,19,140
US-25753,SUB-5321,12,419
US-25754,SUB-807,38,892
US-25755,SUB-2173,19,914
US-25756,SUB-978,12,96
US-25757,SUB-445,40,88
US-25758,SUB-5415,26,591
US-25759,SUB-503,17,736
US-25760,SUB-4858,26,617
US-25761,SUB-4524,23,311
US-25762,SUB-4089,27,197
US-25763,SUB-4722,26,491
US-25764,SUB-3481,18,683
US-25765,SUB-4347,26,197
US-25766,SUB-2186,5,922
US-25767,SUB-3324,11,606
US-25768,SUB-3841,5,190
US-25769,SUB-995,21,893
US-25770,SUB-2102,30,149
US-25771,SUB-3288,17,74
US-25772,SUB-3370,29,416
US-25773,SUB-5491,21,570
US-25774,SUB-773,35,626
US-25775,SUB-1266,35,574
US-25776,SUB-1131,34,41
US-25777,SUB-3325,19,484
US-25778,SUB-4151,13,811
US-25779,SUB-1174,2,995
US-25780,SUB-3704,36,859
US-25781,SUB-1016,32,70
US-25782,SUB-2597,25,143
US-25783,SUB-380,24,658
US-25784,SUB-3196,16,299
US-25785,SUB-5482,27,338
US-25786,SUB-2642,26,474
US-25787,SUB-1068,20,553
US-25788,SUB-5843,22,138
US-25789,SUB-2493,34,101
US-25790,SUB-4118,22,32
US-25791,SUB-3509,19,175
US-25792,SUB-3795,22,694
US-25793,SUB-2825,39,828
US-25794,SUB-3691,30,920
US-25795,SUB-3895,17,840
US-25796,SUB-850,33,783
US-25797,SUB-190,25,249
US-25798,SUB-3420,3,724
US-25799,SUB-3790,21,717
US-25800,SUB-5064,22,336
US-25801,SUB-1822,7,92
US-25802,SUB-4014,29,870
US-25803,SUB-2374,23,668
US-25804,SUB-656,15,182
US-25805,SUB-994,11,731
US-25806,SUB-418,18,877
US-25807,SUB-4487,33,292
US-25808,SUB-1191,30,82
US-25809,SUB-2424,5,608
US-25810,SUB-256,21,94
US-25811,SUB-4199,34,342
US-25812,SUB-2130,31,148
US-25813,SUB-5561,24,428
US-25814,SUB-3082,36,117
US-25815,SUB-5506,39,31
US-25816,SUB-4103,38,68
US-25817,SUB-5043,29,900
US-25818,SUB-5346,25,552
US-25819,SUB-5681,12,881
US-25820,SUB-2831,25,876
US-25821,SUB-773,32,910
US-25822,SUB-4476,5,214
US-25823,SUB-3303,23,313
US-25824,SUB-3265,25,232
US-25825,SUB-4453,1,364
US-25826,SUB-3770,34,695
US-25827,SUB-1053,25,802
US-25828,SUB-496,3,966
US-25829,SUB-3322,38,574
US-25830,SUB-1696,15,639
US-25831,SUB-4433,3,75
US-25832,SUB-2674,27,87
US-25833,SUB-1256,28,867
US-25834,SUB-2352,13,911
US-25835,SUB-4830,1,403
US-25836,SUB-358,6,353
US-25837,SUB-5053,13,373
US-25838,SUB-4546,34,907
US-25839,SUB-3544,3,533
US-25840,SUB-4216,33,951
US-25841,SUB-228,30,935
US-25842,SUB-3313,28,309
US-25843,SUB-537,6,343
US-25844,SUB-2809,36,376
US-25845,SUB-110,35,172
US-25846,SUB-3907,36,970
US-25847,SUB-1336,21,477
US-25848,SUB-4832,37,389
US-25849,SUB-5756,38,260
US-25850,SUB-1971,21,342
US-25851,SUB-1705,10,895
US-25852,SUB-4932,1,81
US-25853,SUB-3494,1,686
US-25854,SUB-3655,24,547
US-25855,SUB-4214,34,351
US-25856,SUB-4574,11,869
US-25857,SUB-5424,13,224
US-25858,SUB-3588,24,664
US-25859,SUB-4599,13,363
US-25860,SUB-3510,37,927
US-25861,SUB-4492,27,335
US-25862,SUB-4599,30,753
US-25863,SUB-5615,6,979
US-25864,SUB-1292,13,887
US-25865,SUB-4328,21,511
US-25866,SUB-432,7,110
US-25867,SUB-3600,19,155
US-25868,SUB-4946,27,151
US-25869,SUB-4437,13,682
US-25870,SUB-5587,3,520
US-25871,SUB-1254,35,790
US-25872,SUB-584,28,759
US-25873,SUB-4267,34,129
US-25874,SUB-914,40,858
US-25875,SUB-3745,26,296
US-25876,SUB-2837,26,826
US-25877,SUB-537,12,611
US-25878,SUB-2359,40,270
US-25879,SUB-4934,25,798
US-25880,SUB-5095,28,177
US-25881,SUB-5187,34,752
US-25882,SUB-2419,23,963
US-25883,SUB-3626,24,728
US-25884,SUB-3070,7,214
US-25885,SUB-285,4,80
US-25886,SUB-5228,18,617
US-25887,SUB-1470,24,700
US-25888,SUB-2058,25,698
US-25889,SUB-3749,30,62
US-25890,SUB-2003,7,541
US-25891,SUB-2825,7,643
US-25892,SUB-2854,33,123
US-25893,SUB-1102,6,920
US-25894,SUB-5107,31,528
US-25895,SUB-1074,5,256
US-25896,SUB-4962,26,776
US-25897,SUB-2750,28,629
US-25898,SUB-2479,22,95
US-25899,SUB-3990,22,86
US-25900,SUB-2930,38,90
US-25901,SUB-5696,21,1000
US-25902,SUB-1669,2,914
US-25903,SUB-4024,17,231
US-25904,SUB-1504,40,22
US-25905,SUB-4663,39,105
