payment_id,invoice_id,amount,method,status,paid_date
SP-2773,SI-2108,"$2,191.00",wechat,SUCCESS,2026-11-10
SP-2774,SI-3447,"$3,908.00",card,SUCCESS,2025-08-22
SP-2775,SI-5494,"$1,096.00",alipay,pending,2026-08-10
SP-2776,SI-1268,"2,440.00",alipay,success,2025-12-15
SP-2777,SI-3432,"4,419.00",card,SUCCESS,11/24/2025
SP-2778,SI-935,"1,340.00",card,pending,2024-11-06
SP-2779,SI-2592,"$4,956.00",bank_transfer,pending,09/19/2024
SP-2780,SI-4186,3503,wechat,pending,2025-12-18
SP-2781,SI-3904,"$3,101.00",alipay,pending,2025-03-25
SP-2782,SI-1001,1957,card,pending,2025-07-27
SP-2783,SI-5788,4060,wechat,pending,01/14/2025
SP-2784,SI-2313,173,bank_transfer,pending,2025-12-11
SP-2785,SI-3590,462,alipay,SUCCESS,2025-06-01
SP-2786,SI-5345,"$3,180.00",alipay,SUCCESS,2024-06-20
SP-2787,SI-1508,"1,870.00",alipay,SUCCESS,2025-03-28
SP-2788,SI-663,3663,alipay,SUCCESS,2026-04-14
SP-2789,SI-4225,4168,bank_transfer,SUCCESS,06/15/2024
SP-2790,SI-3331,456,card,SUCCESS,08/15/2026
SP-2791,SI-3707,"$4,953.00",wechat,failed,2025-09-16
SP-2792,SI-1839,"2,757.00",alipay,SUCCESS,2026-01-24
SP-2793,SI-3045,1831,card,success,2026-03-16
SP-2794,SI-4028,"$4,504.00",card,success,02/16/2026
SP-2795,SI-2918,"$1,179.00",wechat,success,2025-06-04
SP-2796,SI-1387,"$3,340.00",bank_transfer,SUCCESS,2024-07-11
SP-2797,SI-3429,"$4,626.00",alipay,success,2024-02-03
SP-2798,SI-305,4080,bank_transfer,pending,12/13/2024
SP-2799,SI-1789,2539,alipay,pending,19-12-2026
SP-2800,SI-483,"$2,275.00",card,pending,2026-04-01
SP-2801,SI-1646,1871,bank_transfer,success,2026-01-13
SP-2802,SI-3809,"$1,960.00",bank_transfer,failed,22-04-2026
SP-2803,SI-778,"3,864.00",card,success,12-08-2026
SP-2804,SI-1293,3981,bank_transfer,success,20-01-2025
SP-2805,SI-2759,"4,445.00",alipay,success,07-11-2024
SP-2806,SI-5034,352.00,alipay,failed,05/01/2025
SP-2807,SI-4365,"$3,502.00",bank_transfer,success,2024-11-09
SP-2808,SI-4989,4178,bank_transfer,SUCCESS,2026-02-15
SP-2809,SI-4512,1138,wechat,success,04/25/2025
SP-2810,SI-3032,1105,alipay,pending,2025-06-07
SP-2811,SI-865,"$2,899.00",card,SUCCESS,14-09-2024
SP-2812,SI-1640,4881,card,SUCCESS,12/05/2025
SP-2813,SI-1910,"3,380.00",bank_transfer,SUCCESS,09/13/2026
SP-2814,SI-2947,2502,alipay,pending,2024-03-19
SP-2815,SI-3251,3747,bank_transfer,pending,26-06-2024
SP-2816,SI-4702,812,alipay,success,2025-03-07
SP-2817,SI-2664,2905,alipay,pending,2025-04-09
SP-2818,SI-3703,"$4,640.00",card,SUCCESS,21-09-2024
SP-2819,SI-4401,"2,748.00",bank_transfer,success,05/05/2024
SP-2820,SI-2129,3085,alipay,pending,27-10-2026
SP-2821,SI-1526,4751,wechat,SUCCESS,10/27/2024
SP-2822,SI-77,3246,wechat,pending,2025-05-18
SP-2823,SI-2127,"$2,775.00",card,pending,05/24/2025
SP-2824,SI-3671,992.00,alipay,SUCCESS,04/14/2024
SP-2825,SI-274,"3,923.00",alipay,failed,19-12-2024
SP-2826,SI-1933,1727,card,SUCCESS,2025-08-03
SP-2827,SI-5320,"$1,508.00",alipay,success,2026-04-10
SP-2828,SI-3814,"$3,230.00",wechat,pending,10-12-2024
SP-2829,SI-138,"2,651.00",bank_transfer,SUCCESS,2024-02-28
SP-2830,SI-3032,990.00,wechat,SUCCESS,04/21/2026
SP-2831,SI-5534,2637,wechat,SUCCESS,2025-02-18
SP-2832,SI-4386,"$4,256.00",alipay,SUCCESS,2024-05-18
SP-2833,SI-3346,944,wechat,success,2026-02-07
SP-2834,SI-1529,4484,alipay,success,02-07-2024
SP-2835,SI-3832,"$2,506.00",bank_transfer,SUCCESS,23-05-2025
SP-2836,SI-2079,4271,bank_transfer,SUCCESS,2026-04-13
SP-2837,SI-2945,3926,wechat,pending,2025-05-23
SP-2838,SI-2822,"3,917.00",bank_transfer,SUCCESS,2025-08-07
SP-2839,SI-1400,"1,973.00",wechat,failed,26-01-2024
SP-2840,SI-2512,4048,card,success,15-10-2026
SP-2841,SI-2114,4540,wechat,pending,03/17/2026
SP-2842,SI-3248,"1,867.00",alipay,success,2026-10-18
SP-2843,SI-4880,"$3,414.00",wechat,pending,06/20/2025
SP-2844,SI-3018,319,alipay,pending,2024-04-16
SP-2845,SI-5173,"1,580.00",alipay,SUCCESS,2026-06-19
SP-2846,SI-4070,4048,wechat,failed,04-09-2024
SP-2847,SI-1375,1058,bank_transfer,SUCCESS,2026-09-19
SP-2848,SI-3195,1875,alipay,pending,2025-02-01
SP-2849,SI-309,"3,373.00",alipay,success,07-03-2024
SP-2850,SI-5822,1428,alipay,pending,2025-09-18
SP-2851,SI-5587,"$2,709.00",wechat,pending,2024-11-06
SP-2852,SI-2563,2024,card,success,01/26/2026
SP-2853,SI-4259,1877,bank_transfer,SUCCESS,11/26/2024
SP-2854,SI-3510,3010,bank_transfer,success,08/08/2026
SP-2855,SI-384,$971.00,wechat,failed,2026-02-14
SP-2856,SI-4212,302,card,success,2025-03-12
SP-2857,SI-5333,"$1,500.00",card,success,2026-08-27
SP-2858,SI-5215,4578,alipay,success,2026-06-05
SP-2859,SI-3534,"$2,927.00",bank_transfer,pending,2026-12-03
SP-2860,SI-5495,1424,bank_transfer,pending,25-06-2026
SP-2861,SI-1638,727,card,pending,2024-02-17
SP-2862,SI-526,303,card,pending,04-07-2026
SP-2863,SI-4874,964,wechat,SUCCESS,02/08/2025
SP-2864,SI-4431,2780,bank_transfer,pending,08/23/2025
SP-2865,SI-2084,3056,bank_transfer,SUCCESS,26-11-2026
SP-2866,SI-5387,2009,bank_transfer,SUCCESS,10/23/2025
SP-2867,SI-1612,1299,wechat,pending,04/25/2025
SP-2868,SI-4429,2109,bank_transfer,pending,2025-10-17
SP-2869,SI-3844,$706.00,alipay,success,2025-01-27
SP-2870,SI-5290,"3,697.00",bank_transfer,success,2025-09-06
SP-2871,SI-3640,1608,bank_transfer,success,2026-09-17
SP-2872,SI-1226,"2,234.00",alipay,success,01/21/2024
SP-2873,SI-4367,1587,wechat,success,09/28/2024
SP-2874,SI-393,$914.00,alipay,SUCCESS,07/22/2024
SP-2875,SI-4440,1300,alipay,pending,2025-01-24
SP-2876,SI-4413,1107,bank_transfer,success,2026-12-08
SP-2877,SI-1519,548,alipay,SUCCESS,2026-05-18
SP-2878,SI-1279,569.00,wechat,pending,17-06-2024
SP-2879,SI-113,2917,card,failed,2025-10-11
SP-2880,SI-247,309,wechat,SUCCESS,11/17/2026
SP-2881,SI-1241,2419,card,SUCCESS,2024-08-28
SP-2882,SI-1389,4687,bank_transfer,pending,01/02/2026
SP-2883,SI-5335,"$2,887.00",wechat,success,03/25/2025
SP-2884,SI-4712,4796,alipay,pending,16-07-2026
SP-2885,SI-3822,"$3,120.00",card,pending,2025-11-20
SP-2886,SI-455,779,alipay,SUCCESS,2025-07-01
SP-2887,SI-1648,1217,wechat,SUCCESS,20-04-2024
SP-2888,SI-1071,2985,card,success,02/19/2026
SP-2889,SI-5537,3737,wechat,success,08/07/2025
SP-2890,SI-4668,3020,alipay,success,09/02/2026
SP-2891,SI-4525,4234,alipay,SUCCESS,15-01-2025
SP-2892,SI-4032,"$1,262.00",bank_transfer,pending,10/24/2025
SP-2893,SI-3442,3926,bank_transfer,SUCCESS,2024-11-18
SP-2894,SI-760,544,bank_transfer,pending,2024-11-20
SP-2895,SI-1631,1756,card,SUCCESS,04/06/2026
SP-2896,SI-4085,171.00,card,success,05-09-2026
SP-2897,SI-1558,4904,alipay,pending,2026-03-12
SP-2898,SI-3435,3784,alipay,pending,2025-06-19
SP-2899,SI-5732,2765,bank_transfer,success,2026-09-23
SP-2900,SI-2115,701,card,failed,12/20/2026
SP-2901,SI-1591,"$1,060.00",card,SUCCESS,03/13/2025
SP-2902,SI-2010,"$3,341.00",alipay,failed,2026-04-12
SP-2903,SI-1118,1168,wechat,success,2026-02-08
SP-2904,SI-4318,2252,bank_transfer,success,02/27/2025
SP-2905,SI-4609,4030,alipay,success,2024-09-25
SP-2906,SI-2928,$191.00,card,SUCCESS,02/08/2025
SP-2907,SI-5285,1028,card,pending,2026-03-25
SP-2908,SI-1517,"$1,702.00",wechat,success,10/02/2024
SP-2909,SI-1022,"$3,193.00",bank_transfer,SUCCESS,28-11-2026
SP-2910,SI-4037,851,bank_transfer,pending,2026-07-27
SP-2911,SI-5958,3838,wechat,failed,2026-12-27
SP-2912,SI-241,932,card,success,2026-08-25
SP-2913,SI-934,"4,645.00",bank_transfer,pending,2024-09-03
SP-2914,SI-4012,$200.00,wechat,success,2026-03-27
SP-2915,SI-3697,"$4,355.00",card,pending,08/04/2025
SP-2916,SI-3123,706,card,SUCCESS,14-10-2026
SP-2917,SI-3014,"$2,323.00",alipay,pending,05/17/2024
SP-2918,SI-848,3850,wechat,failed,24-06-2026
SP-2919,SI-5859,1160,bank_transfer,SUCCESS,2026-04-23
SP-2920,SI-5909,"1,577.00",bank_transfer,success,2025-07-06
SP-2921,SI-2010,"$4,947.00",wechat,SUCCESS,25-04-2025
SP-2922,SI-4446,2209,card,success,2026-05-20
SP-2923,SI-2939,"$1,374.00",wechat,SUCCESS,2025-05-07
SP-2924,SI-5599,"$4,307.00",bank_transfer,success,2025-08-14
SP-2925,SI-1168,484.00,bank_transfer,success,2025-04-14
SP-2926,SI-78,"2,330.00",alipay,pending,2026-12-02
SP-2927,SI-679,$690.00,wechat,success,2026-12-09
SP-2928,SI-5888,"$2,045.00",wechat,SUCCESS,08/21/2025
SP-2929,SI-1962,1035,card,success,07-12-2024
SP-2930,SI-5868,3878,bank_transfer,SUCCESS,2024-07-10
SP-2931,SI-2716,$730.00,card,failed,2026-10-28
SP-2932,SI-4272,2306,bank_transfer,failed,2025-11-07
SP-2933,SI-924,2637,card,SUCCESS,09-01-2025
SP-2934,SI-5505,"3,360.00",bank_transfer,SUCCESS,2025-05-05
SP-2935,SI-1072,"$2,634.00",card,success,10/07/2026
SP-2936,SI-3883,4730,bank_transfer,success,05/04/2026
SP-2937,SI-5711,"$2,533.00",wechat,pending,2024-12-15
SP-2938,SI-5098,"$1,621.00",bank_transfer,success,2024-08-22
SP-2939,SI-2017,2635,alipay,success,2026-08-03
SP-2940,SI-3886,"$1,003.00",alipay,pending,11/07/2026
SP-2941,SI-254,"$2,091.00",bank_transfer,pending,26-07-2026
SP-2942,SI-49,"$1,545.00",alipay,pending,2024-09-28
SP-2943,SI-5716,"$1,327.00",card,failed,02-12-2026
SP-2944,SI-501,$326.00,card,SUCCESS,04-06-2024
SP-2945,SI-5285,"$3,800.00",wechat,success,2025-08-27
SP-2946,SI-3443,3399,alipay,success,10/17/2024
SP-2947,SI-1528,"2,986.00",card,success,2025-11-17
SP-2948,SI-4641,313,card,success,27-09-2025
SP-2949,SI-217,"$4,053.00",alipay,pending,2026-04-16
SP-2950,SI-2787,2054,card,pending,09-05-2025
SP-2951,SI-2562,"$1,859.00",bank_transfer,SUCCESS,2026-02-06
SP-2952,SI-1977,"2,795.00",card,success,2025-09-14
SP-2953,SI-4392,"$3,972.00",bank_transfer,pending,2025-08-05
SP-2954,SI-3782,2482,alipay,SUCCESS,2025-02-22
SP-2955,SI-2807,"$2,773.00",bank_transfer,pending,2025-04-25
SP-2956,SI-4709,4058,bank_transfer,pending,08/26/2024
SP-2957,SI-3699,$682.00,bank_transfer,SUCCESS,10/06/2025
SP-2958,SI-3104,"$3,651.00",alipay,success,2026-05-12
SP-2959,SI-145,2062,bank_transfer,pending,2026-09-16
SP-2960,SI-4115,"1,852.00",bank_transfer,pending,08/08/2026
SP-2961,SI-4620,$212.00,card,SUCCESS,09/24/2026
SP-2962,SI-2439,726,wechat,failed,2026-05-17
SP-2963,SI-5604,2402,wechat,success,2025-01-01
SP-2964,SI-3062,"$4,748.00",card,pending,07-08-2024
SP-2965,SI-4095,"$1,856.00",card,failed,12/02/2025
SP-2966,SI-4264,"4,618.00",wechat,success,2024-08-07
SP-2967,SI-1963,3228,wechat,pending,2026-07-05
SP-2968,SI-5932,2446,wechat,pending,2024-03-22
SP-2969,SI-2783,$941.00,card,SUCCESS,2024-10-25
SP-2970,SI-377,"$1,228.00",wechat,SUCCESS,2024-03-11
SP-2971,SI-4866,1577,card,SUCCESS,2025-03-23
SP-2972,SI-4835,"$2,109.00",bank_transfer,success,2026-03-21
SP-2973,SI-5837,"2,719.00",alipay,pending,11-06-2026
SP-2974,SI-3604,3728,wechat,pending,2026-12-09
SP-2975,SI-3079,"1,424.00",wechat,SUCCESS,2025-06-15
SP-2976,SI-5529,272,card,failed,2024-03-10
SP-2977,SI-2740,"4,808.00",bank_transfer,pending,06-08-2026
SP-2978,SI-1420,1772,bank_transfer,success,19-01-2024
SP-2979,SI-288,"1,129.00",bank_transfer,SUCCESS,10/21/2026
SP-2980,SI-5079,4413,bank_transfer,pending,2024-10-20
SP-2981,SI-956,"$2,622.00",alipay,pending,2025-09-27
SP-2982,SI-338,649,card,pending,09-01-2024
SP-2983,SI-1221,"$1,875.00",card,SUCCESS,15-12-2026
SP-2984,SI-4954,656,card,failed,2025-01-05
SP-2985,SI-5067,"3,728.00",wechat,success,2026-06-01
SP-2986,SI-165,1049,card,pending,2024-12-25
SP-2987,SI-3679,1796,wechat,SUCCESS,16-02-2024
SP-2988,SI-802,"3,742.00",card,success,2025-10-25
SP-2989,SI-1132,2928,bank_transfer,pending,2025-12-23
SP-2990,SI-2726,4862,wechat,failed,07/26/2026
SP-2991,SI-1728,"$4,228.00",alipay,pending,2024-03-14
SP-2992,SI-62,1508,card,pending,2025-04-15
SP-2993,SI-4911,"$1,675.00",wechat,success,06/20/2026
SP-2994,SI-387,$979.00,card,SUCCESS,2025-07-16
SP-2995,SI-1661,1721,alipay,failed,09/22/2024
SP-2996,SI-3902,"$4,708.00",bank_transfer,success,2024-10-14
SP-2997,SI-4667,"1,963.00",card,success,2025-11-01
SP-2998,SI-4299,4032,wechat,SUCCESS,2026-03-20
SP-2999,SI-4627,"$3,832.00",alipay,SUCCESS,2026-05-10
SP-3000,SI-2080,2197,card,pending,09/08/2026
SP-3001,SI-1793,3622,alipay,SUCCESS,2026-03-21
SP-3002,SI-200,"2,531.00",bank_transfer,pending,2025-11-19
SP-3003,SI-5005,$250.00,card,SUCCESS,03-02-2025
SP-3004,SI-4293,$119.00,alipay,failed,10/27/2026
SP-3005,SI-3583,402,bank_transfer,success,03/26/2025
SP-3006,SI-2999,4522,alipay,SUCCESS,12/23/2024
SP-3007,SI-3331,"3,208.00",card,success,25-07-2026
SP-3008,SI-5623,1143,card,pending,17-03-2024
SP-3009,SI-860,890,card,success,01/23/2026
SP-3010,SI-452,$978.00,alipay,pending,06/14/2024
SP-3011,SI-2168,1999,wechat,pending,03/22/2025
SP-3012,SI-447,"4,534.00",wechat,pending,2024-04-04
SP-3013,SI-927,"$4,308.00",card,SUCCESS,2024-04-17
SP-3014,SI-204,"3,647.00",bank_transfer,SUCCESS,01-07-2024
SP-3015,SI-5462,4875,card,success,06/04/2024
SP-3016,SI-5824,3333,wechat,success,10/02/2025
SP-3017,SI-3380,1607,bank_transfer,pending,17-06-2024
SP-3018,SI-2928,1301,alipay,failed,11/06/2024
SP-3019,SI-4923,4281,bank_transfer,pending,2026-04-21
SP-3020,SI-3151,"3,218.00",bank_transfer,pending,04/26/2026
SP-3021,SI-2903,"$1,883.00",alipay,SUCCESS,08/28/2025
SP-3022,SI-5513,502,wechat,SUCCESS,28-08-2024
SP-3023,SI-1312,4667,alipay,pending,2024-04-27
SP-3024,SI-1288,1977,alipay,pending,04/24/2024
SP-3025,SI-317,1808,card,pending,03/05/2026
SP-3026,SI-440,"$1,445.00",wechat,SUCCESS,2026-05-09
SP-3027,SI-3320,2729,bank_transfer,SUCCESS,2026-03-16
SP-3028,SI-3552,"$4,258.00",wechat,SUCCESS,05/17/2026
SP-3029,SI-1452,3294,alipay,pending,15-06-2024
SP-3030,SI-3025,"3,065.00",card,SUCCESS,2026-09-03
SP-3031,SI-566,"4,018.00",alipay,SUCCESS,12/25/2026
SP-3032,SI-5464,"3,711.00",bank_transfer,SUCCESS,10/16/2025
SP-3033,SI-3376,1878,alipay,pending,10-09-2026
SP-3034,SI-4844,$130.00,alipay,success,05-01-2025
SP-3035,SI-944,4017,card,pending,09/22/2026
SP-3036,SI-1990,"4,384.00",wechat,failed,06/19/2026
SP-3037,SI-4366,"1,550.00",card,SUCCESS,01/05/2024
SP-3038,SI-2092,"2,962.00",card,success,2025-09-01
SP-3039,SI-1776,314,wechat,pending,2026-11-28
SP-3040,SI-1520,4434,alipay,success,12/14/2024
SP-3041,SI-2308,3161,wechat,success,2024-01-17
SP-3042,SI-803,"$2,126.00",wechat,pending,2024-03-19
SP-3043,SI-4971,2722,bank_transfer,pending,11/06/2024
SP-3044,SI-1684,4946,wechat,success,21-07-2025
SP-3045,SI-3312,"4,063.00",alipay,pending,2024-06-22
SP-3046,SI-5974,"$4,796.00",card,pending,08/11/2024
SP-3047,SI-4244,471,bank_transfer,pending,12-07-2024
SP-3048,SI-46,2466,wechat,pending,16-08-2025
SP-3049,SI-4989,838,wechat,success,06/06/2024
SP-3050,SI-369,4062,card,SUCCESS,06/12/2025
SP-3051,SI-5400,970.00,alipay,success,05/03/2024
SP-3052,SI-221,943,card,pending,12-11-2024
SP-3053,SI-2462,4527,wechat,success,05/05/2024
SP-3054,SI-5983,372,alipay,pending,2025-08-07
SP-3055,SI-1739,"2,167.00",alipay,pending,2026-12-25
SP-3056,SI-3800,3522,alipay,success,2026-08-01
SP-3057,SI-71,1021,wechat,pending,2024-07-08
SP-3058,SI-699,"2,602.00",bank_transfer,pending,2026-07-04
SP-3059,SI-4987,389.00,bank_transfer,pending,08/18/2026
SP-3060,SI-1532,"$4,862.00",wechat,pending,2024-10-21
SP-3061,SI-5769,"$4,396.00",card,pending,13-12-2024
SP-3062,SI-4229,3692,bank_transfer,failed,08/06/2026
SP-3063,SI-4409,905,card,pending,2025-09-09
SP-3064,SI-3027,2698,card,SUCCESS,2024-06-21
SP-3065,SI-5447,2133,bank_transfer,pending,05/17/2024
SP-3066,SI-2842,"$2,677.00",alipay,SUCCESS,05/01/2024
SP-3067,SI-2450,3697,bank_transfer,pending,2024-08-04
SP-3068,SI-5485,1231,alipay,success,02/22/2025
SP-3069,SI-2496,"$3,000.00",wechat,pending,2024-10-27
SP-3070,SI-4712,3794,alipay,success,04/01/2025
SP-3071,SI-2898,"4,758.00",wechat,SUCCESS,19-10-2026
SP-3072,SI-3100,1648,alipay,pending,06/12/2025
SP-3073,SI-1746,4612,card,SUCCESS,04/18/2025
SP-3074,SI-2475,1705,wechat,SUCCESS,2026-12-16
SP-3075,SI-3468,4500,card,failed,2024-07-06
SP-3076,SI-3931,1793,wechat,pending,28-05-2026
SP-3077,SI-1506,"$4,186.00",alipay,SUCCESS,01-05-2024
SP-3078,SI-5208,3161,card,pending,2024-07-28
SP-3079,SI-5588,$694.00,wechat,pending,2024-07-27
SP-3080,SI-5125,4623,card,success,2024-06-17
SP-3081,SI-4429,2287,alipay,success,2024-09-22
SP-3082,SI-1661,"$1,564.00",wechat,success,12/21/2025
SP-3083,SI-5083,"3,972.00",wechat,pending,12/18/2025
SP-3084,SI-3059,"$1,299.00",wechat,SUCCESS,2026-01-18
SP-3085,SI-3647,"1,773.00",card,pending,07/09/2024
SP-3086,SI-5323,115,wechat,success,2026-11-07
SP-3087,SI-699,$641.00,wechat,SUCCESS,07/26/2026
SP-3088,SI-2022,$618.00,alipay,success,2025-11-22
SP-3089,SI-4907,"$4,796.00",wechat,pending,13-04-2024
SP-3090,SI-4762,2600,alipay,success,01/09/2026
SP-3091,SI-4241,427.00,card,success,28-05-2024
SP-3092,SI-1917,1605,wechat,SUCCESS,06-10-2024
SP-3093,SI-2216,"$2,014.00",card,failed,12/06/2025
SP-3094,SI-1025,"4,291.00",card,success,2024-12-03
SP-3095,SI-1448,"$2,781.00",wechat,SUCCESS,04/01/2025
SP-3096,SI-3021,2162,wechat,pending,2026-05-03
SP-3097,SI-709,"$1,446.00",wechat,pending,2025-04-28
SP-3098,SI-692,4493,wechat,SUCCESS,25-05-2025
SP-3099,SI-5483,3401,card,success,05/18/2025
SP-3100,SI-2943,3249,card,SUCCESS,2025-11-14
SP-3101,SI-438,"2,271.00",alipay,SUCCESS,2025-07-28
SP-3102,SI-2393,"1,078.00",card,SUCCESS,2026-08-23
SP-3103,SI-2972,"$3,349.00",wechat,success,07/23/2026
SP-3104,SI-5604,"4,177.00",alipay,pending,2024-06-12
SP-3105,SI-2754,3281,card,success,2025-10-20
SP-3106,SI-3246,"$4,399.00",alipay,success,2026-09-05
SP-3107,SI-2691,612,card,pending,2024-01-08
SP-3108,SI-1872,3178,wechat,SUCCESS,2024-04-02
SP-3109,SI-5258,1039,bank_transfer,pending,2026-11-25
SP-3110,SI-1911,"1,464.00",alipay,pending,10/12/2025
SP-3111,SI-3542,4894,wechat,success,2024-12-06
SP-3112,SI-4109,"$4,242.00",alipay,pending,07/20/2025
SP-3113,SI-2063,$770.00,wechat,pending,06-05-2026
SP-3114,SI-597,4903,wechat,pending,05-03-2025
SP-3115,SI-5771,"3,180.00",wechat,SUCCESS,2026-06-19
SP-3116,SI-3118,"4,667.00",wechat,pending,04/27/2025
SP-3117,SI-4266,"$1,592.00",alipay,success,04-06-2024
SP-3118,SI-814,"$3,638.00",alipay,SUCCESS,06/27/2026
SP-3119,SI-5854,"$3,339.00",alipay,SUCCESS,11/05/2026
SP-3120,SI-645,$909.00,bank_transfer,SUCCESS,01/25/2025
SP-3121,SI-1757,"$4,553.00",wechat,SUCCESS,08/07/2024
SP-3122,SI-3401,"4,759.00",wechat,SUCCESS,2025-05-06
SP-3123,SI-20,1980,alipay,success,06/07/2025
SP-3124,SI-1655,"$1,610.00",card,SUCCESS,2024-10-22
SP-3125,SI-1419,832,bank_transfer,success,2025-07-03
SP-3126,SI-967,"2,610.00",wechat,success,09-03-2025
SP-3127,SI-1400,2218,alipay,SUCCESS,2026-01-14
SP-3128,SI-4489,1161,bank_transfer,pending,2024-05-01
SP-3129,SI-4846,3515,alipay,SUCCESS,2025-06-06
SP-3130,SI-4352,1434,bank_transfer,success,07/01/2024
SP-3131,SI-3529,817,bank_transfer,SUCCESS,2024-11-12
SP-3132,SI-1184,"4,057.00",wechat,success,2026-02-17
SP-3133,SI-2029,"$3,931.00",bank_transfer,success,2026-12-27
SP-3134,SI-1995,2249,wechat,failed,2025-09-28
SP-3135,SI-4417,1316,alipay,failed,2026-05-13
SP-3136,SI-3006,"2,185.00",wechat,SUCCESS,2026-07-25
SP-3137,SI-1749,"$1,571.00",wechat,SUCCESS,10/15/2026
SP-3138,SI-2195,"3,919.00",alipay,success,2024-11-13
SP-3139,SI-5115,973,alipay,success,07/18/2026
SP-3140,SI-3531,3604,card,pending,08/07/2026
SP-3141,SI-2617,"$3,290.00",alipay,pending,20-04-2026
SP-3142,SI-2010,2501,wechat,pending,04/01/2024
SP-3143,SI-507,"1,451.00",alipay,SUCCESS,16-12-2025
SP-3144,SI-3673,2699,bank_transfer,success,2026-04-11
SP-3145,SI-2623,"$3,465.00",wechat,success,2026-12-22
SP-3146,SI-676,$201.00,bank_transfer,success,10/14/2024
SP-3147,SI-5590,756.00,bank_transfer,SUCCESS,2024-12-25
SP-3148,SI-2268,"4,834.00",alipay,pending,2026-12-22
SP-3149,SI-831,"4,667.00",alipay,SUCCESS,2025-08-19
SP-3150,SI-143,"$4,301.00",card,SUCCESS,2026-08-20
SP-3151,SI-4323,"$3,482.00",bank_transfer,pending,24-07-2026
SP-3152,SI-2215,4094,card,pending,04/25/2024
SP-3153,SI-1800,1798,card,pending,07/07/2024
SP-3154,SI-5160,"$2,643.00",card,SUCCESS,2025-09-07
SP-3155,SI-1019,"$1,505.00",alipay,SUCCESS,2026-07-06
SP-3156,SI-4566,"$3,298.00",alipay,success,2025-10-20
SP-3157,SI-2385,"$3,646.00",card,pending,02/26/2024
SP-3158,SI-5378,1976,wechat,SUCCESS,2024-12-26
SP-3159,SI-2144,"$3,569.00",bank_transfer,SUCCESS,12/05/2026
SP-3160,SI-1813,3010,card,SUCCESS,17-12-2026
SP-3161,SI-822,"2,161.00",alipay,success,2026-06-18
SP-3162,SI-5979,"2,583.00",alipay,failed,2026-03-14
SP-3163,SI-4879,4635,bank_transfer,pending,11-03-2026
SP-3164,SI-5176,4121,bank_transfer,SUCCESS,2025-03-05
SP-3165,SI-5432,3467,card,SUCCESS,08-07-2025
SP-3166,SI-3028,1736,wechat,SUCCESS,25-05-2025
SP-3167,SI-2078,1666,card,SUCCESS,24-02-2024
SP-3168,SI-1627,1711,card,SUCCESS,11-01-2026
SP-3169,SI-2912,2520,bank_transfer,pending,2025-09-22
SP-3170,SI-576,770,bank_transfer,pending,2025-12-18
SP-3171,SI-3991,1025,bank_transfer,success,09/20/2026
SP-3172,SI-4403,"$3,847.00",bank_transfer,pending,2024-05-20
SP-3173,SI-1343,"1,492.00",alipay,pending,09-10-2024
SP-3174,SI-3074,474.00,alipay,success,2025-03-28
SP-3175,SI-1561,"3,733.00",card,failed,2025-10-01
SP-3176,SI-434,2952,wechat,pending,07/16/2026
SP-3177,SI-2773,4720,card,SUCCESS,2024-09-24
SP-3178,SI-2610,"1,174.00",wechat,failed,26-01-2026
SP-3179,SI-1842,4372,card,pending,20-06-2024
SP-3180,SI-3663,"$1,167.00",wechat,pending,2024-02-27
SP-3181,SI-1830,"1,285.00",alipay,pending,04/07/2026
SP-3182,SI-4690,$632.00,alipay,SUCCESS,2026-09-13
SP-3183,SI-1939,2882,card,pending,2026-07-24
SP-3184,SI-1049,"$4,976.00",wechat,SUCCESS,2025-10-10
SP-3185,SI-2218,1626,card,SUCCESS,2025-12-10
SP-3186,SI-3007,359,wechat,SUCCESS,2025-12-03
SP-3187,SI-3831,"4,278.00",alipay,pending,2025-08-08
SP-3188,SI-3645,4191,wechat,success,2024-12-21
SP-3189,SI-396,"$3,829.00",card,success,2026-06-26
SP-3190,SI-759,"3,968.00",alipay,success,11/05/2026
SP-3191,SI-3176,"$1,040.00",alipay,SUCCESS,10/24/2024
SP-3192,SI-3411,1802,wechat,failed,06/13/2026
SP-3193,SI-2632,"3,978.00",alipay,SUCCESS,2025-02-23
SP-3194,SI-710,163,wechat,pending,09/16/2025
SP-3195,SI-3861,"$1,111.00",wechat,success,2024-02-14
SP-3196,SI-3262,2986,card,success,12-09-2025
SP-3197,SI-5218,"3,095.00",alipay,success,2025-07-08
SP-3198,SI-1625,"3,505.00",wechat,SUCCESS,09-10-2026
SP-3199,SI-3784,217,alipay,success,07/13/2025
SP-3200,SI-1193,1888,bank_transfer,pending,04-05-2025
SP-3201,SI-827,168,alipay,pending,2025-01-26
SP-3202,SI-4196,"2,878.00",wechat,success,10/20/2026
SP-3203,SI-3408,3910,card,SUCCESS,2024-01-02
SP-3204,SI-5298,2700,alipay,SUCCESS,2026-07-25
SP-3205,SI-128,1387,card,success,20-02-2024
SP-3206,SI-5630,"$2,538.00",alipay,SUCCESS,05/23/2025
SP-3207,SI-2423,"3,506.00",alipay,success,2024-04-05
SP-3208,SI-1815,527,alipay,SUCCESS,26-08-2024
SP-3209,SI-4785,"3,526.00",alipay,pending,08/14/2026
SP-3210,SI-390,$604.00,bank_transfer,pending,27-01-2026
