ticket_id,customer_id,subscription_id,priority,status,created_at
ST-1997,SC-1772,SUB-3365,urgent,resolved,2026-11-25
ST-1998,SC-1805,SUB-4038,low,closed,02-05-2025
ST-1999,SC-1050,SUB-1449,urgent,resolved,01-05-2026
ST-2000,SC-1851,SUB-816,low,resolved,10/07/2025
ST-2001,SC-2264,SUB-5740,LOW,resolved,2026-02-16
ST-2002,SC-1686,SUB-622,low,open,2026-03-10
ST-2003,SC-2652,SUB-2678,LOW,waiting,2026-05-12
ST-2004,SC-439,SUB-1198,low,open,2026-02-10
ST-2005,SC-2213,SUB-1188,urgent,OPEN,2025-09-19
ST-2006,SC-2156,SUB-1640,low,open,2026-01-10
ST-2007,SC-371,SUB-4942,LOW,OPEN,2026-08-06
ST-2008,SC-2421,SUB-2735,medium,OPEN,2025-04-24
ST-2009,SC-425,SUB-5206,low,OPEN,17-01-2026
ST-2010,SC-1093,SUB-327,urgent,OPEN,05-08-2025
ST-2011,SC-2379,SUB-3097,LOW,resolved,2025-05-22
ST-2012,SC-2647,SUB-2792,medium,resolved,2026-07-16
ST-2013,SC-791,SUB-3138,urgent,closed,03-08-2025
ST-2014,SC-152,SUB-2973,low,OPEN,03/06/2025
ST-2015,SC-2766,SUB-2992,medium,resolved,2026-03-24
ST-2016,SC-31,SUB-4512,high,resolved,21-10-2026
ST-2017,SC-2903,SUB-2190,LOW,OPEN,2025-01-04
ST-2018,SC-1221,SUB-4950,low,open,23-01-2025
ST-2019,SC-285,SUB-563,low,OPEN,05/01/2025
ST-2020,SC-1501,SUB-283,urgent,waiting,2026-08-28
ST-2021,SC-1741,SUB-1492,LOW,OPEN,01/04/2025
ST-2022,SC-2187,SUB-5519,low,waiting,04/07/2025
ST-2023,SC-309,SUB-1511,urgent,open,2025-09-01
ST-2024,SC-873,SUB-3836,high,resolved,2025-02-18
ST-2025,SC-707,SUB-3439,urgent,open,2026-04-10
ST-2026,SC-2192,SUB-4521,low,closed,08-07-2025
ST-2027,SC-2868,SUB-3981,LOW,open,2026-03-10
ST-2028,SC-707,SUB-6000,LOW,closed,01/12/2026
ST-2029,SC-222,SUB-1475,LOW,open,2026-02-10
ST-2030,SC-1316,SUB-5491,urgent,waiting,2025-03-08
ST-2031,SC-1,SUB-911,medium,closed,2026-08-07
ST-2032,SC-286,SUB-5060,low,resolved,08/12/2025
ST-2033,SC-708,SUB-3538,LOW,closed,2026-03-09
ST-2034,SC-2691,SUB-3299,high,open,18-09-2025
ST-2035,SC-1699,SUB-5555,low,closed,2026-02-19
ST-2036,SC-889,SUB-1041,low,resolved,2026-03-06
ST-2037,SC-2422,SUB-1820,low,closed,2026-03-16
ST-2038,SC-2773,SUB-4044,low,waiting,12/07/2025
ST-2039,SC-2377,SUB-1823,low,resolved,15-12-2025
ST-2040,SC-414,SUB-2835,urgent,OPEN,03-03-2025
ST-2041,SC-699,SUB-3168,LOW,resolved,08-05-2026
ST-2042,SC-304,SUB-482,medium,waiting,04/12/2025
ST-2043,SC-227,SUB-2947,LOW,waiting,07/09/2026
ST-2044,SC-2940,SUB-1894,LOW,open,2026-03-24
ST-2045,SC-2632,SUB-4621,high,resolved,2025-04-06
ST-2046,SC-662,SUB-5631,urgent,resolved,10/08/2025
ST-2047,SC-2926,SUB-2538,medium,waiting,03/19/2025
ST-2048,SC-2148,SUB-159,LOW,open,2026-05-10
ST-2049,SC-1986,SUB-5710,urgent,resolved,2025-09-07
ST-2050,SC-128,SUB-4752,urgent,open,2026-04-10
ST-2051,SC-615,SUB-789,urgent,open,04/02/2026
ST-2052,SC-2727,SUB-3985,low,open,2026-03-10
ST-2053,SC-137,SUB-408,urgent,resolved,2025-06-19
ST-2054,SC-344,SUB-3980,low,waiting,2025-01-23
ST-2055,SC-777,SUB-2645,high,OPEN,19-10-2026
ST-2056,SC-1654,SUB-3405,medium,OPEN,2026-05-25
ST-2057,SC-2144,SUB-209,low,OPEN,09-08-2026
ST-2058,SC-1128,SUB-2831,high,open,2025-02-05
ST-2059,SC-2669,SUB-3314,high,closed,06/22/2025
ST-2060,SC-1056,SUB-1468,high,waiting,12/24/2025
ST-2061,SC-2576,SUB-3308,high,closed,2026-06-05
ST-2062,SC-371,SUB-2573,LOW,OPEN,2026-10-27
ST-2063,SC-873,SUB-2871,medium,resolved,2025-01-28
ST-2064,SC-1202,SUB-5379,medium,open,2025-06-19
ST-2065,SC-924,SUB-2990,urgent,OPEN,2025-10-16
ST-2066,SC-1394,SUB-3425,medium,closed,2025-08-12
ST-2067,SC-44,SUB-3289,medium,open,2026-04-02
ST-2068,SC-529,SUB-4484,urgent,open,2025-07-16
ST-2069,SC-85,SUB-4993,low,open,20-09-2025
ST-2070,SC-2226,SUB-4066,medium,resolved,03/10/2026
ST-2071,SC-1972,SUB-4883,urgent,open,2026-01-10
ST-2072,SC-1814,SUB-5533,high,resolved,27-09-2025
ST-2073,SC-471,SUB-2288,medium,open,2026-05-10
ST-2074,SC-676,SUB-4806,medium,OPEN,2025-07-27
ST-2075,SC-1925,SUB-2151,urgent,open,2026-04-10
ST-2076,SC-2753,SUB-3967,LOW,closed,02-02-2026
ST-2077,SC-531,SUB-3709,high,waiting,2026-09-15
ST-2078,SC-1442,SUB-4456,LOW,open,11-07-2026
ST-2079,SC-2289,SUB-1455,medium,OPEN,09/25/2025
ST-2080,SC-1208,SUB-5710,LOW,resolved,2025-12-12
ST-2081,SC-2477,SUB-2078,low,open,03/12/2026
ST-2082,SC-1619,SUB-2118,medium,OPEN,2025-01-22
ST-2083,SC-607,SUB-4175,urgent,waiting,10/11/2025
ST-2084,SC-1870,SUB-3087,LOW,resolved,01/02/2025
ST-2085,SC-2888,SUB-5842,medium,resolved,2025-01-16
ST-2086,SC-593,SUB-5321,low,waiting,2025-03-17
ST-2087,SC-1210,SUB-1231,low,resolved,24-08-2026
ST-2088,SC-424,SUB-1169,urgent,OPEN,08/05/2025
ST-2089,SC-2824,SUB-3691,LOW,waiting,10/26/2026
ST-2090,SC-175,SUB-5734,urgent,closed,01/02/2025
ST-2091,SC-1114,SUB-3626,urgent,open,09/05/2026
ST-2092,SC-2973,SUB-1476,urgent,waiting,2026-06-17
ST-2093,SC-857,SUB-3630,high,open,09/10/2025
ST-2094,SC-1670,SUB-2035,LOW,open,2026-02-10
ST-2095,SC-2224,SUB-4271,low,waiting,2025-11-01
ST-2096,SC-915,SUB-561,high,open,2026-01-10
ST-2097,SC-1998,SUB-1179,high,open,2026-03-05
ST-2098,SC-291,SUB-132,low,open,2026-05-10
ST-2099,SC-2434,SUB-3212,high,OPEN,2026-12-02
ST-2100,SC-205,SUB-152,low,OPEN,2026-12-22
ST-2101,SC-1735,SUB-2263,urgent,OPEN,04/24/2025
ST-2102,SC-2172,SUB-5663,urgent,resolved,2025-02-16
ST-2103,SC-867,SUB-2859,low,waiting,05-07-2026
ST-2104,SC-830,SUB-3636,low,closed,2026-04-19
ST-2105,SC-504,SUB-4910,LOW,OPEN,02/16/2026
ST-2106,SC-2212,SUB-5354,urgent,open,08/20/2026
ST-2107,SC-1265,SUB-2189,urgent,open,22-05-2026
ST-2108,SC-1717,SUB-3337,low,resolved,2025-11-11
ST-2109,SC-2318,SUB-3832,medium,open,2025-08-14
ST-2110,SC-2368,SUB-2699,LOW,closed,2025-07-10
ST-2111,SC-1134,SUB-1586,low,OPEN,12/06/2026
ST-2112,SC-1207,SUB-1206,high,resolved,24-07-2025
ST-2113,SC-1185,SUB-816,high,waiting,2025-11-22
ST-2114,SC-488,SUB-1260,low,OPEN,2026-03-23
ST-2115,SC-668,SUB-2513,urgent,resolved,01-05-2025
ST-2116,SC-1189,SUB-2279,high,closed,2026-07-09
ST-2117,SC-2944,SUB-849,LOW,open,2026-03-10
ST-2118,SC-1384,SUB-3891,urgent,closed,07/10/2025
ST-2119,SC-1843,SUB-1109,LOW,open,2026-02-10
ST-2120,SC-1823,SUB-2783,high,open,07/17/2026
ST-2121,SC-1166,SUB-461,high,open,2026-01-10
ST-2122,SC-1777,SUB-2231,high,open,13-02-2025
ST-2123,SC-2601,SUB-4905,high,OPEN,2026-05-26
ST-2124,SC-2314,SUB-3242,urgent,waiting,2026-04-03
ST-2125,SC-2724,SUB-5310,LOW,OPEN,02-10-2026
ST-2126,SC-2754,SUB-2182,medium,closed,08-08-2026
ST-2127,SC-2243,SUB-1216,low,resolved,08/10/2026
ST-2128,SC-2166,SUB-2266,high,OPEN,2025-02-19
ST-2129,SC-831,SUB-4453,high,closed,03/08/2026
ST-2130,SC-1458,SUB-327,LOW,open,2025-02-08
ST-2131,SC-1657,SUB-2737,high,open,2026-01-04
ST-2132,SC-1116,SUB-3018,urgent,OPEN,07/19/2025
ST-2133,SC-2344,SUB-5930,low,OPEN,2025-04-03
ST-2134,SC-1842,SUB-2450,medium,resolved,01-03-2025
ST-2135,SC-2439,SUB-5843,high,OPEN,09/12/2025
ST-2136,SC-859,SUB-3997,LOW,closed,06/19/2026
ST-2137,SC-1438,SUB-5781,low,resolved,2026-11-19
ST-2138,SC-52,SUB-1453,LOW,OPEN,2026-09-16
ST-2139,SC-1097,SUB-3626,urgent,open,2026-02-02
ST-2140,SC-2909,SUB-1145,LOW,open,2026-04-10
ST-2141,SC-2220,SUB-2706,medium,waiting,19-05-2025
ST-2142,SC-2751,SUB-3670,urgent,open,2026-03-10
ST-2143,SC-2100,SUB-5477,LOW,closed,2025-05-12
ST-2144,SC-102,SUB-5165,medium,open,2026-02-10
ST-2145,SC-1462,SUB-3412,urgent,OPEN,2026-05-23
ST-2146,SC-2356,SUB-966,LOW,OPEN,11-07-2026
ST-2147,SC-48,SUB-4094,medium,closed,02/06/2026
ST-2148,SC-2268,SUB-35,low,closed,2026-01-08
ST-2149,SC-2347,SUB-3264,medium,open,2026-10-19
ST-2150,SC-2456,SUB-4506,urgent,closed,16-11-2026
ST-2151,SC-309,SUB-2958,low,closed,02/08/2026
ST-2152,SC-2704,SUB-670,medium,resolved,2026-04-13
ST-2153,SC-345,SUB-5883,high,resolved,2025-10-14
ST-2154,SC-2876,SUB-5492,urgent,resolved,2026-05-02
ST-2155,SC-30,SUB-2115,medium,closed,2025-09-09
ST-2156,SC-534,SUB-1701,LOW,waiting,2025-06-11
ST-2157,SC-403,SUB-4492,low,open,06/27/2026
ST-2158,SC-2972,SUB-4666,medium,resolved,03/24/2025
ST-2159,SC-2030,SUB-2154,LOW,waiting,19-03-2026
ST-2160,SC-2548,SUB-1193,low,OPEN,04-11-2025
ST-2161,SC-1904,SUB-524,low,resolved,01/20/2025
ST-2162,SC-2444,SUB-5282,urgent,OPEN,06-09-2026
ST-2163,SC-1413,SUB-2334,LOW,open,2026-05-10
ST-2164,SC-263,SUB-4503,urgent,waiting,2025-10-14
ST-2165,SC-1728,SUB-1133,urgent,open,2026-04-10
ST-2166,SC-2625,SUB-2150,low,waiting,05-04-2026
ST-2167,SC-1853,SUB-142,urgent,open,2026-03-10
ST-2168,SC-2346,SUB-584,urgent,waiting,01/15/2026
ST-2169,SC-1290,SUB-3998,urgent,closed,13-09-2025
ST-2170,SC-540,SUB-2481,LOW,waiting,2026-06-18
ST-2171,SC-2883,SUB-1992,LOW,resolved,2026-01-28
ST-2172,SC-2979,SUB-4652,LOW,waiting,03/28/2025
ST-2173,SC-2625,SUB-1063,LOW,OPEN,2025-02-19
ST-2174,SC-2499,SUB-1735,medium,waiting,09/23/2026
ST-2175,SC-524,SUB-1649,LOW,open,08/20/2025
ST-2176,SC-2733,SUB-5082,medium,waiting,09/02/2026
ST-2177,SC-1705,SUB-3129,urgent,open,2025-03-08
ST-2178,SC-1902,SUB-4874,low,waiting,2025-12-10
ST-2179,SC-2451,SUB-2846,medium,open,2025-05-25
ST-2180,SC-383,SUB-3158,LOW,resolved,08-01-2026
ST-2181,SC-2556,SUB-494,LOW,OPEN,08-08-2026
ST-2182,SC-420,SUB-4534,LOW,closed,2026-03-23
ST-2183,SC-287,SUB-799,medium,waiting,21-09-2026
ST-2184,SC-1324,SUB-5542,low,resolved,2025-07-25
ST-2185,SC-800,SUB-5829,medium,OPEN,2026-07-17
ST-2186,SC-499,SUB-2774,urgent,open,2026-01-10
ST-2187,SC-2104,SUB-5996,medium,OPEN,08/15/2026
ST-2188,SC-2307,SUB-4613,high,open,2026-05-10
ST-2189,SC-2787,SUB-5299,medium,resolved,11/25/2025
ST-2190,SC-1911,SUB-5636,medium,open,2026-04-10
ST-2191,SC-2053,SUB-670,urgent,waiting,2026-03-10
ST-2192,SC-410,SUB-32,urgent,OPEN,05/01/2025
ST-2193,SC-1785,SUB-2535,urgent,waiting,2026-06-12
ST-2194,SC-2662,SUB-771,urgent,resolved,2025-06-03
ST-2195,SC-608,SUB-768,high,waiting,2025-11-05
ST-2196,SC-1531,SUB-129,medium,open,2026-04-02
ST-2197,SC-1271,SUB-3881,LOW,resolved,2026-09-13
ST-2198,SC-87,SUB-2840,medium,resolved,2026-04-24
ST-2199,SC-462,SUB-1551,high,open,13-06-2025
ST-2200,SC-2054,SUB-276,urgent,open,2026-03-09
ST-2201,SC-337,SUB-5405,LOW,closed,2026-02-06
ST-2202,SC-218,SUB-1577,LOW,closed,2026-07-18
ST-2203,SC-778,SUB-1089,medium,open,2025-06-04
ST-2204,SC-2084,SUB-4460,high,closed,2025-12-07
ST-2205,SC-403,SUB-4800,LOW,waiting,24-04-2026
ST-2206,SC-331,SUB-3561,LOW,closed,2026-12-17
ST-2207,SC-791,SUB-3722,medium,OPEN,2025-01-14
ST-2208,SC-2884,SUB-5425,medium,waiting,07/24/2025
ST-2209,SC-2178,SUB-4518,urgent,open,2026-02-10
ST-2210,SC-2052,SUB-1319,medium,resolved,2025-05-27
ST-2211,SC-364,SUB-3461,LOW,open,2026-01-10
ST-2212,SC-2289,SUB-2016,LOW,resolved,19-03-2026
ST-2213,SC-661,SUB-3523,urgent,open,2026-05-10
ST-2214,SC-1539,SUB-2079,LOW,OPEN,09/10/2025
ST-2215,SC-2570,SUB-1513,urgent,OPEN,2026-01-28
ST-2216,SC-1774,SUB-5513,low,waiting,05/28/2025
ST-2217,SC-1587,SUB-4050,medium,open,08/17/2025
ST-2218,SC-846,SUB-5269,medium,resolved,07/02/2025
ST-2219,SC-1749,SUB-594,LOW,closed,2025-01-08
ST-2220,SC-2831,SUB-202,high,closed,14-12-2025
ST-2221,SC-2627,SUB-4239,low,open,16-06-2025
ST-2222,SC-1046,SUB-3942,LOW,waiting,2026-10-27
ST-2223,SC-2512,SUB-882,urgent,open,02-11-2025
ST-2224,SC-147,SUB-1098,low,OPEN,03/01/2025
ST-2225,SC-1672,SUB-5435,medium,closed,09/24/2025
ST-2226,SC-2950,SUB-5877,LOW,open,2025-05-03
ST-2227,SC-919,SUB-1397,LOW,resolved,2025-11-06
ST-2228,SC-1242,SUB-4567,LOW,closed,2025-07-22
ST-2229,SC-2869,SUB-5513,medium,open,11/23/2026
ST-2230,SC-432,SUB-2271,urgent,closed,09/23/2025
ST-2231,SC-2225,SUB-3238,medium,closed,27-07-2026
ST-2232,SC-665,SUB-5770,LOW,open,2026-03-10
ST-2233,SC-1860,SUB-2738,low,open,2026-01-25
ST-2234,SC-2345,SUB-2521,high,open,2026-02-10
ST-2235,SC-266,SUB-3922,urgent,closed,01/09/2026
ST-2236,SC-2931,SUB-3557,low,open,2026-01-10
ST-2237,SC-650,SUB-5623,medium,resolved,2025-07-06
ST-2238,SC-485,SUB-2645,urgent,open,11/27/2025
ST-2239,SC-1469,SUB-5930,medium,waiting,2026-06-13
ST-2240,SC-2262,SUB-1635,urgent,resolved,06/07/2026
ST-2241,SC-2197,SUB-3273,low,OPEN,2026-12-28
ST-2242,SC-2976,SUB-3985,urgent,OPEN,2025-08-03
ST-2243,SC-1745,SUB-4594,low,closed,06/16/2026
ST-2244,SC-1828,SUB-3627,medium,waiting,20-04-2025
ST-2245,SC-2854,SUB-1869,urgent,resolved,2026-10-26
ST-2246,SC-843,SUB-1835,medium,waiting,10/19/2025
ST-2247,SC-698,SUB-2767,urgent,waiting,2026-04-08
ST-2248,SC-649,SUB-2544,urgent,resolved,03/03/2025
ST-2249,SC-1754,SUB-4091,high,closed,05/03/2026
ST-2250,SC-1219,SUB-3859,high,closed,10/20/2026
ST-2251,SC-2194,SUB-5365,high,OPEN,01/12/2026
ST-2252,SC-733,SUB-5279,medium,waiting,2026-06-16
ST-2253,SC-606,SUB-1583,high,resolved,08/28/2025
ST-2254,SC-1323,SUB-1929,medium,OPEN,2025-03-19
ST-2255,SC-2575,SUB-3668,LOW,open,2026-04-10
ST-2256,SC-494,SUB-4782,LOW,closed,08-10-2026
ST-2257,SC-70,SUB-2712,LOW,open,2026-03-10
ST-2258,SC-1785,SUB-529,LOW,waiting,2025-12-03
ST-2259,SC-2442,SUB-371,LOW,open,2026-02-10
ST-2260,SC-1699,SUB-5264,LOW,OPEN,2025-10-18
ST-2261,SC-912,SUB-5689,urgent,open,2025-03-27
ST-2262,SC-454,SUB-2158,high,open,2026-10-23
ST-2263,SC-636,SUB-3802,medium,resolved,2026-11-26
ST-2264,SC-1641,SUB-3073,low,open,17-11-2025
ST-2265,SC-2985,SUB-3600,LOW,OPEN,05/19/2026
ST-2266,SC-2590,SUB-1143,urgent,closed,06/23/2026
ST-2267,SC-1534,SUB-2982,high,waiting,2026-02-11
ST-2268,SC-2097,SUB-887,medium,OPEN,10-03-2026
ST-2269,SC-898,SUB-4976,medium,waiting,07/19/2025
ST-2270,SC-1053,SUB-4225,medium,resolved,2025-04-13
ST-2271,SC-2250,SUB-2475,medium,resolved,20-10-2026
ST-2272,SC-1318,SUB-1944,urgent,closed,2026-07-16
ST-2273,SC-1429,SUB-1119,medium,OPEN,04/19/2025
ST-2274,SC-2134,SUB-4984,low,open,11-11-2026
ST-2275,SC-2749,SUB-261,medium,open,11/01/2025
ST-2276,SC-2198,SUB-5999,medium,open,08/28/2026
ST-2277,SC-1771,SUB-2063,urgent,waiting,11/11/2026
ST-2278,SC-930,SUB-2429,high,open,2026-05-10
ST-2279,SC-98,SUB-1683,urgent,waiting,2026-10-16
ST-2280,SC-914,SUB-1908,low,open,2026-04-10
ST-2281,SC-508,SUB-4389,urgent,waiting,09/08/2026
ST-2282,SC-2103,SUB-5156,high,open,2026-03-10
ST-2283,SC-1198,SUB-3423,LOW,resolved,06-07-2026
ST-2284,SC-1785,SUB-1749,urgent,OPEN,05/18/2026
ST-2285,SC-2499,SUB-5864,LOW,open,2026-09-23
ST-2286,SC-1100,SUB-5891,LOW,resolved,20-04-2025
ST-2287,SC-1784,SUB-1911,high,resolved,11/13/2025
ST-2288,SC-2544,SUB-758,high,closed,2025-05-20
ST-2289,SC-105,SUB-3887,medium,resolved,26-10-2026
ST-2290,SC-186,SUB-529,urgent,resolved,24-03-2026
ST-2291,SC-2366,SUB-1484,low,waiting,2025-04-05
ST-2292,SC-939,SUB-5177,high,open,03/13/2026
ST-2293,SC-1944,SUB-2302,low,resolved,2026-01-15
ST-2294,SC-540,SUB-2262,LOW,resolved,28-05-2025
ST-2295,SC-253,SUB-1530,high,resolved,06/15/2026
ST-2296,SC-1343,SUB-2648,low,closed,21-09-2026
ST-2297,SC-1263,SUB-5084,medium,open,2026-05-18
ST-2298,SC-52,SUB-5103,low,closed,2025-01-18
ST-2299,SC-2377,SUB-832,low,closed,08/14/2026
ST-2300,SC-2438,SUB-4280,LOW,OPEN,04/23/2026
ST-2301,SC-2316,SUB-1097,urgent,open,2026-01-10
ST-2302,SC-1570,SUB-1091,medium,closed,2026-11-15
ST-2303,SC-2982,SUB-4979,high,open,2026-05-10
ST-2304,SC-2252,SUB-2519,high,resolved,02-08-2026
ST-2305,SC-2959,SUB-1889,low,open,2026-04-10
ST-2306,SC-1481,SUB-4150,high,OPEN,10-02-2025
ST-2307,SC-2242,SUB-2399,low,OPEN,21-07-2026
ST-2308,SC-562,SUB-260,low,resolved,2026-07-22
ST-2309,SC-1721,SUB-6000,medium,resolved,21-02-2026
ST-2310,SC-613,SUB-3867,high,resolved,2026-09-13
ST-2311,SC-2231,SUB-2485,urgent,waiting,02/10/2026
ST-2312,SC-440,SUB-845,LOW,closed,2026-12-03
ST-2313,SC-1167,SUB-4996,low,OPEN,2026-08-14
ST-2314,SC-31,SUB-5265,medium,OPEN,2026-07-14
ST-2315,SC-696,SUB-1803,urgent,waiting,05-08-2025
ST-2316,SC-2827,SUB-1605,high,closed,12-03-2026
ST-2317,SC-1683,SUB-4675,medium,waiting,2026-03-08
ST-2318,SC-2317,SUB-1516,high,OPEN,2025-01-10
ST-2319,SC-1927,SUB-317,medium,closed,2026-06-10
ST-2320,SC-2882,SUB-4307,low,resolved,05/19/2026
ST-2321,SC-1865,SUB-1318,medium,OPEN,2025-03-15
ST-2322,SC-276,SUB-3997,high,waiting,2026-06-15
ST-2323,SC-1402,SUB-1618,low,closed,2025-07-22
ST-2324,SC-1123,SUB-4759,low,open,2026-02-10
ST-2325,SC-455,SUB-1124,LOW,waiting,2025-06-10
ST-2326,SC-619,SUB-1095,LOW,open,2026-01-10
ST-2327,SC-1635,SUB-3315,high,waiting,08/13/2026
ST-2328,SC-1684,SUB-1615,medium,open,2026-05-10
ST-2329,SC-2185,SUB-3530,medium,waiting,23-03-2025
ST-2330,SC-2852,SUB-5912,high,closed,03/09/2025
ST-2331,SC-718,SUB-3306,urgent,open,2025-10-09
ST-2332,SC-809,SUB-4044,urgent,OPEN,01-02-2026
ST-2333,SC-905,SUB-441,LOW,closed,2026-02-10
ST-2334,SC-1230,SUB-3218,high,open,2026-01-06
ST-2335,SC-2559,SUB-1896,low,waiting,20-02-2026
ST-2336,SC-1594,SUB-1320,high,OPEN,2026-06-28
ST-2337,SC-330,SUB-3513,medium,open,2025-02-09
ST-2338,SC-1452,SUB-1347,LOW,OPEN,03/10/2026
ST-2339,SC-376,SUB-334,high,closed,2025-12-28
ST-2340,SC-2778,SUB-5978,LOW,OPEN,04/24/2025
ST-2341,SC-990,SUB-2800,urgent,OPEN,2026-02-11
ST-2342,SC-1814,SUB-4996,urgent,closed,05/17/2026
ST-2343,SC-330,SUB-3601,medium,closed,2025-02-22
ST-2344,SC-239,SUB-871,LOW,resolved,07/13/2025
ST-2345,SC-2956,SUB-502,medium,open,08/26/2026
ST-2346,SC-2512,SUB-3835,low,resolved,2025-08-19
ST-2347,SC-230,SUB-1023,low,open,2026-03-10
ST-2348,SC-1951,SUB-1692,low,resolved,02/22/2025
ST-2349,SC-255,SUB-4747,high,open,2026-02-10
ST-2350,SC-2506,SUB-4139,medium,resolved,2026-10-21
ST-2351,SC-1696,SUB-2235,medium,open,2026-01-10
ST-2352,SC-2787,SUB-1319,LOW,waiting,04/10/2025
ST-2353,SC-2127,SUB-4128,LOW,waiting,2026-11-25
ST-2354,SC-374,SUB-2334,LOW,waiting,2025-06-02
ST-2355,SC-1562,SUB-3780,medium,waiting,2026-07-08
ST-2356,SC-1734,SUB-676,LOW,OPEN,2026-09-08
ST-2357,SC-1973,SUB-2481,medium,OPEN,2026-01-21
ST-2358,SC-1940,SUB-3551,LOW,resolved,2026-08-10
ST-2359,SC-1053,SUB-451,urgent,waiting,11-07-2026
ST-2360,SC-681,SUB-5481,LOW,resolved,14-05-2025
ST-2361,SC-458,SUB-4340,medium,waiting,01/01/2025
ST-2362,SC-401,SUB-1705,high,closed,20-08-2025
ST-2363,SC-663,SUB-3308,medium,waiting,10-01-2026
ST-2364,SC-2112,SUB-4515,medium,resolved,23-06-2025
ST-2365,SC-101,SUB-4,LOW,resolved,11/19/2025
ST-2366,SC-820,SUB-3505,low,OPEN,06/09/2025
ST-2367,SC-2749,SUB-5600,low,OPEN,2025-09-12
ST-2368,SC-2424,SUB-4313,urgent,resolved,2026-01-13
ST-2369,SC-553,SUB-3194,LOW,waiting,2026-05-22
ST-2370,SC-1326,SUB-795,high,open,2026-04-10
ST-2371,SC-1385,SUB-2140,medium,OPEN,03/12/2026
ST-2372,SC-1606,SUB-4982,urgent,open,2026-03-10
ST-2373,SC-1726,SUB-5127,LOW,open,03/25/2025
ST-2374,SC-1706,SUB-1053,low,open,2026-02-10
ST-2375,SC-2083,SUB-3677,LOW,OPEN,2026-06-27
ST-2376,SC-1471,SUB-1754,medium,open,2025-09-19
ST-2377,SC-582,SUB-5993,low,OPEN,12/05/2025
ST-2378,SC-918,SUB-5403,LOW,open,2026-08-24
ST-2379,SC-2399,SUB-3843,LOW,waiting,2026-05-13
ST-2380,SC-1120,SUB-2244,low,resolved,07/10/2025
ST-2381,SC-2181,SUB-1631,low,OPEN,2025-06-06
ST-2382,SC-1078,SUB-313,high,closed,20-04-2025
ST-2383,SC-1151,SUB-1753,urgent,OPEN,06/13/2026
ST-2384,SC-1741,SUB-2805,medium,waiting,05-03-2026
ST-2385,SC-1245,SUB-4461,medium,waiting,2026-03-15
ST-2386,SC-2642,SUB-3048,low,closed,2026-10-10
ST-2387,SC-1431,SUB-874,low,waiting,2025-03-24
ST-2388,SC-1711,SUB-833,low,closed,22-07-2025
ST-2389,SC-1161,SUB-1739,high,closed,21-08-2025
ST-2390,SC-2413,SUB-456,LOW,open,2026-04-24
ST-2391,SC-1768,SUB-1013,high,resolved,12/24/2025
ST-2392,SC-1027,SUB-5432,urgent,waiting,2026-04-20
ST-2393,SC-2277,SUB-4258,low,open,2026-05-10
ST-2394,SC-755,SUB-752,high,closed,2026-09-21
ST-2395,SC-2446,SUB-2038,low,open,2026-04-10
ST-2396,SC-990,SUB-3194,high,open,10/15/2026
ST-2397,SC-927,SUB-5688,low,open,2026-03-10
ST-2398,SC-275,SUB-3035,urgent,waiting,2025-12-26
ST-2399,SC-468,SUB-4099,urgent,OPEN,2025-10-02
ST-2400,SC-410,SUB-438,medium,resolved,2025-01-20
ST-2401,SC-563,SUB-740,LOW,closed,2026-11-15
ST-2402,SC-2226,SUB-2481,LOW,closed,23-09-2025
ST-2403,SC-2420,SUB-2503,medium,open,08/12/2026
ST-2404,SC-2125,SUB-1789,urgent,waiting,07/21/2026
ST-2405,SC-488,SUB-1111,LOW,closed,2025-04-16
ST-2406,SC-70,SUB-5023,urgent,waiting,02/19/2025
ST-2407,SC-1267,SUB-1362,high,resolved,04/18/2026
ST-2408,SC-227,SUB-1152,low,closed,2026-10-09
ST-2409,SC-1961,SUB-2308,high,OPEN,05/26/2026
ST-2410,SC-137,SUB-3597,high,OPEN,05/21/2026
ST-2411,SC-956,SUB-770,medium,closed,2025-03-07
ST-2412,SC-2207,SUB-2909,medium,resolved,08/21/2026
ST-2413,SC-1421,SUB-182,urgent,open,2026-07-19
ST-2414,SC-286,SUB-5799,LOW,closed,2025-07-08
ST-2415,SC-683,SUB-587,low,waiting,02-07-2026
ST-2416,SC-1060,SUB-2655,low,open,2026-01-10
ST-2417,SC-660,SUB-1226,low,OPEN,2025-05-02
ST-2418,SC-665,SUB-5668,high,open,2026-05-10
ST-2419,SC-1575,SUB-4398,low,waiting,20-10-2025
ST-2420,SC-429,SUB-58,high,open,2026-04-10
ST-2421,SC-2847,SUB-2722,urgent,closed,2025-12-05
ST-2422,SC-499,SUB-815,urgent,open,05/20/2026
ST-2423,SC-1603,SUB-3274,medium,resolved,01-12-2025
ST-2424,SC-1872,SUB-1179,urgent,OPEN,28-06-2025
ST-2425,SC-672,SUB-3656,high,OPEN,07/12/2025
ST-2426,SC-2773,SUB-2283,urgent,open,2025-07-08
ST-2427,SC-2887,SUB-1085,high,OPEN,2025-05-27
ST-2428,SC-1511,SUB-1919,low,waiting,2026-02-18
ST-2429,SC-301,SUB-3266,urgent,closed,2025-05-16
ST-2430,SC-2907,SUB-1417,medium,waiting,01/17/2025
ST-2431,SC-527,SUB-3027,urgent,OPEN,08/01/2025
ST-2432,SC-2648,SUB-4709,low,resolved,10/14/2026
