subscription_id,customer_id,account_id,plan_id,start_date,status,will_churn
SUB-2797,SC-2431,AC-592,PLAN-1,12-04-2025,ACTIVE,1
SUB-2798,SC-2590,AC-531,PLAN-3,2022-08-04,cancelled,0
SUB-2799,SC-2929,AC-139,PLAN-2,12/01/2025,cancelled,0
SUB-2800,SC-2388,AC-43,PLAN-6,2026-05-02,trial,0
SUB-2801,SC-1438,AC-200,PLAN-6,2026-05-26,active,0
SUB-2802,SC-294,AC-520,PLAN-5,2024-12-21,CANCELLED,0
SUB-2803,SC-54,AC-83,PLAN-3,2026-03-12,active,0
SUB-2804,SC-1165,AC-425,PLAN-4,01/03/2025,CANCELLED,0
SUB-2805,SC-567,AC-193,PLAN-5,09-05-2021,active,0
SUB-2806,SC-2070,AC-738,PLAN-3,09/06/2026,trial,0
SUB-2807,SC-888,AC-671,PLAN-3,06-03-2023,CANCELLED,0
SUB-2808,SC-2281,AC-888,PLAN-3,08/03/2026,trial,1
SUB-2809,SC-1424,AC-759,PLAN-4,2024-02-28,CANCELLED,0
SUB-2810,SC-662,AC-646,PLAN-4,2022-01-27,cancelled,0
SUB-2811,SC-1079,AC-828,PLAN-4,2022-08-05,ACTIVE,0
SUB-2812,SC-694,AC-90,PLAN-6,2023-08-21,CANCELLED,0
SUB-2813,SC-2666,AC-551,PLAN-2,2023-07-22,CANCELLED,0
SUB-2814,SC-975,AC-5,PLAN-5,2025-10-07,trial,0
SUB-2815,SC-758,AC-703,PLAN-4,2021-09-18,active,1
SUB-2816,SC-2767,AC-220,PLAN-5,2022-06-23,cancelled,0
SUB-2817,SC-225,AC-751,PLAN-5,2022-05-21,trial,0
SUB-2818,SC-2432,AC-749,PLAN-2,05-06-2025,CANCELLED,0
SUB-2819,SC-742,AC-255,PLAN-6,12-05-2024,ACTIVE,0
SUB-2820,SC-452,AC-174,PLAN-3,2025-10-25,trial,0
SUB-2821,SC-2004,AC-320,PLAN-1,2021-07-10,CANCELLED,0
SUB-2822,SC-737,AC-279,PLAN-6,09/15/2023,CANCELLED,0
SUB-2823,SC-905,AC-273,PLAN-5,2021-06-25,ACTIVE,1
SUB-2824,SC-2096,AC-150,PLAN-6,2023-04-20,ACTIVE,0
SUB-2825,SC-1421,AC-716,PLAN-6,2026-06-06,CANCELLED,0
SUB-2826,SC-2939,AC-354,PLAN-4,2024-09-24,active,0
SUB-2827,SC-1087,AC-230,PLAN-4,2024-08-13,ACTIVE,1
SUB-2828,SC-2742,AC-490,PLAN-1,2023-01-04,ACTIVE,0
SUB-2829,SC-159,AC-229,PLAN-5,06/03/2024,CANCELLED,0
SUB-2830,SC-533,AC-388,PLAN-6,2026-10-19,trial,0
SUB-2831,SC-763,AC-372,PLAN-2,2025-11-11,ACTIVE,1
SUB-2832,SC-2762,AC-303,PLAN-6,2026-01-07,active,0
SUB-2833,SC-258,AC-568,PLAN-2,05/10/2024,active,0
SUB-2834,SC-980,AC-445,PLAN-5,03/26/2026,active,0
SUB-2835,SC-606,AC-3,PLAN-2,2025-02-10,cancelled,0
SUB-2836,SC-636,AC-387,PLAN-2,2025-03-06,cancelled,0
SUB-2837,SC-768,AC-74,PLAN-3,09/27/2025,active,0
SUB-2838,SC-1989,AC-11,PLAN-3,21-09-2021,active,0
SUB-2839,SC-1254,AC-329,PLAN-1,2024-05-26,cancelled,0
SUB-2840,SC-955,AC-88,PLAN-4,08/13/2024,trial,0
SUB-2841,SC-729,AC-328,PLAN-3,2024-11-06,CANCELLED,0
SUB-2842,SC-375,AC-254,PLAN-1,2025-07-19,ACTIVE,1
SUB-2843,SC-1032,AC-5,PLAN-5,11/28/2022,trial,0
SUB-2844,SC-2498,AC-622,PLAN-5,01-07-2026,cancelled,0
SUB-2845,SC-1610,AC-361,PLAN-4,2022-01-04,CANCELLED,0
SUB-2846,SC-1067,AC-479,PLAN-1,01/09/2024,CANCELLED,0
SUB-2847,SC-1084,AC-510,PLAN-3,2023-01-14,ACTIVE,0
SUB-2848,SC-2040,AC-216,PLAN-3,09/02/2026,CANCELLED,1
SUB-2849,SC-2606,AC-101,PLAN-6,2025-05-17,CANCELLED,0
SUB-2850,SC-798,AC-229,PLAN-1,2025-11-05,trial,0
SUB-2851,SC-2460,AC-638,PLAN-4,09/25/2023,active,1
SUB-2852,SC-2192,AC-655,PLAN-2,2025-05-03,ACTIVE,0
SUB-2853,SC-1631,AC-412,PLAN-6,02/19/2025,CANCELLED,0
SUB-2854,SC-502,AC-114,PLAN-6,2025-11-08,ACTIVE,0
SUB-2855,SC-1432,AC-60,PLAN-1,2025-04-06,trial,0
SUB-2856,SC-1425,AC-770,PLAN-2,2021-08-01,trial,0
SUB-2857,SC-676,AC-430,PLAN-4,2026-03-18,cancelled,0
SUB-2858,SC-2295,AC-152,PLAN-6,09/13/2021,cancelled,0
SUB-2859,SC-1120,AC-557,PLAN-1,04/15/2021,trial,0
SUB-2860,SC-717,AC-477,PLAN-1,2021-01-21,cancelled,0
SUB-2861,SC-1757,AC-733,PLAN-6,05/02/2021,cancelled,1
SUB-2862,SC-738,AC-814,PLAN-1,21-05-2025,trial,0
SUB-2863,SC-2612,AC-237,PLAN-2,04-01-2024,cancelled,0
SUB-2864,SC-1998,AC-362,PLAN-5,2024-09-15,CANCELLED,0
SUB-2865,SC-2766,AC-320,PLAN-4,02/19/2026,CANCELLED,0
SUB-2866,SC-726,AC-528,PLAN-2,2026-01-10,active,0
SUB-2867,SC-2604,AC-565,PLAN-1,10/13/2026,active,0
SUB-2868,SC-2979,AC-506,PLAN-2,2021-06-09,active,0
SUB-2869,SC-2091,AC-332,PLAN-6,2025-08-04,CANCELLED,1
SUB-2870,SC-2038,AC-610,PLAN-4,06-07-2026,CANCELLED,0
SUB-2871,SC-984,AC-739,PLAN-1,2022-11-24,ACTIVE,0
SUB-2872,SC-1839,AC-20,PLAN-1,2023-11-13,ACTIVE,1
SUB-2873,SC-1150,AC-360,PLAN-5,2024-08-21,trial,0
SUB-2874,SC-1763,AC-58,PLAN-4,06/04/2025,cancelled,0
SUB-2875,SC-1736,AC-9,PLAN-6,2024-08-25,ACTIVE,0
SUB-2876,SC-1449,AC-240,PLAN-4,2024-03-25,trial,0
SUB-2877,SC-2432,AC-204,PLAN-2,2022-03-17,cancelled,0
SUB-2878,SC-2478,AC-363,PLAN-3,24-04-2024,ACTIVE,0
SUB-2879,SC-1770,AC-704,PLAN-6,20-10-2024,ACTIVE,1
SUB-2880,SC-1487,AC-140,PLAN-6,08-12-2023,trial,0
SUB-2881,SC-12,AC-576,PLAN-3,2022-09-20,active,0
SUB-2882,SC-576,AC-776,PLAN-5,2025-11-17,ACTIVE,1
SUB-2883,SC-1381,AC-318,PLAN-2,2022-04-17,ACTIVE,0
SUB-2884,SC-814,AC-222,PLAN-3,2026-01-16,active,1
SUB-2885,SC-354,AC-217,PLAN-2,2026-05-17,active,0
SUB-2886,SC-850,AC-479,PLAN-2,2026-11-23,active,0
SUB-2887,SC-2336,AC-317,PLAN-2,2026-03-05,cancelled,0
SUB-2888,SC-1094,AC-312,PLAN-2,2022-12-05,CANCELLED,0
SUB-2889,SC-459,AC-47,PLAN-6,17-04-2023,CANCELLED,0
SUB-2890,SC-256,AC-197,PLAN-2,2021-08-26,ACTIVE,0
SUB-2891,SC-1686,AC-290,PLAN-2,2022-03-20,active,0
SUB-2892,SC-2396,AC-298,PLAN-3,27-10-2023,CANCELLED,0
SUB-2893,SC-1941,AC-402,PLAN-6,04/03/2025,cancelled,0
SUB-2894,SC-701,AC-427,PLAN-3,2021-08-19,CANCELLED,0
SUB-2895,SC-2483,AC-500,PLAN-2,03/06/2025,ACTIVE,0
SUB-2896,SC-394,AC-366,PLAN-1,2023-02-12,cancelled,0
SUB-2897,SC-2137,AC-634,PLAN-2,05/19/2026,trial,0
SUB-2898,SC-1489,AC-213,PLAN-4,07/17/2021,active,1
SUB-2899,SC-969,AC-653,PLAN-5,2026-04-03,ACTIVE,0
SUB-2900,SC-493,AC-644,PLAN-2,07/09/2023,cancelled,0
SUB-2901,SC-337,AC-78,PLAN-4,05/10/2024,trial,0
SUB-2902,SC-2824,AC-614,PLAN-5,09/24/2026,trial,0
SUB-2903,SC-814,AC-343,PLAN-3,2026-07-28,active,0
SUB-2904,SC-1933,AC-849,PLAN-2,2023-03-02,cancelled,1
SUB-2905,SC-2308,AC-176,PLAN-5,10/22/2024,CANCELLED,0
SUB-2906,SC-805,AC-741,PLAN-6,2025-12-24,active,0
SUB-2907,SC-128,AC-126,PLAN-6,2026-09-10,cancelled,0
SUB-2908,SC-1244,AC-818,PLAN-4,2025-07-07,cancelled,0
SUB-2909,SC-2252,AC-721,PLAN-2,2021-04-01,active,0
SUB-2910,SC-1467,AC-61,PLAN-6,2024-04-21,CANCELLED,0
SUB-2911,SC-763,AC-559,PLAN-4,07/07/2021,active,0
SUB-2912,SC-675,AC-412,PLAN-6,12-01-2024,CANCELLED,0
SUB-2913,SC-667,AC-507,PLAN-3,02/26/2026,trial,0
SUB-2914,SC-2136,AC-464,PLAN-1,2021-08-09,cancelled,0
SUB-2915,SC-2825,AC-484,PLAN-2,11/05/2021,active,0
SUB-2916,SC-2252,AC-174,PLAN-1,08/18/2026,active,1
SUB-2917,SC-72,AC-88,PLAN-4,2026-02-15,trial,0
SUB-2918,SC-889,AC-193,PLAN-2,28-12-2023,active,0
SUB-2919,SC-1907,AC-889,PLAN-1,07-03-2024,trial,0
SUB-2920,SC-234,AC-693,PLAN-2,2024-01-10,active,0
SUB-2921,SC-1161,AC-218,PLAN-3,09/18/2025,active,0
SUB-2922,SC-155,AC-191,PLAN-1,12/03/2026,active,0
SUB-2923,SC-1460,AC-796,PLAN-2,2023-10-27,ACTIVE,0
SUB-2924,SC-2117,AC-190,PLAN-1,27-07-2026,cancelled,0
SUB-2925,SC-1039,AC-374,PLAN-2,27-02-2021,active,0
SUB-2926,SC-2833,AC-483,PLAN-4,09-03-2021,CANCELLED,0
SUB-2927,SC-1246,AC-599,PLAN-5,06/13/2022,CANCELLED,0
SUB-2928,SC-398,AC-18,PLAN-6,2021-12-06,CANCELLED,1
SUB-2929,SC-48,AC-220,PLAN-5,04/06/2026,trial,0
SUB-2930,SC-1157,AC-701,PLAN-3,15-06-2021,active,0
SUB-2931,SC-538,AC-465,PLAN-6,2025-01-07,CANCELLED,0
SUB-2932,SC-136,AC-70,PLAN-1,26-07-2022,active,0
SUB-2933,SC-1603,AC-303,PLAN-6,2025-04-04,CANCELLED,0
SUB-2934,SC-270,AC-164,PLAN-5,2026-12-11,trial,0
SUB-2935,SC-1395,AC-138,PLAN-4,09/20/2021,ACTIVE,0
SUB-2936,SC-888,AC-93,PLAN-4,2026-06-08,cancelled,0
SUB-2937,SC-201,AC-29,PLAN-3,05/05/2025,trial,0
SUB-2938,SC-215,AC-540,PLAN-4,2024-03-27,ACTIVE,0
SUB-2939,SC-1413,AC-184,PLAN-5,10/18/2022,cancelled,0
SUB-2940,SC-2762,AC-555,PLAN-5,2025-10-20,trial,0
SUB-2941,SC-1555,AC-367,PLAN-1,02-09-2022,active,1
SUB-2942,SC-2450,AC-784,PLAN-5,2023-04-12,active,0
SUB-2943,SC-1545,AC-256,PLAN-4,13-06-2024,ACTIVE,1
SUB-2944,SC-2386,AC-523,PLAN-1,07/09/2023,cancelled,0
SUB-2945,SC-2902,AC-4,PLAN-1,2025-02-14,active,0
SUB-2946,SC-1099,AC-754,PLAN-5,2026-01-07,cancelled,0
SUB-2947,SC-370,AC-278,PLAN-2,13-09-2022,ACTIVE,0
SUB-2948,SC-1924,AC-501,PLAN-3,09-08-2023,ACTIVE,0
SUB-2949,SC-628,AC-446,PLAN-2,2023-02-01,CANCELLED,0
SUB-2950,SC-1507,AC-329,PLAN-3,12/08/2023,active,1
SUB-2951,SC-2562,AC-786,PLAN-3,2022-07-05,cancelled,0
SUB-2952,SC-2386,AC-383,PLAN-5,09-10-2021,CANCELLED,0
SUB-2953,SC-1602,AC-749,PLAN-5,2023-08-09,cancelled,0
SUB-2954,SC-663,AC-824,PLAN-6,06/07/2022,active,1
SUB-2955,SC-2483,AC-519,PLAN-5,21-01-2026,trial,0
SUB-2956,SC-2957,AC-798,PLAN-4,2023-06-06,CANCELLED,0
SUB-2957,SC-1968,AC-432,PLAN-6,03-04-2022,trial,0
SUB-2958,SC-451,AC-192,PLAN-3,06/08/2024,ACTIVE,0
SUB-2959,SC-1298,AC-518,PLAN-1,09/26/2025,active,0
SUB-2960,SC-259,AC-172,PLAN-4,10/01/2024,trial,0
SUB-2961,SC-1307,AC-393,PLAN-5,12/14/2021,CANCELLED,0
SUB-2962,SC-372,AC-154,PLAN-1,2023-01-12,trial,0
SUB-2963,SC-243,AC-88,PLAN-1,25-09-2025,cancelled,0
SUB-2964,SC-558,AC-100,PLAN-2,07/28/2021,CANCELLED,0
SUB-2965,SC-1571,AC-570,PLAN-4,2025-10-10,trial,1
SUB-2966,SC-2588,AC-226,PLAN-4,2025-02-11,CANCELLED,0
SUB-2967,SC-894,AC-576,PLAN-5,12/17/2023,active,0
SUB-2968,SC-2474,AC-47,PLAN-6,2023-04-16,CANCELLED,0
SUB-2969,SC-588,AC-177,PLAN-6,07/04/2023,cancelled,1
SUB-2970,SC-1237,AC-276,PLAN-4,2025-01-03,CANCELLED,0
SUB-2971,SC-189,AC-488,PLAN-3,10/25/2021,trial,0
SUB-2972,SC-896,AC-521,PLAN-5,16-12-2026,trial,1
SUB-2973,SC-511,AC-627,PLAN-1,01-08-2025,active,0
SUB-2974,SC-1238,AC-864,PLAN-5,2025-02-15,cancelled,1
SUB-2975,SC-165,AC-146,PLAN-1,10/26/2024,ACTIVE,0
SUB-2976,SC-3,AC-629,PLAN-6,2023-02-25,CANCELLED,1
SUB-2977,SC-167,AC-551,PLAN-5,2026-12-08,cancelled,0
SUB-2978,SC-1155,AC-53,PLAN-3,09-10-2022,CANCELLED,0
SUB-2979,SC-2600,AC-383,PLAN-4,10/02/2026,cancelled,0
SUB-2980,SC-1772,AC-550,PLAN-6,2024-02-25,trial,0
SUB-2981,SC-1585,AC-101,PLAN-2,08/12/2024,CANCELLED,0
SUB-2982,SC-706,AC-551,PLAN-4,02/06/2023,CANCELLED,1
SUB-2983,SC-2160,AC-97,PLAN-6,28-10-2026,ACTIVE,0
SUB-2984,SC-883,AC-574,PLAN-1,2021-12-28,trial,0
SUB-2985,SC-1903,AC-573,PLAN-4,2023-07-28,active,0
SUB-2986,SC-1937,AC-580,PLAN-6,03/19/2023,trial,0
SUB-2987,SC-24,AC-47,PLAN-5,05/21/2023,cancelled,0
SUB-2988,SC-1805,AC-611,PLAN-6,10/09/2025,trial,1
SUB-2989,SC-130,AC-279,PLAN-2,02/07/2022,cancelled,0
SUB-2990,SC-1532,AC-884,PLAN-3,05/15/2022,CANCELLED,0
SUB-2991,SC-1680,AC-674,PLAN-5,2023-12-24,active,0
SUB-2992,SC-328,AC-290,PLAN-2,2025-05-22,cancelled,0
SUB-2993,SC-2782,AC-62,PLAN-3,07/24/2024,trial,0
SUB-2994,SC-1244,AC-387,PLAN-3,01/11/2026,CANCELLED,0
SUB-2995,SC-1838,AC-598,PLAN-5,08/10/2022,cancelled,1
SUB-2996,SC-1303,AC-787,PLAN-3,06-10-2026,cancelled,0
SUB-2997,SC-1218,AC-517,PLAN-5,2026-08-20,ACTIVE,0
SUB-2998,SC-1478,AC-740,PLAN-1,2022-07-06,ACTIVE,0
SUB-2999,SC-1679,AC-382,PLAN-6,2023-07-20,cancelled,0
SUB-3000,SC-2383,AC-344,PLAN-2,2021-02-20,CANCELLED,1
SUB-3001,SC-1226,AC-161,PLAN-6,2022-04-21,trial,0
SUB-3002,SC-678,AC-436,PLAN-3,07/15/2025,cancelled,0
SUB-3003,SC-979,AC-152,PLAN-1,2023-11-09,active,0
SUB-3004,SC-1008,AC-471,PLAN-2,2024-08-14,CANCELLED,0
SUB-3005,SC-430,AC-649,PLAN-6,2025-03-10,CANCELLED,0
SUB-3006,SC-1542,AC-311,PLAN-5,2022-02-02,CANCELLED,1
SUB-3007,SC-2551,AC-570,PLAN-3,2025-06-01,active,0
SUB-3008,SC-1671,AC-883,PLAN-5,11-11-2023,CANCELLED,0
SUB-3009,SC-1490,AC-217,PLAN-5,2023-07-21,CANCELLED,1
SUB-3010,SC-620,AC-300,PLAN-5,2021-12-10,ACTIVE,0
SUB-3011,SC-2158,AC-710,PLAN-1,01-10-2025,ACTIVE,0
SUB-3012,SC-790,AC-156,PLAN-3,2025-04-16,ACTIVE,1
SUB-3013,SC-535,AC-90,PLAN-6,04/28/2022,active,0
SUB-3014,SC-100,AC-812,PLAN-3,06/18/2021,ACTIVE,0
SUB-3015,SC-1936,AC-253,PLAN-2,2024-09-21,CANCELLED,0
SUB-3016,SC-1477,AC-316,PLAN-2,08/10/2022,trial,0
SUB-3017,SC-1861,AC-778,PLAN-1,2022-05-01,CANCELLED,0
SUB-3018,SC-1117,AC-126,PLAN-4,01/13/2025,ACTIVE,0
SUB-3019,SC-211,AC-529,PLAN-2,2024-07-22,trial,0
SUB-3020,SC-616,AC-531,PLAN-4,2024-03-25,trial,0
SUB-3021,SC-2079,AC-646,PLAN-6,27-07-2021,ACTIVE,0
SUB-3022,SC-1368,AC-677,PLAN-1,03/17/2024,cancelled,0
SUB-3023,SC-11,AC-24,PLAN-6,13-08-2022,CANCELLED,0
SUB-3024,SC-1268,AC-154,PLAN-4,07/17/2023,cancelled,0
SUB-3025,SC-2639,AC-237,PLAN-1,2026-04-02,CANCELLED,0
SUB-3026,SC-1508,AC-577,PLAN-5,2024-02-20,trial,0
SUB-3027,SC-1670,AC-159,PLAN-5,12/04/2024,ACTIVE,0
SUB-3028,SC-2871,AC-108,PLAN-5,13-06-2024,CANCELLED,1
SUB-3029,SC-1288,AC-802,PLAN-4,07/11/2022,CANCELLED,0
SUB-3030,SC-2463,AC-821,PLAN-3,2025-10-23,ACTIVE,0
SUB-3031,SC-1678,AC-395,PLAN-4,2022-11-07,cancelled,0
SUB-3032,SC-320,AC-705,PLAN-4,21-09-2022,cancelled,1
SUB-3033,SC-2972,AC-180,PLAN-4,17-09-2026,ACTIVE,0
SUB-3034,SC-732,AC-721,PLAN-4,07/24/2021,cancelled,0
SUB-3035,SC-2333,AC-562,PLAN-1,11/04/2022,cancelled,1
SUB-3036,SC-2713,AC-631,PLAN-5,01/13/2026,ACTIVE,0
SUB-3037,SC-2483,AC-696,PLAN-3,02/19/2025,ACTIVE,1
SUB-3038,SC-2106,AC-50,PLAN-6,2026-04-20,trial,0
SUB-3039,SC-1213,AC-527,PLAN-4,10/01/2022,cancelled,0
SUB-3040,SC-1993,AC-309,PLAN-5,2021-02-20,cancelled,0
SUB-3041,SC-20,AC-512,PLAN-2,03/24/2026,ACTIVE,0
SUB-3042,SC-28,AC-102,PLAN-6,05/16/2025,CANCELLED,1
SUB-3043,SC-1562,AC-324,PLAN-4,2022-10-12,trial,0
SUB-3044,SC-303,AC-826,PLAN-6,01/21/2025,ACTIVE,0
SUB-3045,SC-847,AC-3,PLAN-3,12/20/2026,cancelled,0
SUB-3046,SC-199,AC-376,PLAN-2,2021-11-18,trial,0
SUB-3047,SC-72,AC-201,PLAN-1,2024-05-10,cancelled,0
SUB-3048,SC-1007,AC-620,PLAN-5,2026-04-27,cancelled,0
SUB-3049,SC-544,AC-377,PLAN-5,11/03/2025,cancelled,1
SUB-3050,SC-1479,AC-311,PLAN-4,2021-01-12,cancelled,0
SUB-3051,SC-173,AC-181,PLAN-5,11-03-2024,cancelled,0
SUB-3052,SC-246,AC-172,PLAN-5,2021-01-07,cancelled,0
SUB-3053,SC-684,AC-227,PLAN-5,03-12-2025,active,0
SUB-3054,SC-2418,AC-90,PLAN-4,2023-02-03,ACTIVE,0
SUB-3055,SC-772,AC-639,PLAN-2,2021-09-15,trial,0
SUB-3056,SC-1159,AC-148,PLAN-4,01/08/2025,ACTIVE,1
SUB-3057,SC-435,AC-67,PLAN-3,07/11/2022,CANCELLED,0
SUB-3058,SC-861,AC-136,PLAN-4,2023-09-06,ACTIVE,0
SUB-3059,SC-783,AC-454,PLAN-3,05/13/2023,CANCELLED,0
SUB-3060,SC-2654,AC-437,PLAN-1,13-08-2026,ACTIVE,0
SUB-3061,SC-1887,AC-661,PLAN-6,04/12/2022,trial,0
SUB-3062,SC-1558,AC-485,PLAN-5,2021-02-04,active,0
SUB-3063,SC-1696,AC-381,PLAN-3,09/25/2025,cancelled,0
SUB-3064,SC-2943,AC-604,PLAN-2,08-06-2024,cancelled,0
SUB-3065,SC-889,AC-758,PLAN-2,2026-01-25,cancelled,0
SUB-3066,SC-2885,AC-224,PLAN-6,07/19/2024,trial,0
SUB-3067,SC-306,AC-719,PLAN-2,2025-02-04,ACTIVE,0
SUB-3068,SC-401,AC-363,PLAN-5,27-01-2026,trial,0
SUB-3069,SC-2182,AC-686,PLAN-3,10/15/2024,ACTIVE,0
SUB-3070,SC-1760,AC-181,PLAN-6,2026-04-21,trial,0
SUB-3071,SC-1958,AC-281,PLAN-2,2025-10-25,CANCELLED,0
SUB-3072,SC-1342,AC-593,PLAN-2,2022-06-04,CANCELLED,0
SUB-3073,SC-1811,AC-7,PLAN-3,07-05-2024,cancelled,0
SUB-3074,SC-400,AC-733,PLAN-1,2022-04-22,ACTIVE,0
SUB-3075,SC-2119,AC-534,PLAN-5,2023-05-20,ACTIVE,0
SUB-3076,SC-661,AC-838,PLAN-3,28-04-2026,ACTIVE,0
SUB-3077,SC-458,AC-479,PLAN-3,2024-01-27,cancelled,1
SUB-3078,SC-905,AC-642,PLAN-1,2026-12-16,ACTIVE,1
SUB-3079,SC-769,AC-797,PLAN-5,10/20/2022,active,0
SUB-3080,SC-1536,AC-137,PLAN-2,25-04-2023,cancelled,0
SUB-3081,SC-2209,AC-23,PLAN-1,21-02-2023,active,0
SUB-3082,SC-1619,AC-846,PLAN-1,04/18/2023,active,0
SUB-3083,SC-1759,AC-441,PLAN-2,02-10-2026,active,0
SUB-3084,SC-1926,AC-78,PLAN-4,2025-10-22,CANCELLED,0
SUB-3085,SC-2858,AC-700,PLAN-2,2025-04-12,cancelled,0
SUB-3086,SC-1559,AC-212,PLAN-3,09-01-2022,ACTIVE,0
SUB-3087,SC-1888,AC-469,PLAN-3,2026-03-04,CANCELLED,0
SUB-3088,SC-103,AC-20,PLAN-1,2025-02-01,active,1
SUB-3089,SC-1541,AC-73,PLAN-2,2023-08-22,trial,0
SUB-3090,SC-1048,AC-639,PLAN-3,08/10/2022,CANCELLED,0
SUB-3091,SC-1937,AC-355,PLAN-2,27-03-2021,trial,0
SUB-3092,SC-1640,AC-317,PLAN-1,18-03-2024,cancelled,0
SUB-3093,SC-382,AC-357,PLAN-2,05/07/2023,cancelled,0
SUB-3094,SC-2771,AC-302,PLAN-5,2021-12-27,trial,0
SUB-3095,SC-2755,AC-237,PLAN-4,2023-05-13,ACTIVE,0
SUB-3096,SC-65,AC-807,PLAN-3,2022-07-04,CANCELLED,0
SUB-3097,SC-658,AC-133,PLAN-3,20-01-2023,trial,0
SUB-3098,SC-1587,AC-17,PLAN-5,18-09-2021,trial,1
SUB-3099,SC-1997,AC-473,PLAN-3,01-03-2026,trial,0
SUB-3100,SC-1006,AC-158,PLAN-6,10/16/2022,cancelled,0
SUB-3101,SC-970,AC-618,PLAN-5,12/22/2025,active,0
SUB-3102,SC-477,AC-400,PLAN-4,2021-11-22,CANCELLED,0
SUB-3103,SC-2231,AC-275,PLAN-5,11-09-2023,trial,0
SUB-3104,SC-2518,AC-290,PLAN-3,07/08/2026,active,0
SUB-3105,SC-1128,AC-792,PLAN-1,04/12/2025,trial,0
SUB-3106,SC-2923,AC-642,PLAN-2,2021-12-03,active,0
SUB-3107,SC-2522,AC-222,PLAN-3,2026-07-26,CANCELLED,0
SUB-3108,SC-289,AC-889,PLAN-6,2026-01-11,active,0
SUB-3109,SC-710,AC-253,PLAN-5,2022-01-04,ACTIVE,0
SUB-3110,SC-2582,AC-610,PLAN-3,11/28/2021,active,0
SUB-3111,SC-2715,AC-625,PLAN-6,2022-05-19,CANCELLED,0
SUB-3112,SC-2135,AC-820,PLAN-2,2024-02-19,trial,0
SUB-3113,SC-28,AC-145,PLAN-3,2025-11-05,CANCELLED,1
SUB-3114,SC-1445,AC-794,PLAN-4,16-12-2024,ACTIVE,0
SUB-3115,SC-180,AC-379,PLAN-4,13-12-2022,ACTIVE,1
SUB-3116,SC-2120,AC-844,PLAN-2,03/03/2026,active,0
SUB-3117,SC-295,AC-21,PLAN-2,06/14/2023,active,0
SUB-3118,SC-118,AC-144,PLAN-3,27-07-2024,CANCELLED,0
SUB-3119,SC-2256,AC-673,PLAN-3,09/22/2025,cancelled,1
SUB-3120,SC-648,AC-21,PLAN-3,17-10-2024,active,0
SUB-3121,SC-838,AC-130,PLAN-6,05-06-2023,active,0
SUB-3122,SC-2342,AC-463,PLAN-4,02/15/2021,active,0
SUB-3123,SC-1509,AC-540,PLAN-5,12/02/2022,cancelled,0
SUB-3124,SC-269,AC-256,PLAN-5,2021-07-06,CANCELLED,0
SUB-3125,SC-2312,AC-763,PLAN-3,2024-06-02,CANCELLED,0
SUB-3126,SC-2045,AC-239,PLAN-1,01/17/2022,CANCELLED,0
SUB-3127,SC-2488,AC-92,PLAN-6,04/21/2025,cancelled,0
SUB-3128,SC-1876,AC-643,PLAN-3,2025-05-22,ACTIVE,0
SUB-3129,SC-467,AC-671,PLAN-4,2025-11-09,trial,0
SUB-3130,SC-1514,AC-787,PLAN-1,2025-04-09,CANCELLED,0
SUB-3131,SC-716,AC-391,PLAN-2,27-08-2023,cancelled,0
SUB-3132,SC-2179,AC-464,PLAN-3,28-09-2021,trial,1
SUB-3133,SC-585,AC-486,PLAN-4,09/27/2021,cancelled,0
SUB-3134,SC-1865,AC-120,PLAN-5,2024-01-11,CANCELLED,0
SUB-3135,SC-1367,AC-665,PLAN-2,2025-02-13,cancelled,0
SUB-3136,SC-2350,AC-280,PLAN-5,15-09-2021,cancelled,0
SUB-3137,SC-1445,AC-574,PLAN-2,09/24/2022,active,0
SUB-3138,SC-194,AC-93,PLAN-6,10-06-2026,trial,0
SUB-3139,SC-2496,AC-828,PLAN-3,12/04/2025,ACTIVE,0
SUB-3140,SC-563,AC-714,PLAN-6,18-07-2026,ACTIVE,0
SUB-3141,SC-1925,AC-286,PLAN-2,2026-04-07,CANCELLED,0
SUB-3142,SC-593,AC-530,PLAN-4,06/20/2025,CANCELLED,0
SUB-3143,SC-690,AC-652,PLAN-5,04/16/2024,ACTIVE,0
SUB-3144,SC-2698,AC-442,PLAN-4,2026-12-26,ACTIVE,0
SUB-3145,SC-415,AC-230,PLAN-6,2021-10-16,trial,0
SUB-3146,SC-487,AC-471,PLAN-2,2022-12-04,CANCELLED,0
SUB-3147,SC-2184,AC-274,PLAN-6,2024-09-27,ACTIVE,0
SUB-3148,SC-2639,AC-802,PLAN-4,2023-10-07,active,0
SUB-3149,SC-2396,AC-503,PLAN-1,2025-01-21,trial,0
SUB-3150,SC-2565,AC-455,PLAN-2,2022-06-25,trial,0
SUB-3151,SC-2334,AC-234,PLAN-5,03/04/2023,CANCELLED,1
SUB-3152,SC-1022,AC-857,PLAN-2,2026-03-24,cancelled,0
SUB-3153,SC-20,AC-882,PLAN-2,10/23/2025,ACTIVE,0
SUB-3154,SC-1294,AC-34,PLAN-4,03/28/2026,cancelled,0
SUB-3155,SC-390,AC-59,PLAN-5,2023-01-28,ACTIVE,0
SUB-3156,SC-412,AC-859,PLAN-3,2021-09-01,active,0
SUB-3157,SC-2292,AC-225,PLAN-3,04/22/2023,ACTIVE,0
SUB-3158,SC-1666,AC-453,PLAN-6,12/07/2026,active,1
