conversion_id,lead_id,customer_id,converted_at,days_to_convert
LC-1093,LD-1135,SC-1339,2026-04-14,23
LC-1094,LD-312,SC-815,10-02-2025,12
LC-1095,LD-3631,SC-60,2025-01-06,15
LC-1096,LD-3504,SC-1705,2026-07-18,80
LC-1097,LD-1853,SC-520,2026-12-01,67
LC-1098,LD-2032,SC-1007,2026-05-11,12
LC-1099,LD-3318,SC-1058,2026-06-20,21
LC-1100,LD-2590,SC-2050,2026-11-19,43
LC-1101,LD-2866,SC-1061,2026-09-03,68
LC-1102,LD-1534,SC-1130,2026-09-12,5
LC-1103,LD-2968,SC-1807,2025-11-24,80
LC-1104,LD-1836,SC-1668,2026-06-24,16
LC-1105,LD-2971,SC-2725,03-07-2025,13
LC-1106,LD-4219,SC-400,18-06-2025,14
LC-1107,LD-1346,SC-2799,2026-04-01,2
LC-1108,LD-2231,SC-1352,10-05-2025,14
LC-1109,LD-2057,SC-2579,17-05-2026,10
LC-1110,LD-2139,SC-2295,2025-09-23,82
LC-1111,LD-2560,SC-2606,2026-05-05,53
LC-1112,LD-3400,SC-1055,2025-09-25,63
LC-1113,LD-2077,SC-1490,2025-04-13,82
LC-1114,LD-2456,SC-2703,2025-09-15,42
LC-1115,LD-4927,SC-1430,2026-10-08,73
LC-1116,LD-3130,SC-2365,01/16/2026,77
LC-1117,LD-4101,SC-423,22-02-2025,53
LC-1118,LD-1884,SC-574,2026-05-28,12
LC-1119,LD-1350,SC-2274,10/25/2026,44
LC-1120,LD-3168,SC-2964,2025-11-03,74
LC-1121,LD-752,SC-2685,2026-01-14,78
LC-1122,LD-49,SC-2021,2025-06-11,82
LC-1123,LD-1731,SC-2836,03-08-2026,2
LC-1124,LD-2618,SC-2357,22-05-2026,59
LC-1125,LD-2570,SC-237,2025-01-15,13
LC-1126,LD-615,SC-1985,2025-11-06,84
LC-1127,LD-577,SC-443,2025-06-15,15
LC-1128,LD-4354,SC-2648,2025-04-11,83
LC-1129,LD-1417,SC-802,2025-10-12,55
LC-1130,LD-2074,SC-2169,2025-07-24,51
LC-1131,LD-1766,SC-1800,2026-08-12,44
LC-1132,LD-101,SC-1635,03-09-2026,49
LC-1133,LD-470,SC-2057,2026-12-22,67
LC-1134,LD-3433,SC-2739,2025-04-10,22
LC-1135,LD-3489,SC-839,2026-08-16,39
LC-1136,LD-1493,SC-287,09/28/2026,4
LC-1137,LD-1747,SC-1593,2025-02-26,89
LC-1138,LD-1073,SC-1805,2026-09-15,6
LC-1139,LD-825,SC-2899,2026-11-10,36
LC-1140,LD-1334,SC-2909,09/22/2025,23
LC-1141,LD-4404,SC-1915,2025-10-08,51
LC-1142,LD-2995,SC-2916,11/09/2026,68
LC-1143,LD-2463,SC-1783,2025-06-06,8
LC-1144,LD-268,SC-729,03-09-2025,39
LC-1145,LD-1658,SC-928,2026-08-13,27
LC-1146,LD-3011,SC-2308,04/16/2026,46
LC-1147,LD-1966,SC-2037,2026-09-14,65
LC-1148,LD-4373,SC-2188,07/11/2026,81
LC-1149,LD-703,SC-2587,02/25/2025,88
LC-1150,LD-4121,SC-340,09-01-2025,43
LC-1151,LD-1317,SC-635,01/17/2026,34
LC-1152,LD-205,SC-670,02/12/2025,65
LC-1153,LD-3151,SC-2700,2026-12-01,28
LC-1154,LD-2166,SC-875,17-05-2026,52
LC-1155,LD-3016,SC-917,2025-06-20,41
LC-1156,LD-3187,SC-726,2025-11-27,58
LC-1157,LD-3358,SC-474,01/17/2025,88
LC-1158,LD-3243,SC-1741,2025-01-18,56
LC-1159,LD-1759,SC-2889,06/19/2026,16
LC-1160,LD-2866,SC-631,2025-12-10,8
LC-1161,LD-4112,SC-495,03/06/2025,26
LC-1162,LD-970,SC-2246,11/05/2026,9
LC-1163,LD-2523,SC-401,11/22/2025,84
LC-1164,LD-3120,SC-91,2025-03-08,1
LC-1165,LD-3316,SC-180,05/28/2025,90
LC-1166,LD-943,SC-662,2026-02-13,42
LC-1167,LD-3439,SC-2579,2025-06-13,27
LC-1168,LD-2599,SC-1182,2025-01-13,28
LC-1169,LD-4851,SC-802,2025-11-11,84
LC-1170,LD-4533,SC-1866,2025-02-25,50
LC-1171,LD-166,SC-546,06-07-2025,37
LC-1172,LD-1800,SC-1301,02-06-2026,57
LC-1173,LD-2791,SC-59,12/02/2026,4
LC-1174,LD-4692,SC-551,2025-05-24,11
LC-1175,LD-3662,SC-1336,2025-01-02,39
LC-1176,LD-3350,SC-2817,09/13/2026,28
LC-1177,LD-3879,SC-1253,07-12-2025,53
LC-1178,LD-4019,SC-2880,02/17/2025,40
LC-1179,LD-1201,SC-1528,2025-09-23,84
LC-1180,LD-1385,SC-2498,04/23/2026,1
LC-1181,LD-1929,SC-954,05/15/2025,62
LC-1182,LD-4191,SC-788,26-03-2025,26
LC-1183,LD-3212,SC-1257,05/08/2026,85
LC-1184,LD-4215,SC-1234,2025-10-26,37
LC-1185,LD-2429,SC-1784,19-04-2025,62
LC-1186,LD-1145,SC-2097,27-01-2026,70
LC-1187,LD-4195,SC-2711,04-04-2026,48
LC-1188,LD-1828,SC-475,17-09-2025,51
LC-1189,LD-3190,SC-2478,2026-03-09,54
LC-1190,LD-280,SC-2939,2025-06-24,64
LC-1191,LD-3033,SC-2786,14-02-2026,1
LC-1192,LD-3689,SC-1727,07/16/2025,70
LC-1193,LD-2917,SC-1063,2026-01-05,89
LC-1194,LD-1149,SC-963,2026-10-22,31
LC-1195,LD-2614,SC-1373,05/01/2025,59
LC-1196,LD-50,SC-463,2026-03-10,89
LC-1197,LD-147,SC-2586,2025-06-15,76
LC-1198,LD-4780,SC-389,2026-12-07,33
LC-1199,LD-4444,SC-2037,2026-04-25,37
LC-1200,LD-1491,SC-821,2025-11-27,8
